,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MINNESOTA_ACTION,NEW YORK_SCORE,MINNESOTA_SCORE
375,4,2:12.0,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by C. Lee),,104,113
376,4,1:56.0,,Shooting foul by T. Hardaway (drawn by A. Wiggins),104,113
377,4,1:56.0,,A. Wiggins misses free throw 1 of 2,104,113
378,4,1:56.0,,Offensive rebound by Team,104,113
379,4,1:56.0,,A. Wiggins misses free throw 2 of 2,104,113
380,4,1:54.0,Defensive rebound by J. Jack,,104,113
381,4,1:43.0,T. Hardaway misses 3-pt jump shot from 25 ft,,104,113
382,4,1:41.0,,Defensive rebound by A. Wiggins,104,113
383,4,1:34.0,,Turnover by A. Wiggins (bad pass; steal by T. Hardaway),104,113
384,4,1:32.0,Turnover by T. Hardaway (bad pass; steal by J. Butler),,104,113
385,4,1:32.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Butler),104,115
386,4,1:32.0,New York full timeout,,104,115
387,4,1:23.0,T. Hardaway misses 2-pt jump shot from 23 ft,,104,115
388,4,1:20.0,Offensive rebound by K. Porziņģis,,104,115
389,4,1:18.0,J. Jack makes 2-pt jump shot from 5 ft (assist by K. Porziņģis),,106,115
390,4,0:54.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by A. Wiggins),106,118
391,4,0:48.0,J. Jack misses 3-pt jump shot from 24 ft,,106,118
392,4,0:48.0,,Defensive rebound by K. Towns,106,118
393,4,0:40.0,,Turnover by T. Gibson (bad pass; steal by T. Hardaway),106,118
394,4,0:36.0,K. Porziņģis misses 2-pt layup from 3 ft (block by J. Butler),,106,118
395,4,0:36.0,Offensive rebound by Team,,106,118
396,4,0:29.0,J. Jack makes 2-pt jump shot from 6 ft,,108,118
397,4,0:06.0,,J. Teague misses 3-pt jump shot from 26 ft,108,118
398,4,0:02.0,Defensive rebound by E. Freedom,,108,118
