,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,SACRAMENTO_ACTION,SAN ANTONIO_SCORE,SACRAMENTO_SCORE
0,1,11:35.0,L. Aldridge makes 3-pt jump shot from 24 ft (assist by P. Gasol),,3,0
1,1,11:15.0,,Z. Randolph makes 2-pt jump shot from 19 ft (assist by W. Cauley-Stein),3,2
2,1,10:59.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),,5,2
3,1,10:47.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by Z. Randolph),5,5
4,1,10:29.0,P. Gasol makes 3-pt jump shot from 23 ft (assist by T. Parker),,8,5
5,1,10:18.0,,Z. Randolph misses 2-pt jump shot from 16 ft,8,5
6,1,10:14.0,Defensive rebound by L. Aldridge,,8,5
7,1,10:08.0,T. Parker makes 2-pt layup from 1 ft,,10,5
8,1,9:53.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by B. Hield),10,8
9,1,9:38.0,T. Parker misses 2-pt jump shot from 3 ft,,10,8
10,1,9:35.0,,Defensive rebound by B. Hield,10,8
11,1,9:26.0,,B. Hield makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),10,10
12,1,9:13.0,L. Aldridge misses 2-pt jump shot from 15 ft,,10,10
13,1,9:10.0,,Defensive rebound by G. Temple,10,10
14,1,9:06.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by G. Temple),10,12
15,1,8:49.0,P. Gasol misses 3-pt jump shot from 22 ft,,10,12
16,1,8:49.0,,Defensive rebound by Z. Randolph,10,12
17,1,8:39.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by Z. Randolph),10,15
18,1,8:22.0,Personal foul by G. Temple (drawn by K. Anderson),,10,15
19,1,8:15.0,P. Gasol makes 2-pt layup from 2 ft (assist by L. Aldridge),,12,15
20,1,8:01.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,12,17
21,1,7:47.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by P. Gasol),,15,17
22,1,7:33.0,,Z. Randolph misses 2-pt jump shot from 18 ft,15,17
23,1,7:29.0,Defensive rebound by P. Gasol,,15,17
24,1,7:22.0,B. Forbes misses 3-pt jump shot from 25 ft,,15,17
25,1,7:19.0,,Defensive rebound by W. Cauley-Stein,15,17
