,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SAN ANTONIO_ACTION,GOLDEN STATE_SCORE,SAN ANTONIO_SCORE
0,1,11:35.0,K. Thompson misses 3-pt jump shot from 26 ft,,0,0
1,1,11:34.0,Offensive rebound by J. McGee,,0,0
2,1,11:34.0,Turnover by Team (shot clock),,0,0
3,1,11:11.0,,R. Gay makes 2-pt jump shot from 9 ft (assist by D. Murray),0,2
4,1,11:08.0,Personal foul by P. Mills (drawn by A. Iguodala),,0,2
5,1,11:02.0,Offensive foul by A. Iguodala (drawn by P. Mills),,0,2
6,1,11:02.0,Turnover by A. Iguodala (offensive foul),,0,2
7,1,10:47.0,,D. Green misses 2-pt jump shot from 22 ft,0,2
8,1,10:44.0,Defensive rebound by J. McGee,,0,2
9,1,10:32.0,J. McGee makes 2-pt jump shot from 14 ft (assist by D. Green),,2,2
10,1,10:09.0,,L. Aldridge misses 2-pt jump shot from 12 ft,2,2
11,1,10:06.0,Defensive rebound by K. Durant,,2,2
12,1,9:59.0,Turnover by K. Durant (bad pass),,2,2
13,1,9:49.0,,R. Gay misses 2-pt jump shot from 20 ft,2,2
14,1,9:44.0,,Offensive rebound by R. Gay,2,2
15,1,9:39.0,,D. Murray makes 3-pt jump shot from 24 ft (assist by P. Mills),2,5
16,1,9:17.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by A. Iguodala),,4,5
17,1,8:58.0,,D. Murray misses 2-pt jump shot from 20 ft,4,5
18,1,8:56.0,Defensive rebound by J. McGee,,4,5
19,1,8:52.0,Turnover by J. McGee (bad pass; steal by R. Gay),,4,5
20,1,8:47.0,,R. Gay makes 2-pt dunk from 3 ft,4,7
21,1,8:41.0,Turnover by D. Green (bad pass; steal by P. Mills),,4,7
22,1,8:36.0,,P. Mills misses 3-pt jump shot from 26 ft,4,7
23,1,8:32.0,Defensive rebound by A. Iguodala,,4,7
24,1,8:27.0,A. Iguodala misses 2-pt layup from 2 ft,,4,7
25,1,8:24.0,Offensive rebound by D. Green,,4,7
26,1,8:16.0,K. Durant makes 3-pt jump shot from 26 ft (assist by D. Green),,7,7
