,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,UTAH_ACTION,CLEVELAND_SCORE,UTAH_SCORE
390,4,4:18.0,,Turnover by D. Mitchell (bad pass; steal by L. James),85,91
391,4,4:13.0,Shooting foul by D. Mitchell (drawn by L. James),,85,91
392,4,4:13.0,L. James makes free throw 1 of 2,,86,91
393,4,4:13.0,,R. Hood enters the game for R. Rubio,86,91
394,4,4:13.0,L. James makes free throw 2 of 2,,87,91
395,4,3:54.0,Offensive charge foul by D. Favors (drawn by L. James),,87,91
396,4,3:54.0,,Turnover by D. Favors (offensive foul),87,91
397,4,3:38.0,L. James makes 2-pt jump shot from 9 ft (assist by K. Love),,89,91
398,4,3:38.0,Shooting foul by T. Sefolosha (drawn by L. James),,89,91
399,4,3:38.0,,Utah full timeout,89,91
400,4,3:38.0,L. James makes free throw 1 of 1,,90,91
401,4,3:25.0,,D. Mitchell makes 2-pt layup from 2 ft,90,93
402,4,3:07.0,D. Wade makes 2-pt jump shot from 4 ft,,92,93
403,4,2:53.0,,D. Favors makes 2-pt dunk from 2 ft (assist by D. Mitchell),92,95
404,4,2:53.0,,Shooting foul by D. Wade (drawn by D. Favors),92,95
405,4,2:53.0,,D. Favors makes free throw 1 of 1,92,96
406,4,2:42.0,K. Love misses 3-pt jump shot from 25 ft,,92,96
407,4,2:39.0,,Defensive rebound by T. Sefolosha,92,96
408,4,2:25.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,92,96
409,4,2:21.0,Defensive rebound by D. Wade,,92,96
410,4,2:06.0,K. Love misses 3-pt jump shot from 23 ft,,92,96
411,4,2:02.0,Offensive rebound by D. Wade,,92,96
412,4,1:59.0,D. Wade misses 3-pt jump shot from 23 ft,,92,96
413,4,1:55.0,Offensive rebound by K. Love,,92,96
414,4,1:55.0,Shooting foul by R. Hood (drawn by K. Love),,92,96
415,4,1:55.0,K. Love makes free throw 1 of 2,,93,96
416,4,1:55.0,K. Love makes free throw 2 of 2,,94,96
417,4,1:46.0,,Personal foul by K. Love (drawn by D. Mitchell),94,96
418,4,1:46.0,,D. Mitchell makes free throw 1 of 2,94,97
419,4,1:46.0,,D. Mitchell makes free throw 2 of 2,94,98
420,4,1:35.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),,97,98
421,4,1:15.0,,D. Mitchell misses 3-pt jump shot from 24 ft,97,98
422,4,1:11.0,Defensive rebound by D. Wade,,97,98
423,4,0:52.0,D. Wade misses 3-pt jump shot from 24 ft,,97,98
424,4,0:49.0,,Defensive rebound by T. Sefolosha,97,98
425,4,0:35.0,,D. Mitchell makes 2-pt layup from 1 ft,97,100
426,4,0:35.0,Cleveland full timeout,,97,100
427,4,0:29.0,L. James misses 2-pt layup from 5 ft,,97,100
428,4,0:24.0,,Defensive rebound by T. Sefolosha,97,100
429,4,0:24.0,,Personal foul by J. Smith (drawn by T. Sefolosha),97,100
430,4,0:24.0,,T. Sefolosha makes free throw 1 of 2,97,101
431,4,0:24.0,K. Korver enters the game for J. Green,,97,101
432,4,0:24.0,,T. Sefolosha makes free throw 2 of 2,97,102
433,4,0:19.0,L. James makes 2-pt layup from 1 ft,,99,102
434,4,0:19.0,,Utah full timeout,99,102
435,4,0:19.0,J. Green enters the game for K. Korver,,99,102
436,4,0:09.0,,Shooting foul by K. Love (drawn by D. Favors),99,102
437,4,0:09.0,,D. Favors makes free throw 1 of 2,99,103
438,4,0:09.0,,D. Favors makes free throw 2 of 2,99,104
439,4,0:09.0,Cleveland full timeout,,99,104
440,4,0:01.0,L. James misses 3-pt jump shot from 25 ft,,99,104
441,4,0:01.0,Offensive rebound by K. Love,,99,104
442,4,0:00.0,K. Love makes 2-pt layup at rim,,101,104
