,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW YORK_ACTION,SAN ANTONIO_SCORE,NEW YORK_SCORE
381,4,6:50.0,,Shooting foul by D. Bertāns (drawn by M. Beasley),90,77
382,4,6:50.0,,M. Beasley makes free throw 1 of 2,90,78
383,4,6:50.0,L. Aldridge enters the game for D. Bertāns,,90,78
384,4,6:50.0,,M. Beasley makes free throw 2 of 2,90,79
385,4,6:27.0,Turnover by K. Leonard (bad pass; steal by J. Jack),,90,79
386,4,6:20.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by J. Jack),90,82
387,4,6:18.0,San Antonio full timeout,,90,82
388,4,6:18.0,M. Ginóbili enters the game for K. Leonard,,90,82
389,4,5:55.0,L. Aldridge misses 2-pt jump shot from 11 ft,,90,82
390,4,5:49.0,Offensive rebound by K. Anderson,,90,82
391,4,5:49.0,K. Anderson misses 2-pt layup at rim,,90,82
392,4,5:48.0,,Defensive rebound by R. Sessions,90,82
393,4,5:42.0,,Shooting foul by M. Ginóbili (drawn by W. Hernangómez),90,82
394,4,5:42.0,P. Mills enters the game for K. Anderson,,90,82
395,4,5:42.0,D. Murray enters the game for T. Parker,,90,82
396,4,5:42.0,,W. Hernangómez misses free throw 1 of 2,90,82
397,4,5:42.0,,Offensive rebound by Team,90,82
398,4,5:42.0,,W. Hernangómez makes free throw 2 of 2,90,83
399,4,5:30.0,Personal foul by W. Hernangómez (drawn by P. Gasol),,90,83
400,4,5:30.0,P. Gasol makes free throw 1 of 2,,91,83
401,4,5:30.0,P. Gasol makes free throw 2 of 2,,92,83
402,4,5:10.0,,C. Lee misses 3-pt jump shot from 26 ft,92,83
403,4,5:05.0,Defensive rebound by P. Gasol,,92,83
404,4,4:46.0,P. Mills misses 2-pt layup from 7 ft (block by M. Beasley),,92,83
405,4,4:44.0,,Defensive rebound by C. Lee,92,83
406,4,4:38.0,,J. Jack misses 3-pt jump shot from 23 ft,92,83
407,4,4:36.0,,Offensive rebound by M. Beasley,92,83
408,4,4:36.0,,W. Hernangómez misses 2-pt layup from 2 ft (block by D. Murray),92,83
409,4,4:36.0,,Offensive rebound by Team,92,83
410,4,4:36.0,,K. Porziņģis enters the game for M. Beasley,92,83
411,4,4:24.0,,J. Jack misses 2-pt jump shot from 22 ft,92,83
412,4,4:19.0,Defensive rebound by M. Ginóbili,,92,83
413,4,4:13.0,D. Murray misses 2-pt jump shot from 7 ft (block by C. Lee),,92,83
414,4,4:10.0,,Defensive rebound by C. Lee,92,83
415,4,4:04.0,,Personal foul by D. Murray (drawn by K. Porziņģis),92,83
416,4,3:49.0,,Turnover by C. Lee (bad pass; steal by D. Murray),92,83
417,4,3:29.0,L. Aldridge misses 3-pt jump shot from 26 ft,,92,83
418,4,3:27.0,,Defensive rebound by W. Hernangómez,92,83
419,4,3:27.0,,New York full timeout,92,83
420,4,3:27.0,,M. Beasley enters the game for R. Sessions,92,83
421,4,3:27.0,,D. McDermott enters the game for W. Hernangómez,92,83
422,4,3:27.0,K. Anderson enters the game for P. Gasol,,92,83
423,4,3:11.0,,K. Porziņģis misses 2-pt layup from 3 ft (block by L. Aldridge),92,83
424,4,3:11.0,,Offensive rebound by Team,92,83
425,4,3:06.0,,K. Porziņģis misses 2-pt jump shot from 19 ft,92,83
426,4,3:02.0,Defensive rebound by D. Murray,,92,83
427,4,2:46.0,L. Aldridge misses 2-pt hook shot from 7 ft,,92,83
428,4,2:44.0,,Defensive rebound by M. Beasley,92,83
429,4,2:39.0,,M. Beasley misses 3-pt jump shot from 26 ft,92,83
430,4,2:36.0,Defensive rebound by D. Murray,,92,83
431,4,2:18.0,L. Aldridge makes 2-pt layup from 2 ft,,94,83
432,4,2:07.0,,C. Lee misses 3-pt jump shot from 24 ft,94,83
433,4,2:05.0,Defensive rebound by K. Anderson,,94,83
434,4,1:50.0,Personal foul by K. Porziņģis (drawn by L. Aldridge),,94,83
435,4,1:50.0,L. Aldridge makes free throw 1 of 2,,95,83
436,4,1:50.0,L. Aldridge makes free throw 2 of 2,,96,83
437,4,1:40.0,,Shooting foul by K. Anderson (drawn by J. Jack),96,83
438,4,1:40.0,B. Forbes enters the game for K. Anderson,,96,83
439,4,1:40.0,,J. Jack makes free throw 1 of 3,96,84
440,4,1:40.0,,J. Jack misses free throw 2 of 3,96,84
441,4,1:40.0,,Offensive rebound by Team,96,84
442,4,1:40.0,,J. Jack makes free throw 3 of 3,96,85
443,4,1:20.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by P. Mills),,98,85
444,4,1:07.0,,M. Beasley makes 2-pt layup from 2 ft (assist by D. McDermott),98,87
445,4,0:47.0,L. Aldridge misses 2-pt layup from 3 ft (block by C. Lee),,98,87
446,4,0:46.0,Offensive rebound by L. Aldridge,,98,87
447,4,0:45.0,L. Aldridge misses 2-pt layup from 1 ft,,98,87
448,4,0:45.0,,Defensive rebound by M. Beasley,98,87
449,4,0:40.0,,D. McDermott makes 2-pt dunk at rim (assist by C. Lee),98,89
450,4,0:19.0,B. Forbes misses 3-pt jump shot from 24 ft,,98,89
451,4,0:18.0,,Defensive rebound by D. McDermott,98,89
452,4,0:18.0,,Personal foul by P. Mills (drawn by D. McDermott),98,89
453,4,0:18.0,,F. Ntilikina enters the game for K. Porziņģis,98,89
454,4,0:18.0,D. Bertāns enters the game for P. Mills,,98,89
455,4,0:18.0,B. Paul enters the game for L. Aldridge,,98,89
456,4,0:18.0,,D. McDermott makes free throw 1 of 2,98,90
457,4,0:18.0,,D. McDermott makes free throw 2 of 2,98,91
458,4,0:15.0,Personal foul by J. Jack (drawn by D. Bertāns),,98,91
459,4,0:15.0,D. Bertāns makes free throw 1 of 2,,99,91
460,4,0:15.0,D. Bertāns makes free throw 2 of 2,,100,91
461,4,0:10.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,100,91
462,4,0:06.0,Defensive rebound by M. Ginóbili,,100,91
