,QUARTER,TIME_REMAINING,MIAMI_ACTION,INDIANA_ACTION,MIAMI_SCORE,INDIANA_SCORE
0,1,11:38.0,J. Johnson makes 2-pt jump shot from 19 ft (assist by T. Johnson),,2,0
1,1,11:19.0,,D. Collison misses 2-pt jump shot from 18 ft,2,0
2,1,11:17.0,Defensive rebound by B. Adebayo,,2,0
3,1,11:09.0,J. Richardson misses 2-pt jump shot from 20 ft,,2,0
4,1,11:06.0,,Defensive rebound by B. Bogdanović,2,0
5,1,11:01.0,,D. Collison misses 2-pt layup from 1 ft,2,0
6,1,11:00.0,Defensive rebound by J. Johnson,,2,0
7,1,10:54.0,T. Johnson makes 3-pt jump shot from 29 ft (assist by G. Dragić),,5,0
8,1,10:31.0,,V. Oladipo misses 2-pt jump shot from 18 ft,5,0
9,1,10:28.0,Defensive rebound by T. Johnson,,5,0
10,1,10:16.0,J. Richardson misses 3-pt jump shot from 23 ft,,5,0
11,1,10:14.0,Offensive rebound by B. Adebayo,,5,0
12,1,10:05.0,Personal foul by M. Turner (drawn by B. Adebayo),,5,0
13,1,9:59.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by G. Dragić),,7,0
14,1,9:40.0,,B. Bogdanović makes 2-pt layup at rim (assist by D. Collison),7,2
15,1,9:29.0,Turnover by J. Richardson (lost ball; steal by V. Oladipo),,7,2
16,1,9:25.0,,D. Collison makes 2-pt layup at rim (assist by V. Oladipo),7,4
17,1,9:01.0,Turnover by B. Adebayo (bad pass; steal by T. Young),,7,4
18,1,8:55.0,,T. Young misses 3-pt jump shot from 25 ft,7,4
19,1,8:52.0,Defensive rebound by B. Adebayo,,7,4
20,1,8:45.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by J. Johnson),,10,4
21,1,8:28.0,,Shooting block foul by B. Adebayo (drawn by M. Turner),10,4
22,1,8:28.0,,M. Turner makes free throw 1 of 2,10,5
23,1,8:28.0,,M. Turner makes free throw 2 of 2,10,6
24,1,8:16.0,J. Johnson misses 2-pt jump shot from 12 ft,,10,6
25,1,8:14.0,,Defensive rebound by V. Oladipo,10,6
26,1,8:07.0,,Turnover by B. Bogdanović (lost ball; steal by J. Richardson),10,6
27,1,8:03.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Richardson),,13,6
28,1,7:54.0,,Indiana full timeout,13,6
29,1,7:43.0,,V. Oladipo misses 2-pt jump shot from 15 ft,13,6
30,1,7:40.0,Defensive rebound by J. Johnson,,13,6
31,1,7:31.0,Personal block foul by M. Turner (drawn by B. Adebayo),,13,6
32,1,7:31.0,,T. Booker enters the game for M. Turner,13,6
33,1,7:26.0,Turnover by J. Johnson (bad pass; steal by V. Oladipo),,13,6
34,1,7:23.0,,V. Oladipo makes 2-pt dunk from 2 ft,13,8
35,1,7:07.0,,Offensive charge foul by B. Adebayo (drawn by T. Young),13,8
36,1,7:07.0,Turnover by B. Adebayo (offensive foul),,13,8
37,1,7:07.0,K. Olynyk enters the game for B. Adebayo,,13,8
38,1,6:46.0,,D. Collison misses 2-pt jump shot from 17 ft,13,8
39,1,6:44.0,Defensive rebound by J. Richardson,,13,8
40,1,6:39.0,G. Dragić makes 2-pt layup from 1 ft,,15,8
41,1,6:26.0,,V. Oladipo misses 2-pt jump shot from 19 ft,15,8
42,1,6:21.0,,Offensive rebound by T. Young,15,8
43,1,6:21.0,,T. Young misses 2-pt layup at rim,15,8
44,1,6:20.0,,Offensive rebound by D. Collison,15,8
45,1,6:19.0,,D. Collison misses 2-pt layup from 1 ft,15,8
46,1,6:16.0,Defensive rebound by G. Dragić,,15,8
47,1,6:13.0,T. Johnson makes 3-pt jump shot from 23 ft (assist by K. Olynyk),,18,8
48,1,5:54.0,,Personal foul by J. Johnson (drawn by B. Bogdanović),18,8
49,1,5:54.0,W. Ellington enters the game for J. Richardson,,18,8
50,1,5:54.0,,C. Joseph enters the game for B. Bogdanović,18,8
51,1,5:40.0,,T. Young misses 2-pt jump shot from 19 ft,18,8
52,1,5:36.0,Defensive rebound by K. Olynyk,,18,8
53,1,5:22.0,K. Olynyk misses 3-pt jump shot from 29 ft,,18,8
54,1,5:20.0,,Defensive rebound by T. Young,18,8
55,1,5:04.0,,T. Young makes 2-pt hook shot from 4 ft (assist by T. Booker),18,10
56,1,4:41.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,21,10
57,1,4:29.0,,V. Oladipo misses 3-pt jump shot from 26 ft,21,10
58,1,4:27.0,Defensive rebound by K. Olynyk,,21,10
59,1,4:20.0,J. Johnson makes 2-pt dunk from 2 ft (assist by G. Dragić),,23,10
60,1,3:57.0,,T. Booker makes 2-pt hook shot from 8 ft,23,12
61,1,3:51.0,Miami full timeout,,23,12
62,1,3:51.0,,L. Stephenson enters the game for D. Collison,23,12
63,1,3:51.0,D. Wade enters the game for T. Johnson,,23,12
64,1,3:51.0,J. Winslow enters the game for J. Johnson,,23,12
65,1,3:40.0,D. Wade makes 2-pt jump shot from 16 ft (assist by K. Olynyk),,25,12
66,1,3:16.0,,T. Young misses 2-pt hook shot from 7 ft,25,12
67,1,3:13.0,Defensive rebound by K. Olynyk,,25,12
68,1,3:04.0,W. Ellington misses 3-pt jump shot from 25 ft,,25,12
69,1,3:02.0,,Defensive rebound by T. Booker,25,12
70,1,2:54.0,,L. Stephenson misses 3-pt jump shot from 23 ft,25,12
71,1,2:53.0,Defensive rebound by D. Wade,,25,12
72,1,2:40.0,Turnover by W. Ellington (traveling),,25,12
73,1,2:40.0,,G. Robinson enters the game for T. Young,25,12
74,1,2:22.0,,Shooting block foul by K. Olynyk (drawn by V. Oladipo),25,12
75,1,2:22.0,,V. Oladipo makes free throw 1 of 2,25,13
76,1,2:22.0,,V. Oladipo makes free throw 2 of 2,25,14
77,1,2:18.0,Personal foul by C. Joseph (drawn by G. Dragić),,25,14
78,1,2:03.0,D. Wade makes 3-pt jump shot from 23 ft (assist by G. Dragić),,28,14
79,1,1:47.0,,L. Stephenson makes 2-pt jump shot from 6 ft,28,16
80,1,1:36.0,G. Dragić misses 3-pt jump shot from 25 ft,,28,16
81,1,1:35.0,,Defensive rebound by C. Joseph,28,16
82,1,1:30.0,,Turnover by L. Stephenson (bad pass),28,16
83,1,1:30.0,,B. Bogdanović enters the game for V. Oladipo,28,16
84,1,1:30.0,J. Richardson enters the game for G. Dragić,,28,16
85,1,1:19.0,Turnover by J. Richardson (bad pass; steal by T. Booker),,28,16
86,1,1:16.0,,G. Robinson makes 2-pt layup from 1 ft (assist by T. Booker),28,18
87,1,0:56.0,D. Wade misses 2-pt jump shot from 13 ft,,28,18
88,1,0:54.0,,Defensive rebound by B. Bogdanović,28,18
89,1,0:43.0,,B. Bogdanović misses 2-pt jump shot from 4 ft (block by D. Wade),28,18
90,1,0:43.0,Defensive rebound by Team,,28,18
91,1,0:22.0,J. Winslow makes 2-pt jump shot from 5 ft,,30,18
92,1,0:04.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by C. Joseph),30,21
93,2,11:44.0,,G. Robinson makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),30,24
94,2,11:28.0,Offensive foul by K. Olynyk (drawn by C. Joseph),,30,24
95,2,11:28.0,Turnover by K. Olynyk (offensive foul),,30,24
96,2,11:17.0,,L. Stephenson misses 2-pt layup from 1 ft,30,24
97,2,11:15.0,Defensive rebound by K. Olynyk,,30,24
98,2,11:05.0,D. Wade misses 2-pt jump shot from 17 ft,,30,24
99,2,11:02.0,,Defensive rebound by L. Stephenson,30,24
100,2,10:55.0,,B. Bogdanović makes 2-pt layup at rim (assist by L. Stephenson),30,26
101,2,10:40.0,Shooting block foul by B. Bogdanović (drawn by J. Richardson),,30,26
102,2,10:40.0,J. Richardson makes free throw 1 of 2,,31,26
103,2,10:40.0,J. Richardson makes free throw 2 of 2,,32,26
104,2,10:28.0,,C. Joseph misses 2-pt jump shot from 14 ft,32,26
105,2,10:22.0,Defensive rebound by D. Wade,,32,26
106,2,10:17.0,J. Winslow misses 2-pt layup from 2 ft (block by T. Booker),,32,26
107,2,10:16.0,,Defensive rebound by C. Joseph,32,26
108,2,10:06.0,,T. Booker makes 2-pt layup at rim (assist by G. Robinson),32,28
109,2,9:47.0,Shooting foul by T. Booker (drawn by K. Olynyk),,32,28
110,2,9:47.0,K. Olynyk makes free throw 1 of 2,,33,28
111,2,9:47.0,K. Olynyk makes free throw 2 of 2,,34,28
112,2,9:35.0,,L. Stephenson makes 2-pt layup at rim,34,30
113,2,9:20.0,J. Winslow misses 2-pt layup at rim,,34,30
114,2,9:19.0,,Defensive rebound by C. Joseph,34,30
115,2,9:16.0,,L. Stephenson makes 2-pt layup from 1 ft (assist by C. Joseph),34,32
116,2,9:09.0,Personal foul by T. Booker (drawn by K. Olynyk),,34,32
117,2,9:09.0,Miami full timeout,,34,32
118,2,8:59.0,D. Wade makes 2-pt layup from 1 ft,,36,32
119,2,8:39.0,,Turnover by B. Bogdanović (bad pass; steal by K. Olynyk),36,32
120,2,8:30.0,Turnover by K. Olynyk (bad pass; steal by L. Stephenson),,36,32
121,2,8:27.0,,L. Stephenson makes 2-pt dunk from 1 ft,36,34
122,2,8:13.0,K. Olynyk misses 3-pt jump shot from 24 ft,,36,34
123,2,8:11.0,,Defensive rebound by B. Bogdanović,36,34
124,2,8:02.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,36,34
125,2,7:58.0,,Offensive rebound by T. Booker,36,34
126,2,7:58.0,,T. Booker misses 2-pt layup from 3 ft (block by D. Wade),36,34
127,2,7:58.0,,Offensive rebound by Team,36,34
128,2,7:58.0,,M. Turner enters the game for T. Booker,36,34
129,2,7:58.0,,T. Young enters the game for G. Robinson,36,34
130,2,7:58.0,B. Adebayo enters the game for K. Olynyk,,36,34
131,2,7:43.0,,T. Young makes 2-pt layup at rim,36,36
132,2,7:29.0,Personal foul by T. Young (drawn by B. Adebayo),,36,36
133,2,7:29.0,T. Johnson enters the game for J. Richardson,,36,36
134,2,7:24.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by D. Wade),,39,36
135,2,7:08.0,,C. Joseph makes 2-pt jump shot from 18 ft,39,38
136,2,6:54.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Wade),,41,38
137,2,6:38.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by C. Joseph),41,41
138,2,6:13.0,J. Winslow misses 3-pt jump shot from 26 ft,,41,41
139,2,6:11.0,Offensive rebound by B. Adebayo,,41,41
140,2,6:11.0,Personal foul by C. Joseph (drawn by B. Adebayo),,41,41
141,2,6:11.0,B. Adebayo makes free throw 1 of 2,,42,41
142,2,6:11.0,,V. Oladipo enters the game for B. Bogdanović,42,41
143,2,6:11.0,G. Dragić enters the game for D. Wade,,42,41
144,2,6:11.0,J. Johnson enters the game for J. Winslow,,42,41
145,2,6:11.0,B. Adebayo makes free throw 2 of 2,,43,41
146,2,5:58.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by C. Joseph),43,43
147,2,5:41.0,B. Adebayo makes 2-pt layup from 1 ft,,45,43
148,2,5:25.0,,L. Stephenson misses 2-pt layup at rim,45,43
149,2,5:24.0,Defensive rebound by J. Johnson,,45,43
150,2,5:19.0,G. Dragić misses 2-pt layup from 3 ft (block by T. Young),,45,43
151,2,5:15.0,,Defensive rebound by M. Turner,45,43
152,2,5:04.0,,M. Turner misses 3-pt jump shot from 28 ft,45,43
153,2,5:01.0,Defensive rebound by G. Dragić,,45,43
154,2,4:47.0,Turnover by B. Adebayo (bad pass; steal by T. Young),,45,43
155,2,4:34.0,,V. Oladipo makes 2-pt jump shot from 18 ft,45,45
156,2,4:12.0,Shooting foul by T. Young (drawn by J. Johnson),,45,45
157,2,4:12.0,J. Johnson makes free throw 1 of 2,,46,45
158,2,4:12.0,J. Johnson misses free throw 2 of 2,,46,45
159,2,4:12.0,,Defensive rebound by L. Stephenson,46,45
160,2,3:50.0,,C. Joseph makes 2-pt jump shot from 16 ft,46,47
161,2,3:34.0,T. Johnson misses 3-pt jump shot from 27 ft,,46,47
162,2,3:32.0,,Defensive rebound by C. Joseph,46,47
163,2,3:22.0,,Personal foul by G. Dragić (drawn by T. Young),46,47
164,2,3:18.0,,C. Joseph misses 2-pt jump shot from 18 ft,46,47
165,2,3:11.0,,Offensive rebound by C. Joseph,46,47
166,2,3:08.0,,T. Young makes 2-pt layup from 1 ft (assist by L. Stephenson),46,49
167,2,3:08.0,,Shooting foul by T. Johnson (drawn by T. Young),46,49
168,2,3:08.0,,T. Booker enters the game for M. Turner,46,49
169,2,3:08.0,,T. Young makes free throw 1 of 1,46,50
170,2,2:49.0,J. Johnson misses 2-pt layup from 1 ft,,46,50
171,2,2:46.0,,Defensive rebound by T. Booker,46,50
172,2,2:32.0,,Personal foul by G. Dragić (drawn by C. Joseph),46,50
173,2,2:32.0,,Indiana full timeout,46,50
174,2,2:32.0,,D. Collison enters the game for C. Joseph,46,50
175,2,2:32.0,,B. Bogdanović enters the game for T. Young,46,50
176,2,2:32.0,J. Richardson enters the game for W. Ellington,,46,50
177,2,2:24.0,,V. Oladipo makes 2-pt jump shot from 18 ft (assist by D. Collison),46,52
178,2,2:07.0,T. Johnson makes 2-pt layup from 1 ft,,48,52
179,2,1:53.0,,D. Collison misses 2-pt jump shot from 16 ft,48,52
180,2,1:50.0,Defensive rebound by J. Richardson,,48,52
181,2,1:46.0,T. Johnson misses 3-pt jump shot from 26 ft,,48,52
182,2,1:42.0,Offensive rebound by J. Johnson,,48,52
183,2,1:41.0,Personal foul by T. Booker (drawn by B. Adebayo),,48,52
184,2,1:41.0,B. Adebayo makes free throw 1 of 2,,49,52
185,2,1:41.0,B. Adebayo makes free throw 2 of 2,,50,52
186,2,1:41.0,,M. Turner enters the game for T. Booker,50,52
187,2,1:41.0,D. Wade enters the game for G. Dragić,,50,52
188,2,1:21.0,,B. Bogdanović misses 3-pt jump shot from 29 ft,50,52
189,2,1:18.0,Defensive rebound by D. Wade,,50,52
190,2,1:09.0,B. Adebayo makes 2-pt dunk at rim (assist by D. Wade),,52,52
191,2,0:47.0,,Turnover by L. Stephenson (bad pass),52,52
192,2,0:35.0,Turnover by D. Wade (bad pass; steal by L. Stephenson),,52,52
193,2,0:22.0,,V. Oladipo misses 2-pt layup from 1 ft,52,52
194,2,0:20.0,Defensive rebound by J. Johnson,,52,52
195,2,0:00.0,Shooting foul by V. Oladipo (drawn by J. Johnson),,52,52
196,2,0:00.0,J. Johnson makes free throw 1 of 2,,53,52
197,2,0:00.0,J. Johnson misses free throw 2 of 2,,53,52
198,2,0:00.0,Offensive rebound by J. Johnson,,53,52
199,3,11:48.0,Offensive charge foul by M. Turner (drawn by B. Adebayo),,53,52
