,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,TORONTO_ACTION,BROOKLYN_SCORE,TORONTO_SCORE
0,1,11:45.0,,D. DeRozan makes 2-pt jump shot from 11 ft,0,2
1,1,11:29.0,R. Hollis-Jefferson misses 2-pt jump shot from 16 ft,,0,2
2,1,11:27.0,,Defensive rebound by K. Lowry,0,2
3,1,11:19.0,,Turnover by S. Ibaka (bad pass),0,2
4,1,11:04.0,C. LeVert misses 2-pt jump shot from 18 ft,,0,2
5,1,11:01.0,,Defensive rebound by K. Lowry,0,2
6,1,10:58.0,,Turnover by K. Lowry (bad pass),0,2
7,1,10:49.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,0,2
8,1,10:47.0,,Defensive rebound by S. Ibaka,0,2
9,1,10:40.0,,D. DeRozan makes 2-pt jump shot from 14 ft,0,4
10,1,10:25.0,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,2,4
11,1,10:10.0,,J. Valančiūnas makes 2-pt jump shot from 20 ft (assist by S. Ibaka),2,6
12,1,9:54.0,T. Zeller misses 2-pt layup from 1 ft,,2,6
13,1,9:49.0,Offensive rebound by R. Hollis-Jefferson,,2,6
14,1,9:49.0,R. Hollis-Jefferson makes 2-pt layup at rim,,4,6
15,1,9:41.0,,J. Valančiūnas misses 2-pt layup from 1 ft,4,6
16,1,9:39.0,Defensive rebound by S. Dinwiddie,,4,6
17,1,9:37.0,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,6,6
18,1,9:21.0,,Personal foul by S. Dinwiddie (drawn by K. Lowry),6,6
19,1,9:12.0,,D. DeRozan makes 2-pt jump shot from 15 ft,6,8
20,1,8:58.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by C. LeVert),,8,8
21,1,8:42.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft,8,8
22,1,8:39.0,Defensive rebound by T. Zeller,,8,8
23,1,8:33.0,T. Zeller misses 2-pt jump shot from 2 ft (block by J. Valančiūnas),,8,8
24,1,8:31.0,,Defensive rebound by S. Ibaka,8,8
25,1,8:24.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by D. DeRozan),8,10
26,1,8:05.0,Turnover by C. LeVert (bad pass; steal by K. Lowry),,8,10
27,1,7:56.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by O. Anunoby),8,12
28,1,7:47.0,C. LeVert misses 3-pt jump shot from 25 ft,,8,12
29,1,7:45.0,,Defensive rebound by J. Valančiūnas,8,12
30,1,7:42.0,,K. Lowry makes 3-pt jump shot from 26 ft,8,15
31,1,7:40.0,Brooklyn full timeout,,8,15
32,1,7:28.0,J. Harris misses 3-pt jump shot from 26 ft,,8,15
33,1,7:26.0,,Defensive rebound by K. Lowry,8,15
34,1,7:20.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by K. Lowry),8,18
35,1,7:04.0,T. Zeller makes 2-pt jump shot from 8 ft (assist by S. Dinwiddie),,10,18
36,1,6:55.0,,Turnover by D. DeRozan (bad pass; steal by J. Harris),10,18
37,1,6:51.0,C. LeVert misses 2-pt layup from 4 ft (block by S. Ibaka),,10,18
38,1,6:51.0,Offensive rebound by Team,,10,18
39,1,6:51.0,I. Whitehead enters the game for C. LeVert,,10,18
40,1,6:37.0,Turnover by S. Dinwiddie (lost ball; steal by K. Lowry),,10,18
41,1,6:35.0,,Personal block foul by J. Harris (drawn by D. DeRozan),10,18
42,1,6:26.0,,O. Anunoby misses 3-pt jump shot from 25 ft,10,18
43,1,6:23.0,Defensive rebound by R. Hollis-Jefferson,,10,18
44,1,6:06.0,I. Whitehead makes 3-pt jump shot from 25 ft (assist by T. Zeller),,13,18
45,1,5:47.0,,S. Ibaka misses 3-pt jump shot from 26 ft,13,18
46,1,5:44.0,Defensive rebound by I. Whitehead,,13,18
47,1,5:41.0,Turnover by J. Harris (traveling),,13,18
48,1,5:33.0,,S. Ibaka makes 2-pt jump shot from 7 ft (assist by K. Lowry),13,20
49,1,5:17.0,Turnover by S. Dinwiddie (bad pass; steal by D. DeRozan),,13,20
50,1,5:13.0,,D. DeRozan makes 2-pt jump shot from 2 ft,13,22
51,1,4:57.0,Turnover by R. Hollis-Jefferson (out of bounds lost ball),,13,22
52,1,4:57.0,Q. Acy enters the game for R. Hollis-Jefferson,,13,22
53,1,4:57.0,J. Okafor enters the game for T. Zeller,,13,22
54,1,4:45.0,,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),13,24
55,1,4:36.0,I. Whitehead makes 2-pt layup at rim (assist by S. Dinwiddie),,15,24
56,1,4:31.0,,Personal block foul by I. Whitehead (drawn by K. Lowry),15,24
57,1,4:14.0,,D. DeRozan misses 2-pt jump shot from 23 ft,15,24
58,1,4:10.0,Defensive rebound by J. Harris,,15,24
59,1,3:51.0,J. Harris misses 3-pt jump shot from 27 ft,,15,24
60,1,3:48.0,,Defensive rebound by S. Ibaka,15,24
61,1,3:40.0,,Turnover by J. Valančiūnas (turnover),15,24
62,1,3:40.0,C. LeVert enters the game for S. Dinwiddie,,15,24
63,1,3:40.0,N. Stauskas enters the game for J. Harris,,15,24
64,1,3:15.0,Q. Acy misses 2-pt jump shot from 20 ft,,15,24
65,1,3:13.0,,Defensive rebound by J. Valančiūnas,15,24
66,1,3:08.0,,K. Lowry misses 2-pt jump shot from 20 ft,15,24
67,1,3:06.0,Defensive rebound by J. Okafor,,15,24
68,1,3:06.0,Turnover by J. Okafor (traveling),,15,24
69,1,3:06.0,,J. Poeltl enters the game for O. Anunoby,15,24
