,QUARTER,TIME_REMAINING,INDIANA_ACTION,HOUSTON_ACTION,INDIANA_SCORE,HOUSTON_SCORE
384,4,2:23.0,,J. Harden makes 3-pt jump shot from 25 ft,92,118
385,4,2:22.0,Indiana full timeout,,92,118
386,4,2:22.0,,B. Weber enters the game for E. Gordon,92,118
387,4,2:22.0,,B. Brown enters the game for J. Harden,92,118
388,4,2:22.0,,T. Black enters the game for C. Capela,92,118
389,4,2:22.0,D. Wilkins enters the game for V. Oladipo,,92,118
390,4,2:22.0,C. Joseph enters the game for M. Turner,,92,118
391,4,2:13.0,J. Young misses 2-pt jump shot from 16 ft,,92,118
392,4,2:09.0,,Defensive rebound by B. Weber,92,118
393,4,1:57.0,,R. Anderson misses 2-pt jump shot from 17 ft,92,118
394,4,1:55.0,Defensive rebound by L. Stephenson,,92,118
395,4,1:48.0,J. Young makes 2-pt layup from 2 ft,,94,118
396,4,1:48.0,Shooting foul by B. Weber (drawn by J. Young),,94,118
397,4,1:48.0,J. Young makes free throw 1 of 1,,95,118
398,4,1:36.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,95,118
399,4,1:34.0,Defensive rebound by T. Leaf,,95,118
400,4,1:26.0,Turnover by J. Young (turnover; steal by B. Weber),,95,118
401,4,1:20.0,,T. Black misses 3-pt jump shot from 25 ft,95,118
402,4,1:17.0,Defensive rebound by L. Stephenson,,95,118
403,4,1:07.0,J. Young makes 2-pt layup from 2 ft,,97,118
404,4,0:49.0,,L. Mbah a Moute misses 2-pt layup from 1 ft,97,118
405,4,0:47.0,Defensive rebound by L. Stephenson,,97,118
406,4,0:43.0,J. Young misses 3-pt jump shot from 25 ft,,97,118
407,4,0:41.0,,Defensive rebound by B. Weber,97,118
408,4,0:25.0,,B. Brown misses 3-pt jump shot from 26 ft,97,118
409,4,0:23.0,,Offensive rebound by Team,97,118
