,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA LAKERS_ACTION,SAN ANTONIO_SCORE,LA LAKERS_SCORE
26,1,8:13.0,,Defensive rebound by L. Ball,2,7
27,1,8:04.0,,B. Lopez misses 3-pt jump shot from 26 ft,2,7
28,1,8:00.0,Defensive rebound by P. Gasol,,2,7
29,1,7:51.0,B. Forbes makes 2-pt jump shot from 12 ft (assist by D. Murray),,4,7
30,1,7:36.0,,Turnover by J. Randle (bad pass; steal by B. Forbes),4,7
31,1,7:32.0,B. Forbes makes 2-pt layup at rim,,6,7
32,1,7:19.0,,B. Ingram misses 2-pt jump shot from 19 ft,6,7
33,1,7:18.0,Defensive rebound by P. Gasol,,6,7
34,1,7:05.0,K. Anderson misses 2-pt jump shot from 10 ft,,6,7
35,1,7:03.0,,Defensive rebound by J. Randle,6,7
36,1,6:51.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),6,10
37,1,6:26.0,D. Murray misses 2-pt layup from 2 ft,,6,10
38,1,6:24.0,,Defensive rebound by J. Randle,6,10
39,1,6:16.0,,B. Ingram misses 2-pt jump shot from 10 ft,6,10
40,1,6:13.0,Defensive rebound by P. Gasol,,6,10
41,1,6:04.0,P. Gasol misses 2-pt jump shot from 19 ft,,6,10
42,1,6:02.0,,Defensive rebound by B. Lopez,6,10
43,1,5:58.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,6,10
44,1,5:52.0,Defensive rebound by D. Murray,,6,10
45,1,5:44.0,K. Anderson makes 2-pt jump shot from 21 ft (assist by L. Aldridge),,8,10
46,1,5:43.0,,LA Lakers full timeout,8,10
47,1,5:43.0,,T. Ennis enters the game for B. Lopez,8,10
48,1,5:43.0,,K. Kuzma enters the game for L. Ball,8,10
49,1,5:43.0,P. Mills enters the game for D. Murray,,8,10
50,1,5:43.0,D. Bertāns enters the game for P. Gasol,,8,10
51,1,5:43.0,M. Ginóbili enters the game for K. Anderson,,8,10
52,1,5:26.0,,Turnover by K. Caldwell-Pope (out of bounds lost ball),8,10
53,1,5:12.0,L. Aldridge misses 2-pt hook shot from 7 ft,,8,10
54,1,5:07.0,,Defensive rebound by J. Randle,8,10
55,1,5:01.0,,B. Ingram makes 2-pt layup from 2 ft (assist by J. Randle),8,12
56,1,5:01.0,,Shooting foul by L. Aldridge (drawn by B. Ingram),8,12
57,1,5:01.0,,B. Ingram misses free throw 1 of 1,8,12
58,1,5:00.0,Defensive rebound by Team,,8,12
59,1,4:44.0,Shooting foul by J. Randle (drawn by L. Aldridge),,8,12
60,1,4:44.0,L. Aldridge makes free throw 1 of 2,,9,12
61,1,4:44.0,,L. Nance enters the game for J. Randle,9,12
62,1,4:44.0,L. Aldridge misses free throw 2 of 2,,9,12
63,1,4:41.0,,Defensive rebound by K. Kuzma,9,12
64,1,4:33.0,,K. Kuzma misses 3-pt jump shot from 26 ft,9,12
65,1,4:29.0,Defensive rebound by B. Forbes,,9,12
66,1,4:16.0,Turnover by L. Aldridge (bad pass; steal by B. Ingram),,9,12
67,1,4:11.0,,Offensive foul by L. Nance (drawn by M. Ginóbili),9,12
68,1,4:11.0,,Turnover by L. Nance (offensive foul),9,12
69,1,4:11.0,B. Paul enters the game for B. Forbes,,9,12
70,1,3:56.0,L. Aldridge makes 2-pt layup from 1 ft (assist by M. Ginóbili),,11,12
71,1,3:41.0,,L. Nance misses 2-pt jump shot from 19 ft,11,12
72,1,3:41.0,Defensive rebound by D. Bertāns,,11,12
73,1,3:32.0,L. Aldridge makes 2-pt layup from 1 ft (assist by M. Ginóbili),,13,12
74,1,3:20.0,,T. Ennis misses 3-pt jump shot from 25 ft,13,12
75,1,3:17.0,Defensive rebound by P. Mills,,13,12
76,1,3:01.0,Shooting foul by T. Ennis (drawn by L. Aldridge),,13,12
77,1,3:01.0,L. Aldridge makes free throw 1 of 2,,14,12
78,1,3:01.0,,J. Clarkson enters the game for K. Caldwell-Pope,14,12
79,1,3:01.0,L. Aldridge makes free throw 2 of 2,,15,12
80,1,2:45.0,P. Gasol enters the game for L. Aldridge,,15,12
81,1,2:40.0,,B. Ingram misses 3-pt jump shot from 25 ft,15,12
82,1,2:36.0,,Offensive rebound by L. Nance,15,12
83,1,2:21.0,,Personal foul by B. Paul (drawn by B. Ingram),15,12
84,1,2:13.0,,J. Clarkson misses 3-pt jump shot from 24 ft,15,12
85,1,2:09.0,,Offensive rebound by L. Nance,15,12
86,1,2:07.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by T. Ennis),15,15
87,1,1:54.0,Turnover by B. Paul (bad pass; steal by K. Kuzma),,15,15
88,1,1:51.0,,Shooting foul by D. Bertāns (drawn by K. Kuzma),15,15
89,1,1:51.0,,K. Kuzma makes free throw 1 of 2,15,16
90,1,1:51.0,,K. Kuzma makes free throw 2 of 2,15,17
91,1,1:40.0,P. Mills misses 3-pt jump shot from 25 ft,,15,17
92,1,1:38.0,,Defensive rebound by K. Kuzma,15,17
93,1,1:21.0,,J. Clarkson misses 2-pt layup from 2 ft,15,17
94,1,1:17.0,,Offensive rebound by L. Nance,15,17
95,1,1:17.0,,L. Nance makes 2-pt layup at rim,15,19
96,1,1:08.0,P. Mills misses 3-pt jump shot from 25 ft,,15,19
97,1,1:06.0,,Defensive rebound by B. Ingram,15,19
98,1,0:58.0,,B. Ingram misses 2-pt jump shot from 12 ft,15,19
99,1,0:55.0,Defensive rebound by P. Gasol,,15,19
100,1,0:43.0,B. Paul misses 3-pt jump shot from 22 ft,,15,19
101,1,0:40.0,,Defensive rebound by K. Kuzma,15,19
102,1,0:33.0,,B. Ingram misses 3-pt jump shot from 24 ft,15,19
103,1,0:27.0,,Offensive rebound by J. Clarkson,15,19
104,1,0:27.0,,J. Clarkson misses 2-pt layup at rim,15,19
105,1,0:26.0,Defensive rebound by B. Paul,,15,19
106,1,0:08.0,M. Ginóbili misses 2-pt jump shot from 22 ft,,15,19
107,1,0:05.0,,Defensive rebound by J. Clarkson,15,19
108,1,0:04.0,,Personal foul by P. Mills (drawn by J. Clarkson),15,19
109,1,0:04.0,,J. Clarkson misses free throw 1 of 2,15,19
110,1,0:04.0,,Offensive rebound by Team,15,19
111,1,0:04.0,,J. Hart enters the game for B. Ingram,15,19
112,1,0:04.0,,J. Clarkson makes free throw 2 of 2,15,20
113,1,0:00.0,B. Paul misses 2-pt layup from 1 ft,,15,20
114,1,0:00.0,Offensive rebound by Team,,15,20
115,2,11:46.0,D. Bertāns misses 3-pt jump shot from 22 ft,,15,20
116,2,11:42.0,,Defensive rebound by L. Nance,15,20
117,2,11:35.0,,K. Kuzma misses 3-pt jump shot from 24 ft,15,20
118,2,11:30.0,Defensive rebound by P. Mills,,15,20
119,2,11:26.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,15,20
120,2,11:20.0,Offensive rebound by P. Gasol,,15,20
121,2,11:20.0,P. Gasol misses 2-pt layup at rim,,15,20
122,2,11:19.0,Offensive rebound by P. Gasol,,15,20
123,2,11:19.0,P. Gasol misses 2-pt layup at rim,,15,20
124,2,11:18.0,,Defensive rebound by K. Kuzma,15,20
125,2,11:05.0,,K. Kuzma misses 3-pt jump shot from 25 ft,15,20
126,2,11:00.0,Defensive rebound by B. Paul,,15,20
127,2,10:54.0,Turnover by D. Bertāns (bad pass; steal by K. Kuzma),,15,20
128,2,10:52.0,,Personal foul by B. Paul (drawn by J. Clarkson),15,20
129,2,10:52.0,B. Forbes enters the game for B. Paul,,15,20
130,2,10:52.0,K. Anderson enters the game for M. Ginóbili,,15,20
131,2,10:40.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by K. Kuzma),15,23
132,2,10:16.0,Turnover by P. Mills (bad pass; steal by J. Clarkson),,15,23
133,2,10:12.0,,J. Clarkson makes 2-pt layup from 1 ft,15,25
134,2,10:02.0,Turnover by P. Mills (bad pass; steal by L. Ball),,15,25
135,2,9:57.0,,J. Clarkson makes 2-pt hook shot from 8 ft,15,27
136,2,9:57.0,San Antonio full timeout,,15,27
137,2,9:57.0,M. Ginóbili enters the game for P. Mills,,15,27
138,2,9:57.0,L. Aldridge enters the game for P. Gasol,,15,27
139,2,9:57.0,D. Murray enters the game for D. Bertāns,,15,27
140,2,9:44.0,Turnover by M. Ginóbili (bad pass),,15,27
141,2,9:36.0,,Personal foul by M. Ginóbili (drawn by L. Ball),15,27
142,2,9:24.0,,L. Nance makes 2-pt dunk from 1 ft (assist by L. Ball),15,29
143,2,9:09.0,D. Murray misses 2-pt jump shot from 5 ft,,15,29
144,2,9:06.0,,Defensive rebound by J. Hart,15,29
145,2,9:02.0,,K. Kuzma misses 2-pt layup from 2 ft,15,29
146,2,9:00.0,Defensive rebound by K. Anderson,,15,29
147,2,8:56.0,M. Ginóbili makes 2-pt layup from 1 ft,,17,29
148,2,8:56.0,Shooting foul by L. Nance (drawn by M. Ginóbili),,17,29
149,2,8:56.0,M. Ginóbili makes free throw 1 of 1,,18,29
150,2,8:44.0,,J. Clarkson misses 3-pt jump shot from 24 ft,18,29
151,2,8:41.0,,Offensive rebound by L. Nance,18,29
152,2,8:39.0,,K. Kuzma makes 3-pt jump shot from 24 ft (assist by L. Ball),18,32
153,2,8:19.0,L. Aldridge misses 2-pt jump shot from 12 ft,,18,32
154,2,8:16.0,,Defensive rebound by L. Ball,18,32
155,2,8:10.0,,Turnover by L. Ball (bad pass; steal by D. Murray),18,32
156,2,8:02.0,L. Aldridge misses 2-pt jump shot from 18 ft,,18,32
157,2,7:59.0,,Defensive rebound by L. Nance,18,32
158,2,7:54.0,,Turnover by J. Clarkson (bad pass; steal by B. Forbes),18,32
159,2,7:44.0,B. Forbes misses 3-pt jump shot from 28 ft,,18,32
160,2,7:44.0,,Defensive rebound by J. Clarkson,18,32
161,2,7:38.0,,L. Ball makes 2-pt dunk at rim (assist by J. Clarkson),18,34
162,2,7:38.0,San Antonio full timeout,,18,34
163,2,7:38.0,P. Gasol enters the game for M. Ginóbili,,18,34
164,2,7:31.0,Turnover by D. Murray (traveling),,18,34
165,2,7:16.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by K. Kuzma),18,37
166,2,6:55.0,D. Murray makes 2-pt jump shot from 11 ft (assist by P. Gasol),,20,37
167,2,6:30.0,,J. Hart misses 3-pt jump shot from 25 ft,20,37
168,2,6:27.0,Defensive rebound by K. Anderson,,20,37
169,2,6:16.0,Turnover by K. Anderson (bad pass),,20,37
170,2,6:07.0,,K. Kuzma misses 3-pt jump shot from 25 ft,20,37
171,2,6:04.0,Defensive rebound by D. Murray,,20,37
172,2,5:55.0,L. Aldridge makes 2-pt layup from 1 ft (assist by P. Gasol),,22,37
173,2,5:54.0,,LA Lakers full timeout,22,37
174,2,5:54.0,,K. Caldwell-Pope enters the game for K. Kuzma,22,37
175,2,5:54.0,,B. Lopez enters the game for J. Hart,22,37
176,2,5:54.0,,B. Ingram enters the game for J. Clarkson,22,37
177,2,5:54.0,,J. Randle enters the game for L. Nance,22,37
178,2,5:34.0,,L. Ball makes 3-pt jump shot from 24 ft (assist by B. Ingram),22,40
179,2,5:04.0,D. Murray makes 2-pt hook shot from 9 ft,,24,40
180,2,4:40.0,,B. Ingram misses 2-pt jump shot from 17 ft,24,40
181,2,4:40.0,Defensive rebound by D. Murray,,24,40
182,2,4:29.0,L. Aldridge makes 2-pt layup from 1 ft (assist by P. Gasol),,26,40
183,2,4:06.0,,Turnover by J. Randle (traveling),26,40
184,2,4:06.0,P. Mills enters the game for D. Murray,,26,40
185,2,3:58.0,B. Forbes makes 3-pt jump shot from 24 ft (assist by P. Mills),,29,40
186,2,3:39.0,,B. Lopez misses 2-pt hook shot from 7 ft,29,40
187,2,3:37.0,Defensive rebound by L. Aldridge,,29,40
188,2,3:27.0,P. Mills misses 3-pt jump shot from 24 ft,,29,40
189,2,3:23.0,,Defensive rebound by B. Ingram,29,40
190,2,3:17.0,,Offensive foul by B. Lopez (drawn by P. Mills),29,40
191,2,3:17.0,,Turnover by B. Lopez (offensive foul),29,40
192,2,3:17.0,M. Ginóbili enters the game for K. Anderson,,29,40
193,2,3:01.0,L. Aldridge misses 2-pt layup from 3 ft (block by B. Lopez),,29,40
194,2,3:01.0,Offensive rebound by L. Aldridge,,29,40
195,2,3:01.0,Shooting foul by B. Lopez (drawn by L. Aldridge),,29,40
196,2,3:01.0,L. Aldridge makes free throw 1 of 2,,30,40
197,2,3:01.0,,LA Lakers full timeout,30,40
198,2,3:01.0,L. Aldridge makes free throw 2 of 2,,31,40
199,2,2:50.0,,Shooting foul by P. Gasol (drawn by B. Ingram),31,40
200,2,2:50.0,,B. Ingram makes free throw 1 of 2,31,41
201,2,2:50.0,,B. Ingram makes free throw 2 of 2,31,42
202,2,2:36.0,P. Gasol makes 2-pt layup from 1 ft (assist by M. Ginóbili),,33,42
203,2,2:12.0,,B. Ingram misses 3-pt jump shot from 26 ft,33,42
204,2,2:11.0,,Offensive rebound by L. Ball,33,42
205,2,2:11.0,,Turnover by Team (shot clock),33,42
206,2,2:01.0,P. Gasol makes 3-pt jump shot from 23 ft (assist by P. Mills),,36,42
207,2,1:47.0,,B. Ingram makes 3-pt jump shot from 23 ft (assist by L. Ball),36,45
208,2,1:30.0,Shooting foul by J. Randle (drawn by L. Aldridge),,36,45
209,2,1:30.0,L. Aldridge makes free throw 1 of 2,,37,45
210,2,1:30.0,,L. Nance enters the game for J. Randle,37,45
211,2,1:30.0,L. Aldridge makes free throw 2 of 2,,38,45
212,2,1:16.0,,B. Ingram makes 2-pt jump shot from 15 ft,38,47
213,2,0:49.0,Turnover by P. Gasol (bad pass; steal by L. Ball),,38,47
214,2,0:46.0,,Personal foul by P. Mills (drawn by L. Nance),38,47
215,2,0:38.0,,Offensive foul by B. Lopez (drawn by B. Forbes),38,47
216,2,0:38.0,,Turnover by B. Lopez (offensive foul),38,47
217,2,0:30.0,P. Gasol misses 3-pt jump shot from 23 ft,,38,47
218,2,0:27.0,,Defensive rebound by L. Nance,38,47
219,2,0:06.0,,B. Ingram makes 2-pt jump shot from 10 ft,38,49
220,2,0:00.0,B. Forbes misses 3-pt jump shot from 24 ft,,38,49
221,2,0:00.0,Offensive rebound by Team,,38,49
222,3,11:41.0,D. Murray makes 2-pt jump shot from 5 ft (assist by P. Gasol),,40,49
223,3,11:22.0,,Shooting foul by B. Forbes (drawn by B. Lopez),40,49
224,3,11:22.0,,B. Lopez misses free throw 1 of 2,40,49
225,3,11:22.0,,Offensive rebound by Team,40,49
226,3,11:22.0,,B. Lopez makes free throw 2 of 2,40,50
227,3,11:08.0,P. Gasol misses 2-pt layup from 3 ft (block by B. Lopez),,40,50
228,3,11:05.0,Offensive rebound by D. Murray,,40,50
229,3,11:04.0,D. Murray misses 2-pt jump shot from 2 ft,,40,50
230,3,11:04.0,,Defensive rebound by J. Randle,40,50
231,3,10:57.0,,Turnover by L. Ball (bad pass; steal by K. Anderson),40,50
232,3,10:47.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. Murray),,43,50
233,3,10:30.0,,J. Randle misses 2-pt layup from 3 ft (block by D. Murray),43,50
234,3,10:28.0,,Offensive rebound by J. Randle,43,50
235,3,10:27.0,,J. Randle misses 2-pt layup from 1 ft,43,50
236,3,10:27.0,Defensive rebound by P. Gasol,,43,50
237,3,10:16.0,P. Gasol misses 2-pt layup from 1 ft,,43,50
238,3,10:16.0,,Defensive rebound by L. Ball,43,50
239,3,10:09.0,,Turnover by L. Ball (bad pass; steal by D. Murray),43,50
240,3,10:04.0,D. Murray makes 2-pt layup from 1 ft,,45,50
241,3,9:39.0,,L. Ball misses 3-pt jump shot from 25 ft,45,50
242,3,9:36.0,Defensive rebound by K. Anderson,,45,50
243,3,9:33.0,D. Murray makes 2-pt layup from 1 ft (assist by K. Anderson),,47,50
244,3,9:33.0,,LA Lakers full timeout,47,50
245,3,9:20.0,,K. Caldwell-Pope misses 2-pt jump shot from 21 ft,47,50
246,3,9:17.0,Defensive rebound by P. Gasol,,47,50
247,3,8:58.0,L. Aldridge misses 2-pt jump shot from 15 ft,,47,50
248,3,8:55.0,,Defensive rebound by K. Caldwell-Pope,47,50
249,3,8:42.0,,B. Lopez misses 3-pt jump shot from 27 ft,47,50
250,3,8:39.0,Defensive rebound by K. Anderson,,47,50
251,3,8:29.0,D. Murray misses 2-pt layup from 2 ft,,47,50
252,3,8:29.0,,Defensive rebound by Team,47,50
253,3,8:20.0,,L. Ball misses 2-pt layup from 2 ft (block by P. Gasol),47,50
254,3,8:17.0,,Offensive rebound by L. Ball,47,50
255,3,8:09.0,,B. Ingram makes 2-pt jump shot from 2 ft,47,52
256,3,7:42.0,K. Anderson misses 2-pt layup from 3 ft (block by B. Lopez),,47,52
257,3,7:40.0,,Defensive rebound by J. Randle,47,52
258,3,7:39.0,,J. Randle misses 2-pt dunk from 5 ft (block by P. Gasol),47,52
259,3,7:38.0,,Offensive rebound by L. Ball,47,52
260,3,7:35.0,,Turnover by L. Ball (bad pass),47,52
261,3,7:16.0,L. Aldridge makes 3-pt jump shot from 24 ft (assist by D. Murray),,50,52
262,3,6:56.0,,B. Ingram misses 2-pt jump shot from 15 ft,50,52
263,3,6:54.0,Defensive rebound by P. Gasol,,50,52
264,3,6:42.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by P. Gasol),,53,52
265,3,6:19.0,,J. Randle misses 2-pt layup from 2 ft,53,52
266,3,6:16.0,Defensive rebound by P. Gasol,,53,52
267,3,6:06.0,Personal foul by B. Lopez (drawn by L. Aldridge),,53,52
268,3,6:06.0,,L. Nance enters the game for B. Lopez,53,52
269,3,6:06.0,,K. Kuzma enters the game for J. Randle,53,52
270,3,5:54.0,L. Aldridge misses 2-pt jump shot from 14 ft,,53,52
271,3,5:50.0,,Defensive rebound by K. Caldwell-Pope,53,52
272,3,5:40.0,,Turnover by B. Ingram (bad pass),53,52
273,3,5:25.0,B. Forbes misses 2-pt jump shot from 12 ft,,53,52
274,3,5:21.0,,Defensive rebound by L. Ball,53,52
275,3,5:07.0,,K. Kuzma misses 3-pt jump shot from 23 ft,53,52
276,3,5:04.0,,Offensive rebound by L. Nance,53,52
277,3,5:02.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. Nance),53,55
278,3,5:02.0,San Antonio full timeout,,53,55
279,3,5:02.0,M. Ginóbili enters the game for K. Anderson,,53,55
280,3,5:02.0,D. Bertāns enters the game for D. Murray,,53,55
281,3,5:02.0,P. Mills enters the game for P. Gasol,,53,55
282,3,4:50.0,Turnover by M. Ginóbili (bad pass; steal by K. Caldwell-Pope),,53,55
283,3,4:46.0,,K. Caldwell-Pope makes 2-pt dunk at rim,53,57
284,3,4:30.0,Turnover by D. Bertāns (lost ball; steal by L. Ball),,53,57
285,3,4:28.0,,Turnover by L. Ball (bad pass),53,57
286,3,4:12.0,L. Aldridge makes 2-pt jump shot from 15 ft,,55,57
287,3,3:48.0,,L. Nance makes 2-pt jump shot from 20 ft,55,59
288,3,3:29.0,Turnover by L. Aldridge (lost ball; steal by K. Caldwell-Pope),,55,59
289,3,3:18.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,55,59
290,3,3:15.0,,Offensive rebound by L. Ball,55,59
291,3,3:13.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,55,59
292,3,3:13.0,,Offensive rebound by Team,55,59
293,3,3:11.0,P. Gasol enters the game for L. Aldridge,,55,59
294,3,3:04.0,,L. Ball makes 2-pt dunk from 1 ft (assist by K. Kuzma),55,61
295,3,2:54.0,Personal foul by L. Ball (drawn by D. Bertāns),,55,61
296,3,2:54.0,D. White enters the game for B. Forbes,,55,61
297,3,2:39.0,P. Mills misses 3-pt jump shot from 25 ft,,55,61
298,3,2:34.0,,Defensive rebound by K. Caldwell-Pope,55,61
299,3,2:26.0,,B. Ingram makes 2-pt layup from 2 ft (assist by L. Ball),55,63
300,3,2:26.0,San Antonio full timeout,,55,63
301,3,2:11.0,P. Gasol makes 2-pt layup from 1 ft,,57,63
302,3,1:52.0,,L. Nance makes 2-pt dunk from 1 ft (assist by L. Ball),57,65
303,3,1:34.0,P. Mills misses 2-pt jump shot from 17 ft,,57,65
304,3,1:34.0,,Defensive rebound by L. Nance,57,65
305,3,1:24.0,,Personal foul by D. Bertāns (drawn by K. Kuzma),57,65
306,3,1:13.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. Ball),57,68
307,3,1:13.0,,Shooting foul by P. Gasol (drawn by K. Caldwell-Pope),57,68
308,3,1:13.0,,T. Ennis enters the game for L. Ball,57,68
309,3,1:13.0,,J. Clarkson enters the game for B. Ingram,57,68
310,3,1:13.0,,K. Caldwell-Pope misses free throw 1 of 1,57,68
311,3,1:09.0,Defensive rebound by P. Gasol,,57,68
312,3,0:59.0,M. Ginóbili makes 2-pt layup from 1 ft,,59,68
313,3,0:46.0,,Offensive foul by L. Nance (drawn by M. Ginóbili),59,68
314,3,0:46.0,,Turnover by L. Nance (offensive foul),59,68
315,3,0:34.0,Personal foul by K. Caldwell-Pope (drawn by M. Ginóbili),,59,68
316,3,0:28.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Mills),,62,68
317,3,0:04.0,,J. Clarkson misses 3-pt jump shot from 25 ft,62,68
318,3,0:04.0,Defensive rebound by Team,,62,68
319,4,11:49.0,,J. Clarkson misses 2-pt jump shot from 19 ft,62,68
320,4,11:46.0,Defensive rebound by M. Ginóbili,,62,68
321,4,11:33.0,Turnover by K. Anderson (bad pass),,62,68
322,4,11:13.0,,T. Ennis misses 2-pt layup from 2 ft (block by P. Gasol),62,68
323,4,11:09.0,,Offensive rebound by T. Ennis,62,68
324,4,11:07.0,,K. Kuzma makes 2-pt jump shot from 17 ft (assist by T. Ennis),62,70
325,4,10:50.0,B. Forbes misses 3-pt jump shot from 25 ft,,62,70
326,4,10:46.0,,Defensive rebound by K. Kuzma,62,70
327,4,10:36.0,,L. Nance makes 2-pt dunk at rim (assist by K. Kuzma),62,72
328,4,10:14.0,K. Anderson makes 2-pt layup from 1 ft (assist by M. Ginóbili),,64,72
329,4,9:48.0,,Personal block foul by M. Ginóbili (drawn by J. Hart),64,72
330,4,9:48.0,L. Aldridge enters the game for P. Gasol,,64,72
331,4,9:48.0,D. White enters the game for M. Ginóbili,,64,72
332,4,9:41.0,,L. Nance misses 2-pt jump shot from 18 ft,64,72
333,4,9:38.0,Defensive rebound by D. Murray,,64,72
334,4,9:20.0,D. White makes 3-pt jump shot from 25 ft (assist by D. Murray),,67,72
335,4,9:06.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by J. Clarkson),67,75
336,4,8:42.0,Shooting foul by J. Hart (drawn by D. White),,67,75
337,4,8:42.0,D. White misses free throw 1 of 2,,67,75
338,4,8:42.0,Offensive rebound by Team,,67,75
339,4,8:42.0,D. White makes free throw 2 of 2,,68,75
340,4,8:32.0,,K. Kuzma misses 2-pt layup from 3 ft (block by L. Aldridge),68,75
341,4,8:32.0,,Offensive rebound by Team,68,75
342,4,8:30.0,,K. Kuzma misses 3-pt jump shot from 22 ft,68,75
343,4,8:27.0,Defensive rebound by D. Murray,,68,75
344,4,8:15.0,B. Forbes makes 3-pt jump shot from 26 ft,,71,75
345,4,8:14.0,,LA Lakers full timeout,71,75
346,4,8:14.0,,L. Ball enters the game for J. Clarkson,71,75
347,4,8:14.0,,B. Ingram enters the game for T. Ennis,71,75
348,4,8:14.0,P. Gasol enters the game for K. Anderson,,71,75
349,4,8:14.0,P. Mills enters the game for D. Murray,,71,75
350,4,8:14.0,K. Anderson enters the game for D. White,,71,75
351,4,7:59.0,,B. Ingram misses 2-pt jump shot from 12 ft,71,75
352,4,7:55.0,Defensive rebound by P. Mills,,71,75
353,4,7:48.0,K. Anderson makes 2-pt jump shot from 9 ft (assist by P. Mills),,73,75
354,4,7:33.0,,L. Ball misses 3-pt jump shot from 26 ft,73,75
355,4,7:30.0,Defensive rebound by K. Anderson,,73,75
356,4,7:24.0,Turnover by P. Gasol (bad pass; steal by L. Nance),,73,75
357,4,7:13.0,,L. Ball makes 2-pt layup from 2 ft,73,77
358,4,6:49.0,Shooting foul by L. Nance (drawn by B. Forbes),,73,77
359,4,6:49.0,B. Forbes misses free throw 1 of 2,,73,77
360,4,6:49.0,Offensive rebound by Team,,73,77
361,4,6:49.0,,K. Caldwell-Pope enters the game for J. Hart,73,77
362,4,6:49.0,B. Forbes misses free throw 2 of 2,,73,77
363,4,6:46.0,,Defensive rebound by K. Kuzma,73,77
364,4,6:42.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,73,77
365,4,6:38.0,Defensive rebound by K. Anderson,,73,77
366,4,6:23.0,B. Forbes makes 2-pt jump shot from 20 ft (assist by P. Mills),,75,77
367,4,6:05.0,,L. Ball misses 3-pt jump shot from 26 ft,75,77
368,4,6:02.0,Defensive rebound by K. Anderson,,75,77
369,4,5:50.0,Turnover by P. Mills (bad pass; steal by K. Caldwell-Pope),,75,77
370,4,5:48.0,,K. Caldwell-Pope makes 2-pt dunk from 1 ft,75,79
371,4,5:27.0,Turnover by B. Forbes (bad pass; steal by L. Nance),,75,79
372,4,5:23.0,,L. Nance makes 2-pt dunk at rim (assist by K. Caldwell-Pope),75,81
373,4,5:23.0,San Antonio full timeout,,75,81
374,4,5:23.0,D. Murray enters the game for P. Mills,,75,81
375,4,5:11.0,L. Aldridge misses 2-pt hook shot from 3 ft,,75,81
376,4,5:11.0,,Defensive rebound by Team,75,81
377,4,4:52.0,,B. Ingram makes 2-pt layup from 3 ft,75,83
378,4,4:25.0,P. Gasol misses 2-pt layup from 2 ft (block by L. Nance),,75,83
379,4,4:25.0,Offensive rebound by Team,,75,83
380,4,4:25.0,M. Ginóbili enters the game for D. Murray,,75,83
