,QUARTER,TIME_REMAINING,UTAH_ACTION,CLEVELAND_ACTION,UTAH_SCORE,CLEVELAND_SCORE
0,1,11:44.0,D. Mitchell makes 3-pt jump shot from 23 ft (assist by J. Johnson),,3,0
1,1,11:30.0,,Turnover by L. James (bad pass; steal by D. Mitchell),3,0
2,1,11:26.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Rubio),,6,0
3,1,11:02.0,,K. Love misses 2-pt layup from 2 ft (block by E. Udoh),6,0
4,1,10:59.0,Defensive rebound by J. Ingles,,6,0
5,1,10:48.0,D. Mitchell makes 2-pt jump shot from 8 ft (assist by J. Ingles),,8,0
6,1,10:29.0,,L. James makes 2-pt jump shot from 18 ft,8,2
7,1,10:13.0,E. Udoh makes 2-pt jump shot from 10 ft (assist by J. Ingles),,10,2
8,1,10:03.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),10,4
9,1,9:35.0,D. Mitchell misses 3-pt jump shot from 27 ft,,10,4
10,1,9:33.0,,Defensive rebound by J. Calderón,10,4
11,1,9:29.0,,L. James makes 3-pt jump shot from 25 ft (assist by J. Calderón),10,7
12,1,9:00.0,R. Rubio misses 3-pt jump shot from 40 ft,,10,7
13,1,8:57.0,,Defensive rebound by L. James,10,7
14,1,8:53.0,,L. James misses 3-pt jump shot from 26 ft,10,7
15,1,8:51.0,,Offensive rebound by J. Crowder,10,7
16,1,8:49.0,,J. Crowder misses 2-pt layup at rim,10,7
17,1,8:49.0,Defensive rebound by E. Udoh,,10,7
18,1,8:31.0,E. Udoh misses 2-pt jump shot from 10 ft,,10,7
19,1,8:28.0,,Defensive rebound by L. James,10,7
20,1,8:24.0,,J. Smith misses 3-pt jump shot from 24 ft,10,7
21,1,8:24.0,Defensive rebound by R. Rubio,,10,7
22,1,8:12.0,J. Johnson misses 2-pt jump shot from 9 ft,,10,7
23,1,8:12.0,,Defensive rebound by K. Love,10,7
24,1,8:07.0,,J. Crowder makes 2-pt layup from 2 ft (assist by L. James),10,9
25,1,8:07.0,Utah full timeout,,10,9
26,1,8:07.0,R. O'Neale enters the game for J. Ingles,,10,9
27,1,7:46.0,J. Johnson misses 2-pt jump shot from 22 ft,,10,9
28,1,7:44.0,,Defensive rebound by L. James,10,9
29,1,7:37.0,,K. Love misses 2-pt layup from 1 ft,10,9
30,1,7:35.0,Defensive rebound by R. O'Neale,,10,9
31,1,7:29.0,R. Rubio misses 2-pt layup from 1 ft,,10,9
32,1,7:27.0,,Defensive rebound by J. Crowder,10,9
33,1,7:23.0,,J. Smith misses 2-pt layup from 2 ft,10,9
34,1,7:20.0,Defensive rebound by R. O'Neale,,10,9
35,1,7:08.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by R. O'Neale),,13,9
36,1,6:50.0,,K. Love makes 2-pt jump shot from 14 ft (assist by L. James),13,11
37,1,6:32.0,Turnover by R. Rubio (bad pass; steal by J. Crowder),,13,11
38,1,6:12.0,,L. James misses 2-pt jump shot from 16 ft,13,11
39,1,6:10.0,Defensive rebound by R. Rubio,,13,11
40,1,6:02.0,J. Johnson misses 2-pt jump shot from 9 ft,,13,11
41,1,6:00.0,Offensive rebound by J. Johnson,,13,11
42,1,5:59.0,J. Johnson makes 2-pt jump shot from 6 ft,,15,11
43,1,5:51.0,,Personal foul by D. Mitchell (drawn by J. Smith),15,11
44,1,5:51.0,R. Hood enters the game for R. Rubio,,15,11
45,1,5:44.0,,K. Love makes 2-pt layup from 1 ft (assist by L. James),15,13
46,1,5:31.0,,T. Thompson enters the game for J. Crowder,15,13
47,1,5:31.0,J. Jerebko enters the game for E. Udoh,,15,13
48,1,5:17.0,D. Mitchell misses 2-pt jump shot from 9 ft,,15,13
49,1,5:15.0,,Defensive rebound by T. Thompson,15,13
50,1,5:09.0,,K. Love misses 3-pt jump shot from 25 ft,15,13
51,1,5:08.0,Defensive rebound by Team,,15,13
52,1,4:55.0,Turnover by D. Mitchell (lost ball; steal by J. Smith),,15,13
53,1,4:50.0,,Turnover by L. James (bad pass; steal by R. Hood),15,13
54,1,4:48.0,Shooting foul by J. Smith (drawn by R. Hood),,15,13
55,1,4:48.0,R. Hood makes free throw 1 of 2,,16,13
56,1,4:48.0,J. Ingles enters the game for R. O'Neale,,16,13
57,1,4:48.0,R. Hood makes free throw 2 of 2,,17,13
58,1,4:37.0,,T. Thompson makes 2-pt dunk at rim (assist by J. Calderón),17,15
59,1,4:27.0,R. Hood makes 3-pt jump shot from 28 ft (assist by J. Ingles),,20,15
60,1,4:12.0,,J. Calderón makes 2-pt jump shot from 12 ft,20,17
61,1,3:52.0,Turnover by R. Hood (bad pass; steal by L. James),,20,17
62,1,3:44.0,,K. Love misses 3-pt jump shot from 23 ft,20,17
63,1,3:41.0,Defensive rebound by J. Ingles,,20,17
64,1,3:31.0,R. Hood misses 3-pt jump shot from 26 ft,,20,17
65,1,3:29.0,,Defensive rebound by L. James,20,17
66,1,3:11.0,,Turnover by L. James (bad pass),20,17
67,1,3:11.0,,D. Wade enters the game for J. Smith,20,17
68,1,3:11.0,,K. Korver enters the game for J. Calderón,20,17
69,1,3:11.0,R. Rubio enters the game for J. Johnson,,20,17
70,1,3:11.0,T. Sefolosha enters the game for D. Mitchell,,20,17
71,1,2:56.0,T. Sefolosha makes 2-pt jump shot from 11 ft (assist by R. Rubio),,22,17
72,1,2:48.0,,Personal foul by T. Sefolosha (drawn by K. Love),22,17
73,1,2:48.0,,Cleveland full timeout,22,17
74,1,2:48.0,,J. Green enters the game for K. Love,22,17
75,1,2:31.0,,D. Wade misses 2-pt layup from 2 ft,22,17
