,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SAN ANTONIO_ACTION,MINNESOTA_SCORE,SAN ANTONIO_SCORE
28,1,8:07.0,,L. Aldridge misses free throw 2 of 2,9,10
29,1,8:04.0,Defensive rebound by K. Towns,,9,10
30,1,7:57.0,A. Wiggins makes 3-pt jump shot from 28 ft (assist by K. Towns),,12,10
31,1,7:41.0,,K. Anderson misses 2-pt jump shot from 9 ft,12,10
32,1,7:39.0,Defensive rebound by K. Towns,,12,10
33,1,7:33.0,J. Teague misses 3-pt jump shot from 25 ft (block by D. Murray),,12,10
34,1,7:33.0,,Defensive rebound by P. Gasol,12,10
35,1,7:16.0,,K. Anderson makes 3-pt jump shot from 22 ft (assist by L. Aldridge),12,13
36,1,7:05.0,A. Wiggins misses 2-pt jump shot from 17 ft,,12,13
37,1,7:02.0,,Defensive rebound by D. Murray,12,13
38,1,6:52.0,,Shooting foul by K. Towns (drawn by L. Aldridge),12,13
39,1,6:52.0,,San Antonio full timeout,12,13
40,1,6:52.0,,L. Aldridge makes free throw 1 of 2,12,14
41,1,6:52.0,,L. Aldridge makes free throw 2 of 2,12,15
42,1,6:35.0,K. Towns makes 2-pt jump shot from 2 ft (assist by A. Wiggins),,14,15
43,1,6:19.0,,D. Green makes 2-pt layup from 2 ft (assist by P. Gasol),14,17
44,1,6:00.0,J. Butler makes 2-pt layup from 1 ft,,16,17
45,1,5:36.0,,L. Aldridge makes 2-pt jump shot from 16 ft,16,19
46,1,5:21.0,Shooting foul by K. Anderson (drawn by A. Wiggins),,16,19
47,1,5:21.0,A. Wiggins makes free throw 1 of 3,,17,19
48,1,5:21.0,A. Wiggins misses free throw 2 of 3,,17,19
49,1,5:21.0,Offensive rebound by Team,,17,19
50,1,5:21.0,,P. Mills enters the game for K. Anderson,17,19
51,1,5:21.0,,M. Ginóbili enters the game for D. Murray,17,19
52,1,5:21.0,,R. Gay enters the game for D. Green,17,19
53,1,5:21.0,G. Dieng enters the game for K. Towns,,17,19
54,1,5:21.0,A. Wiggins misses free throw 3 of 3,,17,19
55,1,5:17.0,,Defensive rebound by M. Ginóbili,17,19
56,1,5:05.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),17,22
57,1,4:52.0,J. Butler misses 2-pt jump shot from 17 ft,,17,22
58,1,4:50.0,,Defensive rebound by P. Gasol,17,22
59,1,4:41.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Mills),17,25
60,1,4:26.0,,J. Lauvergne enters the game for P. Gasol,17,25
61,1,4:19.0,J. Teague misses 2-pt jump shot from 21 ft,,17,25
62,1,4:17.0,,Defensive rebound by M. Ginóbili,17,25
63,1,4:05.0,Violation by G. Dieng (kicked ball),,17,25
64,1,3:54.0,,J. Lauvergne misses 2-pt hook shot from 7 ft,17,25
65,1,3:51.0,Defensive rebound by T. Gibson,,17,25
66,1,3:40.0,T. Gibson misses 2-pt layup from 1 ft,,17,25
67,1,3:39.0,,Defensive rebound by J. Lauvergne,17,25
68,1,3:22.0,,L. Aldridge makes 3-pt jump shot from 25 ft,17,28
69,1,3:00.0,A. Wiggins makes 2-pt dunk at rim (assist by J. Butler),,19,28
70,1,2:37.0,,L. Aldridge misses 2-pt jump shot from 16 ft,19,28
71,1,2:35.0,,Offensive rebound by J. Lauvergne,19,28
72,1,2:29.0,,J. Lauvergne misses 2-pt hook shot from 8 ft,19,28
73,1,2:23.0,,Offensive rebound by L. Aldridge,19,28
74,1,2:23.0,,L. Aldridge misses 2-pt layup at rim,19,28
75,1,2:22.0,Defensive rebound by A. Wiggins,,19,28
76,1,2:20.0,Turnover by A. Wiggins (bad pass),,19,28
77,1,2:20.0,Minnesota full timeout,,19,28
78,1,2:20.0,,P. Gasol enters the game for L. Aldridge,19,28
79,1,2:20.0,S. Muhammad enters the game for J. Teague,,19,28
80,1,2:20.0,J. Crawford enters the game for A. Wiggins,,19,28
81,1,2:20.0,T. Jones enters the game for J. Butler,,19,28
82,1,2:05.0,,M. Ginóbili makes 2-pt layup from 1 ft,19,30
83,1,1:50.0,J. Crawford makes 2-pt jump shot from 14 ft (assist by G. Dieng),,21,30
84,1,1:37.0,,R. Gay misses 2-pt jump shot from 13 ft,21,30
85,1,1:36.0,,Offensive rebound by Team,21,30
86,1,1:25.0,,J. Lauvergne misses 2-pt layup from 1 ft,21,30
87,1,1:23.0,Defensive rebound by T. Gibson,,21,30
88,1,1:11.0,G. Dieng misses 2-pt layup from 3 ft (block by P. Mills),,21,30
89,1,1:11.0,Offensive rebound by G. Dieng,,21,30
90,1,1:11.0,G. Dieng misses 2-pt layup from 3 ft (block by P. Gasol),,21,30
91,1,1:07.0,Offensive rebound by G. Dieng,,21,30
92,1,1:06.0,Turnover by G. Dieng (lost ball; steal by P. Mills),,21,30
93,1,1:02.0,,R. Gay makes 2-pt dunk at rim (assist by M. Ginóbili),21,32
94,1,0:45.0,T. Gibson makes 2-pt layup at rim (assist by J. Crawford),,23,32
95,1,0:27.0,,P. Gasol misses 3-pt jump shot from 22 ft,23,32
96,1,0:27.0,Defensive rebound by S. Muhammad,,23,32
97,1,0:05.0,Personal block foul by M. Ginóbili (drawn by J. Crawford),,23,32
98,1,0:05.0,,K. Anderson enters the game for P. Gasol,23,32
99,1,0:05.0,N. Bjelica enters the game for T. Gibson,,23,32
100,1,0:00.0,J. Crawford misses 2-pt jump shot from 15 ft (block by M. Ginóbili),,23,32
101,1,0:00.0,Offensive rebound by G. Dieng,,23,32
102,1,0:00.0,G. Dieng makes 2-pt layup at rim,,25,32
103,2,11:51.0,,Personal foul by S. Muhammad (drawn by R. Gay),25,32
104,2,11:42.0,,P. Gasol misses 2-pt jump shot from 11 ft,25,32
105,2,11:40.0,Defensive rebound by K. Towns,,25,32
106,2,11:31.0,,Loose ball foul by M. Ginóbili (drawn by S. Muhammad),25,32
107,2,11:31.0,,D. Green enters the game for M. Ginóbili,25,32
108,2,11:18.0,S. Muhammad misses 2-pt jump shot from 5 ft,,25,32
109,2,11:16.0,Offensive rebound by K. Towns,,25,32
110,2,11:12.0,S. Muhammad misses 2-pt layup from 1 ft (block by P. Gasol),,25,32
111,2,11:12.0,,Defensive rebound by D. Bertāns,25,32
112,2,10:59.0,,P. Mills misses 2-pt layup from 2 ft,25,32
113,2,10:59.0,Defensive rebound by K. Towns,,25,32
114,2,10:58.0,Personal foul by D. Green (drawn by T. Jones),,25,32
115,2,10:58.0,,D. Murray enters the game for P. Mills,25,32
116,2,10:41.0,N. Bjelica misses 2-pt jump shot from 4 ft (block by D. Green),,25,32
117,2,10:41.0,,Defensive rebound by R. Gay,25,32
118,2,10:23.0,,D. Green misses 2-pt layup from 3 ft,25,32
119,2,10:23.0,,Offensive rebound by P. Gasol,25,32
120,2,10:17.0,,D. Bertāns misses 3-pt jump shot from 31 ft,25,32
121,2,10:17.0,Defensive rebound by J. Crawford,,25,32
122,2,10:08.0,N. Bjelica misses 2-pt layup from 2 ft,,25,32
123,2,10:08.0,Offensive rebound by K. Towns,,25,32
124,2,10:05.0,K. Towns misses 2-pt layup from 1 ft,,25,32
125,2,10:05.0,,Defensive rebound by D. Bertāns,25,32
126,2,9:59.0,,Turnover by D. Murray (lost ball; steal by T. Jones),25,32
127,2,9:56.0,T. Jones makes 2-pt layup from 1 ft,,27,32
128,2,9:56.0,Shooting foul by P. Gasol (drawn by T. Jones),,27,32
129,2,9:56.0,,K. Anderson enters the game for P. Gasol,27,32
130,2,9:56.0,,L. Aldridge enters the game for R. Gay,27,32
131,2,9:56.0,J. Butler enters the game for N. Bjelica,,27,32
132,2,9:56.0,T. Jones makes free throw 1 of 1,,28,32
133,2,9:40.0,,D. Green misses 2-pt jump shot from 13 ft,28,32
134,2,9:40.0,Defensive rebound by J. Butler,,28,32
135,2,9:24.0,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones),,30,32
136,2,9:06.0,,L. Aldridge misses 2-pt jump shot from 11 ft,30,32
137,2,9:06.0,Defensive rebound by J. Crawford,,30,32
138,2,9:01.0,Shooting foul by D. Murray (drawn by J. Crawford),,30,32
139,2,9:01.0,J. Crawford makes free throw 1 of 3,,31,32
140,2,9:01.0,J. Crawford makes free throw 2 of 3,,32,32
141,2,9:01.0,J. Crawford makes free throw 3 of 3,,33,32
142,2,8:39.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. Green),33,34
143,2,8:18.0,Turnover by K. Towns (bad pass; steal by D. Murray),,33,34
144,2,8:14.0,,D. Murray makes 2-pt dunk at rim,33,36
145,2,7:56.0,S. Muhammad misses 2-pt jump shot from 5 ft,,33,36
146,2,7:56.0,,Defensive rebound by L. Aldridge,33,36
147,2,7:54.0,,J. Lauvergne enters the game for D. Bertāns,33,36
148,2,7:48.0,,Turnover by L. Aldridge (turnover; steal by K. Towns),33,36
149,2,7:48.0,Personal foul by D. Green (drawn by K. Towns),,33,36
150,2,7:48.0,K. Towns makes free throw 1 of 2,,34,36
151,2,7:48.0,K. Towns makes free throw 2 of 2,,35,36
152,2,7:32.0,,L. Aldridge makes 2-pt layup from 3 ft,35,38
153,2,7:16.0,K. Towns makes 2-pt dunk at rim (assist by J. Butler),,37,38
154,2,6:53.0,,D. Murray makes 2-pt jump shot from 10 ft (assist by L. Aldridge),37,40
155,2,6:33.0,K. Towns misses 2-pt hook shot from 4 ft,,37,40
156,2,6:33.0,,Defensive rebound by K. Anderson,37,40
157,2,6:26.0,,Personal foul by T. Jones (drawn by J. Lauvergne),37,40
158,2,6:26.0,,San Antonio full timeout,37,40
159,2,6:26.0,J. Teague enters the game for T. Jones,,37,40
160,2,6:26.0,G. Dieng enters the game for J. Crawford,,37,40
161,2,6:26.0,T. Gibson enters the game for K. Towns,,37,40
162,2,6:16.0,,J. Lauvergne misses 2-pt hook shot from 4 ft,37,40
163,2,6:15.0,Defensive rebound by J. Teague,,37,40
164,2,5:55.0,T. Gibson misses 2-pt jump shot from 13 ft,,37,40
165,2,5:54.0,,Defensive rebound by K. Anderson,37,40
166,2,5:44.0,,D. Green makes 2-pt jump shot from 17 ft (assist by L. Aldridge),37,42
167,2,5:17.0,G. Dieng misses 2-pt jump shot from 15 ft,,37,42
168,2,5:14.0,,Defensive rebound by K. Anderson,37,42
169,2,5:09.0,,Shooting foul by S. Muhammad (drawn by K. Anderson),37,42
170,2,5:09.0,,K. Anderson misses free throw 1 of 2,37,42
171,2,5:09.0,,Offensive rebound by Team,37,42
172,2,5:09.0,,P. Mills enters the game for D. Murray,37,42
173,2,5:09.0,,P. Gasol enters the game for D. Green,37,42
174,2,5:09.0,,R. Gay enters the game for J. Lauvergne,37,42
175,2,5:09.0,A. Wiggins enters the game for S. Muhammad,,37,42
176,2,5:09.0,,K. Anderson makes free throw 2 of 2,37,43
177,2,4:57.0,A. Wiggins misses 2-pt jump shot from 19 ft,,37,43
178,2,4:53.0,,Turnover by P. Mills (bad pass; steal by G. Dieng),37,43
179,2,4:52.0,,Defensive rebound by P. Mills,37,43
180,2,4:33.0,G. Dieng misses 3-pt jump shot from 25 ft,,37,43
181,2,4:30.0,,Defensive rebound by R. Gay,37,43
182,2,4:27.0,,K. Anderson misses 2-pt layup at rim (block by J. Teague),37,43
183,2,4:27.0,Defensive rebound by G. Dieng,,37,43
184,2,4:21.0,J. Butler misses 2-pt layup from 3 ft,,37,43
185,2,4:21.0,,Defensive rebound by L. Aldridge,37,43
186,2,4:09.0,,R. Gay misses 3-pt jump shot from 26 ft,37,43
187,2,4:09.0,Defensive rebound by J. Butler,,37,43
188,2,3:57.0,T. Gibson misses 2-pt jump shot from 18 ft,,37,43
189,2,3:57.0,,Defensive rebound by P. Gasol,37,43
190,2,3:50.0,,San Antonio full timeout,37,43
191,2,3:50.0,,M. Ginóbili enters the game for K. Anderson,37,43
192,2,3:50.0,K. Towns enters the game for G. Dieng,,37,43
193,2,3:45.0,,Shooting foul by J. Butler (drawn by M. Ginóbili),37,43
194,2,3:45.0,,M. Ginóbili makes free throw 1 of 2,37,44
195,2,3:45.0,,M. Ginóbili makes free throw 2 of 2,37,45
196,2,3:34.0,J. Butler misses 2-pt jump shot from 14 ft,,37,45
197,2,3:31.0,,Defensive rebound by L. Aldridge,37,45
198,2,3:25.0,Violation by J. Teague (kicked ball),,37,45
199,2,3:17.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by P. Mills),37,47
200,2,3:04.0,K. Towns makes 2-pt jump shot from 20 ft (assist by J. Teague),,39,47
201,2,2:54.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,39,47
202,2,2:47.0,,Offensive rebound by L. Aldridge,39,47
203,2,2:47.0,,L. Aldridge makes 2-pt dunk at rim,39,49
204,2,2:25.0,T. Gibson misses 2-pt layup from 3 ft,,39,49
205,2,2:23.0,,Defensive rebound by M. Ginóbili,39,49
206,2,2:19.0,,Turnover by M. Ginóbili (bad pass; steal by J. Teague),39,49
207,2,2:14.0,T. Gibson makes 2-pt dunk at rim (assist by J. Teague),,41,49
208,2,2:02.0,,L. Aldridge misses 2-pt jump shot from 14 ft,41,49
209,2,2:02.0,Defensive rebound by A. Wiggins,,41,49
210,2,1:46.0,J. Teague makes 3-pt jump shot from 25 ft (assist by T. Gibson),,44,49
211,2,1:26.0,,R. Gay makes 2-pt dunk at rim (assist by M. Ginóbili),44,51
212,2,1:17.0,Shooting foul by P. Mills (drawn by J. Teague),,44,51
213,2,1:17.0,J. Teague misses free throw 1 of 2,,44,51
214,2,1:17.0,Offensive rebound by Team,,44,51
215,2,1:17.0,J. Teague makes free throw 2 of 2,,45,51
216,2,0:57.0,,R. Gay makes 2-pt hook shot from 6 ft,45,53
217,2,0:44.0,Shooting foul by R. Gay (drawn by A. Wiggins),,45,53
218,2,0:44.0,A. Wiggins misses free throw 1 of 2,,45,53
219,2,0:44.0,Offensive rebound by Team,,45,53
220,2,0:44.0,A. Wiggins makes free throw 2 of 2,,46,53
221,2,0:33.0,,L. Aldridge misses 2-pt jump shot from 21 ft,46,53
222,2,0:31.0,Defensive rebound by J. Teague,,46,53
223,2,0:12.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by J. Butler),,49,53
224,2,0:02.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,49,53
225,2,0:00.0,,Offensive rebound by P. Gasol,49,53
226,2,0:00.0,,P. Gasol misses 2-pt layup from 1 ft,49,53
227,2,0:00.0,,Offensive rebound by L. Aldridge,49,53
228,2,0:00.0,,L. Aldridge misses 2-pt layup at rim,49,53
229,2,0:00.0,,Offensive rebound by Team,49,53
230,3,11:38.0,,D. Green misses 3-pt jump shot from 24 ft,49,53
231,3,11:34.0,Defensive rebound by K. Towns,,49,53
232,3,11:19.0,J. Butler makes 2-pt dunk at rim (assist by J. Teague),,51,53
233,3,11:00.0,,K. Anderson makes 2-pt layup at rim (assist by P. Gasol),51,55
234,3,10:43.0,Shooting foul by D. Murray (drawn by J. Teague),,51,55
235,3,10:43.0,J. Teague makes free throw 1 of 2,,52,55
236,3,10:43.0,J. Teague makes free throw 2 of 2,,53,55
237,3,10:26.0,,L. Aldridge makes 2-pt layup at rim,53,57
238,3,10:26.0,,Shooting foul by T. Gibson (drawn by L. Aldridge),53,57
239,3,10:26.0,,L. Aldridge makes free throw 1 of 1,53,58
240,3,10:10.0,A. Wiggins misses 2-pt jump shot from 7 ft,,53,58
241,3,10:07.0,,Defensive rebound by D. Murray,53,58
242,3,10:01.0,,K. Anderson misses 2-pt jump shot from 7 ft,53,58
243,3,9:58.0,Defensive rebound by J. Butler,,53,58
244,3,9:47.0,T. Gibson misses 3-pt jump shot from 23 ft,,53,58
245,3,9:43.0,,Defensive rebound by K. Anderson,53,58
246,3,9:35.0,,D. Murray makes 2-pt layup from 1 ft (assist by P. Gasol),53,60
247,3,9:21.0,Turnover by J. Teague (lost ball; steal by D. Murray),,53,60
248,3,9:20.0,,Shooting foul by J. Butler (drawn by D. Murray),53,60
249,3,9:20.0,,D. Murray makes free throw 1 of 2,53,61
250,3,9:20.0,,D. Murray makes free throw 2 of 2,53,62
251,3,9:09.0,K. Towns makes 2-pt hook shot from 9 ft (assist by J. Teague),,55,62
252,3,8:53.0,,D. Green misses 3-pt jump shot from 25 ft,55,62
253,3,8:53.0,Defensive rebound by K. Towns,,55,62
254,3,8:38.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by T. Gibson),,58,62
255,3,8:37.0,,San Antonio full timeout,58,62
256,3,8:25.0,,L. Aldridge misses 2-pt jump shot from 20 ft,58,62
257,3,8:18.0,Defensive rebound by A. Wiggins,,58,62
258,3,8:06.0,Turnover by J. Butler (bad pass),,58,62
259,3,7:50.0,,K. Anderson misses 2-pt jump shot from 5 ft,58,62
260,3,7:45.0,,Offensive rebound by D. Murray,58,62
261,3,7:43.0,,D. Murray makes 2-pt jump shot from 2 ft,58,64
262,3,7:30.0,A. Wiggins makes 3-pt jump shot from 23 ft,,61,64
263,3,7:10.0,,D. Green makes 2-pt jump shot from 17 ft (assist by P. Gasol),61,66
264,3,6:47.0,K. Towns makes 2-pt hook shot from 7 ft,,63,66
265,3,6:39.0,,Shooting foul by T. Gibson (drawn by L. Aldridge),63,66
266,3,6:39.0,,L. Aldridge makes free throw 1 of 2,63,67
267,3,6:39.0,,L. Aldridge makes free throw 2 of 2,63,68
268,3,6:16.0,A. Wiggins misses 3-pt jump shot from 27 ft,,63,68
269,3,6:13.0,,Defensive rebound by D. Green,63,68
270,3,5:58.0,,D. Murray makes 2-pt layup from 2 ft,63,70
271,3,5:43.0,K. Towns misses 2-pt layup from 3 ft,,63,70
272,3,5:34.0,Offensive rebound by T. Gibson,,63,70
273,3,5:34.0,T. Gibson misses 2-pt layup at rim,,63,70
274,3,5:33.0,,Defensive rebound by D. Green,63,70
275,3,5:33.0,,D. Green makes 3-pt jump shot from 24 ft,63,73
276,3,5:33.0,Minnesota full timeout,,63,73
277,3,5:33.0,,J. Lauvergne enters the game for P. Gasol,63,73
278,3,5:33.0,G. Dieng enters the game for K. Towns,,63,73
279,3,5:20.0,J. Teague makes 2-pt jump shot from 7 ft,,65,73
280,3,5:02.0,,L. Aldridge makes 2-pt jump shot from 8 ft,65,75
281,3,4:37.0,Turnover by J. Butler (traveling),,65,75
282,3,4:37.0,,M. Ginóbili enters the game for K. Anderson,65,75
283,3,4:37.0,,R. Gay enters the game for L. Aldridge,65,75
284,3,4:23.0,,Personal foul by J. Teague (drawn by D. Murray),65,75
285,3,4:23.0,,P. Mills enters the game for D. Murray,65,75
286,3,4:16.0,,Turnover by D. Green (bad pass; steal by T. Gibson),65,75
287,3,4:11.0,J. Teague makes 2-pt jump shot from 8 ft,,67,75
288,3,4:11.0,Shooting foul by P. Mills (drawn by J. Teague),,67,75
289,3,4:11.0,J. Crawford enters the game for J. Butler,,67,75
290,3,4:11.0,J. Teague makes free throw 1 of 1,,68,75
291,3,3:58.0,,Turnover by J. Lauvergne (bad pass),68,75
292,3,3:45.0,J. Teague misses 2-pt jump shot from 10 ft,,68,75
293,3,3:42.0,,Defensive rebound by D. Green,68,75
294,3,3:36.0,,J. Lauvergne makes 2-pt jump shot from 6 ft (assist by D. Green),68,77
295,3,3:16.0,Turnover by T. Gibson (lost ball; steal by R. Gay),,68,77
296,3,3:12.0,,Shooting foul by J. Crawford (drawn by R. Gay),68,77
297,3,3:12.0,,R. Gay makes free throw 1 of 2,68,78
298,3,3:12.0,,K. Anderson enters the game for D. Green,68,78
299,3,3:12.0,N. Bjelica enters the game for J. Teague,,68,78
300,3,3:12.0,T. Jones enters the game for T. Gibson,,68,78
301,3,3:12.0,,R. Gay makes free throw 2 of 2,68,79
302,3,3:00.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by G. Dieng),,70,79
303,3,2:44.0,,M. Ginóbili misses 2-pt jump shot from 14 ft,70,79
304,3,2:44.0,,Offensive rebound by J. Lauvergne,70,79
305,3,2:39.0,,K. Anderson makes 2-pt layup from 1 ft (assist by J. Lauvergne),70,81
306,3,2:18.0,A. Wiggins makes 2-pt layup from 3 ft (assist by N. Bjelica),,72,81
307,3,2:05.0,,P. Mills misses 3-pt jump shot from 24 ft,72,81
308,3,2:05.0,Defensive rebound by A. Wiggins,,72,81
309,3,1:54.0,A. Wiggins makes 2-pt jump shot from 14 ft,,74,81
310,3,1:32.0,,R. Gay misses 2-pt jump shot from 9 ft,74,81
311,3,1:32.0,Defensive rebound by N. Bjelica,,74,81
312,3,1:23.0,Turnover by G. Dieng (lost ball; steal by P. Mills),,74,81
313,3,1:12.0,,J. Lauvergne makes 2-pt hook shot from 1 ft (assist by K. Anderson),74,83
314,3,0:59.0,S. Muhammad enters the game for A. Wiggins,,74,83
315,3,0:50.0,S. Muhammad misses 2-pt jump shot from 22 ft,,74,83
316,3,0:50.0,,Defensive rebound by P. Mills,74,83
317,3,0:43.0,,M. Ginóbili misses 3-pt layup from 24 ft (block by J. Crawford),74,83
318,3,0:43.0,,Offensive rebound by Team,74,83
319,3,0:42.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,74,83
320,3,0:42.0,,Offensive rebound by Team,74,83
321,3,0:33.0,,R. Gay makes 2-pt jump shot from 11 ft,74,85
322,3,0:21.0,Turnover by J. Crawford (bad pass; steal by M. Ginóbili),,74,85
323,3,0:20.0,,Personal foul by G. Dieng (drawn by M. Ginóbili),74,85
324,3,0:20.0,,M. Ginóbili makes free throw 1 of 2,74,86
325,3,0:20.0,,M. Ginóbili makes free throw 2 of 2,74,87
326,3,0:06.0,Personal foul by R. Gay (drawn by J. Crawford),,74,87
327,3,0:00.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by J. Crawford),,77,87
328,4,11:39.0,S. Muhammad misses 3-pt jump shot from 25 ft,,77,87
329,4,11:35.0,,Defensive rebound by L. Aldridge,77,87
330,4,11:26.0,,R. Gay misses 2-pt jump shot from 14 ft,77,87
331,4,11:23.0,Defensive rebound by K. Towns,,77,87
332,4,11:03.0,N. Bjelica makes 2-pt layup from 2 ft (assist by J. Crawford),,79,87
333,4,11:03.0,Shooting foul by L. Aldridge (drawn by N. Bjelica),,79,87
334,4,11:03.0,,D. Green enters the game for K. Anderson,79,87
335,4,11:03.0,N. Bjelica makes free throw 1 of 1,,80,87
336,4,10:46.0,,D. Green misses 2-pt layup from 3 ft (block by S. Muhammad),80,87
337,4,10:46.0,,Offensive rebound by Team,80,87
338,4,10:42.0,,D. Green misses 3-pt jump shot from 25 ft,80,87
339,4,10:42.0,,Offensive rebound by L. Aldridge,80,87
340,4,10:26.0,,L. Aldridge misses 2-pt jump shot from 9 ft,80,87
341,4,10:26.0,Defensive rebound by N. Bjelica,,80,87
342,4,10:15.0,J. Crawford makes 2-pt jump shot from 13 ft,,82,87
343,4,10:15.0,Shooting foul by P. Mills (drawn by J. Crawford),,82,87
344,4,10:15.0,J. Crawford makes free throw 1 of 1,,83,87
345,4,10:04.0,,Turnover by D. Green (traveling),83,87
346,4,9:54.0,Turnover by K. Towns (traveling),,83,87
347,4,9:54.0,,K. Anderson enters the game for P. Mills,83,87
348,4,9:54.0,,P. Gasol enters the game for M. Ginóbili,83,87
349,4,9:54.0,,D. Murray enters the game for R. Gay,83,87
350,4,9:34.0,,L. Aldridge misses 2-pt jump shot from 20 ft,83,87
351,4,9:31.0,Defensive rebound by T. Jones,,83,87
352,4,9:28.0,K. Towns misses 2-pt layup from 2 ft (block by L. Aldridge),,83,87
353,4,9:18.0,Offensive rebound by S. Muhammad,,83,87
354,4,9:18.0,S. Muhammad makes 2-pt layup at rim,,85,87
355,4,9:03.0,,D. Green misses 2-pt jump shot from 16 ft,85,87
356,4,8:55.0,,Offensive rebound by D. Murray,85,87
357,4,8:55.0,,D. Murray misses 2-pt layup at rim,85,87
358,4,8:54.0,Defensive rebound by K. Towns,,85,87
359,4,8:52.0,J. Crawford misses 3-pt jump shot from 25 ft,,85,87
360,4,8:50.0,,Defensive rebound by P. Gasol,85,87
361,4,8:41.0,,K. Anderson makes 2-pt jump shot from 7 ft (assist by D. Murray),85,89
362,4,8:26.0,T. Jones misses 2-pt jump shot from 16 ft,,85,89
363,4,8:26.0,,Defensive rebound by K. Anderson,85,89
364,4,8:18.0,,D. Green misses 3-pt jump shot from 24 ft,85,89
365,4,8:18.0,Defensive rebound by K. Towns,,85,89
366,4,8:01.0,N. Bjelica makes 2-pt layup from 10 ft (assist by J. Crawford),,87,89
367,4,8:01.0,Shooting foul by D. Murray (drawn by N. Bjelica),,87,89
368,4,8:01.0,J. Butler enters the game for S. Muhammad,,87,89
369,4,8:01.0,,San Antonio full timeout,87,89
370,4,8:01.0,N. Bjelica makes free throw 1 of 1,,88,89
371,4,7:40.0,,L. Aldridge misses 2-pt jump shot from 12 ft,88,89
372,4,7:36.0,Defensive rebound by T. Jones,,88,89
373,4,7:24.0,N. Bjelica misses 3-pt jump shot from 25 ft,,88,89
374,4,7:23.0,,Defensive rebound by K. Anderson,88,89
375,4,7:23.0,Loose ball foul by K. Towns (drawn by K. Anderson),,88,89
376,4,7:06.0,,P. Gasol misses 2-pt hook shot from 4 ft,88,89
377,4,7:03.0,Defensive rebound by K. Towns,,88,89
378,4,6:49.0,J. Butler misses 2-pt layup from 2 ft (block by P. Gasol),,88,89
379,4,6:40.0,Offensive rebound by N. Bjelica,,88,89
380,4,6:40.0,N. Bjelica misses 2-pt layup at rim (block by K. Anderson),,88,89
381,4,6:34.0,,Defensive rebound by K. Anderson,88,89
382,4,6:29.0,,K. Anderson makes 2-pt layup from 1 ft (assist by D. Murray),88,91
