,QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
390,4,4:32.0,,J. Brown misses 3-pt jump shot from 24 ft,96,81
391,4,4:30.0,Defensive rebound by R. Hood,,96,81
392,4,4:12.0,Turnover by D. Mitchell (bad pass; steal by J. Brown),,96,81
393,4,4:07.0,,K. Irving misses 3-pt jump shot from 25 ft,96,81
394,4,4:04.0,Defensive rebound by R. Hood,,96,81
395,4,3:55.0,R. Hood misses 2-pt layup from 3 ft,,96,81
396,4,3:52.0,Offensive rebound by E. Udoh,,96,81
397,4,3:52.0,E. Udoh misses 2-pt layup at rim,,96,81
398,4,3:52.0,,Defensive rebound by J. Brown,96,81
399,4,3:52.0,,Personal foul by R. Rubio (drawn by J. Brown),96,81
400,4,3:38.0,,Shooting foul by R. Hood (drawn by J. Tatum),96,81
401,4,3:38.0,,J. Tatum makes free throw 1 of 2,96,82
402,4,3:38.0,,J. Tatum makes free throw 2 of 2,96,83
403,4,3:24.0,D. Mitchell makes 2-pt jump shot from 16 ft,,98,83
404,4,3:10.0,,J. Tatum makes 3-pt jump shot from 23 ft (assist by A. Horford),98,86
405,4,2:54.0,Personal foul by M. Smart (drawn by D. Mitchell),,98,86
406,4,2:54.0,Utah full timeout,,98,86
407,4,2:45.0,D. Mitchell misses 2-pt layup from 2 ft,,98,86
408,4,2:43.0,,Defensive rebound by J. Brown,98,86
409,4,2:37.0,,J. Brown misses 2-pt layup from 2 ft (block by E. Udoh),98,86
410,4,2:35.0,Defensive rebound by R. Rubio,,98,86
411,4,2:27.0,J. Ingles misses 2-pt layup from 1 ft (block by M. Smart),,98,86
412,4,2:23.0,,Defensive rebound by K. Irving,98,86
413,4,2:21.0,,K. Irving misses 2-pt layup from 3 ft,98,86
414,4,2:20.0,Defensive rebound by D. Mitchell,,98,86
415,4,2:03.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,101,86
416,4,1:48.0,,K. Irving makes 2-pt layup from 2 ft,101,88
417,4,1:37.0,Turnover by D. Mitchell (lost ball; steal by M. Smart),,101,88
418,4,1:35.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Smart),101,90
419,4,1:16.0,R. Rubio misses 2-pt jump shot from 15 ft,,101,90
420,4,1:13.0,,Defensive rebound by A. Horford,101,90
421,4,1:06.0,,M. Smart misses 2-pt layup from 1 ft,101,90
422,4,1:05.0,,Offensive rebound by Team,101,90
423,4,1:05.0,Loose ball foul by R. Rubio (drawn by K. Irving),,101,90
424,4,1:05.0,A. Burks enters the game for R. Rubio,,101,90
425,4,1:05.0,,K. Irving makes free throw 1 of 2,101,91
426,4,1:05.0,,G. Yabusele enters the game for J. Tatum,101,91
427,4,1:05.0,,S. Ojeleye enters the game for J. Brown,101,91
428,4,1:05.0,,S. Larkin enters the game for M. Smart,101,91
429,4,1:05.0,,A. Nader enters the game for A. Horford,101,91
430,4,1:05.0,,K. Irving makes free throw 2 of 2,101,92
431,4,0:48.0,R. Hood makes 3-pt jump shot from 27 ft,,104,92
432,4,0:40.0,,G. Yabusele makes 3-pt jump shot from 25 ft (assist by K. Irving),104,95
433,4,0:19.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by A. Burks),,107,95
434,4,0:12.0,,K. Irving misses 3-pt jump shot from 24 ft,107,95
435,4,0:09.0,Defensive rebound by E. Udoh,,107,95
