,QUARTER,TIME_REMAINING,PHOENIX_ACTION,ATLANTA_ACTION,PHOENIX_SCORE,ATLANTA_SCORE
0,1,11:46.0,,D. Schröder misses 2-pt jump shot from 13 ft,0,0
1,1,11:42.0,Defensive rebound by T. Warren,,0,0
2,1,11:22.0,E. Payton misses 2-pt jump shot from 19 ft,,0,0
3,1,11:16.0,Offensive rebound by Team,,0,0
4,1,11:08.0,D. Bender misses 3-pt jump shot from 25 ft,,0,0
5,1,11:05.0,,Defensive rebound by T. Dorsey,0,0
6,1,10:54.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by J. Collins),0,3
7,1,10:39.0,Turnover by D. Booker (bad pass; steal by J. Collins),,0,3
8,1,10:29.0,,Turnover by T. Dorsey (bad pass; steal by T. Chandler),0,3
9,1,10:24.0,E. Payton makes 2-pt layup from 1 ft (assist by D. Booker),,2,3
10,1,10:05.0,,Turnover by T. Prince (lost ball; steal by D. Booker),2,3
11,1,10:01.0,Turnover by D. Booker (out of bounds lost ball),,2,3
12,1,9:48.0,,D. Schröder misses 3-pt jump shot from 25 ft,2,3
13,1,9:44.0,Defensive rebound by T. Chandler,,2,3
14,1,9:32.0,E. Payton makes 2-pt layup from 1 ft,,4,3
15,1,9:32.0,Shooting foul by J. Collins (drawn by E. Payton),,4,3
16,1,9:32.0,E. Payton makes free throw 1 of 1,,5,3
17,1,9:16.0,,T. Dorsey misses 3-pt jump shot from 24 ft,5,3
18,1,9:10.0,,Offensive rebound by D. Dedmon,5,3
19,1,9:05.0,,T. Prince misses 2-pt layup from 2 ft,5,3
20,1,9:01.0,Defensive rebound by D. Bender,,5,3
21,1,9:00.0,,Offensive charge foul by D. Booker (drawn by T. Dorsey),5,3
22,1,9:00.0,Turnover by D. Booker (offensive foul),,5,3
23,1,8:47.0,,D. Schröder makes 2-pt jump shot from 11 ft,5,5
24,1,8:37.0,Turnover by E. Payton (bad pass; steal by J. Collins),,5,5
25,1,8:36.0,,Turnover by J. Collins (bad pass),5,5
26,1,8:27.0,D. Bender misses 3-pt jump shot from 25 ft,,5,5
27,1,8:23.0,,Defensive rebound by J. Collins,5,5
28,1,8:17.0,,D. Schröder makes 2-pt jump shot from 12 ft,5,7
29,1,8:02.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,7,7
30,1,7:53.0,,Turnover by D. Schröder (bad pass; steal by E. Payton),7,7
31,1,7:50.0,T. Warren makes 2-pt layup from 1 ft (assist by E. Payton),,9,7
32,1,7:50.0,,Violation by D. Dedmon (def goaltending),9,7
33,1,7:35.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by J. Collins),9,10
34,1,7:21.0,D. Booker makes 2-pt jump shot from 16 ft (assist by E. Payton),,11,10
35,1,7:12.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by D. Schröder),11,13
