,QUARTER,TIME_REMAINING,DENVER_ACTION,DETROIT_ACTION,DENVER_SCORE,DETROIT_SCORE
61,1,4:32.0,J. Murray makes 3-pt jump shot from 26 ft (assist by G. Harris),,16,8
62,1,4:23.0,Offensive charge foul by T. Harris (drawn by M. Plumlee),,16,8
63,1,4:23.0,,Turnover by T. Harris (offensive foul),16,8
64,1,4:23.0,,A. Tolliver enters the game for T. Harris,16,8
65,1,4:10.0,J. Murray misses 2-pt layup from 5 ft,,16,8
66,1,4:08.0,,Defensive rebound by A. Tolliver,16,8
67,1,4:03.0,,Turnover by A. Bradley (turnover),16,8
68,1,4:03.0,,L. Kennard enters the game for A. Bradley,16,8
69,1,3:51.0,W. Barton makes 2-pt layup at rim,,18,8
70,1,3:24.0,,A. Drummond misses 2-pt jump shot from 11 ft,18,8
71,1,3:19.0,Defensive rebound by W. Chandler,,18,8
72,1,3:19.0,,Offensive charge foul by W. Chandler (drawn by A. Drummond),18,8
73,1,3:19.0,Turnover by W. Chandler (offensive foul),,18,8
74,1,3:19.0,,I. Smith enters the game for R. Jackson,18,8
75,1,3:19.0,M. Beasley enters the game for G. Harris,,18,8
76,1,3:05.0,,L. Kennard misses 3-pt jump shot from 25 ft,18,8
77,1,3:02.0,Defensive rebound by W. Barton,,18,8
78,1,2:54.0,Shooting foul by R. Bullock (drawn by J. Murray),,18,8
79,1,2:54.0,Denver full timeout,,18,8
80,1,2:54.0,,B. Marjanović enters the game for A. Drummond,18,8
81,1,2:54.0,T. Lyles enters the game for W. Chandler,,18,8
82,1,2:54.0,J. Murray makes free throw 1 of 2,,19,8
83,1,2:54.0,J. Murray makes free throw 2 of 2,,20,8
84,1,2:44.0,,R. Bullock makes 2-pt layup from 1 ft (assist by I. Smith),20,10
85,1,2:28.0,M. Plumlee makes 2-pt layup from 1 ft (assist by W. Barton),,22,10
86,1,2:13.0,,Shooting foul by M. Plumlee (drawn by B. Marjanović),22,10
87,1,2:13.0,,B. Marjanović makes free throw 1 of 2,22,11
88,1,2:13.0,D. Arthur enters the game for M. Plumlee,,22,11
89,1,2:13.0,,B. Marjanović makes free throw 2 of 2,22,12
90,1,1:58.0,D. Arthur misses 3-pt jump shot from 25 ft,,22,12
91,1,1:58.0,,Defensive rebound by Team,22,12
92,1,1:58.0,,L. Galloway enters the game for R. Bullock,22,12
93,1,1:45.0,,B. Marjanović makes 2-pt layup from 2 ft (assist by A. Tolliver),22,14
94,1,1:23.0,D. Arthur misses 3-pt jump shot from 28 ft,,22,14
95,1,1:21.0,,Defensive rebound by I. Smith,22,14
96,1,1:15.0,,Turnover by I. Smith (bad pass; steal by D. Arthur),22,14
97,1,1:11.0,M. Beasley makes 2-pt dunk at rim (assist by W. Barton),,24,14
98,1,0:56.0,,Personal foul by D. Arthur (drawn by B. Marjanović),24,14
99,1,0:56.0,E. Mudiay enters the game for J. Murray,,24,14
100,1,0:51.0,,I. Smith makes 2-pt layup from 1 ft (assist by B. Marjanović),24,16
101,1,0:32.0,Turnover by D. Arthur (lost ball; steal by A. Tolliver),,24,16
102,1,0:24.0,,B. Marjanović makes 2-pt dunk from 2 ft,24,18
103,1,0:03.0,W. Barton makes 2-pt layup from 3 ft,,26,18
104,1,0:00.0,,I. Smith misses 3-pt jump shot from 35 ft,26,18
105,1,0:00.0,,Offensive rebound by Team,26,18
106,2,11:42.0,,I. Smith misses 2-pt jump shot from 16 ft,26,18
107,2,11:36.0,Defensive rebound by T. Lyles,,26,18
108,2,11:26.0,M. Beasley makes 2-pt jump shot from 16 ft (assist by E. Mudiay),,28,18
109,2,11:02.0,,B. Marjanović makes 2-pt layup from 3 ft (assist by A. Tolliver),28,20
110,2,10:44.0,G. Harris misses 2-pt jump shot from 20 ft,,28,20
111,2,10:42.0,,Defensive rebound by B. Marjanović,28,20
112,2,10:28.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by I. Smith),28,23
113,2,10:15.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by G. Harris),,31,23
114,2,9:59.0,,L. Galloway misses 2-pt jump shot from 16 ft,31,23
115,2,9:56.0,Defensive rebound by G. Harris,,31,23
116,2,9:51.0,M. Beasley makes 2-pt layup from 1 ft (assist by G. Harris),,33,23
117,2,9:45.0,,Detroit full timeout,33,23
118,2,9:42.0,,Shooting foul by M. Beasley (drawn by B. Marjanović),33,23
119,2,9:42.0,,B. Marjanović misses free throw 1 of 2,33,23
120,2,9:42.0,,Offensive rebound by Team,33,23
121,2,9:42.0,,B. Marjanović makes free throw 2 of 2,33,24
122,2,9:25.0,,Personal foul by D. Arthur (drawn by L. Galloway),33,24
123,2,9:25.0,Turnover by D. Arthur (turnover),,33,24
124,2,9:16.0,,L. Galloway misses 3-pt jump shot from 26 ft,33,24
125,2,9:14.0,Defensive rebound by M. Beasley,,33,24
126,2,9:08.0,M. Beasley misses 3-pt jump shot from 22 ft,,33,24
127,2,9:04.0,,Defensive rebound by B. Marjanović,33,24
128,2,8:53.0,,L. Kennard makes 3-pt jump shot from 25 ft (assist by I. Smith),33,27
129,2,8:37.0,Turnover by D. Arthur (turnover),,33,27
130,2,8:15.0,,I. Smith misses 2-pt layup from 2 ft,33,27
131,2,8:14.0,Defensive rebound by D. Arthur,,33,27
132,2,8:07.0,Turnover by D. Arthur (bad pass),,33,27
133,2,7:54.0,,I. Smith misses 2-pt layup from 6 ft,33,27
134,2,7:53.0,,Offensive rebound by B. Marjanović,33,27
135,2,7:50.0,,B. Marjanović misses 2-pt layup from 1 ft,33,27
136,2,7:50.0,,Offensive rebound by I. Smith,33,27
137,2,7:45.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by I. Smith),33,30
138,2,7:44.0,Denver full timeout,,33,30
139,2,7:44.0,,A. Drummond enters the game for L. Galloway,33,30
140,2,7:44.0,,A. Bradley enters the game for B. Marjanović,33,30
141,2,7:44.0,M. Plumlee enters the game for G. Harris,,33,30
142,2,7:23.0,M. Beasley misses 2-pt jump shot from 8 ft,,33,30
143,2,7:22.0,Offensive rebound by M. Plumlee,,33,30
144,2,7:22.0,M. Plumlee makes 2-pt layup at rim,,35,30
145,2,7:00.0,,A. Bradley makes 2-pt jump shot from 17 ft (assist by A. Drummond),35,32
146,2,6:41.0,T. Lyles makes 2-pt layup from 3 ft,,37,32
147,2,6:17.0,,Shooting foul by T. Lyles (drawn by A. Drummond),37,32
148,2,6:17.0,,A. Drummond makes free throw 1 of 2,37,33
149,2,6:17.0,,R. Jackson enters the game for I. Smith,37,33
150,2,6:17.0,,T. Harris enters the game for A. Tolliver,37,33
151,2,6:17.0,W. Barton enters the game for D. Arthur,,37,33
152,2,6:17.0,,A. Drummond makes free throw 2 of 2,37,34
153,2,6:08.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,40,34
154,2,5:47.0,Personal foul by A. Drummond (drawn by E. Mudiay),,40,34
155,2,5:47.0,,Turnover by A. Drummond (turnover),40,34
156,2,5:31.0,E. Mudiay misses 3-pt jump shot from 24 ft,,40,34
157,2,5:28.0,,Defensive rebound by R. Jackson,40,34
158,2,5:17.0,,T. Harris misses 2-pt jump shot from 14 ft,40,34
159,2,5:13.0,Defensive rebound by M. Plumlee,,40,34
160,2,5:04.0,M. Beasley makes 2-pt layup from 5 ft (assist by W. Barton),,42,34
161,2,4:41.0,,A. Bradley misses 2-pt jump shot from 20 ft,42,34
162,2,4:37.0,,Offensive rebound by A. Drummond,42,34
163,2,4:22.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by A. Bradley),42,36
164,2,4:12.0,Shooting foul by R. Jackson (drawn by E. Mudiay),,42,36
165,2,4:12.0,E. Mudiay makes free throw 1 of 2,,43,36
166,2,4:12.0,E. Mudiay makes free throw 2 of 2,,44,36
167,2,4:12.0,,R. Bullock enters the game for L. Kennard,44,36
168,2,4:12.0,W. Chandler enters the game for M. Beasley,,44,36
169,2,3:57.0,,T. Harris misses 2-pt jump shot from 10 ft,44,36
170,2,3:55.0,,Offensive rebound by A. Drummond,44,36
171,2,3:51.0,,A. Drummond misses 2-pt layup at rim,44,36
172,2,3:50.0,,Offensive rebound by T. Harris,44,36
173,2,3:44.0,,T. Harris misses 3-pt jump shot from 26 ft,44,36
174,2,3:40.0,Defensive rebound by W. Chandler,,44,36
175,2,3:32.0,E. Mudiay misses 3-pt jump shot from 24 ft,,44,36
176,2,3:29.0,,Defensive rebound by T. Harris,44,36
177,2,3:25.0,,T. Harris misses 2-pt layup from 1 ft,44,36
178,2,3:24.0,Defensive rebound by M. Plumlee,,44,36
179,2,3:10.0,Turnover by T. Lyles (traveling),,44,36
180,2,3:10.0,J. Murray enters the game for E. Mudiay,,44,36
181,2,2:51.0,,A. Bradley misses 2-pt jump shot from 11 ft,44,36
182,2,2:47.0,Defensive rebound by M. Plumlee,,44,36
183,2,2:37.0,J. Murray misses 3-pt jump shot from 27 ft,,44,36
184,2,2:33.0,,Defensive rebound by T. Harris,44,36
185,2,2:24.0,,R. Jackson misses 2-pt jump shot from 12 ft,44,36
186,2,2:24.0,,Offensive rebound by R. Jackson,44,36
187,2,2:20.0,,R. Bullock misses 2-pt jump shot from 18 ft,44,36
188,2,2:16.0,Defensive rebound by M. Plumlee,,44,36
189,2,1:59.0,W. Barton misses 3-pt jump shot from 25 ft,,44,36
190,2,1:57.0,,B. Marjanović enters the game for A. Drummond,44,36
191,2,1:57.0,G. Harris enters the game for T. Lyles,,44,36
192,2,1:57.0,,Defensive rebound by Team,44,36
193,2,1:45.0,,R. Jackson misses 2-pt jump shot from 8 ft,44,36
194,2,1:43.0,Defensive rebound by M. Plumlee,,44,36
195,2,1:36.0,Turnover by M. Plumlee (lost ball; steal by R. Bullock),,44,36
196,2,1:33.0,,R. Bullock makes 2-pt layup at rim,44,38
197,2,1:33.0,Violation by W. Barton (def goaltending),,44,38
198,2,1:16.0,G. Harris misses 3-pt jump shot from 26 ft,,44,38
199,2,1:12.0,,Defensive rebound by A. Bradley,44,38
200,2,1:05.0,,B. Marjanović misses 2-pt hook shot from 6 ft,44,38
201,2,1:02.0,Defensive rebound by M. Plumlee,,44,38
202,2,0:52.0,W. Chandler makes 3-pt jump shot from 22 ft (assist by G. Harris),,47,38
203,2,0:39.0,,Turnover by A. Bradley (bad pass),47,38
204,2,0:31.0,Shooting foul by B. Marjanović (drawn by W. Chandler),,47,38
205,2,0:31.0,W. Chandler makes free throw 1 of 2,,48,38
206,2,0:31.0,D. Arthur enters the game for M. Plumlee,,48,38
207,2,0:31.0,W. Chandler makes free throw 2 of 2,,49,38
208,2,0:11.0,,B. Marjanović makes 2-pt hook shot from 10 ft (assist by R. Jackson),49,40
209,2,0:01.0,W. Barton misses 3-pt jump shot from 26 ft,,49,40
210,2,0:01.0,Offensive rebound by W. Chandler,,49,40
211,3,11:43.0,,Shooting foul by W. Chandler (drawn by T. Harris),49,40
212,3,11:43.0,,T. Harris makes free throw 1 of 2,49,41
213,3,11:43.0,,T. Harris makes free throw 2 of 2,49,42
214,3,11:23.0,J. Murray makes 2-pt layup from 4 ft,,51,42
215,3,11:08.0,,Turnover by R. Bullock (bad pass; steal by G. Harris),51,42
216,3,11:04.0,J. Murray makes 3-pt jump shot from 25 ft (assist by G. Harris),,54,42
217,3,10:41.0,,A. Bradley makes 2-pt jump shot from 8 ft (assist by A. Drummond),54,44
218,3,10:31.0,J. Murray makes 2-pt dunk from 1 ft (assist by M. Plumlee),,56,44
219,3,10:29.0,,Detroit full timeout,56,44
220,3,10:17.0,,Shooting foul by W. Barton (drawn by R. Jackson),56,44
221,3,10:17.0,,R. Jackson makes free throw 1 of 2,56,45
222,3,10:17.0,,R. Jackson makes free throw 2 of 2,56,46
223,3,9:54.0,G. Harris makes 2-pt jump shot from 17 ft,,58,46
224,3,9:38.0,,R. Jackson makes 2-pt jump shot from 8 ft,58,48
225,3,9:19.0,W. Chandler misses 3-pt jump shot from 26 ft,,58,48
226,3,9:14.0,Offensive rebound by W. Barton,,58,48
227,3,9:09.0,W. Chandler makes 2-pt hook shot from 6 ft (assist by G. Harris),,60,48
228,3,8:47.0,,T. Harris misses 3-pt jump shot from 28 ft,60,48
229,3,8:45.0,Defensive rebound by M. Plumlee,,60,48
230,3,8:29.0,G. Harris makes 2-pt jump shot from 19 ft,,62,48
231,3,8:05.0,,R. Jackson misses 3-pt jump shot from 27 ft,62,48
232,3,8:03.0,Defensive rebound by G. Harris,,62,48
233,3,7:52.0,W. Chandler misses 2-pt jump shot from 8 ft,,62,48
234,3,7:49.0,,Defensive rebound by A. Drummond,62,48
235,3,7:40.0,,A. Bradley misses 2-pt jump shot from 19 ft,62,48
236,3,7:36.0,Defensive rebound by G. Harris,,62,48
237,3,7:27.0,J. Murray misses 3-pt jump shot from 27 ft,,62,48
238,3,7:24.0,,Defensive rebound by A. Drummond,62,48
239,3,7:18.0,,Turnover by R. Jackson (bad pass; steal by G. Harris),62,48
240,3,7:12.0,W. Chandler misses 2-pt layup from 2 ft,,62,48
241,3,7:07.0,Offensive rebound by J. Murray,,62,48
242,3,7:07.0,J. Murray makes 2-pt layup at rim,,64,48
243,3,6:44.0,,Turnover by Team (shot clock),64,48
244,3,6:44.0,,I. Smith enters the game for R. Jackson,64,48
245,3,6:38.0,Turnover by M. Plumlee (turnover),,64,48
246,3,6:32.0,Personal foul by A. Drummond (drawn by J. Murray),,64,48
247,3,6:32.0,,Turnover by A. Drummond (turnover),64,48
248,3,6:23.0,Turnover by G. Harris (bad pass; steal by A. Drummond),,64,48
249,3,6:15.0,,I. Smith misses 2-pt layup from 4 ft,64,48
250,3,6:12.0,Defensive rebound by M. Plumlee,,64,48
251,3,6:03.0,J. Murray makes 2-pt layup from 3 ft,,66,48
252,3,5:41.0,,I. Smith makes 2-pt jump shot from 7 ft,66,50
253,3,5:11.0,W. Chandler makes 2-pt jump shot from 10 ft (assist by J. Murray),,68,50
254,3,4:55.0,,R. Bullock makes 2-pt layup at rim (assist by A. Drummond),68,52
255,3,4:36.0,J. Murray makes 2-pt jump shot from 18 ft,,70,52
256,3,4:19.0,,I. Smith misses 2-pt jump shot from 17 ft,70,52
257,3,4:16.0,Defensive rebound by W. Barton,,70,52
258,3,4:04.0,J. Murray misses 2-pt jump shot from 19 ft,,70,52
259,3,4:04.0,,Defensive rebound by T. Harris,70,52
260,3,3:53.0,,A. Bradley misses 2-pt jump shot from 11 ft (block by J. Murray),70,52
261,3,3:50.0,,Offensive rebound by I. Smith,70,52
262,3,3:50.0,,I. Smith misses 2-pt layup from 3 ft (block by M. Plumlee),70,52
263,3,3:50.0,Defensive rebound by G. Harris,,70,52
264,3,3:48.0,W. Chandler makes 2-pt dunk from 1 ft (assist by G. Harris),,72,52
265,3,3:48.0,,Detroit full timeout,72,52
266,3,3:48.0,,B. Marjanović enters the game for A. Bradley,72,52
267,3,3:48.0,,A. Tolliver enters the game for T. Harris,72,52
268,3,3:48.0,,L. Kennard enters the game for A. Drummond,72,52
269,3,3:48.0,,L. Galloway enters the game for R. Bullock,72,52
270,3,3:48.0,M. Beasley enters the game for W. Barton,,72,52
271,3,3:39.0,,A. Tolliver misses 3-pt jump shot from 27 ft,72,52
272,3,3:36.0,Defensive rebound by G. Harris,,72,52
273,3,3:27.0,G. Harris makes 2-pt jump shot from 20 ft,,74,52
274,3,3:05.0,,L. Kennard misses 2-pt jump shot from 18 ft,74,52
275,3,3:02.0,Defensive rebound by M. Beasley,,74,52
276,3,2:55.0,M. Beasley misses 2-pt jump shot from 15 ft,,74,52
277,3,2:51.0,,Defensive rebound by B. Marjanović,74,52
278,3,2:47.0,,I. Smith makes 2-pt jump shot from 15 ft,74,54
279,3,2:30.0,Personal foul by I. Smith (drawn by J. Murray),,74,54
280,3,2:17.0,Shooting foul by B. Marjanović (drawn by G. Harris),,74,54
281,3,2:17.0,G. Harris makes free throw 1 of 2,,75,54
282,3,2:17.0,,S. Johnson enters the game for L. Kennard,75,54
283,3,2:17.0,T. Lyles enters the game for W. Chandler,,75,54
284,3,2:17.0,G. Harris makes free throw 2 of 2,,76,54
285,3,2:07.0,,I. Smith misses 2-pt jump shot from 9 ft,76,54
286,3,2:03.0,Defensive rebound by T. Lyles,,76,54
287,3,1:53.0,M. Beasley misses 2-pt jump shot from 9 ft,,76,54
288,3,1:49.0,,Defensive rebound by B. Marjanović,76,54
289,3,1:39.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by B. Marjanović),76,57
290,3,1:38.0,Denver full timeout,,76,57
291,3,1:24.0,M. Plumlee makes 2-pt layup from 4 ft (assist by G. Harris),,78,57
292,3,1:04.0,,Shooting foul by G. Harris (drawn by B. Marjanović),78,57
293,3,1:04.0,,B. Marjanović misses free throw 1 of 2,78,57
294,3,1:04.0,,Offensive rebound by Team,78,57
295,3,1:04.0,,B. Marjanović makes free throw 2 of 2,78,58
296,3,0:47.0,J. Murray misses 2-pt layup from 6 ft,,78,58
297,3,0:46.0,Offensive rebound by Team,,78,58
298,3,0:46.0,Personal foul by A. Tolliver (drawn by J. Murray),,78,58
299,3,0:40.0,M. Beasley misses 2-pt layup from 5 ft,,78,58
300,3,0:38.0,,Defensive rebound by Team,78,58
301,3,0:24.0,,L. Galloway misses 2-pt jump shot from 18 ft,78,58
302,3,0:22.0,Defensive rebound by T. Lyles,,78,58
303,3,0:22.0,Personal foul by A. Tolliver (drawn by T. Lyles),,78,58
304,3,0:22.0,T. Lyles makes free throw 1 of 2,,79,58
305,3,0:22.0,T. Lyles makes free throw 2 of 2,,80,58
306,3,0:05.0,,Personal foul by M. Beasley (drawn by B. Marjanović),80,58
307,3,0:05.0,,B. Marjanović makes free throw 1 of 2,80,59
308,3,0:05.0,,B. Marjanović makes free throw 2 of 2,80,60
309,3,0:01.0,M. Plumlee misses 2-pt hook shot from 7 ft,,80,60
310,3,0:01.0,,Defensive rebound by L. Galloway,80,60
311,4,11:36.0,T. Lyles makes 2-pt layup from 1 ft (assist by W. Barton),,82,60
312,4,11:11.0,,T. Harris misses 3-pt jump shot from 25 ft,82,60
313,4,11:08.0,Defensive rebound by D. Arthur,,82,60
314,4,10:48.0,D. Arthur misses 3-pt jump shot from 26 ft,,82,60
315,4,10:45.0,,Defensive rebound by T. Harris,82,60
316,4,10:27.0,,A. Drummond misses 2-pt hook shot from 5 ft,82,60
317,4,10:25.0,Defensive rebound by W. Barton,,82,60
318,4,10:18.0,D. Arthur misses 3-pt jump shot from 25 ft,,82,60
319,4,10:13.0,,Defensive rebound by I. Smith,82,60
320,4,10:08.0,,I. Smith misses 2-pt hook shot from 8 ft,82,60
321,4,10:05.0,Defensive rebound by M. Beasley,,82,60
322,4,9:44.0,M. Beasley misses 3-pt jump shot from 24 ft,,82,60
323,4,9:41.0,,Defensive rebound by S. Johnson,82,60
324,4,9:25.0,,Turnover by A. Drummond (turnover),82,60
325,4,9:14.0,Turnover by E. Mudiay (turnover),,82,60
326,4,9:03.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by T. Harris),82,63
327,4,8:46.0,Personal foul by A. Drummond (drawn by D. Arthur),,82,63
328,4,8:46.0,,R. Jackson enters the game for I. Smith,82,63
329,4,8:44.0,Turnover by M. Beasley (lost ball; steal by S. Johnson),,82,63
330,4,8:39.0,,S. Johnson misses 2-pt layup from 2 ft (block by W. Barton),82,63
331,4,8:37.0,,Offensive rebound by A. Drummond,82,63
332,4,8:33.0,,S. Johnson misses 3-pt jump shot from 23 ft,82,63
333,4,8:32.0,Defensive rebound by M. Beasley,,82,63
334,4,8:18.0,T. Lyles makes 2-pt layup from 2 ft,,84,63
335,4,8:17.0,,Detroit full timeout,84,63
336,4,8:17.0,,H. Ellenson enters the game for A. Drummond,84,63
337,4,8:00.0,,H. Ellenson makes 2-pt hook shot from 9 ft,84,65
338,4,7:48.0,Turnover by D. Arthur (step out of bounds),,84,65
339,4,7:39.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by H. Ellenson),84,68
340,4,7:18.0,D. Arthur makes 2-pt jump shot from 15 ft (assist by W. Barton),,86,68
341,4,7:05.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by R. Jackson),86,71
342,4,7:03.0,Denver full timeout,,86,71
343,4,7:03.0,W. Chandler enters the game for D. Arthur,,86,71
344,4,7:03.0,J. Murray enters the game for E. Mudiay,,86,71
345,4,7:03.0,G. Harris enters the game for M. Beasley,,86,71
346,4,6:48.0,G. Harris misses 3-pt jump shot from 23 ft,,86,71
347,4,6:43.0,,Defensive rebound by T. Harris,86,71
348,4,6:35.0,,Turnover by R. Jackson (bad pass; steal by G. Harris),86,71
349,4,6:22.0,G. Harris misses 3-pt jump shot from 25 ft,,86,71
350,4,6:20.0,,Defensive rebound by H. Ellenson,86,71
351,4,6:15.0,,Turnover by H. Ellenson (bad pass; steal by W. Barton),86,71
352,4,6:12.0,J. Murray makes 3-pt jump shot from 24 ft (assist by W. Barton),,89,71
353,4,5:50.0,,H. Ellenson misses 2-pt jump shot from 9 ft,89,71
354,4,5:48.0,Defensive rebound by J. Murray,,89,71
355,4,5:30.0,J. Murray makes 3-pt jump shot from 25 ft (assist by W. Barton),,92,71
356,4,5:13.0,,R. Jackson makes 2-pt jump shot from 9 ft,92,73
357,4,5:13.0,,Shooting foul by W. Chandler (drawn by R. Jackson),92,73
358,4,5:13.0,,R. Jackson makes free throw 1 of 1,92,74
359,4,4:53.0,Shooting foul by T. Harris (drawn by T. Lyles),,92,74
360,4,4:53.0,T. Lyles misses free throw 1 of 2,,92,74
361,4,4:53.0,Offensive rebound by Team,,92,74
362,4,4:53.0,T. Lyles makes free throw 2 of 2,,93,74
363,4,4:37.0,,R. Jackson misses 3-pt jump shot from 25 ft,93,74
364,4,4:33.0,Defensive rebound by W. Barton,,93,74
365,4,4:27.0,Denver full timeout,,93,74
366,4,4:27.0,,E. Moreland enters the game for R. Jackson,93,74
367,4,4:27.0,,I. Smith enters the game for T. Harris,93,74
368,4,4:12.0,T. Lyles makes 2-pt layup from 2 ft (assist by J. Murray),,95,74
369,4,4:06.0,,Personal foul by J. Murray (drawn by I. Smith),95,74
370,4,4:06.0,M. Beasley enters the game for W. Barton,,95,74
371,4,3:57.0,,H. Ellenson makes 3-pt jump shot from 25 ft (assist by I. Smith),95,77
372,4,3:34.0,Shooting foul by H. Ellenson (drawn by W. Chandler),,95,77
373,4,3:34.0,W. Chandler makes free throw 1 of 2,,96,77
374,4,3:34.0,W. Chandler makes free throw 2 of 2,,97,77
375,4,3:22.0,,I. Smith misses 2-pt jump shot from 12 ft,97,77
376,4,3:20.0,Defensive rebound by T. Lyles,,97,77
377,4,3:15.0,J. Murray misses 3-pt jump shot from 25 ft,,97,77
378,4,3:09.0,Offensive rebound by W. Chandler,,97,77
379,4,3:04.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by G. Harris),,100,77
380,4,3:00.0,,Detroit full timeout,100,77
381,4,3:00.0,J. Hernangómez enters the game for G. Harris,,100,77
382,4,3:00.0,M. Morris enters the game for W. Chandler,,100,77
383,4,2:52.0,,Shooting foul by M. Beasley (drawn by L. Galloway),100,77
384,4,2:52.0,,L. Galloway makes free throw 1 of 3,100,78
385,4,2:52.0,,L. Galloway makes free throw 2 of 3,100,79
386,4,2:52.0,,L. Galloway makes free throw 3 of 3,100,80
