,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
331,4,9:15.0,,B. Beal misses 2-pt layup from 3 ft,80,80
332,4,9:13.0,Defensive rebound by F. VanVleet,,80,80
333,4,9:13.0,Personal foul by T. Lawson (drawn by F. VanVleet),,80,80
334,4,9:06.0,D. Wright misses 2-pt jump shot from 12 ft,,80,80
335,4,9:05.0,Offensive rebound by J. Poeltl,,80,80
336,4,9:04.0,J. Poeltl misses 2-pt layup from 2 ft,,80,80
337,4,9:03.0,Offensive rebound by J. Poeltl,,80,80
338,4,9:03.0,Shooting foul by T. Lawson (drawn by J. Poeltl),,80,80
339,4,9:03.0,J. Poeltl misses free throw 1 of 2,,80,80
340,4,9:03.0,Offensive rebound by Team,,80,80
341,4,9:03.0,J. Poeltl makes free throw 2 of 2,,81,80
342,4,8:47.0,,Turnover by J. Wall (bad pass; steal by P. Siakam),81,80
343,4,8:40.0,C. Miles makes 3-pt jump shot from 24 ft (assist by D. Wright),,84,80
344,4,8:40.0,,Washington full timeout,84,80
345,4,8:40.0,,M. Morris enters the game for M. Scott,84,80
346,4,8:25.0,,T. Lawson misses 2-pt layup from 3 ft,84,80
347,4,8:22.0,,Offensive rebound by M. Gortat,84,80
348,4,8:21.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Gortat),84,83
349,4,7:51.0,Turnover by D. Wright (lost ball; steal by T. Lawson),,84,83
350,4,7:49.0,,Turnover by M. Gortat (bad pass; steal by C. Miles),84,83
351,4,7:42.0,F. VanVleet misses 3-pt jump shot from 23 ft,,84,83
352,4,7:39.0,Offensive rebound by P. Siakam,,84,83
353,4,7:30.0,D. Wright makes 2-pt layup from 5 ft,,86,83
354,4,7:15.0,,B. Beal misses 2-pt layup from 3 ft (block by P. Siakam),86,83
355,4,7:15.0,Defensive rebound by D. Wright,,86,83
356,4,7:00.0,Personal foul by T. Lawson (drawn by F. VanVleet),,86,83
357,4,6:54.0,J. Poeltl misses 2-pt layup from 3 ft,,86,83
358,4,6:52.0,Offensive rebound by P. Siakam,,86,83
359,4,6:51.0,P. Siakam makes 2-pt dunk at rim,,88,83
360,4,6:27.0,,J. Wall misses 2-pt jump shot from 20 ft,88,83
361,4,6:24.0,,Offensive rebound by M. Morris,88,83
362,4,6:15.0,,Shooting foul by J. Poeltl (drawn by J. Wall),88,83
363,4,6:15.0,,J. Wall makes free throw 1 of 2,88,84
364,4,6:15.0,,K. Oubre enters the game for T. Lawson,88,84
365,4,6:15.0,,J. Wall makes free throw 2 of 2,88,85
366,4,6:15.0,Toronto full timeout,,88,85
367,4,6:15.0,K. Lowry enters the game for C. Miles,,88,85
368,4,6:15.0,J. Valančiūnas enters the game for J. Poeltl,,88,85
369,4,6:03.0,J. Valančiūnas makes 2-pt layup at rim (assist by D. Wright),,90,85
370,4,5:39.0,,B. Beal misses 3-pt jump shot from 27 ft,90,85
371,4,5:35.0,Defensive rebound by P. Siakam,,90,85
372,4,5:12.0,K. Lowry makes 2-pt jump shot from 4 ft,,92,85
373,4,4:53.0,,K. Oubre misses 2-pt jump shot from 20 ft,92,85
374,4,4:51.0,Defensive rebound by P. Siakam,,92,85
375,4,4:47.0,F. VanVleet misses 3-pt jump shot from 25 ft,,92,85
376,4,4:43.0,Offensive rebound by D. Wright,,92,85
377,4,4:28.0,J. Valančiūnas misses 2-pt jump shot from 12 ft,,92,85
378,4,4:25.0,,Defensive rebound by M. Gortat,92,85
379,4,4:22.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),92,88
380,4,4:01.0,K. Lowry makes 2-pt layup from 5 ft,,94,88
381,4,3:53.0,,Turnover by B. Beal (bad pass; steal by D. Wright),94,88
382,4,3:49.0,P. Siakam makes 2-pt layup from 2 ft (assist by F. VanVleet),,96,88
383,4,3:49.0,Shooting foul by J. Wall (drawn by P. Siakam),,96,88
384,4,3:49.0,,Washington full timeout,96,88
