,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PORTLAND_ACTION,ORLANDO_SCORE,PORTLAND_SCORE
95,2,11:20.0,,Turnover by S. Napier (bad pass; steal by M. Hezonja),36,24
96,2,11:04.0,J. Simmons makes 2-pt layup from 2 ft,,38,24
97,2,10:42.0,,S. Napier misses 2-pt jump shot from 18 ft,38,24
98,2,10:40.0,Defensive rebound by B. Biyombo,,38,24
99,2,10:35.0,Offensive foul by M. Speights (drawn by S. Napier),,38,24
100,2,10:35.0,Turnover by M. Speights (offensive foul),,38,24
101,2,10:20.0,,E. Turner misses 2-pt jump shot from 18 ft,38,24
102,2,10:18.0,Defensive rebound by B. Biyombo,,38,24
103,2,9:59.0,M. Speights misses 3-pt jump shot from 25 ft,,38,24
104,2,9:56.0,,Defensive rebound by N. Vonleh,38,24
105,2,9:49.0,,E. Turner makes 2-pt jump shot from 8 ft,38,26
106,2,9:35.0,M. Hezonja misses 3-pt jump shot from 22 ft,,38,26
107,2,9:33.0,Offensive rebound by M. Hezonja,,38,26
108,2,9:22.0,Personal foul by S. Napier (drawn by J. Simmons),,38,26
109,2,9:16.0,J. Simmons misses 2-pt jump shot from 9 ft,,38,26
110,2,9:14.0,,Defensive rebound by N. Vonleh,38,26
111,2,9:04.0,,S. Napier misses 2-pt layup from 1 ft (block by B. Biyombo),38,26
112,2,9:03.0,,Offensive rebound by Team,38,26
113,2,8:53.0,,E. Turner misses 3-pt jump shot from 24 ft,38,26
114,2,8:51.0,Defensive rebound by J. Simmons,,38,26
115,2,8:41.0,,C. McCollum enters the game for P. Connaughton,38,26
116,2,8:34.0,S. Mack misses 3-pt jump shot from 25 ft,,38,26
117,2,8:29.0,,Defensive rebound by N. Vonleh,38,26
118,2,8:20.0,,E. Turner misses 2-pt jump shot from 8 ft,38,26
119,2,8:18.0,,Offensive rebound by N. Vonleh,38,26
120,2,8:15.0,,C. McCollum makes 2-pt jump shot from 8 ft,38,28
121,2,7:55.0,J. Simmons makes 2-pt jump shot from 19 ft,,40,28
122,2,7:37.0,,S. Napier makes 3-pt jump shot from 24 ft (assist by N. Vonleh),40,31
123,2,7:17.0,Turnover by J. Simmons (lost ball; steal by E. Davis),,40,31
124,2,7:10.0,,C. McCollum misses 3-pt jump shot from 25 ft,40,31
125,2,7:07.0,Defensive rebound by S. Mack,,40,31
126,2,7:02.0,M. Speights makes 2-pt layup from 1 ft (assist by S. Mack),,42,31
127,2,7:02.0,,Portland full timeout,42,31
128,2,7:02.0,E. Payton enters the game for S. Mack,,42,31
129,2,6:47.0,,N. Vonleh misses 2-pt jump shot from 20 ft,42,31
130,2,6:43.0,,Offensive rebound by E. Davis,42,31
131,2,6:39.0,,S. Napier makes 3-pt jump shot from 24 ft (assist by C. McCollum),42,34
132,2,6:20.0,M. Speights makes 3-pt jump shot from 24 ft (assist by E. Payton),,45,34
133,2,6:01.0,,E. Turner misses 2-pt jump shot from 11 ft,45,34
134,2,5:59.0,Defensive rebound by B. Biyombo,,45,34
135,2,5:44.0,M. Speights makes 2-pt jump shot from 3 ft (assist by J. Simmons),,47,34
136,2,5:30.0,,N. Vonleh misses 2-pt jump shot from 20 ft,47,34
137,2,5:28.0,Defensive rebound by J. Simmons,,47,34
138,2,5:20.0,J. Simmons misses 2-pt jump shot from 16 ft,,47,34
139,2,5:17.0,,Defensive rebound by C. McCollum,47,34
140,2,5:06.0,,S. Napier makes 2-pt layup from 1 ft,47,36
141,2,4:42.0,M. Speights misses 3-pt jump shot from 26 ft,,47,36
142,2,4:40.0,,Defensive rebound by E. Davis,47,36
143,2,4:33.0,,S. Napier misses 2-pt jump shot from 19 ft,47,36
144,2,4:33.0,,Offensive rebound by Team,47,36
145,2,4:33.0,Loose ball foul by B. Biyombo (drawn by E. Davis),,47,36
146,2,4:33.0,,D. Lillard enters the game for E. Turner,47,36
147,2,4:33.0,,M. Harkless enters the game for S. Napier,47,36
148,2,4:33.0,,J. Nurkić enters the game for N. Vonleh,47,36
149,2,4:33.0,E. Fournier enters the game for M. Hezonja,,47,36
150,2,4:33.0,T. Ross enters the game for J. Simmons,,47,36
151,2,4:23.0,,C. McCollum makes 2-pt jump shot from 21 ft,47,38
152,2,4:23.0,Orlando full timeout,,47,38
153,2,4:23.0,,S. Napier enters the game for E. Davis,47,38
154,2,4:23.0,A. Gordon enters the game for M. Speights,,47,38
155,2,4:23.0,N. Vučević enters the game for B. Biyombo,,47,38
156,2,4:10.0,Turnover by N. Vučević (traveling),,47,38
157,2,3:54.0,,S. Napier makes 3-pt jump shot from 23 ft (assist by D. Lillard),47,41
158,2,3:42.0,E. Payton misses 2-pt jump shot from 20 ft,,47,41
159,2,3:42.0,,Defensive rebound by Team,47,41
160,2,3:42.0,Loose ball foul by E. Fournier (drawn by J. Nurkić),,47,41
161,2,3:27.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),47,43
162,2,3:05.0,E. Fournier misses 2-pt jump shot from 17 ft,,47,43
163,2,3:02.0,,Defensive rebound by M. Harkless,47,43
164,2,2:55.0,,C. McCollum makes 2-pt jump shot from 17 ft (assist by J. Nurkić),47,45
165,2,2:54.0,Orlando full timeout,,47,45
166,2,2:34.0,E. Fournier misses 2-pt layup at rim,,47,45
167,2,2:33.0,,Defensive rebound by C. McCollum,47,45
168,2,2:28.0,,D. Lillard misses 3-pt jump shot from 24 ft,47,45
169,2,2:25.0,,Offensive rebound by J. Nurkić,47,45
170,2,2:25.0,,J. Nurkić misses 2-pt layup at rim,47,45
171,2,2:24.0,Defensive rebound by N. Vučević,,47,45
172,2,2:17.0,Turnover by N. Vučević (bad pass; steal by S. Napier),,47,45
173,2,2:11.0,,D. Lillard makes 2-pt layup at rim (assist by C. McCollum),47,47
174,2,1:52.0,N. Vučević misses 2-pt layup at rim,,47,47
175,2,1:50.0,Offensive rebound by E. Payton,,47,47
176,2,1:46.0,E. Fournier misses 3-pt jump shot from 22 ft,,47,47
177,2,1:44.0,,Defensive rebound by Team,47,47
178,2,1:27.0,,J. Nurkić makes 2-pt jump shot from 22 ft (assist by S. Napier),47,49
179,2,1:13.0,Turnover by E. Payton (lost ball; steal by S. Napier),,47,49
180,2,0:57.0,,C. McCollum makes 2-pt layup from 1 ft (assist by J. Nurkić),47,51
181,2,0:49.0,Turnover by E. Payton (lost ball; steal by S. Napier),,47,51
182,2,0:44.0,,D. Lillard misses 2-pt layup from 3 ft,47,51
183,2,0:40.0,,Offensive rebound by J. Nurkić,47,51
184,2,0:40.0,,J. Nurkić misses 2-pt layup at rim,47,51
185,2,0:40.0,,Offensive rebound by J. Nurkić,47,51
186,2,0:39.0,,J. Nurkić misses 2-pt layup at rim,47,51
187,2,0:38.0,Defensive rebound by E. Fournier,,47,51
188,2,0:29.0,Personal foul by S. Napier (drawn by E. Payton),,47,51
189,2,0:24.0,Turnover by E. Fournier (out of bounds lost ball),,47,51
190,2,0:24.0,J. Simmons enters the game for E. Fournier,,47,51
191,2,0:14.0,,Personal foul by E. Payton (drawn by D. Lillard),47,51
192,2,0:14.0,,P. Connaughton enters the game for J. Nurkić,47,51
193,2,0:00.0,,Turnover by Team (shot clock),47,51
194,2,0:00.0,,J. Nurkić enters the game for P. Connaughton,47,51
195,3,11:40.0,N. Vučević misses 3-pt jump shot from 24 ft,,47,51
196,3,11:36.0,Offensive rebound by E. Payton,,47,51
197,3,11:33.0,T. Ross makes 2-pt dunk at rim,,49,51
198,3,11:18.0,,D. Lillard makes 3-pt jump shot from 22 ft,49,54
199,3,10:55.0,T. Ross misses 2-pt jump shot from 8 ft,,49,54
200,3,10:54.0,,Defensive rebound by D. Lillard,49,54
201,3,10:46.0,,J. Nurkić makes 2-pt jump shot from 11 ft (assist by D. Lillard),49,56
202,3,10:30.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),,51,56
203,3,10:11.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by P. Connaughton),51,59
204,3,9:58.0,E. Fournier misses 2-pt jump shot from 11 ft,,51,59
205,3,9:56.0,Offensive rebound by A. Gordon,,51,59
206,3,9:48.0,A. Gordon misses 3-pt jump shot from 24 ft,,51,59
207,3,9:45.0,,Defensive rebound by M. Harkless,51,59
208,3,9:39.0,,J. Nurkić misses 2-pt layup from 2 ft,51,59
209,3,9:37.0,Defensive rebound by N. Vučević,,51,59
210,3,9:26.0,N. Vučević misses 2-pt jump shot from 20 ft,,51,59
211,3,9:24.0,,Defensive rebound by P. Connaughton,51,59
212,3,9:10.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by D. Lillard),51,61
213,3,8:56.0,E. Fournier makes 2-pt jump shot from 19 ft (assist by E. Payton),,53,61
214,3,8:43.0,,J. Nurkić misses 2-pt jump shot from 16 ft,53,61
215,3,8:42.0,Defensive rebound by A. Gordon,,53,61
216,3,8:35.0,N. Vučević misses 3-pt jump shot from 25 ft,,53,61
217,3,8:33.0,,Defensive rebound by D. Lillard,53,61
218,3,8:22.0,,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),53,63
219,3,8:22.0,Orlando full timeout,,53,63
220,3,8:08.0,E. Fournier makes 2-pt layup from 3 ft,,55,63
221,3,7:49.0,,D. Lillard makes 3-pt jump shot from 26 ft,55,66
222,3,7:38.0,Turnover by A. Gordon (traveling),,55,66
223,3,7:26.0,,C. McCollum misses 2-pt jump shot from 11 ft,55,66
224,3,7:23.0,Defensive rebound by A. Gordon,,55,66
225,3,7:07.0,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),,57,66
226,3,6:47.0,,Turnover by P. Connaughton (step out of bounds),57,66
227,3,6:34.0,E. Payton misses 3-pt jump shot from 24 ft,,57,66
228,3,6:31.0,,Defensive rebound by J. Nurkić,57,66
229,3,6:25.0,,C. McCollum misses 2-pt jump shot from 4 ft,57,66
230,3,6:24.0,Defensive rebound by N. Vučević,,57,66
231,3,6:19.0,E. Payton misses 2-pt layup at rim,,57,66
232,3,6:19.0,,Defensive rebound by D. Lillard,57,66
233,3,6:12.0,,D. Lillard misses 2-pt layup from 1 ft,57,66
234,3,6:10.0,Defensive rebound by N. Vučević,,57,66
235,3,6:06.0,Shooting foul by C. McCollum (drawn by E. Fournier),,57,66
236,3,6:06.0,E. Fournier makes free throw 1 of 2,,58,66
237,3,6:06.0,,E. Davis enters the game for J. Nurkić,58,66
238,3,6:06.0,J. Simmons enters the game for T. Ross,,58,66
239,3,6:06.0,E. Fournier makes free throw 2 of 2,,59,66
240,3,5:46.0,,Shooting foul by J. Simmons (drawn by C. McCollum),59,66
241,3,5:46.0,,C. McCollum makes free throw 1 of 2,59,67
242,3,5:46.0,,E. Turner enters the game for P. Connaughton,59,67
243,3,5:46.0,,C. McCollum makes free throw 2 of 2,59,68
244,3,5:28.0,J. Simmons makes 2-pt layup from 1 ft,,61,68
245,3,5:28.0,Shooting foul by E. Turner (drawn by J. Simmons),,61,68
246,3,5:28.0,J. Simmons makes free throw 1 of 1,,62,68
247,3,5:09.0,,M. Harkless makes 2-pt layup at rim (assist by E. Turner),62,70
248,3,5:02.0,E. Payton misses 2-pt layup at rim,,62,70
249,3,5:00.0,,Defensive rebound by E. Davis,62,70
250,3,4:56.0,,Turnover by C. McCollum (lost ball; steal by A. Gordon),62,70
251,3,4:51.0,A. Gordon misses 3-pt jump shot from 24 ft,,62,70
252,3,4:47.0,Offensive rebound by E. Payton,,62,70
253,3,4:43.0,Shooting foul by M. Harkless (drawn by A. Gordon),,62,70
254,3,4:43.0,A. Gordon makes free throw 1 of 2,,63,70
255,3,4:43.0,A. Gordon makes free throw 2 of 2,,64,70
256,3,4:29.0,,D. Lillard misses 3-pt jump shot from 24 ft,64,70
257,3,4:26.0,Defensive rebound by N. Vučević,,64,70
258,3,4:19.0,E. Fournier misses 2-pt jump shot from 15 ft,,64,70
259,3,4:16.0,,Defensive rebound by E. Davis,64,70
260,3,4:04.0,,C. McCollum misses 3-pt jump shot from 23 ft,64,70
261,3,4:02.0,,Offensive rebound by E. Davis,64,70
262,3,4:02.0,,E. Davis makes 2-pt layup at rim,64,72
263,3,3:38.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),,67,72
264,3,3:14.0,,Turnover by E. Davis (lost ball; steal by A. Gordon),67,72
265,3,3:11.0,,N. Vonleh enters the game for M. Harkless,67,72
266,3,3:11.0,S. Mack enters the game for E. Payton,,67,72
267,3,3:11.0,,S. Napier enters the game for D. Lillard,67,72
268,3,2:55.0,Turnover by A. Gordon (lost ball; steal by C. McCollum),,67,72
269,3,2:44.0,,Turnover by E. Davis (offensive goaltending),67,72
270,3,2:44.0,,Portland full timeout,67,72
271,3,2:44.0,B. Biyombo enters the game for A. Gordon,,67,72
272,3,2:44.0,M. Speights enters the game for N. Vučević,,67,72
273,3,2:29.0,M. Speights misses 2-pt jump shot from 22 ft,,67,72
274,3,2:26.0,,Defensive rebound by E. Davis,67,72
275,3,2:13.0,,E. Turner misses 2-pt jump shot from 16 ft,67,72
276,3,2:11.0,Defensive rebound by J. Simmons,,67,72
277,3,2:06.0,Personal foul by C. McCollum (drawn by J. Simmons),,67,72
278,3,1:55.0,J. Simmons makes 2-pt hook shot from 4 ft,,69,72
279,3,1:31.0,,S. Napier makes 3-pt jump shot from 22 ft (assist by C. McCollum),69,75
280,3,1:18.0,,Offensive charge foul by J. Simmons (drawn by C. McCollum),69,75
281,3,1:18.0,Turnover by J. Simmons (offensive foul),,69,75
282,3,1:18.0,,J. Nurkić enters the game for E. Davis,69,75
283,3,1:02.0,,N. Vonleh misses 2-pt jump shot from 19 ft,69,75
284,3,1:00.0,Defensive rebound by M. Speights,,69,75
285,3,0:42.0,E. Fournier makes 2-pt jump shot from 18 ft,,71,75
286,3,0:31.0,,C. McCollum misses 2-pt layup from 4 ft (block by M. Speights),71,75
287,3,0:29.0,,Offensive rebound by C. McCollum,71,75
288,3,0:19.0,,E. Turner misses 2-pt jump shot from 17 ft,71,75
289,3,0:16.0,Defensive rebound by B. Biyombo,,71,75
290,3,0:00.0,B. Biyombo misses 2-pt hook shot from 13 ft,,71,75
291,3,0:00.0,Offensive rebound by Team,,71,75
292,4,11:49.0,,N. Vonleh misses 2-pt dunk from 2 ft (block by B. Biyombo),71,75
293,4,11:46.0,Defensive rebound by T. Ross,,71,75
294,4,11:25.0,J. Simmons misses 2-pt hook shot from 4 ft,,71,75
295,4,11:22.0,,Defensive rebound by N. Vonleh,71,75
296,4,11:02.0,,E. Turner makes 2-pt jump shot from 10 ft,71,77
297,4,10:50.0,T. Ross makes 3-pt jump shot from 23 ft (assist by S. Mack),,74,77
298,4,10:31.0,,D. Lillard misses 3-pt jump shot from 25 ft,74,77
299,4,10:28.0,Defensive rebound by T. Ross,,74,77
300,4,10:14.0,J. Simmons misses 2-pt layup from 2 ft,,74,77
301,4,10:12.0,,Defensive rebound by D. Lillard,74,77
302,4,10:09.0,,S. Napier misses 2-pt jump shot from 20 ft,74,77
303,4,10:08.0,Defensive rebound by M. Speights,,74,77
304,4,9:56.0,Offensive foul by B. Biyombo (drawn by S. Napier),,74,77
305,4,9:56.0,Turnover by B. Biyombo (offensive foul),,74,77
306,4,9:37.0,,D. Lillard makes 2-pt jump shot from 5 ft (assist by J. Nurkić),74,79
307,4,9:18.0,S. Mack makes 2-pt jump shot from 8 ft,,76,79
308,4,8:51.0,,Turnover by D. Lillard (traveling),76,79
309,4,8:26.0,S. Mack misses 2-pt layup from 1 ft (block by S. Napier),,76,79
310,4,8:23.0,Offensive rebound by S. Mack,,76,79
311,4,8:22.0,S. Mack makes 2-pt layup from 1 ft,,78,79
312,4,8:09.0,,J. Nurkić misses 2-pt hook shot from 4 ft,78,79
313,4,8:07.0,Defensive rebound by M. Speights,,78,79
314,4,7:59.0,T. Ross misses 3-pt jump shot from 25 ft,,78,79
315,4,7:56.0,,Defensive rebound by J. Nurkić,78,79
316,4,7:46.0,,Shooting foul by T. Ross (drawn by E. Turner),78,79
317,4,7:46.0,,E. Turner misses free throw 1 of 2,78,79
318,4,7:46.0,,Offensive rebound by Team,78,79
319,4,7:46.0,,C. McCollum enters the game for S. Napier,78,79
320,4,7:46.0,,M. Harkless enters the game for N. Vonleh,78,79
321,4,7:46.0,A. Gordon enters the game for M. Speights,,78,79
322,4,7:46.0,E. Fournier enters the game for S. Mack,,78,79
323,4,7:46.0,,E. Turner makes free throw 2 of 2,78,80
324,4,7:34.0,J. Simmons misses 2-pt jump shot from 16 ft,,78,80
325,4,7:31.0,,Defensive rebound by C. McCollum,78,80
326,4,7:21.0,,D. Lillard misses 3-pt jump shot from 25 ft,78,80
327,4,7:20.0,,Offensive rebound by Team,78,80
328,4,7:20.0,,Portland full timeout,78,80
329,4,7:20.0,,S. Napier enters the game for E. Turner,78,80
330,4,7:20.0,N. Vučević enters the game for B. Biyombo,,78,80
331,4,7:10.0,,Personal foul by J. Simmons (drawn by J. Nurkić),78,80
332,4,7:03.0,,Offensive foul by J. Nurkić (drawn by J. Simmons),78,80
333,4,7:03.0,,Turnover by J. Nurkić (offensive foul),78,80
334,4,6:52.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by T. Ross),,81,80
335,4,6:34.0,,S. Napier misses 2-pt layup at rim (block by E. Fournier),81,80
336,4,6:34.0,,Offensive rebound by Team,81,80
337,4,6:34.0,E. Payton enters the game for J. Simmons,,81,80
338,4,6:26.0,,C. McCollum misses 2-pt jump shot from 13 ft,81,80
339,4,6:25.0,Defensive rebound by E. Fournier,,81,80
340,4,6:15.0,A. Gordon misses 2-pt jump shot from 12 ft,,81,80
341,4,6:11.0,,Defensive rebound by D. Lillard,81,80
342,4,6:03.0,,J. Nurkić makes 2-pt hook shot from 5 ft,81,82
343,4,5:48.0,Turnover by E. Fournier (lost ball; steal by C. McCollum),,81,82
344,4,5:43.0,,Turnover by C. McCollum (bad pass),81,82
345,4,5:31.0,Offensive foul by E. Fournier (drawn by C. McCollum),,81,82
346,4,5:31.0,Turnover by E. Fournier (offensive foul),,81,82
347,4,5:13.0,,M. Harkless makes 2-pt dunk at rim (assist by S. Napier),81,84
348,4,4:59.0,E. Payton makes 2-pt jump shot from 13 ft,,83,84
349,4,4:32.0,,C. McCollum makes 3-pt jump shot from 27 ft,83,87
350,4,4:30.0,Orlando full timeout,,83,87
351,4,4:17.0,E. Fournier misses 2-pt layup from 1 ft,,83,87
352,4,4:15.0,,Defensive rebound by M. Harkless,83,87
353,4,3:55.0,,J. Nurkić misses 2-pt hook shot from 4 ft,83,87
354,4,3:53.0,,Offensive rebound by J. Nurkić,83,87
355,4,3:50.0,,J. Nurkić misses 2-pt hook shot from 4 ft,83,87
356,4,3:49.0,Defensive rebound by E. Fournier,,83,87
357,4,3:46.0,T. Ross misses 3-pt jump shot from 25 ft,,83,87
358,4,3:43.0,,Defensive rebound by D. Lillard,83,87
359,4,3:25.0,,Shooting foul by N. Vučević (drawn by D. Lillard),83,87
360,4,3:25.0,,D. Lillard makes free throw 1 of 2,83,88
361,4,3:25.0,J. Simmons enters the game for T. Ross,,83,88
362,4,3:25.0,,D. Lillard makes free throw 2 of 2,83,89
363,4,3:12.0,Personal foul by J. Nurkić (drawn by N. Vučević),,83,89
364,4,3:07.0,E. Payton makes 3-pt jump shot from 23 ft (assist by E. Fournier),,86,89
365,4,2:48.0,,C. McCollum misses 2-pt jump shot from 6 ft,86,89
366,4,2:47.0,Defensive rebound by N. Vučević,,86,89
367,4,2:35.0,E. Fournier misses 3-pt jump shot from 27 ft,,86,89
368,4,2:31.0,,Defensive rebound by D. Lillard,86,89
369,4,2:16.0,,S. Napier makes 3-pt jump shot from 24 ft (assist by D. Lillard),86,92
370,4,2:07.0,N. Vučević misses 3-pt jump shot from 24 ft,,86,92
371,4,2:04.0,,Defensive rebound by D. Lillard,86,92
372,4,1:43.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by J. Nurkić),86,95
373,4,1:43.0,Orlando full timeout,,86,95
374,4,1:34.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by J. Simmons),,89,95
375,4,1:16.0,,D. Lillard makes 2-pt layup at rim,89,97
376,4,1:11.0,Turnover by E. Payton (lost ball; steal by C. McCollum),,89,97
377,4,0:50.0,,D. Lillard misses 2-pt jump shot from 20 ft,89,97
378,4,0:48.0,Defensive rebound by N. Vučević,,89,97
379,4,0:42.0,J. Simmons makes 3-pt jump shot from 25 ft (assist by E. Payton),,92,97
380,4,0:20.0,,S. Napier makes 2-pt layup from 1 ft,92,99
381,4,0:20.0,Orlando full timeout,,92,99
382,4,0:06.0,Shooting foul by D. Lillard (drawn by J. Simmons),,92,99
383,4,0:06.0,J. Simmons makes free throw 1 of 2,,93,99
384,4,0:06.0,J. Simmons makes free throw 2 of 2,,94,99
385,4,0:02.0,,Personal take foul by E. Payton (drawn by C. McCollum),94,99
