,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BROOKLYN_ACTION,ATLANTA_SCORE,BROOKLYN_SCORE
0,1,11:45.0,K. Bazemore misses 2-pt jump shot from 19 ft,,0,0
1,1,11:41.0,,Defensive rebound by C. LeVert,0,0
2,1,11:30.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,0,0
3,1,11:28.0,Defensive rebound by D. Dedmon,,0,0
4,1,11:21.0,Turnover by K. Bazemore (bad pass),,0,0
5,1,11:03.0,,R. Hollis-Jefferson misses 2-pt layup from 4 ft,0,0
6,1,11:00.0,,Offensive rebound by D. Russell,0,0
7,1,10:47.0,,T. Mozgov misses 2-pt hook shot from 4 ft,0,0
8,1,10:45.0,Defensive rebound by E. İlyasova,,0,0
9,1,10:37.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by D. Schröder),,3,0
10,1,10:24.0,,Turnover by D. Russell (bad pass; steal by E. İlyasova),3,0
11,1,10:21.0,Shooting foul by C. LeVert (drawn by E. İlyasova),,3,0
12,1,10:21.0,E. İlyasova makes free throw 1 of 2,,4,0
13,1,10:21.0,E. İlyasova makes free throw 2 of 2,,5,0
14,1,10:07.0,,D. Russell misses 3-pt jump shot from 22 ft,5,0
15,1,10:03.0,,Offensive rebound by T. Mozgov,5,0
16,1,9:56.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by C. LeVert),5,2
17,1,9:40.0,D. Schröder makes 2-pt jump shot from 16 ft,,7,2
18,1,9:19.0,,C. LeVert misses 3-pt jump shot from 22 ft,7,2
19,1,9:17.0,Defensive rebound by D. Dedmon,,7,2
20,1,9:11.0,E. İlyasova misses 3-pt jump shot from 22 ft,,7,2
21,1,9:09.0,,Defensive rebound by R. Hollis-Jefferson,7,2
22,1,9:04.0,,Turnover by C. LeVert (step out of bounds),7,2
23,1,8:52.0,D. Schröder misses 2-pt jump shot from 16 ft,,7,2
24,1,8:49.0,,Defensive rebound by T. Mozgov,7,2
25,1,8:26.0,,D. Carroll makes 2-pt layup from 1 ft,7,4
26,1,8:10.0,Turnover by K. Bazemore (bad pass; steal by R. Hollis-Jefferson),,7,4
27,1,8:06.0,,Shooting foul by K. Bazemore (drawn by C. LeVert),7,4
28,1,8:06.0,,C. LeVert misses free throw 1 of 2,7,4
29,1,8:06.0,,Offensive rebound by Team,7,4
30,1,8:06.0,,Q. Acy enters the game for R. Hollis-Jefferson,7,4
31,1,8:06.0,,C. LeVert makes free throw 2 of 2,7,5
32,1,7:55.0,E. İlyasova misses 3-pt jump shot from 24 ft,,7,5
33,1,7:53.0,,Defensive rebound by Q. Acy,7,5
34,1,7:45.0,,D. Carroll misses 3-pt jump shot from 24 ft,7,5
35,1,7:43.0,Defensive rebound by D. Dedmon,,7,5
36,1,7:26.0,K. Bazemore misses 2-pt layup from 6 ft,,7,5
37,1,7:26.0,,Defensive rebound by Team,7,5
38,1,7:05.0,,Turnover by C. LeVert (lost ball; steal by D. Schröder),7,5
39,1,7:03.0,Shooting foul by Q. Acy (drawn by T. Prince),,7,5
40,1,7:03.0,,Brooklyn full timeout,7,5
41,1,7:03.0,M. Belinelli enters the game for D. Dedmon,,7,5
42,1,7:03.0,J. Collins enters the game for K. Bazemore,,7,5
43,1,7:03.0,T. Prince makes free throw 1 of 2,,8,5
44,1,7:03.0,T. Prince makes free throw 2 of 2,,9,5
45,1,6:45.0,,Q. Acy misses 2-pt jump shot from 17 ft,9,5
46,1,6:41.0,Defensive rebound by J. Collins,,9,5
47,1,6:35.0,Shooting foul by Q. Acy (drawn by M. Belinelli),,9,5
48,1,6:35.0,M. Belinelli makes free throw 1 of 2,,10,5
49,1,6:35.0,,A. Crabbe enters the game for C. LeVert,10,5
50,1,6:35.0,M. Belinelli makes free throw 2 of 2,,11,5
51,1,6:24.0,,Q. Acy misses 3-pt jump shot from 25 ft,11,5
52,1,6:20.0,Defensive rebound by E. İlyasova,,11,5
53,1,6:12.0,J. Collins misses 2-pt hook shot from 6 ft,,11,5
54,1,6:10.0,,Defensive rebound by D. Russell,11,5
55,1,6:04.0,,Shooting foul by T. Prince (drawn by D. Carroll),11,5
56,1,6:04.0,,D. Carroll makes free throw 1 of 2,11,6
57,1,6:04.0,,T. Booker enters the game for T. Mozgov,11,6
58,1,6:04.0,M. Muscala enters the game for E. İlyasova,,11,6
59,1,6:04.0,,D. Carroll makes free throw 2 of 2,11,7
60,1,5:52.0,J. Collins misses 2-pt jump shot from 17 ft,,11,7
61,1,5:47.0,Offensive rebound by M. Muscala,,11,7
62,1,5:40.0,D. Schröder misses 2-pt layup from 7 ft,,11,7
63,1,5:40.0,Offensive rebound by J. Collins,,11,7
64,1,5:39.0,J. Collins misses 2-pt layup from 2 ft,,11,7
65,1,5:38.0,,Defensive rebound by T. Booker,11,7
66,1,5:35.0,,A. Crabbe makes 2-pt layup from 6 ft (assist by D. Russell),11,9
67,1,5:13.0,Turnover by M. Belinelli (bad pass; steal by D. Russell),,11,9
68,1,5:11.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Russell),11,11
69,1,5:00.0,,Offensive charge foul by J. Collins (drawn by Q. Acy),11,11
70,1,5:00.0,Turnover by J. Collins (offensive foul),,11,11
71,1,4:53.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Russell),11,14
72,1,4:49.0,Atlanta full timeout,,11,14
73,1,4:40.0,D. Schröder makes 2-pt layup from 1 ft (assist by T. Prince),,13,14
74,1,4:26.0,,Q. Acy misses 3-pt jump shot from 23 ft,13,14
75,1,4:23.0,Defensive rebound by M. Belinelli,,13,14
76,1,4:07.0,D. Schröder misses 2-pt layup at rim,,13,14
77,1,4:04.0,Offensive rebound by J. Collins,,13,14
