,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
0,1,11:54.0,,R. Covington misses 3-pt jump shot from 25 ft,0,0
1,1,11:52.0,Defensive rebound by Team,,0,0
2,1,11:52.0,,Loose ball foul by E. İlyasova (drawn by D. Carroll),0,0
3,1,11:29.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,3,0
4,1,11:10.0,,B. Simmons misses 2-pt jump shot from 15 ft,3,0
5,1,11:07.0,Defensive rebound by D. Carroll,,3,0
6,1,10:53.0,J. Harris misses 3-pt jump shot from 25 ft,,3,0
7,1,10:50.0,,Defensive rebound by E. İlyasova,3,0
8,1,10:43.0,,E. İlyasova misses 2-pt layup from 3 ft,3,0
9,1,10:41.0,Defensive rebound by J. Allen,,3,0
10,1,10:35.0,J. Harris misses 2-pt layup from 5 ft (block by R. Covington),,3,0
11,1,10:32.0,,Defensive rebound by A. Johnson,3,0
12,1,10:30.0,,R. Covington misses 2-pt layup from 2 ft (block by R. Hollis-Jefferson),3,0
13,1,10:30.0,Defensive rebound by Team,,3,0
14,1,10:24.0,Personal foul by B. Simmons (drawn by R. Hollis-Jefferson),,3,0
15,1,10:06.0,J. Harris misses 3-pt jump shot from 26 ft,,3,0
16,1,10:02.0,,Defensive rebound by R. Covington,3,0
17,1,9:49.0,,E. İlyasova misses 3-pt jump shot from 27 ft,3,0
18,1,9:46.0,Defensive rebound by R. Hollis-Jefferson,,3,0
19,1,9:45.0,Turnover by R. Hollis-Jefferson (bad pass; steal by B. Simmons),,3,0
20,1,9:38.0,,B. Simmons makes 2-pt layup from 1 ft,3,2
21,1,9:30.0,D. Carroll misses 3-pt jump shot from 24 ft,,3,2
22,1,9:30.0,,Defensive rebound by B. Simmons,3,2
23,1,9:18.0,,Turnover by R. Covington (bad pass; steal by D. Russell),3,2
24,1,9:03.0,J. Harris misses 3-pt jump shot from 25 ft,,3,2
25,1,9:00.0,,Defensive rebound by B. Simmons,3,2
26,1,8:53.0,,B. Simmons makes 2-pt layup from 3 ft,3,4
27,1,8:39.0,Personal foul by R. Covington (drawn by J. Allen),,3,4
28,1,8:31.0,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Russell),,6,4
29,1,8:13.0,,R. Covington misses 2-pt layup from 4 ft (block by J. Allen),6,4
30,1,8:10.0,,Offensive rebound by E. İlyasova,6,4
31,1,8:08.0,,E. İlyasova misses 3-pt jump shot from 26 ft,6,4
32,1,8:04.0,,Offensive rebound by E. İlyasova,6,4
33,1,8:01.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by E. İlyasova),6,7
34,1,7:38.0,D. Carroll misses 2-pt layup from 2 ft,,6,7
35,1,7:37.0,,Defensive rebound by R. Covington,6,7
36,1,7:32.0,,B. Simmons makes 2-pt dunk from 1 ft,6,9
37,1,7:32.0,Brooklyn full timeout,,6,9
38,1,7:32.0,,M. Belinelli enters the game for J. Redick,6,9
39,1,7:32.0,,T. McConnell enters the game for E. İlyasova,6,9
40,1,7:20.0,D. Russell makes 3-pt jump shot from 27 ft,,9,9
41,1,7:04.0,,M. Belinelli makes 2-pt jump shot from 22 ft (assist by T. McConnell),9,11
42,1,6:50.0,Turnover by J. Harris (bad pass; steal by R. Covington),,9,11
43,1,6:48.0,,Turnover by B. Simmons (bad pass),9,11
44,1,6:48.0,S. Dinwiddie enters the game for D. Carroll,,9,11
45,1,6:25.0,Shooting foul by R. Covington (drawn by J. Allen),,9,11
46,1,6:25.0,J. Allen makes free throw 1 of 2,,10,11
47,1,6:25.0,Q. Acy enters the game for R. Hollis-Jefferson,,10,11
48,1,6:25.0,J. Allen misses free throw 2 of 2,,10,11
49,1,6:21.0,,Defensive rebound by B. Simmons,10,11
50,1,6:15.0,,Shooting foul by J. Harris (drawn by M. Belinelli),10,11
51,1,6:15.0,,M. Belinelli misses free throw 1 of 2,10,11
52,1,6:15.0,,Offensive rebound by Team,10,11
53,1,6:15.0,,R. Holmes enters the game for A. Johnson,10,11
54,1,6:15.0,,E. İlyasova enters the game for R. Covington,10,11
55,1,6:15.0,,M. Belinelli makes free throw 2 of 2,10,12
56,1,6:03.0,D. Russell misses 3-pt jump shot from 27 ft,,10,12
57,1,5:59.0,,Defensive rebound by B. Simmons,10,12
58,1,5:56.0,C. LeVert enters the game for D. Russell,,10,12
59,1,5:54.0,,M. Belinelli makes 2-pt jump shot from 18 ft (assist by B. Simmons),10,14
60,1,5:54.0,,Shooting foul by C. LeVert (drawn by M. Belinelli),10,14
61,1,5:54.0,,M. Belinelli makes free throw 1 of 1,10,15
62,1,5:38.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,10,15
63,1,5:34.0,,Defensive rebound by B. Simmons,10,15
64,1,5:29.0,,B. Simmons misses 2-pt layup from 14 ft (block by Q. Acy),10,15
65,1,5:25.0,Defensive rebound by S. Dinwiddie,,10,15
66,1,5:25.0,J. Harris makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),,13,15
67,1,5:03.0,,M. Belinelli misses 3-pt jump shot from 23 ft,13,15
68,1,5:03.0,Defensive rebound by S. Dinwiddie,,13,15
69,1,4:52.0,Q. Acy makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,16,15
70,1,4:50.0,,Philadelphia full timeout,16,15
71,1,4:50.0,D. Cunningham enters the game for J. Allen,,16,15
72,1,4:30.0,,T. McConnell misses 2-pt jump shot from 7 ft,16,15
73,1,4:26.0,Defensive rebound by S. Dinwiddie,,16,15
74,1,4:15.0,C. LeVert misses 2-pt jump shot from 13 ft,,16,15
75,1,4:13.0,Offensive rebound by Team,,16,15
76,1,4:13.0,D. Carroll enters the game for J. Harris,,16,15
77,1,4:07.0,S. Dinwiddie makes 3-pt jump shot from 24 ft,,19,15
78,1,3:48.0,,B. Simmons makes 2-pt hook shot from 5 ft,19,17
79,1,3:31.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,22,17
80,1,3:15.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by T. McConnell),22,20
81,1,2:56.0,D. Cunningham misses 3-pt jump shot from 26 ft,,22,20
82,1,2:53.0,,Defensive rebound by T. McConnell,22,20
83,1,2:48.0,,T. McConnell makes 2-pt jump shot from 21 ft,22,22
84,1,2:30.0,D. Carroll misses 3-pt jump shot from 26 ft,,22,22
85,1,2:27.0,,Defensive rebound by B. Simmons,22,22
86,1,2:23.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by B. Simmons),22,25
87,1,1:54.0,Q. Acy misses 3-pt jump shot from 25 ft,,22,25
88,1,1:49.0,Offensive rebound by D. Cunningham,,22,25
89,1,1:44.0,C. LeVert misses 3-pt jump shot from 25 ft,,22,25
90,1,1:41.0,,Defensive rebound by B. Simmons,22,25
91,1,1:39.0,,Shooting foul by C. LeVert (drawn by E. İlyasova),22,25
92,1,1:39.0,,E. İlyasova misses free throw 1 of 2,22,25
93,1,1:39.0,,Offensive rebound by Team,22,25
94,1,1:39.0,,J. Redick enters the game for T. McConnell,22,25
95,1,1:39.0,,M. Fultz enters the game for B. Simmons,22,25
96,1,1:39.0,,E. İlyasova makes free throw 2 of 2,22,26
97,1,1:18.0,D. Cunningham misses 2-pt layup from 2 ft (block by R. Holmes),,22,26
98,1,1:15.0,,Defensive rebound by E. İlyasova,22,26
99,1,1:10.0,,Turnover by M. Fultz (out of bounds lost ball),22,26
100,1,0:53.0,C. LeVert misses 2-pt jump shot from 15 ft,,22,26
101,1,0:53.0,,Defensive rebound by E. İlyasova,22,26
102,1,0:33.0,,R. Holmes misses 2-pt jump shot from 7 ft (block by Q. Acy),22,26
103,1,0:29.0,Defensive rebound by S. Dinwiddie,,22,26
104,1,0:28.0,C. LeVert misses 3-pt jump shot from 26 ft,,22,26
105,1,0:23.0,,Defensive rebound by E. İlyasova,22,26
106,1,0:03.0,,R. Holmes makes 2-pt dunk from 2 ft (assist by M. Fultz),22,28
107,2,11:48.0,S. Dinwiddie misses 2-pt layup from 3 ft,,22,28
108,2,11:45.0,,Defensive rebound by J. Anderson,22,28
109,2,11:36.0,,Personal foul by C. LeVert (drawn by R. Holmes),22,28
110,2,11:36.0,D. Russell enters the game for C. LeVert,,22,28
111,2,11:28.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by J. Redick),22,31
112,2,11:14.0,N. Stauskas misses 3-pt jump shot from 25 ft,,22,31
113,2,11:11.0,,Defensive rebound by R. Holmes,22,31
114,2,11:04.0,,M. Fultz makes 2-pt jump shot from 3 ft,22,33
115,2,10:45.0,Turnover by D. Russell (bad pass; steal by J. Anderson),,22,33
116,2,10:45.0,,Personal foul by Q. Acy (drawn by J. Anderson),22,33
117,2,10:45.0,J. Allen enters the game for Q. Acy,,22,33
118,2,10:35.0,,R. Covington misses 2-pt jump shot from 21 ft,22,33
119,2,10:33.0,Defensive rebound by D. Russell,,22,33
120,2,10:31.0,D. Carroll misses 2-pt layup from 3 ft (block by J. Redick),,22,33
121,2,10:31.0,Offensive rebound by Team,,22,33
122,2,10:23.0,Personal foul by M. Fultz (drawn by J. Allen),,22,33
123,2,10:14.0,Turnover by D. Carroll (lost ball; steal by R. Covington),,22,33
