,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,HOUSTON_ACTION,BROOKLYN_SCORE,HOUSTON_SCORE
35,1,6:31.0,,R. Anderson misses 3-pt jump shot from 24 ft,12,17
36,1,6:28.0,,Offensive rebound by C. Capela,12,17
37,1,6:27.0,,C. Paul makes 3-pt jump shot from 23 ft (assist by C. Capela),12,20
38,1,6:26.0,Brooklyn full timeout,,12,20
39,1,6:26.0,,E. Gordon enters the game for C. Paul,12,20
40,1,6:03.0,T. Zeller misses 3-pt jump shot from 23 ft,,12,20
41,1,6:01.0,,Defensive rebound by J. Harden,12,20
42,1,5:57.0,,Offensive foul by C. Capela (drawn by S. Dinwiddie),12,20
43,1,5:57.0,,Turnover by C. Capela (offensive foul),12,20
44,1,5:57.0,S. Kilpatrick enters the game for C. LeVert,,12,20
45,1,5:37.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,12,20
46,1,5:35.0,,Defensive rebound by Team,12,20
47,1,5:35.0,,P. Tucker enters the game for T. Ariza,12,20
48,1,5:35.0,,L. Mbah a Moute enters the game for R. Anderson,12,20
49,1,5:23.0,,E. Gordon makes 2-pt layup at rim (assist by J. Harden),12,22
50,1,5:23.0,,Shooting foul by S. Kilpatrick (drawn by E. Gordon),12,22
51,1,5:23.0,,E. Gordon makes free throw 1 of 1,12,23
52,1,5:11.0,Turnover by J. Harris (step out of bounds),,12,23
53,1,5:01.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Capela),12,26
54,1,4:51.0,T. Zeller makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,14,26
55,1,4:51.0,Shooting foul by C. Capela (drawn by T. Zeller),,14,26
56,1,4:51.0,,T. Black enters the game for C. Capela,14,26
57,1,4:51.0,Q. Acy enters the game for T. Booker,,14,26
58,1,4:51.0,T. Zeller makes free throw 1 of 1,,15,26
59,1,4:43.0,,Personal foul by S. Dinwiddie (drawn by E. Gordon),15,26
60,1,4:43.0,J. Allen enters the game for S. Dinwiddie,,15,26
61,1,4:43.0,I. Whitehead enters the game for T. Zeller,,15,26
62,1,4:42.0,,Offensive foul by J. Harden (drawn by J. Harris),15,26
63,1,4:42.0,,Turnover by J. Harden (offensive foul),15,26
64,1,4:30.0,Q. Acy misses 3-pt jump shot from 23 ft,,15,26
65,1,4:25.0,,Defensive rebound by L. Mbah a Moute,15,26
66,1,4:19.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by L. Mbah a Moute),15,29
67,1,3:58.0,I. Whitehead makes 2-pt layup from 1 ft,,17,29
68,1,3:53.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by J. Harden),17,32
69,1,3:30.0,Turnover by J. Harris (bad pass; steal by L. Mbah a Moute),,17,32
70,1,3:23.0,,J. Harden makes 3-pt jump shot from 24 ft,17,35
71,1,3:23.0,,Shooting foul by S. Kilpatrick (drawn by J. Harden),17,35
72,1,3:23.0,,J. Harden makes free throw 1 of 1,17,36
73,1,3:10.0,Q. Acy misses 3-pt jump shot from 25 ft,,17,36
74,1,3:06.0,,Defensive rebound by J. Harden,17,36
75,1,3:01.0,,T. Black makes 2-pt dunk at rim (assist by J. Harden),17,38
76,1,3:01.0,,Shooting foul by I. Whitehead (drawn by T. Black),17,38
77,1,3:01.0,C. LeVert enters the game for J. Harris,,17,38
78,1,3:01.0,,T. Black misses free throw 1 of 1,17,38
79,1,3:01.0,Defensive rebound by J. Allen,,17,38
80,1,2:52.0,I. Whitehead misses 3-pt jump shot from 24 ft,,17,38
81,1,2:49.0,,Defensive rebound by E. Gordon,17,38
82,1,2:44.0,,E. Gordon misses 3-pt jump shot from 28 ft,17,38
83,1,2:42.0,Defensive rebound by S. Kilpatrick,,17,38
84,1,2:35.0,S. Kilpatrick makes 2-pt layup from 1 ft,,19,38
85,1,2:16.0,,P. Tucker misses 3-pt jump shot from 25 ft,19,38
86,1,2:13.0,Defensive rebound by S. Kilpatrick,,19,38
87,1,1:53.0,C. LeVert misses 3-pt jump shot from 24 ft,,19,38
88,1,1:49.0,,Defensive rebound by T. Black,19,38
89,1,1:41.0,,J. Harden makes 2-pt layup at rim,19,40
90,1,1:28.0,I. Whitehead makes 2-pt layup at rim,,21,40
91,1,1:28.0,Shooting foul by P. Tucker (drawn by I. Whitehead),,21,40
92,1,1:28.0,,Houston full timeout,21,40
93,1,1:28.0,,C. Paul enters the game for J. Harden,21,40
94,1,1:28.0,I. Whitehead makes free throw 1 of 1,,22,40
95,1,1:14.0,,L. Mbah a Moute misses 3-pt jump shot from 22 ft,22,40
96,1,1:12.0,,Offensive rebound by T. Black,22,40
97,1,1:11.0,,Turnover by T. Black (out of bounds lost ball),22,40
98,1,0:50.0,Q. Acy makes 2-pt jump shot from 15 ft (assist by S. Kilpatrick),,24,40
99,1,0:43.0,,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by P. Tucker),24,43
100,1,0:35.0,I. Whitehead makes 2-pt layup at rim,,26,43
101,1,0:28.0,,E. Gordon misses 3-pt jump shot from 24 ft,26,43
102,1,0:25.0,Defensive rebound by C. LeVert,,26,43
103,1,0:02.0,C. LeVert misses 3-pt jump shot from 25 ft,,26,43
104,1,0:02.0,,Defensive rebound by E. Gordon,26,43
105,2,11:42.0,C. LeVert makes 2-pt jump shot from 12 ft,,28,43
106,2,11:21.0,,E. Gordon misses 3-pt jump shot from 23 ft,28,43
107,2,11:17.0,Defensive rebound by I. Whitehead,,28,43
108,2,11:13.0,C. LeVert misses 3-pt jump shot from 25 ft,,28,43
109,2,11:09.0,Offensive rebound by J. Allen,,28,43
110,2,11:00.0,Turnover by I. Whitehead (lost ball; steal by P. Tucker),,28,43
111,2,10:50.0,,T. Ariza misses 3-pt jump shot from 25 ft,28,43
112,2,10:47.0,Defensive rebound by J. Allen,,28,43
113,2,10:33.0,I. Whitehead makes 3-pt jump shot from 25 ft (assist by C. LeVert),,31,43
114,2,10:25.0,,E. Gordon misses 3-pt jump shot from 22 ft,31,43
115,2,10:22.0,Defensive rebound by S. Kilpatrick,,31,43
116,2,10:10.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,31,43
117,2,10:07.0,,Defensive rebound by C. Paul,31,43
118,2,9:59.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by C. Paul),31,46
119,2,9:37.0,I. Whitehead misses 3-pt jump shot from 25 ft,,31,46
120,2,9:33.0,,Defensive rebound by P. Tucker,31,46
121,2,9:30.0,,E. Gordon misses 2-pt layup from 1 ft (block by T. Mozgov),31,46
122,2,9:29.0,Defensive rebound by J. Allen,,31,46
123,2,9:27.0,Turnover by J. Allen (bad pass; steal by C. Paul),,31,46
124,2,9:24.0,,E. Gordon makes 2-pt layup from 1 ft (assist by C. Paul),31,48
125,2,9:14.0,Personal foul by P. Tucker (drawn by S. Kilpatrick),,31,48
126,2,9:14.0,,C. Capela enters the game for P. Tucker,31,48
127,2,9:14.0,T. Booker enters the game for J. Allen,,31,48
128,2,9:08.0,Turnover by C. LeVert (out of bounds lost ball),,31,48
129,2,8:57.0,,C. Capela misses 2-pt layup at rim,31,48
130,2,8:56.0,Defensive rebound by T. Mozgov,,31,48
131,2,8:49.0,I. Whitehead makes 2-pt layup from 1 ft,,33,48
132,2,8:49.0,Shooting foul by R. Anderson (drawn by I. Whitehead),,33,48
133,2,8:49.0,S. Dinwiddie enters the game for S. Kilpatrick,,33,48
134,2,8:49.0,I. Whitehead makes free throw 1 of 1,,34,48
135,2,8:30.0,,T. Ariza misses 3-pt jump shot from 23 ft,34,48
136,2,8:26.0,Defensive rebound by T. Booker,,34,48
137,2,8:17.0,Turnover by I. Whitehead (bad pass; steal by C. Paul),,34,48
138,2,8:09.0,,Personal foul by I. Whitehead (drawn by C. Paul),34,48
139,2,8:04.0,,Turnover by E. Gordon (bad pass; steal by T. Booker),34,48
140,2,7:53.0,C. LeVert misses 3-pt jump shot from 23 ft,,34,48
141,2,7:49.0,,Defensive rebound by E. Gordon,34,48
142,2,7:41.0,,Shooting foul by C. LeVert (drawn by C. Capela),34,48
143,2,7:41.0,,C. Capela misses free throw 1 of 2,34,48
144,2,7:41.0,,Offensive rebound by Team,34,48
145,2,7:41.0,,J. Harden enters the game for E. Gordon,34,48
146,2,7:41.0,,C. Capela makes free throw 2 of 2,34,49
147,2,7:19.0,C. LeVert makes 2-pt jump shot from 5 ft (assist by S. Dinwiddie),,36,49
148,2,7:05.0,,T. Ariza misses 3-pt jump shot from 23 ft,36,49
149,2,7:05.0,Defensive rebound by I. Whitehead,,36,49
150,2,6:59.0,I. Whitehead misses 2-pt layup at rim (block by C. Capela),,36,49
151,2,6:55.0,,Defensive rebound by C. Paul,36,49
152,2,6:54.0,,Shooting foul by T. Mozgov (drawn by C. Capela),36,49
153,2,6:54.0,,Houston full timeout,36,49
154,2,6:54.0,,C. Capela makes free throw 1 of 2,36,50
155,2,6:54.0,,C. Capela makes free throw 2 of 2,36,51
156,2,6:47.0,Turnover by I. Whitehead (bad pass),,36,51
157,2,6:38.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by C. Paul),36,54
158,2,6:22.0,Brooklyn full timeout,,36,54
159,2,6:22.0,J. Harris enters the game for I. Whitehead,,36,54
160,2,6:15.0,S. Dinwiddie makes 2-pt layup from 1 ft,,38,54
161,2,5:59.0,,C. Capela misses 2-pt dunk at rim (block by T. Mozgov),38,54
162,2,5:54.0,,Offensive rebound by C. Capela,38,54
163,2,5:50.0,,C. Paul misses 3-pt jump shot from 24 ft,38,54
164,2,5:47.0,Defensive rebound by T. Mozgov,,38,54
165,2,5:41.0,T. Mozgov makes 2-pt dunk at rim (assist by J. Harris),,40,54
166,2,5:27.0,,C. Capela makes 2-pt dunk at rim (assist by C. Paul),40,56
167,2,5:11.0,C. LeVert makes 2-pt layup from 1 ft (assist by T. Booker),,42,56
168,2,5:03.0,,Turnover by T. Ariza (out of bounds lost ball),42,56
169,2,5:03.0,,E. Gordon enters the game for C. Paul,42,56
170,2,5:03.0,,L. Mbah a Moute enters the game for R. Anderson,42,56
171,2,4:41.0,C. LeVert makes 2-pt jump shot from 9 ft (assist by S. Dinwiddie),,44,56
172,2,4:31.0,Violation by S. Dinwiddie (kicked ball),,44,56
173,2,4:31.0,Q. Acy enters the game for T. Mozgov,,44,56
174,2,4:31.0,T. Zeller enters the game for T. Booker,,44,56
175,2,4:16.0,,T. Ariza misses 3-pt jump shot from 24 ft,44,56
176,2,4:14.0,Defensive rebound by C. LeVert,,44,56
177,2,4:05.0,C. LeVert makes 2-pt jump shot from 10 ft,,46,56
178,2,3:52.0,,C. Capela makes 2-pt layup from 1 ft (assist by E. Gordon),46,58
179,2,3:43.0,J. Harris misses 3-pt jump shot from 25 ft,,46,58
180,2,3:39.0,,Defensive rebound by J. Harden,46,58
181,2,3:32.0,,L. Mbah a Moute misses 2-pt layup at rim (block by T. Zeller),46,58
182,2,3:29.0,Defensive rebound by S. Dinwiddie,,46,58
183,2,3:27.0,C. LeVert makes 2-pt dunk at rim (assist by S. Dinwiddie),,48,58
184,2,3:08.0,,L. Mbah a Moute misses 3-pt jump shot from 23 ft,48,58
185,2,3:06.0,Defensive rebound by J. Harris,,48,58
186,2,2:50.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by T. Zeller),,51,58
187,2,2:48.0,,Houston full timeout,51,58
188,2,2:48.0,,P. Tucker enters the game for C. Capela,51,58
189,2,2:37.0,,J. Harden makes 3-pt jump shot from 25 ft,51,61
190,2,2:16.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,51,61
191,2,2:15.0,,Defensive rebound by Team,51,61
192,2,2:15.0,,C. Paul enters the game for T. Ariza,51,61
193,2,1:51.0,,J. Harden misses 2-pt layup at rim,51,61
194,2,1:49.0,Defensive rebound by Team,,51,61
195,2,1:32.0,C. LeVert misses 2-pt layup from 1 ft (block by J. Harden),,51,61
196,2,1:32.0,,Defensive rebound by Team,51,61
197,2,1:20.0,,E. Gordon makes 3-pt jump shot from 23 ft (assist by C. Paul),51,64
198,2,1:08.0,T. Zeller makes 2-pt hook shot from 6 ft (assist by C. LeVert),,53,64
199,2,1:00.0,,E. Gordon misses 3-pt jump shot from 24 ft,53,64
200,2,0:57.0,Defensive rebound by Q. Acy,,53,64
201,2,0:49.0,S. Dinwiddie makes 2-pt layup from 1 ft (assist by T. Zeller),,55,64
202,2,0:32.0,,E. Gordon misses 3-pt jump shot from 25 ft,55,64
203,2,0:28.0,Defensive rebound by Q. Acy,,55,64
204,2,0:06.0,Turnover by Team (shot clock),,55,64
205,2,0:00.0,,J. Harden makes 2-pt layup from 1 ft,55,66
206,3,11:38.0,T. Booker makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,58,66
207,3,11:19.0,,Turnover by J. Harden (bad pass; steal by C. LeVert),58,66
208,3,11:15.0,S. Dinwiddie makes 2-pt layup at rim (assist by T. Booker),,60,66
209,3,10:59.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by C. Paul),60,69
210,3,10:59.0,,Shooting foul by T. Booker (drawn by R. Anderson),60,69
211,3,10:59.0,,R. Anderson misses free throw 1 of 1,60,69
212,3,10:57.0,Defensive rebound by T. Booker,,60,69
213,3,10:46.0,T. Zeller makes 3-pt jump shot from 23 ft (assist by C. LeVert),,63,69
214,3,10:29.0,,Turnover by R. Anderson (lost ball; steal by C. LeVert),63,69
215,3,10:24.0,J. Harris makes 2-pt layup at rim (assist by S. Dinwiddie),,65,69
216,3,10:09.0,,C. Capela makes 2-pt layup from 1 ft (assist by R. Anderson),65,71
217,3,9:53.0,Personal foul by T. Ariza (drawn by C. LeVert),,65,71
218,3,9:46.0,T. Booker misses 2-pt hook shot from 4 ft,,65,71
219,3,9:43.0,,Defensive rebound by J. Harden,65,71
220,3,9:38.0,,Turnover by J. Harden (out of bounds lost ball),65,71
221,3,9:15.0,J. Harris misses 2-pt layup from 4 ft,,65,71
222,3,9:08.0,Offensive rebound by T. Zeller,,65,71
223,3,9:08.0,T. Zeller makes 2-pt layup at rim,,67,71
224,3,9:01.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),67,74
225,3,8:51.0,T. Zeller misses 2-pt jump shot from 5 ft,,67,74
226,3,8:49.0,,Defensive rebound by T. Ariza,67,74
227,3,8:40.0,,T. Ariza makes 2-pt layup from 1 ft (assist by C. Paul),67,76
228,3,8:20.0,J. Harris misses 3-pt jump shot from 25 ft,,67,76
229,3,8:18.0,Offensive rebound by Team,,67,76
230,3,8:18.0,Personal foul by C. Capela (drawn by T. Booker),,67,76
231,3,7:59.0,C. LeVert misses 2-pt jump shot from 12 ft,,67,76
232,3,7:57.0,,Defensive rebound by T. Ariza,67,76
233,3,7:51.0,,Turnover by J. Harden (bad pass),67,76
234,3,7:39.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,67,76
235,3,7:37.0,,Defensive rebound by Team,67,76
236,3,7:37.0,Loose ball foul by T. Zeller (drawn by T. Ariza),,67,76
237,3,7:28.0,,R. Anderson misses 3-pt jump shot from 25 ft,67,76
238,3,7:26.0,Defensive rebound by T. Booker,,67,76
239,3,7:11.0,J. Harris misses 2-pt layup at rim (block by J. Harden),,67,76
240,3,7:09.0,,Defensive rebound by Team,67,76
241,3,7:00.0,,C. Capela makes 2-pt dunk from 1 ft (assist by C. Paul),67,78
242,3,7:00.0,Brooklyn full timeout,,67,78
243,3,7:00.0,,E. Gordon enters the game for C. Paul,67,78
244,3,7:00.0,S. Kilpatrick enters the game for C. LeVert,,67,78
245,3,7:00.0,J. Allen enters the game for T. Zeller,,67,78
246,3,6:36.0,J. Harris misses 2-pt layup from 1 ft (block by C. Capela),,67,78
247,3,6:35.0,,Defensive rebound by T. Ariza,67,78
248,3,6:14.0,,E. Gordon makes 2-pt layup from 1 ft (assist by J. Harden),67,80
249,3,6:07.0,Shooting foul by E. Gordon (drawn by S. Kilpatrick),,67,80
250,3,6:07.0,S. Kilpatrick makes free throw 1 of 2,,68,80
251,3,6:07.0,S. Kilpatrick makes free throw 2 of 2,,69,80
252,3,5:58.0,,Turnover by C. Capela (traveling),69,80
253,3,5:50.0,Personal foul by T. Ariza (drawn by J. Harris),,69,80
254,3,5:50.0,,L. Mbah a Moute enters the game for T. Ariza,69,80
255,3,5:50.0,,P. Tucker enters the game for R. Anderson,69,80
256,3,5:48.0,S. Dinwiddie misses 2-pt layup from 1 ft,,69,80
257,3,5:46.0,,Defensive rebound by E. Gordon,69,80
258,3,5:37.0,,Def 3 sec tech foul by J. Allen,69,80
259,3,5:37.0,,J. Harden makes technical free throw,69,81
260,3,5:25.0,,Shooting foul by J. Allen (drawn by L. Mbah a Moute),69,81
261,3,5:25.0,,L. Mbah a Moute makes free throw 1 of 2,69,82
262,3,5:25.0,,L. Mbah a Moute makes free throw 2 of 2,69,83
263,3,5:16.0,S. Dinwiddie makes 2-pt layup at rim,,71,83
264,3,5:16.0,Shooting foul by P. Tucker (drawn by S. Dinwiddie),,71,83
265,3,5:16.0,,T. Black enters the game for C. Capela,71,83
266,3,5:16.0,I. Whitehead enters the game for J. Harris,,71,83
267,3,5:16.0,S. Dinwiddie misses free throw 1 of 1,,71,83
268,3,5:13.0,Offensive rebound by J. Allen,,71,83
269,3,5:10.0,S. Kilpatrick misses 2-pt jump shot from 18 ft,,71,83
270,3,5:07.0,,Defensive rebound by J. Harden,71,83
271,3,5:00.0,,J. Harden misses 2-pt jump shot from 18 ft,71,83
272,3,4:55.0,,Offensive rebound by T. Black,71,83
273,3,4:51.0,,Turnover by T. Black (bad pass; steal by T. Booker),71,83
274,3,4:31.0,Shooting foul by L. Mbah a Moute (drawn by S. Kilpatrick),,71,83
275,3,4:31.0,S. Kilpatrick makes free throw 1 of 2,,72,83
276,3,4:31.0,S. Kilpatrick makes free throw 2 of 2,,73,83
277,3,4:21.0,,J. Harden makes 2-pt dunk at rim,73,85
278,3,4:03.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,73,85
279,3,4:02.0,,Defensive rebound by Team,73,85
280,3,3:56.0,,E. Gordon misses 3-pt jump shot from 24 ft,73,85
281,3,3:52.0,Defensive rebound by J. Allen,,73,85
282,3,3:41.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,73,85
283,3,3:39.0,,Defensive rebound by J. Harden,73,85
284,3,3:34.0,,Shooting foul by J. Allen (drawn by J. Harden),73,85
285,3,3:34.0,,J. Harden misses free throw 1 of 2,73,85
286,3,3:34.0,,Offensive rebound by Team,73,85
287,3,3:34.0,,C. Paul enters the game for E. Gordon,73,85
288,3,3:34.0,Q. Acy enters the game for T. Booker,,73,85
289,3,3:34.0,,J. Harden makes free throw 2 of 2,73,86
290,3,3:11.0,Turnover by I. Whitehead (lost ball; steal by L. Mbah a Moute),,73,86
291,3,2:56.0,,J. Harden misses 3-pt jump shot from 25 ft,73,86
292,3,2:56.0,Defensive rebound by S. Kilpatrick,,73,86
293,3,2:56.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,73,86
294,3,2:56.0,,Defensive rebound by Team,73,86
295,3,2:56.0,,Houston full timeout,73,86
296,3,2:56.0,C. LeVert enters the game for S. Dinwiddie,,73,86
297,3,2:42.0,Offensive charge foul by P. Tucker (drawn by S. Kilpatrick),,73,86
298,3,2:42.0,,Turnover by P. Tucker (offensive foul),73,86
299,3,2:27.0,Q. Acy misses 2-pt jump shot from 7 ft,,73,86
300,3,2:25.0,,Defensive rebound by P. Tucker,73,86
301,3,2:18.0,,J. Harden makes 2-pt layup from 1 ft,73,88
302,3,2:12.0,Turnover by C. LeVert (lost ball; steal by J. Harden),,73,88
303,3,2:12.0,,Personal foul by C. LeVert (drawn by L. Mbah a Moute),73,88
304,3,2:12.0,,L. Mbah a Moute makes free throw 1 of 2,73,89
305,3,2:12.0,,L. Mbah a Moute misses free throw 2 of 2,73,89
306,3,2:12.0,Defensive rebound by Q. Acy,,73,89
307,3,2:04.0,,Offensive charge foul by I. Whitehead (drawn by L. Mbah a Moute),73,89
308,3,2:04.0,Turnover by I. Whitehead (offensive foul),,73,89
309,3,1:54.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by C. Paul),73,92
310,3,1:33.0,I. Whitehead makes 2-pt jump shot from 17 ft,,75,92
311,3,1:19.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by C. Paul),75,95
312,3,1:01.0,I. Whitehead makes 2-pt layup from 1 ft,,77,95
313,3,0:40.0,,C. Paul misses 2-pt jump shot from 11 ft,77,95
314,3,0:38.0,,Offensive rebound by C. Paul,77,95
315,3,0:38.0,,Turnover by P. Tucker (traveling),77,95
316,3,0:38.0,,E. Gordon enters the game for J. Harden,77,95
317,3,0:29.0,C. LeVert misses 3-pt jump shot from 25 ft,,77,95
318,3,0:26.0,Offensive rebound by Q. Acy,,77,95
319,3,0:26.0,Q. Acy makes 2-pt layup at rim,,79,95
320,3,0:26.0,Shooting foul by E. Gordon (drawn by Q. Acy),,79,95
321,3,0:26.0,Q. Acy makes free throw 1 of 1,,80,95
322,3,0:03.0,,P. Tucker misses 2-pt layup from 2 ft,80,95
323,3,0:02.0,,Offensive rebound by T. Black,80,95
324,3,0:02.0,,Shooting foul by C. LeVert (drawn by T. Black),80,95
325,3,0:02.0,,T. Black misses free throw 1 of 2,80,95
326,3,0:02.0,,Offensive rebound by Team,80,95
327,3,0:02.0,,T. Black makes free throw 2 of 2,80,96
328,4,11:37.0,,C. Paul misses 2-pt jump shot from 21 ft,80,96
329,4,11:35.0,Defensive rebound by Team,,80,96
330,4,11:35.0,,Loose ball foul by T. Black (drawn by T. Mozgov),80,96
331,4,11:20.0,S. Dinwiddie misses 2-pt jump shot from 4 ft,,80,96
332,4,11:20.0,,Defensive rebound by Team,80,96
333,4,11:02.0,,E. Gordon makes 2-pt layup from 1 ft,80,98
334,4,10:44.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,80,98
335,4,10:41.0,,Defensive rebound by R. Anderson,80,98
336,4,10:29.0,,T. Black makes 2-pt layup from 1 ft (assist by C. Paul),80,100
337,4,10:29.0,,Shooting foul by I. Whitehead (drawn by T. Black),80,100
338,4,10:29.0,,T. Black misses free throw 1 of 1,80,100
339,4,10:27.0,Defensive rebound by T. Mozgov,,80,100
340,4,10:21.0,S. Kilpatrick misses 2-pt layup from 1 ft,,80,100
341,4,10:21.0,Offensive rebound by T. Mozgov,,80,100
342,4,10:21.0,Shooting foul by T. Black (drawn by T. Mozgov),,80,100
343,4,10:21.0,T. Mozgov makes free throw 1 of 2,,81,100
344,4,10:21.0,T. Mozgov misses free throw 2 of 2,,81,100
345,4,10:21.0,,Defensive rebound by T. Black,81,100
346,4,10:08.0,,Def 3 sec tech foul by T. Mozgov,81,100
347,4,10:08.0,,C. Paul makes technical free throw,81,101
348,4,10:01.0,,E. Gordon misses 3-pt jump shot from 27 ft,81,101
349,4,10:01.0,Defensive rebound by S. Dinwiddie,,81,101
350,4,9:55.0,I. Whitehead makes 2-pt layup at rim (assist by S. Dinwiddie),,83,101
351,4,9:48.0,,C. Paul misses 3-pt jump shot from 25 ft,83,101
352,4,9:48.0,Defensive rebound by J. Allen,,83,101
353,4,9:31.0,S. Kilpatrick makes 3-pt jump shot from 24 ft,,86,101
354,4,9:04.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by T. Black),86,104
355,4,8:38.0,I. Whitehead misses 3-pt jump shot from 24 ft,,86,104
356,4,8:36.0,,Defensive rebound by T. Ariza,86,104
357,4,8:24.0,,R. Anderson makes 2-pt jump shot from 14 ft (assist by C. Paul),86,106
358,4,8:04.0,I. Whitehead makes 2-pt jump shot from 2 ft,,88,106
359,4,7:52.0,,T. Black misses 2-pt hook shot from 4 ft,88,106
360,4,7:50.0,,Offensive rebound by C. Paul,88,106
361,4,7:49.0,,C. Paul misses 2-pt jump shot from 10 ft,88,106
362,4,7:47.0,Defensive rebound by J. Allen,,88,106
363,4,7:40.0,Turnover by T. Mozgov (traveling),,88,106
364,4,7:40.0,,C. Capela enters the game for T. Black,88,106
365,4,7:40.0,Q. Acy enters the game for J. Allen,,88,106
366,4,7:40.0,,J. Harden enters the game for C. Paul,88,106
367,4,7:32.0,,Personal foul by I. Whitehead (drawn by C. Capela),88,106
368,4,7:20.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by J. Harden),88,109
369,4,6:59.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,88,109
370,4,6:56.0,,Defensive rebound by C. Capela,88,109
371,4,6:49.0,,J. Harden misses 3-pt jump shot from 26 ft,88,109
372,4,6:46.0,Defensive rebound by S. Kilpatrick,,88,109
373,4,6:33.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,88,109
374,4,6:29.0,,Defensive rebound by C. Capela,88,109
375,4,6:10.0,,J. Harden misses 3-pt jump shot from 25 ft,88,109
376,4,6:09.0,Defensive rebound by Team,,88,109
377,4,6:09.0,,Houston full timeout,88,109
378,4,6:09.0,J. Harris enters the game for S. Dinwiddie,,88,109
