,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW YORK_ACTION,MILWAUKEE_SCORE,NEW YORK_SCORE
47,1,6:57.0,,C. Lee makes 3-pt jump shot from 28 ft (assist by T. Hardaway),10,14
48,1,6:41.0,Turnover by G. Antetokounmpo (bad pass),,10,14
49,1,6:41.0,,New York full timeout,10,14
50,1,6:41.0,M. Plumlee enters the game for T. Maker,,10,14
51,1,6:21.0,,J. Jack misses 2-pt jump shot from 19 ft,10,14
52,1,6:20.0,,Offensive rebound by Team,10,14
53,1,6:05.0,,C. Lee misses 2-pt jump shot from 21 ft,10,14
54,1,6:03.0,Defensive rebound by T. Snell,,10,14
55,1,5:57.0,K. Middleton misses 3-pt jump shot from 26 ft,,10,14
56,1,5:55.0,,Defensive rebound by T. Hardaway,10,14
57,1,5:46.0,,J. Jack misses 3-pt jump shot from 23 ft,10,14
58,1,5:44.0,Defensive rebound by M. Plumlee,,10,14
59,1,5:34.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,12,14
60,1,5:28.0,,E. Freedom makes 2-pt layup from 1 ft (assist by J. Jack),12,16
61,1,5:28.0,,Shooting foul by E. Bledsoe (drawn by E. Freedom),12,16
62,1,5:28.0,,F. Ntilikina enters the game for T. Hardaway,12,16
63,1,5:28.0,,D. McDermott enters the game for J. Jack,12,16
64,1,5:28.0,S. Brown enters the game for T. Snell,,12,16
65,1,5:28.0,,E. Freedom makes free throw 1 of 1,12,17
66,1,5:09.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,12,17
67,1,5:07.0,,Defensive rebound by C. Lee,12,17
68,1,4:54.0,,Turnover by C. Lee (bad pass),12,17
69,1,4:54.0,J. Parker enters the game for G. Antetokounmpo,,12,17
70,1,4:33.0,J. Parker makes 2-pt jump shot from 20 ft (assist by M. Plumlee),,14,17
71,1,4:16.0,,E. Freedom makes 2-pt layup at rim (assist by F. Ntilikina),14,19
72,1,3:51.0,E. Bledsoe misses 3-pt jump shot from 22 ft (block by K. Porziņģis),,14,19
73,1,3:50.0,Offensive rebound by Team,,14,19
74,1,3:50.0,Turnover by Team (shot clock),,14,19
75,1,3:50.0,,M. Beasley enters the game for K. Porziņģis,14,19
76,1,3:41.0,,D. McDermott misses 3-pt jump shot from 26 ft,14,19
77,1,3:39.0,Defensive rebound by K. Middleton,,14,19
78,1,3:36.0,Shooting foul by F. Ntilikina (drawn by E. Bledsoe),,14,19
79,1,3:36.0,E. Bledsoe makes free throw 1 of 2,,15,19
80,1,3:36.0,E. Bledsoe makes free throw 2 of 2,,16,19
81,1,3:22.0,,C. Lee makes 2-pt jump shot from 15 ft (assist by M. Beasley),16,21
82,1,3:11.0,E. Bledsoe makes 3-pt jump shot from 24 ft,,19,21
83,1,2:57.0,,E. Freedom misses 2-pt jump shot from 9 ft,19,21
84,1,2:55.0,Defensive rebound by K. Middleton,,19,21
85,1,2:49.0,Milwaukee full timeout,,19,21
86,1,2:39.0,K. Middleton misses 2-pt jump shot from 22 ft,,19,21
87,1,2:37.0,,Defensive rebound by C. Lee,19,21
88,1,2:31.0,,Turnover by M. Beasley (bad pass),19,21
89,1,2:15.0,J. Parker makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),,21,21
90,1,2:02.0,,Turnover by M. Beasley (lost ball; steal by E. Bledsoe),21,21
91,1,1:59.0,J. Parker makes 2-pt dunk at rim (assist by E. Bledsoe),,23,21
92,1,1:42.0,,Shooting foul by S. Brown (drawn by M. Beasley),23,21
93,1,1:42.0,,T. Hardaway enters the game for C. Lee,23,21
94,1,1:42.0,J. Terry enters the game for K. Middleton,,23,21
95,1,1:42.0,G. Antetokounmpo enters the game for E. Bledsoe,,23,21
96,1,1:42.0,,M. Beasley misses free throw 1 of 2,23,21
97,1,1:42.0,,Offensive rebound by Team,23,21
98,1,1:42.0,,M. Beasley makes free throw 2 of 2,23,22
99,1,1:25.0,J. Parker misses 2-pt hook shot from 8 ft,,23,22
100,1,1:23.0,,Defensive rebound by T. Hardaway,23,22
101,1,1:16.0,,E. Freedom makes 2-pt layup at rim (assist by T. Hardaway),23,24
102,1,1:01.0,G. Antetokounmpo makes 2-pt jump shot from 22 ft,,25,24
103,1,0:54.0,,Turnover by F. Ntilikina (bad pass; steal by S. Brown),25,24
104,1,0:52.0,S. Brown misses 2-pt dunk at rim,,25,24
105,1,0:49.0,,Defensive rebound by D. McDermott,25,24
106,1,0:37.0,,T. Hardaway misses 2-pt jump shot from 12 ft,25,24
107,1,0:34.0,Defensive rebound by G. Antetokounmpo,,25,24
108,1,0:30.0,Turnover by G. Antetokounmpo (lost ball; steal by D. McDermott),,25,24
109,1,0:26.0,,Shooting foul by S. Brown (drawn by D. McDermott),25,24
110,1,0:26.0,,D. McDermott makes free throw 1 of 2,25,25
111,1,0:26.0,,D. McDermott makes free throw 2 of 2,25,26
112,1,0:02.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,25,26
113,1,0:01.0,,Defensive rebound by E. Freedom,25,26
114,2,11:49.0,Turnover by T. Zeller (bad pass),,25,26
115,2,11:37.0,,F. Ntilikina misses 2-pt jump shot from 13 ft,25,26
116,2,11:35.0,Defensive rebound by G. Antetokounmpo,,25,26
117,2,11:29.0,G. Antetokounmpo misses 2-pt layup from 4 ft (block by K. Porziņģis),,25,26
118,2,11:27.0,Offensive rebound by T. Zeller,,25,26
119,2,11:25.0,S. Kilpatrick makes 2-pt layup from 4 ft,,27,26
120,2,11:15.0,,K. Porziņģis makes 3-pt jump shot from 28 ft (assist by F. Ntilikina),27,29
121,2,10:56.0,S. Kilpatrick misses 3-pt jump shot from 27 ft,,27,29
122,2,10:54.0,,Defensive rebound by L. Thomas,27,29
123,2,10:35.0,,M. Beasley misses 2-pt jump shot from 13 ft,27,29
124,2,10:33.0,Defensive rebound by J. Parker,,27,29
125,2,10:22.0,G. Antetokounmpo makes 2-pt jump shot from 6 ft (assist by J. Terry),,29,29
126,2,10:07.0,,T. Hardaway misses 3-pt jump shot from 28 ft,29,29
127,2,10:05.0,Defensive rebound by J. Parker,,29,29
128,2,10:00.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,29,29
129,2,9:58.0,,Defensive rebound by M. Beasley,29,29
130,2,9:51.0,,K. Porziņģis misses 3-pt jump shot from 28 ft,29,29
131,2,9:49.0,Defensive rebound by G. Antetokounmpo,,29,29
132,2,9:42.0,J. Parker misses 3-pt jump shot from 25 ft,,29,29
133,2,9:40.0,,Defensive rebound by M. Beasley,29,29
134,2,9:21.0,,F. Ntilikina misses 2-pt jump shot from 17 ft,29,29
135,2,9:19.0,Defensive rebound by J. Parker,,29,29
136,2,9:08.0,Shooting foul by L. Thomas (drawn by G. Antetokounmpo),,29,29
137,2,9:08.0,,T. Burke enters the game for M. Beasley,29,29
138,2,9:08.0,,K. O'Quinn enters the game for F. Ntilikina,29,29
139,2,9:08.0,T. Snell enters the game for J. Parker,,29,29
140,2,9:08.0,G. Antetokounmpo makes free throw 1 of 2,,30,29
141,2,9:08.0,G. Antetokounmpo misses free throw 2 of 2,,30,29
142,2,9:05.0,,Defensive rebound by K. Porziņģis,30,29
143,2,8:50.0,,K. Porziņģis makes 2-pt dunk from 1 ft (assist by K. O'Quinn),30,31
144,2,8:46.0,Personal take foul by L. Thomas (drawn by G. Antetokounmpo),,30,31
145,2,8:46.0,,New York full timeout,30,31
146,2,8:46.0,,D. McDermott enters the game for K. Porziņģis,30,31
147,2,8:35.0,Offensive foul by T. Zeller (drawn by L. Thomas),,30,31
148,2,8:35.0,Turnover by T. Zeller (offensive foul),,30,31
149,2,8:21.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by T. Burke),30,33
150,2,8:10.0,G. Antetokounmpo misses 2-pt layup from 4 ft (block by K. O'Quinn),,30,33
151,2,8:08.0,,Defensive rebound by T. Hardaway,30,33
152,2,8:04.0,,T. Hardaway makes 2-pt jump shot from 8 ft,30,35
153,2,7:47.0,Offensive foul by T. Zeller (drawn by T. Hardaway),,30,35
154,2,7:47.0,Turnover by T. Zeller (offensive foul),,30,35
155,2,7:47.0,T. Maker enters the game for T. Zeller,,30,35
156,2,7:31.0,,T. Hardaway makes 2-pt layup from 2 ft,30,37
157,2,7:14.0,Turnover by T. Snell (bad pass; steal by T. Hardaway),,30,37
158,2,7:12.0,,T. Hardaway makes 2-pt dunk at rim,30,39
159,2,7:12.0,Milwaukee full timeout,,30,39
160,2,7:12.0,E. Bledsoe enters the game for S. Kilpatrick,,30,39
161,2,6:54.0,Offensive foul by G. Antetokounmpo (drawn by T. Hardaway),,30,39
162,2,6:54.0,Turnover by G. Antetokounmpo (offensive foul),,30,39
163,2,6:31.0,K. Middleton enters the game for J. Terry,,30,39
164,2,6:30.0,,Turnover by Team (shot clock),30,39
165,2,6:22.0,E. Bledsoe makes 2-pt layup at rim,,32,39
166,2,6:08.0,,Offensive foul by K. O'Quinn (drawn by E. Bledsoe),32,39
167,2,6:08.0,,Turnover by K. O'Quinn (offensive foul),32,39
168,2,5:51.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,32,39
169,2,5:49.0,Offensive rebound by T. Maker,,32,39
170,2,5:45.0,T. Maker makes 2-pt layup from 1 ft,,34,39
171,2,5:30.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by K. O'Quinn),34,42
172,2,5:09.0,T. Snell misses 3-pt jump shot from 22 ft,,34,42
173,2,5:05.0,Offensive rebound by G. Antetokounmpo,,34,42
174,2,5:02.0,G. Antetokounmpo makes 2-pt layup at rim,,36,42
175,2,4:46.0,,T. Hardaway misses 3-pt jump shot from 26 ft,36,42
176,2,4:46.0,Defensive rebound by G. Antetokounmpo,,36,42
177,2,4:46.0,Shooting foul by T. Hardaway (drawn by G. Antetokounmpo),,36,42
178,2,4:46.0,G. Antetokounmpo makes free throw 1 of 2,,37,42
179,2,4:46.0,,C. Lee enters the game for T. Hardaway,37,42
180,2,4:46.0,,E. Freedom enters the game for K. O'Quinn,37,42
181,2,4:46.0,G. Antetokounmpo misses free throw 2 of 2,,37,42
182,2,4:44.0,,Defensive rebound by E. Freedom,37,42
183,2,4:37.0,,Personal foul by T. Maker (drawn by E. Freedom),37,42
184,2,4:30.0,,T. Burke misses 2-pt jump shot from 17 ft,37,42
185,2,4:28.0,,Offensive rebound by E. Freedom,37,42
186,2,4:25.0,,E. Freedom misses 2-pt layup at rim,37,42
187,2,4:24.0,Defensive rebound by E. Bledsoe,,37,42
188,2,4:21.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,39,42
189,2,4:03.0,,Turnover by E. Freedom (traveling),39,42
190,2,3:47.0,T. Maker makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,42,42
191,2,3:20.0,,C. Lee misses 2-pt jump shot from 9 ft (block by T. Maker),42,42
192,2,3:18.0,Defensive rebound by G. Antetokounmpo,,42,42
193,2,3:13.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,42,42
194,2,3:11.0,,Defensive rebound by T. Burke,42,42
195,2,3:03.0,,Turnover by T. Burke (bad pass; steal by G. Antetokounmpo),42,42
196,2,3:02.0,Personal foul by C. Lee (drawn by G. Antetokounmpo),,42,42
197,2,3:02.0,,J. Jack enters the game for T. Burke,42,42
198,2,3:02.0,J. Parker enters the game for T. Snell,,42,42
199,2,2:46.0,K. Middleton makes 2-pt jump shot from 16 ft,,44,42
200,2,2:29.0,,D. McDermott misses 3-pt jump shot from 25 ft,44,42
201,2,2:26.0,Defensive rebound by E. Bledsoe,,44,42
202,2,2:11.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,44,42
203,2,2:07.0,,Defensive rebound by E. Freedom,44,42
204,2,1:57.0,,E. Freedom makes 2-pt layup at rim (assist by J. Jack),44,44
205,2,1:40.0,K. Middleton makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),,46,44
206,2,1:19.0,,C. Lee misses 3-pt jump shot from 25 ft,46,44
207,2,1:17.0,,Offensive rebound by D. McDermott,46,44
208,2,1:13.0,,D. McDermott makes 2-pt layup at rim,46,46
209,2,1:08.0,K. Middleton makes 2-pt layup from 1 ft (assist by E. Bledsoe),,48,46
210,2,0:56.0,,Personal foul by J. Parker (drawn by J. Jack),48,46
211,2,0:56.0,,T. Hardaway enters the game for D. McDermott,48,46
212,2,0:56.0,,M. Beasley enters the game for L. Thomas,48,46
213,2,0:42.0,,C. Lee misses 2-pt layup from 2 ft (block by T. Maker),48,46
214,2,0:42.0,,Offensive rebound by Team,48,46
215,2,0:41.0,,M. Beasley misses 3-pt jump shot from 23 ft (block by K. Middleton),48,46
216,2,0:41.0,,Offensive rebound by Team,48,46
217,2,0:41.0,,Turnover by Team (shot clock),48,46
218,2,0:36.0,Shooting foul by E. Freedom (drawn by J. Parker),,48,46
219,2,0:36.0,J. Parker makes free throw 1 of 2,,49,46
220,2,0:36.0,J. Parker makes free throw 2 of 2,,50,46
221,2,0:17.0,,J. Jack misses 2-pt jump shot from 19 ft,50,46
222,2,0:13.0,,Offensive rebound by T. Hardaway,50,46
223,2,0:13.0,,E. Freedom misses 2-pt layup at rim (block by G. Antetokounmpo),50,46
224,2,0:12.0,,Offensive rebound by Team,50,46
225,2,0:12.0,,K. O'Quinn enters the game for E. Freedom,50,46
226,2,0:00.0,,M. Beasley misses 2-pt jump shot from 14 ft,50,46
227,2,0:00.0,,Offensive rebound by Team,50,46
228,3,11:42.0,Turnover by K. Middleton (bad pass; steal by E. Freedom),,50,46
229,3,11:35.0,,M. Beasley misses 3-pt jump shot from 22 ft,50,46
230,3,11:33.0,Defensive rebound by T. Snell,,50,46
231,3,11:19.0,G. Antetokounmpo makes 2-pt jump shot from 22 ft (assist by T. Snell),,52,46
232,3,11:04.0,,Turnover by M. Beasley (lost ball; steal by T. Snell),52,46
233,3,11:00.0,E. Bledsoe makes 2-pt layup at rim (assist by G. Antetokounmpo),,54,46
234,3,10:37.0,,J. Jack misses 2-pt jump shot from 20 ft,54,46
235,3,10:35.0,Defensive rebound by T. Snell,,54,46
236,3,10:25.0,T. Maker misses 3-pt jump shot from 23 ft,,54,46
237,3,10:23.0,,Defensive rebound by M. Beasley,54,46
238,3,10:09.0,,M. Beasley misses 2-pt jump shot from 12 ft,54,46
239,3,10:07.0,Defensive rebound by T. Maker,,54,46
240,3,10:03.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,56,46
241,3,10:03.0,,New York full timeout,56,46
242,3,10:03.0,,L. Thomas enters the game for M. Beasley,56,46
243,3,9:54.0,,C. Lee makes 2-pt layup from 1 ft,56,48
244,3,9:41.0,E. Bledsoe makes 2-pt jump shot from 12 ft,,58,48
245,3,9:18.0,,T. Hardaway misses 2-pt jump shot from 13 ft,58,48
246,3,9:16.0,Defensive rebound by K. Middleton,,58,48
247,3,9:09.0,T. Maker misses 2-pt hook shot from 2 ft,,58,48
248,3,9:07.0,Offensive rebound by T. Maker,,58,48
249,3,9:03.0,K. Middleton makes 2-pt jump shot from 8 ft,,60,48
250,3,8:38.0,,J. Jack misses 2-pt layup at rim,60,48
251,3,8:37.0,,Offensive rebound by E. Freedom,60,48
252,3,8:36.0,,E. Freedom makes 2-pt layup from 1 ft,60,50
253,3,8:21.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,60,50
254,3,8:19.0,,Defensive rebound by E. Freedom,60,50
255,3,8:09.0,,Turnover by L. Thomas (bad pass; steal by K. Middleton),60,50
256,3,8:05.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,62,50
257,3,7:45.0,,T. Hardaway misses 2-pt layup from 6 ft,62,50
258,3,7:43.0,Defensive rebound by G. Antetokounmpo,,62,50
259,3,7:42.0,Personal foul by T. Hardaway (drawn by G. Antetokounmpo),,62,50
260,3,7:31.0,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),,65,50
261,3,7:10.0,,Shooting foul by G. Antetokounmpo (drawn by E. Freedom),65,50
262,3,7:10.0,,E. Freedom makes free throw 1 of 2,65,51
263,3,7:10.0,,E. Freedom makes free throw 2 of 2,65,52
264,3,6:56.0,K. Middleton makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),,67,52
265,3,6:29.0,,T. Hardaway misses 3-pt jump shot from 25 ft,67,52
266,3,6:28.0,,Offensive rebound by Team,67,52
267,3,6:28.0,,Turnover by Team (shot clock),67,52
268,3,6:28.0,J. Parker enters the game for G. Antetokounmpo,,67,52
269,3,6:13.0,,Violation by E. Freedom (kicked ball),67,52
270,3,6:13.0,,T. Burke enters the game for C. Lee,67,52
271,3,6:13.0,S. Brown enters the game for T. Snell,,67,52
272,3,6:05.0,J. Parker misses 2-pt layup from 2 ft,,67,52
273,3,6:04.0,Offensive rebound by Team,,67,52
274,3,5:58.0,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),,69,52
275,3,5:45.0,,T. Hardaway misses 3-pt jump shot from 28 ft,69,52
276,3,5:43.0,,Offensive rebound by E. Freedom,69,52
277,3,5:38.0,,E. Freedom misses 2-pt layup from 2 ft,69,52
278,3,5:37.0,,Offensive rebound by L. Thomas,69,52
279,3,5:33.0,,L. Thomas misses 2-pt layup at rim,69,52
280,3,5:32.0,Defensive rebound by S. Brown,,69,52
281,3,5:30.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,72,52
282,3,5:30.0,,New York full timeout,72,52
283,3,5:04.0,,T. Burke makes 2-pt jump shot from 16 ft,72,54
284,3,4:44.0,J. Parker misses 2-pt dunk from 1 ft,,72,54
285,3,4:42.0,Offensive rebound by E. Bledsoe,,72,54
286,3,4:37.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,72,54
287,3,4:36.0,Offensive rebound by Team,,72,54
288,3,4:32.0,Shooting foul by T. Hardaway (drawn by K. Middleton),,72,54
289,3,4:32.0,,C. Lee enters the game for T. Hardaway,72,54
290,3,4:32.0,,D. Dotson enters the game for J. Jack,72,54
291,3,4:32.0,M. Plumlee enters the game for T. Maker,,72,54
292,3,4:32.0,K. Middleton misses free throw 1 of 2,,72,54
293,3,4:32.0,Offensive rebound by Team,,72,54
294,3,4:32.0,,Technical foul by T. Hardaway,72,54
295,3,4:32.0,K. Middleton makes technical free throw,,73,54
296,3,4:32.0,K. Middleton makes free throw 2 of 2,,74,54
297,3,4:17.0,,Personal foul by K. Middleton (drawn by E. Freedom),74,54
298,3,4:17.0,,M. Beasley enters the game for L. Thomas,74,54
299,3,4:04.0,,T. Burke misses 3-pt jump shot from 25 ft,74,54
300,3,4:02.0,Defensive rebound by M. Plumlee,,74,54
301,3,3:43.0,Shooting foul by M. Beasley (drawn by M. Plumlee),,74,54
302,3,3:43.0,M. Plumlee makes free throw 1 of 2,,75,54
303,3,3:43.0,M. Plumlee misses free throw 2 of 2,,75,54
304,3,3:41.0,,Defensive rebound by D. Dotson,75,54
305,3,3:23.0,,Shooting foul by M. Plumlee (drawn by M. Beasley),75,54
306,3,3:23.0,,K. O'Quinn enters the game for E. Freedom,75,54
307,3,3:23.0,,M. Beasley makes free throw 1 of 2,75,55
308,3,3:23.0,,M. Beasley makes free throw 2 of 2,75,56
309,3,3:03.0,J. Parker misses 3-pt jump shot from 23 ft,,75,56
310,3,3:01.0,Offensive rebound by M. Plumlee,,75,56
311,3,2:59.0,Turnover by J. Parker (bad pass; steal by D. Dotson),,75,56
312,3,2:53.0,,C. Lee makes 2-pt jump shot from 2 ft,75,58
313,3,2:35.0,S. Brown misses 3-pt jump shot from 22 ft,,75,58
314,3,2:33.0,,Defensive rebound by C. Lee,75,58
315,3,2:22.0,,M. Beasley misses 2-pt layup from 10 ft,75,58
316,3,2:20.0,Defensive rebound by E. Bledsoe,,75,58
317,3,2:13.0,Turnover by E. Bledsoe (bad pass),,75,58
318,3,1:56.0,,M. Beasley makes 2-pt jump shot from 9 ft,75,60
319,3,1:53.0,Milwaukee full timeout,,75,60
320,3,1:53.0,G. Antetokounmpo enters the game for E. Bledsoe,,75,60
321,3,1:53.0,J. Terry enters the game for K. Middleton,,75,60
322,3,1:36.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,75,60
323,3,1:34.0,Offensive rebound by Team,,75,60
324,3,1:34.0,Turnover by J. Terry (turnover),,75,60
325,3,1:23.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by M. Beasley),75,63
326,3,0:58.0,Shooting foul by C. Lee (drawn by M. Plumlee),,75,63
327,3,0:58.0,M. Plumlee makes free throw 1 of 2,,76,63
328,3,0:58.0,M. Plumlee misses free throw 2 of 2,,76,63
329,3,0:57.0,,Defensive rebound by K. O'Quinn,76,63
330,3,0:44.0,,Turnover by M. Beasley (bad pass; steal by S. Brown),76,63
331,3,0:40.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by M. Beasley),,76,63
332,3,0:38.0,,Defensive rebound by D. Dotson,76,63
333,3,0:33.0,,C. Lee misses 3-pt jump shot from 25 ft,76,63
334,3,0:29.0,Defensive rebound by G. Antetokounmpo,,76,63
335,3,0:12.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,76,63
336,3,0:10.0,,Defensive rebound by T. Burke,76,63
337,3,0:00.0,,D. Dotson misses 2-pt jump shot from 10 ft,76,63
338,3,0:00.0,Defensive rebound by G. Antetokounmpo,,76,63
339,4,11:35.0,,C. Lee misses 2-pt jump shot from 17 ft,76,63
340,4,11:33.0,Defensive rebound by G. Antetokounmpo,,76,63
341,4,11:11.0,Shooting foul by C. Lee (drawn by S. Kilpatrick),,76,63
342,4,11:11.0,S. Kilpatrick makes free throw 1 of 2,,77,63
343,4,11:11.0,S. Kilpatrick makes free throw 2 of 2,,78,63
344,4,10:54.0,,M. Beasley misses 2-pt layup from 3 ft (block by G. Antetokounmpo),78,63
345,4,10:53.0,Defensive rebound by M. Plumlee,,78,63
346,4,10:53.0,Personal foul by M. Beasley (drawn by M. Plumlee),,78,63
347,4,10:39.0,S. Kilpatrick misses 3-pt jump shot from 22 ft,,78,63
348,4,10:37.0,,Defensive rebound by M. Beasley,78,63
349,4,10:35.0,,Turnover by M. Beasley (lost ball; steal by J. Parker),78,63
350,4,10:30.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,78,63
351,4,10:28.0,,Defensive rebound by K. O'Quinn,78,63
352,4,10:21.0,,T. Burke makes 2-pt layup from 1 ft,78,65
353,4,10:12.0,Shooting foul by K. O'Quinn (drawn by G. Antetokounmpo),,78,65
354,4,10:12.0,G. Antetokounmpo makes free throw 1 of 2,,79,65
355,4,10:12.0,G. Antetokounmpo misses free throw 2 of 2,,79,65
356,4,10:10.0,,Defensive rebound by C. Lee,79,65
357,4,10:03.0,,Turnover by C. Lee (bad pass; steal by J. Terry),79,65
358,4,9:59.0,Turnover by S. Kilpatrick (lost ball; steal by T. Burke),,79,65
359,4,9:51.0,,T. Burke misses 2-pt jump shot from 18 ft,79,65
360,4,9:49.0,,Offensive rebound by K. O'Quinn,79,65
361,4,9:46.0,,K. O'Quinn makes 2-pt layup from 2 ft,79,67
362,4,9:35.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,81,67
363,4,9:15.0,,D. Dotson misses 3-pt jump shot from 26 ft,81,67
364,4,9:13.0,Defensive rebound by M. Plumlee,,81,67
365,4,8:55.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by J. Terry),,83,67
366,4,8:52.0,,New York full timeout,83,67
367,4,8:52.0,,E. Freedom enters the game for K. O'Quinn,83,67
368,4,8:52.0,,T. Hardaway enters the game for D. Dotson,83,67
369,4,8:52.0,K. Middleton enters the game for J. Parker,,83,67
370,4,8:42.0,,E. Freedom makes 2-pt jump shot from 11 ft (assist by T. Burke),83,69
371,4,8:27.0,,Offensive charge foul by S. Kilpatrick (drawn by T. Hardaway),83,69
372,4,8:27.0,Turnover by S. Kilpatrick (offensive foul),,83,69
373,4,8:11.0,,M. Beasley misses 2-pt jump shot from 11 ft,83,69
374,4,8:09.0,Defensive rebound by J. Terry,,83,69
375,4,7:58.0,S. Kilpatrick makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,86,69
376,4,7:52.0,,New York full timeout,86,69
