,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,OKLAHOMA CITY_ACTION,SACRAMENTO_SCORE,OKLAHOMA CITY_SCORE
48,1,5:59.0,Personal foul by S. Adams (drawn by Z. Randolph),,7,14
49,1,5:47.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,7,14
50,1,5:43.0,,Defensive rebound by R. Westbrook,7,14
51,1,5:30.0,,C. Brewer makes 3-pt jump shot from 22 ft (assist by P. George),7,17
52,1,5:09.0,G. Temple makes 3-pt jump shot from 23 ft (assist by D. Fox),,10,17
53,1,4:57.0,,Turnover by R. Westbrook (bad pass; steal by Z. Randolph),10,17
54,1,4:53.0,D. Fox misses 3-pt jump shot from 26 ft,,10,17
55,1,4:47.0,Offensive rebound by W. Cauley-Stein,,10,17
56,1,4:36.0,Z. Randolph makes 2-pt jump shot from 17 ft,,12,17
57,1,4:19.0,,Turnover by P. George (bad pass; steal by W. Cauley-Stein),12,17
58,1,4:19.0,,Loose ball foul by P. George (drawn by W. Cauley-Stein),12,17
59,1,4:19.0,,P. Patterson enters the game for S. Adams,12,17
60,1,4:19.0,B. Hield enters the game for B. Bogdanović,,12,17
61,1,4:19.0,V. Carter enters the game for Z. Randolph,,12,17
62,1,3:59.0,G. Temple misses 3-pt jump shot from 26 ft,,12,17
63,1,3:55.0,,Defensive rebound by R. Westbrook,12,17
64,1,3:50.0,,R. Westbrook misses 2-pt layup at rim,12,17
65,1,3:45.0,Defensive rebound by G. Temple,,12,17
66,1,3:45.0,Turnover by G. Temple (bad pass),,12,17
67,1,3:30.0,,C. Anthony misses 2-pt jump shot from 9 ft,12,17
68,1,3:24.0,Defensive rebound by W. Cauley-Stein,,12,17
69,1,3:18.0,D. Fox makes 2-pt layup at rim,,14,17
70,1,3:18.0,Shooting foul by C. Anthony (drawn by D. Fox),,14,17
71,1,3:18.0,,J. Grant enters the game for C. Anthony,14,17
72,1,3:18.0,D. Fox misses free throw 1 of 1,,14,17
73,1,3:16.0,,Defensive rebound by R. Westbrook,14,17
74,1,3:06.0,,R. Westbrook misses 2-pt layup from 3 ft (block by B. Hield),14,17
75,1,3:06.0,,Offensive rebound by Team,14,17
76,1,2:54.0,,P. George misses 2-pt layup from 3 ft (block by B. Hield),14,17
77,1,2:54.0,,Offensive rebound by Team,14,17
78,1,2:54.0,,Turnover by Team (shot clock),14,17
79,1,2:54.0,F. Mason enters the game for D. Fox,,14,17
80,1,2:45.0,Personal foul by C. Brewer (drawn by V. Carter),,14,17
81,1,2:36.0,G. Temple misses 3-pt jump shot from 25 ft,,14,17
82,1,2:34.0,,Defensive rebound by P. Patterson,14,17
83,1,2:22.0,,P. Patterson misses 3-pt jump shot from 22 ft,14,17
84,1,2:18.0,Defensive rebound by V. Carter,,14,17
85,1,2:14.0,Shooting foul by P. Patterson (drawn by F. Mason),,14,17
86,1,2:14.0,F. Mason makes free throw 1 of 2,,15,17
87,1,2:14.0,,R. Felton enters the game for R. Westbrook,15,17
88,1,2:14.0,F. Mason makes free throw 2 of 2,,16,17
89,1,2:01.0,,Personal foul by G. Temple (drawn by P. George),16,17
90,1,1:47.0,,C. Brewer misses 3-pt jump shot from 25 ft,16,17
91,1,1:46.0,Defensive rebound by Team,,16,17
92,1,1:46.0,,T. Ferguson enters the game for C. Brewer,16,17
93,1,1:29.0,W. Cauley-Stein misses 2-pt jump shot from 1 ft,,16,17
94,1,1:27.0,,Defensive rebound by P. Patterson,16,17
95,1,1:15.0,,Turnover by P. George (lost ball; steal by G. Temple),16,17
96,1,1:11.0,B. Hield misses 2-pt layup from 1 ft,,16,17
97,1,1:09.0,,Defensive rebound by Team,16,17
98,1,0:55.0,,J. Grant misses 2-pt layup from 2 ft (block by V. Carter),16,17
99,1,0:55.0,Defensive rebound by Team,,16,17
100,1,0:37.0,B. Hield misses 2-pt layup at rim (block by T. Ferguson),,16,17
101,1,0:35.0,,Defensive rebound by P. Patterson,16,17
102,1,0:35.0,,Personal take foul by F. Mason (drawn by P. George),16,17
103,1,0:35.0,,P. George makes free throw 1 of 2,16,18
104,1,0:35.0,,P. George makes free throw 2 of 2,16,19
105,1,0:25.0,Turnover by W. Cauley-Stein (out of bounds lost ball),,16,19
106,1,0:07.0,,Turnover by T. Ferguson (step out of bounds),16,19
107,1,0:01.0,B. Hield misses 3-pt jump shot from 25 ft,,16,19
108,1,0:00.0,Offensive rebound by W. Cauley-Stein,,16,19
109,2,11:43.0,B. Hield makes 3-pt jump shot from 23 ft (assist by F. Mason),,19,19
110,2,11:15.0,,J. Grant makes 2-pt layup from 1 ft,19,21
111,2,11:06.0,,Violation by P. Patterson (kicked ball),19,21
112,2,11:00.0,Turnover by F. Mason (bad pass; steal by R. Felton),,19,21
113,2,10:52.0,,R. Felton makes 3-pt jump shot from 24 ft,19,24
114,2,10:34.0,V. Carter misses 2-pt layup from 2 ft,,19,24
115,2,10:32.0,,Defensive rebound by J. Grant,19,24
116,2,10:25.0,,P. Patterson misses 3-pt jump shot from 23 ft,19,24
117,2,10:22.0,Defensive rebound by V. Carter,,19,24
118,2,10:07.0,F. Mason misses 2-pt jump shot from 7 ft,,19,24
119,2,10:04.0,Offensive rebound by V. Carter,,19,24
120,2,10:04.0,V. Carter misses 2-pt layup at rim,,19,24
121,2,10:03.0,Offensive rebound by V. Carter,,19,24
122,2,9:51.0,B. Hield misses 3-pt jump shot from 24 ft,,19,24
123,2,9:49.0,,Defensive rebound by P. Patterson,19,24
124,2,9:32.0,,J. Huestis misses 3-pt jump shot from 24 ft,19,24
125,2,9:29.0,Defensive rebound by B. Hield,,19,24
126,2,9:23.0,Shooting foul by J. Grant (drawn by F. Mason),,19,24
127,2,9:23.0,F. Mason makes free throw 1 of 2,,20,24
128,2,9:23.0,F. Mason makes free throw 2 of 2,,21,24
129,2,9:11.0,,Turnover by J. Huestis (out of bounds lost ball),21,24
130,2,8:47.0,B. Hield misses 3-pt jump shot from 24 ft,,21,24
131,2,8:44.0,Offensive rebound by W. Cauley-Stein,,21,24
132,2,8:31.0,Turnover by F. Mason (lost ball; steal by P. Patterson),,21,24
133,2,8:31.0,,Personal foul by F. Mason (drawn by P. Patterson),21,24
134,2,8:31.0,,R. Westbrook enters the game for J. Grant,21,24
135,2,8:31.0,,S. Adams enters the game for J. Huestis,21,24
136,2,8:20.0,,R. Felton misses 3-pt jump shot from 24 ft,21,24
137,2,8:17.0,Defensive rebound by Team,,21,24
138,2,7:57.0,W. Cauley-Stein misses 2-pt layup at rim,,21,24
139,2,7:54.0,,Defensive rebound by S. Adams,21,24
140,2,7:45.0,,R. Westbrook misses 2-pt jump shot from 13 ft,21,24
141,2,7:40.0,,Offensive rebound by S. Adams,21,24
142,2,7:28.0,,P. Patterson misses 3-pt jump shot from 24 ft,21,24
143,2,7:26.0,Defensive rebound by V. Carter,,21,24
144,2,7:20.0,F. Mason misses 3-pt jump shot from 24 ft,,21,24
145,2,7:18.0,Offensive rebound by W. Cauley-Stein,,21,24
146,2,7:18.0,Sacramento full timeout,,21,24
147,2,7:18.0,,C. Anthony enters the game for P. Patterson,21,24
148,2,7:07.0,Shooting foul by R. Westbrook (drawn by W. Cauley-Stein),,21,24
149,2,7:07.0,W. Cauley-Stein makes free throw 1 of 2,,22,24
150,2,7:07.0,W. Cauley-Stein misses free throw 2 of 2,,22,24
151,2,7:05.0,,Defensive rebound by R. Westbrook,22,24
152,2,6:56.0,,Personal foul by W. Cauley-Stein (drawn by S. Adams),22,24
153,2,6:56.0,,C. Brewer enters the game for R. Felton,22,24
154,2,6:56.0,,P. George enters the game for T. Ferguson,22,24
155,2,6:56.0,K. Koufos enters the game for W. Cauley-Stein,,22,24
156,2,6:56.0,B. Bogdanović enters the game for B. Hield,,22,24
157,2,6:41.0,,R. Westbrook misses 2-pt layup from 2 ft,22,24
158,2,6:39.0,Defensive rebound by G. Temple,,22,24
159,2,6:35.0,G. Temple makes 2-pt layup at rim,,24,24
160,2,6:23.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),24,26
161,2,6:07.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,24,26
162,2,6:04.0,Offensive rebound by K. Koufos,,24,26
163,2,6:00.0,K. Koufos makes 2-pt hook shot from 6 ft,,26,26
164,2,5:43.0,Violation by K. Koufos (kicked ball),,26,26
165,2,5:43.0,,Oklahoma City full timeout,26,26
166,2,5:43.0,D. Fox enters the game for F. Mason,,26,26
167,2,5:43.0,Z. Randolph enters the game for V. Carter,,26,26
168,2,5:34.0,,C. Anthony misses 2-pt jump shot from 13 ft,26,26
169,2,5:31.0,Defensive rebound by B. Bogdanović,,26,26
170,2,5:10.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,26,26
171,2,5:07.0,,Defensive rebound by C. Anthony,26,26
172,2,4:55.0,,C. Anthony misses 2-pt jump shot from 13 ft,26,26
173,2,4:52.0,Defensive rebound by K. Koufos,,26,26
174,2,4:46.0,Z. Randolph misses 2-pt jump shot from 4 ft,,26,26
175,2,4:44.0,,Defensive rebound by C. Brewer,26,26
176,2,4:34.0,,R. Westbrook misses 2-pt jump shot from 5 ft,26,26
177,2,4:32.0,Defensive rebound by K. Koufos,,26,26
178,2,4:24.0,Turnover by G. Temple (bad pass; steal by C. Anthony),,26,26
179,2,4:20.0,,C. Brewer makes 2-pt layup from 1 ft (assist by P. George),26,28
180,2,3:58.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,26,28
181,2,3:54.0,Offensive rebound by K. Koufos,,26,28
182,2,3:54.0,K. Koufos misses 2-pt layup at rim,,26,28
183,2,3:53.0,Offensive rebound by K. Koufos,,26,28
184,2,3:53.0,K. Koufos makes 2-pt layup at rim,,28,28
185,2,3:46.0,,P. George makes 3-pt jump shot from 24 ft,28,31
186,2,3:25.0,Z. Randolph misses 2-pt jump shot from 5 ft (block by S. Adams),,28,31
187,2,3:22.0,,Defensive rebound by C. Anthony,28,31
188,2,3:15.0,,P. George misses 3-pt jump shot from 24 ft,28,31
189,2,3:15.0,,Offensive rebound by Team,28,31
190,2,3:15.0,Loose ball foul by K. Koufos (drawn by S. Adams),,28,31
191,2,3:15.0,J. Jackson enters the game for G. Temple,,28,31
192,2,3:15.0,V. Carter enters the game for K. Koufos,,28,31
193,2,3:03.0,,P. George makes 2-pt layup from 1 ft,28,33
194,2,2:47.0,Z. Randolph misses 2-pt jump shot from 3 ft (block by C. Brewer),,28,33
195,2,2:47.0,Offensive rebound by Team,,28,33
196,2,2:42.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by V. Carter),,31,33
197,2,2:24.0,,Shooting foul by V. Carter (drawn by C. Anthony),31,33
198,2,2:24.0,,C. Anthony makes free throw 1 of 2,31,34
199,2,2:24.0,,C. Anthony makes free throw 2 of 2,31,35
200,2,2:07.0,V. Carter makes 2-pt layup at rim,,33,35
201,2,1:59.0,,C. Brewer misses 2-pt jump shot from 15 ft,33,35
202,2,1:54.0,,Offensive rebound by S. Adams,33,35
203,2,1:54.0,,S. Adams misses 2-pt layup at rim,33,35
204,2,1:53.0,,Offensive rebound by S. Adams,33,35
205,2,1:53.0,,C. Anthony makes 2-pt jump shot from 13 ft (assist by S. Adams),33,37
206,2,1:32.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Fox),,36,37
207,2,1:32.0,Shooting foul by C. Anthony (drawn by B. Bogdanović),,36,37
208,2,1:32.0,B. Bogdanović makes free throw 1 of 1,,37,37
209,2,1:23.0,,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),37,40
210,2,1:06.0,Z. Randolph misses 2-pt layup from 1 ft,,37,40
211,2,1:05.0,,Defensive rebound by P. George,37,40
212,2,0:59.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by P. George),37,43
213,2,0:45.0,D. Fox misses 2-pt layup from 2 ft (block by S. Adams),,37,43
214,2,0:45.0,Offensive rebound by Team,,37,43
215,2,0:38.0,J. Jackson makes 3-pt jump shot from 28 ft (assist by Z. Randolph),,40,43
216,2,0:31.0,,P. George makes 3-pt jump shot from 28 ft (assist by R. Westbrook),40,46
217,2,0:08.0,D. Fox misses 2-pt layup from 7 ft (block by C. Anthony),,40,46
218,2,0:08.0,Offensive rebound by Team,,40,46
219,2,0:07.0,Z. Randolph misses 2-pt jump shot from 17 ft,,40,46
220,2,0:04.0,,Defensive rebound by C. Brewer,40,46
221,2,0:03.0,,Personal foul by D. Fox (drawn by R. Westbrook),40,46
222,2,0:03.0,,R. Westbrook misses free throw 1 of 2,40,46
223,2,0:03.0,,Offensive rebound by Team,40,46
224,2,0:03.0,,R. Westbrook misses free throw 2 of 2,40,46
225,2,0:00.0,,Offensive rebound by C. Anthony,40,46
226,2,0:00.0,,C. Anthony misses 2-pt layup at rim,40,46
227,2,0:00.0,Defensive rebound by Z. Randolph,,40,46
228,3,11:43.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,43,46
229,3,11:29.0,,R. Westbrook makes 2-pt jump shot from 17 ft,43,48
230,3,11:10.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,43,48
231,3,11:09.0,Offensive rebound by Team,,43,48
232,3,11:09.0,,Loose ball foul by C. Anthony (drawn by K. Koufos),43,48
233,3,10:49.0,Z. Randolph misses 2-pt layup from 1 ft,,43,48
234,3,10:47.0,Offensive rebound by K. Koufos,,43,48
235,3,10:45.0,Z. Randolph misses 3-pt jump shot from 22 ft,,43,48
236,3,10:42.0,,Defensive rebound by R. Westbrook,43,48
237,3,10:40.0,,R. Westbrook makes 2-pt layup from 1 ft,43,50
238,3,10:40.0,,Shooting block foul by D. Fox (drawn by R. Westbrook),43,50
239,3,10:40.0,,R. Westbrook makes free throw 1 of 1,43,51
240,3,10:33.0,Personal foul by P. George (drawn by J. Jackson),,43,51
241,3,10:30.0,Offensive foul by K. Koufos (drawn by R. Westbrook),,43,51
242,3,10:30.0,Turnover by K. Koufos (offensive foul),,43,51
243,3,10:15.0,,S. Adams misses 2-pt hook shot from 10 ft,43,51
244,3,10:13.0,Defensive rebound by K. Koufos,,43,51
245,3,10:04.0,B. Bogdanović makes 2-pt jump shot from 17 ft,,45,51
246,3,9:45.0,,R. Westbrook misses 2-pt jump shot from 20 ft,45,51
247,3,9:43.0,Defensive rebound by Z. Randolph,,45,51
248,3,9:36.0,D. Fox makes 2-pt jump shot from 7 ft,,47,51
249,3,9:34.0,,Oklahoma City full timeout,47,51
250,3,9:20.0,,R. Westbrook misses 2-pt jump shot from 14 ft,47,51
251,3,9:17.0,Defensive rebound by B. Bogdanović,,47,51
252,3,9:12.0,J. Jackson makes 3-pt jump shot from 22 ft (assist by K. Koufos),,50,51
253,3,8:58.0,,P. George makes 2-pt jump shot from 19 ft,50,53
254,3,8:37.0,K. Koufos misses 2-pt layup at rim,,50,53
255,3,8:35.0,,Defensive rebound by C. Anthony,50,53
256,3,8:33.0,,Turnover by C. Anthony (bad pass; steal by D. Fox),50,53
257,3,8:30.0,D. Fox misses 2-pt jump shot from 2 ft,,50,53
258,3,8:29.0,,Defensive rebound by C. Anthony,50,53
259,3,8:24.0,,R. Westbrook makes 3-pt jump shot from 24 ft,50,56
260,3,7:59.0,Z. Randolph makes 2-pt jump shot from 20 ft (assist by B. Bogdanović),,52,56
261,3,7:48.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),52,59
262,3,7:32.0,Z. Randolph makes 2-pt jump shot from 6 ft,,54,59
263,3,7:28.0,,Personal foul by B. Bogdanović (drawn by S. Adams),54,59
264,3,7:28.0,W. Cauley-Stein enters the game for K. Koufos,,54,59
265,3,7:12.0,,P. George misses 3-pt jump shot from 25 ft,54,59
266,3,7:07.0,Defensive rebound by Z. Randolph,,54,59
267,3,6:59.0,J. Jackson misses 3-pt jump shot from 24 ft,,54,59
268,3,6:57.0,,Defensive rebound by S. Adams,54,59
269,3,6:51.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by C. Brewer),54,62
270,3,6:32.0,Z. Randolph misses 3-pt jump shot from 24 ft,,54,62
271,3,6:32.0,,Defensive rebound by C. Brewer,54,62
272,3,6:14.0,,P. George misses 2-pt jump shot from 17 ft,54,62
273,3,6:09.0,Defensive rebound by J. Jackson,,54,62
274,3,6:05.0,Z. Randolph misses 3-pt jump shot from 25 ft,,54,62
275,3,5:59.0,,Defensive rebound by P. George,54,62
276,3,5:58.0,,Turnover by P. George (bad pass; steal by Z. Randolph),54,62
277,3,5:53.0,B. Bogdanović makes 2-pt jump shot from 6 ft,,56,62
278,3,5:53.0,Shooting foul by S. Adams (drawn by B. Bogdanović),,56,62
279,3,5:53.0,B. Bogdanović makes free throw 1 of 1,,57,62
280,3,5:35.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),57,64
281,3,5:31.0,Sacramento full timeout,,57,64
282,3,5:31.0,,P. Patterson enters the game for S. Adams,57,64
283,3,5:16.0,J. Jackson makes 2-pt jump shot from 7 ft,,59,64
284,3,4:59.0,,R. Westbrook misses 2-pt layup from 3 ft (block by D. Fox),59,64
285,3,4:57.0,Defensive rebound by B. Bogdanović,,59,64
286,3,4:54.0,B. Bogdanović makes 2-pt jump shot from 20 ft,,61,64
287,3,4:42.0,,Personal foul by J. Jackson (drawn by P. George),61,64
288,3,4:34.0,,C. Anthony misses 2-pt jump shot from 14 ft,61,64
289,3,4:32.0,Defensive rebound by B. Bogdanović,,61,64
290,3,4:17.0,Z. Randolph makes 2-pt layup from 5 ft (assist by D. Fox),,63,64
291,3,3:59.0,,Shooting foul by B. Bogdanović (drawn by C. Brewer),63,64
292,3,3:59.0,,C. Brewer makes free throw 1 of 3,63,65
293,3,3:59.0,,C. Brewer makes free throw 2 of 3,63,66
294,3,3:59.0,,C. Brewer makes free throw 3 of 3,63,67
295,3,3:46.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Jackson),,66,67
296,3,3:32.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),66,70
297,3,3:11.0,J. Jackson makes 2-pt layup from 1 ft (assist by Z. Randolph),,68,70
298,3,3:01.0,,C. Anthony misses 3-pt jump shot from 25 ft,68,70
299,3,2:59.0,Defensive rebound by B. Bogdanović,,68,70
300,3,2:52.0,Z. Randolph misses 3-pt jump shot from 24 ft,,68,70
301,3,2:49.0,,Defensive rebound by R. Westbrook,68,70
302,3,2:46.0,,C. Brewer makes 2-pt layup at rim (assist by R. Westbrook),68,72
303,3,2:25.0,Z. Randolph makes 2-pt jump shot from 1 ft (assist by B. Bogdanović),,70,72
304,3,2:09.0,,R. Westbrook misses 3-pt jump shot from 26 ft,70,72
305,3,2:07.0,Defensive rebound by B. Bogdanović,,70,72
306,3,1:58.0,Turnover by B. Bogdanović (bad pass; steal by C. Brewer),,70,72
307,3,1:58.0,,Personal foul by B. Bogdanović (drawn by C. Brewer),70,72
308,3,1:58.0,,C. Brewer makes free throw 1 of 2,70,73
309,3,1:58.0,,R. Felton enters the game for R. Westbrook,70,73
310,3,1:58.0,,J. Grant enters the game for C. Anthony,70,73
311,3,1:58.0,V. Carter enters the game for B. Bogdanović,,70,73
312,3,1:58.0,G. Temple enters the game for Z. Randolph,,70,73
313,3,1:58.0,,C. Brewer makes free throw 2 of 2,70,74
314,3,1:40.0,V. Carter makes 3-pt jump shot from 25 ft (assist by G. Temple),,73,74
315,3,1:19.0,,P. George makes 2-pt layup from 1 ft,73,76
316,3,1:05.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Fox),,75,76
317,3,0:50.0,,P. George misses 3-pt jump shot from 25 ft,75,76
318,3,0:48.0,,Offensive rebound by C. Brewer,75,76
319,3,0:47.0,,C. Brewer makes 2-pt layup at rim,75,78
320,3,0:38.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Fox),,77,78
321,3,0:27.0,,C. Brewer misses 3-pt jump shot from 23 ft,77,78
322,3,0:24.0,Defensive rebound by W. Cauley-Stein,,77,78
323,3,0:06.0,D. Fox misses 2-pt layup at rim,,77,78
324,3,0:05.0,Offensive rebound by G. Temple,,77,78
325,3,0:05.0,G. Temple makes 2-pt layup at rim,,79,78
326,3,0:01.0,,P. George misses 3-pt jump shot from 45 ft,79,78
327,3,0:01.0,,Offensive rebound by Team,79,78
328,4,11:40.0,,T. Ferguson makes 3-pt jump shot from 22 ft (assist by R. Felton),79,81
329,4,11:21.0,G. Temple misses 2-pt jump shot from 17 ft,,79,81
330,4,11:19.0,,Defensive rebound by J. Grant,79,81
331,4,11:14.0,,Turnover by R. Felton (bad pass; steal by F. Mason),79,81
332,4,10:55.0,V. Carter misses 3-pt jump shot from 22 ft,,79,81
333,4,10:51.0,,Defensive rebound by P. Patterson,79,81
334,4,10:46.0,,P. George misses 2-pt jump shot from 15 ft,79,81
335,4,10:43.0,Defensive rebound by V. Carter,,79,81
336,4,10:36.0,F. Mason makes 2-pt layup at rim,,81,81
337,4,10:22.0,,Shooting foul by V. Carter (drawn by J. Grant),81,81
338,4,10:22.0,,J. Grant makes free throw 1 of 2,81,82
339,4,10:22.0,,Á. Abrines enters the game for P. George,81,82
340,4,10:22.0,B. Hield enters the game for J. Jackson,,81,82
341,4,10:22.0,,J. Grant misses free throw 2 of 2,81,82
342,4,10:20.0,Defensive rebound by V. Carter,,81,82
343,4,10:12.0,F. Mason makes 2-pt layup from 1 ft (assist by V. Carter),,83,82
344,4,10:00.0,,T. Ferguson misses 3-pt jump shot from 25 ft,83,82
345,4,9:58.0,Defensive rebound by G. Temple,,83,82
346,4,9:47.0,W. Cauley-Stein misses 2-pt jump shot from 14 ft,,83,82
347,4,9:45.0,,Defensive rebound by P. Patterson,83,82
348,4,9:35.0,,P. Patterson makes 2-pt jump shot from 5 ft,83,84
349,4,9:08.0,F. Mason misses 2-pt layup from 1 ft,,83,84
350,4,9:06.0,Offensive rebound by F. Mason,,83,84
351,4,8:45.0,F. Mason misses 2-pt layup from 2 ft (block by R. Felton),,83,84
352,4,8:41.0,,Defensive rebound by P. Patterson,83,84
353,4,8:37.0,,R. Felton makes 2-pt layup at rim (assist by J. Grant),83,86
354,4,8:12.0,W. Cauley-Stein makes 2-pt jump shot from 1 ft,,85,86
355,4,7:57.0,,R. Felton makes 2-pt layup at rim,85,88
356,4,7:57.0,Sacramento full timeout,,85,88
357,4,7:57.0,,R. Westbrook enters the game for T. Ferguson,85,88
358,4,7:57.0,K. Koufos enters the game for W. Cauley-Stein,,85,88
359,4,7:41.0,K. Koufos misses 2-pt jump shot from 5 ft,,85,88
360,4,7:40.0,,Defensive rebound by R. Westbrook,85,88
361,4,7:26.0,,Á. Abrines makes 3-pt jump shot from 26 ft (assist by R. Westbrook),85,91
362,4,6:57.0,Turnover by G. Temple (out of bounds lost ball),,85,91
363,4,6:46.0,,Turnover by R. Westbrook (bad pass; steal by V. Carter),85,91
364,4,6:44.0,Shooting foul by Á. Abrines (drawn by G. Temple),,85,91
365,4,6:44.0,G. Temple makes free throw 1 of 2,,86,91
366,4,6:44.0,D. Fox enters the game for F. Mason,,86,91
367,4,6:44.0,G. Temple makes free throw 2 of 2,,87,91
368,4,6:31.0,,Personal foul by G. Temple (drawn by P. Patterson),87,91
369,4,6:21.0,,R. Felton misses 3-pt jump shot from 24 ft,87,91
370,4,6:16.0,Defensive rebound by G. Temple,,87,91
371,4,6:03.0,K. Koufos misses 2-pt hook shot from 9 ft,,87,91
372,4,5:58.0,Offensive rebound by G. Temple,,87,91
373,4,5:58.0,G. Temple misses 2-pt layup at rim,,87,91
374,4,5:57.0,,Defensive rebound by R. Westbrook,87,91
375,4,5:53.0,,P. Patterson misses 3-pt jump shot from 23 ft,87,91
376,4,5:51.0,Defensive rebound by G. Temple,,87,91
377,4,5:42.0,Personal foul by R. Westbrook (drawn by K. Koufos),,87,91
378,4,5:42.0,,C. Anthony enters the game for R. Felton,87,91
379,4,5:42.0,,P. George enters the game for P. Patterson,87,91
380,4,5:42.0,W. Cauley-Stein enters the game for K. Koufos,,87,91
381,4,5:33.0,V. Carter misses 3-pt jump shot from 26 ft,,87,91
382,4,5:30.0,,Defensive rebound by P. George,87,91
383,4,5:17.0,,J. Grant makes 2-pt layup at rim (assist by R. Westbrook),87,93
384,4,5:00.0,Offensive foul by W. Cauley-Stein (drawn by J. Grant),,87,93
