,QUARTER,TIME_REMAINING,MIAMI_ACTION,DETROIT_ACTION,MIAMI_SCORE,DETROIT_SCORE
113,2,11:46.0,T. Johnson misses 2-pt jump shot from 10 ft (block by A. Drummond),,26,27
114,2,11:42.0,Offensive rebound by J. Johnson,,26,27
115,2,11:40.0,J. Johnson makes 2-pt jump shot from 9 ft,,28,27
116,2,11:40.0,Shooting foul by H. Ellenson (drawn by J. Johnson),,28,27
117,2,11:40.0,J. Johnson makes free throw 1 of 1,,29,27
118,2,11:29.0,,A. Drummond misses 2-pt hook shot from 4 ft,29,27
119,2,11:26.0,Defensive rebound by T. Johnson,,29,27
120,2,11:19.0,Turnover by T. Johnson (bad pass; steal by A. Drummond),,29,27
121,2,11:14.0,,R. Bullock misses 3-pt jump shot from 25 ft,29,27
122,2,11:08.0,Defensive rebound by J. Johnson,,29,27
123,2,10:54.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by J. Johnson),,32,27
124,2,10:34.0,,Turnover by R. Bullock (bad pass; steal by W. Ellington),32,27
125,2,10:24.0,J. Johnson misses 3-pt jump shot from 26 ft,,32,27
126,2,10:20.0,,Defensive rebound by A. Tolliver,32,27
127,2,10:17.0,,R. Bullock misses 3-pt jump shot from 25 ft,32,27
128,2,10:14.0,,Offensive rebound by A. Drummond,32,27
129,2,10:14.0,,Turnover by A. Drummond (lost ball; steal by J. Richardson),32,27
130,2,10:14.0,Personal foul by A. Drummond (drawn by J. Richardson),,32,27
131,2,9:52.0,Turnover by K. Olynyk (lost ball; steal by A. Drummond),,32,27
132,2,9:44.0,,Turnover by A. Drummond (lost ball; steal by T. Johnson),32,27
133,2,9:39.0,K. Olynyk makes 2-pt layup at rim (assist by J. Richardson),,34,27
134,2,9:32.0,,Detroit full timeout,34,27
135,2,9:32.0,,S. Johnson enters the game for H. Ellenson,34,27
136,2,9:21.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by L. Galloway),34,30
137,2,9:00.0,W. Ellington misses 3-pt jump shot from 26 ft,,34,30
138,2,8:57.0,Offensive rebound by J. Johnson,,34,30
139,2,8:57.0,J. Johnson misses 2-pt layup from 1 ft,,34,30
140,2,8:57.0,Offensive rebound by Team,,34,30
141,2,8:55.0,K. Olynyk misses 3-pt jump shot from 27 ft,,34,30
142,2,8:50.0,,Defensive rebound by R. Bullock,34,30
143,2,8:44.0,,Turnover by S. Johnson (bad pass; steal by J. Richardson),34,30
144,2,8:37.0,Turnover by T. Johnson (bad pass),,34,30
145,2,8:26.0,,L. Galloway misses 3-pt jump shot from 27 ft,34,30
146,2,8:22.0,Defensive rebound by K. Olynyk,,34,30
147,2,8:08.0,K. Olynyk makes 2-pt layup from 3 ft,,36,30
148,2,7:51.0,,Turnover by R. Bullock (bad pass; steal by J. Johnson),36,30
149,2,7:43.0,T. Johnson misses 3-pt jump shot from 23 ft,,36,30
150,2,7:41.0,,Defensive rebound by S. Johnson,36,30
151,2,7:37.0,,Shooting foul by J. Richardson (drawn by S. Johnson),36,30
152,2,7:37.0,,S. Johnson makes free throw 1 of 2,36,31
153,2,7:37.0,,B. Griffin enters the game for L. Galloway,36,31
154,2,7:37.0,,I. Smith enters the game for A. Tolliver,36,31
155,2,7:37.0,,S. Johnson makes free throw 2 of 2,36,32
156,2,7:17.0,W. Ellington misses 3-pt jump shot from 24 ft,,36,32
157,2,7:14.0,,Defensive rebound by S. Johnson,36,32
158,2,6:58.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by S. Johnson),36,34
159,2,6:51.0,Miami full timeout,,36,34
160,2,6:51.0,G. Dragić enters the game for J. Richardson,,36,34
161,2,6:46.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,39,34
162,2,6:18.0,,B. Griffin misses 3-pt jump shot from 30 ft,39,34
163,2,6:15.0,,Offensive rebound by A. Drummond,39,34
164,2,6:12.0,,B. Griffin makes 2-pt layup from 1 ft (assist by A. Drummond),39,36
165,2,5:50.0,K. Olynyk misses 3-pt jump shot from 26 ft,,39,36
166,2,5:48.0,,Defensive rebound by I. Smith,39,36
167,2,5:44.0,,Shooting foul by W. Ellington (drawn by I. Smith),39,36
168,2,5:44.0,,I. Smith makes free throw 1 of 2,39,37
169,2,5:44.0,,A. Tolliver enters the game for S. Johnson,39,37
170,2,5:44.0,J. Winslow enters the game for W. Ellington,,39,37
171,2,5:44.0,B. Adebayo enters the game for K. Olynyk,,39,37
172,2,5:44.0,,I. Smith makes free throw 2 of 2,39,38
173,2,5:23.0,G. Dragić misses 2-pt jump shot from 8 ft,,39,38
174,2,5:20.0,,Defensive rebound by A. Drummond,39,38
175,2,5:07.0,,B. Griffin misses 2-pt hook shot from 2 ft,39,38
176,2,5:05.0,Defensive rebound by G. Dragić,,39,38
177,2,5:01.0,G. Dragić misses 2-pt layup at rim,,39,38
178,2,4:56.0,Offensive rebound by B. Adebayo,,39,38
179,2,4:56.0,B. Adebayo misses 2-pt layup at rim,,39,38
180,2,4:55.0,,Defensive rebound by R. Bullock,39,38
181,2,4:48.0,,B. Griffin makes 2-pt layup at rim,39,40
182,2,4:30.0,Turnover by J. Winslow (lost ball; steal by B. Griffin),,39,40
183,2,4:25.0,,I. Smith makes 2-pt layup from 2 ft,39,42
184,2,4:07.0,T. Johnson misses 2-pt jump shot from 21 ft,,39,42
185,2,4:06.0,,Defensive rebound by Team,39,42
186,2,3:55.0,,I. Smith makes 2-pt layup at rim,39,44
187,2,3:36.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),,41,44
188,2,3:31.0,,Technical foul by A. Drummond,41,44
189,2,3:31.0,G. Dragić makes technical free throw,,42,44
190,2,3:31.0,J. Richardson enters the game for J. Johnson,,42,44
191,2,3:23.0,,Turnover by I. Smith (bad pass; steal by G. Dragić),42,44
192,2,3:20.0,G. Dragić makes 2-pt layup from 1 ft,,44,44
193,2,3:08.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Griffin),44,46
194,2,2:56.0,J. Richardson misses 3-pt jump shot from 23 ft,,44,46
195,2,2:53.0,,Defensive rebound by B. Griffin,44,46
196,2,2:49.0,,R. Bullock misses 3-pt jump shot from 26 ft,44,46
197,2,2:44.0,Defensive rebound by B. Adebayo,,44,46
198,2,2:29.0,J. Winslow misses 3-pt jump shot from 22 ft,,44,46
199,2,2:26.0,,Defensive rebound by A. Tolliver,44,46
200,2,2:22.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by R. Bullock),44,49
201,2,1:59.0,G. Dragić makes 2-pt jump shot from 13 ft,,46,49
202,2,1:43.0,,B. Griffin makes 2-pt dunk at rim (assist by I. Smith),46,51
203,2,1:25.0,Personal foul by A. Tolliver (drawn by T. Johnson),,46,51
204,2,1:25.0,,W. Reed enters the game for A. Drummond,46,51
205,2,1:25.0,K. Olynyk enters the game for B. Adebayo,,46,51
206,2,1:18.0,J. Richardson makes 2-pt jump shot from 4 ft,,48,51
207,2,0:59.0,,B. Griffin misses 3-pt jump shot from 27 ft,48,51
208,2,0:56.0,Defensive rebound by J. Richardson,,48,51
209,2,0:55.0,Turnover by J. Richardson (bad pass),,48,51
210,2,0:55.0,,L. Galloway enters the game for A. Tolliver,48,51
211,2,0:55.0,W. Ellington enters the game for T. Johnson,,48,51
212,2,0:39.0,,B. Griffin misses 2-pt jump shot from 4 ft (block by J. Winslow),48,51
213,2,0:37.0,Defensive rebound by J. Winslow,,48,51
214,2,0:25.0,K. Olynyk makes 2-pt hook shot from 5 ft (assist by G. Dragić),,50,51
215,2,0:07.0,,Personal foul by J. Richardson,50,51
216,2,0:07.0,Technical foul by J. Richardson,,50,51
217,2,0:07.0,,L. Galloway makes technical free throw,50,52
218,2,0:00.0,,I. Smith makes 2-pt jump shot from 21 ft (assist by B. Griffin),50,54
219,3,11:39.0,K. Olynyk misses 2-pt jump shot from 13 ft,,50,54
220,3,11:35.0,,Defensive rebound by A. Drummond,50,54
221,3,11:15.0,,A. Drummond makes 2-pt hook shot from 4 ft,50,56
222,3,10:55.0,G. Dragić misses 2-pt jump shot from 14 ft,,50,56
223,3,10:52.0,,Defensive rebound by A. Drummond,50,56
224,3,10:37.0,,I. Smith misses 2-pt jump shot from 14 ft,50,56
225,3,10:34.0,Defensive rebound by J. Winslow,,50,56
226,3,10:27.0,J. Winslow misses 2-pt layup from 7 ft (block by A. Drummond),,50,56
227,3,10:24.0,,Defensive rebound by S. Johnson,50,56
228,3,10:21.0,,S. Johnson misses 2-pt layup from 3 ft,50,56
229,3,10:19.0,Defensive rebound by J. Winslow,,50,56
230,3,10:09.0,G. Dragić makes 2-pt jump shot from 14 ft (assist by K. Olynyk),,52,56
231,3,9:42.0,,Turnover by A. Drummond (lost ball; steal by J. Winslow),52,56
232,3,9:37.0,Turnover by J. Richardson (bad pass; steal by R. Bullock),,52,56
233,3,9:27.0,,B. Griffin misses 2-pt jump shot from 17 ft,52,56
234,3,9:25.0,Defensive rebound by K. Olynyk,,52,56
235,3,9:17.0,K. Olynyk makes 3-pt jump shot from 27 ft (assist by J. Richardson),,55,56
236,3,8:49.0,,S. Johnson misses 2-pt layup from 3 ft,55,56
237,3,8:47.0,Defensive rebound by J. Winslow,,55,56
238,3,8:43.0,G. Dragić makes 2-pt jump shot from 13 ft (assist by J. Winslow),,57,56
239,3,8:41.0,,Detroit full timeout,57,56
240,3,8:28.0,,R. Bullock misses 2-pt jump shot from 9 ft (block by G. Dragić),57,56
241,3,8:24.0,,Offensive rebound by A. Drummond,57,56
242,3,8:23.0,,A. Drummond misses 2-pt layup from 1 ft,57,56
243,3,8:23.0,Defensive rebound by K. Olynyk,,57,56
244,3,8:11.0,J. Winslow misses 2-pt layup from 3 ft (block by A. Drummond),,57,56
245,3,8:09.0,,Defensive rebound by A. Drummond,57,56
246,3,8:09.0,,Turnover by A. Drummond (out of bounds lost ball),57,56
247,3,8:02.0,G. Dragić misses 2-pt jump shot from 16 ft,,57,56
248,3,7:58.0,Offensive rebound by K. Olynyk,,57,56
249,3,7:57.0,K. Olynyk makes 2-pt layup from 1 ft,,59,56
250,3,7:44.0,,Personal foul by G. Dragić (drawn by R. Bullock),59,56
251,3,7:37.0,,I. Smith makes 2-pt layup from 1 ft,59,58
252,3,7:37.0,Violation by K. Olynyk (def goaltending),,59,58
253,3,7:19.0,G. Dragić makes 3-pt jump shot from 28 ft (assist by J. Richardson),,62,58
254,3,7:00.0,,Shooting foul by J. Winslow (drawn by S. Johnson),62,58
255,3,7:00.0,,S. Johnson makes free throw 1 of 2,62,59
256,3,7:00.0,,S. Johnson makes free throw 2 of 2,62,60
257,3,6:45.0,Turnover by K. Olynyk (bad pass; steal by A. Drummond),,62,60
258,3,6:39.0,,S. Johnson makes 2-pt layup at rim,62,62
259,3,6:28.0,G. Dragić makes 3-pt jump shot from 27 ft (assist by J. Winslow),,65,62
260,3,6:13.0,,B. Griffin misses 3-pt jump shot from 26 ft,65,62
261,3,6:09.0,,Offensive rebound by A. Drummond,65,62
262,3,6:06.0,,A. Drummond makes 2-pt dunk at rim (assist by I. Smith),65,64
263,3,5:55.0,B. Adebayo makes 2-pt dunk at rim (assist by J. Winslow),,67,64
264,3,5:31.0,,I. Smith makes 2-pt jump shot from 5 ft,67,66
265,3,5:12.0,,A. Tolliver enters the game for A. Drummond,67,66
266,3,5:11.0,Miami full timeout,,67,66
267,3,5:11.0,W. Ellington enters the game for J. Richardson,,67,66
268,3,5:08.0,K. Olynyk makes 2-pt dunk at rim (assist by G. Dragić),,69,66
269,3,4:43.0,,S. Johnson misses 3-pt jump shot from 26 ft,69,66
270,3,4:40.0,Defensive rebound by W. Ellington,,69,66
271,3,4:30.0,G. Dragić makes 2-pt layup from 1 ft,,71,66
272,3,4:13.0,,A. Tolliver misses 3-pt jump shot from 23 ft,71,66
273,3,4:10.0,Defensive rebound by W. Ellington,,71,66
274,3,3:56.0,W. Ellington misses 3-pt jump shot from 23 ft,,71,66
275,3,3:54.0,,Defensive rebound by B. Griffin,71,66
276,3,3:48.0,,B. Griffin misses 2-pt layup from 3 ft (block by B. Adebayo),71,66
277,3,3:43.0,Defensive rebound by G. Dragić,,71,66
278,3,3:38.0,K. Olynyk misses 2-pt jump shot from 17 ft,,71,66
279,3,3:36.0,,Defensive rebound by R. Bullock,71,66
280,3,3:32.0,,R. Bullock makes 3-pt jump shot from 26 ft (assist by S. Johnson),71,69
281,3,3:08.0,B. Adebayo misses 2-pt layup from 4 ft,,71,69
282,3,3:06.0,,Defensive rebound by S. Johnson,71,69
283,3,3:01.0,,S. Johnson makes 2-pt layup at rim,71,71
284,3,2:40.0,G. Dragić misses 2-pt jump shot from 16 ft,,71,71
285,3,2:36.0,,Defensive rebound by S. Johnson,71,71
286,3,2:35.0,,Turnover by S. Johnson (lost ball; steal by G. Dragić),71,71
287,3,2:34.0,G. Dragić makes 2-pt layup at rim,,73,71
288,3,2:34.0,Shooting foul by B. Griffin (drawn by G. Dragić),,73,71
289,3,2:34.0,,L. Galloway enters the game for I. Smith,73,71
290,3,2:34.0,J. Johnson enters the game for K. Olynyk,,73,71
291,3,2:34.0,G. Dragić makes free throw 1 of 1,,74,71
292,3,2:10.0,,B. Griffin misses 2-pt hook shot from 8 ft,74,71
293,3,2:07.0,Defensive rebound by J. Winslow,,74,71
294,3,2:00.0,J. Winslow misses 2-pt layup from 5 ft (block by L. Galloway),,74,71
295,3,1:57.0,,Defensive rebound by A. Tolliver,74,71
296,3,1:39.0,,S. Johnson misses 2-pt jump shot from 5 ft,74,71
297,3,1:35.0,,Offensive rebound by A. Tolliver,74,71
298,3,1:34.0,,A. Tolliver makes 2-pt layup from 1 ft,74,73
299,3,1:15.0,Turnover by J. Winslow (bad pass),,74,73
300,3,1:15.0,,A. Drummond enters the game for B. Griffin,74,73
301,3,1:15.0,K. Olynyk enters the game for G. Dragić,,74,73
302,3,1:15.0,J. Richardson enters the game for B. Adebayo,,74,73
303,3,1:15.0,T. Johnson enters the game for J. Winslow,,74,73
304,3,1:04.0,,A. Tolliver misses 3-pt jump shot from 26 ft,74,73
305,3,0:59.0,Defensive rebound by J. Johnson,,74,73
306,3,0:52.0,Turnover by J. Johnson (lost ball; steal by A. Drummond),,74,73
307,3,0:42.0,,Personal foul by J. Johnson (drawn by A. Drummond),74,73
308,3,0:33.0,,A. Drummond misses 2-pt layup from 4 ft,74,73
309,3,0:32.0,,Offensive rebound by Team,74,73
310,3,0:27.0,,Turnover by Team (shot clock),74,73
311,3,0:04.0,J. Johnson makes 3-pt jump shot from 22 ft (assist by K. Olynyk),,77,73
312,3,0:01.0,,L. Galloway makes 3-pt jump shot from 26 ft,77,76
313,4,11:48.0,,Turnover by S. Johnson (bad pass; steal by J. Johnson),77,76
314,4,11:48.0,Turnover by J. Johnson (bad pass),,77,76
315,4,11:40.0,,L. Galloway makes 2-pt jump shot from 14 ft (assist by A. Tolliver),77,78
316,4,11:23.0,Turnover by J. Johnson (bad pass; steal by I. Smith),,77,78
317,4,11:19.0,,L. Galloway misses 3-pt jump shot from 27 ft,77,78
318,4,11:12.0,,Offensive rebound by A. Drummond,77,78
319,4,11:12.0,,A. Drummond makes 2-pt layup at rim,77,80
320,4,10:52.0,K. Olynyk misses 3-pt jump shot from 26 ft,,77,80
321,4,10:49.0,,Defensive rebound by A. Drummond,77,80
322,4,10:44.0,,A. Tolliver makes 2-pt dunk from 1 ft (assist by I. Smith),77,82
323,4,10:18.0,J. Johnson misses 3-pt jump shot from 29 ft,,77,82
324,4,10:14.0,,Defensive rebound by S. Johnson,77,82
325,4,10:05.0,,A. Drummond makes 2-pt layup from 1 ft (assist by I. Smith),77,84
326,4,10:05.0,Miami full timeout,,77,84
327,4,9:48.0,J. Richardson makes 2-pt layup from 1 ft (assist by K. Olynyk),,79,84
328,4,9:33.0,,L. Galloway misses 3-pt jump shot from 27 ft,79,84
329,4,9:30.0,Defensive rebound by K. Olynyk,,79,84
330,4,9:20.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by J. Johnson),,82,84
331,4,9:04.0,,Shooting foul by W. Ellington (drawn by L. Galloway),82,84
332,4,9:04.0,,L. Galloway makes free throw 1 of 2,82,85
333,4,9:04.0,,L. Galloway makes free throw 2 of 2,82,86
334,4,8:47.0,J. Richardson makes 2-pt dunk from 1 ft (assist by T. Johnson),,84,86
335,4,8:30.0,,A. Drummond makes 2-pt layup from 2 ft (assist by I. Smith),84,88
336,4,8:30.0,,Shooting foul by T. Johnson (drawn by A. Drummond),84,88
337,4,8:30.0,,A. Drummond misses free throw 1 of 1,84,88
338,4,8:30.0,,R. Bullock enters the game for S. Johnson,84,88
339,4,8:25.0,Defensive rebound by K. Olynyk,,84,88
340,4,8:17.0,J. Johnson makes 2-pt dunk at rim (assist by J. Richardson),,86,88
341,4,7:57.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by L. Galloway),86,91
342,4,7:37.0,J. Richardson misses 2-pt layup at rim,,86,91
343,4,7:35.0,,Defensive rebound by A. Drummond,86,91
344,4,7:27.0,,R. Bullock makes 2-pt jump shot from 6 ft,86,93
345,4,7:26.0,Miami full timeout,,86,93
346,4,7:26.0,,B. Griffin enters the game for A. Drummond,86,93
347,4,7:13.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by J. Johnson),,89,93
348,4,6:57.0,,Personal foul by W. Ellington (drawn by R. Bullock),89,93
349,4,6:57.0,G. Dragić enters the game for T. Johnson,,89,93
350,4,6:44.0,Offensive charge foul by B. Griffin (drawn by J. Richardson),,89,93
351,4,6:44.0,,Turnover by B. Griffin (offensive foul),89,93
352,4,6:33.0,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Johnson),,91,93
353,4,6:09.0,,Turnover by B. Griffin (lost ball; steal by J. Richardson),91,93
354,4,6:05.0,W. Ellington makes 2-pt layup from 1 ft (assist by G. Dragić),,93,93
355,4,5:46.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by L. Galloway),93,96
356,4,5:26.0,K. Olynyk misses 3-pt jump shot from 27 ft,,93,96
357,4,5:19.0,,Defensive rebound by A. Tolliver,93,96
358,4,5:09.0,,A. Tolliver misses 2-pt layup from 1 ft,93,96
359,4,5:07.0,Defensive rebound by W. Ellington,,93,96
360,4,4:57.0,G. Dragić makes 3-pt jump shot from 26 ft (assist by J. Johnson),,96,96
361,4,4:55.0,,Detroit full timeout,96,96
362,4,4:55.0,,S. Johnson enters the game for L. Galloway,96,96
363,4,4:55.0,,A. Drummond enters the game for R. Bullock,96,96
364,4,4:36.0,,I. Smith misses 2-pt layup from 4 ft,96,96
365,4,4:34.0,,Offensive rebound by A. Drummond,96,96
366,4,4:32.0,,Turnover by A. Drummond (out of bounds lost ball),96,96
367,4,4:16.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by J. Johnson),,99,96
368,4,3:57.0,,S. Johnson makes 2-pt layup from 1 ft (assist by I. Smith),99,98
369,4,3:45.0,J. Johnson misses 3-pt jump shot from 22 ft,,99,98
370,4,3:45.0,Offensive rebound by W. Ellington,,99,98
371,4,3:28.0,J. Johnson misses 2-pt jump shot from 16 ft,,99,98
372,4,3:24.0,,Defensive rebound by S. Johnson,99,98
373,4,3:20.0,,S. Johnson makes 2-pt jump shot from 6 ft,99,100
374,4,3:20.0,,Shooting foul by G. Dragić (drawn by S. Johnson),99,100
375,4,3:20.0,,S. Johnson makes free throw 1 of 1,99,101
376,4,2:56.0,G. Dragić makes 2-pt jump shot from 16 ft,,101,101
377,4,2:33.0,,I. Smith makes 2-pt jump shot from 14 ft,101,103
