,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA LAKERS_ACTION,WASHINGTON_SCORE,LA LAKERS_SCORE
94,1,0:28.0,Defensive rebound by T. Frazier,,18,23
95,1,0:05.0,B. Beal misses 2-pt layup from 3 ft,,18,23
96,1,0:01.0,,Defensive rebound by J. Randle,18,23
97,2,11:43.0,M. Scott misses 2-pt hook shot from 10 ft,,18,23
98,2,11:39.0,,Defensive rebound by J. Clarkson,18,23
99,2,11:28.0,,K. Kuzma misses 2-pt jump shot from 4 ft,18,23
100,2,11:25.0,Defensive rebound by J. Meeks,,18,23
101,2,11:18.0,J. Meeks makes 2-pt jump shot from 21 ft (assist by T. Frazier),,20,23
102,2,10:55.0,,J. Hart makes 2-pt layup from 1 ft (assist by J. Clarkson),20,25
103,2,10:40.0,M. Scott misses 2-pt layup from 8 ft,,20,25
104,2,10:36.0,Offensive rebound by K. Oubre,,20,25
105,2,10:35.0,K. Oubre misses 2-pt layup from 2 ft,,20,25
106,2,10:35.0,Offensive rebound by I. Mahinmi,,20,25
107,2,10:29.0,I. Mahinmi makes 2-pt layup from 2 ft,,22,25
108,2,10:15.0,,J. Randle makes 2-pt layup from 2 ft (assist by J. Clarkson),22,27
109,2,10:05.0,J. Meeks makes 3-pt jump shot from 27 ft (assist by T. Frazier),,25,27
110,2,9:52.0,,K. Kuzma makes 2-pt dunk from 1 ft (assist by J. Clarkson),25,29
111,2,9:46.0,Shooting foul by J. Clarkson (drawn by T. Frazier),,25,29
112,2,9:46.0,T. Frazier makes free throw 1 of 2,,26,29
113,2,9:46.0,,K. Caldwell-Pope enters the game for C. Brewer,26,29
114,2,9:46.0,O. Porter enters the game for K. Oubre,,26,29
115,2,9:46.0,T. Frazier makes free throw 2 of 2,,27,29
116,2,9:26.0,,J. Hart misses 3-pt jump shot from 26 ft,27,29
117,2,9:23.0,Defensive rebound by M. Scott,,27,29
118,2,9:14.0,O. Porter makes 2-pt jump shot from 16 ft (assist by T. Frazier),,29,29
119,2,9:01.0,,Turnover by J. Clarkson (bad pass; steal by M. Scott),29,29
120,2,8:51.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by T. Frazier),,32,29
121,2,8:50.0,,LA Lakers full timeout,32,29
122,2,8:50.0,,L. Ball enters the game for J. Clarkson,32,29
123,2,8:35.0,,K. Kuzma makes 2-pt jump shot from 14 ft (assist by K. Caldwell-Pope),32,31
124,2,8:10.0,M. Scott makes 2-pt jump shot from 6 ft,,34,31
125,2,8:04.0,,Turnover by J. Randle (traveling),34,31
126,2,8:04.0,,L. Nance enters the game for J. Randle,34,31
127,2,8:04.0,J. Wall enters the game for T. Frazier,,34,31
128,2,7:51.0,J. Wall misses 2-pt layup from 3 ft,,34,31
129,2,7:48.0,,Defensive rebound by J. Hart,34,31
130,2,7:42.0,,K. Kuzma misses 2-pt dunk from 1 ft (block by I. Mahinmi),34,31
131,2,7:42.0,,Offensive rebound by Team,34,31
132,2,7:36.0,,K. Caldwell-Pope misses 2-pt jump shot from 22 ft,34,31
133,2,7:31.0,Defensive rebound by J. Meeks,,34,31
134,2,7:23.0,J. Meeks misses 3-pt jump shot from 26 ft,,34,31
135,2,7:19.0,Offensive rebound by I. Mahinmi,,34,31
136,2,7:13.0,Turnover by J. Wall (out of bounds lost ball),,34,31
137,2,7:13.0,,B. Lopez enters the game for J. Hart,34,31
138,2,7:13.0,M. Gortat enters the game for I. Mahinmi,,34,31
139,2,6:59.0,,K. Kuzma misses 3-pt jump shot from 26 ft,34,31
140,2,6:56.0,Defensive rebound by M. Gortat,,34,31
141,2,6:48.0,Personal foul by L. Nance (drawn by M. Scott),,34,31
142,2,6:48.0,,B. Ingram enters the game for K. Kuzma,34,31
143,2,6:42.0,M. Scott misses 2-pt jump shot from 15 ft,,34,31
144,2,6:38.0,Offensive rebound by M. Gortat,,34,31
145,2,6:37.0,Turnover by J. Meeks (lost ball; steal by K. Caldwell-Pope),,34,31
146,2,6:37.0,,Personal foul by O. Porter (drawn by L. Nance),34,31
147,2,6:37.0,B. Beal enters the game for J. Meeks,,34,31
148,2,6:27.0,,B. Lopez misses 2-pt jump shot from 10 ft,34,31
149,2,6:21.0,Defensive rebound by J. Wall,,34,31
150,2,6:15.0,O. Porter misses 3-pt jump shot from 25 ft,,34,31
151,2,6:15.0,,Defensive rebound by L. Nance,34,31
152,2,6:06.0,,Turnover by B. Lopez (bad pass),34,31
153,2,5:53.0,O. Porter makes 2-pt layup from 2 ft (assist by J. Wall),,36,31
154,2,5:38.0,,Turnover by K. Caldwell-Pope (bad pass; steal by O. Porter),36,31
155,2,5:36.0,B. Beal makes 2-pt dunk from 2 ft (assist by O. Porter),,38,31
156,2,5:36.0,,LA Lakers full timeout,38,31
157,2,5:22.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by B. Lopez),38,34
158,2,5:07.0,O. Porter misses 3-pt jump shot from 26 ft,,38,34
159,2,5:04.0,,Defensive rebound by K. Caldwell-Pope,38,34
160,2,5:04.0,,Turnover by B. Ingram (offensive goaltending),38,34
161,2,4:47.0,M. Scott misses 3-pt jump shot from 22 ft,,38,34
162,2,4:45.0,,Defensive rebound by K. Caldwell-Pope,38,34
163,2,4:26.0,,Shooting block foul by M. Gortat (drawn by L. Nance),38,34
164,2,4:26.0,,L. Nance misses free throw 1 of 2,38,34
165,2,4:26.0,,Offensive rebound by Team,38,34
166,2,4:26.0,K. Oubre enters the game for M. Scott,,38,34
167,2,4:26.0,,L. Nance makes free throw 2 of 2,38,35
168,2,4:10.0,B. Beal misses 2-pt jump shot from 21 ft,,38,35
169,2,4:08.0,,Defensive rebound by B. Lopez,38,35
170,2,3:52.0,,L. Nance makes 2-pt dunk from 2 ft (assist by K. Caldwell-Pope),38,37
171,2,3:41.0,K. Oubre makes 3-pt jump shot from 27 ft (assist by J. Wall),,41,37
172,2,3:27.0,,L. Nance makes 2-pt hook shot from 4 ft (assist by L. Ball),41,39
173,2,3:17.0,J. Wall misses 2-pt jump shot from 16 ft,,41,39
174,2,3:15.0,,Defensive rebound by L. Nance,41,39
175,2,3:14.0,,Turnover by L. Nance (bad pass; steal by O. Porter),41,39
176,2,3:05.0,O. Porter misses 2-pt jump shot from 15 ft,,41,39
177,2,3:03.0,,Defensive rebound by L. Ball,41,39
178,2,2:59.0,,B. Lopez misses 3-pt jump shot from 23 ft,41,39
179,2,2:56.0,Defensive rebound by O. Porter,,41,39
180,2,2:51.0,J. Wall misses 3-pt jump shot from 25 ft,,41,39
181,2,2:51.0,Offensive rebound by B. Beal,,41,39
182,2,2:44.0,B. Beal misses 3-pt jump shot from 25 ft,,41,39
183,2,2:44.0,,Defensive rebound by B. Ingram,41,39
184,2,2:41.0,,L. Nance makes 2-pt jump shot from 3 ft (assist by L. Ball),41,41
185,2,2:41.0,,Shooting foul by O. Porter (drawn by L. Nance),41,41
186,2,2:41.0,,J. Clarkson enters the game for B. Ingram,41,41
187,2,2:41.0,,L. Nance makes free throw 1 of 1,41,42
188,2,2:18.0,O. Porter makes 2-pt layup from 2 ft (assist by B. Beal),,43,42
189,2,2:01.0,,J. Clarkson misses 3-pt jump shot from 27 ft,43,42
190,2,1:59.0,Defensive rebound by M. Gortat,,43,42
191,2,1:48.0,O. Porter misses 2-pt layup from 3 ft,,43,42
192,2,1:44.0,,Defensive rebound by L. Nance,43,42
193,2,1:35.0,,L. Ball misses 2-pt layup from 1 ft,43,42
194,2,1:33.0,Defensive rebound by O. Porter,,43,42
195,2,1:33.0,Personal foul by B. Lopez (drawn by O. Porter),,43,42
196,2,1:33.0,,J. Hart enters the game for L. Ball,43,42
197,2,1:20.0,B. Beal makes 2-pt layup from 1 ft,,45,42
198,2,1:04.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,45,42
199,2,1:01.0,Defensive rebound by M. Gortat,,45,42
200,2,0:44.0,J. Wall makes 2-pt jump shot from 13 ft,,47,42
201,2,0:27.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,47,42
202,2,0:25.0,,Offensive rebound by Team,47,42
203,2,0:25.0,Loose ball foul by J. Wall (drawn by B. Lopez),,47,42
204,2,0:24.0,,K. Kuzma enters the game for L. Nance,47,42
205,2,0:24.0,I. Mahinmi enters the game for M. Gortat,,47,42
206,2,0:24.0,M. Scott enters the game for O. Porter,,47,42
207,2,0:03.0,,J. Clarkson makes 3-pt jump shot from 26 ft,47,45
208,2,0:01.0,J. Wall makes 2-pt jump shot from 21 ft,,49,45
209,3,11:46.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,51,45
210,3,11:28.0,,Shooting foul by K. Oubre (drawn by B. Ingram),51,45
211,3,11:28.0,,B. Ingram makes free throw 1 of 2,51,46
212,3,11:28.0,,B. Ingram makes free throw 2 of 2,51,47
213,3,11:10.0,B. Beal misses 2-pt jump shot from 19 ft,,51,47
214,3,11:07.0,,Defensive rebound by B. Ingram,51,47
215,3,11:03.0,,Shooting foul by O. Porter (drawn by B. Lopez),51,47
216,3,11:03.0,,B. Lopez makes free throw 2 of 2,51,48
217,3,11:03.0,,B. Lopez makes free throw 1 of 2,51,49
218,3,10:47.0,Turnover by B. Beal (bad pass; steal by B. Lopez),,51,49
219,3,10:37.0,,B. Ingram makes 2-pt layup from 2 ft,51,51
220,3,10:29.0,Personal foul by B. Ingram (drawn by B. Beal),,51,51
221,3,10:18.0,J. Wall misses 2-pt jump shot from 15 ft,,51,51
222,3,10:16.0,,Defensive rebound by K. Caldwell-Pope,51,51
223,3,10:12.0,,K. Caldwell-Pope misses 2-pt layup from 3 ft,51,51
224,3,10:08.0,Defensive rebound by K. Oubre,,51,51
225,3,10:06.0,Turnover by K. Oubre (bad pass; steal by L. Nance),,51,51
226,3,10:01.0,,L. Ball misses 3-pt jump shot from 25 ft,51,51
227,3,9:59.0,Defensive rebound by B. Beal,,51,51
228,3,9:49.0,O. Porter makes 2-pt jump shot from 17 ft (assist by J. Wall),,53,51
229,3,9:39.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,53,51
230,3,9:36.0,Defensive rebound by K. Oubre,,53,51
231,3,9:25.0,Personal foul by K. Caldwell-Pope (drawn by B. Beal),,53,51
232,3,9:11.0,O. Porter misses 2-pt jump shot from 9 ft,,53,51
233,3,9:07.0,,Defensive rebound by K. Caldwell-Pope,53,51
234,3,9:05.0,,Turnover by L. Ball (bad pass; steal by B. Beal),53,51
235,3,8:57.0,Personal foul by B. Ingram (drawn by K. Oubre),,53,51
236,3,8:45.0,O. Porter makes 2-pt layup from 2 ft (assist by M. Gortat),,55,51
237,3,8:30.0,,Turnover by B. Ingram (bad pass),55,51
238,3,8:21.0,J. Wall makes 2-pt dunk from 1 ft,,57,51
239,3,8:09.0,,B. Lopez makes 2-pt hook shot from 11 ft (assist by L. Ball),57,53
240,3,7:56.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,60,53
241,3,7:48.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by L. Ball),60,56
242,3,7:33.0,Turnover by J. Wall (bad pass; steal by L. Nance),,60,56
243,3,7:28.0,,K. Kuzma enters the game for B. Lopez,60,56
244,3,7:21.0,,Personal foul by K. Oubre,60,56
245,3,7:21.0,Technical foul by K. Oubre,,60,56
246,3,7:21.0,,K. Caldwell-Pope makes technical free throw,60,57
247,3,7:16.0,,L. Nance misses 2-pt jump shot from 17 ft,60,57
248,3,7:12.0,Defensive rebound by B. Beal,,60,57
249,3,7:05.0,B. Beal makes 2-pt layup from 2 ft,,62,57
250,3,6:53.0,,L. Nance makes 2-pt layup from 2 ft (assist by L. Ball),62,59
251,3,6:42.0,K. Oubre misses 2-pt jump shot from 21 ft,,62,59
252,3,6:38.0,,Defensive rebound by L. Nance,62,59
253,3,6:29.0,,L. Ball makes 2-pt jump shot from 15 ft,62,61
254,3,6:12.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,64,61
255,3,6:04.0,,Offensive foul by L. Nance (drawn by J. Wall),64,61
256,3,6:04.0,,Turnover by L. Nance (offensive foul),64,61
257,3,6:04.0,,LA Lakers full timeout,64,61
258,3,5:40.0,J. Wall makes 2-pt jump shot from 17 ft,,66,61
259,3,5:19.0,,Turnover by K. Caldwell-Pope (lost ball; steal by B. Beal),66,61
260,3,5:13.0,J. Wall makes 3-pt jump shot from 26 ft,,69,61
261,3,5:02.0,,K. Kuzma misses 2-pt layup from 3 ft,69,61
262,3,4:57.0,Defensive rebound by O. Porter,,69,61
263,3,4:57.0,Shooting foul by K. Caldwell-Pope (drawn by M. Gortat),,69,61
264,3,4:57.0,M. Gortat makes free throw 1 of 2,,70,61
265,3,4:57.0,,J. Clarkson enters the game for B. Ingram,70,61
266,3,4:57.0,M. Gortat makes free throw 2 of 2,,71,61
267,3,4:35.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by J. Clarkson),71,63
268,3,4:17.0,Turnover by B. Beal (bad pass; steal by K. Caldwell-Pope),,71,63
269,3,4:10.0,,L. Nance makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),71,65
270,3,3:50.0,Offensive foul by M. Gortat (drawn by L. Nance),,71,65
271,3,3:50.0,Turnover by M. Gortat (offensive foul),,71,65
272,3,3:50.0,J. Smith enters the game for M. Gortat,,71,65
273,3,3:50.0,M. Scott enters the game for O. Porter,,71,65
274,3,3:50.0,,C. Brewer enters the game for L. Nance,71,65
275,3,3:37.0,,J. Clarkson makes 2-pt jump shot from 14 ft,71,67
276,3,3:16.0,Shooting foul by C. Brewer (drawn by J. Wall),,71,67
277,3,3:16.0,J. Wall misses free throw 1 of 2,,71,67
278,3,3:16.0,Offensive rebound by Team,,71,67
279,3,3:16.0,J. Meeks enters the game for K. Oubre,,71,67
280,3,3:16.0,J. Wall makes free throw 2 of 2,,72,67
281,3,3:06.0,,J. Clarkson misses 2-pt layup from 10 ft (block by J. Smith),72,67
282,3,3:06.0,Defensive rebound by Team,,72,67
283,3,3:06.0,,J. Hart enters the game for K. Caldwell-Pope,72,67
284,3,2:59.0,Washington full timeout,,72,67
285,3,2:58.0,Shooting foul by J. Hart (drawn by J. Wall),,72,67
286,3,2:58.0,J. Wall makes free throw 1 of 2,,73,67
287,3,2:58.0,J. Wall makes free throw 2 of 2,,74,67
288,3,2:51.0,,Offensive foul by J. Clarkson (drawn by B. Beal),74,67
289,3,2:51.0,,Turnover by J. Clarkson (offensive foul),74,67
290,3,2:41.0,B. Beal misses 2-pt jump shot from 12 ft,,74,67
291,3,2:36.0,,Defensive rebound by J. Hart,74,67
292,3,2:32.0,,J. Clarkson misses 3-pt jump shot from 25 ft,74,67
293,3,2:27.0,Defensive rebound by M. Scott,,74,67
294,3,2:16.0,M. Scott misses 2-pt hook shot from 9 ft,,74,67
295,3,2:13.0,,Defensive rebound by J. Hart,74,67
296,3,2:11.0,Offensive charge foul by C. Brewer (drawn by J. Wall),,74,67
297,3,2:11.0,,Turnover by C. Brewer (offensive foul),74,67
298,3,2:11.0,,B. Ingram enters the game for L. Ball,74,67
299,3,2:11.0,T. Frazier enters the game for J. Wall,,74,67
300,3,1:47.0,B. Beal makes 2-pt jump shot from 14 ft,,76,67
301,3,1:28.0,,Personal foul by M. Scott (drawn by K. Kuzma),76,67
302,3,1:16.0,,C. Brewer misses 2-pt hook shot from 3 ft,76,67
303,3,1:14.0,Defensive rebound by T. Frazier,,76,67
304,3,1:07.0,Offensive foul by J. Smith (drawn by B. Ingram),,76,67
305,3,1:07.0,Turnover by J. Smith (offensive foul),,76,67
306,3,0:56.0,,Shooting foul by J. Meeks (drawn by K. Kuzma),76,67
307,3,0:56.0,,K. Kuzma makes free throw 1 of 2,76,68
308,3,0:56.0,,K. Kuzma makes free throw 2 of 2,76,69
309,3,0:41.0,J. Smith misses 2-pt jump shot from 17 ft,,76,69
310,3,0:39.0,,Defensive rebound by K. Kuzma,76,69
311,3,0:32.0,,Turnover by J. Clarkson (lost ball; steal by J. Meeks),76,69
312,3,0:30.0,Shooting foul by K. Kuzma (drawn by J. Meeks),,76,69
313,3,0:30.0,J. Meeks misses free throw 1 of 2,,76,69
314,3,0:30.0,Offensive rebound by Team,,76,69
315,3,0:30.0,J. Meeks makes free throw 2 of 2,,77,69
316,3,0:12.0,,B. Ingram misses 2-pt jump shot from 5 ft,77,69
317,3,0:08.0,Defensive rebound by M. Scott,,77,69
318,3,0:01.0,B. Beal makes 2-pt jump shot from 18 ft,,79,69
319,3,0:01.0,,B. Ingram misses 3-pt jump shot from 74 ft,79,69
320,3,0:01.0,,Offensive rebound by Team,79,69
321,4,11:48.0,,Personal foul by J. Smith (drawn by B. Lopez),79,69
322,4,11:41.0,,B. Lopez misses 2-pt hook shot from 9 ft,79,69
323,4,11:37.0,Defensive rebound by M. Scott,,79,69
324,4,11:16.0,Turnover by Team (shot clock),,79,69
325,4,11:15.0,B. Beal misses 3-pt jump shot from 25 ft,,79,69
326,4,11:15.0,Offensive rebound by J. Smith,,79,69
327,4,11:00.0,,J. Clarkson misses 2-pt jump shot from 10 ft,79,69
328,4,10:58.0,Defensive rebound by M. Scott,,79,69
329,4,10:50.0,B. Beal misses 2-pt jump shot from 19 ft,,79,69
330,4,10:50.0,,Defensive rebound by K. Kuzma,79,69
331,4,10:41.0,,J. Hart misses 3-pt jump shot from 26 ft,79,69
332,4,10:41.0,Defensive rebound by M. Scott,,79,69
333,4,10:33.0,Offensive foul by B. Beal (drawn by K. Kuzma),,79,69
334,4,10:33.0,Turnover by B. Beal (offensive foul),,79,69
335,4,10:33.0,,L. Ball enters the game for J. Clarkson,79,69
336,4,10:33.0,O. Porter enters the game for B. Beal,,79,69
337,4,10:18.0,,B. Ingram makes 2-pt jump shot from 17 ft (assist by B. Lopez),79,71
338,4,10:00.0,J. Smith misses 3-pt jump shot from 26 ft,,79,71
339,4,9:57.0,,Defensive rebound by B. Ingram,79,71
340,4,9:49.0,,L. Ball misses 3-pt jump shot from 25 ft,79,71
341,4,9:46.0,Defensive rebound by M. Scott,,79,71
342,4,9:42.0,J. Smith makes 2-pt layup from 1 ft (assist by O. Porter),,81,71
343,4,9:42.0,,LA Lakers full timeout,81,71
344,4,9:22.0,,Turnover by B. Ingram (lost ball; steal by J. Meeks),81,71
345,4,9:07.0,J. Smith misses 3-pt jump shot from 26 ft,,81,71
346,4,9:03.0,Offensive rebound by J. Smith,,81,71
347,4,9:00.0,J. Meeks misses 3-pt jump shot from 26 ft,,81,71
348,4,9:00.0,,Defensive rebound by J. Hart,81,71
349,4,8:45.0,,K. Kuzma makes 2-pt jump shot from 3 ft,81,73
350,4,8:24.0,M. Scott misses 2-pt hook shot from 7 ft,,81,73
351,4,8:21.0,,Defensive rebound by K. Kuzma,81,73
352,4,8:13.0,,Turnover by K. Kuzma (bad pass; steal by J. Meeks),81,73
353,4,8:12.0,Shooting foul by L. Ball (drawn by J. Meeks),,81,73
354,4,8:12.0,J. Meeks makes free throw 1 of 2,,82,73
355,4,8:12.0,,J. Randle enters the game for B. Lopez,82,73
356,4,8:12.0,J. Wall enters the game for T. Frazier,,82,73
357,4,8:12.0,M. Gortat enters the game for J. Smith,,82,73
358,4,8:12.0,J. Meeks makes free throw 2 of 2,,83,73
359,4,7:59.0,,B. Ingram misses 2-pt jump shot from 20 ft,83,73
360,4,7:56.0,Defensive rebound by M. Gortat,,83,73
361,4,7:45.0,,K. Caldwell-Pope enters the game for J. Hart,83,73
362,4,7:38.0,M. Scott misses 3-pt jump shot from 22 ft,,83,73
363,4,7:35.0,,Defensive rebound by J. Randle,83,73
364,4,7:32.0,,Shooting foul by O. Porter (drawn by L. Ball),83,73
365,4,7:32.0,,L. Ball makes free throw 1 of 3,83,74
366,4,7:32.0,,L. Ball makes free throw 2 of 3,83,75
367,4,7:32.0,,L. Ball misses free throw 3 of 3,83,75
368,4,7:29.0,Defensive rebound by M. Gortat,,83,75
369,4,7:08.0,M. Gortat makes 2-pt hook shot from 7 ft,,85,75
370,4,6:57.0,,L. Ball misses 3-pt jump shot from 25 ft,85,75
371,4,6:53.0,Defensive rebound by M. Gortat,,85,75
372,4,6:36.0,J. Wall misses 3-pt jump shot from 26 ft,,85,75
373,4,6:32.0,,Defensive rebound by B. Ingram,85,75
374,4,6:27.0,,B. Ingram makes 2-pt layup from 2 ft,85,77
375,4,6:27.0,,Shooting foul by O. Porter (drawn by B. Ingram),85,77
376,4,6:27.0,B. Beal enters the game for J. Meeks,,85,77
377,4,6:27.0,K. Oubre enters the game for O. Porter,,85,77
378,4,6:27.0,,B. Ingram makes free throw 1 of 1,85,78
379,4,6:07.0,Turnover by B. Beal (bad pass; steal by B. Ingram),,85,78
380,4,6:02.0,,K. Kuzma misses 2-pt layup from 1 ft (block by M. Gortat),85,78
381,4,6:01.0,Defensive rebound by Team,,85,78
382,4,5:43.0,Personal block foul by K. Caldwell-Pope (drawn by J. Wall),,85,78
