,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHILADELPHIA_ACTION,MINNESOTA_SCORE,PHILADELPHIA_SCORE
114,1,1:19.0,,Turnover by J. Redick (offensive foul),20,27
115,1,1:10.0,J. Crawford misses 2-pt jump shot from 19 ft,,20,27
116,1,1:06.0,,Defensive rebound by T. McConnell,20,27
117,1,1:00.0,,J. Embiid misses 3-pt jump shot from 25 ft,20,27
118,1,0:57.0,,Offensive rebound by E. İlyasova,20,27
119,1,0:56.0,,E. İlyasova makes 2-pt layup from 1 ft,20,29
120,1,0:46.0,A. Wiggins makes 2-pt jump shot from 13 ft (assist by T. Gibson),,22,29
121,1,0:33.0,,J. Embiid misses 2-pt jump shot from 15 ft,22,29
122,1,0:29.0,Defensive rebound by A. Wiggins,,22,29
123,1,0:07.0,G. Dieng makes 2-pt jump shot from 14 ft (assist by A. Wiggins),,24,29
124,1,0:01.0,,J. Anderson makes 2-pt layup from 1 ft,24,31
125,1,0:01.0,,Shooting foul by J. Crawford (drawn by J. Anderson),24,31
126,1,0:01.0,,J. Anderson makes free throw 1 of 1,24,32
127,1,0:01.0,Turnover by J. Crawford (bad pass; steal by E. İlyasova),,24,32
128,1,0:00.0,,E. İlyasova misses 2-pt layup from 4 ft,24,32
129,1,0:00.0,,Offensive rebound by Team,24,32
130,2,11:39.0,,J. Embiid makes 2-pt layup from 2 ft,24,34
131,2,11:16.0,T. Gibson makes 2-pt jump shot from 15 ft (assist by J. Crawford),,26,34
132,2,10:58.0,,Shooting foul by T. Gibson (drawn by J. Embiid),26,34
133,2,10:58.0,,J. Embiid misses free throw 1 of 2,26,34
134,2,10:58.0,,Offensive rebound by Team,26,34
135,2,10:58.0,,J. Embiid makes free throw 2 of 2,26,35
136,2,10:41.0,J. Crawford makes 2-pt jump shot from 14 ft,,28,35
137,2,10:30.0,,J. Anderson misses 3-pt jump shot from 26 ft,28,35
138,2,10:27.0,Defensive rebound by T. Jones,,28,35
139,2,10:18.0,Shooting foul by E. İlyasova (drawn by T. Gibson),,28,35
140,2,10:18.0,T. Gibson makes free throw 1 of 2,,29,35
141,2,10:18.0,,R. Covington enters the game for J. Anderson,29,35
142,2,10:18.0,T. Gibson misses free throw 2 of 2,,29,35
143,2,10:14.0,,Defensive rebound by J. Embiid,29,35
144,2,10:03.0,,J. Embiid makes 2-pt dunk at rim (assist by J. Redick),29,37
145,2,9:52.0,Personal foul by J. Redick (drawn by J. Crawford),,29,37
146,2,9:52.0,,D. Šarić enters the game for E. İlyasova,29,37
147,2,9:44.0,K. Towns misses 2-pt layup from 3 ft,,29,37
148,2,9:42.0,,Defensive rebound by Team,29,37
149,2,9:31.0,,Turnover by J. Embiid (bad pass),29,37
150,2,9:23.0,T. Jones makes 2-pt jump shot from 11 ft,,31,37
151,2,9:13.0,,Philadelphia full timeout,31,37
152,2,9:13.0,,M. Belinelli enters the game for T. McConnell,31,37
153,2,9:13.0,,B. Simmons enters the game for J. Redick,31,37
154,2,9:13.0,J. Teague enters the game for T. Jones,,31,37
155,2,9:13.0,A. Wiggins enters the game for J. Crawford,,31,37
156,2,9:08.0,,B. Simmons misses 2-pt layup from 4 ft,31,37
157,2,9:02.0,Defensive rebound by A. Wiggins,,31,37
158,2,9:01.0,A. Wiggins misses 2-pt layup from 1 ft,,31,37
159,2,9:00.0,Offensive rebound by A. Wiggins,,31,37
160,2,8:59.0,A. Wiggins makes 2-pt layup at rim,,33,37
161,2,8:51.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by D. Šarić),33,40
162,2,8:34.0,Turnover by T. Gibson (bad pass; steal by R. Covington),,33,40
163,2,8:32.0,,Turnover by R. Covington (traveling),33,40
164,2,8:12.0,J. Teague misses 2-pt jump shot from 5 ft,,33,40
165,2,8:09.0,,Defensive rebound by R. Covington,33,40
166,2,8:03.0,,B. Simmons makes 2-pt hook shot from 6 ft (assist by M. Belinelli),33,42
167,2,7:42.0,N. Bjelica makes 2-pt layup from 2 ft (assist by K. Towns),,35,42
168,2,7:36.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by B. Simmons),35,45
169,2,7:22.0,A. Wiggins misses 3-pt jump shot from 25 ft,,35,45
170,2,7:21.0,,Defensive rebound by Team,35,45
171,2,7:21.0,,A. Johnson enters the game for J. Embiid,35,45
172,2,7:06.0,,M. Belinelli misses 3-pt jump shot from 25 ft,35,45
173,2,7:05.0,,Offensive rebound by D. Šarić,35,45
174,2,7:02.0,,D. Šarić misses 2-pt hook shot from 7 ft,35,45
175,2,7:00.0,Defensive rebound by A. Wiggins,,35,45
176,2,6:45.0,A. Wiggins makes 2-pt dunk at rim (assist by J. Teague),,37,45
177,2,6:31.0,,Turnover by D. Šarić (bad pass),37,45
178,2,6:16.0,K. Towns makes 2-pt dunk at rim (assist by J. Teague),,39,45
179,2,6:06.0,,R. Covington misses 3-pt jump shot from 25 ft,39,45
180,2,6:04.0,Defensive rebound by N. Bjelica,,39,45
181,2,5:58.0,J. Teague misses 3-pt jump shot from 25 ft,,39,45
182,2,5:55.0,,Defensive rebound by R. Covington,39,45
183,2,5:49.0,,R. Covington misses 3-pt jump shot from 27 ft,39,45
184,2,5:46.0,Defensive rebound by K. Towns,,39,45
185,2,5:38.0,Shooting foul by A. Johnson (drawn by K. Towns),,39,45
186,2,5:38.0,K. Towns misses free throw 1 of 2,,39,45
187,2,5:38.0,Offensive rebound by Team,,39,45
188,2,5:38.0,K. Towns makes free throw 2 of 2,,40,45
189,2,5:22.0,,A. Johnson makes 2-pt layup from 2 ft (assist by B. Simmons),40,47
190,2,5:05.0,Personal foul by M. Belinelli (drawn by T. Gibson),,40,47
191,2,4:58.0,K. Towns misses 2-pt layup from 1 ft,,40,47
192,2,4:55.0,,Defensive rebound by B. Simmons,40,47
193,2,4:52.0,,D. Šarić misses 3-pt jump shot from 25 ft,40,47
194,2,4:52.0,Defensive rebound by Team,,40,47
195,2,4:34.0,A. Wiggins makes 2-pt jump shot from 12 ft,,42,47
196,2,4:22.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by A. Johnson),42,49
197,2,4:07.0,N. Bjelica misses 3-pt jump shot from 25 ft,,42,49
198,2,4:05.0,,Defensive rebound by B. Simmons,42,49
199,2,4:02.0,,Shooting foul by T. Gibson (drawn by D. Šarić),42,49
200,2,4:02.0,,D. Šarić misses free throw 1 of 2,42,49
201,2,4:02.0,,Offensive rebound by Team,42,49
202,2,4:02.0,J. Crawford enters the game for N. Bjelica,,42,49
203,2,4:02.0,,D. Šarić misses free throw 2 of 2,42,49
204,2,3:59.0,Defensive rebound by T. Gibson,,42,49
205,2,3:52.0,A. Wiggins misses 2-pt jump shot from 11 ft,,42,49
206,2,3:49.0,,Defensive rebound by A. Johnson,42,49
207,2,3:36.0,,A. Johnson makes 2-pt layup from 1 ft (assist by M. Belinelli),42,51
208,2,3:18.0,A. Wiggins makes 2-pt jump shot from 7 ft (assist by J. Teague),,44,51
209,2,3:18.0,Shooting foul by M. Belinelli (drawn by A. Wiggins),,44,51
210,2,3:18.0,,J. Embiid enters the game for A. Johnson,44,51
211,2,3:18.0,A. Wiggins misses free throw 1 of 1,,44,51
212,2,3:18.0,,Defensive rebound by B. Simmons,44,51
213,2,3:00.0,,Shooting foul by K. Towns (drawn by J. Embiid),44,51
214,2,3:00.0,,J. Embiid makes free throw 1 of 2,44,52
215,2,3:00.0,,E. İlyasova enters the game for D. Šarić,44,52
216,2,3:00.0,G. Dieng enters the game for K. Towns,,44,52
217,2,3:00.0,,J. Embiid makes free throw 2 of 2,44,53
218,2,2:46.0,A. Wiggins misses 2-pt jump shot from 18 ft,,44,53
219,2,2:44.0,Offensive rebound by G. Dieng,,44,53
220,2,2:32.0,G. Dieng misses 2-pt jump shot from 11 ft (block by R. Covington),,44,53
221,2,2:30.0,Offensive rebound by Team,,44,53
222,2,2:30.0,Minnesota full timeout,,44,53
223,2,2:30.0,,J. Redick enters the game for M. Belinelli,44,53
224,2,2:24.0,A. Wiggins misses 2-pt jump shot from 21 ft,,44,53
225,2,2:22.0,,Defensive rebound by E. İlyasova,44,53
226,2,2:12.0,,J. Redick misses 3-pt jump shot from 23 ft,44,53
227,2,2:09.0,,Offensive rebound by E. İlyasova,44,53
228,2,2:07.0,,E. İlyasova makes 2-pt layup from 3 ft,44,55
229,2,1:48.0,Turnover by J. Crawford (palming),,44,55
230,2,1:32.0,,J. Embiid makes 2-pt hook shot from 4 ft,44,57
231,2,1:19.0,J. Teague makes 2-pt jump shot from 10 ft,,46,57
232,2,1:05.0,,Turnover by B. Simmons (bad pass; steal by G. Dieng),46,57
233,2,0:59.0,Shooting foul by E. İlyasova (drawn by J. Crawford),,46,57
234,2,0:59.0,J. Crawford makes free throw 1 of 2,,47,57
235,2,0:59.0,N. Bjelica enters the game for T. Gibson,,47,57
236,2,0:59.0,J. Crawford makes free throw 2 of 2,,48,57
237,2,0:50.0,,J. Redick makes 2-pt jump shot from 14 ft (assist by J. Embiid),48,59
238,2,0:30.0,J. Teague misses 2-pt layup from 5 ft (block by J. Embiid),,48,59
239,2,0:27.0,,Defensive rebound by J. Redick,48,59
240,2,0:24.0,,J. Redick misses 3-pt jump shot from 26 ft,48,59
241,2,0:20.0,Defensive rebound by G. Dieng,,48,59
242,2,0:02.0,J. Crawford makes 2-pt jump shot from 15 ft,,50,59
243,2,0:02.0,,Turnover by Team (turnover),50,59
244,2,0:00.0,J. Crawford makes 2-pt jump shot from 19 ft (assist by J. Teague),,52,59
245,3,11:47.0,,J. Embiid misses 2-pt jump shot from 8 ft (block by K. Towns),52,59
246,3,11:44.0,Defensive rebound by N. Bjelica,,52,59
247,3,11:36.0,K. Towns misses 3-pt jump shot from 25 ft,,52,59
248,3,11:33.0,,Defensive rebound by D. Šarić,52,59
249,3,11:27.0,,D. Šarić makes 2-pt dunk from 1 ft (assist by B. Simmons),52,61
250,3,11:02.0,A. Wiggins misses 2-pt jump shot from 20 ft,,52,61
251,3,10:59.0,,Defensive rebound by R. Covington,52,61
252,3,10:46.0,,J. Embiid makes 2-pt jump shot from 17 ft,52,63
253,3,10:29.0,K. Towns misses 3-pt jump shot from 24 ft,,52,63
254,3,10:26.0,,Defensive rebound by B. Simmons,52,63
255,3,10:21.0,,Turnover by B. Simmons (bad pass; steal by K. Towns),52,63
256,3,10:18.0,Turnover by K. Towns (bad pass; steal by B. Simmons),,52,63
257,3,10:13.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by D. Šarić),52,66
258,3,10:12.0,Minnesota full timeout,,52,66
259,3,10:00.0,Shooting foul by J. Embiid (drawn by K. Towns),,52,66
260,3,10:00.0,K. Towns makes free throw 1 of 2,,53,66
261,3,10:00.0,K. Towns makes free throw 2 of 2,,54,66
262,3,9:52.0,,Personal foul by T. Gibson (drawn by J. Embiid),54,66
263,3,9:41.0,,B. Simmons makes 2-pt hook shot from 5 ft (assist by J. Embiid),54,68
264,3,9:23.0,J. Teague misses 2-pt jump shot from 10 ft,,54,68
265,3,9:19.0,,Defensive rebound by J. Redick,54,68
266,3,9:18.0,,Shooting foul by N. Bjelica (drawn by D. Šarić),54,68
267,3,9:18.0,,D. Šarić makes free throw 1 of 2,54,69
268,3,9:18.0,,D. Šarić makes free throw 2 of 2,54,70
269,3,9:09.0,Turnover by K. Towns (bad pass),,54,70
270,3,9:09.0,Loose ball foul by T. Gibson (drawn by D. Šarić),,54,70
271,3,9:09.0,J. Crawford enters the game for T. Gibson,,54,70
272,3,9:01.0,,J. Redick misses 2-pt jump shot from 20 ft,54,70
273,3,8:57.0,Defensive rebound by J. Teague,,54,70
274,3,8:53.0,N. Bjelica misses 2-pt layup from 2 ft (block by J. Embiid),,54,70
275,3,8:51.0,,Defensive rebound by B. Simmons,54,70
276,3,8:45.0,,Shooting foul by J. Teague (drawn by B. Simmons),54,70
277,3,8:45.0,,B. Simmons makes free throw 1 of 2,54,71
278,3,8:45.0,,B. Simmons misses free throw 2 of 2,54,71
279,3,8:43.0,Defensive rebound by K. Towns,,54,71
280,3,8:36.0,K. Towns misses 2-pt dunk from 4 ft (block by J. Embiid),,54,71
281,3,8:32.0,,Defensive rebound by R. Covington,54,71
282,3,8:29.0,,J. Redick misses 3-pt jump shot from 23 ft,54,71
283,3,8:25.0,Defensive rebound by K. Towns,,54,71
284,3,8:20.0,A. Wiggins misses 3-pt jump shot from 26 ft,,54,71
285,3,8:18.0,,Defensive rebound by J. Embiid,54,71
286,3,8:12.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),54,74
287,3,7:58.0,J. Crawford misses 2-pt jump shot from 12 ft,,54,74
288,3,7:56.0,,Defensive rebound by J. Embiid,54,74
289,3,7:50.0,,J. Redick misses 3-pt jump shot from 25 ft,54,74
290,3,7:47.0,Defensive rebound by A. Wiggins,,54,74
291,3,7:40.0,A. Wiggins makes 2-pt jump shot from 13 ft,,56,74
292,3,7:39.0,,Philadelphia full timeout,56,74
293,3,7:39.0,,M. Belinelli enters the game for J. Redick,56,74
294,3,7:23.0,,J. Embiid misses 2-pt jump shot from 15 ft,56,74
295,3,7:19.0,Defensive rebound by K. Towns,,56,74
296,3,7:06.0,N. Bjelica misses 3-pt jump shot from 23 ft,,56,74
297,3,7:04.0,Offensive rebound by K. Towns,,56,74
298,3,7:02.0,Turnover by K. Towns (lost ball; steal by R. Covington),,56,74
299,3,6:55.0,,J. Embiid makes 3-pt jump shot from 24 ft (assist by B. Simmons),56,77
300,3,6:43.0,Turnover by J. Teague (bad pass; steal by R. Covington),,56,77
301,3,6:40.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by R. Covington),56,79
302,3,6:39.0,Minnesota full timeout,,56,79
303,3,6:39.0,,A. Johnson enters the game for J. Embiid,56,79
304,3,6:39.0,T. Jones enters the game for J. Teague,,56,79
305,3,6:21.0,Shooting foul by A. Johnson (drawn by K. Towns),,56,79
306,3,6:21.0,K. Towns makes free throw 1 of 2,,57,79
307,3,6:21.0,K. Towns makes free throw 2 of 2,,58,79
308,3,6:09.0,,D. Šarić misses 3-pt jump shot from 25 ft,58,79
309,3,6:06.0,Defensive rebound by K. Towns,,58,79
310,3,5:59.0,Offensive foul by K. Towns (drawn by A. Johnson),,58,79
311,3,5:59.0,Turnover by K. Towns (offensive foul),,58,79
312,3,5:59.0,G. Dieng enters the game for K. Towns,,58,79
313,3,5:44.0,,D. Šarić makes 2-pt layup at rim (assist by B. Simmons),58,81
314,3,5:44.0,,Shooting foul by N. Bjelica (drawn by D. Šarić),58,81
315,3,5:44.0,,D. Šarić makes free throw 1 of 1,58,82
316,3,5:34.0,J. Crawford makes 2-pt jump shot from 8 ft (assist by G. Dieng),,60,82
317,3,5:16.0,,R. Covington misses 3-pt jump shot from 25 ft,60,82
318,3,5:13.0,,Offensive rebound by D. Šarić,60,82
319,3,5:09.0,,A. Johnson misses 2-pt layup from 4 ft (block by G. Dieng),60,82
320,3,5:09.0,,Offensive rebound by Team,60,82
321,3,5:09.0,,E. İlyasova enters the game for D. Šarić,60,82
322,3,5:04.0,,B. Simmons makes 2-pt layup from 3 ft (assist by A. Johnson),60,84
323,3,4:43.0,,Offensive charge foul by N. Bjelica (drawn by A. Johnson),60,84
324,3,4:43.0,Turnover by N. Bjelica (offensive foul),,60,84
325,3,4:34.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by B. Simmons),60,86
326,3,4:21.0,J. Crawford misses 2-pt jump shot from 17 ft,,60,86
327,3,4:18.0,Offensive rebound by G. Dieng,,60,86
328,3,4:15.0,Shooting foul by B. Simmons (drawn by A. Wiggins),,60,86
329,3,4:15.0,A. Wiggins makes free throw 1 of 2,,61,86
330,3,4:15.0,,J. Anderson enters the game for R. Covington,61,86
331,3,4:15.0,A. Wiggins makes free throw 2 of 2,,62,86
332,3,4:11.0,,E. İlyasova misses 3-pt jump shot from 27 ft,62,86
333,3,4:07.0,Defensive rebound by A. Wiggins,,62,86
334,3,4:04.0,Personal foul by J. Anderson (drawn by A. Wiggins),,62,86
335,3,3:50.0,N. Bjelica misses 3-pt jump shot from 23 ft,,62,86
336,3,3:46.0,,Defensive rebound by B. Simmons,62,86
337,3,3:42.0,,Shooting foul by N. Bjelica (drawn by B. Simmons),62,86
338,3,3:42.0,,B. Simmons misses free throw 1 of 2,62,86
339,3,3:42.0,,Offensive rebound by Team,62,86
340,3,3:42.0,,B. Simmons makes free throw 2 of 2,62,87
341,3,3:35.0,A. Wiggins misses 2-pt jump shot from 9 ft,,62,87
342,3,3:32.0,,Defensive rebound by J. Anderson,62,87
343,3,3:23.0,,B. Simmons misses 2-pt jump shot from 13 ft,62,87
344,3,3:13.0,,Offensive rebound by B. Simmons,62,87
345,3,3:13.0,,B. Simmons misses 2-pt layup at rim,62,87
346,3,3:12.0,,Offensive rebound by B. Simmons,62,87
347,3,3:12.0,,B. Simmons makes 2-pt dunk at rim,62,89
348,3,2:57.0,N. Bjelica misses 2-pt layup from 2 ft,,62,89
349,3,2:53.0,Offensive rebound by N. Bjelica,,62,89
350,3,2:53.0,N. Bjelica misses 2-pt layup at rim,,62,89
351,3,2:51.0,,Defensive rebound by E. İlyasova,62,89
352,3,2:44.0,,J. Anderson misses 3-pt jump shot from 25 ft,62,89
353,3,2:43.0,,Offensive rebound by Team,62,89
354,3,2:43.0,Loose ball foul by N. Bjelica (drawn by E. İlyasova),,62,89
355,3,2:43.0,,E. İlyasova makes free throw 1 of 2,62,90
356,3,2:43.0,M. Georges-Hunt enters the game for A. Wiggins,,62,90
357,3,2:43.0,,E. İlyasova misses free throw 2 of 2,62,90
358,3,2:42.0,Defensive rebound by Team,,62,90
359,3,2:39.0,Personal foul by J. Anderson (drawn by J. Crawford),,62,90
360,3,2:39.0,J. Crawford makes free throw 1 of 2,,63,90
361,3,2:39.0,J. Crawford makes free throw 2 of 2,,64,90
362,3,2:22.0,,Turnover by B. Simmons (bad pass; steal by T. Jones),64,90
363,3,2:14.0,Turnover by J. Crawford (lost ball; steal by J. Anderson),,64,90
364,3,2:09.0,,B. Simmons makes 2-pt layup from 1 ft (assist by J. Anderson),64,92
365,3,1:49.0,T. Jones makes 2-pt jump shot from 7 ft,,66,92
366,3,1:26.0,,Turnover by A. Johnson (bad pass; steal by T. Jones),66,92
367,3,1:24.0,Shooting foul by A. Johnson (drawn by T. Jones),,66,92
368,3,1:24.0,T. Jones makes free throw 1 of 2,,67,92
369,3,1:24.0,,T. McConnell enters the game for B. Simmons,67,92
370,3,1:24.0,T. Jones makes free throw 2 of 2,,68,92
371,3,1:03.0,,Turnover by J. Anderson (bad pass; steal by M. Georges-Hunt),68,92
372,3,1:00.0,J. Crawford misses 2-pt layup from 2 ft,,68,92
373,3,0:58.0,Offensive rebound by J. Crawford,,68,92
374,3,0:58.0,Shooting foul by M. Belinelli (drawn by J. Crawford),,68,92
375,3,0:58.0,J. Crawford makes free throw 1 of 2,,69,92
376,3,0:58.0,J. Crawford misses free throw 2 of 2,,69,92
377,3,0:55.0,,Defensive rebound by A. Johnson,69,92
378,3,0:40.0,,M. Belinelli makes 2-pt jump shot from 22 ft (assist by A. Johnson),69,94
379,3,0:33.0,Shooting foul by T. McConnell (drawn by G. Dieng),,69,94
380,3,0:33.0,G. Dieng makes free throw 1 of 2,,70,94
381,3,0:33.0,G. Dieng makes free throw 2 of 2,,71,94
382,3,0:17.0,,A. Johnson makes 2-pt jump shot from 7 ft (assist by T. McConnell),71,96
383,3,0:06.0,Turnover by J. Crawford (bad pass; steal by A. Johnson),,71,96
