,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,WASHINGTON_ACTION,MILWAUKEE_SCORE,WASHINGTON_SCORE
40,1,5:41.0,,Turnover by J. Wall (bad pass),12,17
41,1,5:31.0,E. Bledsoe misses 2-pt layup from 2 ft,,12,17
42,1,5:28.0,Offensive rebound by J. Henson,,12,17
43,1,5:28.0,J. Henson makes 2-pt layup at rim,,14,17
44,1,5:06.0,,M. Gortat makes 2-pt jump shot from 12 ft (assist by J. Wall),14,19
45,1,4:47.0,Turnover by J. Henson (out of bounds lost ball),,14,19
46,1,4:31.0,,Turnover by J. Wall (lost ball; steal by J. Henson),14,19
47,1,4:29.0,Offensive foul by E. Bledsoe (drawn by B. Beal),,14,19
48,1,4:29.0,Turnover by E. Bledsoe (offensive foul),,14,19
49,1,4:29.0,T. Maker enters the game for J. Henson,,14,19
50,1,4:29.0,T. Snell enters the game for M. Brogdon,,14,19
51,1,4:14.0,,B. Beal misses 3-pt jump shot from 25 ft,14,19
52,1,4:08.0,,Offensive rebound by M. Morris,14,19
53,1,4:08.0,,M. Morris makes 2-pt layup at rim,14,21
54,1,3:53.0,T. Maker makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),,16,21
55,1,3:36.0,,K. Oubre misses 3-pt jump shot from 23 ft,16,21
56,1,3:34.0,Defensive rebound by G. Antetokounmpo,,16,21
57,1,3:28.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,18,21
58,1,3:18.0,,J. Wall makes 2-pt layup from 1 ft,18,23
59,1,3:09.0,T. Maker misses 2-pt jump shot from 19 ft,,18,23
60,1,3:06.0,,Defensive rebound by M. Morris,18,23
61,1,3:00.0,,Shooting foul by T. Snell (drawn by J. Wall),18,23
62,1,3:00.0,,J. Wall makes free throw 1 of 2,18,24
63,1,3:00.0,,M. Scott enters the game for M. Morris,18,24
64,1,3:00.0,,T. Satoranský enters the game for K. Oubre,18,24
65,1,3:00.0,M. Dellavedova enters the game for E. Bledsoe,,18,24
66,1,3:00.0,,J. Wall makes free throw 2 of 2,18,25
67,1,2:47.0,K. Middleton misses 3-pt jump shot from 25 ft,,18,25
68,1,2:42.0,Offensive rebound by T. Maker,,18,25
69,1,2:36.0,T. Maker misses 3-pt jump shot from 25 ft,,18,25
70,1,2:34.0,,Defensive rebound by M. Scott,18,25
71,1,2:23.0,,J. Wall makes 2-pt jump shot from 16 ft,18,27
72,1,2:01.0,T. Snell misses 3-pt jump shot from 25 ft,,18,27
73,1,1:58.0,,Defensive rebound by J. Wall,18,27
74,1,1:56.0,,Personal foul by M. Dellavedova (drawn by J. Wall),18,27
75,1,1:56.0,,Washington full timeout,18,27
76,1,1:56.0,,J. Meeks enters the game for B. Beal,18,27
77,1,1:56.0,,I. Mahinmi enters the game for M. Gortat,18,27
78,1,1:56.0,M. Brogdon enters the game for G. Antetokounmpo,,18,27
79,1,1:41.0,,I. Mahinmi misses 2-pt layup from 5 ft (block by T. Maker),18,27
80,1,1:38.0,Defensive rebound by M. Brogdon,,18,27
81,1,1:37.0,Shooting foul by J. Wall (drawn by T. Maker),,18,27
82,1,1:37.0,T. Maker misses free throw 1 of 2,,18,27
83,1,1:37.0,Offensive rebound by Team,,18,27
84,1,1:37.0,T. Maker misses free throw 2 of 2,,18,27
85,1,1:35.0,,Defensive rebound by I. Mahinmi,18,27
86,1,1:24.0,,I. Mahinmi makes 2-pt layup at rim (assist by J. Meeks),18,29
87,1,1:08.0,M. Brogdon makes 2-pt jump shot from 13 ft (assist by M. Dellavedova),,20,29
88,1,0:52.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by J. Wall),20,31
89,1,0:41.0,T. Snell makes 2-pt jump shot from 17 ft (assist by M. Dellavedova),,22,31
90,1,0:32.0,,J. Wall misses 2-pt jump shot from 16 ft,22,31
91,1,0:29.0,Defensive rebound by T. Snell,,22,31
92,1,0:14.0,Turnover by M. Brogdon (lost ball; steal by J. Wall),,22,31
93,1,0:09.0,,Shooting foul by M. Dellavedova (drawn by J. Wall),22,31
94,1,0:09.0,,J. Wall misses free throw 1 of 2,22,31
95,1,0:09.0,,Offensive rebound by Team,22,31
96,1,0:09.0,,J. Wall makes free throw 2 of 2,22,32
97,1,0:01.0,K. Middleton makes 2-pt jump shot from 5 ft,,24,32
98,2,11:36.0,T. Maker misses 2-pt jump shot from 15 ft (block by B. Beal),,24,32
99,2,11:36.0,Offensive rebound by Team,,24,32
100,2,11:36.0,Turnover by Team (shot clock),,24,32
101,2,11:17.0,,Turnover by I. Mahinmi (bad pass; steal by M. Brogdon),24,32
102,2,11:13.0,M. Brogdon makes 2-pt layup from 2 ft,,26,32
103,2,10:55.0,,Turnover by M. Scott (bad pass; steal by M. Brogdon),26,32
104,2,10:51.0,Personal foul by M. Scott (drawn by T. Maker),,26,32
105,2,10:42.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,26,32
106,2,10:42.0,,Defensive rebound by B. Beal,26,32
107,2,10:29.0,,J. Meeks misses 3-pt jump shot from 22 ft,26,32
108,2,10:26.0,Defensive rebound by T. Maker,,26,32
109,2,10:24.0,Turnover by T. Maker (bad pass; steal by I. Mahinmi),,26,32
110,2,10:16.0,,T. Satoranský misses 2-pt layup from 1 ft (block by G. Antetokounmpo),26,32
111,2,10:15.0,,Offensive rebound by Team,26,32
112,2,10:15.0,J. Henson enters the game for T. Maker,,26,32
113,2,10:09.0,,I. Mahinmi makes 2-pt jump shot from 7 ft (assist by B. Beal),26,34
114,2,10:09.0,,Shooting foul by M. Dellavedova (drawn by I. Mahinmi),26,34
115,2,10:09.0,,I. Mahinmi misses free throw 1 of 1,26,34
116,2,10:07.0,Defensive rebound by J. Henson,,26,34
117,2,9:55.0,J. Henson makes 2-pt hook shot from 7 ft (assist by G. Antetokounmpo),,28,34
118,2,9:35.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),28,37
119,2,9:21.0,Personal foul by I. Mahinmi (drawn by J. Henson),,28,37
120,2,9:16.0,M. Dellavedova misses 2-pt jump shot from 21 ft,,28,37
121,2,9:13.0,Offensive rebound by M. Dellavedova,,28,37
122,2,9:05.0,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,31,37
123,2,8:42.0,,T. Satoranský misses 3-pt jump shot from 22 ft,31,37
124,2,8:40.0,Defensive rebound by M. Brogdon,,31,37
125,2,8:28.0,M. Brogdon misses 2-pt layup from 2 ft,,31,37
126,2,8:28.0,Offensive rebound by J. Henson,,31,37
127,2,8:26.0,J. Henson misses 2-pt layup at rim,,31,37
128,2,8:26.0,,Defensive rebound by I. Mahinmi,31,37
129,2,8:19.0,,B. Beal makes 2-pt jump shot from 19 ft (assist by T. Satoranský),31,39
130,2,8:08.0,T. Snell misses 3-pt jump shot from 25 ft,,31,39
131,2,8:08.0,,Defensive rebound by B. Beal,31,39
132,2,7:57.0,,M. Scott misses 3-pt jump shot from 23 ft,31,39
133,2,7:54.0,Defensive rebound by M. Brogdon,,31,39
134,2,7:50.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,31,39
135,2,7:47.0,Offensive rebound by M. Brogdon,,31,39
136,2,7:46.0,M. Brogdon makes 2-pt layup from 2 ft,,33,39
137,2,7:42.0,,Washington full timeout,33,39
138,2,7:42.0,,M. Morris enters the game for I. Mahinmi,33,39
139,2,7:42.0,,J. Wall enters the game for T. Satoranský,33,39
140,2,7:42.0,E. Bledsoe enters the game for M. Dellavedova,,33,39
141,2,7:23.0,,J. Wall misses 2-pt jump shot from 19 ft,33,39
142,2,7:18.0,Defensive rebound by J. Henson,,33,39
143,2,7:09.0,Shooting foul by M. Morris (drawn by G. Antetokounmpo),,33,39
144,2,7:09.0,G. Antetokounmpo makes free throw 1 of 2,,34,39
145,2,7:09.0,,K. Oubre enters the game for J. Meeks,34,39
146,2,7:09.0,G. Antetokounmpo makes free throw 2 of 2,,35,39
147,2,6:55.0,,Personal foul by M. Brogdon (drawn by B. Beal),35,39
148,2,6:55.0,K. Middleton enters the game for G. Antetokounmpo,,35,39
149,2,6:55.0,,M. Gortat enters the game for M. Scott,35,39
150,2,6:51.0,,K. Oubre makes 2-pt layup from 1 ft (assist by M. Morris),35,41
151,2,6:32.0,K. Middleton makes 2-pt jump shot from 19 ft,,37,41
152,2,6:15.0,,M. Morris makes 2-pt layup from 1 ft (assist by M. Gortat),37,43
153,2,6:15.0,,Shooting foul by K. Middleton (drawn by M. Morris),37,43
154,2,6:15.0,,M. Morris makes free throw 1 of 1,37,44
155,2,6:03.0,Turnover by K. Middleton (bad pass),,37,44
156,2,5:40.0,,B. Beal misses 2-pt jump shot from 16 ft,37,44
157,2,5:37.0,Defensive rebound by K. Middleton,,37,44
158,2,5:31.0,Turnover by M. Brogdon (bad pass),,37,44
159,2,5:15.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),37,46
160,2,5:06.0,T. Snell misses 3-pt jump shot from 25 ft,,37,46
161,2,5:00.0,,Defensive rebound by M. Gortat,37,46
162,2,4:59.0,,Shooting foul by K. Middleton (drawn by M. Gortat),37,46
163,2,4:59.0,,M. Gortat misses free throw 1 of 2,37,46
164,2,4:59.0,,Offensive rebound by Team,37,46
165,2,4:59.0,Milwaukee full timeout,,37,46
166,2,4:59.0,G. Antetokounmpo enters the game for M. Brogdon,,37,46
167,2,4:59.0,,M. Gortat misses free throw 2 of 2,37,46
168,2,4:54.0,Defensive rebound by G. Antetokounmpo,,37,46
169,2,4:39.0,E. Bledsoe makes 2-pt layup from 3 ft (assist by J. Henson),,39,46
170,2,4:17.0,,M. Gortat makes 2-pt dunk at rim (assist by K. Oubre),39,48
171,2,3:53.0,G. Antetokounmpo misses 2-pt jump shot from 22 ft,,39,48
172,2,3:50.0,,Defensive rebound by B. Beal,39,48
173,2,3:40.0,,Shooting foul by G. Antetokounmpo (drawn by M. Gortat),39,48
174,2,3:40.0,,M. Gortat misses free throw 1 of 2,39,48
175,2,3:40.0,,Offensive rebound by Team,39,48
176,2,3:40.0,,M. Gortat makes free throw 2 of 2,39,49
177,2,3:32.0,K. Middleton misses 3-pt jump shot from 26 ft,,39,49
178,2,3:28.0,,Defensive rebound by M. Gortat,39,49
179,2,3:09.0,,Turnover by B. Beal (lost ball; steal by T. Snell),39,49
180,2,2:59.0,Turnover by K. Middleton (bad pass; steal by M. Morris),,39,49
181,2,2:41.0,,M. Morris misses 2-pt jump shot from 10 ft,39,49
182,2,2:39.0,Defensive rebound by J. Henson,,39,49
183,2,2:37.0,Shooting foul by B. Beal (drawn by E. Bledsoe),,39,49
184,2,2:37.0,E. Bledsoe makes free throw 1 of 2,,40,49
185,2,2:37.0,E. Bledsoe makes free throw 2 of 2,,41,49
186,2,2:25.0,,B. Beal misses 2-pt jump shot from 11 ft,41,49
187,2,2:22.0,Defensive rebound by E. Bledsoe,,41,49
188,2,2:18.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,44,49
189,2,2:00.0,,K. Oubre misses 3-pt jump shot from 23 ft,44,49
190,2,1:57.0,Defensive rebound by E. Bledsoe,,44,49
191,2,1:54.0,E. Bledsoe makes 2-pt jump shot from 19 ft,,46,49
192,2,1:29.0,,B. Beal makes 2-pt jump shot from 11 ft (assist by M. Morris),46,51
193,2,1:11.0,Shooting foul by M. Gortat (drawn by J. Henson),,46,51
194,2,1:11.0,J. Henson misses free throw 1 of 2,,46,51
195,2,1:11.0,Offensive rebound by Team,,46,51
196,2,1:11.0,J. Henson makes free throw 2 of 2,,47,51
197,2,0:57.0,,Turnover by J. Wall (bad pass; steal by J. Henson),47,51
198,2,0:52.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by T. Snell),,49,51
199,2,0:40.0,,Personal foul by T. Snell (drawn by B. Beal),49,51
200,2,0:40.0,,B. Beal makes free throw 1 of 2,49,52
201,2,0:40.0,,M. Scott enters the game for M. Morris,49,52
202,2,0:40.0,,B. Beal makes free throw 2 of 2,49,53
203,2,0:34.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,51,53
204,2,0:34.0,Shooting foul by M. Gortat (drawn by G. Antetokounmpo),,51,53
205,2,0:34.0,G. Antetokounmpo misses free throw 1 of 1,,51,53
206,2,0:32.0,Offensive rebound by J. Henson,,51,53
207,2,0:20.0,E. Bledsoe misses 2-pt layup from 3 ft (block by M. Gortat),,51,53
208,2,0:16.0,Offensive rebound by J. Henson,,51,53
209,2,0:16.0,J. Henson misses 2-pt layup from 3 ft,,51,53
210,2,0:13.0,,Defensive rebound by B. Beal,51,53
211,2,0:12.0,,B. Beal misses 2-pt layup from 1 ft,51,53
212,2,0:12.0,Defensive rebound by G. Antetokounmpo,,51,53
213,2,0:04.0,Personal foul by K. Oubre (drawn by E. Bledsoe),,51,53
214,2,0:04.0,E. Bledsoe makes free throw 1 of 2,,52,53
215,2,0:04.0,M. Brogdon enters the game for K. Middleton,,52,53
216,2,0:04.0,E. Bledsoe makes free throw 2 of 2,,53,53
217,3,11:45.0,Shooting foul by K. Oubre (drawn by K. Middleton),,53,53
218,3,11:45.0,K. Middleton makes free throw 1 of 2,,54,53
219,3,11:45.0,K. Middleton makes free throw 2 of 2,,55,53
220,3,11:25.0,,J. Wall misses 3-pt jump shot from 28 ft,55,53
221,3,11:21.0,Defensive rebound by K. Middleton,,55,53
222,3,11:01.0,E. Bledsoe misses 2-pt layup from 9 ft,,55,53
223,3,10:59.0,,Defensive rebound by M. Morris,55,53
224,3,10:50.0,,B. Beal makes 2-pt layup at rim (assist by J. Wall),55,55
225,3,10:32.0,K. Middleton misses 2-pt jump shot from 16 ft,,55,55
226,3,10:28.0,,Defensive rebound by M. Morris,55,55
227,3,10:21.0,,J. Wall misses 2-pt layup from 2 ft (block by J. Henson),55,55
228,3,10:18.0,Defensive rebound by M. Brogdon,,55,55
229,3,10:17.0,Shooting foul by M. Morris (drawn by G. Antetokounmpo),,55,55
230,3,10:17.0,G. Antetokounmpo makes free throw 1 of 2,,56,55
231,3,10:17.0,G. Antetokounmpo makes free throw 2 of 2,,57,55
232,3,10:07.0,,M. Gortat misses 2-pt layup from 2 ft (block by J. Henson),57,55
233,3,10:03.0,,Offensive rebound by M. Morris,57,55
234,3,10:03.0,,M. Morris makes 2-pt layup from 1 ft,57,57
235,3,9:43.0,Offensive foul by J. Henson (drawn by J. Wall),,57,57
236,3,9:43.0,Turnover by J. Henson (offensive foul),,57,57
237,3,9:28.0,,Shooting foul by J. Henson (drawn by K. Oubre),57,57
238,3,9:28.0,,K. Oubre makes free throw 1 of 2,57,58
239,3,9:28.0,,K. Oubre makes free throw 2 of 2,57,59
240,3,9:16.0,Personal foul by K. Oubre (drawn by G. Antetokounmpo),,57,59
241,3,9:12.0,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by J. Henson),,60,59
242,3,8:51.0,,Personal foul by E. Bledsoe (drawn by J. Wall),60,59
243,3,8:43.0,,B. Beal makes 2-pt layup from 3 ft,60,61
244,3,8:28.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,60,61
245,3,8:26.0,Offensive rebound by M. Brogdon,,60,61
246,3,8:25.0,M. Brogdon misses 3-pt jump shot from 26 ft,,60,61
247,3,8:22.0,Offensive rebound by G. Antetokounmpo,,60,61
248,3,8:14.0,J. Henson makes 2-pt layup from 1 ft (assist by E. Bledsoe),,62,61
249,3,8:12.0,Technical foul by J. Henson,,62,61
250,3,8:12.0,,B. Beal makes technical free throw,62,62
251,3,7:57.0,,K. Oubre misses 3-pt jump shot from 23 ft,62,62
252,3,7:54.0,,Offensive rebound by M. Morris,62,62
253,3,7:50.0,,J. Wall misses 2-pt jump shot from 16 ft,62,62
254,3,7:47.0,Defensive rebound by K. Middleton,,62,62
255,3,7:40.0,M. Brogdon misses 2-pt layup at rim,,62,62
256,3,7:39.0,,Defensive rebound by M. Gortat,62,62
257,3,7:34.0,,Turnover by J. Wall (lost ball; steal by K. Middleton),62,62
258,3,7:29.0,,Offensive charge foul by G. Antetokounmpo (drawn by M. Gortat),62,62
259,3,7:29.0,Turnover by G. Antetokounmpo (offensive foul),,62,62
260,3,7:11.0,,B. Beal makes 2-pt jump shot from 10 ft,62,64
261,3,6:56.0,K. Middleton misses 2-pt jump shot from 18 ft,,62,64
262,3,6:52.0,Offensive rebound by G. Antetokounmpo,,62,64
263,3,6:51.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,64,64
264,3,6:30.0,,M. Gortat misses 2-pt jump shot from 14 ft,64,64
265,3,6:27.0,Defensive rebound by G. Antetokounmpo,,64,64
266,3,6:05.0,K. Middleton misses 3-pt jump shot from 29 ft,,64,64
267,3,6:02.0,,Defensive rebound by Team,64,64
268,3,6:02.0,,Washington full timeout,64,64
269,3,5:45.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),64,66
270,3,5:29.0,Turnover by K. Middleton (bad pass; steal by K. Oubre),,64,66
271,3,5:24.0,,Shooting foul by G. Antetokounmpo (drawn by K. Oubre),64,66
272,3,5:24.0,,K. Oubre makes free throw 1 of 2,64,67
273,3,5:24.0,,K. Oubre makes free throw 2 of 2,64,68
274,3,5:03.0,E. Bledsoe makes 2-pt jump shot from 22 ft,,66,68
275,3,4:46.0,,J. Wall misses 2-pt jump shot from 20 ft,66,68
276,3,4:43.0,Defensive rebound by M. Brogdon,,66,68
277,3,4:39.0,E. Bledsoe makes 2-pt layup from 1 ft,,68,68
278,3,4:20.0,,B. Beal makes 3-pt jump shot from 25 ft,68,71
279,3,4:04.0,E. Bledsoe misses 2-pt jump shot from 6 ft,,68,71
280,3,4:01.0,,Defensive rebound by M. Gortat,68,71
281,3,3:55.0,,B. Beal misses 3-pt jump shot from 25 ft,68,71
282,3,3:52.0,Defensive rebound by G. Antetokounmpo,,68,71
283,3,3:43.0,,M. Scott enters the game for M. Morris,68,71
284,3,3:43.0,T. Snell enters the game for M. Brogdon,,68,71
285,3,3:37.0,Turnover by G. Antetokounmpo (turnover; steal by K. Oubre),,68,71
286,3,3:29.0,,Shooting foul by E. Bledsoe (drawn by M. Gortat),68,71
287,3,3:29.0,,M. Gortat makes free throw 1 of 2,68,72
288,3,3:29.0,,T. Satoranský enters the game for K. Oubre,68,72
289,3,3:29.0,M. Dellavedova enters the game for E. Bledsoe,,68,72
290,3,3:29.0,,M. Gortat makes free throw 2 of 2,68,73
291,3,3:15.0,T. Snell makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,71,73
292,3,2:59.0,,J. Wall misses 2-pt layup from 2 ft,71,73
293,3,2:57.0,Defensive rebound by G. Antetokounmpo,,71,73
294,3,2:51.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,74,73
295,3,2:35.0,,M. Scott makes 2-pt layup from 2 ft (assist by J. Wall),74,75
296,3,2:35.0,Violation by G. Antetokounmpo (def goaltending),,74,75
297,3,2:20.0,Personal foul by M. Scott (drawn by G. Antetokounmpo),,74,75
298,3,2:20.0,Milwaukee full timeout,,74,75
299,3,2:20.0,,I. Mahinmi enters the game for B. Beal,74,75
300,3,2:20.0,,J. Meeks enters the game for M. Gortat,74,75
301,3,2:20.0,T. Maker enters the game for J. Henson,,74,75
302,3,2:07.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft,,76,75
303,3,1:50.0,,J. Meeks makes 3-pt jump shot from 25 ft (assist by J. Wall),76,78
304,3,1:31.0,T. Maker makes 2-pt layup from 1 ft (assist by M. Dellavedova),,78,78
305,3,1:07.0,,J. Wall makes 2-pt jump shot from 21 ft,78,80
306,3,0:51.0,Offensive foul by T. Maker (drawn by J. Meeks),,78,80
307,3,0:51.0,Turnover by T. Maker (offensive foul),,78,80
308,3,0:42.0,,J. Wall makes 2-pt layup from 1 ft,78,82
309,3,0:32.0,G. Antetokounmpo makes 2-pt layup at rim,,80,82
310,3,0:13.0,,J. Meeks makes 3-pt jump shot from 27 ft (assist by J. Wall),80,85
311,3,0:02.0,G. Antetokounmpo misses 2-pt layup from 4 ft,,80,85
312,3,0:00.0,Offensive rebound by Team,,80,85
313,3,0:00.0,Personal foul by M. Scott (drawn by G. Antetokounmpo),,80,85
314,3,0:00.0,G. Antetokounmpo makes free throw 1 of 2,,81,85
315,3,0:00.0,G. Antetokounmpo makes free throw 2 of 2,,82,85
316,4,11:41.0,,Turnover by J. Wall (bad pass; steal by G. Antetokounmpo),82,85
317,4,11:34.0,K. Middleton misses 3-pt jump shot from 25 ft,,82,85
318,4,11:31.0,,Defensive rebound by I. Mahinmi,82,85
319,4,11:24.0,,Personal foul by T. Snell (drawn by M. Scott),82,85
320,4,11:13.0,,J. Wall misses 2-pt jump shot from 19 ft,82,85
321,4,11:10.0,Defensive rebound by G. Antetokounmpo,,82,85
322,4,11:04.0,T. Snell misses 3-pt jump shot from 26 ft,,82,85
323,4,11:01.0,,Defensive rebound by I. Mahinmi,82,85
324,4,10:50.0,,M. Scott makes 2-pt jump shot from 9 ft (assist by J. Wall),82,87
325,4,10:35.0,T. Snell makes 2-pt layup from 1 ft (assist by M. Dellavedova),,84,87
326,4,10:16.0,,T. Satoranský makes 3-pt jump shot from 23 ft (assist by J. Wall),84,90
327,4,9:56.0,Shooting foul by J. Wall (drawn by K. Middleton),,84,90
328,4,9:56.0,K. Middleton makes free throw 1 of 2,,85,90
329,4,9:56.0,,B. Beal enters the game for J. Wall,85,90
330,4,9:56.0,M. Brogdon enters the game for T. Maker,,85,90
331,4,9:56.0,K. Middleton makes free throw 2 of 2,,86,90
332,4,9:42.0,,Turnover by I. Mahinmi (lost ball; steal by G. Antetokounmpo),86,90
333,4,9:37.0,M. Brogdon makes 2-pt layup at rim (assist by G. Antetokounmpo),,88,90
334,4,9:23.0,,B. Beal misses 3-pt jump shot from 27 ft,88,90
335,4,9:22.0,,Offensive rebound by Team,88,90
336,4,9:22.0,Loose ball foul by G. Antetokounmpo (drawn by I. Mahinmi),,88,90
337,4,9:15.0,,Offensive foul by M. Scott (drawn by M. Dellavedova),88,90
338,4,9:15.0,,Turnover by M. Scott (offensive foul),88,90
339,4,8:52.0,T. Snell misses 3-pt jump shot from 23 ft,,88,90
340,4,8:48.0,,Defensive rebound by J. Meeks,88,90
341,4,8:34.0,,M. Scott misses 2-pt jump shot from 6 ft,88,90
342,4,8:30.0,Defensive rebound by K. Middleton,,88,90
343,4,8:28.0,Shooting foul by J. Meeks (drawn by K. Middleton),,88,90
344,4,8:28.0,K. Middleton makes free throw 1 of 2,,89,90
345,4,8:28.0,K. Middleton makes free throw 2 of 2,,90,90
346,4,8:15.0,,B. Beal misses 2-pt layup from 4 ft,90,90
347,4,8:13.0,Defensive rebound by M. Brogdon,,90,90
348,4,8:10.0,Shooting foul by M. Scott (drawn by G. Antetokounmpo),,90,90
349,4,8:10.0,G. Antetokounmpo makes free throw 1 of 2,,91,90
350,4,8:10.0,,J. Wall enters the game for M. Scott,91,90
351,4,8:10.0,,M. Morris enters the game for T. Satoranský,91,90
352,4,8:10.0,E. Bledsoe enters the game for K. Middleton,,91,90
353,4,8:10.0,G. Antetokounmpo makes free throw 2 of 2,,92,90
354,4,7:51.0,,M. Morris misses 2-pt layup from 2 ft,92,90
355,4,7:49.0,Defensive rebound by G. Antetokounmpo,,92,90
356,4,7:42.0,Turnover by M. Dellavedova (bad pass; steal by B. Beal),,92,90
357,4,7:32.0,,Turnover by B. Beal (bad pass; steal by E. Bledsoe),92,90
358,4,7:27.0,M. Brogdon misses 2-pt layup from 4 ft (block by J. Wall),,92,90
359,4,7:25.0,,Defensive rebound by I. Mahinmi,92,90
360,4,7:24.0,Technical foul by M. Dellavedova,,92,90
361,4,7:24.0,,B. Beal misses flagrant free throw 2 of 2,92,90
362,4,7:24.0,,Offensive rebound by Team,92,90
363,4,7:24.0,,B. Beal misses flagrant free throw 1 of 2,92,90
364,4,7:24.0,,Offensive rebound by Team,92,90
365,4,7:24.0,K. Middleton enters the game for M. Dellavedova,,92,90
366,4,7:16.0,,B. Beal misses 2-pt layup from 5 ft,92,90
367,4,7:16.0,Defensive rebound by Team,,92,90
368,4,6:55.0,K. Middleton misses 2-pt jump shot from 17 ft,,92,90
369,4,6:50.0,,Defensive rebound by M. Morris,92,90
370,4,6:35.0,,Shooting foul by K. Middleton (drawn by J. Wall),92,90
371,4,6:35.0,,Washington full timeout,92,90
372,4,6:35.0,,K. Oubre enters the game for J. Meeks,92,90
373,4,6:35.0,,M. Gortat enters the game for I. Mahinmi,92,90
374,4,6:35.0,,J. Wall makes free throw 1 of 2,92,91
375,4,6:35.0,,J. Wall makes free throw 2 of 2,92,92
