,QUARTER,TIME_REMAINING,UTAH_ACTION,SAN ANTONIO_ACTION,UTAH_SCORE,SAN ANTONIO_SCORE
32,1,7:16.0,,D. Murray makes 2-pt dunk from 1 ft (assist by K. Anderson),8,12
33,1,7:00.0,R. Rubio makes 2-pt jump shot from 16 ft,,10,12
34,1,6:45.0,,D. Murray misses 2-pt jump shot from 19 ft,10,12
35,1,6:40.0,Defensive rebound by J. Ingles,,10,12
36,1,6:31.0,R. Gobert misses 2-pt hook shot from 7 ft,,10,12
37,1,6:31.0,,Defensive rebound by D. Green,10,12
38,1,6:27.0,,Turnover by D. Green (bad pass),10,12
39,1,6:10.0,A. Burks misses 2-pt layup from 2 ft,,10,12
40,1,6:08.0,Offensive rebound by A. Burks,,10,12
41,1,6:06.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by A. Burks),,13,12
42,1,5:47.0,,L. Aldridge misses 2-pt jump shot from 18 ft,13,12
43,1,5:43.0,Defensive rebound by A. Burks,,13,12
44,1,5:27.0,R. Rubio makes 3-pt jump shot from 25 ft,,16,12
45,1,5:08.0,,D. Murray misses 2-pt layup from 2 ft,16,12
46,1,5:06.0,Defensive rebound by R. Gobert,,16,12
47,1,5:02.0,R. Rubio makes 2-pt layup at rim,,18,12
48,1,4:59.0,,San Antonio full timeout,18,12
49,1,4:59.0,,M. Ginóbili enters the game for K. Anderson,18,12
50,1,4:59.0,,T. Parker enters the game for D. Murray,18,12
51,1,4:59.0,,P. Mills enters the game for D. Green,18,12
52,1,4:59.0,,P. Gasol enters the game for D. Bertāns,18,12
53,1,4:59.0,R. O'Neale enters the game for J. Ingles,,18,12
54,1,4:59.0,R. Hood enters the game for A. Burks,,18,12
55,1,4:44.0,,L. Aldridge makes 2-pt jump shot from 9 ft,18,14
56,1,4:30.0,Shooting foul by L. Aldridge (drawn by D. Favors),,18,14
57,1,4:30.0,D. Favors makes free throw 1 of 2,,19,14
58,1,4:30.0,D. Favors makes free throw 2 of 2,,20,14
59,1,4:13.0,,M. Ginóbili misses 2-pt jump shot from 14 ft,20,14
60,1,4:10.0,Defensive rebound by R. Gobert,,20,14
61,1,3:59.0,R. Gobert makes 2-pt layup from 1 ft (assist by R. Rubio),,22,14
62,1,3:48.0,,P. Gasol misses 2-pt jump shot from 18 ft,22,14
63,1,3:44.0,Defensive rebound by D. Favors,,22,14
64,1,3:37.0,R. Gobert makes 2-pt dunk at rim (assist by R. Rubio),,24,14
65,1,3:23.0,,Shooting foul by R. Gobert (drawn by L. Aldridge),24,14
66,1,3:23.0,,L. Aldridge misses free throw 1 of 2,24,14
67,1,3:23.0,,Offensive rebound by Team,24,14
68,1,3:23.0,J. Jerebko enters the game for D. Favors,,24,14
69,1,3:23.0,,L. Aldridge makes free throw 2 of 2,24,15
70,1,3:12.0,R. Hood misses 2-pt jump shot from 20 ft,,24,15
71,1,3:08.0,,Defensive rebound by L. Aldridge,24,15
72,1,2:55.0,,L. Aldridge makes 2-pt jump shot from 12 ft,24,17
73,1,2:40.0,J. Jerebko makes 3-pt jump shot from 28 ft (assist by R. Rubio),,27,17
74,1,2:15.0,,Personal foul by R. O'Neale (drawn by P. Gasol),27,17
75,1,2:15.0,,D. Bertāns enters the game for L. Aldridge,27,17
76,1,2:15.0,R. Neto enters the game for R. Rubio,,27,17
77,1,2:15.0,E. Udoh enters the game for R. Gobert,,27,17
78,1,2:07.0,,P. Gasol makes 2-pt dunk at rim (assist by T. Parker),27,19
79,1,1:42.0,R. Neto misses 3-pt jump shot from 25 ft,,27,19
80,1,1:38.0,Offensive rebound by E. Udoh,,27,19
81,1,1:22.0,Shooting foul by D. Bertāns (drawn by J. Jerebko),,27,19
82,1,1:22.0,J. Jerebko makes free throw 1 of 2,,28,19
83,1,1:22.0,J. Jerebko misses free throw 2 of 2,,28,19
84,1,1:20.0,,Defensive rebound by P. Gasol,28,19
85,1,1:14.0,,Turnover by T. Parker (out of bounds lost ball),28,19
86,1,1:02.0,R. Neto makes 2-pt jump shot from 9 ft,,30,19
87,1,0:49.0,,P. Gasol makes 2-pt layup from 1 ft (assist by T. Parker),30,21
88,1,0:31.0,R. Hood misses 2-pt jump shot from 13 ft,,30,21
89,1,0:29.0,,Defensive rebound by P. Gasol,30,21
90,1,0:24.0,,Turnover by P. Gasol (lost ball; steal by R. Neto),30,21
91,1,0:19.0,R. O'Neale makes 3-pt jump shot from 24 ft (assist by R. Neto),,33,21
92,1,0:08.0,,Personal foul by R. Neto (drawn by T. Parker),33,21
93,1,0:02.0,,D. Bertāns makes 3-pt jump shot from 30 ft (assist by P. Gasol),33,24
94,1,0:00.0,R. Neto misses 3-pt jump shot from 50 ft,,33,24
95,1,0:00.0,Offensive rebound by Team,,33,24
96,2,11:41.0,A. Burks misses 2-pt jump shot from 19 ft,,33,24
97,2,11:36.0,,Defensive rebound by D. Bertāns,33,24
98,2,11:29.0,,T. Parker makes 2-pt layup at rim,33,26
99,2,11:14.0,Shooting foul by P. Mills (drawn by R. Neto),,33,26
100,2,11:14.0,R. Neto makes free throw 1 of 2,,34,26
101,2,11:14.0,R. Neto makes free throw 2 of 2,,35,26
102,2,11:03.0,,T. Parker misses 2-pt layup at rim (block by E. Udoh),35,26
103,2,11:03.0,,Offensive rebound by Team,35,26
104,2,10:56.0,,Personal foul by R. O'Neale (drawn by P. Gasol),35,26
105,2,10:51.0,,Turnover by P. Gasol (bad pass; steal by R. O'Neale),35,26
106,2,10:46.0,R. O'Neale makes 2-pt layup from 1 ft,,37,26
107,2,10:37.0,,T. Parker makes 2-pt jump shot from 4 ft,37,28
108,2,10:23.0,R. Neto misses 2-pt layup from 2 ft,,37,28
109,2,10:23.0,,Defensive rebound by P. Gasol,37,28
110,2,10:16.0,,D. Bertāns misses 3-pt jump shot from 26 ft,37,28
111,2,10:16.0,Defensive rebound by A. Burks,,37,28
112,2,10:04.0,A. Burks misses 2-pt jump shot from 5 ft,,37,28
113,2,10:04.0,,Defensive rebound by T. Parker,37,28
114,2,10:00.0,,Personal foul by R. O'Neale (drawn by T. Parker),37,28
115,2,10:00.0,,K. Anderson enters the game for M. Ginóbili,37,28
116,2,10:00.0,,D. Green enters the game for D. Bertāns,37,28
117,2,9:55.0,,T. Parker misses 2-pt layup at rim (block by E. Udoh),37,28
118,2,9:55.0,,Offensive rebound by T. Parker,37,28
119,2,9:50.0,,P. Gasol misses 2-pt layup from 1 ft,37,28
120,2,9:50.0,,Offensive rebound by P. Mills,37,28
121,2,9:45.0,,P. Mills misses 3-pt jump shot from 25 ft,37,28
122,2,9:45.0,Defensive rebound by J. Jerebko,,37,28
123,2,9:28.0,Turnover by R. Neto (bad pass),,37,28
124,2,9:28.0,,B. Forbes enters the game for P. Mills,37,28
125,2,9:28.0,,L. Aldridge enters the game for P. Gasol,37,28
126,2,9:16.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by T. Parker),37,30
127,2,8:59.0,R. Neto makes 2-pt jump shot from 8 ft,,39,30
128,2,8:42.0,,L. Aldridge makes 2-pt jump shot from 13 ft (assist by T. Parker),39,32
129,2,8:30.0,E. Udoh makes 2-pt dunk at rim (assist by R. O'Neale),,41,32
130,2,8:14.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by T. Parker),41,34
131,2,8:11.0,Utah full timeout,,41,34
132,2,8:11.0,,D. Murray enters the game for T. Parker,41,34
133,2,8:11.0,R. Gobert enters the game for J. Jerebko,,41,34
134,2,8:11.0,R. Rubio enters the game for R. Neto,,41,34
135,2,8:11.0,D. Favors enters the game for E. Udoh,,41,34
136,2,7:56.0,R. Rubio makes 2-pt jump shot from 19 ft (assist by R. Gobert),,43,34
137,2,7:33.0,,B. Forbes misses 2-pt jump shot from 18 ft (block by R. Gobert),43,34
138,2,7:33.0,Defensive rebound by R. Rubio,,43,34
139,2,7:24.0,Turnover by R. Rubio (lost ball; steal by K. Anderson),,43,34
140,2,7:20.0,,Turnover by B. Forbes (lost ball; steal by R. O'Neale),43,34
141,2,7:00.0,A. Burks misses 3-pt jump shot from 25 ft,,43,34
142,2,6:56.0,,Defensive rebound by K. Anderson,43,34
143,2,6:51.0,,K. Anderson misses 3-pt jump shot from 25 ft,43,34
144,2,6:51.0,,Offensive rebound by D. Murray,43,34
145,2,6:45.0,,D. Murray makes 2-pt layup at rim,43,36
146,2,6:27.0,R. Rubio makes 2-pt layup from 1 ft,,45,36
147,2,6:08.0,,D. Murray misses 2-pt hook shot from 8 ft,45,36
148,2,6:08.0,Defensive rebound by A. Burks,,45,36
149,2,5:59.0,D. Favors misses 2-pt hook shot from 6 ft,,45,36
150,2,5:59.0,,Defensive rebound by D. Murray,45,36
151,2,5:50.0,,L. Aldridge makes 3-pt jump shot from 25 ft (assist by B. Forbes),45,39
152,2,5:29.0,A. Burks misses 2-pt dunk from 2 ft (block by L. Aldridge),,45,39
153,2,5:29.0,Offensive rebound by Team,,45,39
154,2,5:29.0,J. Ingles enters the game for R. O'Neale,,45,39
155,2,5:28.0,Personal foul by B. Forbes (drawn by A. Burks),,45,39
156,2,5:19.0,A. Burks makes 2-pt jump shot from 11 ft,,47,39
157,2,5:08.0,,B. Forbes misses 3-pt jump shot from 25 ft,47,39
158,2,5:08.0,Defensive rebound by D. Favors,,47,39
159,2,4:58.0,Turnover by D. Favors (bad pass; steal by K. Anderson),,47,39
160,2,4:51.0,,Turnover by D. Murray (bad pass; steal by J. Ingles),47,39
161,2,4:46.0,D. Favors makes 2-pt dunk at rim (assist by A. Burks),,49,39
162,2,4:46.0,,San Antonio full timeout,49,39
163,2,4:46.0,,T. Parker enters the game for D. Murray,49,39
164,2,4:46.0,,M. Ginóbili enters the game for B. Forbes,49,39
165,2,4:46.0,,P. Gasol enters the game for D. Green,49,39
166,2,4:27.0,,L. Aldridge misses 2-pt jump shot from 11 ft,49,39
167,2,4:24.0,Defensive rebound by R. Rubio,,49,39
168,2,4:22.0,Shooting foul by K. Anderson (drawn by R. Rubio),,49,39
169,2,4:22.0,R. Rubio makes free throw 1 of 2,,50,39
170,2,4:22.0,,D. Hilliard enters the game for K. Anderson,50,39
171,2,4:22.0,R. Rubio makes free throw 2 of 2,,51,39
172,2,4:07.0,,M. Ginóbili makes 2-pt layup from 2 ft (assist by T. Parker),51,41
173,2,3:52.0,R. Rubio makes 2-pt jump shot from 19 ft (assist by R. Gobert),,53,41
174,2,3:33.0,,Turnover by T. Parker (bad pass),53,41
175,2,3:20.0,J. Ingles makes 2-pt jump shot from 19 ft,,55,41
176,2,3:01.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by D. Hilliard),55,44
177,2,2:31.0,A. Burks misses 2-pt jump shot from 8 ft,,55,44
178,2,2:30.0,,Defensive rebound by P. Gasol,55,44
179,2,2:16.0,,Turnover by L. Aldridge (bad pass),55,44
180,2,2:16.0,R. O'Neale enters the game for A. Burks,,55,44
181,2,2:02.0,D. Favors misses 3-pt jump shot from 23 ft,,55,44
182,2,1:57.0,Offensive rebound by R. Gobert,,55,44
183,2,1:52.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,57,44
184,2,1:52.0,Shooting foul by P. Gasol (drawn by R. Gobert),,57,44
185,2,1:52.0,R. Gobert misses free throw 1 of 1,,57,44
186,2,1:49.0,,Defensive rebound by P. Gasol,57,44
187,2,1:43.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by T. Parker),57,46
188,2,1:25.0,D. Favors makes 2-pt jump shot from 14 ft (assist by J. Ingles),,59,46
189,2,1:11.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,59,46
190,2,1:08.0,Defensive rebound by D. Favors,,59,46
191,2,1:06.0,Turnover by R. Rubio (bad pass),,59,46
192,2,0:53.0,,D. Hilliard misses 3-pt jump shot from 22 ft,59,46
193,2,0:50.0,Defensive rebound by R. Gobert,,59,46
194,2,0:36.0,Shooting foul by P. Gasol (drawn by R. Gobert),,59,46
195,2,0:36.0,R. Gobert misses free throw 1 of 2,,59,46
196,2,0:36.0,Offensive rebound by Team,,59,46
197,2,0:36.0,A. Burks enters the game for R. O'Neale,,59,46
198,2,0:36.0,R. Gobert makes free throw 2 of 2,,60,46
199,2,0:33.0,,Shooting foul by R. Rubio (drawn by T. Parker),60,46
200,2,0:33.0,,T. Parker misses free throw 1 of 2,60,46
201,2,0:33.0,,Offensive rebound by Team,60,46
202,2,0:33.0,,T. Parker makes free throw 2 of 2,60,47
203,2,0:22.0,Shooting foul by D. Hilliard (drawn by R. Rubio),,60,47
204,2,0:22.0,R. Rubio makes free throw 1 of 2,,61,47
205,2,0:22.0,R. Rubio misses free throw 2 of 2,,61,47
206,2,0:16.0,Offensive rebound by R. Gobert,,61,47
207,2,0:16.0,R. Gobert misses 2-pt dunk at rim,,61,47
208,2,0:15.0,,Defensive rebound by P. Gasol,61,47
209,2,0:01.0,,M. Ginóbili misses 2-pt layup from 1 ft (block by R. Gobert),61,47
210,2,0:01.0,,Offensive rebound by L. Aldridge,61,47
211,2,0:00.0,,L. Aldridge makes 2-pt jump shot from 12 ft,61,49
212,3,11:42.0,,Violation by D. Green (kicked ball),61,49
213,3,11:37.0,Personal foul by D. Green (drawn by R. Rubio),,61,49
214,3,11:30.0,Turnover by J. Ingles (bad pass),,61,49
215,3,11:08.0,,L. Aldridge makes 2-pt layup at rim,61,51
216,3,10:51.0,Personal foul by D. Murray (drawn by R. Gobert),,61,51
217,3,10:48.0,Offensive foul by J. Ingles (drawn by K. Anderson),,61,51
218,3,10:48.0,Turnover by J. Ingles (offensive foul),,61,51
219,3,10:27.0,,L. Aldridge misses 2-pt hook shot from 9 ft,61,51
220,3,10:25.0,Defensive rebound by R. Gobert,,61,51
221,3,10:17.0,Turnover by R. Rubio (bad pass; steal by L. Aldridge),,61,51
222,3,10:05.0,,L. Aldridge misses 2-pt layup at rim,61,51
223,3,10:02.0,,Offensive rebound by K. Anderson,61,51
224,3,10:01.0,,K. Anderson makes 2-pt layup at rim,61,53
225,3,9:55.0,Utah full timeout,,61,53
226,3,9:55.0,R. O'Neale enters the game for A. Burks,,61,53
227,3,9:48.0,Shooting foul by D. Murray (drawn by R. Rubio),,61,53
228,3,9:48.0,R. Rubio makes free throw 1 of 2,,62,53
229,3,9:48.0,R. Rubio makes free throw 2 of 2,,63,53
230,3,9:40.0,,K. Anderson makes 2-pt layup at rim (assist by D. Bertāns),63,55
231,3,9:19.0,D. Favors makes 2-pt layup at rim (assist by R. Rubio),,65,55
232,3,9:00.0,,D. Murray misses 2-pt jump shot from 8 ft,65,55
233,3,8:59.0,Defensive rebound by R. Gobert,,65,55
234,3,8:52.0,R. O'Neale makes 3-pt jump shot from 25 ft (assist by R. Rubio),,68,55
235,3,8:34.0,,D. Bertāns misses 2-pt jump shot from 15 ft,68,55
236,3,8:32.0,Defensive rebound by D. Favors,,68,55
237,3,8:24.0,J. Ingles misses 3-pt jump shot from 22 ft,,68,55
238,3,8:21.0,,Defensive rebound by D. Green,68,55
239,3,8:19.0,,Personal block foul by R. Rubio (drawn by D. Green),68,55
240,3,8:14.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. Murray),68,58
241,3,7:46.0,D. Favors makes 2-pt dunk at rim (assist by R. O'Neale),,70,58
242,3,7:32.0,,L. Aldridge misses 2-pt jump shot from 20 ft,70,58
243,3,7:28.0,Defensive rebound by R. O'Neale,,70,58
244,3,7:25.0,Turnover by R. O'Neale (lost ball; steal by D. Green),,70,58
245,3,7:21.0,,D. Green misses 3-pt jump shot from 25 ft,70,58
246,3,7:18.0,,Offensive rebound by D. Murray,70,58
247,3,7:17.0,,D. Murray misses 2-pt jump shot from 10 ft,70,58
248,3,7:17.0,Defensive rebound by R. Gobert,,70,58
249,3,6:57.0,R. Gobert misses 2-pt layup from 10 ft,,70,58
250,3,6:57.0,,Defensive rebound by Team,70,58
251,3,6:57.0,Loose ball foul by R. Gobert (drawn by L. Aldridge),,70,58
252,3,6:57.0,,M. Ginóbili enters the game for K. Anderson,70,58
253,3,6:57.0,,T. Parker enters the game for D. Murray,70,58
254,3,6:57.0,R. Neto enters the game for R. Rubio,,70,58
255,3,6:57.0,J. Jerebko enters the game for D. Favors,,70,58
256,3,6:40.0,,L. Aldridge makes 2-pt jump shot from 13 ft,70,60
257,3,6:23.0,Turnover by J. Ingles (bad pass; steal by L. Aldridge),,70,60
258,3,6:17.0,,D. Green makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),70,63
259,3,5:57.0,Personal foul by D. Green (drawn by R. Gobert),,70,63
260,3,5:57.0,E. Udoh enters the game for J. Ingles,,70,63
261,3,5:57.0,R. Hood enters the game for R. Gobert,,70,63
262,3,5:48.0,Turnover by R. O'Neale (bad pass; steal by M. Ginóbili),,70,63
263,3,5:32.0,,D. Bertāns misses 3-pt jump shot from 25 ft,70,63
264,3,5:32.0,,Offensive rebound by L. Aldridge,70,63
265,3,5:29.0,,Shooting foul by J. Jerebko (drawn by L. Aldridge),70,63
266,3,5:29.0,,L. Aldridge misses free throw 1 of 2,70,63
267,3,5:29.0,,Offensive rebound by Team,70,63
268,3,5:29.0,,L. Aldridge makes free throw 2 of 2,70,64
269,3,5:16.0,Turnover by R. Neto (bad pass; steal by T. Parker),,70,64
270,3,5:09.0,,Turnover by T. Parker (bad pass; steal by J. Jerebko),70,64
271,3,5:07.0,Shooting foul by T. Parker (drawn by R. Neto),,70,64
272,3,5:07.0,R. Neto makes free throw 1 of 2,,71,64
273,3,5:07.0,,K. Anderson enters the game for D. Green,71,64
274,3,5:07.0,,P. Mills enters the game for D. Bertāns,71,64
275,3,5:07.0,R. Neto makes free throw 2 of 2,,72,64
276,3,4:53.0,,T. Parker misses 3-pt jump shot from 23 ft,72,64
277,3,4:48.0,Defensive rebound by R. O'Neale,,72,64
278,3,4:38.0,R. Neto makes 2-pt layup at rim (assist by R. O'Neale),,74,64
279,3,4:38.0,,San Antonio full timeout,74,64
280,3,4:25.0,,T. Parker makes 2-pt jump shot from 14 ft,74,66
281,3,4:16.0,,Violation by M. Ginóbili (kicked ball),74,66
282,3,4:10.0,R. O'Neale misses 2-pt jump shot from 16 ft,,74,66
283,3,4:08.0,Offensive rebound by Team,,74,66
284,3,4:08.0,,Loose ball foul by T. Parker (drawn by E. Udoh),74,66
285,3,4:08.0,E. Udoh makes free throw 1 of 2,,75,66
286,3,4:08.0,E. Udoh makes free throw 2 of 2,,76,66
287,3,3:45.0,,K. Anderson misses 2-pt jump shot from 11 ft,76,66
288,3,3:45.0,Defensive rebound by Team,,76,66
289,3,3:45.0,,Loose ball foul by M. Ginóbili (drawn by R. O'Neale),76,66
290,3,3:45.0,R. O'Neale makes free throw 1 of 2,,77,66
291,3,3:45.0,R. O'Neale makes free throw 2 of 2,,78,66
292,3,3:32.0,,Turnover by K. Anderson (traveling),78,66
293,3,3:16.0,R. Neto misses 3-pt jump shot from 25 ft,,78,66
294,3,3:13.0,,Defensive rebound by L. Aldridge,78,66
295,3,3:02.0,,M. Ginóbili makes 2-pt jump shot from 17 ft (assist by T. Parker),78,68
296,3,2:43.0,R. Hood makes 3-pt jump shot from 23 ft (assist by R. Neto),,81,68
297,3,2:24.0,,Shooting foul by E. Udoh (drawn by L. Aldridge),81,68
298,3,2:24.0,,L. Aldridge makes free throw 1 of 2,81,69
299,3,2:24.0,,D. Green enters the game for K. Anderson,81,69
300,3,2:24.0,,L. Aldridge makes free throw 2 of 2,81,70
301,3,2:07.0,R. Hood misses 3-pt jump shot from 25 ft,,81,70
302,3,2:03.0,,Defensive rebound by M. Ginóbili,81,70
303,3,1:52.0,,L. Aldridge makes 2-pt hook shot from 9 ft,81,72
304,3,1:45.0,Utah full timeout,,81,72
305,3,1:45.0,,P. Gasol enters the game for L. Aldridge,81,72
306,3,1:45.0,A. Burks enters the game for J. Jerebko,,81,72
307,3,1:45.0,D. Favors enters the game for E. Udoh,,81,72
308,3,1:34.0,Turnover by R. Neto (out of bounds lost ball),,81,72
309,3,1:24.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),81,75
310,3,1:05.0,A. Burks makes 2-pt jump shot from 18 ft,,83,75
311,3,0:44.0,,D. Green misses 3-pt jump shot from 25 ft,83,75
312,3,0:41.0,Defensive rebound by A. Burks,,83,75
313,3,0:33.0,D. Favors makes 2-pt layup from 1 ft (assist by R. O'Neale),,85,75
314,3,0:26.0,,T. Parker misses 2-pt jump shot from 19 ft,85,75
315,3,0:23.0,Defensive rebound by R. O'Neale,,85,75
316,3,0:07.0,Shooting foul by M. Ginóbili (drawn by R. Neto),,85,75
317,3,0:07.0,R. Neto makes free throw 1 of 2,,86,75
318,3,0:07.0,R. Neto makes free throw 2 of 2,,87,75
319,3,0:01.0,,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),87,78
320,4,11:47.0,,D. Green misses 2-pt jump shot from 8 ft,87,78
321,4,11:40.0,,Offensive rebound by P. Gasol,87,78
322,4,11:40.0,,P. Gasol misses 2-pt layup at rim,87,78
323,4,11:38.0,Defensive rebound by A. Burks,,87,78
324,4,11:33.0,Turnover by R. O'Neale (traveling),,87,78
325,4,11:18.0,,T. Parker makes 2-pt layup from 1 ft,87,80
326,4,11:02.0,Personal foul by D. Green (drawn by D. Favors),,87,80
327,4,11:02.0,,D. Murray enters the game for T. Parker,87,80
328,4,11:02.0,,B. Forbes enters the game for M. Ginóbili,87,80
329,4,11:02.0,R. Gobert enters the game for D. Favors,,87,80
330,4,11:02.0,J. Ingles enters the game for R. O'Neale,,87,80
331,4,10:50.0,R. Hood makes 2-pt layup from 7 ft,,89,80
332,4,10:37.0,,P. Gasol misses 2-pt jump shot from 13 ft,89,80
333,4,10:37.0,,Offensive rebound by D. Murray,89,80
334,4,10:32.0,,D. Murray misses 2-pt layup at rim,89,80
335,4,10:30.0,Defensive rebound by A. Burks,,89,80
336,4,10:26.0,A. Burks misses 2-pt layup from 1 ft (block by D. Green),,89,80
337,4,10:26.0,,Defensive rebound by P. Gasol,89,80
338,4,10:25.0,,Personal foul by A. Burks (drawn by P. Gasol),89,80
339,4,10:09.0,,D. Green makes 3-pt jump shot from 22 ft (assist by P. Mills),89,83
340,4,9:53.0,A. Burks makes 3-pt jump shot from 22 ft (assist by R. Rubio),,92,83
341,4,9:33.0,,P. Mills makes 2-pt jump shot from 17 ft,92,85
342,4,9:06.0,R. Rubio makes 2-pt layup from 1 ft,,94,85
343,4,8:54.0,,P. Mills makes 3-pt jump shot from 25 ft,94,88
344,4,8:34.0,R. Gobert misses 2-pt dunk from 1 ft,,94,88
345,4,8:34.0,,Defensive rebound by P. Gasol,94,88
346,4,8:22.0,,Personal foul by A. Burks (drawn by P. Mills),94,88
347,4,8:22.0,R. O'Neale enters the game for A. Burks,,94,88
348,4,8:13.0,,B. Forbes makes 2-pt jump shot from 9 ft (assist by P. Mills),94,90
349,4,7:58.0,R. Rubio misses 2-pt layup from 5 ft (block by D. Green),,94,90
350,4,7:58.0,Offensive rebound by R. Hood,,94,90
351,4,7:53.0,R. Rubio misses 3-pt jump shot from 23 ft,,94,90
352,4,7:53.0,,Defensive rebound by B. Forbes,94,90
353,4,7:29.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by P. Gasol),94,93
354,4,7:28.0,Utah full timeout,,94,93
355,4,7:12.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by R. O'Neale),,97,93
356,4,6:59.0,,P. Gasol misses 2-pt layup from 1 ft,97,93
357,4,6:59.0,,Offensive rebound by P. Gasol,97,93
358,4,6:59.0,,Shooting foul by R. Gobert (drawn by P. Gasol),97,93
359,4,6:59.0,,P. Gasol makes free throw 1 of 2,97,94
360,4,6:59.0,R. Neto enters the game for R. Hood,,97,94
361,4,6:59.0,,P. Gasol makes free throw 2 of 2,97,95
362,4,6:43.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by R. Neto),,100,95
363,4,6:28.0,,P. Mills misses 3-pt jump shot from 25 ft,100,95
364,4,6:24.0,Defensive rebound by R. O'Neale,,100,95
365,4,6:16.0,J. Ingles misses 3-pt jump shot from 25 ft,,100,95
366,4,6:16.0,,Defensive rebound by P. Gasol,100,95
367,4,6:05.0,,D. Murray makes 2-pt layup at rim,100,97
368,4,5:48.0,R. O'Neale makes 3-pt jump shot from 24 ft (assist by R. Rubio),,103,97
369,4,5:44.0,,San Antonio full timeout,103,97
370,4,5:44.0,,L. Aldridge enters the game for P. Mills,103,97
371,4,5:44.0,,M. Ginóbili enters the game for P. Gasol,103,97
372,4,5:44.0,D. Favors enters the game for R. Gobert,,103,97
373,4,5:31.0,,D. Green misses 3-pt jump shot from 24 ft,103,97
374,4,5:29.0,Defensive rebound by D. Favors,,103,97
375,4,5:19.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Favors),,106,97
376,4,5:08.0,,M. Ginóbili makes 2-pt layup from 5 ft,106,99
377,4,5:08.0,,Shooting foul by J. Ingles (drawn by M. Ginóbili),106,99
378,4,5:08.0,,T. Parker enters the game for D. Murray,106,99
379,4,5:08.0,,M. Ginóbili misses free throw 1 of 1,106,99
380,4,5:05.0,Defensive rebound by D. Favors,,106,99
381,4,4:56.0,R. Rubio misses 2-pt jump shot from 18 ft,,106,99
382,4,4:52.0,,Defensive rebound by D. Green,106,99
