,QUARTER,TIME_REMAINING,PORTLAND_ACTION,UTAH_ACTION,PORTLAND_SCORE,UTAH_SCORE
0,1,11:47.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by J. Nurkić),,3,0
1,1,11:30.0,,R. Gobert makes 2-pt dunk from 1 ft,3,2
2,1,11:06.0,C. McCollum makes 3-pt jump shot from 25 ft,,6,2
3,1,10:48.0,,Turnover by D. Mitchell (lost ball; steal by M. Harkless),6,2
4,1,10:44.0,Turnover by M. Harkless (traveling),,6,2
5,1,10:26.0,,R. Gobert makes 2-pt dunk at rim (assist by D. Favors),6,4
6,1,10:12.0,J. Nurkić misses 2-pt jump shot from 11 ft,,6,4
7,1,10:03.0,Offensive rebound by A. Aminu,,6,4
8,1,10:03.0,A. Aminu makes 2-pt layup at rim,,8,4
9,1,9:55.0,,R. Rubio misses 2-pt layup from 3 ft,8,4
10,1,9:53.0,Defensive rebound by J. Nurkić,,8,4
11,1,9:42.0,J. Nurkić misses 2-pt hook shot from 4 ft (block by R. Gobert),,8,4
12,1,9:42.0,Offensive rebound by Team,,8,4
13,1,9:30.0,J. Nurkić makes 2-pt jump shot from 19 ft,,10,4
14,1,9:24.0,,Personal foul by C. McCollum (drawn by J. Ingles),10,4
15,1,9:18.0,,D. Favors misses 2-pt layup from 2 ft,10,4
16,1,9:16.0,Defensive rebound by A. Aminu,,10,4
17,1,9:10.0,Offensive foul by J. Nurkić (drawn by J. Ingles),,10,4
18,1,9:10.0,Turnover by J. Nurkić (offensive foul),,10,4
19,1,8:54.0,,Turnover by R. Rubio (lost ball; steal by M. Harkless),10,4
20,1,8:47.0,C. McCollum misses 3-pt jump shot from 26 ft,,10,4
21,1,8:45.0,,Defensive rebound by R. Rubio,10,4
22,1,8:39.0,,J. Ingles makes 2-pt jump shot from 8 ft,10,6
23,1,8:24.0,D. Lillard makes 3-pt jump shot from 26 ft,,13,6
24,1,8:23.0,,Utah full timeout,13,6
25,1,8:13.0,,D. Mitchell misses 3-pt jump shot from 26 ft,13,6
26,1,8:08.0,Defensive rebound by C. McCollum,,13,6
27,1,7:50.0,J. Nurkić makes 2-pt jump shot from 10 ft (assist by D. Lillard),,15,6
28,1,7:27.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Favors),15,9
29,1,7:10.0,Turnover by D. Lillard (bad pass),,15,9
30,1,7:10.0,,R. O'Neale enters the game for R. Rubio,15,9
31,1,6:53.0,,D. Favors misses 3-pt jump shot from 23 ft,15,9
32,1,6:50.0,Defensive rebound by D. Lillard,,15,9
33,1,6:43.0,D. Lillard misses 3-pt jump shot from 25 ft,,15,9
34,1,6:41.0,,Defensive rebound by R. Gobert,15,9
35,1,6:25.0,,D. Favors makes 2-pt dunk from 8 ft (assist by R. Gobert),15,11
36,1,6:07.0,C. McCollum makes 2-pt jump shot from 19 ft,,17,11
37,1,5:51.0,,Turnover by J. Ingles (bad pass; steal by A. Aminu),17,11
38,1,5:44.0,A. Aminu makes 2-pt jump shot from 7 ft,,19,11
39,1,5:18.0,,Turnover by J. Ingles (bad pass; steal by M. Harkless),19,11
40,1,5:18.0,Personal foul by D. Mitchell (drawn by M. Harkless),,19,11
41,1,5:18.0,M. Harkless makes clear path free throw 1 of 2,,20,11
42,1,5:18.0,M. Harkless makes clear path free throw 2 of 2,,21,11
43,1,5:18.0,,J. Crowder enters the game for J. Ingles,21,11
44,1,5:08.0,C. McCollum misses 2-pt jump shot from 15 ft,,21,11
45,1,5:06.0,,Defensive rebound by R. Gobert,21,11
46,1,4:56.0,,D. Mitchell makes 2-pt jump shot from 11 ft (assist by R. O'Neale),21,13
47,1,4:34.0,D. Lillard misses 3-pt jump shot from 23 ft,,21,13
48,1,4:31.0,,Defensive rebound by R. Gobert,21,13
49,1,4:20.0,,Turnover by D. Mitchell (bad pass; steal by M. Harkless),21,13
50,1,4:15.0,M. Harkless makes 2-pt layup from 2 ft,,23,13
51,1,3:59.0,,D. Mitchell makes 3-pt jump shot from 25 ft,23,16
52,1,3:37.0,J. Nurkić misses 2-pt layup from 7 ft (block by R. Gobert),,23,16
53,1,3:33.0,,Defensive rebound by D. Favors,23,16
54,1,3:23.0,,Personal foul by M. Harkless (drawn by J. Crowder),23,16
55,1,3:23.0,,J. Jerebko enters the game for D. Favors,23,16
56,1,3:23.0,E. Turner enters the game for C. McCollum,,23,16
57,1,3:23.0,P. Connaughton enters the game for M. Harkless,,23,16
58,1,3:23.0,E. Davis enters the game for J. Nurkić,,23,16
59,1,3:16.0,,D. Mitchell makes 3-pt jump shot from 25 ft,23,19
60,1,3:14.0,Portland full timeout,,23,19
61,1,3:05.0,Personal foul by R. O'Neale (drawn by D. Lillard),,23,19
62,1,2:52.0,Turnover by D. Lillard (bad pass; steal by D. Mitchell),,23,19
63,1,2:52.0,,Personal foul by A. Aminu (drawn by D. Mitchell),23,19
64,1,2:52.0,Z. Collins enters the game for A. Aminu,,23,19
65,1,2:41.0,,R. Gobert makes 2-pt layup from 6 ft (assist by D. Mitchell),23,21
66,1,2:25.0,Turnover by E. Turner (bad pass; steal by J. Jerebko),,23,21
67,1,2:22.0,,Shooting foul by Z. Collins (drawn by J. Jerebko),23,21
68,1,2:22.0,,J. Jerebko makes free throw 1 of 2,23,22
69,1,2:22.0,,J. Ingles enters the game for R. Gobert,23,22
70,1,2:22.0,,D. Favors enters the game for D. Mitchell,23,22
