,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA CLIPPERS_ACTION,BOSTON_SCORE,LA CLIPPERS_SCORE
388,4,9:08.0,D. Theis makes 3-pt jump shot from 25 ft (assist by T. Rozier),,99,84
389,4,8:56.0,,M. Teodosić misses 2-pt layup from 1 ft,99,84
390,4,8:54.0,Defensive rebound by D. Theis,,99,84
391,4,8:49.0,Shooting foul by M. Harrell (drawn by J. Tatum),,99,84
392,4,8:49.0,J. Tatum makes free throw 1 of 2,,100,84
393,4,8:49.0,,B. Griffin enters the game for M. Teodosić,100,84
394,4,8:49.0,,T. Wallace enters the game for S. Dekker,100,84
395,4,8:49.0,J. Tatum makes free throw 2 of 2,,101,84
396,4,8:31.0,,Turnover by S. Thornwell (traveling),101,84
397,4,8:11.0,J. Tatum misses 2-pt jump shot from 19 ft,,101,84
398,4,8:09.0,,Defensive rebound by T. Wallace,101,84
399,4,8:07.0,,Shooting block foul by S. Larkin (drawn by T. Wallace),101,84
400,4,8:07.0,,T. Wallace misses free throw 1 of 2,101,84
401,4,8:07.0,,Offensive rebound by Team,101,84
402,4,8:07.0,,W. Johnson enters the game for S. Thornwell,101,84
403,4,8:07.0,,T. Wallace misses free throw 2 of 2,101,84
404,4,8:04.0,Defensive rebound by S. Ojeleye,,101,84
405,4,7:40.0,Turnover by S. Larkin (lost ball; steal by B. Griffin),,101,84
406,4,7:35.0,,L. Williams misses 3-pt jump shot from 25 ft,101,84
407,4,7:31.0,Defensive rebound by S. Ojeleye,,101,84
408,4,7:18.0,Personal foul by T. Wallace (drawn by S. Larkin),,101,84
409,4,7:18.0,,D. Jordan enters the game for M. Harrell,101,84
410,4,7:12.0,T. Rozier misses 3-pt jump shot from 26 ft,,101,84
411,4,7:10.0,,Defensive rebound by B. Griffin,101,84
412,4,7:03.0,,B. Griffin misses 3-pt jump shot from 25 ft,101,84
413,4,6:59.0,Defensive rebound by J. Tatum,,101,84
414,4,6:36.0,S. Larkin makes 2-pt jump shot from 20 ft,,103,84
415,4,6:12.0,,L. Williams makes 2-pt jump shot from 17 ft,103,86
416,4,5:50.0,Shooting foul by D. Jordan (drawn by T. Rozier),,103,86
417,4,5:50.0,,LA Clippers full timeout,103,86
418,4,5:50.0,T. Rozier makes free throw 1 of 2,,104,86
419,4,5:50.0,T. Rozier makes free throw 2 of 2,,105,86
420,4,5:35.0,,T. Wallace misses 2-pt layup from 2 ft (block by D. Theis),105,86
421,4,5:35.0,,Offensive rebound by D. Jordan,105,86
422,4,5:35.0,,Shooting foul by S. Ojeleye (drawn by D. Jordan),105,86
423,4,5:35.0,,D. Jordan misses free throw 1 of 2,105,86
424,4,5:35.0,,Offensive rebound by Team,105,86
425,4,5:35.0,K. Irving enters the game for T. Rozier,,105,86
426,4,5:35.0,,D. Jordan makes free throw 2 of 2,105,87
427,4,5:22.0,J. Tatum misses 2-pt layup from 4 ft (block by W. Johnson),,105,87
428,4,5:18.0,,Defensive rebound by L. Williams,105,87
429,4,5:14.0,,D. Jordan makes 2-pt layup at rim (assist by L. Williams),105,89
430,4,5:14.0,,Shooting foul by D. Theis (drawn by D. Jordan),105,89
431,4,5:14.0,M. Morris enters the game for S. Ojeleye,,105,89
432,4,5:14.0,,D. Jordan makes free throw 1 of 1,105,90
433,4,4:57.0,S. Larkin misses 3-pt jump shot from 25 ft,,105,90
434,4,4:54.0,,Defensive rebound by D. Jordan,105,90
435,4,4:40.0,,B. Griffin makes 2-pt layup from 2 ft (assist by W. Johnson),105,92
436,4,4:39.0,Boston full timeout,,105,92
437,4,4:39.0,A. Baynes enters the game for S. Larkin,,105,92
438,4,4:39.0,T. Rozier enters the game for D. Theis,,105,92
439,4,4:28.0,M. Morris makes 3-pt jump shot from 23 ft (assist by K. Irving),,108,92
440,4,4:07.0,,B. Griffin makes 2-pt layup from 2 ft (assist by L. Williams),108,94
441,4,3:51.0,M. Morris misses 3-pt jump shot from 25 ft,,108,94
442,4,3:46.0,,Defensive rebound by W. Johnson,108,94
443,4,3:29.0,,B. Griffin misses 3-pt jump shot from 24 ft,108,94
444,4,3:27.0,Defensive rebound by K. Irving,,108,94
445,4,3:11.0,K. Irving misses 2-pt layup at rim,,108,94
446,4,3:07.0,,Defensive rebound by D. Jordan,108,94
447,4,3:05.0,,Turnover by D. Jordan (bad pass; steal by T. Rozier),108,94
448,4,3:00.0,K. Irving makes 2-pt layup from 1 ft (assist by T. Rozier),,110,94
449,4,2:46.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by B. Griffin),110,97
450,4,2:45.0,,Technical foul by B. Griffin,110,97
451,4,2:45.0,,LA Clippers full timeout,110,97
452,4,2:45.0,,S. Dekker enters the game for D. Jordan,110,97
453,4,2:45.0,,M. Harrell enters the game for L. Williams,110,97
454,4,2:45.0,,S. Thornwell enters the game for B. Griffin,110,97
455,4,2:45.0,K. Irving makes technical free throw,,111,97
456,4,2:28.0,A. Baynes makes 2-pt dunk from 1 ft (assist by K. Irving),,113,97
457,4,2:13.0,,W. Johnson misses 3-pt jump shot from 23 ft,113,97
458,4,2:11.0,Defensive rebound by K. Irving,,113,97
459,4,2:04.0,,Violation by S. Dekker (kicked ball),113,97
460,4,2:04.0,,W. Reed enters the game for T. Wallace,113,97
461,4,2:04.0,J. Eddie enters the game for J. Tatum,,113,97
462,4,2:04.0,S. Larkin enters the game for K. Irving,,113,97
463,4,2:04.0,A. Nader enters the game for T. Rozier,,113,97
464,4,2:01.0,Offensive foul by M. Morris (drawn by S. Thornwell),,113,97
465,4,2:01.0,Turnover by M. Morris (offensive foul),,113,97
466,4,1:53.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by S. Thornwell),113,100
467,4,1:32.0,M. Morris misses 2-pt jump shot from 19 ft,,113,100
468,4,1:28.0,,Defensive rebound by W. Reed,113,100
469,4,1:17.0,,M. Harrell misses 2-pt jump shot from 14 ft,113,100
470,4,1:15.0,Defensive rebound by A. Nader,,113,100
471,4,1:01.0,A. Baynes misses 2-pt jump shot from 17 ft,,113,100
472,4,0:58.0,,Defensive rebound by W. Reed,113,100
473,4,0:48.0,,S. Dekker makes 2-pt dunk from 1 ft (assist by W. Reed),113,102
474,4,0:33.0,A. Nader misses 3-pt jump shot from 22 ft,,113,102
475,4,0:28.0,,Defensive rebound by S. Dekker,113,102
476,4,0:22.0,,Turnover by S. Dekker (bad pass; steal by J. Eddie),113,102
