,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BOSTON_ACTION,NEW YORK_SCORE,BOSTON_SCORE
53,1,5:15.0,Offensive rebound by E. Freedom,,15,18
54,1,5:12.0,Personal foul by S. Ojeleye (drawn by E. Freedom),,15,18
55,1,4:57.0,Turnover by E. Freedom (bad pass; steal by A. Horford),,15,18
56,1,4:45.0,,A. Horford makes 2-pt hook shot from 10 ft,15,20
57,1,4:17.0,F. Ntilikina makes 3-pt jump shot from 25 ft (assist by C. Lee),,18,20
58,1,4:03.0,,J. Tatum misses 2-pt layup from 3 ft (block by E. Freedom),18,20
59,1,4:03.0,,Offensive rebound by Team,18,20
60,1,4:01.0,,J. Tatum makes 2-pt jump shot from 17 ft (assist by A. Nader),18,22
61,1,3:40.0,F. Ntilikina misses 2-pt jump shot from 18 ft,,18,22
62,1,3:38.0,,Defensive rebound by A. Horford,18,22
63,1,3:23.0,,A. Horford misses 3-pt jump shot from 25 ft,18,22
64,1,3:19.0,,Offensive rebound by M. Morris,18,22
65,1,3:16.0,,A. Nader makes 3-pt jump shot from 23 ft (assist by M. Morris),18,25
66,1,3:04.0,Personal foul by A. Nader (drawn by F. Ntilikina),,18,25
67,1,3:04.0,K. O'Quinn enters the game for E. Freedom,,18,25
68,1,2:54.0,F. Ntilikina makes 2-pt layup from 1 ft (assist by K. Porziņģis),,20,25
69,1,2:40.0,,J. Tatum misses 2-pt jump shot from 17 ft,20,25
70,1,2:39.0,Defensive rebound by F. Ntilikina,,20,25
71,1,2:32.0,Turnover by K. O'Quinn (step out of bounds),,20,25
72,1,2:32.0,,Boston full timeout,20,25
73,1,2:32.0,,T. Rozier enters the game for J. Tatum,20,25
74,1,2:32.0,,D. Theis enters the game for A. Horford,20,25
75,1,2:32.0,M. Beasley enters the game for K. Porziņģis,,20,25
76,1,2:17.0,,M. Morris makes 2-pt jump shot from 7 ft (assist by T. Rozier),20,27
77,1,1:58.0,Offensive foul by M. Beasley (drawn by M. Morris),,20,27
78,1,1:58.0,Turnover by M. Beasley (offensive foul),,20,27
79,1,1:36.0,,M. Morris misses 2-pt jump shot from 18 ft,20,27
80,1,1:33.0,Defensive rebound by M. Beasley,,20,27
81,1,1:25.0,Shooting foul by D. Theis (drawn by M. Beasley),,20,27
82,1,1:25.0,M. Beasley makes free throw 1 of 2,,21,27
83,1,1:25.0,,J. Brown enters the game for A. Nader,21,27
84,1,1:25.0,M. Beasley makes free throw 2 of 2,,22,27
85,1,1:08.0,,J. Brown misses 2-pt layup from 1 ft,22,27
86,1,1:06.0,Defensive rebound by M. Beasley,,22,27
87,1,0:52.0,C. Lee misses 2-pt jump shot from 14 ft,,22,27
88,1,0:51.0,,Defensive rebound by J. Brown,22,27
89,1,0:36.0,,Personal foul by F. Ntilikina (drawn by J. Brown),22,27
90,1,0:36.0,D. Dotson enters the game for C. Lee,,22,27
91,1,0:30.0,,T. Rozier misses 2-pt jump shot from 18 ft,22,27
92,1,0:28.0,Defensive rebound by M. Beasley,,22,27
93,1,0:06.0,M. Beasley makes 2-pt jump shot from 13 ft,,24,27
94,1,0:01.0,,T. Rozier misses 3-pt jump shot from 25 ft,24,27
95,1,0:01.0,,Offensive rebound by Team,24,27
96,2,11:46.0,,J. Brown makes 2-pt layup at rim (assist by D. Theis),24,29
97,2,11:38.0,L. Thomas makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),,27,29
98,2,11:16.0,,J. Brown misses 2-pt jump shot from 7 ft,27,29
99,2,11:15.0,Defensive rebound by L. Thomas,,27,29
100,2,11:10.0,K. O'Quinn misses 2-pt layup from 2 ft,,27,29
101,2,11:03.0,Offensive rebound by M. Beasley,,27,29
102,2,11:03.0,M. Beasley misses 2-pt layup at rim,,27,29
103,2,11:03.0,,Defensive rebound by M. Morris,27,29
104,2,10:59.0,,M. Morris misses 2-pt jump shot from 13 ft,27,29
105,2,10:59.0,,Offensive rebound by M. Morris,27,29
106,2,10:53.0,,J. Brown misses 2-pt layup from 1 ft,27,29
107,2,10:53.0,Defensive rebound by D. Dotson,,27,29
108,2,10:47.0,M. Beasley makes 2-pt layup at rim (assist by F. Ntilikina),,29,29
109,2,10:31.0,,Personal foul by M. Beasley (drawn by D. Theis),29,29
110,2,10:21.0,,Shooting foul by M. Beasley (drawn by M. Morris),29,29
111,2,10:21.0,,M. Morris misses free throw 1 of 2,29,29
112,2,10:21.0,,Offensive rebound by Team,29,29
113,2,10:21.0,,A. Nader enters the game for S. Ojeleye,29,29
114,2,10:21.0,K. Porziņģis enters the game for M. Beasley,,29,29
115,2,10:21.0,,M. Morris makes free throw 2 of 2,29,30
116,2,10:08.0,Personal foul by J. Brown (drawn by K. Porziņģis),,29,30
117,2,10:03.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,29,30
118,2,9:59.0,,Defensive rebound by T. Rozier,29,30
119,2,9:47.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Rozier),29,33
120,2,9:33.0,L. Thomas misses 2-pt jump shot from 14 ft,,29,33
121,2,9:30.0,,Defensive rebound by D. Theis,29,33
122,2,9:22.0,,Turnover by T. Rozier (lost ball; steal by D. Dotson),29,33
123,2,9:09.0,Turnover by K. O'Quinn (bad pass; steal by M. Morris),,29,33
124,2,9:08.0,,Personal foul by L. Thomas (drawn by M. Morris),29,33
125,2,9:08.0,T. Hardaway enters the game for K. O'Quinn,,29,33
126,2,9:08.0,E. Freedom enters the game for L. Thomas,,29,33
127,2,8:55.0,,M. Morris misses 2-pt jump shot from 19 ft,29,33
128,2,8:53.0,Defensive rebound by D. Dotson,,29,33
129,2,8:46.0,K. Porziņģis makes 2-pt jump shot from 18 ft (assist by F. Ntilikina),,31,33
130,2,8:29.0,,Shooting foul by D. Dotson (drawn by A. Nader),31,33
131,2,8:29.0,,A. Nader makes free throw 1 of 3,31,34
132,2,8:29.0,,A. Nader misses free throw 2 of 3,31,34
133,2,8:29.0,,Offensive rebound by Team,31,34
134,2,8:29.0,,S. Ojeleye enters the game for M. Morris,31,34
135,2,8:29.0,,A. Nader makes free throw 3 of 3,31,35
136,2,8:18.0,T. Hardaway misses 2-pt jump shot from 16 ft,,31,35
137,2,8:15.0,,Defensive rebound by T. Rozier,31,35
138,2,7:53.0,,T. Rozier misses 2-pt jump shot from 14 ft,31,35
139,2,7:50.0,Defensive rebound by E. Freedom,,31,35
140,2,7:37.0,,A. Baynes enters the game for D. Theis,31,35
141,2,7:29.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,31,35
142,2,7:26.0,,Defensive rebound by T. Rozier,31,35
143,2,7:20.0,,J. Brown makes 2-pt dunk at rim,31,37
144,2,7:19.0,New York full timeout,,31,37
145,2,7:19.0,,J. Tatum enters the game for T. Rozier,31,37
146,2,7:19.0,,A. Horford enters the game for S. Ojeleye,31,37
147,2,7:19.0,J. Jack enters the game for F. Ntilikina,,31,37
148,2,7:14.0,Personal foul by A. Nader (drawn by T. Hardaway),,31,37
149,2,7:06.0,K. Porziņģis makes 2-pt layup from 2 ft (assist by J. Jack),,33,37
150,2,6:49.0,,A. Horford misses 3-pt jump shot from 25 ft,33,37
151,2,6:47.0,Defensive rebound by J. Jack,,33,37
152,2,6:30.0,D. Dotson misses 2-pt jump shot from 21 ft,,33,37
153,2,6:27.0,,Defensive rebound by A. Horford,33,37
154,2,6:12.0,,A. Horford makes 2-pt layup from 1 ft (assist by J. Brown),33,39
155,2,5:56.0,Turnover by E. Freedom (traveling),,33,39
156,2,5:56.0,C. Lee enters the game for D. Dotson,,33,39
157,2,5:44.0,,J. Brown misses 2-pt jump shot from 15 ft,33,39
158,2,5:42.0,Defensive rebound by K. Porziņģis,,33,39
159,2,5:33.0,T. Hardaway misses 3-pt jump shot from 27 ft,,33,39
160,2,5:30.0,,Defensive rebound by A. Horford,33,39
161,2,5:16.0,,J. Tatum misses 2-pt jump shot from 17 ft,33,39
162,2,5:16.0,Defensive rebound by E. Freedom,,33,39
163,2,5:08.0,Shooting foul by A. Baynes (drawn by T. Hardaway),,33,39
164,2,5:08.0,T. Hardaway makes free throw 1 of 2,,34,39
165,2,5:08.0,,T. Rozier enters the game for J. Brown,34,39
166,2,5:08.0,,M. Morris enters the game for A. Baynes,34,39
167,2,5:08.0,T. Hardaway makes free throw 2 of 2,,35,39
168,2,4:49.0,,A. Horford misses 2-pt jump shot from 7 ft,35,39
169,2,4:46.0,Defensive rebound by E. Freedom,,35,39
170,2,4:31.0,T. Hardaway misses 2-pt jump shot from 6 ft,,35,39
171,2,4:29.0,,Defensive rebound by T. Rozier,35,39
172,2,4:25.0,,Shooting foul by E. Freedom (drawn by M. Morris),35,39
173,2,4:25.0,,M. Morris misses free throw 1 of 2,35,39
174,2,4:25.0,,Offensive rebound by Team,35,39
175,2,4:25.0,,M. Morris misses free throw 2 of 2,35,39
176,2,4:23.0,Defensive rebound by E. Freedom,,35,39
177,2,4:08.0,E. Freedom makes 2-pt hook shot from 7 ft,,37,39
178,2,3:56.0,,M. Morris makes 2-pt layup from 1 ft (assist by A. Horford),37,41
179,2,3:56.0,,Shooting foul by K. Porziņģis (drawn by M. Morris),37,41
180,2,3:56.0,,M. Morris makes free throw 1 of 1,37,42
181,2,3:41.0,K. Porziņģis misses 2-pt jump shot from 15 ft,,37,42
182,2,3:38.0,,Defensive rebound by M. Morris,37,42
183,2,3:27.0,,J. Tatum makes 2-pt jump shot from 17 ft (assist by M. Morris),37,44
184,2,3:11.0,J. Jack makes 2-pt jump shot from 17 ft,,39,44
185,2,3:02.0,,Personal foul by E. Freedom (drawn by A. Horford),39,44
186,2,3:02.0,,A. Horford misses free throw 1 of 2,39,44
187,2,3:02.0,,Offensive rebound by Team,39,44
188,2,3:02.0,,S. Ojeleye enters the game for T. Rozier,39,44
189,2,3:02.0,,A. Horford makes free throw 2 of 2,39,45
190,2,2:54.0,Personal foul by A. Horford (drawn by E. Freedom),,39,45
191,2,2:54.0,,Boston full timeout,39,45
192,2,2:54.0,,T. Rozier enters the game for A. Nader,39,45
193,2,2:54.0,,J. Brown enters the game for S. Ojeleye,39,45
194,2,2:48.0,K. Porziņģis makes 2-pt jump shot from 17 ft (assist by J. Jack),,41,45
195,2,2:27.0,,J. Tatum misses 2-pt jump shot from 18 ft,41,45
196,2,2:25.0,Defensive rebound by E. Freedom,,41,45
197,2,2:18.0,E. Freedom makes 2-pt layup from 1 ft (assist by J. Jack),,43,45
198,2,1:57.0,,A. Horford makes 2-pt layup from 3 ft,43,47
199,2,1:44.0,C. Lee misses 2-pt jump shot from 21 ft,,43,47
200,2,1:43.0,,Defensive rebound by Team,43,47
201,2,1:29.0,,Shooting foul by C. Lee (drawn by M. Morris),43,47
202,2,1:29.0,,M. Morris makes free throw 1 of 2,43,48
203,2,1:29.0,,M. Morris makes free throw 2 of 2,43,49
204,2,1:13.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,43,49
205,2,1:12.0,,Defensive rebound by T. Rozier,43,49
206,2,1:08.0,,Shooting foul by T. Hardaway (drawn by J. Brown),43,49
207,2,1:08.0,,J. Brown misses free throw 1 of 2,43,49
208,2,1:08.0,,Offensive rebound by Team,43,49
209,2,1:08.0,,J. Brown makes free throw 2 of 2,43,50
210,2,0:49.0,Turnover by E. Freedom (lost ball; steal by T. Rozier),,43,50
211,2,0:44.0,,J. Tatum misses 3-pt jump shot from 24 ft,43,50
212,2,0:42.0,Defensive rebound by E. Freedom,,43,50
213,2,0:37.0,T. Hardaway makes 2-pt layup from 1 ft,,45,50
214,2,0:29.0,,T. Rozier misses 3-pt jump shot from 26 ft,45,50
215,2,0:27.0,Defensive rebound by E. Freedom,,45,50
216,2,0:25.0,Turnover by E. Freedom (bad pass),,45,50
217,2,0:04.0,,T. Rozier misses 2-pt layup from 1 ft (block by K. Porziņģis),45,50
218,2,0:02.0,,Offensive rebound by A. Horford,45,50
219,2,0:00.0,,T. Rozier misses 3-pt jump shot from 24 ft,45,50
220,2,0:00.0,,Offensive rebound by Team,45,50
221,3,11:43.0,,J. Tatum makes 2-pt dunk at rim (assist by T. Rozier),45,52
222,3,11:30.0,T. Hardaway misses 2-pt layup at rim,,45,52
223,3,11:29.0,,Defensive rebound by A. Horford,45,52
224,3,11:15.0,,A. Baynes misses 2-pt layup from 1 ft,45,52
225,3,11:14.0,,Offensive rebound by T. Rozier,45,52
226,3,11:13.0,,T. Rozier makes 2-pt layup at rim,45,54
227,3,10:58.0,E. Freedom misses 2-pt jump shot from 1 ft,,45,54
228,3,10:58.0,Offensive rebound by E. Freedom,,45,54
229,3,10:57.0,E. Freedom makes 2-pt layup from 1 ft,,47,54
230,3,10:57.0,Shooting foul by A. Baynes (drawn by E. Freedom),,47,54
231,3,10:57.0,E. Freedom makes free throw 1 of 1,,48,54
232,3,10:39.0,,T. Rozier misses 2-pt jump shot from 17 ft,48,54
233,3,10:37.0,Defensive rebound by K. Porziņģis,,48,54
234,3,10:35.0,Turnover by K. Porziņģis (bad pass; steal by T. Rozier),,48,54
235,3,10:32.0,,A. Baynes makes 2-pt jump shot from 1 ft (assist by T. Rozier),48,56
236,3,10:18.0,Shooting foul by A. Horford (drawn by C. Lee),,48,56
237,3,10:18.0,C. Lee makes free throw 1 of 2,,49,56
238,3,10:18.0,C. Lee makes free throw 2 of 2,,50,56
239,3,10:00.0,,J. Tatum misses 3-pt jump shot from 26 ft,50,56
240,3,9:58.0,Defensive rebound by T. Hardaway,,50,56
241,3,9:51.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,50,56
242,3,9:49.0,Offensive rebound by E. Freedom,,50,56
243,3,9:48.0,E. Freedom makes 2-pt layup at rim,,52,56
244,3,9:30.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by T. Rozier),52,59
245,3,9:17.0,C. Lee misses 2-pt jump shot from 9 ft,,52,59
246,3,9:15.0,,Defensive rebound by Team,52,59
247,3,8:52.0,,J. Brown misses 2-pt layup from 4 ft (block by K. Porziņģis),52,59
248,3,8:49.0,Defensive rebound by E. Freedom,,52,59
249,3,8:48.0,Offensive rebound by Team,,52,59
250,3,8:48.0,T. Hardaway misses 2-pt jump shot from 19 ft,,52,59
251,3,8:47.0,Loose ball foul by E. Freedom (drawn by A. Baynes),,52,59
252,3,8:47.0,Turnover by E. Freedom (turnover),,52,59
253,3,8:29.0,,A. Horford makes 2-pt layup from 2 ft (assist by J. Tatum),52,61
254,3,8:15.0,K. Porziņģis makes 2-pt jump shot from 9 ft (assist by C. Lee),,54,61
255,3,8:15.0,Shooting foul by T. Rozier (drawn by K. Porziņģis),,54,61
256,3,8:15.0,K. Porziņģis misses free throw 1 of 1,,54,61
257,3,8:12.0,,Defensive rebound by A. Horford,54,61
258,3,7:59.0,,A. Baynes misses 2-pt hook shot from 8 ft,54,61
259,3,7:59.0,Defensive rebound by J. Jack,,54,61
260,3,7:45.0,J. Jack misses 2-pt layup from 1 ft,,54,61
261,3,7:44.0,Offensive rebound by E. Freedom,,54,61
262,3,7:43.0,E. Freedom makes 2-pt layup at rim,,56,61
263,3,7:29.0,,A. Horford makes 2-pt layup from 3 ft (assist by J. Brown),56,63
264,3,7:17.0,J. Jack misses 2-pt jump shot from 8 ft,,56,63
265,3,7:17.0,,Defensive rebound by T. Rozier,56,63
266,3,7:09.0,,J. Tatum makes 2-pt jump shot from 13 ft (assist by T. Rozier),56,65
267,3,6:50.0,Personal foul by A. Horford (drawn by C. Lee),,56,65
268,3,6:50.0,,Boston full timeout,56,65
269,3,6:43.0,J. Jack misses 2-pt jump shot from 20 ft,,56,65
270,3,6:40.0,,Defensive rebound by J. Tatum,56,65
271,3,6:20.0,,Turnover by T. Rozier (bad pass; steal by C. Lee),56,65
272,3,6:16.0,K. Porziņģis misses 2-pt layup from 1 ft (block by T. Rozier),,56,65
273,3,6:16.0,,Defensive rebound by Team,56,65
274,3,6:00.0,,A. Horford misses 3-pt jump shot from 26 ft,56,65
275,3,5:58.0,Defensive rebound by E. Freedom,,56,65
276,3,5:47.0,K. Porziņģis misses 2-pt jump shot from 17 ft,,56,65
277,3,5:45.0,,Defensive rebound by T. Rozier,56,65
278,3,5:37.0,,T. Rozier makes 2-pt jump shot from 16 ft,56,67
279,3,5:19.0,Shooting foul by A. Horford (drawn by K. Porziņģis),,56,67
280,3,5:19.0,K. Porziņģis misses free throw 1 of 2,,56,67
281,3,5:19.0,Offensive rebound by Team,,56,67
282,3,5:19.0,,S. Ojeleye enters the game for J. Tatum,56,67
283,3,5:19.0,,A. Nader enters the game for T. Rozier,56,67
284,3,5:19.0,,M. Morris enters the game for A. Horford,56,67
285,3,5:19.0,M. Beasley enters the game for E. Freedom,,56,67
286,3,5:19.0,T. Burke enters the game for J. Jack,,56,67
287,3,5:19.0,K. Porziņģis makes free throw 2 of 2,,57,67
288,3,5:08.0,,J. Brown misses 3-pt jump shot from 25 ft,57,67
289,3,5:05.0,Defensive rebound by M. Beasley,,57,67
290,3,4:57.0,M. Beasley misses 2-pt layup from 2 ft,,57,67
291,3,4:55.0,,Defensive rebound by J. Brown,57,67
292,3,4:43.0,,J. Brown misses 2-pt layup from 2 ft (block by K. Porziņģis),57,67
293,3,4:41.0,Defensive rebound by T. Burke,,57,67
294,3,4:37.0,T. Burke misses 2-pt jump shot from 8 ft,,57,67
295,3,4:37.0,,Defensive rebound by A. Baynes,57,67
296,3,4:31.0,,Shooting foul by C. Lee (drawn by M. Morris),57,67
297,3,4:31.0,,M. Morris makes free throw 1 of 2,57,68
298,3,4:31.0,,M. Morris makes free throw 2 of 2,57,69
299,3,4:15.0,Shooting foul by A. Baynes (drawn by T. Burke),,57,69
300,3,4:15.0,T. Burke misses free throw 1 of 3,,57,69
301,3,4:15.0,Offensive rebound by Team,,57,69
302,3,4:15.0,T. Burke misses free throw 2 of 3,,57,69
303,3,4:15.0,Offensive rebound by Team,,57,69
304,3,4:15.0,,D. Theis enters the game for A. Baynes,57,69
305,3,4:15.0,D. McDermott enters the game for T. Hardaway,,57,69
306,3,4:15.0,T. Burke makes free throw 3 of 3,,58,69
307,3,4:05.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Brown),58,72
308,3,3:53.0,M. Beasley misses 2-pt layup from 2 ft,,58,72
309,3,3:51.0,,Defensive rebound by M. Morris,58,72
310,3,3:48.0,,Turnover by M. Morris (bad pass),58,72
311,3,3:37.0,C. Lee makes 2-pt jump shot from 4 ft (assist by K. Porziņģis),,60,72
312,3,3:21.0,,Personal foul by K. Porziņģis (drawn by D. Theis),60,72
313,3,3:06.0,,J. Brown makes 2-pt layup from 2 ft,60,74
314,3,2:51.0,M. Beasley misses 2-pt jump shot from 20 ft,,60,74
315,3,2:49.0,,Defensive rebound by J. Brown,60,74
316,3,2:37.0,,M. Morris makes 2-pt jump shot from 17 ft,60,76
317,3,2:37.0,New York full timeout,,60,76
318,3,2:37.0,K. O'Quinn enters the game for K. Porziņģis,,60,76
319,3,2:24.0,M. Beasley makes 2-pt layup from 1 ft (assist by K. O'Quinn),,62,76
320,3,2:04.0,,Turnover by M. Morris (out of bounds lost ball),62,76
321,3,1:42.0,M. Beasley makes 2-pt layup from 1 ft,,64,76
322,3,1:31.0,,Offensive foul by D. Theis (drawn by M. Beasley),64,76
323,3,1:31.0,,Turnover by D. Theis (offensive foul),64,76
324,3,1:31.0,,T. Rozier enters the game for J. Brown,64,76
325,3,1:31.0,,J. Tatum enters the game for A. Nader,64,76
326,3,1:20.0,T. Burke misses 3-pt jump shot from 24 ft,,64,76
327,3,1:15.0,Offensive rebound by D. McDermott,,64,76
328,3,1:15.0,C. Lee misses 2-pt layup at rim,,64,76
329,3,1:15.0,,Defensive rebound by Team,64,76
330,3,1:15.0,Loose ball foul by K. O'Quinn (drawn by D. Theis),,64,76
331,3,1:02.0,,D. Theis misses 2-pt layup from 1 ft,64,76
332,3,1:01.0,,Offensive rebound by D. Theis,64,76
333,3,1:00.0,,D. Theis makes 2-pt layup at rim,64,78
334,3,0:44.0,Turnover by M. Beasley (lost ball; steal by M. Morris),,64,78
335,3,0:42.0,,M. Morris makes 2-pt dunk from 1 ft,64,80
336,3,0:41.0,Away from play foul by S. Ojeleye (drawn by T. Burke),,64,80
337,3,0:41.0,C. Lee makes free throw 1 of 1,,65,80
338,3,0:41.0,,Boston full timeout,65,80
339,3,0:41.0,,A. Nader enters the game for M. Morris,65,80
340,3,0:21.0,D. McDermott misses 2-pt layup at rim,,65,80
341,3,0:21.0,,Defensive rebound by Team,65,80
342,3,0:21.0,Loose ball foul by D. McDermott (drawn by T. Rozier),,65,80
343,3,0:21.0,,T. Rozier misses free throw 1 of 2,65,80
344,3,0:21.0,,Offensive rebound by Team,65,80
345,3,0:21.0,,T. Rozier makes free throw 2 of 2,65,81
346,3,0:01.0,M. Beasley misses 2-pt jump shot from 18 ft,,65,81
347,3,0:01.0,,Defensive rebound by S. Ojeleye,65,81
348,4,11:45.0,M. Beasley makes 2-pt layup from 4 ft (assist by K. Porziņģis),,67,81
349,4,11:28.0,,A. Nader makes 3-pt jump shot from 28 ft (assist by T. Rozier),67,84
350,4,11:12.0,Turnover by M. Beasley (bad pass),,67,84
351,4,10:56.0,,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by A. Nader),67,87
352,4,10:30.0,M. Beasley misses 2-pt jump shot from 16 ft,,67,87
353,4,10:26.0,,Defensive rebound by D. Theis,67,87
354,4,10:19.0,,D. Theis makes 2-pt jump shot from 20 ft (assist by T. Rozier),67,89
355,4,10:03.0,T. Hardaway misses 3-pt jump shot from 25 ft,,67,89
356,4,10:00.0,,Defensive rebound by T. Rozier,67,89
357,4,9:43.0,,J. Tatum makes 2-pt jump shot from 22 ft,67,91
358,4,9:41.0,New York full timeout,,67,91
359,4,9:41.0,E. Freedom enters the game for M. Beasley,,67,91
360,4,9:41.0,L. Thomas enters the game for D. McDermott,,67,91
361,4,9:33.0,,Violation by S. Ojeleye (kicked ball),67,91
362,4,9:17.0,L. Thomas misses 3-pt jump shot from 23 ft,,67,91
363,4,9:15.0,Offensive rebound by K. Porziņģis,,67,91
364,4,9:10.0,T. Hardaway misses 2-pt layup from 6 ft (block by D. Theis),,67,91
365,4,9:10.0,,Defensive rebound by J. Tatum,67,91
366,4,9:04.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,67,91
367,4,9:01.0,Defensive rebound by K. Porziņģis,,67,91
368,4,8:53.0,Personal foul by D. Theis (drawn by E. Freedom),,67,91
369,4,8:49.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,67,91
370,4,8:44.0,,Defensive rebound by D. Theis,67,91
371,4,8:29.0,,J. Tatum makes 3-pt jump shot from 22 ft (assist by T. Rozier),67,94
372,4,8:12.0,T. Hardaway misses 3-pt jump shot from 24 ft,,67,94
373,4,8:09.0,,Defensive rebound by D. Theis,67,94
374,4,7:52.0,,D. Theis makes 2-pt dunk at rim (assist by T. Rozier),67,96
375,4,7:41.0,F. Ntilikina misses 2-pt jump shot from 8 ft (block by T. Rozier),,67,96
376,4,7:40.0,,Defensive rebound by T. Rozier,67,96
377,4,7:37.0,,Shooting foul by T. Hardaway (drawn by T. Rozier),67,96
378,4,7:37.0,,T. Rozier misses free throw 1 of 2,67,96
379,4,7:37.0,,Offensive rebound by Team,67,96
380,4,7:37.0,W. Hernangómez enters the game for T. Hardaway,,67,96
381,4,7:37.0,D. Dotson enters the game for E. Freedom,,67,96
382,4,7:37.0,,T. Rozier makes free throw 2 of 2,67,97
383,4,7:17.0,L. Thomas misses 2-pt layup from 6 ft,,67,97
384,4,7:14.0,,Defensive rebound by D. Theis,67,97
385,4,7:03.0,,J. Tatum misses 2-pt jump shot from 17 ft,67,97
386,4,7:01.0,Defensive rebound by D. Dotson,,67,97
387,4,6:48.0,,Violation by D. Theis (kicked ball),67,97
