,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHICAGO_ACTION,SACRAMENTO_SCORE,CHICAGO_SCORE
169,2,3:22.0,V. Carter makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,53,57
170,2,3:20.0,,Chicago full timeout,53,57
171,2,3:20.0,,R. Lopez enters the game for C. Felício,53,57
172,2,2:56.0,,L. Markkanen misses 2-pt jump shot from 11 ft,53,57
173,2,2:54.0,Defensive rebound by B. Bogdanović,,53,57
174,2,2:40.0,Z. Randolph makes 2-pt layup from 2 ft (assist by D. Fox),,55,57
175,2,2:25.0,,Personal foul by G. Temple (drawn by J. Holiday),55,57
176,2,2:16.0,,L. Markkanen misses 2-pt jump shot from 13 ft (block by Z. Randolph),55,57
177,2,2:12.0,,Offensive rebound by D. Valentine,55,57
178,2,2:11.0,,R. Lopez misses 2-pt layup from 4 ft (block by D. Fox),55,57
179,2,2:11.0,,Offensive rebound by Team,55,57
180,2,2:11.0,,Turnover by Team (shot clock),55,57
181,2,2:00.0,Turnover by D. Fox (lost ball; steal by K. Dunn),,55,57
182,2,1:58.0,Offensive rebound by V. Carter,,55,57
183,2,1:58.0,,K. Dunn makes 2-pt layup from 2 ft (assist by R. Lopez),55,59
184,2,1:58.0,,Shooting foul by V. Carter (drawn by K. Dunn),55,59
185,2,1:58.0,,K. Dunn makes free throw 1 of 1,55,60
186,2,1:43.0,Turnover by B. Bogdanović (bad pass; steal by K. Dunn),,55,60
187,2,1:38.0,,K. Dunn misses 2-pt layup from 1 ft (block by D. Fox),55,60
188,2,1:35.0,Defensive rebound by Z. Randolph,,55,60
189,2,1:27.0,G. Temple makes 2-pt layup from 2 ft (assist by Z. Randolph),,57,60
190,2,1:12.0,,R. Lopez misses 2-pt jump shot from 8 ft,57,60
191,2,1:09.0,Defensive rebound by Z. Randolph,,57,60
192,2,0:58.0,G. Temple misses 3-pt jump shot from 23 ft,,57,60
193,2,0:57.0,Offensive rebound by Team,,57,60
194,2,0:57.0,Personal foul by L. Markkanen (drawn by Z. Randolph),,57,60
195,2,0:44.0,Z. Randolph makes 2-pt hook shot from 7 ft,,59,60
196,2,0:35.0,,L. Markkanen misses 3-pt jump shot from 25 ft,59,60
197,2,0:32.0,Defensive rebound by D. Fox,,59,60
198,2,0:29.0,V. Carter misses 2-pt jump shot from 22 ft,,59,60
199,2,0:25.0,,Defensive rebound by D. Valentine,59,60
200,2,0:02.0,,Turnover by K. Dunn (lost ball; steal by G. Temple),59,60
201,2,0:00.0,B. Bogdanović makes 2-pt layup from 2 ft,,61,60
202,2,0:00.0,,Violation by J. Holiday (def goaltending),61,60
203,2,0:00.0,Shooting foul by D. Valentine (drawn by B. Bogdanović),,61,60
204,2,0:00.0,B. Bogdanović misses free throw 1 of 1,,61,60
205,2,0:00.0,,Defensive rebound by L. Markkanen,61,60
206,3,11:45.0,,K. Dunn misses 2-pt jump shot from 5 ft,61,60
207,3,11:43.0,,Offensive rebound by R. Lopez,61,60
208,3,11:43.0,,R. Lopez misses 2-pt layup at rim,61,60
209,3,11:43.0,,Offensive rebound by R. Lopez,61,60
210,3,11:43.0,,R. Lopez misses 2-pt layup at rim,61,60
211,3,11:43.0,,Offensive rebound by Team,61,60
212,3,11:43.0,,Personal foul by D. Fox (drawn by R. Lopez),61,60
213,3,11:26.0,,J. Holiday misses 3-pt jump shot from 22 ft,61,60
214,3,11:23.0,Defensive rebound by S. Labissière,,61,60
215,3,11:05.0,Z. Randolph misses 3-pt jump shot from 25 ft,,61,60
216,3,11:01.0,Offensive rebound by D. Fox,,61,60
217,3,10:59.0,S. Labissière makes 2-pt dunk at rim (assist by D. Fox),,63,60
218,3,10:43.0,,R. Lopez makes 2-pt layup at rim (assist by D. Valentine),63,62
219,3,10:27.0,Turnover by G. Temple (out of bounds lost ball),,63,62
220,3,10:10.0,,D. Valentine misses 3-pt jump shot from 24 ft,63,62
221,3,10:08.0,Defensive rebound by G. Temple,,63,62
222,3,9:58.0,S. Labissière misses 2-pt layup from 3 ft (block by J. Holiday),,63,62
223,3,9:55.0,,Defensive rebound by K. Dunn,63,62
224,3,9:49.0,,R. Lopez misses 2-pt jump shot from 20 ft,63,62
225,3,9:47.0,Defensive rebound by S. Labissière,,63,62
226,3,9:32.0,G. Temple makes 2-pt jump shot from 19 ft,,65,62
227,3,9:13.0,,L. Markkanen makes 2-pt jump shot from 3 ft (assist by J. Holiday),65,64
228,3,8:47.0,G. Hill misses 2-pt layup from 4 ft,,65,64
229,3,8:44.0,,Defensive rebound by R. Lopez,65,64
230,3,8:35.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by K. Dunn),65,66
231,3,8:19.0,Personal foul by D. Valentine (drawn by G. Hill),,65,66
232,3,8:09.0,S. Labissière makes 2-pt hook shot from 3 ft (assist by G. Hill),,67,66
233,3,7:58.0,,K. Dunn misses 3-pt jump shot from 25 ft,67,66
234,3,7:55.0,Defensive rebound by S. Labissière,,67,66
235,3,7:53.0,G. Hill makes 2-pt layup from 1 ft (assist by S. Labissière),,69,66
236,3,7:53.0,Shooting foul by L. Markkanen (drawn by G. Hill),,69,66
237,3,7:53.0,G. Hill makes free throw 1 of 1,,70,66
238,3,7:43.0,,L. Markkanen misses 3-pt jump shot from 25 ft,70,66
239,3,7:40.0,Defensive rebound by D. Fox,,70,66
240,3,7:32.0,Def 3 sec tech foul by R. Lopez,,70,66
241,3,7:32.0,G. Temple makes technical free throw,,71,66
242,3,7:17.0,G. Hill makes 2-pt layup from 7 ft,,73,66
243,3,7:16.0,,Chicago full timeout,73,66
244,3,7:16.0,,D. Nwaba enters the game for D. Valentine,73,66
245,3,7:08.0,,Shooting foul by D. Fox (drawn by L. Markkanen),73,66
246,3,7:08.0,,L. Markkanen makes free throw 1 of 2,73,67
247,3,7:08.0,,L. Markkanen makes free throw 2 of 2,73,68
248,3,6:43.0,Z. Randolph misses 3-pt jump shot from 24 ft,,73,68
249,3,6:41.0,Offensive rebound by G. Temple,,73,68
250,3,6:23.0,G. Hill misses 3-pt jump shot from 24 ft,,73,68
251,3,6:23.0,,Defensive rebound by K. Dunn,73,68
252,3,6:13.0,,Turnover by D. Nwaba (step out of bounds),73,68
253,3,5:53.0,Z. Randolph makes 2-pt layup from 1 ft (assist by G. Temple),,75,68
254,3,5:34.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by R. Lopez),75,71
255,3,5:15.0,Personal foul by L. Markkanen (drawn by S. Labissière),,75,71
256,3,5:15.0,,P. Zipser enters the game for L. Markkanen,75,71
257,3,5:15.0,B. Bogdanović enters the game for G. Temple,,75,71
258,3,5:06.0,Z. Randolph makes 2-pt jump shot from 4 ft,,77,71
259,3,4:51.0,,D. Nwaba misses 3-pt jump shot from 22 ft,77,71
260,3,4:46.0,Defensive rebound by G. Hill,,77,71
261,3,4:44.0,D. Fox misses 2-pt jump shot from 19 ft,,77,71
262,3,4:44.0,,Defensive rebound by D. Nwaba,77,71
263,3,4:20.0,,P. Zipser misses 3-pt jump shot from 26 ft,77,71
264,3,4:17.0,,Offensive rebound by Team,77,71
265,3,4:17.0,,J. Grant enters the game for K. Dunn,77,71
266,3,4:17.0,W. Cauley-Stein enters the game for S. Labissière,,77,71
267,3,4:00.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by P. Zipser),77,74
268,3,3:39.0,B. Bogdanović misses 2-pt jump shot from 13 ft,,77,74
269,3,3:36.0,,Defensive rebound by D. Nwaba,77,74
270,3,3:19.0,,D. Nwaba makes 2-pt layup from 1 ft,77,76
271,3,3:01.0,G. Hill misses 3-pt jump shot from 24 ft,,77,76
272,3,2:58.0,,Defensive rebound by P. Zipser,77,76
273,3,2:45.0,,J. Holiday misses 2-pt layup from 1 ft (block by W. Cauley-Stein),77,76
274,3,2:41.0,Defensive rebound by Z. Randolph,,77,76
275,3,2:35.0,Sacramento full timeout,,77,76
276,3,2:35.0,,C. Felício enters the game for R. Lopez,77,76
277,3,2:35.0,K. Koufos enters the game for Z. Randolph,,77,76
278,3,2:26.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by B. Bogdanović),,79,76
279,3,2:11.0,,P. Zipser makes 3-pt jump shot from 26 ft (assist by D. Nwaba),79,79
280,3,1:51.0,Turnover by W. Cauley-Stein (bad pass),,79,79
281,3,1:51.0,F. Mason enters the game for D. Fox,,79,79
282,3,1:34.0,,J. Grant misses 2-pt jump shot from 19 ft,79,79
283,3,1:30.0,,Offensive rebound by Team,79,79
284,3,1:30.0,G. Temple enters the game for G. Hill,,79,79
285,3,1:27.0,,J. Holiday misses 2-pt jump shot from 16 ft (block by G. Temple),79,79
286,3,1:23.0,Defensive rebound by K. Koufos,,79,79
287,3,1:17.0,Turnover by F. Mason (bad pass; steal by J. Grant),,79,79
288,3,1:11.0,,C. Felício makes 2-pt dunk at rim (assist by D. Nwaba),79,81
289,3,0:58.0,Personal foul by P. Zipser (drawn by K. Koufos),,79,81
290,3,0:45.0,F. Mason misses 2-pt jump shot from 16 ft,,79,81
291,3,0:45.0,,Defensive rebound by J. Holiday,79,81
292,3,0:38.0,,Personal foul by F. Mason (drawn by J. Grant),79,81
293,3,0:25.0,,P. Zipser misses 2-pt jump shot from 6 ft,79,81
294,3,0:22.0,,Offensive rebound by P. Zipser,79,81
295,3,0:21.0,,P. Zipser misses 2-pt layup from 2 ft (block by W. Cauley-Stein),79,81
296,3,0:17.0,Defensive rebound by K. Koufos,,79,81
297,3,0:02.0,G. Temple makes 3-pt jump shot from 25 ft (assist by F. Mason),,82,81
298,3,0:00.0,,J. Grant misses 3-pt jump shot from 47 ft,82,81
299,3,0:00.0,,Offensive rebound by Team,82,81
300,4,11:43.0,F. Mason misses 3-pt jump shot from 26 ft,,82,81
301,4,11:39.0,,Defensive rebound by D. Nwaba,82,81
302,4,11:24.0,,P. Zipser misses 3-pt jump shot from 22 ft,82,81
303,4,11:21.0,Defensive rebound by F. Mason,,82,81
304,4,11:08.0,B. Bogdanović makes 2-pt jump shot from 13 ft,,84,81
305,4,10:51.0,,C. Felício makes 2-pt layup from 1 ft (assist by J. Grant),84,83
306,4,10:35.0,K. Koufos misses 2-pt jump shot from 3 ft (block by P. Zipser),,84,83
307,4,10:35.0,Offensive rebound by Team,,84,83
308,4,10:24.0,B. Bogdanović misses 2-pt layup from 1 ft,,84,83
309,4,10:20.0,,Defensive rebound by C. Felício,84,83
310,4,10:06.0,,P. Zipser makes 2-pt jump shot from 9 ft,84,85
311,4,9:52.0,F. Mason makes 3-pt jump shot from 24 ft,,87,85
312,4,9:37.0,,J. Grant makes 3-pt jump shot from 25 ft,87,88
313,4,9:23.0,G. Temple makes 3-pt jump shot from 24 ft (assist by F. Mason),,90,88
314,4,8:57.0,,J. Grant misses 3-pt jump shot from 25 ft,90,88
315,4,8:57.0,Defensive rebound by K. Koufos,,90,88
316,4,8:42.0,W. Cauley-Stein misses 2-pt jump shot from 2 ft,,90,88
317,4,8:39.0,,Defensive rebound by D. Valentine,90,88
318,4,8:32.0,,P. Zipser misses 3-pt jump shot from 23 ft,90,88
319,4,8:29.0,,Offensive rebound by D. Nwaba,90,88
320,4,8:27.0,,D. Nwaba makes 2-pt jump shot from 7 ft,90,90
321,4,8:08.0,K. Koufos makes 2-pt dunk from 1 ft (assist by W. Cauley-Stein),,92,90
322,4,7:53.0,,P. Zipser misses 3-pt jump shot from 25 ft,92,90
323,4,7:53.0,Defensive rebound by G. Temple,,92,90
324,4,7:51.0,Personal foul by D. Nwaba (drawn by G. Temple),,92,90
325,4,7:51.0,,L. Markkanen enters the game for C. Felício,92,90
326,4,7:51.0,V. Carter enters the game for F. Mason,,92,90
327,4,7:51.0,G. Hill enters the game for K. Koufos,,92,90
328,4,7:37.0,Turnover by B. Bogdanović (bad pass; steal by L. Markkanen),,92,90
329,4,7:25.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by J. Grant),92,93
330,4,7:00.0,V. Carter misses 3-pt jump shot from 27 ft,,92,93
331,4,7:00.0,,Defensive rebound by D. Nwaba,92,93
332,4,6:34.0,,D. Valentine misses 3-pt jump shot from 24 ft,92,93
333,4,6:32.0,Defensive rebound by G. Temple,,92,93
334,4,6:21.0,,Chicago full timeout,92,93
335,4,6:21.0,,J. Holiday enters the game for D. Nwaba,92,93
336,4,6:21.0,,K. Dunn enters the game for D. Valentine,92,93
337,4,6:20.0,V. Carter makes 2-pt jump shot from 4 ft (assist by B. Bogdanović),,94,93
338,4,6:11.0,,J. Holiday misses 3-pt jump shot from 26 ft,94,93
339,4,6:06.0,Defensive rebound by G. Temple,,94,93
340,4,5:46.0,W. Cauley-Stein misses 2-pt jump shot from 4 ft,,94,93
341,4,5:43.0,,Defensive rebound by L. Markkanen,94,93
342,4,5:28.0,,Personal foul by G. Hill (drawn by L. Markkanen),94,93
343,4,5:28.0,,R. Lopez enters the game for P. Zipser,94,93
344,4,5:28.0,Z. Randolph enters the game for W. Cauley-Stein,,94,93
345,4,5:20.0,,R. Lopez makes 2-pt jump shot from 6 ft (assist by J. Grant),94,95
346,4,4:59.0,Z. Randolph makes 2-pt jump shot from 3 ft,,96,95
347,4,4:32.0,,R. Lopez misses 2-pt hook shot from 8 ft,96,95
348,4,4:32.0,Defensive rebound by V. Carter,,96,95
349,4,4:22.0,Shooting foul by J. Grant (drawn by B. Bogdanović),,96,95
350,4,4:22.0,B. Bogdanović makes free throw 1 of 2,,97,95
351,4,4:22.0,B. Bogdanović makes free throw 2 of 2,,98,95
352,4,4:12.0,,L. Markkanen makes 2-pt jump shot from 3 ft (assist by J. Grant),98,97
353,4,3:51.0,Z. Randolph misses 2-pt layup from 1 ft,,98,97
354,4,3:51.0,,Defensive rebound by Team,98,97
355,4,3:38.0,,J. Holiday misses 3-pt jump shot from 24 ft,98,97
356,4,3:34.0,Defensive rebound by Z. Randolph,,98,97
357,4,3:22.0,Sacramento full timeout,,98,97
358,4,3:22.0,D. Fox enters the game for G. Hill,,98,97
359,4,3:22.0,W. Cauley-Stein enters the game for V. Carter,,98,97
360,4,3:17.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,101,97
361,4,3:00.0,,J. Grant makes 2-pt jump shot from 21 ft,101,99
362,4,2:39.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,101,99
363,4,2:36.0,,Defensive rebound by J. Holiday,101,99
364,4,2:22.0,,L. Markkanen misses 2-pt layup from 3 ft,101,99
365,4,2:20.0,Defensive rebound by Z. Randolph,,101,99
366,4,2:05.0,B. Bogdanović misses 2-pt layup from 3 ft,,101,99
367,4,2:03.0,,Defensive rebound by J. Holiday,101,99
368,4,1:53.0,,J. Holiday misses 3-pt jump shot from 25 ft,101,99
369,4,1:50.0,Defensive rebound by Z. Randolph,,101,99
370,4,1:26.0,Z. Randolph misses 2-pt hook shot from 2 ft,,101,99
371,4,1:24.0,,Defensive rebound by L. Markkanen,101,99
