,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHARLOTTE_ACTION,NEW YORK_SCORE,CHARLOTTE_SCORE
0,1,11:43.0,,Turnover by D. Howard (lost ball; steal by E. Freedom),0,0
1,1,11:28.0,Shooting foul by D. Howard (drawn by E. Freedom),,0,0
2,1,11:28.0,E. Freedom misses free throw 1 of 2,,0,0
3,1,11:28.0,Offensive rebound by Team,,0,0
4,1,11:28.0,E. Freedom makes free throw 2 of 2,,1,0
5,1,11:18.0,,K. Walker misses 3-pt jump shot from 25 ft,1,0
6,1,11:15.0,Defensive rebound by E. Freedom,,1,0
7,1,11:06.0,C. Lee makes 2-pt jump shot from 16 ft,,3,0
8,1,10:53.0,,D. Howard misses 2-pt layup from 2 ft,3,0
9,1,10:50.0,Defensive rebound by E. Freedom,,3,0
10,1,10:46.0,Turnover by M. Beasley (lost ball; steal by K. Walker),,3,0
11,1,10:41.0,,K. Walker makes 2-pt layup at rim,3,2
12,1,10:20.0,M. Beasley misses 2-pt jump shot from 5 ft,,3,2
13,1,10:19.0,,Defensive rebound by M. Williams,3,2
14,1,10:12.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,3,2
15,1,10:09.0,Defensive rebound by M. Beasley,,3,2
16,1,10:02.0,E. Freedom makes 2-pt jump shot from 10 ft (assist by J. Jack),,5,2
17,1,9:40.0,,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by M. Beasley),5,2
18,1,9:40.0,Defensive rebound by Team,,5,2
19,1,9:30.0,C. Lee misses 2-pt jump shot from 17 ft,,5,2
20,1,9:25.0,,Defensive rebound by K. Walker,5,2
21,1,9:19.0,,N. Batum makes 2-pt jump shot from 16 ft (assist by K. Walker),5,4
22,1,8:59.0,M. Beasley makes 2-pt jump shot from 8 ft (assist by C. Lee),,7,4
23,1,8:46.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by D. Howard),7,7
24,1,8:29.0,J. Jack makes 2-pt jump shot from 9 ft,,9,7
25,1,8:17.0,,K. Walker misses 3-pt jump shot from 25 ft,9,7
26,1,8:09.0,Defensive rebound by L. Thomas,,9,7
