,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MINNESOTA_ACTION,MILWAUKEE_SCORE,MINNESOTA_SCORE
34,1,7:43.0,,Personal foul by K. Middleton (drawn by T. Gibson),8,11
35,1,7:43.0,S. Brown enters the game for K. Middleton,,8,11
36,1,7:27.0,,Turnover by A. Wiggins (lost ball; steal by S. Brown),8,11
37,1,7:22.0,S. Brown makes 2-pt dunk at rim (assist by G. Antetokounmpo),,10,11
38,1,7:22.0,Technical foul by S. Brown,,10,11
39,1,7:22.0,,J. Butler makes technical free throw,10,12
40,1,6:59.0,,J. Butler misses 2-pt jump shot from 15 ft,10,12
41,1,6:58.0,Defensive rebound by Team,,10,12
42,1,6:58.0,,Minnesota full timeout,10,12
43,1,6:44.0,G. Antetokounmpo makes 2-pt jump shot from 16 ft,,12,12
44,1,6:24.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Butler),12,15
45,1,5:58.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,14,15
46,1,5:35.0,,J. Butler misses 3-pt jump shot from 24 ft,14,15
47,1,5:31.0,Defensive rebound by G. Antetokounmpo,,14,15
48,1,5:22.0,Turnover by S. Brown (bad pass; steal by A. Wiggins),,14,15
49,1,5:07.0,,Turnover by J. Butler (bad pass),14,15
50,1,5:07.0,M. Dellavedova enters the game for M. Brogdon,,14,15
51,1,4:52.0,J. Henson misses 2-pt hook shot from 9 ft,,14,15
52,1,4:50.0,,Defensive rebound by T. Gibson,14,15
53,1,4:45.0,,J. Teague misses 2-pt jump shot from 12 ft,14,15
54,1,4:45.0,Defensive rebound by G. Antetokounmpo,,14,15
55,1,4:30.0,J. Henson misses 2-pt hook shot from 7 ft,,14,15
56,1,4:27.0,,Defensive rebound by K. Towns,14,15
57,1,4:17.0,,Minnesota full timeout,14,15
58,1,4:13.0,,K. Towns misses 2-pt jump shot from 1 ft,14,15
59,1,4:10.0,Defensive rebound by G. Antetokounmpo,,14,15
60,1,4:05.0,T. Snell misses 3-pt jump shot from 25 ft,,14,15
61,1,4:05.0,,Defensive rebound by A. Wiggins,14,15
62,1,3:47.0,,J. Teague makes 2-pt jump shot from 7 ft (assist by J. Butler),14,17
63,1,3:23.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,14,17
64,1,3:19.0,,Defensive rebound by A. Wiggins,14,17
65,1,2:59.0,,J. Butler misses 2-pt jump shot from 13 ft,14,17
66,1,2:56.0,Defensive rebound by S. Brown,,14,17
67,1,2:44.0,Turnover by M. Dellavedova (bad pass; steal by J. Butler),,14,17
68,1,2:38.0,,K. Towns makes 2-pt layup from 1 ft,14,19
69,1,2:17.0,Turnover by G. Antetokounmpo (bad pass; steal by A. Wiggins),,14,19
70,1,2:15.0,,Shooting foul by T. Snell (drawn by J. Butler),14,19
71,1,2:15.0,,J. Butler makes free throw 1 of 2,14,20
72,1,2:15.0,,T. Jones enters the game for J. Teague,14,20
73,1,2:15.0,,G. Dieng enters the game for K. Towns,14,20
74,1,2:15.0,T. Maker enters the game for J. Henson,,14,20
75,1,2:15.0,,J. Butler misses free throw 2 of 2,14,20
76,1,2:11.0,Defensive rebound by T. Maker,,14,20
77,1,1:58.0,S. Brown makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,17,20
78,1,1:40.0,,G. Dieng misses 3-pt jump shot from 23 ft,17,20
79,1,1:37.0,Defensive rebound by G. Antetokounmpo,,17,20
80,1,1:33.0,T. Snell misses 3-pt jump shot from 25 ft,,17,20
81,1,1:30.0,,Defensive rebound by A. Wiggins,17,20
82,1,1:24.0,,A. Wiggins misses 2-pt jump shot from 21 ft,17,20
83,1,1:22.0,Defensive rebound by G. Antetokounmpo,,17,20
84,1,1:11.0,T. Maker misses 3-pt jump shot from 23 ft,,17,20
85,1,1:07.0,,Defensive rebound by T. Jones,17,20
86,1,0:58.0,,A. Wiggins misses 3-pt jump shot from 24 ft,17,20
87,1,0:55.0,Defensive rebound by T. Snell,,17,20
88,1,0:41.0,T. Maker misses 2-pt jump shot from 12 ft,,17,20
89,1,0:38.0,,Defensive rebound by T. Gibson,17,20
90,1,0:22.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by G. Dieng),17,23
91,1,0:06.0,Personal foul by T. Jones (drawn by M. Dellavedova),,17,23
92,1,0:00.0,T. Maker misses 3-pt jump shot from 23 ft,,17,23
93,1,0:00.0,Offensive rebound by Team,,17,23
94,2,11:39.0,,T. Jones misses 2-pt jump shot from 10 ft,17,23
95,2,11:36.0,Defensive rebound by K. Middleton,,17,23
96,2,11:29.0,Turnover by K. Middleton (lost ball; steal by T. Jones),,17,23
97,2,11:13.0,,G. Dieng misses 2-pt jump shot from 17 ft,17,23
98,2,11:10.0,Defensive rebound by M. Dellavedova,,17,23
99,2,11:00.0,K. Middleton misses 2-pt jump shot from 18 ft,,17,23
100,2,11:00.0,,Defensive rebound by J. Crawford,17,23
101,2,10:54.0,,G. Dieng makes 2-pt layup from 1 ft (assist by J. Crawford),17,25
102,2,10:29.0,K. Middleton makes 2-pt jump shot from 15 ft,,19,25
103,2,10:14.0,,J. Butler makes 2-pt jump shot from 14 ft,19,27
104,2,10:14.0,,Shooting foul by M. Brogdon (drawn by J. Butler),19,27
105,2,10:14.0,,J. Butler makes free throw 1 of 1,19,28
106,2,9:55.0,T. Maker misses 2-pt jump shot from 7 ft (block by G. Dieng),,19,28
107,2,9:51.0,,Defensive rebound by N. Bjelica,19,28
108,2,9:41.0,,Personal block foul by T. Maker (drawn by G. Dieng),19,28
109,2,9:41.0,,M. Georges-Hunt enters the game for J. Butler,19,28
110,2,9:32.0,,Turnover by J. Crawford (bad pass; steal by K. Middleton),19,28
111,2,9:28.0,M. Brogdon makes 2-pt dunk from 1 ft (assist by K. Middleton),,21,28
112,2,9:20.0,,Personal take foul by T. Maker (drawn by T. Jones),21,28
113,2,9:20.0,Milwaukee full timeout,,21,28
114,2,9:20.0,,K. Towns enters the game for G. Dieng,21,28
115,2,9:20.0,S. Kilpatrick enters the game for M. Brogdon,,21,28
116,2,9:04.0,,N. Bjelica makes 2-pt jump shot from 6 ft,21,30
117,2,8:43.0,T. Maker makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,24,30
118,2,8:20.0,,J. Crawford makes 2-pt jump shot from 20 ft (assist by T. Jones),24,32
119,2,8:02.0,T. Maker misses 2-pt jump shot from 19 ft,,24,32
120,2,8:00.0,,Defensive rebound by N. Bjelica,24,32
121,2,7:52.0,,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),24,34
122,2,7:43.0,S. Kilpatrick misses 3-pt jump shot from 23 ft,,24,34
123,2,7:40.0,,Defensive rebound by J. Crawford,24,34
124,2,7:31.0,,N. Bjelica makes 3-pt jump shot from 23 ft (assist by K. Towns),24,37
125,2,7:29.0,Milwaukee full timeout,,24,37
126,2,7:29.0,,J. Butler enters the game for M. Georges-Hunt,24,37
127,2,7:29.0,X. Munford enters the game for T. Maker,,24,37
128,2,7:29.0,J. Henson enters the game for M. Dellavedova,,24,37
129,2,7:29.0,G. Antetokounmpo enters the game for S. Brown,,24,37
130,2,7:08.0,K. Middleton misses 2-pt jump shot from 6 ft,,24,37
131,2,7:05.0,,Defensive rebound by K. Towns,24,37
132,2,6:58.0,,N. Bjelica misses 3-pt jump shot from 24 ft,24,37
133,2,6:55.0,Defensive rebound by G. Antetokounmpo,,24,37
134,2,6:35.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,27,37
135,2,6:20.0,,T. Jones makes 2-pt jump shot from 8 ft,27,39
136,2,6:12.0,Turnover by K. Middleton (bad pass),,27,39
137,2,5:54.0,,K. Towns makes 2-pt hook shot from 6 ft (assist by N. Bjelica),27,41
138,2,5:38.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,27,41
139,2,5:37.0,,Defensive rebound by K. Towns,27,41
140,2,5:33.0,,Shooting foul by X. Munford (drawn by J. Butler),27,41
141,2,5:33.0,,J. Butler makes free throw 1 of 2,27,42
142,2,5:33.0,,T. Gibson enters the game for N. Bjelica,27,42
143,2,5:33.0,,J. Butler makes free throw 2 of 2,27,43
144,2,5:09.0,X. Munford makes 2-pt jump shot from 11 ft (assist by G. Antetokounmpo),,29,43
145,2,4:52.0,,Turnover by J. Butler (bad pass; steal by X. Munford),29,43
146,2,4:48.0,Shooting foul by K. Towns (drawn by G. Antetokounmpo),,29,43
147,2,4:48.0,G. Antetokounmpo makes free throw 1 of 2,,30,43
148,2,4:48.0,,J. Teague enters the game for T. Jones,30,43
149,2,4:48.0,T. Snell enters the game for S. Kilpatrick,,30,43
150,2,4:48.0,G. Antetokounmpo makes free throw 2 of 2,,31,43
151,2,4:39.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by J. Butler),31,46
152,2,4:39.0,,Shooting foul by T. Snell (drawn by J. Crawford),31,46
153,2,4:39.0,,J. Crawford makes free throw 1 of 1,31,47
154,2,4:27.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,31,47
155,2,4:26.0,Offensive rebound by Team,,31,47
156,2,4:26.0,,Loose ball foul by K. Towns (drawn by J. Henson),31,47
157,2,4:22.0,Turnover by X. Munford (bad pass),,31,47
158,2,4:10.0,,Turnover by K. Towns (turnover),31,47
159,2,4:10.0,M. Dellavedova enters the game for X. Munford,,31,47
160,2,3:52.0,T. Snell misses 3-pt jump shot from 25 ft,,31,47
161,2,3:48.0,,Defensive rebound by K. Towns,31,47
162,2,3:45.0,,J. Crawford misses 3-pt jump shot from 25 ft,31,47
163,2,3:43.0,,Offensive rebound by Team,31,47
164,2,3:39.0,,Personal foul by K. Middleton (drawn by J. Butler),31,47
165,2,3:39.0,,J. Butler makes free throw 1 of 2,31,48
166,2,3:39.0,,J. Butler makes free throw 2 of 2,31,49
167,2,3:31.0,K. Middleton misses 2-pt layup at rim,,31,49
168,2,3:30.0,Offensive rebound by J. Henson,,31,49
169,2,3:30.0,J. Henson makes 2-pt layup at rim,,33,49
170,2,3:15.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Teague),33,51
171,2,2:58.0,J. Henson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,35,51
172,2,2:36.0,,T. Gibson makes 2-pt hook shot from 6 ft (assist by J. Teague),35,53
173,2,2:22.0,,A. Wiggins enters the game for J. Crawford,35,53
174,2,2:16.0,K. Middleton misses 3-pt jump shot from 22 ft,,35,53
175,2,2:13.0,,Defensive rebound by T. Gibson,35,53
176,2,2:03.0,,Shooting foul by J. Henson (drawn by K. Towns),35,53
177,2,2:03.0,,K. Towns makes free throw 1 of 2,35,54
178,2,2:03.0,,K. Towns makes free throw 2 of 2,35,55
179,2,1:40.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,35,55
180,2,1:34.0,Offensive rebound by J. Henson,,35,55
181,2,1:31.0,T. Snell misses 2-pt jump shot from 5 ft,,35,55
182,2,1:29.0,,Defensive rebound by J. Butler,35,55
183,2,1:20.0,,A. Wiggins misses 2-pt layup from 2 ft,35,55
184,2,1:14.0,,Offensive rebound by K. Towns,35,55
185,2,1:14.0,,K. Towns makes 2-pt layup at rim,35,57
186,2,1:01.0,T. Snell misses 2-pt layup from 1 ft,,35,57
187,2,0:59.0,,Defensive rebound by K. Towns,35,57
188,2,0:52.0,,Turnover by J. Teague (bad pass),35,57
189,2,0:44.0,K. Middleton makes 2-pt jump shot from 17 ft (assist by J. Henson),,37,57
190,2,0:32.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by K. Towns),37,60
191,2,0:18.0,K. Middleton misses 3-pt jump shot from 25 ft,,37,60
192,2,0:16.0,Offensive rebound by J. Henson,,37,60
193,2,0:15.0,J. Henson misses 2-pt layup at rim,,37,60
194,2,0:14.0,Offensive rebound by K. Middleton,,37,60
195,2,0:00.0,G. Antetokounmpo makes 2-pt layup from 5 ft (assist by K. Middleton),,39,60
196,3,11:42.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Teague),39,62
197,3,11:26.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,39,62
198,3,11:22.0,Offensive rebound by G. Antetokounmpo,,39,62
199,3,11:11.0,T. Snell makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo),,41,62
200,3,10:45.0,,T. Gibson misses 2-pt hook shot from 5 ft,41,62
201,3,10:43.0,Defensive rebound by G. Antetokounmpo,,41,62
202,3,10:37.0,G. Antetokounmpo misses 2-pt dunk from 6 ft,,41,62
203,3,10:34.0,,Defensive rebound by K. Towns,41,62
204,3,10:29.0,,A. Wiggins makes 2-pt jump shot from 6 ft (assist by J. Butler),41,64
205,3,10:07.0,Def 3 sec tech foul by J. Teague,,41,64
206,3,10:07.0,K. Middleton makes technical free throw,,42,64
207,3,9:53.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,42,64
208,3,9:49.0,,Defensive rebound by A. Wiggins,42,64
209,3,9:31.0,,Turnover by J. Teague (bad pass; steal by K. Middleton),42,64
210,3,9:28.0,Turnover by K. Middleton (bad pass),,42,64
211,3,9:13.0,,J. Butler misses 3-pt jump shot from 25 ft,42,64
212,3,9:11.0,Defensive rebound by Team,,42,64
213,3,8:58.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,45,64
214,3,8:29.0,,J. Butler misses 2-pt jump shot from 20 ft,45,64
215,3,8:28.0,,Offensive rebound by Team,45,64
216,3,8:28.0,,Turnover by Team (shot clock),45,64
217,3,8:16.0,J. Henson makes 2-pt dunk at rim (assist by M. Dellavedova),,47,64
218,3,8:01.0,,Personal foul by T. Snell (drawn by A. Wiggins),47,64
219,3,7:46.0,,J. Butler misses 2-pt layup from 1 ft,47,64
220,3,7:39.0,Defensive rebound by K. Middleton,,47,64
221,3,7:37.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),,49,64
222,3,7:36.0,,Minnesota full timeout,49,64
223,3,7:20.0,,Away from play foul by T. Snell (drawn by J. Butler),49,64
224,3,7:20.0,,J. Butler makes free throw 1 of 1,49,65
225,3,7:20.0,S. Brown enters the game for T. Snell,,49,65
226,3,7:11.0,,J. Teague misses 2-pt jump shot from 16 ft,49,65
227,3,7:07.0,Defensive rebound by G. Antetokounmpo,,49,65
228,3,7:01.0,G. Antetokounmpo makes 2-pt layup from 5 ft,,51,65
229,3,6:35.0,,Turnover by J. Teague (bad pass; steal by K. Middleton),51,65
230,3,6:30.0,Turnover by K. Middleton (lost ball; steal by A. Wiggins),,51,65
231,3,6:27.0,,Personal foul by J. Henson (drawn by J. Teague),51,65
232,3,6:14.0,,J. Teague makes 2-pt jump shot from 12 ft,51,67
233,3,5:47.0,M. Dellavedova misses 2-pt jump shot from 9 ft (block by J. Teague),,51,67
234,3,5:44.0,,Defensive rebound by J. Butler,51,67
235,3,5:33.0,,K. Towns makes 2-pt jump shot from 21 ft (assist by J. Teague),51,69
236,3,5:32.0,Milwaukee full timeout,,51,69
237,3,5:32.0,S. Kilpatrick enters the game for M. Dellavedova,,51,69
238,3,5:22.0,K. Middleton misses 2-pt jump shot from 17 ft,,51,69
239,3,5:17.0,Offensive rebound by J. Henson,,51,69
240,3,5:17.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,51,69
241,3,5:17.0,Offensive rebound by K. Middleton,,51,69
242,3,5:17.0,Shooting foul by K. Towns (drawn by K. Middleton),,51,69
243,3,5:17.0,K. Middleton makes free throw 1 of 2,,52,69
244,3,5:17.0,K. Middleton makes free throw 2 of 2,,53,69
245,3,5:07.0,,Turnover by K. Towns (bad pass),53,69
246,3,4:49.0,K. Middleton misses 2-pt jump shot from 13 ft,,53,69
247,3,4:45.0,,Defensive rebound by A. Wiggins,53,69
248,3,4:35.0,,Turnover by A. Wiggins (lost ball; steal by K. Middleton),53,69
249,3,4:32.0,S. Kilpatrick makes 2-pt layup at rim (assist by K. Middleton),,55,69
250,3,4:04.0,,J. Teague makes 2-pt layup from 1 ft,55,71
251,3,3:46.0,Turnover by G. Antetokounmpo (out of bounds lost ball),,55,71
252,3,3:22.0,,J. Butler makes 2-pt jump shot from 21 ft (assist by J. Teague),55,73
253,3,3:08.0,S. Brown misses 3-pt jump shot from 22 ft,,55,73
254,3,3:06.0,,Defensive rebound by J. Butler,55,73
255,3,3:01.0,,A. Wiggins misses 3-pt jump shot from 25 ft,55,73
256,3,2:57.0,Defensive rebound by G. Antetokounmpo,,55,73
257,3,2:54.0,Shooting foul by J. Butler (drawn by G. Antetokounmpo),,55,73
258,3,2:54.0,G. Antetokounmpo misses free throw 1 of 2,,55,73
259,3,2:54.0,Offensive rebound by Team,,55,73
260,3,2:54.0,,G. Dieng enters the game for J. Teague,55,73
261,3,2:54.0,,T. Jones enters the game for K. Towns,55,73
262,3,2:54.0,T. Maker enters the game for J. Henson,,55,73
263,3,2:54.0,G. Antetokounmpo makes free throw 2 of 2,,56,73
264,3,2:30.0,,A. Wiggins misses 2-pt jump shot from 13 ft,56,73
265,3,2:29.0,Defensive rebound by G. Antetokounmpo,,56,73
266,3,2:14.0,S. Kilpatrick makes 2-pt layup from 2 ft,,58,73
267,3,1:51.0,,A. Wiggins misses 2-pt layup from 1 ft,58,73
268,3,1:50.0,Defensive rebound by G. Antetokounmpo,,58,73
269,3,1:32.0,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,61,73
270,3,1:11.0,,J. Butler makes 2-pt jump shot from 13 ft,61,75
271,3,0:57.0,,Offensive charge foul by G. Antetokounmpo (drawn by G. Dieng),61,75
272,3,0:57.0,Turnover by G. Antetokounmpo (offensive foul),,61,75
273,3,0:57.0,,N. Bjelica enters the game for A. Wiggins,61,75
274,3,0:57.0,,J. Crawford enters the game for T. Gibson,61,75
275,3,0:57.0,M. Plumlee enters the game for K. Middleton,,61,75
276,3,0:49.0,,J. Butler makes 2-pt jump shot from 8 ft,61,77
277,3,0:41.0,S. Brown misses 3-pt jump shot from 24 ft,,61,77
278,3,0:38.0,,Defensive rebound by N. Bjelica,61,77
279,3,0:29.0,,T. Jones makes 2-pt layup from 1 ft,61,79
280,3,0:10.0,Turnover by G. Antetokounmpo (bad pass),,61,79
281,3,0:01.0,,G. Dieng misses 2-pt jump shot from 20 ft,61,79
282,3,0:01.0,,Offensive rebound by Team,61,79
283,4,11:49.0,T. Maker misses 3-pt jump shot from 22 ft,,61,79
284,4,11:46.0,,Defensive rebound by N. Bjelica,61,79
285,4,11:34.0,,G. Dieng makes 2-pt jump shot from 21 ft (assist by T. Jones),61,81
286,4,11:18.0,S. Brown misses 3-pt jump shot from 25 ft,,61,81
287,4,11:14.0,,Defensive rebound by T. Jones,61,81
288,4,11:12.0,,Personal foul by S. Brown (drawn by J. Butler),61,81
289,4,11:04.0,,J. Butler makes 2-pt jump shot from 14 ft (assist by J. Crawford),61,83
290,4,11:02.0,Milwaukee full timeout,,61,83
291,4,11:02.0,,M. Georges-Hunt enters the game for J. Butler,61,83
292,4,11:02.0,T. Snell enters the game for S. Brown,,61,83
293,4,10:52.0,K. Middleton misses 2-pt layup from 10 ft,,61,83
294,4,10:50.0,Offensive rebound by T. Maker,,61,83
295,4,10:50.0,Shooting foul by G. Dieng (drawn by T. Maker),,61,83
296,4,10:50.0,T. Maker misses free throw 1 of 2,,61,83
297,4,10:50.0,Offensive rebound by Team,,61,83
298,4,10:50.0,T. Maker makes free throw 2 of 2,,62,83
299,4,10:31.0,,G. Dieng misses 2-pt jump shot from 10 ft,62,83
300,4,10:28.0,Defensive rebound by K. Middleton,,62,83
301,4,10:23.0,S. Kilpatrick misses 3-pt jump shot from 23 ft,,62,83
302,4,10:20.0,,Defensive rebound by G. Dieng,62,83
303,4,10:12.0,,N. Bjelica misses 3-pt jump shot from 23 ft,62,83
304,4,10:09.0,Defensive rebound by M. Dellavedova,,62,83
305,4,10:03.0,K. Middleton makes 2-pt layup from 2 ft,,64,83
306,4,10:03.0,,Minnesota full timeout,64,83
307,4,10:03.0,,A. Wiggins enters the game for M. Georges-Hunt,64,83
308,4,9:47.0,,T. Jones misses 2-pt jump shot from 19 ft,64,83
309,4,9:45.0,,Offensive rebound by Team,64,83
310,4,9:45.0,Loose ball foul by T. Maker (drawn by G. Dieng),,64,83
311,4,9:33.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by T. Jones),64,85
312,4,9:18.0,K. Middleton misses 3-pt jump shot from 24 ft,,64,85
313,4,9:15.0,,Defensive rebound by T. Jones,64,85
314,4,9:09.0,,G. Dieng makes 2-pt layup from 1 ft (assist by N. Bjelica),64,87
315,4,9:09.0,Milwaukee full timeout,,64,87
316,4,9:09.0,J. Henson enters the game for T. Maker,,64,87
317,4,9:09.0,G. Antetokounmpo enters the game for S. Kilpatrick,,64,87
318,4,8:46.0,K. Middleton misses 3-pt jump shot from 22 ft,,64,87
319,4,8:42.0,Offensive rebound by J. Henson,,64,87
320,4,8:42.0,Shooting foul by T. Jones (drawn by J. Henson),,64,87
321,4,8:42.0,J. Henson makes free throw 1 of 2,,65,87
322,4,8:42.0,,J. Butler enters the game for A. Wiggins,65,87
323,4,8:42.0,J. Henson makes free throw 2 of 2,,66,87
324,4,8:20.0,,J. Crawford misses 3-pt jump shot from 27 ft,66,87
325,4,8:16.0,Defensive rebound by G. Antetokounmpo,,66,87
326,4,8:08.0,J. Henson makes 2-pt hook shot from 5 ft (assist by G. Antetokounmpo),,68,87
327,4,7:51.0,,Turnover by J. Butler (bad pass),68,87
328,4,7:51.0,,K. Towns enters the game for G. Dieng,68,87
329,4,7:41.0,K. Middleton makes 2-pt layup from 1 ft,,70,87
330,4,7:20.0,,J. Crawford makes 2-pt jump shot from 17 ft,70,89
331,4,7:05.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Henson),,72,89
332,4,7:05.0,Shooting foul by N. Bjelica (drawn by G. Antetokounmpo),,72,89
333,4,7:05.0,,J. Teague enters the game for T. Jones,72,89
334,4,7:05.0,,T. Gibson enters the game for N. Bjelica,72,89
335,4,7:05.0,S. Brown enters the game for M. Dellavedova,,72,89
336,4,7:05.0,G. Antetokounmpo misses free throw 1 of 1,,72,89
337,4,7:03.0,,Defensive rebound by T. Gibson,72,89
338,4,6:43.0,,T. Gibson misses 2-pt jump shot from 15 ft,72,89
339,4,6:40.0,Defensive rebound by S. Brown,,72,89
340,4,6:30.0,Shooting foul by K. Towns (drawn by G. Antetokounmpo),,72,89
341,4,6:30.0,G. Antetokounmpo misses free throw 1 of 2,,72,89
342,4,6:30.0,Offensive rebound by Team,,72,89
343,4,6:30.0,,A. Wiggins enters the game for J. Crawford,72,89
344,4,6:30.0,G. Antetokounmpo misses free throw 2 of 2,,72,89
345,4,6:27.0,,Defensive rebound by K. Towns,72,89
346,4,6:08.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Butler),72,91
347,4,6:01.0,T. Snell misses 3-pt jump shot from 22 ft,,72,91
348,4,6:00.0,,Defensive rebound by J. Teague,72,91
349,4,5:50.0,,T. Gibson misses 2-pt jump shot from 14 ft,72,91
350,4,5:45.0,Defensive rebound by G. Antetokounmpo,,72,91
351,4,5:37.0,G. Antetokounmpo misses 2-pt layup from 3 ft (block by T. Gibson),,72,91
352,4,5:35.0,Offensive rebound by G. Antetokounmpo,,72,91
353,4,5:30.0,S. Brown makes 2-pt layup at rim (assist by T. Snell),,74,91
354,4,5:11.0,,J. Teague misses 3-pt jump shot from 24 ft,74,91
355,4,5:08.0,Defensive rebound by T. Snell,,74,91
356,4,5:05.0,K. Middleton misses 2-pt jump shot from 5 ft (block by A. Wiggins),,74,91
357,4,5:05.0,Offensive rebound by Team,,74,91
358,4,5:05.0,S. Kilpatrick enters the game for G. Antetokounmpo,,74,91
359,4,4:57.0,Shooting foul by K. Towns (drawn by K. Middleton),,74,91
360,4,4:57.0,K. Middleton makes free throw 1 of 2,,75,91
361,4,4:57.0,K. Middleton makes free throw 2 of 2,,76,91
362,4,4:42.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Butler),76,93
363,4,4:42.0,,Shooting foul by J. Henson (drawn by K. Towns),76,93
364,4,4:42.0,,K. Towns makes free throw 1 of 1,76,94
365,4,4:30.0,J. Henson misses 2-pt jump shot from 4 ft,,76,94
366,4,4:29.0,Offensive rebound by J. Henson,,76,94
367,4,4:29.0,Shooting foul by T. Gibson (drawn by J. Henson),,76,94
368,4,4:29.0,J. Henson makes free throw 1 of 2,,77,94
369,4,4:29.0,J. Henson makes free throw 2 of 2,,78,94
370,4,4:20.0,,Shooting foul by S. Kilpatrick (drawn by J. Butler),78,94
371,4,4:20.0,,J. Butler makes free throw 1 of 2,78,95
372,4,4:20.0,,J. Butler makes free throw 2 of 2,78,96
373,4,4:12.0,K. Middleton misses 3-pt jump shot from 26 ft,,78,96
374,4,4:10.0,Offensive rebound by S. Brown,,78,96
375,4,4:05.0,T. Snell misses 3-pt jump shot from 23 ft,,78,96
376,4,4:02.0,,Defensive rebound by T. Gibson,78,96
377,4,3:55.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by J. Teague),78,99
378,4,3:53.0,Milwaukee full timeout,,78,99
379,4,3:53.0,,J. Crawford enters the game for J. Butler,78,99
