,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA LAKERS_ACTION,TORONTO_SCORE,LA LAKERS_SCORE
130,2,8:43.0,F. VanVleet misses 2-pt layup from 2 ft,,24,32
131,2,8:40.0,,Defensive rebound by K. Kuzma,24,32
132,2,8:34.0,,J. Hart makes 2-pt layup from 1 ft (assist by K. Kuzma),24,34
133,2,8:18.0,J. Poeltl makes 2-pt layup from 2 ft (assist by K. Lowry),,26,34
134,2,8:18.0,,Violation by J. Randle (def goaltending),26,34
135,2,8:03.0,,K. Kuzma makes 2-pt jump shot from 21 ft (assist by L. Ball),26,36
136,2,7:49.0,Turnover by K. Lowry (bad pass; steal by L. Ball),,26,36
137,2,7:47.0,,Shooting foul by C. Miles (drawn by C. Brewer),26,36
138,2,7:47.0,,C. Brewer makes free throw 1 of 2,26,37
139,2,7:47.0,,K. Caldwell-Pope enters the game for J. Hart,26,37
140,2,7:47.0,P. Siakam enters the game for C. Miles,,26,37
141,2,7:47.0,S. Ibaka enters the game for O. Anunoby,,26,37
142,2,7:47.0,D. DeRozan enters the game for J. Poeltl,,26,37
143,2,7:47.0,,C. Brewer makes free throw 2 of 2,26,38
144,2,7:30.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),,28,38
145,2,7:14.0,,Personal foul by P. Siakam (drawn by J. Randle),28,38
146,2,7:14.0,,B. Ingram enters the game for C. Brewer,28,38
147,2,7:03.0,,L. Ball misses 3-pt jump shot from 25 ft,28,38
148,2,6:59.0,,Offensive rebound by K. Kuzma,28,38
149,2,6:52.0,,B. Ingram makes 2-pt layup from 1 ft,28,40
150,2,6:37.0,K. Lowry misses 3-pt jump shot from 25 ft,,28,40
151,2,6:34.0,,Defensive rebound by K. Kuzma,28,40
152,2,6:15.0,,J. Randle makes 2-pt layup from 1 ft,28,42
153,2,5:48.0,F. VanVleet misses 2-pt jump shot from 12 ft,,28,42
154,2,5:45.0,,Defensive rebound by K. Kuzma,28,42
155,2,5:42.0,,K. Kuzma makes 2-pt hook shot from 1 ft,28,44
156,2,5:29.0,Toronto full timeout,,28,44
157,2,5:29.0,,B. Lopez enters the game for K. Kuzma,28,44
158,2,5:29.0,,L. Nance enters the game for J. Randle,28,44
159,2,5:29.0,N. Powell enters the game for F. VanVleet,,28,44
160,2,5:18.0,D. DeRozan makes 2-pt jump shot from 12 ft,,30,44
161,2,5:06.0,,Personal foul by S. Ibaka (drawn by B. Lopez),30,44
162,2,4:57.0,,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,30,44
163,2,4:55.0,Defensive rebound by K. Lowry,,30,44
164,2,4:50.0,N. Powell misses 2-pt layup from 3 ft,,30,44
165,2,4:48.0,Offensive rebound by N. Powell,,30,44
166,2,4:48.0,,Loose ball foul by L. Nance (drawn by N. Powell),30,44
167,2,4:39.0,D. DeRozan misses 2-pt jump shot from 5 ft,,30,44
168,2,4:37.0,Offensive rebound by D. DeRozan,,30,44
169,2,4:32.0,Personal foul by L. Nance (drawn by K. Lowry),,30,44
170,2,4:16.0,D. DeRozan misses 3-pt jump shot from 23 ft,,30,44
171,2,4:16.0,,Defensive rebound by Team,30,44
172,2,4:16.0,Loose ball foul by P. Siakam (drawn by L. Nance),,30,44
173,2,4:16.0,,L. Nance misses free throw 1 of 2,30,44
174,2,4:16.0,,Offensive rebound by Team,30,44
175,2,4:16.0,O. Anunoby enters the game for P. Siakam,,30,44
176,2,4:16.0,,L. Nance makes free throw 2 of 2,30,45
177,2,4:02.0,D. DeRozan misses 2-pt layup from 1 ft (block by B. Lopez),,30,45
178,2,3:59.0,,Defensive rebound by L. Nance,30,45
179,2,3:56.0,,B. Ingram makes 2-pt layup from 1 ft (assist by L. Ball),30,47
180,2,3:43.0,K. Lowry makes 3-pt jump shot from 24 ft,,33,47
181,2,3:24.0,,Turnover by B. Lopez (bad pass; steal by N. Powell),33,47
182,2,3:21.0,N. Powell misses 2-pt layup from 2 ft,,33,47
183,2,3:15.0,Offensive rebound by S. Ibaka,,33,47
184,2,3:15.0,S. Ibaka makes 2-pt dunk at rim,,35,47
185,2,3:13.0,,Turnover by L. Ball (out of bounds lost ball),35,47
186,2,3:13.0,,K. Kuzma enters the game for L. Nance,35,47
187,2,2:53.0,N. Powell makes 2-pt layup from 2 ft (assist by O. Anunoby),,37,47
188,2,2:53.0,Shooting foul by B. Ingram (drawn by N. Powell),,37,47
189,2,2:53.0,N. Powell makes free throw 1 of 1,,38,47
190,2,2:46.0,,Turnover by L. Ball (bad pass; steal by K. Lowry),38,47
191,2,2:23.0,K. Lowry misses 2-pt layup from 3 ft (block by B. Lopez),,38,47
192,2,2:23.0,Offensive rebound by Team,,38,47
193,2,2:22.0,Turnover by Team (shot clock),,38,47
194,2,2:17.0,,Shooting foul by O. Anunoby (drawn by B. Lopez),38,47
195,2,2:17.0,,B. Lopez misses free throw 1 of 2,38,47
196,2,2:17.0,,Offensive rebound by Team,38,47
197,2,2:17.0,,B. Lopez makes free throw 2 of 2,38,48
198,2,1:59.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by K. Lowry),,40,48
199,2,1:37.0,,B. Ingram misses 2-pt layup from 1 ft,40,48
200,2,1:35.0,Defensive rebound by K. Lowry,,40,48
201,2,1:32.0,Personal block foul by K. Caldwell-Pope (drawn by D. DeRozan),,40,48
202,2,1:32.0,D. DeRozan makes free throw 1 of 2,,41,48
203,2,1:32.0,D. DeRozan makes free throw 2 of 2,,42,48
204,2,1:14.0,,B. Lopez misses 2-pt jump shot from 3 ft,42,48
205,2,1:11.0,,Offensive rebound by B. Lopez,42,48
206,2,1:11.0,,B. Lopez makes 2-pt layup at rim,42,50
207,2,0:53.0,S. Ibaka misses 2-pt jump shot from 17 ft,,42,50
208,2,0:50.0,,Defensive rebound by B. Lopez,42,50
209,2,0:48.0,,Shooting foul by N. Powell (drawn by B. Ingram),42,50
210,2,0:48.0,,B. Ingram misses free throw 1 of 2,42,50
211,2,0:48.0,,Offensive rebound by Team,42,50
212,2,0:48.0,,B. Ingram makes free throw 2 of 2,42,51
213,2,0:37.0,O. Anunoby makes 2-pt layup from 1 ft (assist by K. Lowry),,44,51
214,2,0:37.0,Shooting block foul by K. Caldwell-Pope (drawn by O. Anunoby),,44,51
215,2,0:37.0,O. Anunoby makes free throw 1 of 1,,45,51
216,2,0:17.0,,K. Kuzma misses 3-pt jump shot from 24 ft,45,51
217,2,0:15.0,Defensive rebound by Team,,45,51
218,2,0:03.0,K. Lowry misses 3-pt jump shot from 27 ft,,45,51
219,2,0:03.0,,Defensive rebound by L. Ball,45,51
220,2,0:00.0,,Turnover by L. Ball (bad pass; steal by D. DeRozan),45,51
221,2,0:00.0,D. DeRozan misses 3-pt jump shot from 35 ft,,45,51
222,2,0:00.0,Offensive rebound by Team,,45,51
223,3,11:42.0,,Offensive charge foul by N. Powell (drawn by L. Nance),45,51
224,3,11:42.0,Turnover by N. Powell (offensive foul),,45,51
225,3,11:34.0,,Turnover by B. Ingram (bad pass; steal by P. Siakam),45,51
226,3,11:26.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by D. DeRozan),,47,51
227,3,11:22.0,,K. Kuzma enters the game for L. Nance,47,51
228,3,11:09.0,,Turnover by K. Kuzma (bad pass; steal by D. DeRozan),47,51
229,3,10:59.0,N. Powell misses 3-pt jump shot from 25 ft,,47,51
230,3,10:55.0,,Defensive rebound by L. Ball,47,51
231,3,10:40.0,,Shooting foul by K. Lowry (drawn by B. Ingram),47,51
232,3,10:40.0,,B. Ingram makes free throw 1 of 2,47,52
233,3,10:40.0,,B. Ingram makes free throw 2 of 2,47,53
234,3,10:18.0,Turnover by N. Powell (lost ball; steal by B. Lopez),,47,53
235,3,10:18.0,,Personal foul by N. Powell (drawn by B. Lopez),47,53
236,3,10:04.0,,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,47,53
237,3,10:00.0,Defensive rebound by S. Ibaka,,47,53
238,3,9:52.0,K. Lowry misses 2-pt layup from 1 ft,,47,53
239,3,9:50.0,,Defensive rebound by L. Ball,47,53
240,3,9:48.0,,Turnover by B. Ingram (bad pass; steal by P. Siakam),47,53
241,3,9:42.0,N. Powell misses 2-pt layup from 2 ft,,47,53
242,3,9:37.0,,Defensive rebound by B. Ingram,47,53
243,3,9:35.0,,K. Kuzma misses 2-pt hook shot from 2 ft,47,53
244,3,9:31.0,Defensive rebound by K. Lowry,,47,53
245,3,9:23.0,K. Lowry makes 2-pt layup from 1 ft (assist by P. Siakam),,49,53
246,3,8:59.0,,K. Kuzma misses 2-pt jump shot from 4 ft,49,53
247,3,8:56.0,Defensive rebound by K. Lowry,,49,53
248,3,8:53.0,D. DeRozan makes 2-pt layup from 1 ft (assist by K. Lowry),,51,53
249,3,8:53.0,Shooting foul by B. Lopez (drawn by D. DeRozan),,51,53
250,3,8:53.0,,LA Lakers full timeout,51,53
251,3,8:53.0,D. DeRozan makes free throw 1 of 1,,52,53
252,3,8:40.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by B. Lopez),52,56
253,3,8:24.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,55,56
254,3,8:11.0,,Turnover by K. Kuzma (traveling),55,56
255,3,8:05.0,D. DeRozan makes 2-pt jump shot from 14 ft,,57,56
256,3,7:52.0,,Personal foul by S. Ibaka (drawn by B. Lopez),57,56
257,3,7:52.0,,L. Nance enters the game for K. Kuzma,57,56
258,3,7:42.0,,B. Lopez makes 2-pt layup at rim,57,58
259,3,7:23.0,K. Lowry misses 2-pt layup from 2 ft,,57,58
260,3,7:21.0,,Defensive rebound by B. Lopez,57,58
261,3,7:15.0,,B. Ingram misses 3-pt jump shot from 22 ft,57,58
262,3,7:10.0,Defensive rebound by D. DeRozan,,57,58
263,3,7:04.0,D. DeRozan misses 2-pt jump shot from 20 ft,,57,58
264,3,7:02.0,,Defensive rebound by K. Caldwell-Pope,57,58
265,3,7:02.0,,Personal take foul by D. DeRozan (drawn by K. Caldwell-Pope),57,58
266,3,6:43.0,,B. Lopez misses 2-pt hook shot from 2 ft,57,58
267,3,6:43.0,Defensive rebound by Team,,57,58
268,3,6:25.0,N. Powell misses 3-pt jump shot from 24 ft,,57,58
269,3,6:21.0,,Defensive rebound by L. Nance,57,58
270,3,6:09.0,,B. Lopez misses 2-pt layup from 3 ft,57,58
271,3,6:06.0,Defensive rebound by S. Ibaka,,57,58
272,3,5:59.0,P. Siakam makes 2-pt dunk at rim (assist by K. Lowry),,59,58
273,3,5:43.0,,L. Ball misses 2-pt jump shot from 7 ft,59,58
274,3,5:39.0,,Offensive rebound by B. Ingram,59,58
275,3,5:39.0,,B. Ingram misses 2-pt layup at rim,59,58
276,3,5:38.0,Defensive rebound by S. Ibaka,,59,58
277,3,5:32.0,Personal foul by K. Caldwell-Pope (drawn by D. DeRozan),,59,58
278,3,5:32.0,,K. Kuzma enters the game for B. Lopez,59,58
279,3,5:22.0,D. DeRozan misses 2-pt jump shot from 15 ft,,59,58
280,3,5:17.0,,Defensive rebound by K. Kuzma,59,58
281,3,5:08.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,59,58
282,3,5:05.0,Defensive rebound by S. Ibaka,,59,58
283,3,5:01.0,P. Siakam makes 2-pt layup at rim (assist by K. Lowry),,61,58
284,3,5:01.0,,LA Lakers full timeout,61,58
285,3,5:01.0,,J. Randle enters the game for K. Caldwell-Pope,61,58
286,3,5:01.0,,J. Clarkson enters the game for L. Ball,61,58
287,3,5:01.0,,C. Brewer enters the game for L. Nance,61,58
288,3,5:01.0,,J. Hart enters the game for B. Ingram,61,58
289,3,5:01.0,J. Poeltl enters the game for N. Powell,,61,58
290,3,5:01.0,C. Miles enters the game for P. Siakam,,61,58
291,3,4:50.0,,J. Clarkson makes 2-pt jump shot from 21 ft,61,60
292,3,4:33.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by D. DeRozan),,63,60
293,3,4:17.0,,Shooting foul by J. Poeltl (drawn by J. Randle),63,60
294,3,4:17.0,,J. Randle makes free throw 1 of 2,63,61
295,3,4:17.0,,J. Randle makes free throw 2 of 2,63,62
296,3,4:05.0,Turnover by D. DeRozan (lost ball; steal by J. Randle),,63,62
297,3,3:53.0,,Shooting foul by C. Miles (drawn by J. Clarkson),63,62
298,3,3:53.0,,J. Clarkson makes free throw 1 of 2,63,63
299,3,3:53.0,,J. Clarkson makes free throw 2 of 2,63,64
300,3,3:28.0,K. Lowry misses 2-pt layup from 1 ft,,63,64
301,3,3:25.0,Offensive rebound by J. Poeltl,,63,64
302,3,3:25.0,J. Poeltl misses 2-pt layup at rim,,63,64
303,3,3:25.0,Offensive rebound by S. Ibaka,,63,64
304,3,3:23.0,S. Ibaka makes 2-pt layup at rim,,65,64
305,3,3:20.0,,J. Hart makes 2-pt layup at rim,65,66
306,3,3:11.0,C. Miles misses 3-pt jump shot from 23 ft,,65,66
307,3,3:11.0,,Defensive rebound by K. Kuzma,65,66
308,3,3:02.0,Offensive charge foul by K. Kuzma (drawn by C. Miles),,65,66
309,3,3:02.0,,Turnover by K. Kuzma (offensive foul),65,66
310,3,2:40.0,K. Lowry misses 2-pt jump shot from 20 ft,,65,66
311,3,2:37.0,Offensive rebound by Team,,65,66
312,3,2:37.0,D. Wright enters the game for K. Lowry,,65,66
313,3,2:32.0,D. DeRozan makes 2-pt jump shot from 15 ft,,67,66
314,3,2:11.0,,J. Clarkson misses 3-pt jump shot from 27 ft,67,66
315,3,2:09.0,Defensive rebound by J. Poeltl,,67,66
316,3,1:59.0,C. Miles makes 3-pt jump shot from 23 ft (assist by D. Wright),,70,66
317,3,1:34.0,,Turnover by K. Kuzma (traveling),70,66
318,3,1:34.0,,T. Ennis enters the game for J. Clarkson,70,66
319,3,1:34.0,O. Anunoby enters the game for S. Ibaka,,70,66
320,3,1:22.0,D. DeRozan misses 2-pt jump shot from 17 ft,,70,66
321,3,1:17.0,,Defensive rebound by T. Ennis,70,66
322,3,1:11.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by C. Brewer),70,69
323,3,1:00.0,Turnover by D. DeRozan (out of bounds lost ball),,70,69
324,3,0:45.0,,J. Randle makes 2-pt dunk at rim (assist by T. Ennis),70,71
325,3,0:37.0,D. DeRozan makes 2-pt layup from 1 ft,,72,71
326,3,0:23.0,,K. Kuzma misses 3-pt jump shot from 24 ft,72,71
327,3,0:21.0,Defensive rebound by Team,,72,71
328,3,0:06.0,Personal foul by C. Brewer (drawn by D. DeRozan),,72,71
329,3,0:03.0,C. Miles misses 3-pt jump shot from 31 ft,,72,71
330,3,0:00.0,,Defensive rebound by T. Ennis,72,71
331,3,0:00.0,,T. Ennis misses 3-pt jump shot from 53 ft,72,71
332,3,0:00.0,,Offensive rebound by Team,72,71
333,4,11:42.0,,K. Kuzma makes 2-pt jump shot from 4 ft (assist by C. Brewer),72,73
334,4,11:25.0,Turnover by D. Wright (bad pass; steal by J. Hart),,72,73
335,4,11:21.0,,J. Randle makes 2-pt layup from 1 ft (assist by C. Brewer),72,75
336,4,11:21.0,,Shooting foul by F. VanVleet (drawn by J. Randle),72,75
337,4,11:21.0,,J. Randle makes free throw 1 of 1,72,76
338,4,11:02.0,J. Poeltl makes 2-pt layup from 1 ft (assist by F. VanVleet),,74,76
339,4,10:53.0,,T. Ennis misses 2-pt layup from 2 ft (block by J. Poeltl),74,76
340,4,10:48.0,Defensive rebound by J. Poeltl,,74,76
341,4,10:40.0,C. Miles makes 2-pt layup from 1 ft (assist by J. Poeltl),,76,76
342,4,10:28.0,,Personal foul by F. VanVleet (drawn by J. Randle),76,76
343,4,10:15.0,,J. Randle misses 3-pt jump shot from 26 ft,76,76
344,4,10:11.0,Defensive rebound by C. Miles,,76,76
345,4,10:03.0,O. Anunoby misses 2-pt jump shot from 3 ft (block by J. Randle),,76,76
346,4,9:59.0,,Defensive rebound by J. Hart,76,76
347,4,9:59.0,,Turnover by T. Ennis (bad pass; steal by F. VanVleet),76,76
348,4,9:59.0,Shooting foul by J. Randle (drawn by O. Anunoby),,76,76
349,4,9:59.0,O. Anunoby makes free throw 1 of 2,,77,76
350,4,9:59.0,O. Anunoby misses free throw 2 of 2,,77,76
351,4,9:57.0,,Defensive rebound by K. Kuzma,77,76
352,4,9:46.0,,Shooting foul by J. Poeltl (drawn by C. Brewer),77,76
353,4,9:46.0,,C. Brewer misses free throw 1 of 2,77,76
354,4,9:46.0,,Offensive rebound by Team,77,76
355,4,9:46.0,,C. Brewer makes free throw 2 of 2,77,77
356,4,9:32.0,F. VanVleet misses 3-pt jump shot from 25 ft,,77,77
357,4,9:28.0,Offensive rebound by J. Poeltl,,77,77
358,4,9:27.0,C. Miles misses 3-pt jump shot from 25 ft,,77,77
359,4,9:25.0,,Defensive rebound by J. Hart,77,77
360,4,9:25.0,,Personal foul by C. Miles (drawn by J. Hart),77,77
361,4,9:11.0,,T. Ennis misses 2-pt layup from 2 ft,77,77
362,4,9:09.0,Defensive rebound by J. Poeltl,,77,77
363,4,8:57.0,O. Anunoby misses 2-pt jump shot from 15 ft,,77,77
364,4,8:53.0,,Defensive rebound by J. Randle,77,77
365,4,8:47.0,,K. Kuzma makes 2-pt jump shot from 11 ft (assist by J. Randle),77,79
366,4,8:34.0,,L. Ball enters the game for T. Ennis,77,79
367,4,8:34.0,,LA Lakers full timeout,77,79
368,4,8:34.0,K. Lowry enters the game for D. Wright,,77,79
369,4,8:31.0,Turnover by J. Poeltl (lost ball; steal by J. Hart),,77,79
370,4,8:09.0,,K. Kuzma misses 3-pt jump shot from 25 ft,77,79
371,4,8:05.0,,Offensive rebound by L. Ball,77,79
372,4,7:50.0,,J. Randle misses 2-pt layup from 2 ft (block by J. Poeltl),77,79
373,4,7:47.0,Defensive rebound by K. Lowry,,77,79
374,4,7:45.0,C. Miles makes 3-pt jump shot from 26 ft (assist by K. Lowry),,80,79
375,4,7:29.0,,J. Randle makes 2-pt layup from 1 ft (assist by L. Ball),80,81
376,4,7:11.0,O. Anunoby misses 3-pt jump shot from 24 ft,,80,81
377,4,7:08.0,,Defensive rebound by J. Hart,80,81
