,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DALLAS_ACTION,OKLAHOMA CITY_SCORE,DALLAS_SCORE
0,1,11:37.0,P. George misses 2-pt layup from 5 ft,,0,0
1,1,11:34.0,,Defensive rebound by H. Barnes,0,0
2,1,11:30.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Smith),0,3
3,1,11:18.0,R. Westbrook makes 2-pt jump shot from 16 ft,,2,3
4,1,10:51.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),2,6
5,1,10:33.0,P. George makes 2-pt jump shot from 5 ft,,4,6
6,1,10:23.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Powell),4,9
7,1,10:04.0,J. Huestis misses 3-pt jump shot from 25 ft,,4,9
8,1,10:02.0,Offensive rebound by S. Adams,,4,9
9,1,9:58.0,S. Adams makes 2-pt layup from 5 ft,,6,9
10,1,9:58.0,Shooting foul by D. Powell (drawn by S. Adams),,6,9
11,1,9:58.0,S. Adams makes free throw 1 of 1,,7,9
12,1,9:44.0,,W. Matthews misses 2-pt jump shot from 11 ft,7,9
13,1,9:41.0,,Offensive rebound by W. Matthews,7,9
14,1,9:30.0,,Turnover by D. Powell (out of bounds lost ball),7,9
15,1,9:17.0,C. Anthony misses 3-pt jump shot from 25 ft,,7,9
16,1,9:14.0,,Defensive rebound by W. Matthews,7,9
17,1,9:05.0,,D. Smith misses 3-pt jump shot from 24 ft,7,9
18,1,9:02.0,Defensive rebound by P. George,,7,9
19,1,8:56.0,P. George makes 2-pt jump shot from 5 ft,,9,9
20,1,8:35.0,,H. Barnes misses 2-pt layup from 2 ft,9,9
21,1,8:32.0,Defensive rebound by R. Westbrook,,9,9
22,1,8:29.0,Personal foul by D. Smith (drawn by C. Anthony),,9,9
23,1,8:19.0,J. Huestis makes 3-pt jump shot from 23 ft (assist by P. George),,12,9
24,1,7:49.0,,D. Smith misses 3-pt jump shot from 25 ft,12,9
25,1,7:45.0,Defensive rebound by S. Adams,,12,9
26,1,7:45.0,,Violation by D. Smith (kicked ball),12,9
27,1,7:45.0,,N. Noel enters the game for D. Nowitzki,12,9
28,1,7:45.0,,Y. Ferrell enters the game for D. Powell,12,9
29,1,7:39.0,R. Westbrook makes 2-pt layup from 4 ft (assist by S. Adams),,14,9
30,1,7:18.0,,H. Barnes misses 3-pt jump shot from 23 ft,14,9
31,1,7:18.0,Defensive rebound by P. George,,14,9
32,1,7:08.0,P. George misses 2-pt layup from 3 ft,,14,9
33,1,7:06.0,,Defensive rebound by Y. Ferrell,14,9
34,1,7:04.0,,Turnover by Y. Ferrell (bad pass),14,9
35,1,6:47.0,C. Anthony misses 2-pt jump shot from 14 ft,,14,9
36,1,6:47.0,Offensive rebound by S. Adams,,14,9
37,1,6:46.0,,Dallas full timeout,14,9
38,1,6:30.0,Turnover by P. George (bad pass; steal by N. Noel),,14,9
39,1,6:16.0,,W. Matthews misses 2-pt jump shot from 7 ft,14,9
40,1,6:14.0,,Offensive rebound by N. Noel,14,9
41,1,6:12.0,,Turnover by N. Noel (lost ball; steal by P. George),14,9
42,1,6:07.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by P. George),,17,9
43,1,5:47.0,,Turnover by N. Noel (lost ball; steal by R. Westbrook),17,9
44,1,5:40.0,R. Westbrook makes 2-pt jump shot from 19 ft,,19,9
45,1,5:20.0,,Def 3 sec tech foul by C. Anthony,19,9
46,1,5:20.0,,H. Barnes makes technical free throw,19,10
47,1,5:11.0,,Y. Ferrell makes 2-pt jump shot from 14 ft (assist by D. Smith),19,12
48,1,4:53.0,T. Ferguson enters the game for J. Huestis,,19,12
49,1,4:45.0,R. Westbrook misses 2-pt hook shot from 4 ft,,19,12
50,1,4:43.0,,Defensive rebound by Y. Ferrell,19,12
51,1,4:32.0,,Turnover by N. Noel (bad pass; steal by T. Ferguson),19,12
52,1,4:26.0,R. Westbrook makes 2-pt jump shot from 6 ft (assist by P. George),,21,12
53,1,4:15.0,,D. Smith misses 2-pt jump shot from 13 ft,21,12
54,1,4:12.0,Defensive rebound by P. George,,21,12
55,1,4:08.0,C. Anthony misses 3-pt jump shot from 24 ft,,21,12
56,1,4:04.0,Offensive rebound by S. Adams,,21,12
57,1,3:56.0,Shooting foul by D. Smith (drawn by P. George),,21,12
58,1,3:56.0,P. George makes free throw 1 of 2,,22,12
59,1,3:56.0,,J. Barea enters the game for D. Smith,22,12
60,1,3:56.0,P. George makes free throw 2 of 2,,23,12
61,1,3:34.0,,N. Noel makes 2-pt hook shot from 7 ft (assist by J. Barea),23,14
62,1,3:21.0,R. Westbrook makes 2-pt jump shot from 10 ft,,25,14
63,1,3:01.0,,H. Barnes misses 2-pt jump shot from 21 ft,25,14
64,1,2:57.0,Defensive rebound by P. George,,25,14
65,1,2:49.0,P. George makes 3-pt jump shot from 29 ft (assist by T. Ferguson),,28,14
66,1,2:49.0,,Dallas full timeout,28,14
67,1,2:49.0,,D. Powell enters the game for N. Noel,28,14
68,1,2:49.0,,D. Nowitzki enters the game for H. Barnes,28,14
69,1,2:49.0,R. Felton enters the game for R. Westbrook,,28,14
70,1,2:49.0,J. Grant enters the game for S. Adams,,28,14
71,1,2:26.0,,D. Powell makes 2-pt dunk from 2 ft (assist by D. Nowitzki),28,16
72,1,2:03.0,Shooting foul by D. Nowitzki (drawn by J. Grant),,28,16
73,1,2:03.0,J. Grant makes free throw 1 of 2,,29,16
74,1,2:03.0,J. Grant makes free throw 2 of 2,,30,16
75,1,1:45.0,,D. Powell makes 2-pt dunk from 3 ft (assist by D. Nowitzki),30,18
76,1,1:45.0,,Shooting foul by C. Anthony (drawn by D. Powell),30,18
77,1,1:45.0,,D. Powell misses free throw 1 of 1,30,18
78,1,1:43.0,Defensive rebound by P. George,,30,18
79,1,1:28.0,C. Anthony misses 2-pt jump shot from 13 ft,,30,18
80,1,1:25.0,,Defensive rebound by J. Barea,30,18
81,1,1:16.0,,D. Powell misses 2-pt layup from 4 ft,30,18
82,1,1:13.0,Defensive rebound by C. Anthony,,30,18
83,1,1:02.0,C. Anthony misses 2-pt jump shot from 12 ft,,30,18
84,1,1:00.0,,Defensive rebound by D. Nowitzki,30,18
85,1,0:54.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by J. Barea),30,21
86,1,0:42.0,R. Felton makes 2-pt jump shot from 7 ft,,32,21
87,1,0:31.0,,J. Barea misses 3-pt jump shot from 25 ft,32,21
88,1,0:28.0,Defensive rebound by P. George,,32,21
89,1,0:23.0,Turnover by P. George (out of bounds lost ball),,32,21
90,1,0:23.0,P. Patterson enters the game for C. Anthony,,32,21
91,1,0:00.0,,W. Matthews misses 3-pt jump shot from 22 ft,32,21
92,1,0:00.0,,Offensive rebound by Team,32,21
93,2,11:52.0,,Personal foul by Á. Abrines (drawn by Y. Ferrell),32,21
94,2,11:38.0,,D. Powell makes 2-pt layup from 3 ft (assist by J. Barea),32,23
95,2,11:25.0,R. Felton misses 3-pt jump shot from 25 ft,,32,23
96,2,11:22.0,Offensive rebound by J. Grant,,32,23
97,2,11:12.0,Turnover by R. Felton (bad pass; steal by D. Nowitzki),,32,23
98,2,11:05.0,,Y. Ferrell misses 2-pt layup from 4 ft,32,23
99,2,11:02.0,Defensive rebound by J. Huestis,,32,23
100,2,10:53.0,P. Patterson misses 3-pt jump shot from 24 ft,,32,23
101,2,10:53.0,,Defensive rebound by D. Nowitzki,32,23
102,2,10:44.0,,D. Powell misses 2-pt dunk from 6 ft,32,23
103,2,10:39.0,Defensive rebound by R. Felton,,32,23
104,2,10:36.0,Á. Abrines makes 3-pt jump shot from 24 ft (assist by R. Felton),,35,23
105,2,10:15.0,,D. Powell makes 2-pt layup from 3 ft (assist by D. McDermott),35,25
106,2,10:15.0,Technical foul by J. Grant,,35,25
107,2,10:15.0,,D. Powell makes flagrant free throw 1 of 1,35,26
108,2,10:00.0,,Shooting foul by J. Grant (drawn by D. Powell),35,26
109,2,10:00.0,,D. Powell misses free throw 1 of 2,35,26
110,2,10:00.0,,Offensive rebound by Team,35,26
111,2,10:00.0,,D. Powell misses free throw 2 of 2,35,26
112,2,9:57.0,Defensive rebound by J. Huestis,,35,26
113,2,9:44.0,P. Patterson makes 2-pt hook shot from 8 ft (assist by Á. Abrines),,37,26
114,2,9:21.0,,D. Nowitzki makes 2-pt jump shot from 11 ft (assist by J. Barea),37,28
115,2,9:06.0,J. Grant misses 3-pt jump shot from 24 ft,,37,28
116,2,9:04.0,,Defensive rebound by J. Barea,37,28
117,2,8:56.0,,Turnover by J. Barea (bad pass; steal by P. Patterson),37,28
118,2,8:56.0,Personal take foul by D. Nowitzki (drawn by R. Felton),,37,28
119,2,8:56.0,R. Westbrook enters the game for R. Felton,,37,28
120,2,8:46.0,R. Westbrook makes 2-pt jump shot from 6 ft,,39,28
121,2,8:44.0,,Dallas full timeout,39,28
122,2,8:44.0,,D. Smith enters the game for Y. Ferrell,39,28
123,2,8:23.0,,D. Nowitzki misses 2-pt jump shot from 9 ft,39,28
124,2,8:20.0,Defensive rebound by J. Grant,,39,28
125,2,8:10.0,J. Huestis misses 3-pt jump shot from 26 ft,,39,28
126,2,8:10.0,,Defensive rebound by D. McDermott,39,28
127,2,7:57.0,,D. Nowitzki makes 2-pt jump shot from 11 ft (assist by J. Barea),39,30
128,2,7:44.0,J. Grant makes 2-pt layup from 4 ft (assist by R. Westbrook),,41,30
129,2,7:27.0,,Turnover by J. Barea (out of bounds lost ball),41,30
130,2,7:21.0,R. Westbrook misses 2-pt jump shot from 13 ft,,41,30
131,2,7:16.0,Offensive rebound by R. Westbrook,,41,30
132,2,7:12.0,R. Westbrook misses 2-pt jump shot from 5 ft,,41,30
133,2,7:09.0,,Defensive rebound by D. Powell,41,30
134,2,6:57.0,,D. Nowitzki misses 2-pt jump shot from 21 ft,41,30
135,2,6:54.0,Defensive rebound by R. Westbrook,,41,30
136,2,6:50.0,,Violation by D. Nowitzki (kicked ball),41,30
137,2,6:50.0,,H. Barnes enters the game for J. Barea,41,30
138,2,6:50.0,,N. Noel enters the game for D. Powell,41,30
139,2,6:50.0,,W. Matthews enters the game for D. Nowitzki,41,30
140,2,6:50.0,P. George enters the game for J. Huestis,,41,30
141,2,6:43.0,R. Westbrook misses 2-pt jump shot from 5 ft,,41,30
142,2,6:42.0,Offensive rebound by R. Westbrook,,41,30
143,2,6:42.0,Shooting foul by N. Noel (drawn by R. Westbrook),,41,30
144,2,6:42.0,R. Westbrook makes free throw 1 of 2,,42,30
145,2,6:42.0,S. Adams enters the game for J. Grant,,42,30
146,2,6:42.0,R. Westbrook makes free throw 2 of 2,,43,30
147,2,6:31.0,,D. Smith misses 3-pt jump shot from 25 ft,43,30
148,2,6:29.0,,Offensive rebound by Team,43,30
149,2,6:16.0,,W. Matthews misses 3-pt jump shot from 25 ft,43,30
150,2,6:13.0,Defensive rebound by P. George,,43,30
151,2,6:07.0,P. George misses 2-pt layup from 3 ft,,43,30
152,2,6:07.0,,Defensive rebound by Team,43,30
153,2,5:53.0,,D. Smith misses 2-pt layup from 6 ft (block by S. Adams),43,30
154,2,5:49.0,Defensive rebound by P. George,,43,30
155,2,5:46.0,R. Westbrook makes 2-pt jump shot from 18 ft,,45,30
156,2,5:27.0,,Turnover by W. Matthews (bad pass; steal by R. Westbrook),45,30
157,2,5:22.0,R. Westbrook misses 2-pt jump shot from 15 ft,,45,30
158,2,5:20.0,,Defensive rebound by N. Noel,45,30
159,2,5:10.0,,D. Smith misses 2-pt layup from 7 ft (block by R. Westbrook),45,30
160,2,5:06.0,,Offensive rebound by W. Matthews,45,30
161,2,5:01.0,,H. Barnes misses 2-pt hook shot from 7 ft,45,30
162,2,5:01.0,Defensive rebound by P. Patterson,,45,30
163,2,4:43.0,Offensive foul by S. Adams (drawn by N. Noel),,45,30
164,2,4:43.0,Turnover by S. Adams (offensive foul),,45,30
165,2,4:43.0,C. Anthony enters the game for P. Patterson,,45,30
166,2,4:28.0,,D. Smith makes 3-pt jump shot from 25 ft (assist by H. Barnes),45,33
167,2,4:26.0,Oklahoma City full timeout,,45,33
168,2,4:17.0,Turnover by P. George (lost ball; steal by D. Smith),,45,33
169,2,4:17.0,Loose ball foul by P. George (drawn by D. Smith),,45,33
170,2,3:57.0,,Turnover by H. Barnes (bad pass; steal by Á. Abrines),45,33
171,2,3:57.0,Personal take foul by D. McDermott (drawn by P. George),,45,33
172,2,3:39.0,R. Westbrook misses 2-pt jump shot from 14 ft,,45,33
173,2,3:39.0,Offensive rebound by S. Adams,,45,33
174,2,3:39.0,Personal foul by N. Noel (drawn by S. Adams),,45,33
175,2,3:27.0,R. Westbrook makes 2-pt jump shot from 11 ft,,47,33
176,2,3:08.0,,N. Noel misses 2-pt layup from 7 ft,47,33
177,2,3:04.0,Defensive rebound by C. Anthony,,47,33
178,2,3:01.0,Á. Abrines misses 3-pt jump shot from 24 ft,,47,33
179,2,3:01.0,,Defensive rebound by D. Smith,47,33
180,2,2:52.0,,D. Smith makes 2-pt layup from 3 ft,47,35
181,2,2:38.0,P. George misses 2-pt jump shot from 15 ft,,47,35
182,2,2:34.0,,Defensive rebound by W. Matthews,47,35
183,2,2:29.0,,D. Smith misses 3-pt jump shot from 26 ft,47,35
184,2,2:26.0,Defensive rebound by C. Anthony,,47,35
185,2,2:22.0,Turnover by R. Westbrook (lost ball; steal by H. Barnes),,47,35
186,2,2:14.0,,N. Noel misses 2-pt dunk from 2 ft,47,35
187,2,2:13.0,,Offensive rebound by H. Barnes,47,35
188,2,2:11.0,,H. Barnes makes 2-pt layup from 4 ft,47,37
189,2,2:11.0,Oklahoma City full timeout,,47,37
190,2,1:59.0,Á. Abrines misses 3-pt jump shot from 26 ft,,47,37
191,2,1:55.0,,Defensive rebound by W. Matthews,47,37
192,2,1:46.0,,D. Smith makes 2-pt layup from 4 ft,47,39
193,2,1:20.0,S. Adams makes 2-pt layup from 1 ft (assist by P. George),,49,39
194,2,1:09.0,,Personal foul by C. Anthony (drawn by H. Barnes),49,39
195,2,1:09.0,,H. Barnes makes free throw 1 of 2,49,40
196,2,1:09.0,,H. Barnes makes free throw 2 of 2,49,41
197,2,0:57.0,Shooting foul by N. Noel (drawn by R. Westbrook),,49,41
198,2,0:57.0,R. Westbrook makes free throw 1 of 2,,50,41
199,2,0:57.0,,D. Powell enters the game for N. Noel,50,41
200,2,0:57.0,R. Westbrook makes free throw 2 of 2,,51,41
201,2,0:44.0,,Personal foul by C. Anthony (drawn by H. Barnes),51,41
202,2,0:44.0,,H. Barnes makes free throw 1 of 2,51,42
203,2,0:44.0,J. Grant enters the game for C. Anthony,,51,42
204,2,0:44.0,,H. Barnes makes free throw 2 of 2,51,43
205,2,0:31.0,J. Grant makes 3-pt jump shot from 22 ft (assist by R. Westbrook),,54,43
206,2,0:24.0,,Turnover by W. Matthews (bad pass),54,43
207,2,0:24.0,,Y. Ferrell enters the game for D. McDermott,54,43
208,2,0:03.0,Turnover by R. Westbrook (bad pass),,54,43
209,3,11:44.0,,D. Powell makes 2-pt dunk from 2 ft (assist by H. Barnes),54,45
210,3,11:26.0,Turnover by R. Westbrook (bad pass; steal by D. Powell),,54,45
211,3,11:17.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Powell),54,48
212,3,10:55.0,J. Huestis makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,57,48
213,3,10:43.0,,H. Barnes makes 2-pt jump shot from 10 ft,57,50
214,3,10:31.0,P. George misses 2-pt jump shot from 19 ft,,57,50
215,3,10:28.0,,Defensive rebound by D. Nowitzki,57,50
216,3,10:23.0,,D. Nowitzki misses 3-pt jump shot from 28 ft,57,50
217,3,10:23.0,Defensive rebound by R. Westbrook,,57,50
218,3,10:01.0,P. George misses 3-pt jump shot from 28 ft,,57,50
219,3,9:58.0,Offensive rebound by S. Adams,,57,50
220,3,9:57.0,Turnover by S. Adams (turnover),,57,50
221,3,9:47.0,,D. Powell makes 2-pt dunk from 3 ft (assist by D. Smith),57,52
222,3,9:47.0,Oklahoma City full timeout,,57,52
223,3,9:29.0,P. George makes 2-pt jump shot from 3 ft,,59,52
224,3,9:15.0,,D. Smith misses 2-pt jump shot from 22 ft,59,52
225,3,9:12.0,Defensive rebound by J. Huestis,,59,52
226,3,9:03.0,Turnover by R. Westbrook (bad pass; steal by D. Powell),,59,52
227,3,8:56.0,,D. Smith misses 2-pt layup from 2 ft,59,52
228,3,8:53.0,Defensive rebound by C. Anthony,,59,52
229,3,8:44.0,Turnover by P. George (bad pass; steal by H. Barnes),,59,52
230,3,8:32.0,,H. Barnes makes 2-pt dunk from 2 ft (assist by D. Nowitzki),59,54
231,3,8:11.0,C. Anthony makes 2-pt layup from 3 ft,,61,54
232,3,7:50.0,,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by H. Barnes),61,56
233,3,7:33.0,C. Anthony misses 2-pt jump shot from 17 ft,,61,56
234,3,7:27.0,Offensive rebound by P. George,,61,56
235,3,7:19.0,C. Anthony makes 2-pt layup from 4 ft,,63,56
236,3,7:00.0,,D. Powell makes 2-pt layup from 4 ft (assist by H. Barnes),63,58
