,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CLEVELAND_ACTION,MINNESOTA_SCORE,CLEVELAND_SCORE
386,4,0:23.0,J. Butler misses 2-pt jump shot from 18 ft,,129,129
387,4,0:21.0,,Defensive rebound by L. James,129,129
388,4,0:21.0,,Cleveland full timeout,129,129
389,4,0:21.0,,I. Thomas enters the game for T. Thompson,129,129
390,4,0:21.0,,C. Frye enters the game for J. Green,129,129
391,4,0:21.0,,K. Korver enters the game for C. Osman,129,129
392,4,0:00.0,,L. James misses 3-pt jump shot from 25 ft,129,129
393,4,0:00.0,,Offensive rebound by Team,129,129
394,1OT,4:41.0,J. Butler makes 2-pt jump shot from 4 ft,,131,129
395,1OT,4:16.0,,L. James makes 2-pt layup from 1 ft,131,131
396,1OT,4:04.0,Personal foul by L. James (drawn by J. Teague),,131,131
397,1OT,4:04.0,,C. Osman enters the game for I. Thomas,131,131
398,1OT,3:50.0,J. Butler misses 2-pt jump shot from 21 ft,,131,131
399,1OT,3:47.0,,Defensive rebound by L. James,131,131
400,1OT,3:44.0,,C. Osman makes 2-pt layup at rim (assist by L. James),131,133
401,1OT,3:22.0,J. Butler makes 2-pt layup from 1 ft,,133,133
402,1OT,3:05.0,,J. Green misses 2-pt layup from 3 ft (block by T. Gibson),133,133
403,1OT,3:01.0,Defensive rebound by J. Teague,,133,133
404,1OT,2:59.0,J. Butler makes 3-pt jump shot from 24 ft,,136,133
405,1OT,2:31.0,,C. Osman misses 3-pt jump shot from 24 ft,136,133
406,1OT,2:27.0,Defensive rebound by K. Towns,,136,133
407,1OT,2:07.0,J. Butler misses 2-pt jump shot from 17 ft,,136,133
408,1OT,2:05.0,,Defensive rebound by J. Smith,136,133
409,1OT,1:57.0,,L. James makes 3-pt jump shot from 22 ft,136,136
410,1OT,1:43.0,A. Wiggins misses 3-pt jump shot from 23 ft,,136,136
411,1OT,1:40.0,,Defensive rebound by J. Green,136,136
412,1OT,1:34.0,,J. Smith misses 3-pt jump shot from 26 ft,136,136
413,1OT,1:34.0,,Offensive rebound by T. Thompson,136,136
414,1OT,1:32.0,,T. Thompson misses 2-pt layup at rim,136,136
415,1OT,1:32.0,Defensive rebound by J. Butler,,136,136
416,1OT,1:30.0,Personal foul by C. Osman (drawn by J. Butler),,136,136
417,1OT,1:30.0,Minnesota full timeout,,136,136
418,1OT,1:25.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by J. Teague),,138,136
419,1OT,1:25.0,,Cleveland full timeout,138,136
420,1OT,1:25.0,,K. Korver enters the game for T. Thompson,138,136
421,1OT,1:25.0,,I. Thomas enters the game for J. Green,138,136
422,1OT,1:25.0,,C. Frye enters the game for C. Osman,138,136
423,1OT,1:07.0,,J. Smith misses 3-pt jump shot from 23 ft,138,136
424,1OT,1:04.0,Defensive rebound by T. Gibson,,138,136
425,1OT,0:44.0,J. Butler misses 2-pt jump shot from 17 ft,,138,136
426,1OT,0:41.0,,Defensive rebound by I. Thomas,138,136
427,1OT,0:24.0,,L. James makes 2-pt layup at rim,138,138
428,1OT,0:24.0,Minnesota full timeout,,138,138
429,1OT,0:24.0,,T. Thompson enters the game for K. Korver,138,138
430,1OT,0:24.0,,C. Osman enters the game for I. Thomas,138,138
431,1OT,0:24.0,,J. Green enters the game for C. Frye,138,138
432,1OT,0:24.0,J. Crawford enters the game for T. Gibson,,138,138
433,1OT,0:01.0,J. Butler misses 2-pt jump shot from 4 ft (block by L. James),,138,138
434,1OT,0:01.0,,Defensive rebound by J. Smith,138,138
435,1OT,0:01.0,,Cleveland full timeout,138,138
436,1OT,0:01.0,,K. Korver enters the game for T. Thompson,138,138
437,1OT,0:01.0,,I. Thomas enters the game for C. Osman,138,138
438,1OT,0:01.0,T. Gibson enters the game for J. Crawford,,138,138
439,1OT,0:00.0,,L. James makes 2-pt jump shot from 17 ft (assist by J. Green),138,140
