,QUARTER,TIME_REMAINING,DALLAS_ACTION,GOLDEN STATE_ACTION,DALLAS_SCORE,GOLDEN STATE_SCORE
0,1,11:41.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by J. Bell),0,2
1,1,11:25.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by M. Kleber),,2,2
2,1,11:09.0,,Turnover by K. Thompson (bad pass; steal by Y. Ferrell),2,2
3,1,10:45.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),,5,2
4,1,10:32.0,,K. Durant misses 2-pt jump shot from 13 ft,5,2
5,1,10:27.0,Defensive rebound by D. Nowitzki,,5,2
6,1,10:23.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by M. Kleber),,8,2
7,1,10:09.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by J. Bell),8,4
8,1,9:59.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,8,4
9,1,9:54.0,,Defensive rebound by O. Casspi,8,4
10,1,9:48.0,Offensive charge foul by S. Livingston (drawn by Y. Ferrell),,8,4
11,1,9:48.0,,Turnover by S. Livingston (offensive foul),8,4
12,1,9:33.0,Y. Ferrell makes 2-pt layup from 1 ft (assist by W. Matthews),,10,4
13,1,9:19.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by J. Bell),10,6
14,1,8:52.0,W. Matthews makes 2-pt jump shot from 11 ft,,12,6
15,1,8:36.0,,K. Durant makes 2-pt jump shot from 9 ft,12,8
16,1,8:17.0,D. Nowitzki misses 2-pt jump shot from 12 ft,,12,8
17,1,8:11.0,,Defensive rebound by K. Durant,12,8
18,1,8:09.0,Offensive charge foul by J. Bell (drawn by M. Kleber),,12,8
19,1,8:09.0,,Turnover by J. Bell (offensive foul),12,8
20,1,7:54.0,H. Barnes misses 2-pt jump shot from 9 ft,,12,8
21,1,7:49.0,,Defensive rebound by K. Durant,12,8
22,1,7:40.0,,K. Durant misses 2-pt jump shot from 20 ft,12,8
23,1,7:35.0,Defensive rebound by D. Nowitzki,,12,8
24,1,7:22.0,W. Matthews makes 2-pt jump shot from 5 ft,,14,8
25,1,7:21.0,,Golden State full timeout,14,8
26,1,7:21.0,A. Cleveland enters the game for D. Nowitzki,,14,8
27,1,7:06.0,,S. Livingston makes 2-pt jump shot from 20 ft,14,10
28,1,6:53.0,Turnover by Y. Ferrell (bad pass; steal by J. Bell),,14,10
29,1,6:52.0,,Turnover by S. Livingston (bad pass),14,10
30,1,6:34.0,H. Barnes makes 2-pt jump shot from 9 ft,,16,10
31,1,6:15.0,,K. Durant misses 3-pt jump shot from 26 ft,16,10
32,1,6:13.0,,Offensive rebound by Team,16,10
33,1,6:10.0,,K. Thompson misses 2-pt jump shot from 7 ft,16,10
34,1,6:04.0,,Offensive rebound by O. Casspi,16,10
35,1,6:04.0,,O. Casspi makes 2-pt layup at rim,16,12
36,1,5:54.0,W. Matthews misses 3-pt jump shot from 27 ft,,16,12
37,1,5:51.0,,Defensive rebound by O. Casspi,16,12
38,1,5:41.0,,S. Livingston makes 2-pt jump shot from 10 ft,16,14
39,1,5:15.0,H. Barnes misses 3-pt jump shot from 26 ft,,16,14
40,1,5:11.0,,Defensive rebound by O. Casspi,16,14
41,1,4:59.0,,J. Bell makes 2-pt jump shot from 6 ft,16,16
42,1,4:57.0,Dallas full timeout,,16,16
43,1,4:57.0,,A. Iguodala enters the game for O. Casspi,16,16
44,1,4:57.0,,P. McCaw enters the game for S. Livingston,16,16
45,1,4:41.0,H. Barnes makes 2-pt jump shot from 20 ft,,18,16
46,1,4:16.0,,K. Thompson misses 2-pt jump shot from 12 ft,18,16
47,1,4:12.0,Defensive rebound by W. Matthews,,18,16
48,1,3:59.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,18,16
49,1,3:54.0,,Defensive rebound by K. Durant,18,16
50,1,3:50.0,,K. Durant makes 2-pt dunk from 1 ft,18,18
51,1,3:27.0,W. Matthews misses 3-pt jump shot from 25 ft,,18,18
52,1,3:24.0,,Defensive rebound by J. Bell,18,18
53,1,3:14.0,,Personal foul by A. Cleveland (drawn by K. Thompson),18,18
54,1,3:14.0,,Q. Cook enters the game for J. Bell,18,18
55,1,3:14.0,,K. Looney enters the game for K. Thompson,18,18
56,1,3:14.0,D. Harris enters the game for Y. Ferrell,,18,18
57,1,3:14.0,J. Barea enters the game for A. Cleveland,,18,18
58,1,3:07.0,,A. Iguodala misses 3-pt jump shot from 26 ft,18,18
59,1,3:05.0,,Offensive rebound by K. Looney,18,18
60,1,2:54.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by Q. Cook),18,21
61,1,2:36.0,J. Barea makes 3-pt jump shot from 22 ft,,21,21
62,1,2:26.0,,Personal foul by M. Kleber (drawn by K. Durant),21,21
63,1,2:26.0,D. Nowitzki enters the game for H. Barnes,,21,21
64,1,2:26.0,D. Powell enters the game for M. Kleber,,21,21
65,1,2:21.0,Offensive charge foul by Q. Cook (drawn by J. Barea),,21,21
66,1,2:21.0,,Turnover by Q. Cook (offensive foul),21,21
