,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MEMPHIS_ACTION,LA LAKERS_SCORE,MEMPHIS_SCORE
387,4,4:21.0,Shooting foul by D. Brooks (drawn by L. Ball),,84,82
388,4,4:21.0,L. Ball misses free throw 1 of 2,,84,82
389,4,4:21.0,Offensive rebound by Team,,84,82
390,4,4:21.0,L. Ball makes free throw 2 of 2,,85,82
391,4,4:07.0,,Personal foul by B. Lopez (drawn by M. Gasol),85,82
392,4,4:07.0,,M. Gasol makes free throw 1 of 2,85,83
393,4,4:07.0,LA Lakers full timeout,,85,83
394,4,4:07.0,,M. Gasol makes free throw 2 of 2,85,84
395,4,3:55.0,K. Kuzma makes 2-pt layup at rim,,87,84
396,4,3:55.0,Shooting foul by M. Gasol (drawn by K. Kuzma),,87,84
397,4,3:55.0,K. Kuzma makes free throw 1 of 1,,88,84
398,4,3:43.0,,Personal foul by L. Ball (drawn by A. Harrison),88,84
399,4,3:43.0,,A. Harrison misses free throw 1 of 2,88,84
400,4,3:43.0,,Offensive rebound by Team,88,84
401,4,3:43.0,,A. Harrison makes free throw 2 of 2,88,85
402,4,3:26.0,J. Randle makes 2-pt layup from 1 ft (assist by K. Kuzma),,90,85
403,4,3:15.0,,A. Harrison makes 2-pt jump shot from 14 ft,90,87
404,4,2:56.0,B. Lopez misses 3-pt jump shot from 25 ft,,90,87
405,4,2:52.0,,Defensive rebound by J. Green,90,87
406,4,2:37.0,,J. Martin misses 3-pt jump shot from 23 ft,90,87
407,4,2:35.0,,Offensive rebound by M. Gasol,90,87
408,4,2:19.0,,J. Martin makes 2-pt layup from 1 ft,90,89
409,4,1:57.0,J. Randle makes 2-pt layup at rim (assist by L. Ball),,92,89
410,4,1:41.0,,M. Gasol misses 3-pt jump shot from 26 ft,92,89
411,4,1:36.0,Defensive rebound by J. Randle,,92,89
412,4,1:16.0,J. Randle misses 2-pt jump shot from 2 ft,,92,89
413,4,1:15.0,,Defensive rebound by M. Gasol,92,89
414,4,1:05.0,,A. Harrison misses 2-pt layup from 1 ft,92,89
415,4,1:02.0,Defensive rebound by B. Lopez,,92,89
416,4,0:57.0,LA Lakers full timeout,,92,89
417,4,0:57.0,,Technical foul by A. Harrison,92,89
418,4,0:57.0,K. Caldwell-Pope makes technical free throw,,93,89
419,4,0:45.0,K. Kuzma makes 3-pt jump shot from 26 ft,,96,89
420,4,0:44.0,,Memphis full timeout,96,89
421,4,0:39.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by A. Harrison),96,92
422,4,0:36.0,Personal take foul by A. Harrison (drawn by L. Ball),,96,92
423,4,0:36.0,L. Ball misses free throw 1 of 2,,96,92
424,4,0:36.0,Offensive rebound by Team,,96,92
425,4,0:36.0,L. Ball misses free throw 2 of 2,,96,92
426,4,0:34.0,,Defensive rebound by J. Martin,96,92
427,4,0:22.0,,D. Brooks misses 3-pt jump shot from 25 ft,96,92
428,4,0:20.0,Defensive rebound by J. Randle,,96,92
429,4,0:20.0,Personal foul by J. Green (drawn by J. Randle),,96,92
430,4,0:20.0,J. Randle makes free throw 1 of 2,,97,92
431,4,0:20.0,J. Randle makes free throw 2 of 2,,98,92
432,4,0:20.0,,Memphis full timeout,98,92
433,4,0:16.0,,Personal foul by J. Randle (drawn by M. Gasol),98,92
434,4,0:16.0,,M. Gasol misses free throw 1 of 2,98,92
435,4,0:16.0,,Offensive rebound by Team,98,92
436,4,0:16.0,,M. Gasol makes free throw 2 of 2,98,93
437,4,0:15.0,Personal take foul by J. Green (drawn by K. Kuzma),,98,93
438,4,0:15.0,,W. Selden enters the game for J. Green,98,93
439,4,0:15.0,K. Kuzma makes free throw 1 of 2,,99,93
440,4,0:15.0,K. Kuzma makes free throw 2 of 2,,100,93
441,4,0:10.0,,D. Brooks misses 3-pt jump shot from 27 ft,100,93
442,4,0:04.0,,Offensive rebound by J. Martin,100,93
443,4,0:03.0,,A. Harrison misses 3-pt jump shot from 22 ft,100,93
444,4,0:01.0,Defensive rebound by K. Caldwell-Pope,,100,93
