,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA CLIPPERS_ACTION,TORONTO_SCORE,LA CLIPPERS_SCORE
380,4,8:03.0,Defensive rebound by J. Valančiūnas,,77,74
381,4,7:46.0,D. DeRozan misses 2-pt jump shot from 21 ft,,77,74
382,4,7:43.0,Offensive rebound by J. Valančiūnas,,77,74
383,4,7:41.0,J. Valančiūnas makes 2-pt layup from 1 ft,,79,74
384,4,7:35.0,,M. Harrell misses 2-pt jump shot from 9 ft,79,74
385,4,7:32.0,Defensive rebound by J. Valančiūnas,,79,74
386,4,7:30.0,Turnover by K. Lowry (step out of bounds),,79,74
387,4,7:30.0,,A. Rivers enters the game for S. Thornwell,79,74
388,4,7:30.0,,D. Jordan enters the game for M. Harrell,79,74
389,4,7:30.0,S. Ibaka enters the game for P. Siakam,,79,74
390,4,7:09.0,,Turnover by L. Williams (bad pass; steal by D. DeRozan),79,74
391,4,6:53.0,Turnover by D. DeRozan (bad pass; steal by C. Williams),,79,74
392,4,6:34.0,,L. Williams misses 3-pt jump shot from 27 ft,79,74
393,4,6:31.0,Defensive rebound by S. Ibaka,,79,74
394,4,6:29.0,Personal foul by C. Williams (drawn by K. Lowry),,79,74
395,4,6:29.0,,S. Dekker enters the game for J. Evans,79,74
396,4,6:29.0,,M. Teodosić enters the game for C. Williams,79,74
397,4,6:13.0,J. Valančiūnas makes 2-pt hook shot from 8 ft,,81,74
398,4,5:50.0,,M. Teodosić makes 3-pt jump shot from 25 ft (assist by L. Williams),81,77
399,4,5:38.0,Shooting foul by D. Jordan (drawn by K. Lowry),,81,77
400,4,5:38.0,K. Lowry makes free throw 1 of 2,,82,77
401,4,5:38.0,K. Lowry misses free throw 2 of 2,,82,77
402,4,5:35.0,,Defensive rebound by D. Jordan,82,77
403,4,5:16.0,,A. Rivers makes 3-pt jump shot from 26 ft,82,80
404,4,4:55.0,K. Lowry misses 3-pt jump shot from 26 ft,,82,80
405,4,4:53.0,,Defensive rebound by L. Williams,82,80
406,4,4:37.0,,Shooting foul by S. Ibaka (drawn by S. Dekker),82,80
407,4,4:37.0,,S. Dekker makes free throw 1 of 2,82,81
408,4,4:37.0,,S. Dekker makes free throw 2 of 2,82,82
409,4,4:22.0,D. DeRozan misses 2-pt jump shot from 13 ft,,82,82
410,4,4:20.0,,Defensive rebound by M. Teodosić,82,82
411,4,4:07.0,,M. Teodosić misses 3-pt jump shot from 26 ft,82,82
412,4,4:05.0,Defensive rebound by J. Valančiūnas,,82,82
413,4,4:00.0,K. Lowry makes 2-pt layup from 1 ft,,84,82
414,4,3:39.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by S. Dekker),84,84
415,4,3:38.0,Toronto full timeout,,84,84
416,4,3:38.0,O. Anunoby enters the game for J. Valančiūnas,,84,84
417,4,3:35.0,Turnover by K. Lowry (bad pass),,84,84
418,4,3:22.0,,A. Rivers makes 2-pt layup from 1 ft,84,86
419,4,3:02.0,S. Ibaka misses 3-pt jump shot from 24 ft,,84,86
420,4,2:59.0,,Defensive rebound by S. Dekker,84,86
421,4,2:46.0,,M. Teodosić misses 3-pt jump shot from 26 ft,84,86
422,4,2:42.0,Defensive rebound by F. VanVleet,,84,86
423,4,2:26.0,D. DeRozan misses 2-pt jump shot from 19 ft,,84,86
424,4,2:26.0,,Defensive rebound by Team,84,86
425,4,2:10.0,,A. Rivers misses 3-pt jump shot from 27 ft,84,86
426,4,2:07.0,Defensive rebound by S. Ibaka,,84,86
427,4,2:02.0,S. Ibaka misses 2-pt jump shot from 17 ft,,84,86
428,4,1:58.0,,Defensive rebound by D. Jordan,84,86
429,4,1:47.0,,Personal take foul by S. Ibaka (drawn by D. Jordan),84,86
430,4,1:34.0,,S. Dekker misses 3-pt jump shot from 25 ft,84,86
431,4,1:32.0,Defensive rebound by D. DeRozan,,84,86
432,4,1:22.0,S. Ibaka misses 2-pt jump shot from 16 ft,,84,86
433,4,1:10.0,,Defensive rebound by L. Williams,84,86
434,4,0:59.0,,L. Williams misses 2-pt jump shot from 9 ft,84,86
435,4,0:59.0,,Offensive rebound by D. Jordan,84,86
436,4,0:59.0,,D. Jordan makes 2-pt layup at rim,84,88
437,4,0:59.0,Toronto full timeout,,84,88
438,4,0:59.0,C. Miles enters the game for O. Anunoby,,84,88
439,4,0:53.0,K. Lowry makes 2-pt layup from 2 ft,,86,88
440,4,0:53.0,Shooting foul by L. Williams (drawn by K. Lowry),,86,88
441,4,0:53.0,J. Valančiūnas enters the game for C. Miles,,86,88
442,4,0:53.0,K. Lowry makes free throw 1 of 1,,87,88
443,4,0:40.0,,M. Teodosić makes 3-pt jump shot from 26 ft (assist by D. Jordan),87,91
444,4,0:40.0,Toronto full timeout,,87,91
445,4,0:40.0,,C. Williams enters the game for M. Teodosić,87,91
446,4,0:40.0,,S. Thornwell enters the game for L. Williams,87,91
447,4,0:40.0,C. Miles enters the game for J. Valančiūnas,,87,91
448,4,0:35.0,Shooting foul by D. Jordan (drawn by K. Lowry),,87,91
449,4,0:35.0,K. Lowry misses free throw 1 of 2,,87,91
450,4,0:35.0,Offensive rebound by Team,,87,91
451,4,0:35.0,,M. Harrell enters the game for S. Thornwell,87,91
452,4,0:35.0,O. Anunoby enters the game for C. Miles,,87,91
453,4,0:35.0,K. Lowry makes free throw 2 of 2,,88,91
454,4,0:35.0,,LA Clippers full timeout,88,91
455,4,0:35.0,,L. Williams enters the game for C. Williams,88,91
456,4,0:35.0,,M. Teodosić enters the game for M. Harrell,88,91
457,4,0:17.0,,Shooting foul by F. VanVleet (drawn by L. Williams),88,91
458,4,0:17.0,,L. Williams makes free throw 1 of 2,88,92
459,4,0:17.0,,S. Thornwell enters the game for S. Dekker,88,92
460,4,0:17.0,,C. Williams enters the game for M. Teodosić,88,92
461,4,0:17.0,C. Miles enters the game for O. Anunoby,,88,92
462,4,0:17.0,,L. Williams makes free throw 2 of 2,88,93
463,4,0:09.0,C. Miles makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,91,93
464,4,0:09.0,,LA Clippers full timeout,91,93
465,4,0:09.0,,S. Dekker enters the game for S. Thornwell,91,93
466,4,0:09.0,,M. Teodosić enters the game for C. Williams,91,93
467,4,0:09.0,O. Anunoby enters the game for C. Miles,,91,93
468,4,0:07.0,,Personal take foul by O. Anunoby (drawn by S. Dekker),91,93
469,4,0:07.0,,S. Dekker makes free throw 1 of 2,91,94
470,4,0:07.0,,C. Williams enters the game for L. Williams,91,94
471,4,0:07.0,,S. Thornwell enters the game for M. Teodosić,91,94
472,4,0:07.0,C. Miles enters the game for O. Anunoby,,91,94
473,4,0:07.0,,S. Dekker misses free throw 2 of 2,91,94
474,4,0:03.0,,Offensive rebound by D. Jordan,91,94
475,4,0:03.0,,Personal take foul by F. VanVleet (drawn by C. Williams),91,94
476,4,0:03.0,,C. Williams makes free throw 1 of 2,91,95
477,4,0:03.0,,C. Williams makes free throw 2 of 2,91,96
478,4,0:02.0,Turnover by C. Miles (bad pass),,91,96
