,QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW ORLEANS_ACTION,DETROIT_SCORE,NEW ORLEANS_SCORE
39,1,7:16.0,,R. Rondo makes 2-pt layup from 1 ft,11,16
40,1,7:10.0,Detroit full timeout,,11,16
41,1,7:03.0,T. Harris misses 3-pt jump shot from 24 ft,,11,16
42,1,7:00.0,,Defensive rebound by E. Moore,11,16
43,1,6:55.0,,A. Davis makes 2-pt hook shot from 6 ft (assist by R. Rondo),11,18
44,1,6:34.0,T. Harris makes 2-pt jump shot from 7 ft,,13,18
45,1,6:22.0,,R. Rondo makes 2-pt layup from 1 ft (assist by D. Cousins),13,20
46,1,6:00.0,A. Bradley misses 3-pt jump shot from 24 ft,,13,20
47,1,5:57.0,,Defensive rebound by R. Rondo,13,20
48,1,5:45.0,,Personal foul by I. Smith (drawn by R. Rondo),13,20
49,1,5:45.0,A. Tolliver enters the game for R. Bullock,,13,20
50,1,5:45.0,D. Buycks enters the game for I. Smith,,13,20
51,1,5:43.0,,A. Davis makes 2-pt layup from 2 ft (assist by R. Rondo),13,22
52,1,5:28.0,A. Bradley makes 2-pt layup from 2 ft,,15,22
53,1,5:18.0,,E. Moore makes 2-pt layup from 1 ft (assist by R. Rondo),15,24
54,1,5:04.0,Turnover by A. Bradley (bad pass; steal by J. Holiday),,15,24
55,1,5:03.0,,Personal foul by A. Bradley (drawn by A. Davis),15,24
56,1,4:57.0,,E. Moore makes 2-pt jump shot from 17 ft (assist by D. Cousins),15,26
57,1,4:47.0,Detroit full timeout,,15,26
58,1,4:35.0,T. Harris makes 3-pt jump shot from 24 ft (assist by A. Bradley),,18,26
59,1,4:19.0,,E. Moore misses 3-pt jump shot from 25 ft,18,26
60,1,4:17.0,Defensive rebound by D. Buycks,,18,26
61,1,4:09.0,A. Bradley misses 2-pt jump shot from 20 ft,,18,26
62,1,4:05.0,,Defensive rebound by R. Rondo,18,26
63,1,4:00.0,,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),18,28
64,1,3:38.0,D. Buycks misses 3-pt jump shot from 24 ft,,18,28
65,1,3:35.0,,Defensive rebound by J. Holiday,18,28
66,1,3:25.0,Offensive charge foul by R. Rondo (drawn by A. Tolliver),,18,28
67,1,3:25.0,,Turnover by R. Rondo (offensive foul),18,28
68,1,3:25.0,,D. Miller enters the game for A. Davis,18,28
69,1,3:25.0,,D. Cunningham enters the game for E. Moore,18,28
70,1,3:25.0,R. Bullock enters the game for A. Bradley,,18,28
71,1,3:07.0,Away from play foul by D. Cousins (drawn by A. Drummond),,18,28
72,1,2:59.0,D. Buycks misses 2-pt layup from 3 ft (block by D. Cunningham),,18,28
73,1,2:59.0,Offensive rebound by Team,,18,28
74,1,2:55.0,D. Buycks misses 2-pt jump shot from 19 ft,,18,28
75,1,2:51.0,,Defensive rebound by D. Cousins,18,28
76,1,2:42.0,Offensive charge foul by D. Cousins (drawn by D. Buycks),,18,28
77,1,2:42.0,,Turnover by D. Cousins (offensive foul),18,28
78,1,2:42.0,,A. Davis enters the game for D. Cousins,18,28
79,1,2:25.0,Shooting foul by D. Miller (drawn by T. Harris),,18,28
80,1,2:25.0,T. Harris makes free throw 1 of 2,,19,28
81,1,2:25.0,T. Harris makes free throw 2 of 2,,20,28
82,1,2:14.0,,Shooting foul by A. Tolliver (drawn by A. Davis),20,28
83,1,2:14.0,,A. Davis makes free throw 1 of 2,20,29
84,1,2:14.0,,J. Nelson enters the game for R. Rondo,20,29
85,1,2:14.0,,A. Davis makes free throw 2 of 2,20,30
86,1,2:04.0,D. Buycks makes 2-pt layup from 1 ft,,22,30
87,1,1:51.0,,Turnover by J. Holiday (lost ball; steal by A. Drummond),22,30
88,1,1:40.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by T. Harris),,25,30
89,1,1:23.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by D. Miller),25,33
90,1,1:05.0,Shooting foul by D. Miller (drawn by T. Harris),,25,33
91,1,1:05.0,T. Harris makes free throw 1 of 2,,26,33
92,1,1:05.0,T. Harris makes free throw 2 of 2,,27,33
93,1,0:55.0,,J. Nelson makes 3-pt jump shot from 26 ft (assist by D. Miller),27,36
94,1,0:50.0,R. Bullock makes 3-pt jump shot from 22 ft (assist by D. Buycks),,30,36
95,1,0:43.0,,J. Nelson misses 3-pt jump shot from 25 ft,30,36
96,1,0:40.0,Defensive rebound by T. Harris,,30,36
97,1,0:33.0,A. Drummond makes 2-pt hook shot from 10 ft,,32,36
98,1,0:20.0,,Shooting foul by A. Drummond (drawn by J. Holiday),32,36
99,1,0:20.0,,J. Holiday misses free throw 1 of 2,32,36
100,1,0:20.0,,Offensive rebound by Team,32,36
101,1,0:20.0,,J. Holiday makes free throw 2 of 2,32,37
102,1,0:00.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Bullock),,34,37
103,2,12:00.0,,D. Miller makes technical free throw,34,38
104,2,11:49.0,,D. Miller misses 3-pt jump shot from 25 ft,34,38
105,2,11:45.0,,Offensive rebound by D. Cousins,34,38
106,2,11:37.0,,Turnover by D. Cousins (bad pass; steal by L. Kennard),34,38
107,2,11:28.0,D. Buycks makes 2-pt layup from 2 ft,,36,38
108,2,11:15.0,,D. Miller misses 3-pt jump shot from 25 ft,36,38
109,2,11:09.0,Defensive rebound by R. Bullock,,36,38
110,2,10:50.0,D. Buycks misses 3-pt jump shot from 25 ft,,36,38
111,2,10:50.0,,Defensive rebound by Team,36,38
112,2,10:31.0,,D. Cousins misses 2-pt jump shot from 8 ft,36,38
113,2,10:28.0,Defensive rebound by E. Moreland,,36,38
114,2,10:23.0,D. Buycks makes 2-pt layup from 1 ft,,38,38
115,2,10:16.0,,E. Moore makes 2-pt jump shot from 9 ft (assist by J. Nelson),38,40
116,2,9:56.0,Shooting block foul by D. Miller (drawn by D. Buycks),,38,40
117,2,9:56.0,D. Buycks makes free throw 1 of 2,,39,40
118,2,9:56.0,,J. Holiday enters the game for D. Miller,39,40
119,2,9:56.0,D. Buycks makes free throw 2 of 2,,40,40
120,2,9:43.0,,D. Cunningham misses 2-pt layup from 2 ft,40,40
121,2,9:43.0,Defensive rebound by E. Moreland,,40,40
122,2,9:34.0,R. Bullock misses 3-pt jump shot from 26 ft,,40,40
123,2,9:34.0,,Defensive rebound by D. Cousins,40,40
124,2,9:24.0,,Shooting block foul by E. Moreland (drawn by D. Cunningham),40,40
125,2,9:24.0,,D. Cunningham misses free throw 2 of 2,40,40
126,2,9:24.0,,Offensive rebound by J. Nelson,40,40
127,2,9:24.0,,D. Cunningham misses free throw 1 of 2,40,40
128,2,9:24.0,,Offensive rebound by Team,40,40
129,2,9:24.0,L. Kennard makes technical free throw,,41,40
130,2,9:24.0,,Technical foul by D. Cousins,41,40
131,2,9:24.0,L. Kennard makes technical free throw,,42,40
132,2,9:24.0,I. Smith enters the game for D. Buycks,,42,40
133,2,9:16.0,,J. Holiday misses 2-pt layup from 5 ft,42,40
134,2,9:13.0,,Offensive rebound by J. Nelson,42,40
135,2,9:11.0,,Turnover by J. Holiday (traveling),42,40
136,2,8:52.0,L. Kennard makes 2-pt jump shot from 17 ft,,44,40
137,2,8:41.0,A. Bradley enters the game for R. Bullock,,44,40
138,2,8:40.0,,E. Moore misses 2-pt layup from 2 ft,44,40
139,2,8:40.0,Defensive rebound by Team,,44,40
140,2,8:19.0,A. Bradley makes 2-pt layup from 2 ft,,46,40
141,2,8:10.0,,Personal foul by E. Moreland (drawn by D. Cousins),46,40
142,2,8:10.0,,A. Davis enters the game for D. Cunningham,46,40
143,2,8:05.0,,Turnover by D. Cousins (traveling),46,40
144,2,7:52.0,A. Bradley misses 2-pt jump shot from 21 ft,,46,40
145,2,7:49.0,,Defensive rebound by A. Davis,46,40
146,2,7:42.0,,D. Cousins misses 3-pt jump shot from 25 ft,46,40
147,2,7:37.0,Defensive rebound by A. Tolliver,,46,40
148,2,7:32.0,A. Tolliver misses 3-pt jump shot from 26 ft,,46,40
149,2,7:32.0,,Defensive rebound by Team,46,40
150,2,7:16.0,,D. Cousins makes 2-pt dunk from 1 ft (assist by J. Nelson),46,42
151,2,7:02.0,I. Smith misses 2-pt jump shot from 13 ft,,46,42
152,2,7:02.0,,Defensive rebound by A. Davis,46,42
153,2,6:53.0,,J. Holiday misses 2-pt layup from 1 ft (block by E. Moreland),46,42
154,2,6:53.0,,Offensive rebound by A. Davis,46,42
155,2,6:53.0,Loose ball foul by A. Tolliver (drawn by A. Davis),,46,42
156,2,6:53.0,,New Orleans full timeout,46,42
157,2,6:53.0,,R. Rondo enters the game for J. Nelson,46,42
158,2,6:53.0,A. Drummond enters the game for E. Moreland,,46,42
159,2,6:37.0,,J. Holiday misses 2-pt dunk from 2 ft (block by A. Drummond),46,42
160,2,6:29.0,Defensive rebound by L. Kennard,,46,42
161,2,6:28.0,A. Drummond misses 2-pt layup from 1 ft (block by A. Davis),,46,42
162,2,6:28.0,,Defensive rebound by A. Davis,46,42
163,2,6:16.0,,E. Moore makes 2-pt jump shot from 5 ft,46,44
164,2,6:01.0,L. Kennard makes 2-pt jump shot from 12 ft,,48,44
165,2,5:53.0,,R. Rondo misses 2-pt layup from 1 ft,48,44
166,2,5:53.0,Defensive rebound by A. Drummond,,48,44
167,2,5:37.0,A. Tolliver misses 3-pt jump shot from 25 ft,,48,44
168,2,5:34.0,,Defensive rebound by J. Holiday,48,44
169,2,5:28.0,,Turnover by E. Moore (traveling),48,44
170,2,5:28.0,T. Harris enters the game for L. Kennard,,48,44
171,2,5:15.0,Turnover by A. Tolliver (bad pass; steal by E. Moore),,48,44
172,2,5:11.0,,E. Moore makes 2-pt layup at rim,48,46
173,2,5:00.0,Turnover by I. Smith (bad pass; steal by R. Rondo),,48,46
174,2,4:58.0,,R. Rondo misses 2-pt layup at rim,48,46
175,2,4:58.0,,Offensive rebound by A. Davis,48,46
176,2,4:57.0,,A. Davis misses 2-pt layup from 2 ft,48,46
177,2,4:57.0,,Offensive rebound by E. Moore,48,46
178,2,4:56.0,,E. Moore makes 2-pt layup from 1 ft,48,48
179,2,4:32.0,A. Drummond misses 2-pt layup from 2 ft,,48,48
180,2,4:32.0,Offensive rebound by A. Drummond,,48,48
181,2,4:27.0,A. Drummond makes 2-pt layup at rim,,50,48
182,2,4:22.0,,J. Holiday makes 2-pt hook shot from 3 ft (assist by R. Rondo),50,50
183,2,4:13.0,Detroit full timeout,,50,50
184,2,4:13.0,,D. Cunningham enters the game for D. Cousins,50,50
185,2,3:57.0,A. Bradley misses 2-pt jump shot from 19 ft,,50,50
186,2,3:53.0,,Defensive rebound by D. Cunningham,50,50
187,2,3:38.0,,R. Rondo makes 2-pt jump shot from 20 ft,50,52
188,2,3:24.0,Turnover by A. Bradley (bad pass),,50,52
189,2,3:09.0,,D. Cunningham misses 3-pt jump shot from 24 ft,50,52
190,2,3:04.0,Defensive rebound by I. Smith,,50,52
191,2,2:55.0,A. Drummond makes 2-pt layup from 2 ft (assist by A. Bradley),,52,52
192,2,2:40.0,,A. Davis makes 3-pt jump shot from 22 ft (assist by R. Rondo),52,55
193,2,2:20.0,T. Harris misses 2-pt layup from 6 ft,,52,55
194,2,2:14.0,Offensive rebound by T. Harris,,52,55
195,2,2:14.0,T. Harris misses 2-pt layup at rim,,52,55
196,2,2:11.0,,Defensive rebound by A. Davis,52,55
197,2,2:10.0,,Turnover by J. Holiday (bad pass),52,55
198,2,2:10.0,R. Bullock enters the game for A. Tolliver,,52,55
199,2,2:00.0,T. Harris misses 2-pt jump shot from 15 ft,,52,55
200,2,1:57.0,Offensive rebound by I. Smith,,52,55
201,2,1:54.0,I. Smith makes 2-pt jump shot from 15 ft,,54,55
202,2,1:36.0,,A. Davis makes 2-pt dunk from 1 ft (assist by D. Cunningham),54,57
203,2,1:20.0,R. Bullock misses 3-pt jump shot from 23 ft,,54,57
204,2,1:18.0,,Defensive rebound by A. Davis,54,57
205,2,1:07.0,,J. Holiday misses 3-pt jump shot from 24 ft,54,57
206,2,1:04.0,Defensive rebound by I. Smith,,54,57
207,2,1:00.0,I. Smith misses 2-pt layup from 2 ft (block by J. Holiday),,54,57
208,2,0:57.0,Offensive rebound by A. Bradley,,54,57
209,2,0:57.0,I. Smith makes 2-pt jump shot from 18 ft (assist by A. Bradley),,56,57
210,2,0:43.0,,R. Rondo makes 2-pt layup from 1 ft,56,59
211,2,0:26.0,Turnover by A. Drummond (bad pass),,56,59
212,2,0:26.0,D. Buycks enters the game for I. Smith,,56,59
213,2,0:26.0,,D. Cousins enters the game for D. Cunningham,56,59
214,2,0:26.0,A. Tolliver enters the game for T. Harris,,56,59
215,2,0:04.0,,J. Holiday misses 2-pt jump shot from 6 ft,56,59
216,2,0:00.0,Defensive rebound by A. Tolliver,,56,59
217,2,0:00.0,D. Buycks misses 3-pt jump shot from 29 ft,,56,59
218,2,0:00.0,Offensive rebound by Team,,56,59
219,3,11:48.0,,A. Davis makes 2-pt dunk at rim (assist by E. Moore),56,61
220,3,11:33.0,T. Harris misses 2-pt jump shot from 19 ft,,56,61
221,3,11:30.0,,Defensive rebound by A. Davis,56,61
222,3,11:19.0,,J. Holiday misses 2-pt layup from 1 ft,56,61
223,3,11:16.0,Defensive rebound by A. Bradley,,56,61
224,3,11:02.0,I. Smith makes 2-pt layup at rim (assist by A. Drummond),,58,61
225,3,10:49.0,,Shooting foul by A. Drummond (drawn by D. Cousins),58,61
226,3,10:49.0,,D. Cousins makes free throw 1 of 2,58,62
227,3,10:49.0,,D. Cousins makes free throw 2 of 2,58,63
228,3,10:28.0,A. Tolliver makes 2-pt layup from 1 ft,,60,63
229,3,10:13.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by R. Rondo),60,66
230,3,9:54.0,A. Bradley misses 2-pt jump shot from 18 ft,,60,66
231,3,9:51.0,,Defensive rebound by D. Cousins,60,66
232,3,9:45.0,,E. Moore makes 2-pt layup from 1 ft (assist by R. Rondo),60,68
233,3,9:45.0,Detroit full timeout,,60,68
234,3,9:29.0,A. Tolliver misses 3-pt jump shot from 25 ft,,60,68
235,3,9:24.0,,Defensive rebound by A. Davis,60,68
236,3,9:13.0,,E. Moore makes 2-pt jump shot from 1 ft,60,70
237,3,8:59.0,A. Bradley makes 2-pt layup from 2 ft (assist by A. Drummond),,62,70
238,3,8:49.0,,J. Holiday makes 2-pt layup from 2 ft (assist by R. Rondo),62,72
239,3,8:33.0,A. Bradley misses 2-pt layup from 3 ft (block by J. Holiday),,62,72
240,3,8:30.0,Offensive rebound by A. Drummond,,62,72
241,3,8:30.0,A. Drummond misses 2-pt layup from 2 ft,,62,72
242,3,8:30.0,,Defensive rebound by Team,62,72
243,3,8:10.0,,D. Cousins misses 2-pt jump shot from 4 ft,62,72
244,3,8:06.0,Defensive rebound by A. Drummond,,62,72
245,3,8:00.0,A. Drummond misses 2-pt jump shot from 6 ft,,62,72
246,3,8:00.0,,Defensive rebound by D. Cousins,62,72
247,3,7:53.0,,Shooting foul by A. Tolliver (drawn by A. Davis),62,72
248,3,7:53.0,,A. Davis makes free throw 1 of 2,62,73
249,3,7:53.0,,A. Davis makes free throw 2 of 2,62,74
250,3,7:39.0,I. Smith misses 2-pt layup from 1 ft,,62,74
251,3,7:36.0,Offensive rebound by A. Tolliver,,62,74
252,3,7:33.0,I. Smith misses 3-pt jump shot from 22 ft,,62,74
253,3,7:33.0,,Defensive rebound by Team,62,74
254,3,7:33.0,Loose ball foul by A. Tolliver (drawn by A. Davis),,62,74
255,3,7:18.0,,A. Davis makes 2-pt jump shot from 16 ft (assist by E. Moore),62,76
256,3,6:52.0,T. Harris makes 2-pt jump shot from 11 ft (assist by I. Smith),,64,76
257,3,6:34.0,,Turnover by D. Cousins (lost ball; steal by A. Bradley),64,76
258,3,6:27.0,A. Drummond misses 2-pt layup from 1 ft,,64,76
259,3,6:24.0,,Defensive rebound by E. Moore,64,76
260,3,6:23.0,,A. Davis makes 2-pt dunk from 1 ft (assist by D. Cousins),64,78
261,3,6:06.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by I. Smith),,67,78
262,3,5:41.0,,A. Davis makes 2-pt jump shot from 9 ft,67,80
263,3,5:28.0,I. Smith makes 2-pt jump shot from 17 ft,,69,80
264,3,5:03.0,Offensive charge foul by J. Holiday (drawn by A. Bradley),,69,80
265,3,5:03.0,,Turnover by J. Holiday (offensive foul),69,80
266,3,5:03.0,,D. Miller enters the game for J. Holiday,69,80
267,3,4:52.0,A. Bradley makes 2-pt jump shot from 16 ft,,71,80
268,3,4:44.0,,Shooting foul by A. Bradley (drawn by A. Davis),71,80
269,3,4:44.0,,A. Davis misses free throw 1 of 2,71,80
270,3,4:44.0,,Offensive rebound by Team,71,80
271,3,4:44.0,,A. Davis makes free throw 2 of 2,71,81
272,3,4:41.0,Personal take foul by A. Davis (drawn by A. Tolliver),,71,81
273,3,4:41.0,,D. Cunningham enters the game for A. Davis,71,81
274,3,4:41.0,R. Bullock enters the game for A. Tolliver,,71,81
275,3,4:27.0,A. Bradley makes 3-pt jump shot from 22 ft (assist by T. Harris),,74,81
276,3,4:04.0,,E. Moore misses 3-pt jump shot from 23 ft,74,81
277,3,4:01.0,Defensive rebound by A. Drummond,,74,81
278,3,3:57.0,Shooting foul by E. Moore (drawn by I. Smith),,74,81
279,3,3:57.0,I. Smith makes free throw 1 of 2,,75,81
280,3,3:57.0,,I. Clark enters the game for E. Moore,75,81
281,3,3:57.0,I. Smith makes free throw 2 of 2,,76,81
282,3,3:43.0,,D. Cunningham misses 3-pt jump shot from 23 ft,76,81
283,3,3:39.0,Defensive rebound by I. Smith,,76,81
284,3,3:23.0,A. Bradley makes 2-pt layup from 6 ft (assist by T. Harris),,78,81
285,3,3:02.0,,R. Rondo misses 3-pt jump shot from 25 ft,78,81
286,3,2:59.0,Defensive rebound by A. Drummond,,78,81
287,3,2:56.0,Shooting foul by R. Rondo (drawn by I. Smith),,78,81
288,3,2:56.0,,New Orleans full timeout,78,81
289,3,2:56.0,I. Smith makes free throw 1 of 2,,79,81
290,3,2:56.0,I. Smith makes free throw 2 of 2,,80,81
291,3,2:47.0,,Away from play foul by A. Drummond (drawn by D. Cousins),80,81
292,3,2:47.0,,D. Cousins misses free throw 1 of 2,80,81
293,3,2:47.0,,Offensive rebound by Team,80,81
294,3,2:47.0,,D. Cousins makes free throw 2 of 2,80,82
295,3,2:37.0,Personal foul by D. Cunningham (drawn by I. Smith),,80,82
296,3,2:37.0,,Turnover by D. Cunningham (turnover),80,82
297,3,2:37.0,,J. Holiday enters the game for R. Rondo,80,82
298,3,2:21.0,R. Bullock misses 2-pt jump shot from 16 ft,,80,82
299,3,2:21.0,,Defensive rebound by Team,80,82
300,3,2:07.0,,I. Clark makes 2-pt layup at rim,80,84
301,3,1:49.0,A. Bradley makes 2-pt layup at rim,,82,84
302,3,1:34.0,,D. Miller makes 2-pt jump shot from 16 ft (assist by D. Cousins),82,86
303,3,1:14.0,Shooting foul by D. Cousins (drawn by T. Harris),,82,86
304,3,1:14.0,T. Harris makes free throw 1 of 2,,83,86
305,3,1:14.0,E. Moreland enters the game for A. Drummond,,83,86
306,3,1:14.0,D. Buycks enters the game for I. Smith,,83,86
307,3,1:14.0,T. Harris makes free throw 2 of 2,,84,86
308,3,1:06.0,,Turnover by J. Holiday (turnover),84,86
309,3,0:55.0,A. Bradley misses 3-pt jump shot from 25 ft,,84,86
310,3,0:52.0,,Defensive rebound by I. Clark,84,86
311,3,0:31.0,,Turnover by Team (shot clock),84,86
312,3,0:09.0,D. Buycks misses 2-pt jump shot from 20 ft,,84,86
313,3,0:05.0,,Defensive rebound by D. Miller,84,86
314,3,0:00.0,,J. Holiday misses 2-pt jump shot from 15 ft,84,86
315,3,0:00.0,,Offensive rebound by Team,84,86
316,4,11:46.0,T. Harris makes 2-pt jump shot from 12 ft,,86,86
317,4,11:30.0,,Turnover by D. Miller (bad pass),86,86
318,4,11:06.0,T. Harris makes 3-pt jump shot from 26 ft (assist by E. Moreland),,89,86
319,4,10:43.0,,J. Holiday misses 2-pt jump shot from 15 ft,89,86
320,4,10:39.0,Defensive rebound by L. Kennard,,89,86
321,4,10:30.0,Offensive foul by E. Moreland (drawn by D. Cunningham),,89,86
322,4,10:30.0,Turnover by E. Moreland (offensive foul),,89,86
323,4,10:30.0,,D. Cousins enters the game for C. Diallo,89,86
324,4,10:15.0,,Shooting foul by T. Harris (drawn by D. Cousins),89,86
325,4,10:15.0,,D. Cousins misses free throw 1 of 2,89,86
326,4,10:15.0,,Offensive rebound by Team,89,86
327,4,10:15.0,,D. Cousins makes free throw 2 of 2,89,87
328,4,10:03.0,T. Harris misses 2-pt jump shot from 6 ft,,89,87
329,4,10:01.0,,Defensive rebound by J. Holiday,89,87
330,4,9:51.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by J. Holiday),89,90
331,4,9:28.0,T. Harris misses 2-pt jump shot from 10 ft,,89,90
332,4,9:25.0,,Defensive rebound by D. Cunningham,89,90
333,4,9:16.0,,D. Cousins makes 2-pt layup from 1 ft (assist by J. Holiday),89,92
334,4,8:52.0,Shooting foul by I. Clark (drawn by D. Buycks),,89,92
335,4,8:52.0,D. Buycks makes free throw 1 of 2,,90,92
336,4,8:52.0,A. Drummond enters the game for E. Moreland,,90,92
337,4,8:52.0,A. Tolliver enters the game for T. Harris,,90,92
338,4,8:52.0,D. Buycks makes free throw 2 of 2,,91,92
339,4,8:32.0,,J. Holiday makes 2-pt layup at rim (assist by D. Miller),91,94
340,4,8:17.0,Turnover by D. Buycks (bad pass; steal by J. Holiday),,91,94
341,4,8:12.0,,D. Cousins makes 2-pt layup from 1 ft,91,96
342,4,8:12.0,,Shooting foul by L. Kennard (drawn by D. Cousins),91,96
343,4,8:12.0,,D. Cousins makes free throw 1 of 1,91,97
344,4,7:59.0,L. Kennard misses 2-pt jump shot from 19 ft,,91,97
345,4,7:55.0,,Defensive rebound by D. Cousins,91,97
346,4,7:40.0,,D. Cousins makes 2-pt layup from 1 ft,91,99
347,4,7:40.0,Detroit full timeout,,91,99
348,4,7:40.0,I. Smith enters the game for D. Buycks,,91,99
349,4,7:24.0,L. Kennard misses 2-pt layup from 1 ft,,91,99
350,4,7:22.0,Offensive rebound by A. Drummond,,91,99
351,4,7:22.0,Personal foul by D. Miller (drawn by A. Drummond),,91,99
352,4,7:13.0,Shooting foul by I. Clark (drawn by R. Bullock),,91,99
353,4,7:13.0,R. Bullock makes free throw 1 of 2,,92,99
354,4,7:13.0,R. Bullock makes free throw 2 of 2,,93,99
355,4,6:52.0,,D. Cunningham makes 2-pt jump shot from 17 ft (assist by J. Holiday),93,101
356,4,6:35.0,R. Bullock misses 3-pt jump shot from 26 ft,,93,101
357,4,6:32.0,,Defensive rebound by J. Holiday,93,101
358,4,6:17.0,,D. Cousins misses 3-pt jump shot from 26 ft,93,101
359,4,6:14.0,,Offensive rebound by J. Holiday,93,101
360,4,6:11.0,,J. Holiday misses 3-pt jump shot from 23 ft,93,101
361,4,6:09.0,,Offensive rebound by D. Cunningham,93,101
362,4,6:06.0,,Turnover by D. Cousins (bad pass),93,101
363,4,6:06.0,,R. Rondo enters the game for I. Clark,93,101
364,4,6:06.0,,E. Moore enters the game for D. Miller,93,101
365,4,6:06.0,T. Harris enters the game for L. Kennard,,93,101
366,4,6:06.0,A. Bradley enters the game for A. Tolliver,,93,101
367,4,5:57.0,Personal foul by E. Moore (drawn by A. Bradley),,93,101
368,4,5:49.0,A. Bradley misses 2-pt layup from 1 ft (block by D. Cousins),,93,101
369,4,5:49.0,Offensive rebound by Team,,93,101
370,4,5:46.0,Turnover by A. Drummond (traveling),,93,101
371,4,5:29.0,,D. Cunningham misses 2-pt layup from 6 ft (block by T. Harris),93,101
372,4,5:24.0,Defensive rebound by A. Drummond,,93,101
373,4,5:23.0,T. Harris makes 2-pt layup from 1 ft (assist by I. Smith),,95,101
374,4,5:13.0,,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),95,103
375,4,4:56.0,Personal foul by D. Cousins (drawn by A. Bradley),,95,103
376,4,4:56.0,A. Bradley misses free throw 1 of 2,,95,103
377,4,4:56.0,Offensive rebound by Team,,95,103
378,4,4:56.0,A. Bradley makes free throw 2 of 2,,96,103
379,4,4:40.0,,J. Holiday misses 3-pt jump shot from 24 ft,96,103
380,4,4:36.0,Defensive rebound by A. Drummond,,96,103
381,4,4:26.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by I. Smith),,99,103
382,4,4:26.0,,New Orleans full timeout,99,103
383,4,4:14.0,,D. Cousins misses 3-pt jump shot from 25 ft,99,103
384,4,4:11.0,Defensive rebound by R. Bullock,,99,103
