,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
0,1,11:40.0,,R. Lopez misses 2-pt hook shot from 10 ft,0,0
1,1,11:37.0,Defensive rebound by A. Horford,,0,0
2,1,11:24.0,J. Brown misses 2-pt layup from 1 ft,,0,0
3,1,11:17.0,Offensive rebound by J. Brown,,0,0
4,1,11:17.0,J. Brown misses 2-pt layup at rim,,0,0
5,1,11:17.0,,Defensive rebound by R. Lopez,0,0
6,1,11:11.0,,J. Holiday misses 3-pt jump shot from 26 ft,0,0
7,1,11:08.0,Defensive rebound by J. Tatum,,0,0
8,1,10:57.0,Turnover by J. Brown (bad pass; steal by J. Holiday),,0,0
9,1,10:53.0,,D. Valentine misses 3-pt jump shot from 25 ft,0,0
10,1,10:49.0,Defensive rebound by J. Tatum,,0,0
11,1,10:33.0,A. Horford misses 2-pt jump shot from 12 ft,,0,0
12,1,10:33.0,,Defensive rebound by J. Holiday,0,0
13,1,10:25.0,,Personal foul by J. Brown (drawn by J. Holiday),0,0
14,1,10:17.0,,R. Lopez misses 2-pt hook shot from 8 ft,0,0
15,1,10:14.0,Defensive rebound by J. Brown,,0,0
16,1,9:58.0,M. Smart misses 2-pt jump shot from 11 ft,,0,0
17,1,9:55.0,,Defensive rebound by N. Mirotić,0,0
18,1,9:49.0,,N. Mirotić makes 2-pt jump shot from 21 ft (assist by K. Dunn),0,2
19,1,9:28.0,J. Tatum misses 3-pt jump shot from 24 ft,,0,2
20,1,9:26.0,,Defensive rebound by K. Dunn,0,2
21,1,9:16.0,,K. Dunn misses 2-pt jump shot from 9 ft,0,2
22,1,9:12.0,,Offensive rebound by K. Dunn,0,2
23,1,9:11.0,,K. Dunn makes 2-pt layup from 1 ft,0,4
24,1,9:06.0,Boston full timeout,,0,4
25,1,8:52.0,A. Baynes makes 2-pt jump shot from 12 ft (assist by M. Smart),,2,4
26,1,8:34.0,,N. Mirotić misses 3-pt jump shot from 25 ft,2,4
27,1,8:33.0,Defensive rebound by M. Smart,,2,4
28,1,8:19.0,M. Smart makes 3-pt jump shot from 24 ft (assist by A. Horford),,5,4
29,1,8:00.0,,N. Mirotić misses 3-pt jump shot from 25 ft,5,4
30,1,8:00.0,Defensive rebound by J. Tatum,,5,4
31,1,7:47.0,A. Baynes makes 2-pt dunk at rim (assist by A. Horford),,7,4
32,1,7:36.0,,D. Valentine misses 2-pt jump shot from 12 ft,7,4
33,1,7:32.0,,Offensive rebound by J. Holiday,7,4
34,1,7:25.0,,K. Dunn makes 2-pt jump shot from 8 ft,7,6
35,1,7:04.0,Turnover by J. Brown (lost ball; steal by J. Holiday),,7,6
36,1,7:01.0,Offensive charge foul by J. Holiday (drawn by A. Baynes),,7,6
37,1,7:01.0,,Turnover by J. Holiday (offensive foul),7,6
38,1,7:01.0,T. Rozier enters the game for J. Brown,,7,6
39,1,6:53.0,Turnover by A. Baynes (bad pass),,7,6
40,1,6:40.0,,K. Dunn makes 2-pt jump shot from 11 ft,7,8
41,1,6:20.0,M. Smart makes 3-pt jump shot from 24 ft (assist by A. Horford),,10,8
42,1,6:07.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by K. Dunn),10,10
43,1,5:57.0,A. Horford misses 3-pt jump shot from 24 ft,,10,10
44,1,5:53.0,,Defensive rebound by J. Holiday,10,10
45,1,5:47.0,,K. Dunn misses 2-pt layup from 1 ft,10,10
46,1,5:43.0,Defensive rebound by J. Tatum,,10,10
47,1,5:41.0,,Personal foul by A. Baynes (drawn by K. Dunn),10,10
48,1,5:41.0,Turnover by A. Baynes (turnover),,10,10
49,1,5:41.0,S. Ojeleye enters the game for A. Baynes,,10,10
50,1,5:21.0,,K. Dunn misses 3-pt jump shot from 25 ft,10,10
51,1,5:14.0,Defensive rebound by J. Tatum,,10,10
52,1,5:10.0,Shooting foul by D. Valentine (drawn by J. Tatum),,10,10
53,1,5:10.0,J. Tatum makes free throw 1 of 2,,11,10
54,1,5:10.0,,D. Nwaba enters the game for D. Valentine,11,10
55,1,5:10.0,J. Tatum makes free throw 2 of 2,,12,10
56,1,4:53.0,,N. Mirotić makes 2-pt jump shot from 18 ft,12,12
57,1,4:33.0,J. Tatum makes 2-pt layup at rim,,14,12
58,1,4:21.0,,J. Holiday misses 3-pt jump shot from 25 ft,14,12
59,1,4:17.0,Defensive rebound by J. Tatum,,14,12
60,1,4:08.0,M. Smart makes 3-pt jump shot from 22 ft (assist by T. Rozier),,17,12
61,1,4:08.0,,Chicago full timeout,17,12
62,1,3:52.0,,J. Holiday misses 2-pt jump shot from 18 ft,17,12
63,1,3:47.0,,Offensive rebound by R. Lopez,17,12
64,1,3:46.0,,R. Lopez misses 2-pt layup from 2 ft,17,12
