,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BOSTON_ACTION,PHILADELPHIA_SCORE,BOSTON_SCORE
0,1,11:45.0,J. Redick misses 3-pt jump shot from 25 ft,,0,0
1,1,11:43.0,Offensive rebound by D. Šarić,,0,0
2,1,11:42.0,D. Šarić makes 2-pt layup at rim,,2,0
3,1,11:19.0,,T. Rozier makes 3-pt jump shot from 26 ft,2,3
4,1,11:09.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by D. Šarić),,5,3
5,1,10:46.0,,J. Tatum misses 2-pt jump shot from 17 ft,5,3
6,1,10:44.0,Defensive rebound by D. Šarić,,5,3
7,1,10:34.0,J. Embiid misses 3-pt jump shot from 25 ft,,5,3
8,1,10:31.0,Offensive rebound by D. Šarić,,5,3
9,1,10:21.0,J. Embiid misses 2-pt jump shot from 9 ft,,5,3
10,1,10:17.0,,Defensive rebound by A. Horford,5,3
11,1,10:11.0,,M. Smart misses 3-pt jump shot from 27 ft,5,3
12,1,10:05.0,Defensive rebound by J. Embiid,,5,3
13,1,9:58.0,D. Šarić misses 2-pt jump shot from 16 ft,,5,3
14,1,9:56.0,,Defensive rebound by T. Rozier,5,3
15,1,9:44.0,,T. Rozier misses 2-pt jump shot from 11 ft,5,3
16,1,9:41.0,Defensive rebound by D. Šarić,,5,3
17,1,9:27.0,D. Šarić misses 3-pt jump shot from 26 ft,,5,3
18,1,9:23.0,,Defensive rebound by A. Baynes,5,3
19,1,9:19.0,,Turnover by T. Rozier (lost ball; steal by J. Embiid),5,3
20,1,9:11.0,J. Redick misses 2-pt layup from 1 ft (block by T. Rozier),,5,3
21,1,9:10.0,Offensive rebound by J. Redick,,5,3
22,1,9:09.0,J. Redick makes 2-pt layup from 1 ft,,7,3
23,1,8:49.0,,J. Tatum makes 2-pt layup from 1 ft (assist by M. Smart),7,5
24,1,8:49.0,,Shooting foul by R. Covington (drawn by J. Tatum),7,5
25,1,8:49.0,,J. Tatum makes free throw 1 of 1,7,6
26,1,8:37.0,J. Redick misses 3-pt jump shot from 24 ft,,7,6
27,1,8:35.0,Offensive rebound by Team,,7,6
28,1,8:29.0,B. Simmons misses 2-pt hook shot from 6 ft,,7,6
29,1,8:25.0,,Defensive rebound by T. Rozier,7,6
30,1,8:18.0,,Turnover by M. Smart (bad pass; steal by B. Simmons),7,6
31,1,8:12.0,R. Covington misses 3-pt jump shot from 23 ft,,7,6
32,1,8:10.0,,Defensive rebound by A. Baynes,7,6
33,1,7:58.0,,J. Tatum misses 3-pt jump shot from 26 ft,7,6
34,1,7:55.0,Defensive rebound by J. Embiid,,7,6
35,1,7:43.0,D. Šarić makes 2-pt jump shot from 9 ft (assist by J. Embiid),,9,6
36,1,7:22.0,,Shooting foul by J. Embiid (drawn by J. Tatum),9,6
37,1,7:22.0,,J. Tatum makes free throw 1 of 2,9,7
38,1,7:22.0,,J. Tatum makes free throw 2 of 2,9,8
39,1,7:11.0,Turnover by B. Simmons (bad pass),,9,8
40,1,7:11.0,A. Johnson enters the game for J. Embiid,,9,8
41,1,7:11.0,M. Belinelli enters the game for J. Redick,,9,8
42,1,6:53.0,,Turnover by J. Tatum (lost ball; steal by R. Covington),9,8
43,1,6:46.0,R. Covington misses 2-pt layup from 2 ft,,9,8
44,1,6:45.0,,Defensive rebound by A. Baynes,9,8
45,1,6:44.0,,Boston full timeout,9,8
46,1,6:44.0,,M. Morris enters the game for M. Smart,9,8
47,1,6:44.0,,S. Ojeleye enters the game for A. Baynes,9,8
48,1,6:22.0,,A. Horford makes 2-pt jump shot from 12 ft,9,10
49,1,6:06.0,D. Šarić misses 2-pt jump shot from 10 ft (block by M. Morris),,9,10
50,1,6:04.0,,Defensive rebound by M. Morris,9,10
51,1,5:59.0,,M. Morris misses 2-pt jump shot from 11 ft,9,10
52,1,5:58.0,Defensive rebound by R. Covington,,9,10
53,1,5:40.0,M. Belinelli misses 2-pt jump shot from 11 ft,,9,10
54,1,5:37.0,,Defensive rebound by M. Morris,9,10
55,1,5:32.0,,T. Rozier misses 2-pt jump shot from 5 ft,9,10
56,1,5:31.0,,Offensive rebound by T. Rozier,9,10
57,1,5:30.0,,T. Rozier makes 2-pt layup at rim,9,12
58,1,5:24.0,Shooting foul by M. Morris (drawn by B. Simmons),,9,12
59,1,5:24.0,B. Simmons makes free throw 1 of 2,,10,12
60,1,5:24.0,B. Simmons misses free throw 2 of 2,,10,12
61,1,5:24.0,,Defensive rebound by M. Morris,10,12
62,1,5:10.0,,A. Horford misses 3-pt jump shot from 27 ft,10,12
63,1,5:07.0,Defensive rebound by M. Belinelli,,10,12
64,1,5:01.0,Turnover by B. Simmons (lost ball; steal by T. Rozier),,10,12
65,1,4:59.0,,Shooting foul by M. Belinelli (drawn by J. Tatum),10,12
66,1,4:59.0,,J. Tatum makes free throw 1 of 2,10,13
67,1,4:59.0,,J. Tatum makes free throw 2 of 2,10,14
68,1,4:47.0,,Offensive charge foul by B. Simmons (drawn by S. Ojeleye),10,14
69,1,4:47.0,Turnover by B. Simmons (offensive foul),,10,14
70,1,4:47.0,E. İlyasova enters the game for D. Šarić,,10,14
71,1,4:26.0,,T. Rozier misses 2-pt jump shot from 16 ft,10,14
72,1,4:23.0,Defensive rebound by E. İlyasova,,10,14
73,1,4:18.0,Shooting foul by T. Rozier (drawn by R. Covington),,10,14
74,1,4:18.0,R. Covington makes free throw 1 of 3,,11,14
75,1,4:18.0,R. Covington makes free throw 2 of 3,,12,14
76,1,4:18.0,R. Covington makes free throw 3 of 3,,13,14
77,1,4:03.0,,M. Morris makes 2-pt jump shot from 6 ft,13,16
78,1,3:53.0,E. İlyasova misses 2-pt layup at rim,,13,16
79,1,3:52.0,Offensive rebound by E. İlyasova,,13,16
80,1,3:52.0,E. İlyasova misses 2-pt layup at rim,,13,16
81,1,3:52.0,,Defensive rebound by Team,13,16
82,1,3:52.0,,A. Baynes enters the game for A. Horford,13,16
83,1,3:52.0,J. Embiid enters the game for A. Johnson,,13,16
84,1,3:52.0,J. Redick enters the game for R. Covington,,13,16
85,1,3:29.0,,T. Rozier makes 2-pt jump shot from 7 ft,13,18
86,1,3:20.0,Turnover by E. İlyasova (bad pass; steal by S. Ojeleye),,13,18
87,1,3:15.0,,T. Rozier makes 3-pt jump shot from 26 ft,13,21
88,1,3:14.0,Philadelphia full timeout,,13,21
89,1,3:14.0,,M. Smart enters the game for J. Tatum,13,21
90,1,3:04.0,J. Embiid makes 2-pt jump shot from 15 ft (assist by E. İlyasova),,15,21
91,1,2:44.0,,M. Morris makes 2-pt jump shot from 15 ft,15,23
92,1,2:29.0,E. İlyasova misses 3-pt jump shot from 26 ft,,15,23
93,1,2:27.0,,Defensive rebound by M. Morris,15,23
94,1,2:20.0,,M. Smart misses 2-pt jump shot from 12 ft,15,23
95,1,2:17.0,Defensive rebound by B. Simmons,,15,23
96,1,2:09.0,B. Simmons makes 2-pt dunk at rim (assist by J. Redick),,17,23
97,1,1:55.0,,M. Morris misses 2-pt jump shot from 12 ft,17,23
98,1,1:53.0,Defensive rebound by J. Embiid,,17,23
99,1,1:47.0,E. İlyasova makes 2-pt layup from 1 ft (assist by B. Simmons),,19,23
100,1,1:21.0,,M. Smart misses 2-pt layup from 2 ft,19,23
101,1,1:19.0,Defensive rebound by J. Embiid,,19,23
102,1,1:14.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by B. Simmons),,22,23
103,1,0:59.0,,M. Morris makes 2-pt dunk at rim (assist by T. Rozier),22,25
104,1,0:53.0,M. Belinelli misses 2-pt jump shot from 19 ft,,22,25
105,1,0:50.0,,Defensive rebound by T. Rozier,22,25
106,1,0:44.0,,S. Ojeleye misses 2-pt jump shot from 4 ft,22,25
107,1,0:40.0,Defensive rebound by J. Embiid,,22,25
108,1,0:33.0,E. İlyasova misses 3-pt jump shot from 24 ft,,22,25
109,1,0:30.0,,Defensive rebound by T. Rozier,22,25
110,1,0:12.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,22,25
111,1,0:09.0,,Offensive rebound by T. Rozier,22,25
112,1,0:00.0,,T. Rozier misses 2-pt jump shot from 4 ft,22,25
113,1,0:00.0,,Offensive rebound by Team,22,25
114,2,11:37.0,,J. Tatum makes 2-pt jump shot from 17 ft (assist by M. Smart),22,27
115,2,11:24.0,J. Redick misses 3-pt jump shot from 24 ft,,22,27
116,2,11:22.0,,Defensive rebound by J. Tatum,22,27
117,2,11:17.0,,Personal foul by J. Anderson (drawn by J. Tatum),22,27
118,2,11:11.0,,M. Smart misses 3-pt jump shot from 25 ft,22,27
119,2,11:07.0,Defensive rebound by J. Embiid,,22,27
120,2,10:55.0,J. Redick makes 2-pt jump shot from 3 ft (assist by E. İlyasova),,24,27
121,2,10:43.0,,Personal foul by J. Anderson (drawn by J. Tatum),24,27
122,2,10:33.0,,J. Tatum misses 2-pt jump shot from 19 ft,24,27
123,2,10:30.0,Defensive rebound by E. İlyasova,,24,27
124,2,10:19.0,J. Redick makes 3-pt jump shot from 24 ft (assist by J. Embiid),,27,27
125,2,9:59.0,,M. Morris misses 3-pt jump shot from 25 ft,27,27
126,2,9:55.0,Defensive rebound by E. İlyasova,,27,27
127,2,9:49.0,J. Embiid misses 3-pt jump shot from 25 ft,,27,27
128,2,9:47.0,Offensive rebound by T. McConnell,,27,27
129,2,9:32.0,J. Embiid makes 2-pt jump shot from 18 ft,,29,27
130,2,9:18.0,,M. Smart misses 3-pt jump shot from 26 ft,29,27
131,2,9:16.0,Defensive rebound by J. Anderson,,29,27
132,2,9:08.0,T. McConnell misses 2-pt jump shot from 13 ft,,29,27
133,2,9:03.0,,Defensive rebound by S. Ojeleye,29,27
134,2,8:58.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Smart),29,30
135,2,8:35.0,J. Embiid misses 2-pt hook shot from 6 ft,,29,30
136,2,8:32.0,,Defensive rebound by A. Baynes,29,30
137,2,8:28.0,Violation by J. Anderson (kicked ball),,29,30
138,2,8:28.0,R. Covington enters the game for J. Anderson,,29,30
139,2,8:16.0,,Turnover by J. Tatum (out of bounds lost ball),29,30
140,2,8:01.0,E. İlyasova misses 2-pt jump shot from 7 ft,,29,30
141,2,7:57.0,Offensive rebound by E. İlyasova,,29,30
142,2,7:57.0,E. İlyasova misses 2-pt layup at rim,,29,30
143,2,7:55.0,Offensive rebound by E. İlyasova,,29,30
144,2,7:55.0,E. İlyasova makes 2-pt layup at rim,,31,30
145,2,7:44.0,,A. Baynes misses 3-pt jump shot from 24 ft,31,30
146,2,7:44.0,Defensive rebound by J. Embiid,,31,30
147,2,7:33.0,Turnover by J. Redick (bad pass; steal by M. Smart),,31,30
