,QUARTER,TIME_REMAINING,BOSTON_ACTION,BROOKLYN_ACTION,BOSTON_SCORE,BROOKLYN_SCORE
69,1,2:12.0,,Shooting foul by D. Theis (drawn by C. LeVert),27,19
70,1,2:12.0,,I. Whitehead enters the game for S. Dinwiddie,27,19
71,1,2:12.0,A. Baynes enters the game for A. Horford,,27,19
72,1,2:12.0,,C. LeVert misses free throw 1 of 1,27,19
73,1,2:09.0,Defensive rebound by D. Theis,,27,19
74,1,2:00.0,Turnover by A. Baynes (bad pass; steal by C. LeVert),,27,19
75,1,1:54.0,,C. LeVert makes 2-pt dunk at rim,27,21
76,1,1:46.0,Personal foul by C. LeVert (drawn by J. Brown),,27,21
77,1,1:32.0,A. Baynes misses 2-pt hook shot from 8 ft,,27,21
78,1,1:29.0,,Defensive rebound by J. Harris,27,21
79,1,1:27.0,,Offensive foul by Q. Acy (drawn by M. Smart),27,21
80,1,1:27.0,,Turnover by Q. Acy (offensive foul),27,21
81,1,1:10.0,T. Rozier misses 2-pt jump shot from 22 ft,,27,21
82,1,1:06.0,,Defensive rebound by I. Whitehead,27,21
83,1,1:02.0,,J. Harris misses 2-pt layup at rim,27,21
84,1,0:59.0,Defensive rebound by D. Theis,,27,21
85,1,0:56.0,D. Theis misses 2-pt layup from 2 ft (block by Q. Acy),,27,21
86,1,0:56.0,,Defensive rebound by I. Whitehead,27,21
87,1,0:50.0,,J. Harris misses 3-pt jump shot from 22 ft,27,21
88,1,0:50.0,Defensive rebound by A. Baynes,,27,21
89,1,0:41.0,T. Rozier misses 2-pt layup at rim (block by Q. Acy),,27,21
90,1,0:41.0,Offensive rebound by A. Baynes,,27,21
91,1,0:41.0,A. Baynes misses 2-pt hook shot from 1 ft,,27,21
92,1,0:40.0,Offensive rebound by D. Theis,,27,21
93,1,0:40.0,D. Theis misses 2-pt layup from 2 ft,,27,21
94,1,0:38.0,,Defensive rebound by Q. Acy,27,21
95,1,0:27.0,,I. Whitehead misses 2-pt jump shot from 6 ft,27,21
96,1,0:27.0,,Offensive rebound by J. Harris,27,21
97,1,0:22.0,,Turnover by C. LeVert (out of bounds lost ball),27,21
98,1,0:22.0,K. Irving enters the game for D. Theis,,27,21
99,1,0:22.0,A. Horford enters the game for A. Baynes,,27,21
100,1,0:22.0,,R. Hollis-Jefferson enters the game for I. Whitehead,27,21
101,1,0:03.0,K. Irving makes 3-pt jump shot from 25 ft,,30,21
102,1,0:00.0,,J. Harris misses 3-pt jump shot from 26 ft,30,21
103,1,0:00.0,Defensive rebound by Team,,30,21
104,2,11:44.0,,J. Harris misses 3-pt jump shot from 24 ft,30,21
105,2,11:44.0,Defensive rebound by T. Rozier,,30,21
106,2,11:21.0,T. Rozier misses 2-pt jump shot from 17 ft,,30,21
107,2,11:21.0,,Defensive rebound by T. Mozgov,30,21
108,2,11:09.0,,J. Harris misses 3-pt jump shot from 25 ft,30,21
109,2,11:09.0,Defensive rebound by D. Theis,,30,21
110,2,10:57.0,M. Smart makes 2-pt jump shot from 11 ft,,32,21
111,2,10:43.0,,Turnover by I. Whitehead (out of bounds lost ball),32,21
112,2,10:42.0,,J. Harris makes 2-pt layup from 2 ft (assist by C. LeVert),32,23
113,2,10:24.0,,T. Booker enters the game for T. Mozgov,32,23
114,2,10:24.0,Personal foul by J. Harris (drawn by J. Tatum),,32,23
115,2,10:13.0,Turnover by M. Smart (traveling),,32,23
116,2,9:56.0,,Turnover by C. LeVert (discontinued dribble),32,23
117,2,9:56.0,M. Morris enters the game for D. Theis,,32,23
118,2,9:42.0,M. Smart misses 3-pt jump shot from 24 ft,,32,23
119,2,9:38.0,,Defensive rebound by Q. Acy,32,23
120,2,9:33.0,,I. Whitehead misses 2-pt layup from 3 ft,32,23
121,2,9:30.0,,Offensive rebound by J. Harris,32,23
122,2,9:22.0,,J. Harris makes 3-pt jump shot from 25 ft,32,26
123,2,9:04.0,Personal foul by I. Whitehead (drawn by M. Morris),,32,26
124,2,9:04.0,,A. Crabbe enters the game for I. Whitehead,32,26
125,2,8:52.0,J. Tatum makes 2-pt layup from 4 ft,,34,26
126,2,8:41.0,,J. Harris makes 3-pt jump shot from 23 ft (assist by A. Crabbe),34,29
127,2,8:21.0,M. Morris misses 2-pt jump shot from 16 ft,,34,29
128,2,8:21.0,Offensive rebound by Team,,34,29
129,2,8:21.0,Personal foul by Q. Acy (drawn by A. Baynes),,34,29
130,2,8:21.0,K. Irving enters the game for M. Smart,,34,29
131,2,8:16.0,M. Morris makes 2-pt layup from 1 ft,,36,29
132,2,8:16.0,Shooting foul by Q. Acy (drawn by M. Morris),,36,29
133,2,8:16.0,,R. Hollis-Jefferson enters the game for Q. Acy,36,29
134,2,8:16.0,M. Morris makes free throw 1 of 1,,37,29
135,2,8:05.0,,R. Hollis-Jefferson makes 2-pt jump shot from 22 ft (assist by C. LeVert),37,31
136,2,7:49.0,M. Morris misses 2-pt jump shot from 18 ft,,37,31
137,2,7:49.0,Offensive rebound by Team,,37,31
138,2,7:48.0,Personal foul by T. Booker (drawn by A. Baynes),,37,31
139,2,7:48.0,A. Baynes misses free throw 2 of 2,,37,31
140,2,7:48.0,,Defensive rebound by T. Booker,37,31
141,2,7:48.0,A. Baynes misses free throw 1 of 2,,37,31
142,2,7:48.0,Offensive rebound by Team,,37,31
143,2,7:34.0,,Shooting foul by A. Baynes (drawn by T. Booker),37,31
144,2,7:34.0,,T. Booker makes free throw 1 of 2,37,32
145,2,7:34.0,,D. Carroll enters the game for J. Harris,37,32
146,2,7:34.0,,T. Booker makes free throw 2 of 2,37,33
147,2,7:19.0,K. Irving misses 2-pt jump shot from 17 ft,,37,33
148,2,7:16.0,,Defensive rebound by T. Booker,37,33
149,2,7:10.0,,T. Booker misses 2-pt hook shot from 6 ft,37,33
150,2,7:04.0,Defensive rebound by J. Tatum,,37,33
151,2,6:59.0,A. Baynes misses 2-pt dunk from 1 ft,,37,33
152,2,6:56.0,,Defensive rebound by T. Booker,37,33
153,2,6:53.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by C. LeVert),37,36
154,2,6:51.0,Boston full timeout,,37,36
155,2,6:51.0,A. Horford enters the game for T. Rozier,,37,36
156,2,6:51.0,M. Smart enters the game for A. Baynes,,37,36
157,2,6:35.0,Turnover by M. Smart (lost ball; steal by A. Crabbe),,37,36
158,2,6:31.0,,C. LeVert makes 2-pt layup at rim (assist by A. Crabbe),37,38
159,2,6:17.0,Offensive foul by K. Irving (drawn by R. Hollis-Jefferson),,37,38
160,2,6:17.0,Turnover by K. Irving (offensive foul),,37,38
161,2,6:03.0,,Turnover by C. LeVert (bad pass; steal by J. Tatum),37,38
162,2,5:55.0,K. Irving misses 2-pt jump shot from 19 ft,,37,38
163,2,5:49.0,,Defensive rebound by R. Hollis-Jefferson,37,38
164,2,5:43.0,,A. Crabbe misses 3-pt jump shot from 27 ft,37,38
165,2,5:39.0,Defensive rebound by A. Horford,,37,38
166,2,5:24.0,Offensive foul by M. Smart (drawn by A. Crabbe),,37,38
167,2,5:24.0,Turnover by M. Smart (offensive foul),,37,38
168,2,5:24.0,,S. Dinwiddie enters the game for C. LeVert,37,38
169,2,5:02.0,,T. Booker makes 2-pt layup from 1 ft (assist by S. Dinwiddie),37,40
170,2,4:37.0,A. Horford misses 3-pt jump shot from 24 ft,,37,40
171,2,4:35.0,,Defensive rebound by D. Carroll,37,40
172,2,4:22.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by T. Booker),37,43
173,2,4:06.0,Shooting foul by S. Dinwiddie (drawn by K. Irving),,37,43
174,2,4:06.0,K. Irving makes free throw 1 of 2,,38,43
175,2,4:06.0,,J. Allen enters the game for T. Booker,38,43
176,2,4:06.0,J. Brown enters the game for J. Tatum,,38,43
177,2,4:06.0,S. Ojeleye enters the game for M. Morris,,38,43
178,2,4:06.0,K. Irving makes free throw 2 of 2,,39,43
179,2,3:43.0,,Personal block foul by M. Smart (drawn by D. Carroll),39,43
180,2,3:38.0,Violation by M. Smart (def goaltending),,39,43
181,2,3:38.0,,J. Allen makes 2-pt hook shot from 4 ft (assist by S. Dinwiddie),39,45
182,2,3:24.0,K. Irving makes 2-pt jump shot from 15 ft,,41,45
183,2,3:15.0,,A. Crabbe misses 3-pt jump shot from 25 ft,41,45
184,2,3:12.0,Defensive rebound by A. Horford,,41,45
185,2,3:06.0,S. Ojeleye makes 2-pt layup at rim (assist by K. Irving),,43,45
186,2,2:45.0,,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,43,45
187,2,2:42.0,Defensive rebound by J. Brown,,43,45
188,2,2:36.0,Shooting foul by D. Carroll (drawn by J. Brown),,43,45
189,2,2:36.0,,Brooklyn full timeout,43,45
190,2,2:36.0,J. Brown misses free throw 1 of 2,,43,45
191,2,2:36.0,Offensive rebound by Team,,43,45
192,2,2:36.0,J. Brown makes free throw 2 of 2,,44,45
193,2,2:24.0,,R. Hollis-Jefferson makes 2-pt jump shot from 12 ft,44,47
194,2,2:02.0,A. Horford makes 2-pt layup from 1 ft,,46,47
195,2,1:53.0,,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,46,47
196,2,1:50.0,Defensive rebound by A. Horford,,46,47
197,2,1:47.0,J. Brown misses 3-pt jump shot from 23 ft,,46,47
198,2,1:43.0,,Defensive rebound by R. Hollis-Jefferson,46,47
199,2,1:40.0,,Shooting foul by A. Horford (drawn by S. Dinwiddie),46,47
200,2,1:40.0,,S. Dinwiddie misses free throw 1 of 3,46,47
201,2,1:40.0,,Offensive rebound by Team,46,47
202,2,1:40.0,,S. Dinwiddie makes free throw 2 of 3,46,48
203,2,1:40.0,,J. Harris enters the game for J. Allen,46,48
204,2,1:40.0,,S. Dinwiddie makes free throw 3 of 3,46,49
205,2,1:24.0,Shooting foul by S. Dinwiddie (drawn by K. Irving),,46,49
206,2,1:24.0,K. Irving makes free throw 1 of 2,,47,49
207,2,1:24.0,K. Irving makes free throw 2 of 2,,48,49
208,2,1:12.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by J. Brown),48,49
209,2,1:06.0,K. Irving makes 2-pt layup from 1 ft,,50,49
210,2,0:59.0,,D. Carroll misses 3-pt jump shot from 25 ft,50,49
211,2,0:55.0,,Offensive rebound by R. Hollis-Jefferson,50,49
212,2,0:53.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),50,52
213,2,0:43.0,A. Horford makes 2-pt layup at rim (assist by K. Irving),,52,52
214,2,0:26.0,,R. Hollis-Jefferson misses 2-pt jump shot from 5 ft,52,52
215,2,0:20.0,Defensive rebound by K. Irving,,52,52
216,2,0:06.0,K. Irving misses 3-pt jump shot from 30 ft,,52,52
217,2,0:02.0,Offensive rebound by M. Smart,,52,52
218,2,0:01.0,M. Smart misses 2-pt layup from 1 ft,,52,52
219,2,0:01.0,,Defensive rebound by S. Dinwiddie,52,52
220,3,11:48.0,,R. Hollis-Jefferson makes 2-pt jump shot from 5 ft (assist by S. Dinwiddie),52,54
221,3,11:27.0,K. Irving misses 2-pt jump shot from 15 ft,,52,54
222,3,11:26.0,Offensive rebound by Team,,52,54
223,3,11:20.0,J. Brown misses 2-pt jump shot from 6 ft,,52,54
224,3,11:17.0,,Defensive rebound by T. Booker,52,54
225,3,11:10.0,,S. Dinwiddie misses 2-pt layup from 2 ft,52,54
226,3,11:07.0,Defensive rebound by A. Horford,,52,54
227,3,11:02.0,M. Morris makes 2-pt layup at rim (assist by K. Irving),,54,54
228,3,10:43.0,,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,54,54
229,3,10:40.0,Defensive rebound by J. Brown,,54,54
230,3,10:37.0,,Loose ball foul by R. Hollis-Jefferson (drawn by M. Morris),54,54
231,3,10:30.0,M. Morris makes 3-pt jump shot from 24 ft (assist by K. Irving),,57,54
232,3,10:05.0,,A. Crabbe misses 2-pt jump shot from 12 ft,57,54
233,3,9:59.0,,Offensive rebound by R. Hollis-Jefferson,57,54
234,3,9:59.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft,57,56
235,3,9:55.0,Turnover by J. Tatum (step out of bounds),,57,56
236,3,9:55.0,,Q. Acy enters the game for R. Hollis-Jefferson,57,56
237,3,9:38.0,,A. Crabbe makes 3-pt jump shot from 24 ft,57,59
238,3,9:24.0,K. Irving misses 2-pt layup from 1 ft (block by S. Dinwiddie),,57,59
239,3,9:19.0,,Defensive rebound by A. Crabbe,57,59
240,3,9:17.0,,D. Carroll misses 2-pt hook shot from 5 ft,57,59
241,3,9:15.0,,Offensive rebound by D. Carroll,57,59
242,3,9:15.0,,D. Carroll makes 2-pt layup from 3 ft,57,61
243,3,9:15.0,Boston full timeout,,57,61
244,3,9:03.0,,R. Hollis-Jefferson enters the game for Q. Acy,57,61
245,3,9:01.0,Turnover by J. Brown (bad pass; steal by A. Crabbe),,57,61
246,3,8:52.0,,D. Carroll misses 3-pt jump shot from 26 ft,57,61
247,3,8:47.0,Defensive rebound by A. Horford,,57,61
248,3,8:34.0,J. Tatum misses 3-pt jump shot from 22 ft,,57,61
249,3,8:29.0,Offensive rebound by K. Irving,,57,61
250,3,8:22.0,J. Brown makes 2-pt layup at rim,,59,61
251,3,8:06.0,,A. Crabbe misses 2-pt jump shot from 23 ft,59,61
252,3,8:01.0,Defensive rebound by M. Morris,,59,61
253,3,8:01.0,Turnover by M. Morris (bad pass),,59,61
254,3,7:43.0,,S. Dinwiddie misses 2-pt layup from 1 ft,59,61
255,3,7:37.0,,Offensive rebound by D. Carroll,59,61
256,3,7:37.0,,D. Carroll misses 2-pt layup at rim,59,61
257,3,7:36.0,Defensive rebound by M. Morris,,59,61
258,3,7:34.0,J. Tatum misses 2-pt layup from 1 ft,,59,61
259,3,7:31.0,Offensive rebound by A. Horford,,59,61
260,3,7:30.0,A. Horford makes 2-pt layup from 3 ft,,61,61
261,3,7:19.0,,T. Booker makes 2-pt jump shot from 6 ft,61,63
262,3,7:07.0,Turnover by A. Horford (bad pass; steal by T. Booker),,61,63
263,3,7:02.0,,D. Carroll misses 2-pt layup from 2 ft,61,63
264,3,6:57.0,Defensive rebound by A. Horford,,61,63
265,3,6:56.0,Turnover by A. Horford (discontinued dribble),,61,63
266,3,6:56.0,,Q. Acy enters the game for T. Booker,61,63
267,3,6:37.0,,S. Dinwiddie makes 2-pt layup from 1 ft,61,65
268,3,6:31.0,K. Irving misses 2-pt layup from 2 ft,,61,65
269,3,6:27.0,,Defensive rebound by R. Hollis-Jefferson,61,65
270,3,6:23.0,,D. Carroll misses 3-pt jump shot from 23 ft,61,65
271,3,6:19.0,Defensive rebound by A. Horford,,61,65
272,3,6:13.0,Personal foul by S. Dinwiddie (drawn by J. Tatum),,61,65
273,3,6:13.0,M. Smart enters the game for M. Morris,,61,65
274,3,6:04.0,A. Horford makes 2-pt layup from 1 ft,,63,65
275,3,5:54.0,,Turnover by R. Hollis-Jefferson (bad pass),63,65
276,3,5:42.0,K. Irving makes 2-pt jump shot from 17 ft (assist by M. Smart),,65,65
277,3,5:41.0,,Brooklyn full timeout,65,65
278,3,5:26.0,,Turnover by A. Crabbe (lost ball; steal by J. Tatum),65,65
279,3,5:03.0,K. Irving makes 2-pt jump shot from 21 ft (assist by A. Horford),,67,65
280,3,4:51.0,,S. Dinwiddie misses 2-pt jump shot from 14 ft,67,65
281,3,4:49.0,Defensive rebound by J. Brown,,67,65
282,3,4:44.0,A. Horford makes 2-pt jump shot from 5 ft (assist by J. Brown),,69,65
283,3,4:20.0,,C. LeVert enters the game for D. Carroll,69,65
284,3,4:20.0,,J. Harris enters the game for S. Dinwiddie,69,65
285,3,4:18.0,,A. Crabbe misses 3-pt jump shot from 24 ft,69,65
286,3,4:14.0,,Offensive rebound by R. Hollis-Jefferson,69,65
287,3,4:03.0,,Shooting foul by M. Smart (drawn by R. Hollis-Jefferson),69,65
288,3,4:03.0,,R. Hollis-Jefferson misses free throw 1 of 2,69,65
289,3,4:03.0,,Offensive rebound by Team,69,65
290,3,4:03.0,,R. Hollis-Jefferson misses free throw 2 of 2,69,65
291,3,4:00.0,Defensive rebound by M. Smart,,69,65
292,3,3:49.0,Personal foul by Q. Acy (drawn by K. Irving),,69,65
293,3,3:49.0,,T. Booker enters the game for Q. Acy,69,65
294,3,3:49.0,T. Rozier enters the game for K. Irving,,69,65
295,3,3:44.0,A. Horford makes 3-pt jump shot from 24 ft (assist by M. Smart),,72,65
296,3,3:29.0,,J. Harris makes 2-pt layup at rim (assist by A. Crabbe),72,67
297,3,3:16.0,T. Rozier misses 3-pt jump shot from 25 ft,,72,67
298,3,3:14.0,,Defensive rebound by J. Harris,72,67
299,3,3:01.0,,Turnover by T. Booker (bad pass),72,67
300,3,2:43.0,J. Brown makes 2-pt jump shot from 8 ft,,74,67
301,3,2:26.0,,T. Booker misses 3-pt jump shot from 22 ft,74,67
302,3,2:22.0,Defensive rebound by M. Smart,,74,67
303,3,2:22.0,Shooting foul by A. Crabbe (drawn by J. Tatum),,74,67
304,3,2:22.0,J. Tatum makes free throw 1 of 2,,75,67
305,3,2:22.0,,I. Whitehead enters the game for R. Hollis-Jefferson,75,67
306,3,2:22.0,,J. Allen enters the game for A. Crabbe,75,67
307,3,2:22.0,D. Theis enters the game for A. Horford,,75,67
308,3,2:22.0,J. Tatum makes free throw 2 of 2,,76,67
309,3,2:08.0,,J. Allen misses 2-pt layup from 2 ft (block by D. Theis),76,67
310,3,2:03.0,Defensive rebound by D. Theis,,76,67
311,3,1:56.0,Shooting foul by I. Whitehead (drawn by J. Tatum),,76,67
312,3,1:56.0,J. Tatum makes free throw 1 of 2,,77,67
313,3,1:56.0,J. Tatum makes free throw 2 of 2,,78,67
314,3,1:39.0,,I. Whitehead misses 2-pt jump shot from 8 ft,78,67
315,3,1:34.0,Defensive rebound by D. Theis,,78,67
316,3,1:28.0,M. Smart misses 3-pt jump shot from 25 ft,,78,67
317,3,1:24.0,,Defensive rebound by T. Booker,78,67
318,3,1:20.0,,Turnover by T. Booker (bad pass; steal by J. Tatum),78,67
319,3,1:16.0,J. Tatum misses 2-pt dunk from 1 ft,,78,67
320,3,1:10.0,Offensive rebound by T. Rozier,,78,67
321,3,1:09.0,T. Rozier misses 3-pt jump shot from 22 ft,,78,67
322,3,1:06.0,Offensive rebound by J. Tatum,,78,67
323,3,0:56.0,Personal foul by T. Booker (drawn by J. Brown),,78,67
324,3,0:56.0,J. Brown makes free throw 1 of 2,,79,67
325,3,0:56.0,S. Ojeleye enters the game for J. Tatum,,79,67
326,3,0:56.0,J. Brown makes free throw 2 of 2,,80,67
327,3,0:45.0,,Shooting foul by D. Theis (drawn by C. LeVert),80,67
328,3,0:45.0,Boston full timeout,,80,67
329,3,0:45.0,,S. Dinwiddie enters the game for I. Whitehead,80,67
330,3,0:45.0,,C. LeVert misses free throw 1 of 2,80,67
331,3,0:45.0,,Offensive rebound by Team,80,67
332,3,0:45.0,,C. LeVert makes free throw 2 of 2,80,68
333,3,0:35.0,D. Theis misses 3-pt jump shot from 22 ft,,80,68
334,3,0:32.0,,Defensive rebound by T. Booker,80,68
335,3,0:22.0,,C. LeVert makes 3-pt jump shot from 23 ft (assist by T. Booker),80,71
336,3,0:01.0,M. Smart misses 2-pt jump shot from 12 ft,,80,71
337,3,0:00.0,Offensive rebound by Team,,80,71
338,4,11:45.0,M. Smart misses 3-pt jump shot from 25 ft,,80,71
339,4,11:40.0,,Defensive rebound by C. LeVert,80,71
340,4,11:29.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by Q. Acy),80,74
341,4,11:04.0,M. Morris makes 2-pt jump shot from 16 ft,,82,74
342,4,10:43.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by C. LeVert),82,77
343,4,10:31.0,Offensive foul by M. Morris (drawn by S. Dinwiddie),,82,77
344,4,10:31.0,Turnover by M. Morris (offensive foul),,82,77
345,4,10:15.0,,S. Dinwiddie makes 2-pt layup from 1 ft,82,79
346,4,9:59.0,M. Smart misses 2-pt jump shot from 8 ft,,82,79
347,4,9:55.0,,Defensive rebound by J. Allen,82,79
348,4,9:54.0,,C. LeVert makes 2-pt layup at rim (assist by J. Allen),82,81
349,4,9:54.0,Boston full timeout,,82,81
350,4,9:54.0,A. Baynes enters the game for D. Theis,,82,81
351,4,9:54.0,S. Larkin enters the game for S. Ojeleye,,82,81
352,4,9:41.0,Shooting foul by J. Allen (drawn by M. Morris),,82,81
353,4,9:41.0,M. Morris makes free throw 1 of 2,,83,81
354,4,9:41.0,M. Morris makes free throw 2 of 2,,84,81
355,4,9:28.0,,J. Harris misses 3-pt jump shot from 25 ft,84,81
356,4,9:23.0,Defensive rebound by S. Larkin,,84,81
357,4,9:10.0,M. Smart misses 2-pt layup from 6 ft,,84,81
358,4,9:07.0,Offensive rebound by M. Smart,,84,81
359,4,9:07.0,Shooting foul by C. LeVert (drawn by M. Smart),,84,81
360,4,9:07.0,M. Smart makes free throw 1 of 2,,85,81
361,4,9:07.0,M. Smart makes free throw 2 of 2,,86,81
362,4,8:43.0,,S. Dinwiddie misses 2-pt jump shot from 11 ft,86,81
363,4,8:43.0,,Offensive rebound by Q. Acy,86,81
364,4,8:43.0,,Turnover by Team (shot clock),86,81
365,4,8:28.0,S. Larkin misses 2-pt jump shot from 15 ft,,86,81
366,4,8:28.0,,Defensive rebound by Q. Acy,86,81
367,4,8:05.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,86,81
368,4,8:05.0,Defensive rebound by M. Morris,,86,81
369,4,7:56.0,Personal foul by J. Harris (drawn by M. Smart),,86,81
370,4,7:56.0,,A. Crabbe enters the game for S. Dinwiddie,86,81
371,4,7:56.0,,R. Hollis-Jefferson enters the game for J. Allen,86,81
372,4,7:50.0,M. Morris makes 2-pt jump shot from 22 ft,,88,81
373,4,7:30.0,,J. Harris misses 3-pt jump shot from 22 ft,88,81
374,4,7:28.0,Defensive rebound by M. Morris,,88,81
375,4,7:12.0,M. Morris makes 2-pt jump shot from 20 ft,,90,81
376,4,7:10.0,,Brooklyn full timeout,90,81
377,4,7:10.0,,D. Carroll enters the game for J. Harris,90,81
378,4,7:10.0,,T. Booker enters the game for Q. Acy,90,81
379,4,6:59.0,,Personal foul by S. Larkin (drawn by C. LeVert),90,81
380,4,6:58.0,,Turnover by D. Carroll (bad pass; steal by S. Larkin),90,81
381,4,6:53.0,S. Larkin makes 2-pt layup at rim,,92,81
382,4,6:36.0,,S. Dinwiddie enters the game for C. LeVert,92,81
383,4,6:30.0,,S. Dinwiddie misses 2-pt layup from 1 ft (block by A. Baynes),92,81
