,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
0,1,11:40.0,K. Thompson makes 2-pt jump shot from 12 ft (assist by K. Durant),,2,0
1,1,11:22.0,,D. Fox misses 3-pt jump shot from 22 ft,2,0
2,1,11:18.0,Defensive rebound by D. Green,,2,0
3,1,11:16.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,4,0
4,1,10:54.0,,Shooting foul by D. Green (drawn by S. Labissière),4,0
5,1,10:54.0,,S. Labissière makes free throw 1 of 2,4,1
6,1,10:54.0,,S. Labissière makes free throw 2 of 2,4,2
7,1,10:40.0,Q. Cook misses 3-pt jump shot from 24 ft,,4,2
8,1,10:37.0,,Defensive rebound by S. Labissière,4,2
9,1,10:23.0,,Turnover by J. Jackson (step out of bounds),4,2
10,1,10:08.0,Shooting foul by W. Cauley-Stein (drawn by J. McGee),,4,2
11,1,10:08.0,J. McGee misses free throw 1 of 2,,4,2
12,1,10:08.0,Offensive rebound by Team,,4,2
13,1,10:08.0,J. McGee makes free throw 2 of 2,,5,2
14,1,9:53.0,,W. Cauley-Stein makes 2-pt hook shot from 6 ft (assist by D. Fox),5,4
15,1,9:53.0,Violation by J. McGee (def goaltending),,5,4
16,1,9:42.0,J. McGee makes 2-pt dunk from 1 ft (assist by K. Thompson),,7,4
17,1,9:28.0,Violation by J. McGee (kicked ball),,7,4
18,1,9:20.0,,B. Bogdanović makes 2-pt layup from 2 ft,7,6
19,1,9:02.0,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),,9,6
20,1,8:44.0,,D. Fox misses 2-pt jump shot from 9 ft,9,6
21,1,8:41.0,,Offensive rebound by W. Cauley-Stein,9,6
22,1,8:35.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),9,8
23,1,8:08.0,Q. Cook misses 2-pt jump shot from 7 ft (block by D. Fox),,9,8
24,1,8:05.0,Offensive rebound by K. Durant,,9,8
25,1,8:04.0,K. Durant misses 2-pt jump shot from 19 ft,,9,8
26,1,8:02.0,Offensive rebound by J. McGee,,9,8
27,1,8:00.0,J. McGee makes 2-pt hook shot from 2 ft,,11,8
28,1,7:46.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),11,11
29,1,7:28.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by J. McGee),,13,11
30,1,7:11.0,,Turnover by B. Bogdanović (lost ball; steal by D. Green),13,11
31,1,7:06.0,K. Thompson misses 3-pt jump shot from 24 ft,,13,11
32,1,7:03.0,,Defensive rebound by D. Fox,13,11
33,1,6:44.0,,B. Bogdanović makes 2-pt jump shot from 22 ft (assist by S. Labissière),13,13
34,1,6:35.0,Personal foul by S. Labissière (drawn by D. Green),,13,13
35,1,6:35.0,,Sacramento full timeout,13,13
36,1,6:29.0,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),,15,13
37,1,6:02.0,,D. Fox misses 3-pt jump shot from 24 ft,15,13
38,1,5:58.0,Defensive rebound by K. Thompson,,15,13
39,1,5:51.0,K. Durant misses 2-pt jump shot from 15 ft,,15,13
40,1,5:47.0,,Defensive rebound by W. Cauley-Stein,15,13
41,1,5:42.0,,D. Fox makes 2-pt jump shot from 4 ft (assist by B. Bogdanović),15,15
42,1,5:19.0,K. Durant misses 2-pt jump shot from 15 ft,,15,15
43,1,5:17.0,,Defensive rebound by J. Jackson,15,15
44,1,5:02.0,,D. Fox makes 2-pt jump shot from 15 ft,15,17
45,1,4:48.0,Personal foul by S. Labissière (drawn by D. Green),,15,17
46,1,4:48.0,K. Looney enters the game for J. McGee,,15,17
47,1,4:48.0,N. Young enters the game for K. Thompson,,15,17
48,1,4:43.0,Shooting foul by W. Cauley-Stein (drawn by K. Durant),,15,17
49,1,4:43.0,K. Durant makes free throw 1 of 2,,16,17
50,1,4:43.0,,J. Cooley enters the game for W. Cauley-Stein,16,17
51,1,4:43.0,K. Durant misses free throw 2 of 2,,16,17
52,1,4:39.0,,Defensive rebound by J. Jackson,16,17
53,1,4:23.0,,D. Fox makes 2-pt jump shot from 17 ft (assist by J. Cooley),16,19
54,1,4:15.0,D. Green misses 2-pt layup from 2 ft (block by S. Labissière),,16,19
55,1,4:12.0,,Defensive rebound by J. Cooley,16,19
56,1,4:10.0,,D. Fox makes 2-pt jump shot from 15 ft (assist by B. Bogdanović),16,21
57,1,3:54.0,D. Green misses 3-pt jump shot from 25 ft,,16,21
