,QUARTER,TIME_REMAINING,DENVER_ACTION,SACRAMENTO_ACTION,DENVER_SCORE,SACRAMENTO_SCORE
0,1,11:42.0,,W. Cauley-Stein misses 2-pt jump shot from 15 ft,0,0
1,1,11:36.0,,Offensive rebound by S. Labissière,0,0
2,1,11:36.0,,S. Labissière misses 2-pt layup at rim,0,0
3,1,11:35.0,Defensive rebound by M. Plumlee,,0,0
4,1,11:20.0,Turnover by W. Chandler (traveling),,0,0
5,1,11:12.0,,S. Labissière makes 2-pt layup from 1 ft,0,2
6,1,10:53.0,Turnover by M. Plumlee (bad pass; steal by W. Cauley-Stein),,0,2
7,1,10:47.0,,D. Fox misses 2-pt layup from 11 ft (block by M. Plumlee),0,2
8,1,10:46.0,,Offensive rebound by D. Fox,0,2
9,1,10:41.0,,M. Richardson misses 3-pt jump shot from 22 ft,0,2
10,1,10:38.0,Defensive rebound by W. Chandler,,0,2
11,1,10:30.0,Turnover by W. Chandler (bad pass; steal by W. Cauley-Stein),,0,2
12,1,10:20.0,,M. Richardson makes 2-pt jump shot from 12 ft (assist by D. Fox),0,4
13,1,10:02.0,G. Harris misses 2-pt layup from 2 ft,,0,4
14,1,9:59.0,,Defensive rebound by S. Labissière,0,4
15,1,9:56.0,,B. Hield misses 3-pt jump shot from 25 ft,0,4
16,1,9:56.0,Defensive rebound by W. Chandler,,0,4
17,1,9:53.0,Turnover by W. Chandler (step out of bounds),,0,4
18,1,9:41.0,,S. Labissière misses 3-pt jump shot from 24 ft,0,4
19,1,9:36.0,Defensive rebound by M. Plumlee,,0,4
20,1,9:30.0,M. Plumlee makes 2-pt layup from 2 ft (assist by N. Jokić),,2,4
21,1,9:30.0,Shooting foul by W. Cauley-Stein (drawn by N. Jokić),,2,4
22,1,9:30.0,M. Plumlee makes free throw 1 of 1,,3,4
23,1,9:22.0,,D. Fox makes 2-pt layup from 1 ft,3,6
24,1,9:11.0,Turnover by G. Harris (bad pass; steal by M. Richardson),,3,6
25,1,9:06.0,,D. Fox misses 2-pt layup from 2 ft,3,6
26,1,9:04.0,Defensive rebound by W. Chandler,,3,6
27,1,8:53.0,Personal foul by M. Richardson (drawn by M. Plumlee),,3,6
28,1,8:43.0,N. Jokić misses 3-pt jump shot from 26 ft,,3,6
29,1,8:39.0,,Defensive rebound by M. Richardson,3,6
30,1,8:23.0,,W. Cauley-Stein makes 2-pt jump shot from 12 ft (assist by B. Hield),3,8
31,1,8:07.0,J. Murray makes 2-pt jump shot from 16 ft,,5,8
32,1,7:53.0,,S. Labissière makes 2-pt jump shot from 19 ft,5,10
33,1,7:32.0,N. Jokić misses 2-pt hook shot from 6 ft,,5,10
34,1,7:29.0,,Defensive rebound by S. Labissière,5,10
35,1,7:25.0,,B. Hield misses 2-pt layup from 4 ft,5,10
36,1,7:22.0,Defensive rebound by N. Jokić,,5,10
37,1,7:19.0,Turnover by W. Chandler (bad pass; steal by W. Cauley-Stein),,5,10
38,1,7:11.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by D. Fox),5,12
39,1,7:11.0,Denver full timeout,,5,12
40,1,6:58.0,G. Harris misses 2-pt jump shot from 18 ft,,5,12
41,1,6:57.0,,Defensive rebound by W. Cauley-Stein,5,12
42,1,6:57.0,,Personal foul by M. Plumlee (drawn by W. Cauley-Stein),5,12
43,1,6:45.0,,S. Labissière misses 2-pt layup from 5 ft,5,12
44,1,6:41.0,Defensive rebound by N. Jokić,,5,12
45,1,6:31.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by N. Jokić),,7,12
46,1,6:17.0,,S. Labissière makes 2-pt hook shot from 4 ft,7,14
47,1,6:05.0,W. Chandler misses 3-pt jump shot from 25 ft,,7,14
48,1,6:03.0,Offensive rebound by Team,,7,14
49,1,5:52.0,M. Plumlee misses 2-pt jump shot from 16 ft,,7,14
50,1,5:52.0,Offensive rebound by J. Murray,,7,14
51,1,5:52.0,Turnover by Team (shot clock),,7,14
52,1,5:37.0,,W. Cauley-Stein makes 2-pt jump shot from 16 ft (assist by B. Hield),7,16
53,1,5:21.0,Shooting foul by W. Cauley-Stein (drawn by W. Chandler),,7,16
54,1,5:21.0,W. Chandler makes free throw 1 of 2,,8,16
55,1,5:21.0,T. Lyles enters the game for M. Plumlee,,8,16
56,1,5:21.0,W. Chandler makes free throw 2 of 2,,9,16
57,1,5:08.0,,M. Richardson misses 2-pt layup from 4 ft,9,16
58,1,5:04.0,Defensive rebound by J. Murray,,9,16
59,1,4:57.0,Turnover by N. Jokić (bad pass; steal by S. Labissière),,9,16
60,1,4:49.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by M. Richardson),9,18
61,1,4:49.0,,Shooting foul by W. Chandler (drawn by W. Cauley-Stein),9,18
62,1,4:49.0,,K. Koufos enters the game for S. Labissière,9,18
63,1,4:49.0,W. Barton enters the game for W. Chandler,,9,18
64,1,4:49.0,,B. Bogdanović enters the game for B. Hield,9,18
65,1,4:49.0,,W. Cauley-Stein misses free throw 1 of 1,9,18
66,1,4:44.0,Defensive rebound by W. Barton,,9,18
67,1,4:28.0,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),,11,18
68,1,4:16.0,,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by K. Koufos),11,20
69,1,4:02.0,Turnover by W. Barton (lost ball; steal by W. Cauley-Stein),,11,20
70,1,3:55.0,,M. Richardson makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),11,23
71,1,3:53.0,Denver full timeout,,11,23
72,1,3:53.0,,V. Carter enters the game for W. Cauley-Stein,11,23
73,1,3:53.0,,G. Temple enters the game for M. Richardson,11,23
74,1,3:36.0,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),,14,23
75,1,3:18.0,,G. Temple misses 2-pt jump shot from 8 ft,14,23
76,1,3:16.0,,Offensive rebound by G. Temple,14,23
77,1,3:14.0,,Turnover by G. Temple (lost ball; steal by G. Harris),14,23
78,1,3:07.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by G. Harris),,17,23
79,1,2:55.0,,Shooting foul by W. Barton (drawn by D. Fox),17,23
80,1,2:55.0,,D. Fox makes free throw 1 of 2,17,24
81,1,2:55.0,M. Beasley enters the game for G. Harris,,17,24
82,1,2:55.0,,D. Fox makes free throw 2 of 2,17,25
83,1,2:38.0,J. Murray misses 3-pt jump shot from 25 ft,,17,25
84,1,2:38.0,,Defensive rebound by G. Temple,17,25
85,1,2:23.0,,Shooting foul by T. Lyles (drawn by D. Fox),17,25
86,1,2:23.0,,D. Fox makes free throw 1 of 2,17,26
87,1,2:23.0,W. Chandler enters the game for J. Murray,,17,26
88,1,2:23.0,,D. Fox makes free throw 2 of 2,17,27
89,1,2:05.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by W. Barton),,20,27
90,1,1:52.0,,V. Carter misses 3-pt jump shot from 22 ft,20,27
91,1,1:51.0,Defensive rebound by Team,,20,27
92,1,1:51.0,,B. Hield enters the game for D. Fox,20,27
93,1,1:51.0,T. Craig enters the game for N. Jokić,,20,27
94,1,1:39.0,T. Lyles makes 2-pt jump shot from 11 ft (assist by W. Barton),,22,27
95,1,1:28.0,,G. Temple misses 2-pt jump shot from 18 ft,22,27
96,1,1:27.0,Defensive rebound by Team,,22,27
97,1,1:27.0,,Loose ball foul by V. Carter (drawn by T. Lyles),22,27
98,1,1:13.0,Shooting foul by V. Carter (drawn by W. Chandler),,22,27
99,1,1:13.0,W. Chandler makes free throw 1 of 2,,23,27
