,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHOENIX_ACTION,DETROIT_SCORE,PHOENIX_SCORE
393,4,7:15.0,,M. Chriss makes 2-pt jump shot from 5 ft (assist by S. Harrison),87,70
394,4,6:48.0,B. Griffin misses 2-pt jump shot from 17 ft,,87,70
395,4,6:46.0,Offensive rebound by J. Ennis,,87,70
396,4,6:45.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by J. Ennis),,90,70
397,4,6:25.0,,J. Jackson makes 2-pt jump shot from 12 ft,90,72
398,4,6:09.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by B. Griffin),,93,72
399,4,6:09.0,,Phoenix full timeout,93,72
400,4,5:59.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by J. Jackson),93,75
401,4,5:39.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by L. Kennard),,95,75
402,4,5:32.0,,Turnover by J. Jackson (bad pass; steal by I. Smith),95,75
403,4,5:28.0,J. Ennis misses 2-pt dunk at rim (block by M. Chriss),,95,75
404,4,5:28.0,,Defensive rebound by Team,95,75
405,4,5:17.0,,Shooting foul by A. Tolliver (drawn by M. Chriss),95,75
406,4,5:17.0,,M. Chriss makes free throw 1 of 2,95,76
407,4,5:17.0,,E. Payton enters the game for S. Harrison,95,76
408,4,5:17.0,,M. Chriss makes free throw 2 of 2,95,77
409,4,4:56.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by B. Griffin),,98,77
410,4,4:39.0,,M. Chriss misses 2-pt layup from 1 ft,98,77
411,4,4:38.0,Defensive rebound by J. Ennis,,98,77
412,4,4:34.0,J. Ennis makes 2-pt layup at rim,,100,77
413,4,4:25.0,,Personal foul by B. Griffin (drawn by A. Len),100,77
414,4,4:25.0,,D. Bender enters the game for A. Len,100,77
415,4,4:17.0,,M. Chriss misses 3-pt jump shot from 24 ft,100,77
416,4,4:14.0,Defensive rebound by L. Kennard,,100,77
417,4,3:54.0,B. Griffin makes 3-pt jump shot from 25 ft,,103,77
418,4,3:45.0,,Personal foul by J. Ennis (drawn by J. Jackson),103,77
419,4,3:40.0,,E. Payton misses 2-pt layup from 1 ft (block by L. Kennard),103,77
420,4,3:37.0,Defensive rebound by B. Griffin,,103,77
421,4,3:33.0,L. Kennard makes 2-pt layup at rim (assist by B. Griffin),,105,77
422,4,3:33.0,,Phoenix full timeout,105,77
423,4,3:33.0,,S. Harrison enters the game for J. Jackson,105,77
424,4,3:33.0,,D. Reed enters the game for T. Daniels,105,77
425,4,3:33.0,H. Ellenson enters the game for A. Tolliver,,105,77
426,4,3:33.0,E. Moreland enters the game for B. Griffin,,105,77
427,4,3:13.0,,S. Harrison misses 3-pt jump shot from 24 ft,105,77
428,4,3:09.0,Defensive rebound by L. Kennard,,105,77
429,4,2:59.0,J. Ennis misses 2-pt jump shot from 18 ft,,105,77
430,4,2:54.0,,Defensive rebound by D. Bender,105,77
431,4,2:51.0,,M. Chriss makes 2-pt layup at rim (assist by D. Bender),105,79
432,4,2:28.0,I. Smith makes 2-pt jump shot from 16 ft,,107,79
433,4,2:12.0,,M. Chriss misses 2-pt layup from 1 ft (block by E. Moreland),107,79
434,4,2:12.0,,Offensive rebound by Team,107,79
435,4,2:12.0,D. Buycks enters the game for I. Smith,,107,79
436,4,2:07.0,,Turnover by D. Reed (lost ball; steal by E. Moreland),107,79
437,4,2:00.0,H. Ellenson makes 2-pt layup at rim,,109,79
438,4,1:54.0,,Shooting foul by E. Moreland (drawn by S. Harrison),109,79
439,4,1:54.0,,S. Harrison makes free throw 1 of 2,109,80
440,4,1:54.0,,S. Harrison makes free throw 2 of 2,109,81
441,4,1:39.0,H. Ellenson misses 3-pt jump shot from 22 ft,,109,81
442,4,1:35.0,,Defensive rebound by S. Harrison,109,81
443,4,1:30.0,,E. Payton makes 2-pt layup from 1 ft (assist by S. Harrison),109,83
444,4,1:20.0,Turnover by E. Moreland (traveling),,109,83
445,4,1:20.0,,A. Peters enters the game for E. Payton,109,83
446,4,1:07.0,,S. Harrison misses 2-pt layup from 5 ft (block by E. Moreland),109,83
447,4,1:04.0,Defensive rebound by H. Ellenson,,109,83
448,4,0:50.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by H. Ellenson),,112,83
449,4,0:36.0,,D. Bender makes 2-pt layup at rim (assist by M. Chriss),112,85
450,4,0:22.0,H. Ellenson makes 3-pt jump shot from 23 ft (assist by L. Kennard),,115,85
451,4,0:11.0,,Shooting foul by E. Moreland (drawn by M. Chriss),115,85
452,4,0:11.0,,M. Chriss makes free throw 1 of 2,115,86
453,4,0:11.0,,M. Chriss misses free throw 2 of 2,115,86
454,4,0:09.0,,Offensive rebound by Team,115,86
455,4,0:07.0,,M. Chriss misses 3-pt jump shot from 25 ft,115,86
456,4,0:04.0,,Offensive rebound by Team,115,86
457,4,0:01.0,,S. Harrison makes 2-pt jump shot from 10 ft,115,88
