,QUARTER,TIME_REMAINING,DALLAS_ACTION,MINNESOTA_ACTION,DALLAS_SCORE,MINNESOTA_SCORE
0,1,11:43.0,,K. Towns misses 2-pt layup from 2 ft,0,0
1,1,11:41.0,Defensive rebound by H. Barnes,,0,0
2,1,11:26.0,H. Barnes makes 2-pt layup from 1 ft (assist by W. Matthews),,2,0
3,1,11:12.0,,J. Butler makes 2-pt jump shot from 18 ft (assist by K. Towns),2,2
4,1,10:51.0,M. Kleber makes 2-pt dunk from 2 ft (assist by Y. Ferrell),,4,2
5,1,10:29.0,,A. Wiggins misses 2-pt jump shot from 10 ft,4,2
6,1,10:26.0,,Offensive rebound by K. Towns,4,2
7,1,10:25.0,,Shooting foul by M. Kleber (drawn by K. Towns),4,2
8,1,10:25.0,,K. Towns makes free throw 1 of 2,4,3
9,1,10:25.0,,K. Towns makes free throw 2 of 2,4,4
10,1,10:03.0,W. Matthews makes 2-pt layup from 1 ft,,6,4
11,1,9:52.0,,Turnover by J. Teague (bad pass),6,4
12,1,9:38.0,Y. Ferrell makes 2-pt jump shot from 21 ft (assist by W. Matthews),,8,4
13,1,9:27.0,Offensive charge foul by A. Wiggins (drawn by M. Kleber),,8,4
14,1,9:27.0,,Turnover by A. Wiggins (offensive foul),8,4
15,1,9:08.0,H. Barnes misses 2-pt jump shot from 6 ft (block by A. Wiggins),,8,4
16,1,9:05.0,,Defensive rebound by J. Butler,8,4
17,1,8:57.0,,J. Butler misses 2-pt jump shot from 6 ft,8,4
18,1,8:51.0,,Offensive rebound by K. Towns,8,4
19,1,8:51.0,,K. Towns makes 2-pt layup at rim,8,6
20,1,8:40.0,Y. Ferrell makes 2-pt layup from 1 ft,,10,6
21,1,8:25.0,,A. Wiggins misses 3-pt jump shot from 25 ft,10,6
22,1,8:22.0,Defensive rebound by D. Nowitzki,,10,6
23,1,8:18.0,H. Barnes misses 2-pt layup from 1 ft,,10,6
24,1,8:15.0,,Defensive rebound by J. Butler,10,6
25,1,8:04.0,,K. Towns makes 2-pt hook shot from 5 ft,10,8
26,1,7:47.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,10,8
27,1,7:45.0,,Defensive rebound by T. Gibson,10,8
28,1,7:39.0,,J. Teague misses 3-pt jump shot from 25 ft,10,8
29,1,7:36.0,,Offensive rebound by T. Gibson,10,8
30,1,7:36.0,,T. Gibson makes 2-pt dunk from 1 ft,10,10
31,1,7:35.0,Dallas full timeout,,10,10
32,1,7:35.0,A. Cleveland enters the game for D. Nowitzki,,10,10
33,1,7:23.0,W. Matthews makes 2-pt layup from 2 ft,,12,10
34,1,6:59.0,,Turnover by A. Wiggins (lost ball; steal by A. Cleveland),12,10
35,1,6:55.0,W. Matthews misses 3-pt jump shot from 25 ft,,12,10
36,1,6:53.0,,Defensive rebound by T. Gibson,12,10
37,1,6:50.0,,Turnover by T. Gibson (bad pass),12,10
38,1,6:26.0,Y. Ferrell misses 2-pt jump shot from 8 ft,,12,10
39,1,6:22.0,,Defensive rebound by T. Gibson,12,10
40,1,6:14.0,,J. Butler misses 2-pt layup at rim,12,10
41,1,6:10.0,,Offensive rebound by K. Towns,12,10
42,1,6:10.0,,K. Towns makes 2-pt layup at rim,12,12
43,1,5:59.0,W. Matthews misses 3-pt jump shot from 23 ft,,12,12
44,1,5:59.0,,Defensive rebound by A. Wiggins,12,12
45,1,5:46.0,,K. Towns misses 2-pt jump shot from 4 ft (block by M. Kleber),12,12
46,1,5:46.0,,Offensive rebound by Team,12,12
47,1,5:43.0,,Turnover by K. Towns (traveling),12,12
48,1,5:33.0,H. Barnes makes 2-pt jump shot from 18 ft (assist by Y. Ferrell),,14,12
49,1,5:19.0,,K. Towns makes 2-pt hook shot from 7 ft (assist by J. Teague),14,14
50,1,4:55.0,H. Barnes misses 2-pt jump shot from 15 ft,,14,14
51,1,4:54.0,Offensive rebound by Team,,14,14
52,1,4:54.0,,Loose ball foul by T. Gibson (drawn by M. Kleber),14,14
53,1,4:54.0,,G. Dieng enters the game for K. Towns,14,14
54,1,4:51.0,Personal foul by J. Teague (drawn by W. Matthews),,14,14
55,1,4:34.0,H. Barnes makes 2-pt jump shot from 17 ft,,16,14
56,1,4:16.0,,A. Wiggins misses 2-pt jump shot from 9 ft (block by A. Cleveland),16,14
57,1,4:14.0,Defensive rebound by W. Matthews,,16,14
58,1,4:11.0,A. Cleveland misses 2-pt layup from 2 ft,,16,14
59,1,4:09.0,,Defensive rebound by G. Dieng,16,14
60,1,4:05.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by J. Butler),16,17
61,1,3:50.0,Turnover by Y. Ferrell (bad pass; steal by J. Butler),,16,17
62,1,3:39.0,,J. Butler misses 2-pt jump shot from 10 ft,16,17
63,1,3:37.0,,Offensive rebound by Team,16,17
64,1,3:37.0,,J. Crawford enters the game for J. Butler,16,17
65,1,3:37.0,D. Harris enters the game for Y. Ferrell,,16,17
66,1,3:37.0,J. Barea enters the game for W. Matthews,,16,17
67,1,3:30.0,,Shooting foul by A. Cleveland (drawn by A. Wiggins),16,17
68,1,3:30.0,,A. Wiggins misses free throw 1 of 2,16,17
69,1,3:30.0,,Offensive rebound by Team,16,17
70,1,3:30.0,D. Powell enters the game for H. Barnes,,16,17
71,1,3:30.0,D. Nowitzki enters the game for M. Kleber,,16,17
72,1,3:30.0,,A. Wiggins makes free throw 2 of 2,16,18
73,1,3:16.0,Personal foul by A. Wiggins (drawn by D. Harris),,16,18
74,1,3:10.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Harris),,18,18
75,1,2:53.0,,Turnover by T. Gibson (lost ball; steal by D. Nowitzki),18,18
76,1,2:42.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by D. Powell),,20,18
77,1,2:31.0,,Personal foul by D. Powell (drawn by J. Crawford),20,18
78,1,2:31.0,,Minnesota full timeout,20,18
79,1,2:31.0,,T. Jones enters the game for J. Teague,20,18
80,1,2:22.0,,Turnover by A. Wiggins (lost ball; steal by A. Cleveland),20,18
81,1,1:58.0,D. Harris misses 2-pt layup from 1 ft,,20,18
82,1,1:54.0,Offensive rebound by D. Powell,,20,18
83,1,1:54.0,D. Powell misses 2-pt layup from 2 ft,,20,18
