,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHOENIX_ACTION,LA LAKERS_SCORE,PHOENIX_SCORE
0,1,11:40.0,L. Ball misses 2-pt jump shot from 12 ft,,0,0
1,1,11:38.0,,Defensive rebound by T. Ulis,0,0
2,1,11:24.0,,T. Ulis misses 3-pt jump shot from 26 ft,0,0
3,1,11:21.0,Defensive rebound by K. Kuzma,,0,0
4,1,11:01.0,B. Lopez misses 3-pt jump shot from 25 ft,,0,0
5,1,10:58.0,,Defensive rebound by T. Warren,0,0
6,1,10:37.0,,D. Booker makes 3-pt jump shot from 25 ft,0,3
7,1,10:22.0,K. Kuzma misses 2-pt layup from 7 ft (block by M. Chriss),,0,3
8,1,10:22.0,Offensive rebound by Team,,0,3
9,1,10:17.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,0,3
10,1,10:14.0,,Defensive rebound by D. Booker,0,3
11,1,10:03.0,,T. Warren makes 2-pt jump shot from 18 ft (assist by M. Chriss),0,5
12,1,9:47.0,Turnover by K. Caldwell-Pope (bad pass),,0,5
13,1,9:36.0,,D. Booker makes 2-pt jump shot from 18 ft (assist by T. Ulis),0,7
14,1,9:24.0,Turnover by B. Lopez (lost ball; steal by T. Ulis),,0,7
15,1,9:20.0,,Turnover by T. Ulis (bad pass; steal by K. Caldwell-Pope),0,7
16,1,9:13.0,L. Ball misses 2-pt jump shot from 13 ft,,0,7
17,1,9:09.0,,Defensive rebound by T. Warren,0,7
18,1,9:04.0,,T. Warren misses 2-pt layup at rim,0,7
19,1,9:03.0,,Offensive rebound by T. Warren,0,7
20,1,9:03.0,,T. Warren makes 2-pt layup at rim,0,9
21,1,9:03.0,LA Lakers full timeout,,0,9
22,1,8:46.0,B. Lopez makes 2-pt hook shot from 10 ft (assist by K. Kuzma),,2,9
23,1,8:21.0,,Turnover by T. Ulis (bad pass; steal by L. Ball),2,9
24,1,8:14.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,2,9
25,1,8:11.0,Offensive rebound by L. Ball,,2,9
26,1,8:05.0,L. Ball makes 2-pt layup from 4 ft (assist by K. Caldwell-Pope),,4,9
27,1,7:52.0,,T. Warren misses 2-pt jump shot from 1 ft (block by B. Ingram),4,9
28,1,7:51.0,,Offensive rebound by T. Warren,4,9
29,1,7:51.0,,T. Warren misses 2-pt layup from 1 ft,4,9
30,1,7:51.0,,Offensive rebound by Team,4,9
31,1,7:51.0,,Shooting foul by B. Ingram (drawn by T. Warren),4,9
32,1,7:51.0,,T. Warren makes free throw 2 of 2,4,10
33,1,7:51.0,,T. Warren makes free throw 1 of 2,4,11
34,1,7:40.0,Shooting foul by T. Chandler (drawn by B. Lopez),,4,11
35,1,7:40.0,B. Lopez makes free throw 1 of 2,,5,11
36,1,7:40.0,B. Lopez makes free throw 2 of 2,,6,11
37,1,7:32.0,,D. Booker misses 3-pt jump shot from 25 ft,6,11
38,1,7:30.0,Defensive rebound by B. Lopez,,6,11
39,1,7:22.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by B. Ingram),,9,11
40,1,7:21.0,,Phoenix full timeout,9,11
41,1,7:07.0,,T. Warren misses 2-pt jump shot from 6 ft (block by B. Lopez),9,11
42,1,7:04.0,,Offensive rebound by D. Booker,9,11
43,1,7:01.0,K. Caldwell-Pope misses 2-pt layup at rim (block by M. Chriss),,9,11
44,1,7:01.0,,Defensive rebound by T. Chandler,9,11
45,1,6:52.0,,T. Warren misses 2-pt layup from 1 ft,9,11
46,1,6:52.0,,Offensive rebound by T. Chandler,9,11
47,1,6:44.0,,D. Booker makes 2-pt layup from 1 ft,9,13
48,1,6:38.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,9,13
49,1,6:38.0,,Defensive rebound by T. Chandler,9,13
