,QUARTER,TIME_REMAINING,MIAMI_ACTION,CHICAGO_ACTION,MIAMI_SCORE,CHICAGO_SCORE
0,1,11:40.0,Turnover by J. Richardson (bad pass; steal by R. Lopez),,0,0
1,1,11:35.0,,J. Holiday misses 3-pt jump shot from 22 ft,0,0
2,1,11:31.0,Defensive rebound by J. Winslow,,0,0
3,1,11:21.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by D. Waiters),,3,0
4,1,10:59.0,,J. Holiday misses 3-pt jump shot from 23 ft,3,0
5,1,10:57.0,,Offensive rebound by R. Lopez,3,0
6,1,10:51.0,,R. Lopez misses 2-pt hook shot from 8 ft,3,0
7,1,10:44.0,Defensive rebound by H. Whiteside,,3,0
8,1,10:32.0,H. Whiteside misses 2-pt jump shot from 5 ft,,3,0
9,1,10:29.0,,Defensive rebound by L. Markkanen,3,0
10,1,10:24.0,,Turnover by K. Dunn (bad pass),3,0
11,1,10:12.0,D. Waiters misses 3-pt jump shot from 23 ft,,3,0
12,1,10:08.0,,Defensive rebound by R. Lopez,3,0
13,1,10:04.0,,J. Holiday misses 2-pt layup from 1 ft,3,0
14,1,10:04.0,Defensive rebound by H. Whiteside,,3,0
15,1,9:58.0,Turnover by D. Waiters (out of bounds lost ball),,3,0
16,1,9:47.0,,D. Valentine misses 2-pt jump shot from 10 ft,3,0
17,1,9:47.0,,Offensive rebound by Team,3,0
18,1,9:31.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by D. Valentine),3,3
19,1,9:13.0,J. Richardson misses 2-pt jump shot from 17 ft,,3,3
20,1,9:10.0,,Defensive rebound by K. Dunn,3,3
21,1,8:55.0,,R. Lopez misses 2-pt jump shot from 15 ft,3,3
22,1,8:52.0,Defensive rebound by J. Winslow,,3,3
23,1,8:36.0,H. Whiteside misses 2-pt jump shot from 9 ft (block by L. Markkanen),,3,3
24,1,8:31.0,,Defensive rebound by D. Valentine,3,3
25,1,8:24.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by D. Valentine),3,6
26,1,8:02.0,G. Dragić misses 3-pt jump shot from 26 ft,,3,6
27,1,8:00.0,,Defensive rebound by D. Valentine,3,6
28,1,7:53.0,,L. Markkanen misses 3-pt jump shot from 24 ft,3,6
29,1,7:53.0,Defensive rebound by J. Richardson,,3,6
30,1,7:38.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Winslow),,5,6
31,1,7:20.0,,D. Valentine misses 2-pt jump shot from 21 ft,5,6
32,1,7:20.0,Defensive rebound by H. Whiteside,,5,6
33,1,7:10.0,H. Whiteside misses 2-pt jump shot from 9 ft,,5,6
34,1,7:05.0,,Defensive rebound by K. Dunn,5,6
35,1,6:55.0,,K. Dunn misses 2-pt jump shot from 6 ft,5,6
36,1,6:53.0,Defensive rebound by D. Waiters,,5,6
37,1,6:50.0,Shooting foul by J. Holiday (drawn by D. Waiters),,5,6
38,1,6:50.0,,Chicago full timeout,5,6
39,1,6:50.0,D. Waiters makes free throw 1 of 2,,6,6
40,1,6:50.0,D. Waiters makes free throw 2 of 2,,7,6
41,1,6:36.0,,R. Lopez misses 2-pt hook shot from 4 ft,7,6
42,1,6:33.0,Defensive rebound by J. Winslow,,7,6
43,1,6:29.0,J. Winslow misses 2-pt layup from 5 ft (block by J. Holiday),,7,6
44,1,6:25.0,,Defensive rebound by L. Markkanen,7,6
45,1,6:16.0,,Turnover by R. Lopez (bad pass; steal by J. Richardson),7,6
46,1,6:06.0,D. Waiters misses 2-pt jump shot from 3 ft,,7,6
47,1,6:03.0,,Defensive rebound by L. Markkanen,7,6
48,1,5:52.0,,K. Dunn misses 2-pt jump shot from 10 ft,7,6
49,1,5:49.0,Defensive rebound by H. Whiteside,,7,6
50,1,5:30.0,D. Waiters misses 3-pt jump shot from 26 ft,,7,6
51,1,5:27.0,,Defensive rebound by D. Valentine,7,6
52,1,5:12.0,,K. Dunn misses 2-pt jump shot from 21 ft,7,6
53,1,5:12.0,Defensive rebound by J. Winslow,,7,6
54,1,5:04.0,J. Richardson misses 3-pt jump shot from 22 ft,,7,6
55,1,5:04.0,,Defensive rebound by K. Dunn,7,6
56,1,4:56.0,,Shooting foul by G. Dragić (drawn by K. Dunn),7,6
57,1,4:56.0,,K. Dunn makes free throw 1 of 2,7,7
58,1,4:56.0,,A. Blakeney enters the game for D. Valentine,7,7
59,1,4:56.0,T. Johnson enters the game for G. Dragić,,7,7
60,1,4:56.0,,K. Dunn makes free throw 2 of 2,7,8
61,1,4:37.0,H. Whiteside misses 2-pt dunk from 1 ft,,7,8
62,1,4:37.0,,Defensive rebound by R. Lopez,7,8
63,1,4:32.0,,R. Lopez misses 2-pt jump shot from 11 ft,7,8
64,1,4:32.0,Defensive rebound by D. Waiters,,7,8
65,1,4:18.0,Turnover by J. Richardson (bad pass; steal by K. Dunn),,7,8
66,1,4:09.0,,A. Blakeney misses 2-pt jump shot from 10 ft,7,8
67,1,4:06.0,Defensive rebound by J. Winslow,,7,8
68,1,3:58.0,Turnover by J. Richardson (bad pass; steal by K. Dunn),,7,8
69,1,3:58.0,,Personal foul by J. Richardson (drawn by K. Dunn),7,8
70,1,3:58.0,,J. Grant enters the game for K. Dunn,7,8
