,QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
0,1,11:47.0,J. Brown misses 2-pt layup from 6 ft,,0,0
1,1,11:44.0,Offensive rebound by A. Horford,,0,0
2,1,11:43.0,A. Horford misses 2-pt layup from 2 ft,,0,0
3,1,11:41.0,Offensive rebound by A. Baynes,,0,0
4,1,11:33.0,J. Brown misses 2-pt dunk from 2 ft (block by T. Zeller),,0,0
5,1,11:33.0,Offensive rebound by A. Baynes,,0,0
6,1,11:33.0,Personal foul by E. Bledsoe (drawn by A. Baynes),,0,0
7,1,11:15.0,T. Rozier misses 3-pt jump shot from 25 ft,,0,0
8,1,11:14.0,,Defensive rebound by Team,0,0
9,1,11:14.0,Loose ball foul by A. Baynes (drawn by T. Zeller),,0,0
10,1,10:55.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,0,0
11,1,10:53.0,Defensive rebound by T. Rozier,,0,0
12,1,10:48.0,J. Brown makes 3-pt jump shot from 25 ft (assist by A. Horford),,3,0
13,1,10:31.0,,K. Middleton misses 3-pt jump shot from 25 ft,3,0
14,1,10:28.0,Defensive rebound by A. Baynes,,3,0
15,1,10:14.0,Shooting foul by T. Zeller (drawn by A. Baynes),,3,0
16,1,10:14.0,A. Baynes makes free throw 1 of 2,,4,0
17,1,10:14.0,A. Baynes misses free throw 2 of 2,,4,0
18,1,10:11.0,,Defensive rebound by T. Zeller,4,0
19,1,10:09.0,,Personal foul by T. Rozier (drawn by E. Bledsoe),4,0
20,1,9:58.0,,G. Antetokounmpo misses 2-pt hook shot from 9 ft,4,0
21,1,9:56.0,,Offensive rebound by G. Antetokounmpo,4,0
22,1,9:55.0,,G. Antetokounmpo misses 2-pt layup from 7 ft (block by A. Horford),4,0
23,1,9:55.0,Defensive rebound by Team,,4,0
24,1,9:35.0,T. Rozier misses 2-pt layup from 3 ft,,4,0
25,1,9:33.0,,Defensive rebound by T. Zeller,4,0
26,1,9:29.0,,Shooting foul by J. Tatum (drawn by T. Zeller),4,0
27,1,9:29.0,,T. Zeller makes free throw 1 of 2,4,1
28,1,9:29.0,,T. Zeller makes free throw 2 of 2,4,2
29,1,9:18.0,J. Brown misses 2-pt layup from 6 ft,,4,2
30,1,9:12.0,Offensive rebound by A. Baynes,,4,2
31,1,9:12.0,A. Baynes makes 2-pt layup at rim,,6,2
32,1,9:06.0,,E. Bledsoe makes 2-pt jump shot from 16 ft,6,4
33,1,8:54.0,J. Brown misses 3-pt jump shot from 26 ft,,6,4
34,1,8:50.0,Offensive rebound by A. Horford,,6,4
35,1,8:45.0,A. Horford makes 2-pt hook shot from 6 ft,,8,4
36,1,8:17.0,,K. Middleton misses 3-pt jump shot from 27 ft,8,4
37,1,8:15.0,Defensive rebound by A. Baynes,,8,4
38,1,8:03.0,Personal foul by M. Brogdon (drawn by A. Horford),,8,4
39,1,7:53.0,Turnover by J. Brown (lost ball; steal by T. Zeller),,8,4
40,1,7:38.0,,Turnover by K. Middleton (bad pass; steal by T. Rozier),8,4
41,1,7:22.0,J. Tatum makes 2-pt jump shot from 17 ft,,10,4
42,1,7:21.0,,Milwaukee full timeout,10,4
43,1,7:08.0,,K. Middleton misses 2-pt jump shot from 19 ft,10,4
44,1,7:06.0,Defensive rebound by T. Rozier,,10,4
45,1,6:50.0,A. Horford misses 2-pt dunk from 3 ft (block by T. Zeller),,10,4
46,1,6:47.0,,Defensive rebound by K. Middleton,10,4
47,1,6:47.0,,Shooting foul by J. Tatum (drawn by G. Antetokounmpo),10,4
48,1,6:47.0,,G. Antetokounmpo misses free throw 1 of 2,10,4
49,1,6:47.0,,Offensive rebound by Team,10,4
50,1,6:47.0,M. Morris enters the game for J. Tatum,,10,4
51,1,6:47.0,G. Monroe enters the game for A. Baynes,,10,4
52,1,6:47.0,,G. Antetokounmpo makes free throw 2 of 2,10,5
53,1,6:35.0,M. Morris makes 2-pt jump shot from 14 ft,,12,5
54,1,6:16.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,12,5
55,1,6:15.0,Defensive rebound by Team,,12,5
56,1,6:15.0,,J. Parker enters the game for K. Middleton,12,5
57,1,6:01.0,M. Morris misses 2-pt jump shot from 15 ft,,12,5
58,1,5:59.0,,Defensive rebound by T. Zeller,12,5
59,1,5:41.0,,M. Dellavedova enters the game for E. Bledsoe,12,5
60,1,5:36.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,12,5
61,1,5:34.0,Defensive rebound by T. Rozier,,12,5
62,1,5:27.0,M. Morris misses 2-pt jump shot from 12 ft,,12,5
63,1,5:24.0,,Defensive rebound by G. Antetokounmpo,12,5
64,1,5:17.0,,T. Zeller misses 2-pt hook shot from 4 ft,12,5
65,1,5:15.0,Defensive rebound by G. Monroe,,12,5
66,1,5:13.0,J. Brown misses 2-pt layup from 1 ft,,12,5
67,1,5:07.0,Offensive rebound by M. Morris,,12,5
68,1,5:07.0,M. Morris misses 2-pt layup at rim,,12,5
69,1,5:06.0,,Defensive rebound by T. Zeller,12,5
70,1,4:55.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by M. Dellavedova),12,7
71,1,4:46.0,Personal foul by T. Zeller (drawn by G. Monroe),,12,7
72,1,4:46.0,,T. Maker enters the game for T. Zeller,12,7
73,1,4:35.0,T. Rozier misses 3-pt jump shot from 27 ft,,12,7
74,1,4:30.0,,Defensive rebound by M. Brogdon,12,7
75,1,4:26.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by M. Brogdon),12,9
76,1,4:11.0,T. Rozier misses 3-pt jump shot from 27 ft,,12,9
77,1,4:08.0,Offensive rebound by G. Monroe,,12,9
78,1,4:06.0,G. Monroe misses 2-pt layup from 3 ft (block by J. Parker),,12,9
79,1,4:06.0,,Defensive rebound by M. Brogdon,12,9
80,1,3:56.0,,M. Brogdon makes 2-pt layup from 1 ft,12,11
81,1,3:55.0,Boston full timeout,,12,11
82,1,3:55.0,S. Larkin enters the game for J. Brown,,12,11
83,1,3:33.0,A. Horford makes 2-pt hook shot from 8 ft,,14,11
84,1,3:20.0,,J. Parker misses 2-pt hook shot from 5 ft (block by A. Horford),14,11
85,1,3:20.0,,Offensive rebound by Team,14,11
86,1,3:20.0,,T. Snell enters the game for M. Brogdon,14,11
87,1,3:06.0,,T. Maker makes 2-pt jump shot from 17 ft,14,13
88,1,2:50.0,Turnover by G. Monroe (traveling),,14,13
89,1,2:36.0,,J. Parker makes 2-pt dunk at rim (assist by M. Dellavedova),14,15
90,1,2:09.0,M. Morris misses 2-pt jump shot from 15 ft,,14,15
91,1,2:05.0,,Defensive rebound by M. Dellavedova,14,15
92,1,1:59.0,,J. Parker makes 3-pt jump shot from 25 ft (assist by T. Snell),14,18
93,1,1:39.0,Shooting foul by G. Antetokounmpo (drawn by M. Morris),,14,18
94,1,1:39.0,M. Morris misses free throw 1 of 2,,14,18
95,1,1:39.0,Offensive rebound by Team,,14,18
96,1,1:39.0,,K. Middleton enters the game for G. Antetokounmpo,14,18
97,1,1:39.0,J. Tatum enters the game for A. Horford,,14,18
98,1,1:39.0,A. Baynes enters the game for G. Monroe,,14,18
99,1,1:39.0,M. Morris makes free throw 2 of 2,,15,18
100,1,1:22.0,,T. Maker misses 3-pt jump shot from 26 ft,15,18
101,1,1:19.0,Defensive rebound by T. Rozier,,15,18
102,1,1:17.0,,Violation by T. Snell (kicked ball),15,18
103,1,1:11.0,M. Morris makes 2-pt jump shot from 18 ft (assist by T. Rozier),,17,18
104,1,0:53.0,,K. Middleton makes 2-pt layup from 2 ft,17,20
105,1,0:45.0,Turnover by T. Rozier (bad pass; steal by J. Parker),,17,20
106,1,0:41.0,,J. Parker misses 2-pt layup from 2 ft,17,20
107,1,0:40.0,Defensive rebound by Team,,17,20
108,1,0:24.0,M. Morris misses 2-pt jump shot from 8 ft (block by J. Parker),,17,20
109,1,0:20.0,,Defensive rebound by K. Middleton,17,20
110,1,0:01.0,,K. Middleton makes 2-pt jump shot from 5 ft,17,22
111,1,0:01.0,Turnover by M. Morris (bad pass; steal by M. Dellavedova),,17,22
112,1,0:00.0,,M. Dellavedova makes 2-pt layup from 2 ft,17,24
113,2,11:49.0,,Personal foul by M. Morris (drawn by M. Dellavedova),17,24
114,2,11:45.0,,J. Parker misses 2-pt jump shot from 12 ft,17,24
115,2,11:42.0,Defensive rebound by M. Morris,,17,24
116,2,11:24.0,J. Tatum misses 2-pt jump shot from 14 ft,,17,24
117,2,11:22.0,,Defensive rebound by M. Dellavedova,17,24
118,2,11:13.0,,K. Middleton misses 2-pt jump shot from 15 ft,17,24
119,2,11:10.0,Defensive rebound by J. Brown,,17,24
120,2,11:03.0,A. Baynes misses 3-pt jump shot from 26 ft,,17,24
121,2,10:59.0,,Defensive rebound by J. Parker,17,24
122,2,10:48.0,,T. Maker makes 3-pt jump shot from 22 ft (assist by T. Snell),17,27
123,2,10:31.0,Turnover by A. Baynes (bad pass; steal by J. Parker),,17,27
124,2,10:27.0,,Turnover by M. Dellavedova (bad pass),17,27
125,2,10:27.0,,E. Bledsoe enters the game for M. Dellavedova,17,27
126,2,10:12.0,J. Tatum misses 2-pt jump shot from 18 ft,,17,27
127,2,10:08.0,,Defensive rebound by T. Snell,17,27
128,2,9:46.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),17,30
129,2,9:25.0,A. Baynes makes 2-pt dunk from 1 ft (assist by S. Larkin),,19,30
130,2,8:59.0,,K. Middleton makes 2-pt hook shot from 6 ft,19,32
131,2,8:35.0,J. Brown misses 2-pt jump shot from 17 ft (block by J. Parker),,19,32
132,2,8:35.0,,Defensive rebound by Team,19,32
133,2,8:35.0,G. Yabusele enters the game for M. Morris,,19,32
134,2,8:30.0,,T. Snell misses 3-pt jump shot from 22 ft,19,32
135,2,8:30.0,Defensive rebound by J. Brown,,19,32
136,2,8:19.0,Personal foul by T. Snell (drawn by J. Tatum),,19,32
137,2,8:04.0,S. Larkin misses 2-pt jump shot from 4 ft,,19,32
138,2,7:57.0,Offensive rebound by A. Baynes,,19,32
139,2,7:57.0,A. Baynes misses 2-pt layup at rim,,19,32
140,2,7:55.0,,Defensive rebound by J. Parker,19,32
141,2,7:53.0,,T. Maker misses 3-pt jump shot from 23 ft,19,32
142,2,7:52.0,Defensive rebound by J. Brown,,19,32
143,2,7:52.0,Shooting foul by J. Parker (drawn by J. Brown),,19,32
