,QUARTER,TIME_REMAINING,INDIANA_ACTION,DALLAS_ACTION,INDIANA_SCORE,DALLAS_SCORE
383,4,3:52.0,M. Turner makes 2-pt layup from 1 ft (assist by V. Oladipo),,88,97
384,4,3:29.0,,H. Barnes misses 2-pt jump shot from 11 ft,88,97
385,4,3:26.0,Defensive rebound by M. Turner,,88,97
386,4,3:16.0,M. Turner makes 2-pt jump shot from 20 ft (assist by V. Oladipo),,90,97
387,4,3:15.0,,Dallas full timeout,90,97
388,4,3:15.0,,Y. Ferrell enters the game for J. Barea,90,97
389,4,3:03.0,,Turnover by D. Powell (bad pass; steal by V. Oladipo),90,97
390,4,2:59.0,V. Oladipo makes 2-pt layup from 2 ft,,92,97
391,4,2:39.0,,D. Smith misses 3-pt jump shot from 24 ft,92,97
392,4,2:39.0,Defensive rebound by M. Turner,,92,97
393,4,2:37.0,Personal foul by D. Powell (drawn by M. Turner),,92,97
394,4,2:37.0,M. Turner makes free throw 1 of 2,,93,97
395,4,2:37.0,,J. Barea enters the game for Y. Ferrell,93,97
396,4,2:37.0,M. Turner makes free throw 2 of 2,,94,97
397,4,2:25.0,,Personal foul by C. Joseph (drawn by H. Barnes),94,97
398,4,2:12.0,,J. Barea makes 2-pt jump shot from 3 ft,94,99
399,4,1:50.0,V. Oladipo makes 2-pt jump shot from 4 ft,,96,99
400,4,1:33.0,,D. Smith misses 2-pt layup from 2 ft (block by M. Turner),96,99
401,4,1:33.0,,Offensive rebound by Team,96,99
402,4,1:28.0,,W. Matthews misses 3-pt jump shot from 27 ft,96,99
403,4,1:24.0,Defensive rebound by V. Oladipo,,96,99
404,4,1:09.0,V. Oladipo misses 3-pt jump shot from 25 ft,,96,99
405,4,1:07.0,,Defensive rebound by H. Barnes,96,99
406,4,0:53.0,,H. Barnes misses 3-pt jump shot from 22 ft,96,99
407,4,0:49.0,Defensive rebound by M. Turner,,96,99
408,4,0:45.0,Personal foul by W. Matthews (drawn by V. Oladipo),,96,99
409,4,0:45.0,V. Oladipo makes free throw 1 of 2,,97,99
410,4,0:45.0,V. Oladipo misses free throw 2 of 2,,97,99
411,4,0:44.0,,Defensive rebound by J. Barea,97,99
412,4,0:33.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by J. Barea),97,102
413,4,0:33.0,Indiana full timeout,,97,102
414,4,0:33.0,,Y. Ferrell enters the game for J. Barea,97,102
415,4,0:28.0,Shooting foul by D. Powell (drawn by V. Oladipo),,97,102
416,4,0:28.0,V. Oladipo makes free throw 1 of 2,,98,102
417,4,0:28.0,,J. Barea enters the game for Y. Ferrell,98,102
418,4,0:28.0,V. Oladipo makes free throw 2 of 2,,99,102
419,4,0:21.0,,Personal take foul by T. Young (drawn by D. Smith),99,102
420,4,0:21.0,,D. Smith misses free throw 1 of 2,99,102
421,4,0:21.0,,Offensive rebound by Team,99,102
422,4,0:21.0,,Y. Ferrell enters the game for J. Barea,99,102
423,4,0:21.0,,D. Smith makes free throw 2 of 2,99,103
424,4,0:14.0,V. Oladipo makes 2-pt layup at rim,,101,103
425,4,0:12.0,,D. Nowitzki enters the game for D. Powell,101,105
426,4,0:11.0,,Personal take foul by C. Joseph (drawn by H. Barnes),101,105
427,4,0:11.0,,H. Barnes makes free throw 1 of 2,101,104
428,4,0:11.0,,D. Powell enters the game for D. Nowitzki,101,104
429,4,0:11.0,L. Stephenson enters the game for T. Young,,101,105
430,4,0:11.0,,H. Barnes makes free throw 2 of 2,101,105
431,4,0:07.0,V. Oladipo misses 3-pt jump shot from 26 ft,,101,105
432,4,0:04.0,,Defensive rebound by Y. Ferrell,101,105
433,4,0:04.0,,Personal take foul by M. Turner (drawn by D. Smith),101,105
434,4,0:04.0,,Y. Ferrell makes free throw 1 of 2,101,106
435,4,0:04.0,,Y. Ferrell makes free throw 2 of 2,101,107
436,4,0:03.0,B. Bogdanović makes 2-pt jump shot from 16 ft (assist by L. Stephenson),,103,107
437,4,0:02.0,,Personal take foul by L. Stephenson (drawn by H. Barnes),103,107
438,4,0:02.0,,H. Barnes makes free throw 1 of 2,103,108
439,4,0:02.0,,H. Barnes makes free throw 2 of 2,103,109
440,4,0:01.0,Turnover by L. Stephenson (bad pass; steal by Y. Ferrell),,103,109
441,4,0:11.0,Indiana full timeout,,101,105
