,QUARTER,TIME_REMAINING,ATLANTA_ACTION,ORLANDO_ACTION,ATLANTA_SCORE,ORLANDO_SCORE
0,1,11:40.0,,A. Gordon misses 2-pt hook shot from 6 ft,0,0
1,1,11:36.0,Defensive rebound by E. İlyasova,,0,0
2,1,11:20.0,E. İlyasova misses 2-pt jump shot from 21 ft,,0,0
3,1,11:17.0,,Defensive rebound by N. Vučević,0,0
4,1,10:59.0,,E. Payton misses 3-pt jump shot from 24 ft,0,0
5,1,10:56.0,Defensive rebound by K. Bazemore,,0,0
6,1,10:51.0,T. Prince makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,3,0
7,1,10:35.0,,J. Simmons misses 2-pt hook shot from 1 ft,3,0
8,1,10:35.0,,Offensive rebound by N. Vučević,3,0
9,1,10:28.0,,N. Vučević makes 2-pt layup from 2 ft,3,2
10,1,10:13.0,M. Plumlee misses 2-pt layup from 5 ft,,3,2
11,1,10:13.0,,Defensive rebound by A. Gordon,3,2
12,1,10:02.0,,E. Fournier misses 3-pt jump shot from 26 ft,3,2
13,1,10:02.0,Defensive rebound by E. İlyasova,,3,2
14,1,9:43.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by K. Bazemore),,6,2
15,1,9:29.0,,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),6,4
16,1,9:08.0,Turnover by K. Bazemore (bad pass; steal by N. Vučević),,6,4
17,1,8:58.0,,A. Gordon makes 2-pt layup from 1 ft,6,6
18,1,8:43.0,D. Schröder makes 2-pt jump shot from 15 ft,,8,6
19,1,8:35.0,,E. Payton makes 2-pt layup from 3 ft,8,8
20,1,8:19.0,M. Plumlee misses 2-pt layup from 2 ft,,8,8
21,1,8:17.0,,Defensive rebound by A. Gordon,8,8
22,1,8:12.0,,A. Gordon misses 2-pt layup from 1 ft,8,8
23,1,8:12.0,,Offensive rebound by A. Gordon,8,8
24,1,8:12.0,,A. Gordon makes 2-pt layup from 1 ft,8,10
25,1,8:12.0,Atlanta full timeout,,8,10
26,1,8:12.0,T. Cavanaugh enters the game for M. Plumlee,,8,10
27,1,8:03.0,K. Bazemore misses 2-pt jump shot from 21 ft,,8,10
28,1,8:00.0,,Defensive rebound by A. Gordon,8,10
29,1,7:47.0,,J. Simmons makes 2-pt jump shot from 15 ft,8,12
30,1,7:33.0,K. Bazemore misses 2-pt layup from 2 ft,,8,12
31,1,7:30.0,,Defensive rebound by E. Payton,8,12
32,1,7:23.0,,E. Payton misses 2-pt layup from 2 ft (block by E. İlyasova),8,12
33,1,7:16.0,Defensive rebound by E. İlyasova,,8,12
34,1,7:08.0,D. Schröder misses 2-pt jump shot from 11 ft,,8,12
35,1,7:06.0,Offensive rebound by T. Cavanaugh,,8,12
36,1,7:05.0,T. Cavanaugh misses 2-pt layup from 1 ft,,8,12
37,1,7:04.0,Offensive rebound by T. Cavanaugh,,8,12
38,1,7:02.0,T. Cavanaugh misses 2-pt layup from 3 ft (block by A. Gordon),,8,12
39,1,7:00.0,,Defensive rebound by J. Simmons,8,12
40,1,6:46.0,,Personal foul by K. Bazemore (drawn by E. Fournier),8,12
41,1,6:36.0,,A. Gordon makes 2-pt layup from 3 ft,8,14
42,1,6:36.0,,Shooting foul by D. Schröder (drawn by A. Gordon),8,14
43,1,6:36.0,,A. Gordon misses free throw 1 of 1,8,14
44,1,6:32.0,,Offensive rebound by A. Gordon,8,14
45,1,6:26.0,,A. Gordon makes 2-pt jump shot from 15 ft,8,16
46,1,6:16.0,T. Cavanaugh makes 3-pt jump shot from 23 ft (assist by T. Prince),,11,16
47,1,6:04.0,,E. Fournier makes 2-pt layup at rim (assist by E. Payton),11,18
48,1,5:42.0,K. Bazemore misses 2-pt jump shot from 21 ft,,11,18
49,1,5:38.0,,Defensive rebound by A. Gordon,11,18
50,1,5:29.0,,N. Vučević misses 2-pt hook shot from 7 ft,11,18
51,1,5:26.0,Defensive rebound by T. Prince,,11,18
52,1,5:20.0,D. Schröder makes 2-pt jump shot from 6 ft,,13,18
53,1,5:07.0,,N. Vučević misses 3-pt jump shot from 25 ft,13,18
54,1,5:07.0,Defensive rebound by T. Prince,,13,18
55,1,4:56.0,T. Cavanaugh misses 3-pt jump shot from 24 ft,,13,18
56,1,4:52.0,Offensive rebound by E. İlyasova,,13,18
57,1,4:52.0,E. İlyasova makes 2-pt layup at rim,,15,18
58,1,4:52.0,,Orlando full timeout,15,18
59,1,4:52.0,L. Babbitt enters the game for E. İlyasova,,15,18
60,1,4:52.0,D. Bembry enters the game for K. Bazemore,,15,18
61,1,4:35.0,,J. Simmons misses 3-pt jump shot from 25 ft,15,18
62,1,4:32.0,,Offensive rebound by E. Payton,15,18
63,1,4:30.0,,E. Payton misses 2-pt jump shot from 6 ft,15,18
64,1,4:30.0,,Offensive rebound by N. Vučević,15,18
65,1,4:21.0,,N. Vučević misses 2-pt layup at rim,15,18
66,1,4:21.0,,Offensive rebound by E. Payton,15,18
67,1,4:15.0,,E. Fournier misses 2-pt jump shot from 22 ft,15,18
68,1,4:15.0,Defensive rebound by T. Prince,,15,18
69,1,4:02.0,D. Schröder misses 2-pt layup from 2 ft,,15,18
70,1,4:02.0,Offensive rebound by Team,,15,18
71,1,4:02.0,,A. Afflalo enters the game for J. Simmons,15,18
72,1,4:02.0,M. Belinelli enters the game for T. Prince,,15,18
73,1,3:47.0,M. Belinelli misses 2-pt jump shot from 16 ft,,15,18
74,1,3:43.0,,Defensive rebound by N. Vučević,15,18
75,1,3:30.0,,A. Gordon makes 2-pt jump shot from 14 ft,15,20
76,1,3:10.0,M. Belinelli misses 2-pt jump shot from 17 ft,,15,20
77,1,3:07.0,,Defensive rebound by E. Fournier,15,20
78,1,3:02.0,,E. Fournier misses 2-pt layup from 3 ft,15,20
79,1,3:01.0,,Offensive rebound by N. Vučević,15,20
80,1,3:01.0,,N. Vučević makes 2-pt dunk at rim,15,22
81,1,2:38.0,L. Babbitt makes 3-pt jump shot from 23 ft (assist by D. Schröder),,18,22
82,1,2:22.0,,Shooting foul by D. Bembry (drawn by E. Fournier),18,22
83,1,2:22.0,,E. Fournier misses free throw 1 of 2,18,22
84,1,2:22.0,,Offensive rebound by Team,18,22
85,1,2:22.0,,B. Biyombo enters the game for E. Payton,18,22
86,1,2:22.0,,D. Augustin enters the game for N. Vučević,18,22
87,1,2:22.0,M. Plumlee enters the game for D. Schröder,,18,22
88,1,2:22.0,I. Taylor enters the game for T. Cavanaugh,,18,22
89,1,2:22.0,,E. Fournier makes free throw 2 of 2,18,23
90,1,2:08.0,D. Bembry makes 2-pt layup from 2 ft,,20,23
91,1,1:50.0,,E. Fournier misses 2-pt layup from 4 ft,20,23
92,1,1:50.0,,Offensive rebound by Team,20,23
93,1,1:50.0,Loose ball foul by L. Babbitt (drawn by B. Biyombo),,20,23
94,1,1:38.0,,B. Biyombo makes 2-pt dunk from 2 ft (assist by E. Fournier),20,25
95,1,1:24.0,Turnover by M. Belinelli (lost ball; steal by E. Fournier),,20,25
96,1,1:16.0,,E. Fournier makes 2-pt layup from 2 ft (assist by D. Augustin),20,27
97,1,1:03.0,Personal foul by A. Afflalo (drawn by M. Plumlee),,20,27
98,1,0:55.0,I. Taylor misses 2-pt jump shot from 11 ft,,20,27
99,1,0:53.0,,Defensive rebound by A. Afflalo,20,27
100,1,0:40.0,,E. Fournier makes 2-pt jump shot from 4 ft,20,29
101,1,0:27.0,L. Babbitt misses 2-pt jump shot from 10 ft,,20,29
102,1,0:24.0,Offensive rebound by M. Plumlee,,20,29
103,1,0:23.0,M. Plumlee makes 2-pt hook shot from 4 ft,,22,29
104,1,0:04.0,,E. Fournier makes 2-pt jump shot from 17 ft,22,31
105,1,0:02.0,Personal block foul by E. Fournier (drawn by D. Bembry),,22,31
106,1,0:02.0,D. Bembry misses free throw 1 of 2,,22,31
107,1,0:02.0,Offensive rebound by Team,,22,31
108,1,0:02.0,D. Bembry makes free throw 2 of 2,,23,31
109,1,0:00.0,,A. Afflalo misses 3-pt jump shot from 45 ft,23,31
110,1,0:00.0,,Offensive rebound by Team,23,31
111,2,11:46.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by I. Taylor),,25,31
112,2,11:22.0,,D. Augustin misses 2-pt jump shot from 7 ft (block by I. Taylor),25,31
113,2,11:17.0,Defensive rebound by M. Belinelli,,25,31
114,2,11:03.0,Turnover by D. Bembry (bad pass),,25,31
115,2,10:43.0,,S. Mack misses 3-pt jump shot from 26 ft,25,31
116,2,10:43.0,Defensive rebound by L. Babbitt,,25,31
117,2,10:26.0,Turnover by M. Belinelli (bad pass),,25,31
118,2,10:26.0,K. Bazemore enters the game for L. Babbitt,,25,31
119,2,10:07.0,,S. Mack misses 2-pt jump shot from 10 ft,25,31
120,2,10:07.0,Defensive rebound by D. Bembry,,25,31
121,2,10:01.0,I. Taylor makes 2-pt layup from 2 ft (assist by D. Bembry),,27,31
122,2,9:47.0,,W. Iwundu misses 2-pt layup from 1 ft,27,31
123,2,9:47.0,,Offensive rebound by Team,27,31
124,2,9:47.0,T. Cavanaugh enters the game for M. Plumlee,,27,31
125,2,9:33.0,,Turnover by D. Augustin (bad pass; steal by D. Bembry),27,31
126,2,9:29.0,M. Belinelli makes 2-pt dunk from 1 ft (assist by D. Bembry),,29,31
127,2,9:29.0,,Orlando full timeout,29,31
128,2,9:15.0,,A. Afflalo makes 2-pt jump shot from 20 ft (assist by S. Mack),29,33
129,2,8:51.0,K. Bazemore misses 3-pt jump shot from 23 ft,,29,33
130,2,8:50.0,Offensive rebound by K. Bazemore,,29,33
131,2,8:45.0,K. Bazemore misses 2-pt layup from 3 ft,,29,33
132,2,8:45.0,,Defensive rebound by W. Iwundu,29,33
133,2,8:24.0,,A. Afflalo makes 2-pt jump shot from 12 ft,29,35
134,2,8:05.0,D. Bembry misses 2-pt jump shot from 13 ft,,29,35
135,2,8:02.0,,Defensive rebound by A. Afflalo,29,35
136,2,7:56.0,Offensive charge foul by B. Biyombo (drawn by I. Taylor),,29,35
137,2,7:56.0,,Turnover by B. Biyombo (offensive foul),29,35
138,2,7:56.0,D. Schröder enters the game for I. Taylor,,29,35
139,2,7:56.0,E. İlyasova enters the game for D. Bembry,,29,35
140,2,7:46.0,Shooting foul by D. Augustin (drawn by M. Belinelli),,29,35
141,2,7:46.0,M. Belinelli makes free throw 1 of 2,,30,35
142,2,7:46.0,,J. Simmons enters the game for S. Mack,30,35
143,2,7:46.0,M. Belinelli makes free throw 2 of 2,,31,35
144,2,7:30.0,,W. Iwundu misses 2-pt jump shot from 21 ft,31,35
145,2,7:27.0,Defensive rebound by E. İlyasova,,31,35
146,2,7:17.0,T. Cavanaugh makes 3-pt jump shot from 24 ft (assist by K. Bazemore),,34,35
147,2,6:54.0,,B. Biyombo misses 2-pt hook shot from 6 ft,34,35
148,2,6:48.0,Defensive rebound by T. Cavanaugh,,34,35
149,2,6:41.0,Turnover by D. Schröder (out of bounds lost ball),,34,35
150,2,6:41.0,,E. Payton enters the game for A. Afflalo,34,35
151,2,6:41.0,,A. Gordon enters the game for B. Biyombo,34,35
152,2,6:41.0,,N. Vučević enters the game for D. Augustin,34,35
153,2,6:41.0,T. Prince enters the game for M. Belinelli,,34,35
154,2,6:28.0,,Turnover by J. Simmons (bad pass; steal by D. Schröder),34,35
155,2,6:20.0,Turnover by T. Cavanaugh (bad pass),,34,35
156,2,6:08.0,,J. Simmons makes 2-pt jump shot from 20 ft (assist by E. Payton),34,37
157,2,5:51.0,D. Schröder misses 2-pt layup from 2 ft (block by E. Payton),,34,37
158,2,5:46.0,Offensive rebound by D. Schröder,,34,37
159,2,5:43.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by D. Schröder),,37,37
160,2,5:34.0,,Turnover by E. Payton (bad pass),37,37
161,2,5:34.0,,E. Fournier enters the game for W. Iwundu,37,37
162,2,5:24.0,E. İlyasova misses 3-pt jump shot from 24 ft,,37,37
163,2,5:22.0,,Defensive rebound by Team,37,37
164,2,5:22.0,D. Bembry enters the game for T. Cavanaugh,,37,37
165,2,5:06.0,,J. Simmons misses 2-pt jump shot from 18 ft,37,37
166,2,5:06.0,Defensive rebound by D. Bembry,,37,37
167,2,4:55.0,Shooting foul by A. Gordon (drawn by T. Prince),,37,37
168,2,4:55.0,T. Prince makes free throw 1 of 2,,38,37
169,2,4:55.0,T. Prince makes free throw 2 of 2,,39,37
170,2,4:46.0,,Turnover by J. Simmons (bad pass; steal by E. İlyasova),39,37
171,2,4:34.0,T. Prince makes 2-pt layup from 3 ft,,41,37
172,2,4:33.0,,Orlando full timeout,41,37
173,2,4:11.0,,E. Fournier makes 2-pt jump shot from 19 ft,41,39
174,2,3:48.0,E. İlyasova makes 2-pt jump shot from 18 ft (assist by D. Schröder),,43,39
175,2,3:30.0,,Turnover by E. Payton (bad pass; steal by K. Bazemore),43,39
176,2,3:18.0,E. İlyasova makes 2-pt jump shot from 11 ft (assist by D. Bembry),,45,39
177,2,3:03.0,,Turnover by J. Simmons (turnover),45,39
178,2,3:03.0,M. Belinelli enters the game for E. İlyasova,,45,39
179,2,3:03.0,T. Cavanaugh enters the game for K. Bazemore,,45,39
180,2,2:50.0,T. Prince makes 2-pt layup from 3 ft (assist by D. Schröder),,47,39
181,2,2:38.0,,J. Simmons misses 3-pt jump shot from 27 ft,47,39
182,2,2:24.0,Defensive rebound by T. Cavanaugh,,47,39
183,2,2:21.0,M. Belinelli misses 3-pt jump shot from 27 ft,,47,39
184,2,2:14.0,,Defensive rebound by N. Vučević,47,39
185,2,2:13.0,,A. Gordon misses 3-pt jump shot from 25 ft,47,39
186,2,2:13.0,Defensive rebound by D. Bembry,,47,39
187,2,1:54.0,Shooting foul by E. Payton (drawn by D. Schröder),,47,39
188,2,1:54.0,D. Schröder misses free throw 1 of 2,,47,39
189,2,1:54.0,Offensive rebound by Team,,47,39
190,2,1:54.0,D. Schröder makes free throw 2 of 2,,48,39
191,2,1:39.0,,Shooting foul by T. Prince (drawn by A. Gordon),48,39
192,2,1:39.0,,A. Gordon misses free throw 1 of 3,48,39
193,2,1:39.0,,Offensive rebound by Team,48,39
194,2,1:39.0,,A. Gordon makes free throw 2 of 3,48,40
195,2,1:39.0,,A. Gordon makes free throw 3 of 3,48,41
196,2,1:25.0,D. Schröder misses 2-pt layup from 3 ft,,48,41
197,2,1:21.0,,Defensive rebound by A. Gordon,48,41
198,2,1:20.0,,Turnover by E. Payton (bad pass; steal by D. Schröder),48,41
199,2,0:58.0,T. Prince misses 3-pt jump shot from 23 ft,,48,41
200,2,0:55.0,Turnover by Team (shot clock),,48,41
201,2,0:55.0,Offensive rebound by Team,,48,41
202,2,0:42.0,Offensive charge foul by N. Vučević (drawn by T. Cavanaugh),,48,41
203,2,0:42.0,,Turnover by N. Vučević (offensive foul),48,41
204,2,0:32.0,D. Schröder makes 2-pt layup from 3 ft,,50,41
205,2,0:23.0,,J. Simmons makes 3-pt jump shot from 25 ft (assist by E. Payton),50,44
206,2,0:02.0,D. Schröder misses 2-pt layup from 4 ft (block by N. Vučević),,50,44
207,2,0:02.0,Offensive rebound by Team,,50,44
208,2,0:02.0,Atlanta full timeout,,50,44
209,2,0:02.0,K. Bazemore enters the game for T. Prince,,50,44
210,2,0:00.0,T. Cavanaugh makes 2-pt layup from 2 ft (assist by D. Schröder),,52,44
211,3,11:52.0,Turnover by T. Cavanaugh (bad pass),,52,44
212,3,11:29.0,,E. Payton misses 3-pt jump shot from 23 ft,52,44
213,3,11:28.0,,Offensive rebound by Team,52,44
214,3,11:28.0,,Turnover by Team (shot clock),52,44
215,3,11:18.0,,Offensive charge foul by E. İlyasova (drawn by A. Gordon),52,44
216,3,11:18.0,Turnover by E. İlyasova (offensive foul),,52,44
217,3,11:03.0,,E. Fournier makes 2-pt layup from 3 ft (assist by A. Gordon),52,46
218,3,10:49.0,Turnover by K. Bazemore (bad pass; steal by E. Payton),,52,46
219,3,10:48.0,,Personal foul by D. Schröder (drawn by E. Payton),52,46
220,3,10:36.0,,J. Simmons makes 2-pt layup from 2 ft,52,48
221,3,10:18.0,T. Prince makes 3-pt jump shot from 23 ft (assist by E. İlyasova),,55,48
222,3,10:06.0,,N. Vučević misses 2-pt jump shot from 7 ft,55,48
223,3,10:03.0,Defensive rebound by K. Bazemore,,55,48
224,3,9:56.0,D. Schröder makes 2-pt jump shot from 8 ft,,57,48
225,3,9:44.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Payton),57,51
226,3,9:33.0,D. Schröder misses 2-pt jump shot from 14 ft,,57,51
227,3,9:31.0,,Defensive rebound by J. Simmons,57,51
228,3,9:24.0,,E. Fournier makes 3-pt jump shot from 22 ft (assist by N. Vučević),57,54
229,3,9:12.0,Atlanta full timeout,,57,54
230,3,9:04.0,D. Schröder makes 2-pt jump shot from 16 ft (assist by T. Cavanaugh),,59,54
231,3,8:45.0,,E. Payton misses 3-pt jump shot from 25 ft,59,54
232,3,8:41.0,Defensive rebound by E. İlyasova,,59,54
233,3,8:31.0,E. İlyasova misses 3-pt jump shot from 26 ft,,59,54
234,3,8:28.0,,Defensive rebound by E. Fournier,59,54
235,3,8:18.0,,A. Gordon makes 2-pt layup from 3 ft,59,56
236,3,8:06.0,T. Prince makes 2-pt layup from 3 ft (assist by K. Bazemore),,61,56
237,3,8:06.0,Shooting foul by J. Simmons (drawn by T. Prince),,61,56
238,3,8:06.0,T. Prince makes free throw 1 of 1,,62,56
239,3,7:56.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by J. Simmons),62,59
240,3,7:41.0,K. Bazemore makes 2-pt jump shot from 20 ft,,64,59
241,3,7:27.0,,J. Simmons misses 2-pt jump shot from 14 ft,64,59
242,3,7:27.0,,Offensive rebound by N. Vučević,64,59
243,3,7:24.0,,N. Vučević makes 2-pt layup at rim,64,61
244,3,7:08.0,T. Cavanaugh misses 2-pt jump shot from 19 ft,,64,61
245,3,7:08.0,,Defensive rebound by A. Gordon,64,61
246,3,7:00.0,,A. Gordon makes 2-pt jump shot from 8 ft,64,63
247,3,6:40.0,D. Schröder misses 2-pt layup from 2 ft,,64,63
248,3,6:37.0,,Defensive rebound by N. Vučević,64,63
249,3,6:32.0,,J. Simmons misses 2-pt jump shot from 11 ft,64,63
250,3,6:28.0,Defensive rebound by T. Cavanaugh,,64,63
251,3,6:20.0,Shooting foul by A. Gordon (drawn by T. Prince),,64,63
252,3,6:20.0,T. Prince misses free throw 1 of 2,,64,63
253,3,6:20.0,Offensive rebound by Team,,64,63
254,3,6:20.0,M. Plumlee enters the game for T. Cavanaugh,,64,63
255,3,6:20.0,T. Prince makes free throw 2 of 2,,65,63
256,3,6:11.0,,N. Vučević misses 3-pt jump shot from 25 ft,65,63
257,3,6:07.0,Defensive rebound by T. Prince,,65,63
258,3,5:52.0,M. Plumlee makes 2-pt dunk from 2 ft (assist by D. Schröder),,67,63
259,3,5:39.0,,N. Vučević makes 2-pt layup from 2 ft,67,65
260,3,5:21.0,Turnover by D. Schröder (bad pass; steal by J. Simmons),,67,65
261,3,5:16.0,,J. Simmons makes 2-pt dunk at rim,67,67
262,3,5:08.0,Atlanta full timeout,,67,67
263,3,5:08.0,M. Belinelli enters the game for E. İlyasova,,67,67
264,3,5:08.0,L. Babbitt enters the game for K. Bazemore,,67,67
265,3,4:53.0,D. Schröder misses 2-pt jump shot from 12 ft,,67,67
266,3,4:51.0,,Defensive rebound by N. Vučević,67,67
267,3,4:45.0,,Turnover by N. Vučević (bad pass),67,67
268,3,4:30.0,D. Schröder misses 2-pt layup from 3 ft (block by N. Vučević),,67,67
269,3,4:28.0,Offensive rebound by M. Plumlee,,67,67
270,3,4:28.0,M. Plumlee makes 2-pt layup at rim,,69,67
271,3,4:18.0,,N. Vučević misses 3-pt jump shot from 26 ft,69,67
272,3,4:18.0,Defensive rebound by M. Belinelli,,69,67
273,3,4:01.0,,B. Biyombo enters the game for E. Payton,69,67
274,3,4:01.0,,D. Augustin enters the game for N. Vučević,69,67
275,3,4:01.0,D. Bembry enters the game for T. Prince,,69,67
276,3,3:59.0,D. Schröder makes 2-pt jump shot from 16 ft (assist by M. Belinelli),,71,67
277,3,3:40.0,,E. Fournier makes 3-pt jump shot from 26 ft,71,70
278,3,3:14.0,D. Bembry misses 2-pt layup from 2 ft,,71,70
279,3,3:14.0,Offensive rebound by M. Plumlee,,71,70
280,3,3:09.0,M. Plumlee makes 2-pt dunk at rim,,73,70
281,3,3:08.0,,Orlando full timeout,73,70
282,3,3:08.0,I. Taylor enters the game for D. Schröder,,73,70
283,3,2:58.0,,A. Gordon misses 3-pt jump shot from 26 ft,73,70
284,3,2:54.0,Defensive rebound by M. Belinelli,,73,70
