,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ATLANTA_ACTION,NEW YORK_SCORE,ATLANTA_SCORE
50,1,5:36.0,,M. Belinelli misses 2-pt layup at rim,22,14
51,1,5:35.0,Defensive rebound by K. O'Quinn,,22,14
52,1,5:32.0,T. Hardaway makes 2-pt jump shot from 13 ft (assist by J. Jack),,24,14
53,1,5:20.0,,Turnover by D. Schröder (out of bounds lost ball),24,14
54,1,5:20.0,W. Hernangómez enters the game for K. O'Quinn,,24,14
55,1,5:07.0,K. Porziņģis misses 2-pt jump shot from 17 ft,,24,14
56,1,5:02.0,Offensive rebound by W. Hernangómez,,24,14
57,1,5:01.0,W. Hernangómez misses 2-pt layup from 2 ft,,24,14
58,1,5:01.0,Offensive rebound by W. Hernangómez,,24,14
59,1,4:57.0,W. Hernangómez makes 2-pt layup at rim,,26,14
60,1,4:44.0,,Shooting foul by K. Porziņģis (drawn by T. Prince),26,14
61,1,4:44.0,,T. Prince makes free throw 1 of 2,26,15
62,1,4:44.0,,D. Dedmon enters the game for J. Collins,26,15
63,1,4:44.0,D. McDermott enters the game for T. Hardaway,,26,15
64,1,4:44.0,,T. Prince makes free throw 2 of 2,26,16
65,1,4:31.0,C. Lee makes 2-pt jump shot from 10 ft (assist by J. Jack),,28,16
66,1,4:13.0,,D. Schröder makes 2-pt layup from 1 ft,28,18
67,1,4:04.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,28,18
68,1,4:03.0,,Defensive rebound by Team,28,18
69,1,4:03.0,Loose ball foul by W. Hernangómez (drawn by D. Dedmon),,28,18
70,1,4:03.0,,J. Magette enters the game for T. Prince,28,18
71,1,4:03.0,,D. Bembry enters the game for D. Schröder,28,18
72,1,4:03.0,F. Ntilikina enters the game for J. Jack,,28,18
73,1,3:59.0,,Turnover by J. Magette (out of bounds lost ball),28,18
74,1,3:48.0,D. McDermott misses 2-pt layup from 1 ft,,28,18
75,1,3:45.0,,Defensive rebound by D. Dedmon,28,18
76,1,3:38.0,,D. Dedmon makes 2-pt jump shot from 11 ft (assist by M. Belinelli),28,20
77,1,3:29.0,Turnover by K. Porziņģis (bad pass),,28,20
78,1,3:18.0,,M. Belinelli misses 2-pt jump shot from 21 ft,28,20
79,1,3:15.0,Defensive rebound by W. Hernangómez,,28,20
80,1,3:02.0,,Violation by D. Bembry (kicked ball),28,20
81,1,3:02.0,New York full timeout,,28,20
82,1,2:48.0,F. Ntilikina makes 3-pt jump shot from 24 ft (assist by C. Lee),,31,20
83,1,2:29.0,,D. Dedmon misses 3-pt jump shot from 23 ft,31,20
84,1,2:26.0,Defensive rebound by F. Ntilikina,,31,20
85,1,2:17.0,C. Lee makes 2-pt jump shot from 20 ft (assist by F. Ntilikina),,33,20
86,1,2:00.0,,M. Belinelli misses 2-pt jump shot from 21 ft,33,20
87,1,1:56.0,Defensive rebound by D. McDermott,,33,20
88,1,1:38.0,C. Lee makes 2-pt jump shot from 20 ft,,35,20
89,1,1:24.0,,M. Belinelli misses 3-pt jump shot from 25 ft,35,20
90,1,1:21.0,Defensive rebound by K. Porziņģis,,35,20
91,1,1:18.0,Personal foul by D. Dedmon (drawn by W. Hernangómez),,35,20
92,1,1:18.0,,J. Collins enters the game for D. Dedmon,35,20
93,1,1:18.0,L. Thomas enters the game for K. Porziņģis,,35,20
94,1,1:10.0,W. Hernangómez makes 2-pt layup from 3 ft (assist by C. Lee),,37,20
95,1,1:03.0,,D. Bembry misses 2-pt layup from 1 ft (block by F. Ntilikina),37,20
96,1,1:00.0,,Offensive rebound by J. Collins,37,20
97,1,1:00.0,,M. Belinelli makes 2-pt layup from 6 ft (assist by J. Collins),37,22
98,1,0:46.0,Turnover by D. McDermott (traveling),,37,22
99,1,0:34.0,,J. Collins makes 2-pt dunk from 2 ft (assist by J. Magette),37,24
100,1,0:16.0,W. Hernangómez makes 2-pt layup from 3 ft (assist by F. Ntilikina),,39,24
101,1,0:02.0,,Personal take foul by F. Ntilikina (drawn by J. Magette),39,24
102,1,0:00.0,,E. İlyasova misses 2-pt jump shot from 16 ft,39,24
103,1,0:00.0,,Offensive rebound by Team,39,24
104,2,11:48.0,,M. Belinelli misses 3-pt jump shot from 24 ft,39,24
105,2,11:47.0,,Offensive rebound by Team,39,24
106,2,11:47.0,Loose ball foul by W. Hernangómez (drawn by J. Collins),,39,24
107,2,11:34.0,,M. Belinelli makes 3-pt jump shot from 22 ft (assist by J. Magette),39,27
108,2,11:22.0,Offensive foul by T. Hardaway (drawn by J. Collins),,39,27
109,2,11:22.0,Turnover by T. Hardaway (offensive foul),,39,27
110,2,11:16.0,,Personal foul by T. Hardaway (drawn by M. Belinelli),39,27
111,2,11:01.0,,K. Bazemore makes 2-pt jump shot from 15 ft (assist by M. Belinelli),39,29
112,2,10:43.0,D. McDermott misses 2-pt jump shot from 20 ft,,39,29
113,2,10:40.0,,Defensive rebound by J. Collins,39,29
114,2,10:27.0,,J. Collins makes 2-pt layup from 1 ft (assist by M. Belinelli),39,31
115,2,10:27.0,,Shooting foul by W. Hernangómez (drawn by J. Collins),39,31
116,2,10:27.0,K. O'Quinn enters the game for W. Hernangómez,,39,31
117,2,10:27.0,,J. Collins makes free throw 1 of 1,39,32
118,2,10:09.0,Shooting foul by D. Bembry (drawn by T. Hardaway),,39,32
119,2,10:09.0,T. Hardaway makes free throw 1 of 2,,40,32
120,2,10:09.0,T. Hardaway makes free throw 2 of 2,,41,32
121,2,9:55.0,,J. Magette makes 2-pt jump shot from 20 ft,41,34
122,2,9:37.0,T. Hardaway misses 3-pt jump shot from 25 ft,,41,34
123,2,9:34.0,,Defensive rebound by K. Bazemore,41,34
124,2,9:29.0,,K. Bazemore misses 3-pt jump shot from 22 ft,41,34
125,2,9:26.0,Defensive rebound by F. Ntilikina,,41,34
126,2,9:17.0,L. Thomas misses 3-pt jump shot from 25 ft,,41,34
127,2,9:16.0,,Defensive rebound by Team,41,34
128,2,9:16.0,,D. Schröder enters the game for J. Magette,41,34
129,2,8:54.0,,J. Collins makes 2-pt dunk at rim (assist by D. Schröder),41,36
130,2,8:35.0,D. McDermott makes 2-pt jump shot from 13 ft (assist by T. Hardaway),,43,36
131,2,8:21.0,,Personal foul by F. Ntilikina (drawn by D. Schröder),43,36
132,2,8:21.0,,T. Prince enters the game for M. Belinelli,43,36
133,2,8:12.0,,Turnover by D. Schröder (bad pass; steal by K. O'Quinn),43,36
134,2,8:09.0,T. Hardaway makes 2-pt layup from 1 ft,,45,36
135,2,8:09.0,Shooting foul by D. Bembry (drawn by T. Hardaway),,45,36
136,2,8:09.0,,Atlanta full timeout,45,36
137,2,8:09.0,T. Hardaway makes free throw 1 of 1,,46,36
138,2,7:59.0,,K. Bazemore makes 2-pt jump shot from 14 ft,46,38
139,2,7:40.0,,E. İlyasova enters the game for D. Bembry,46,38
140,2,7:40.0,K. Porziņģis enters the game for L. Thomas,,46,38
141,2,7:38.0,Turnover by F. Ntilikina (bad pass; steal by D. Schröder),,46,38
142,2,7:32.0,,Personal foul by F. Ntilikina (drawn by D. Schröder),46,38
143,2,7:32.0,,D. Schröder misses free throw 1 of 2,46,38
144,2,7:32.0,,Offensive rebound by Team,46,38
145,2,7:32.0,J. Jack enters the game for F. Ntilikina,,46,38
146,2,7:32.0,,D. Schröder makes free throw 2 of 2,46,39
147,2,7:17.0,K. Porziņģis makes 2-pt layup from 10 ft (assist by K. O'Quinn),,48,39
148,2,7:17.0,Shooting foul by J. Collins (drawn by K. Porziņģis),,48,39
149,2,7:17.0,K. Porziņģis makes free throw 1 of 1,,49,39
150,2,7:02.0,,K. Bazemore misses 3-pt jump shot from 26 ft,49,39
151,2,6:59.0,Defensive rebound by K. Porziņģis,,49,39
152,2,6:51.0,Turnover by K. Porziņģis (traveling),,49,39
153,2,6:39.0,,E. İlyasova misses 3-pt jump shot from 24 ft,49,39
154,2,6:34.0,Defensive rebound by K. O'Quinn,,49,39
155,2,6:26.0,T. Hardaway misses 2-pt jump shot from 15 ft,,49,39
156,2,6:23.0,,Defensive rebound by E. İlyasova,49,39
157,2,6:18.0,,T. Prince misses 2-pt layup from 2 ft,49,39
158,2,6:14.0,Defensive rebound by K. O'Quinn,,49,39
159,2,6:03.0,D. McDermott misses 2-pt layup from 1 ft,,49,39
160,2,6:00.0,,Defensive rebound by E. İlyasova,49,39
161,2,5:54.0,,D. Schröder misses 2-pt layup from 1 ft,49,39
162,2,5:51.0,Defensive rebound by K. Porziņģis,,49,39
163,2,5:47.0,K. O'Quinn misses 2-pt dunk from 2 ft,,49,39
164,2,5:47.0,Offensive rebound by T. Hardaway,,49,39
165,2,5:42.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by T. Hardaway),,52,39
166,2,5:22.0,,K. Bazemore makes 2-pt jump shot from 14 ft,52,41
167,2,5:02.0,D. McDermott misses 3-pt jump shot from 26 ft,,52,41
168,2,5:01.0,,Defensive rebound by Team,52,41
169,2,5:01.0,,T. Cavanaugh enters the game for J. Collins,52,41
170,2,5:01.0,,M. Belinelli enters the game for K. Bazemore,52,41
171,2,5:01.0,C. Lee enters the game for D. McDermott,,52,41
172,2,4:53.0,,D. Schröder makes 2-pt jump shot from 16 ft,52,43
173,2,4:30.0,Shooting foul by T. Cavanaugh (drawn by K. Porziņģis),,52,43
174,2,4:30.0,K. Porziņģis misses free throw 1 of 2,,52,43
175,2,4:30.0,Offensive rebound by Team,,52,43
176,2,4:30.0,K. Porziņģis makes free throw 2 of 2,,53,43
177,2,4:21.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by M. Belinelli),53,46
178,2,4:01.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by J. Jack),,55,46
179,2,3:52.0,,T. Cavanaugh misses 3-pt jump shot from 24 ft,55,46
180,2,3:50.0,Defensive rebound by Team,,55,46
181,2,3:37.0,,Offensive charge foul by K. Porziņģis (drawn by T. Cavanaugh),55,46
182,2,3:37.0,Turnover by K. Porziņģis (offensive foul),,55,46
183,2,3:25.0,,T. Cavanaugh misses 3-pt jump shot from 24 ft,55,46
184,2,3:21.0,Defensive rebound by C. Lee,,55,46
185,2,3:13.0,C. Lee makes 2-pt layup from 1 ft (assist by K. O'Quinn),,57,46
186,2,3:02.0,,T. Cavanaugh makes 3-pt jump shot from 23 ft (assist by D. Schröder),57,49
187,2,2:55.0,New York full timeout,,57,49
188,2,2:50.0,Turnover by K. O'Quinn (bad pass),,57,49
189,2,2:31.0,,E. İlyasova makes 2-pt layup at rim (assist by T. Cavanaugh),57,51
190,2,2:13.0,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by T. Hardaway),,59,51
191,2,2:13.0,Shooting foul by T. Prince (drawn by K. Porziņģis),,59,51
192,2,2:13.0,,Atlanta full timeout,59,51
193,2,2:13.0,K. Porziņģis makes free throw 1 of 1,,60,51
194,2,2:00.0,,Turnover by E. İlyasova (offensive goaltending),60,51
195,2,1:43.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by J. Jack),,63,51
196,2,1:25.0,,E. İlyasova makes 2-pt jump shot from 17 ft (assist by D. Schröder),63,53
197,2,1:17.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,63,53
198,2,1:12.0,,Defensive rebound by D. Schröder,63,53
199,2,1:06.0,,D. Schröder makes 2-pt jump shot from 12 ft,63,55
200,2,0:52.0,C. Lee makes 2-pt layup from 1 ft (assist by J. Jack),,65,55
201,2,0:43.0,,D. Schröder makes 2-pt jump shot from 14 ft,65,57
202,2,0:32.0,C. Lee makes 2-pt layup from 1 ft (assist by J. Jack),,67,57
203,2,0:27.0,,D. Schröder misses 2-pt jump shot from 15 ft,67,57
204,2,0:24.0,,Offensive rebound by M. Belinelli,67,57
205,2,0:24.0,,M. Belinelli makes 2-pt layup at rim,67,59
206,2,0:00.0,C. Lee misses 2-pt jump shot from 22 ft,,67,59
207,2,0:00.0,Offensive rebound by Team,,67,59
208,3,11:45.0,,T. Prince misses 2-pt jump shot from 20 ft,67,59
209,3,11:42.0,Defensive rebound by K. O'Quinn,,67,59
210,3,11:28.0,J. Jack misses 3-pt jump shot from 24 ft,,67,59
211,3,11:25.0,,Defensive rebound by T. Prince,67,59
212,3,11:20.0,,J. Collins makes 2-pt jump shot from 16 ft (assist by T. Prince),67,61
213,3,11:02.0,C. Lee misses 2-pt layup from 1 ft,,67,61
214,3,11:02.0,,Defensive rebound by T. Prince,67,61
215,3,10:56.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by J. Collins),67,64
216,3,10:55.0,New York full timeout,,67,64
217,3,10:41.0,C. Lee makes 2-pt jump shot from 13 ft (assist by J. Jack),,69,64
218,3,10:23.0,,K. Bazemore misses 2-pt layup from 4 ft (block by T. Hardaway),69,64
219,3,10:19.0,Defensive rebound by J. Jack,,69,64
220,3,10:18.0,T. Hardaway misses 3-pt jump shot from 25 ft,,69,64
221,3,10:18.0,,Defensive rebound by J. Collins,69,64
222,3,10:08.0,,T. Prince misses 3-pt jump shot from 24 ft,69,64
223,3,10:08.0,Defensive rebound by K. O'Quinn,,69,64
224,3,9:56.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Jack),,72,64
225,3,9:41.0,Violation by K. O'Quinn (kicked ball),,72,64
226,3,9:35.0,,K. Bazemore misses 2-pt layup from 3 ft (block by C. Lee),72,64
227,3,9:35.0,,Offensive rebound by Team,72,64
228,3,9:33.0,,D. Dedmon makes 2-pt dunk at rim (assist by K. Bazemore),72,66
229,3,9:11.0,T. Hardaway misses 3-pt jump shot from 25 ft (block by D. Dedmon),,72,66
230,3,9:07.0,,Defensive rebound by K. Bazemore,72,66
231,3,9:05.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by K. Bazemore),72,69
232,3,8:48.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,72,69
233,3,8:44.0,,Defensive rebound by K. Bazemore,72,69
234,3,8:32.0,,D. Dedmon makes 2-pt jump shot from 9 ft (assist by D. Schröder),72,71
235,3,8:32.0,,Shooting foul by K. O'Quinn (drawn by D. Dedmon),72,71
236,3,8:32.0,,D. Dedmon makes free throw 1 of 1,72,72
237,3,8:15.0,Turnover by T. Hardaway (lost ball; steal by K. Bazemore),,72,72
238,3,8:05.0,,J. Collins misses 2-pt layup from 4 ft (block by K. Porziņģis),72,72
239,3,8:01.0,Defensive rebound by J. Jack,,72,72
240,3,8:01.0,Personal foul by D. Schröder (drawn by J. Jack),,72,72
241,3,7:50.0,C. Lee makes 3-pt jump shot from 23 ft (assist by J. Jack),,75,72
242,3,7:31.0,,D. Schröder misses 2-pt jump shot from 20 ft,75,72
243,3,7:28.0,,Offensive rebound by J. Collins,75,72
244,3,7:24.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by J. Collins),75,74
245,3,6:57.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Jack),,78,74
246,3,6:42.0,,J. Collins makes 2-pt dunk from 1 ft (assist by K. Bazemore),78,76
247,3,6:26.0,J. Jack misses 3-pt jump shot from 24 ft,,78,76
248,3,6:23.0,,Defensive rebound by T. Prince,78,76
249,3,6:19.0,,T. Prince misses 2-pt layup from 2 ft,78,76
250,3,6:19.0,,Offensive rebound by D. Dedmon,78,76
251,3,6:19.0,,Shooting foul by K. O'Quinn (drawn by D. Dedmon),78,76
252,3,6:19.0,,D. Dedmon makes free throw 1 of 2,78,77
253,3,6:19.0,,D. Dedmon makes free throw 2 of 2,78,78
254,3,6:05.0,K. O'Quinn misses 2-pt layup from 1 ft,,78,78
255,3,6:05.0,Offensive rebound by Team,,78,78
256,3,6:05.0,Turnover by K. O'Quinn (offensive goaltending),,78,78
257,3,6:05.0,,E. İlyasova enters the game for J. Collins,78,78
258,3,6:05.0,W. Hernangómez enters the game for K. O'Quinn,,78,78
259,3,5:53.0,,Shooting foul by W. Hernangómez (drawn by D. Schröder),78,78
260,3,5:53.0,,D. Schröder makes free throw 1 of 2,78,79
261,3,5:53.0,,D. Schröder makes free throw 2 of 2,78,80
262,3,5:40.0,Shooting foul by D. Dedmon (drawn by K. Porziņģis),,78,80
263,3,5:40.0,K. Porziņģis makes free throw 1 of 2,,79,80
264,3,5:40.0,D. McDermott enters the game for T. Hardaway,,79,80
265,3,5:40.0,K. Porziņģis misses free throw 2 of 2,,79,80
266,3,5:37.0,,Defensive rebound by D. Dedmon,79,80
267,3,5:30.0,,D. Schröder makes 2-pt layup from 1 ft,79,82
268,3,5:11.0,J. Jack makes 2-pt jump shot from 1 ft (assist by W. Hernangómez),,81,82
269,3,4:56.0,,E. İlyasova misses 3-pt jump shot from 25 ft,81,82
270,3,4:52.0,,Offensive rebound by T. Prince,81,82
271,3,4:48.0,,T. Prince misses 2-pt jump shot from 10 ft,81,82
272,3,4:44.0,Defensive rebound by W. Hernangómez,,81,82
273,3,4:39.0,J. Jack makes 3-pt jump shot from 24 ft,,84,82
274,3,4:21.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by D. Schröder),84,85
275,3,4:15.0,Turnover by W. Hernangómez (bad pass; steal by K. Bazemore),,84,85
276,3,4:11.0,,K. Bazemore misses 2-pt layup from 1 ft (block by W. Hernangómez),84,85
277,3,4:08.0,,Offensive rebound by K. Bazemore,84,85
278,3,4:07.0,,K. Bazemore makes 2-pt layup from 2 ft,84,87
279,3,3:52.0,D. McDermott misses 3-pt jump shot from 24 ft,,84,87
280,3,3:49.0,,Defensive rebound by E. İlyasova,84,87
281,3,3:43.0,,D. Schröder makes 2-pt jump shot from 17 ft,84,89
282,3,3:25.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,84,89
283,3,3:21.0,,Defensive rebound by E. İlyasova,84,89
284,3,3:09.0,,T. Prince misses 2-pt layup from 2 ft,84,89
285,3,3:07.0,Defensive rebound by W. Hernangómez,,84,89
286,3,3:04.0,D. McDermott misses 3-pt jump shot from 24 ft,,84,89
287,3,3:04.0,Offensive rebound by W. Hernangómez,,84,89
288,3,2:57.0,D. McDermott misses 2-pt layup from 1 ft (block by T. Prince),,84,89
289,3,2:57.0,Offensive rebound by D. McDermott,,84,89
290,3,2:52.0,C. Lee misses 3-pt jump shot from 22 ft,,84,89
291,3,2:52.0,,Defensive rebound by E. İlyasova,84,89
292,3,2:41.0,,Atlanta full timeout,84,89
293,3,2:41.0,,M. Belinelli enters the game for T. Prince,84,89
294,3,2:41.0,,D. Bembry enters the game for D. Dedmon,84,89
295,3,2:41.0,,J. Collins enters the game for K. Bazemore,84,89
296,3,2:41.0,L. Thomas enters the game for K. Porziņģis,,84,89
297,3,2:41.0,F. Ntilikina enters the game for J. Jack,,84,89
298,3,2:29.0,,J. Collins misses 2-pt layup from 1 ft,84,89
299,3,2:26.0,Defensive rebound by L. Thomas,,84,89
300,3,2:14.0,Turnover by F. Ntilikina (bad pass; steal by D. Bembry),,84,89
301,3,2:10.0,,D. Bembry misses 2-pt layup from 1 ft (block by F. Ntilikina),84,89
302,3,2:06.0,Defensive rebound by F. Ntilikina,,84,89
303,3,1:53.0,F. Ntilikina makes 2-pt jump shot from 18 ft,,86,89
304,3,1:43.0,,Personal foul by L. Thomas (drawn by E. İlyasova),86,89
305,3,1:43.0,,J. Magette enters the game for D. Schröder,86,89
306,3,1:35.0,,J. Collins misses 2-pt jump shot from 4 ft (block by D. McDermott),86,89
307,3,1:32.0,,Offensive rebound by J. Collins,86,89
308,3,1:31.0,,J. Collins misses 2-pt layup from 2 ft,86,89
309,3,1:31.0,Defensive rebound by L. Thomas,,86,89
310,3,1:18.0,L. Thomas misses 2-pt jump shot from 20 ft,,86,89
311,3,1:14.0,,Defensive rebound by D. Bembry,86,89
312,3,1:05.0,,Turnover by J. Collins (step out of bounds),86,89
313,3,0:44.0,Personal foul by J. Collins (drawn by W. Hernangómez),,86,89
314,3,0:33.0,F. Ntilikina misses 2-pt jump shot from 11 ft,,86,89
315,3,0:31.0,Offensive rebound by Team,,86,89
316,3,0:31.0,,T. Cavanaugh enters the game for J. Collins,86,89
317,3,0:24.0,Turnover by D. McDermott (out of bounds lost ball),,86,89
318,3,0:24.0,,K. Bazemore enters the game for D. Bembry,86,89
319,3,0:05.0,,J. Magette misses 2-pt layup from 1 ft,86,89
320,3,0:01.0,Defensive rebound by F. Ntilikina,,86,89
321,4,11:47.0,Turnover by F. Ntilikina (lost ball; steal by M. Belinelli),,86,89
322,4,11:30.0,,D. Bembry makes 2-pt layup from 1 ft,86,91
323,4,11:03.0,Turnover by W. Hernangómez (bad pass; steal by E. İlyasova),,86,91
324,4,10:54.0,,D. Bembry misses 3-pt jump shot from 23 ft,86,91
325,4,10:49.0,Defensive rebound by D. McDermott,,86,91
326,4,10:39.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),,89,91
327,4,10:21.0,,D. Bembry misses 3-pt jump shot from 23 ft,89,91
328,4,10:17.0,,Offensive rebound by T. Cavanaugh,89,91
329,4,10:13.0,,T. Cavanaugh makes 2-pt layup at rim,89,93
330,4,9:59.0,Turnover by L. Thomas (traveling),,89,93
331,4,9:43.0,,M. Belinelli makes 2-pt jump shot from 20 ft,89,95
332,4,9:21.0,F. Ntilikina misses 2-pt jump shot from 20 ft,,89,95
333,4,9:19.0,,Defensive rebound by E. İlyasova,89,95
334,4,9:12.0,,D. Bembry misses 2-pt layup from 1 ft,89,95
335,4,9:09.0,Defensive rebound by W. Hernangómez,,89,95
336,4,8:50.0,T. Hardaway misses 3-pt jump shot from 26 ft,,89,95
337,4,8:45.0,,Defensive rebound by D. Bembry,89,95
338,4,8:32.0,,T. Cavanaugh makes 3-pt jump shot from 22 ft (assist by J. Magette),89,98
339,4,8:30.0,New York full timeout,,89,98
340,4,8:30.0,,K. Bazemore enters the game for M. Belinelli,89,98
341,4,8:30.0,,D. Dedmon enters the game for E. İlyasova,89,98
342,4,8:30.0,C. Lee enters the game for D. McDermott,,89,98
343,4,8:30.0,K. Porziņģis enters the game for L. Thomas,,89,98
344,4,8:09.0,K. Porziņģis misses 2-pt jump shot from 21 ft,,89,98
345,4,8:06.0,,Defensive rebound by K. Bazemore,89,98
346,4,7:59.0,,Personal foul by T. Hardaway (drawn by D. Dedmon),89,98
347,4,7:59.0,J. Jack enters the game for F. Ntilikina,,89,98
348,4,7:50.0,,K. Bazemore misses 2-pt jump shot from 14 ft,89,98
349,4,7:50.0,Defensive rebound by Team,,89,98
350,4,7:37.0,T. Hardaway makes 2-pt jump shot from 21 ft (assist by K. Porziņģis),,91,98
351,4,7:18.0,,T. Cavanaugh misses 3-pt jump shot from 25 ft,91,98
352,4,7:15.0,Defensive rebound by J. Jack,,91,98
353,4,7:11.0,T. Hardaway misses 3-pt jump shot from 26 ft,,91,98
354,4,7:10.0,Offensive rebound by Team,,91,98
355,4,7:10.0,,Loose ball foul by D. Dedmon (drawn by K. Porziņģis),91,98
356,4,7:10.0,,D. Schröder enters the game for J. Magette,91,98
357,4,6:51.0,J. Jack misses 2-pt jump shot from 19 ft,,91,98
358,4,6:48.0,,Defensive rebound by D. Bembry,91,98
359,4,6:45.0,,D. Bembry misses 2-pt layup from 1 ft,91,98
360,4,6:41.0,Defensive rebound by C. Lee,,91,98
361,4,6:36.0,Turnover by J. Jack (traveling),,91,98
362,4,6:27.0,,M. Belinelli enters the game for D. Bembry,91,98
363,4,6:27.0,D. McDermott enters the game for W. Hernangómez,,91,98
364,4,6:17.0,,Turnover by D. Dedmon (out of bounds lost ball),91,98
365,4,6:07.0,T. Hardaway misses 2-pt jump shot from 20 ft,,91,98
366,4,6:03.0,,Defensive rebound by K. Bazemore,91,98
367,4,5:54.0,,K. Bazemore misses 2-pt jump shot from 5 ft,91,98
368,4,5:49.0,Defensive rebound by T. Hardaway,,91,98
369,4,5:46.0,C. Lee makes 2-pt layup from 1 ft (assist by J. Jack),,93,98
370,4,5:31.0,,Personal foul by D. McDermott (drawn by D. Schröder),93,98
