,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MILWAUKEE_ACTION,OKLAHOMA CITY_SCORE,MILWAUKEE_SCORE
118,2,11:41.0,Turnover by A. Roberson (offensive foul),,31,23
119,2,11:41.0,Á. Abrines enters the game for A. Roberson,,31,23
120,2,11:20.0,,R. Vaughn misses 2-pt jump shot from 8 ft,31,23
121,2,11:20.0,Defensive rebound by P. Patterson,,31,23
122,2,11:01.0,C. Anthony makes 2-pt jump shot from 16 ft,,33,23
123,2,10:48.0,Offensive charge foul by G. Antetokounmpo (drawn by J. Grant),,33,23
124,2,10:48.0,,Turnover by G. Antetokounmpo (offensive foul),33,23
125,2,10:48.0,,K. Middleton enters the game for G. Antetokounmpo,33,23
126,2,10:29.0,R. Felton misses 2-pt layup from 6 ft (block by J. Henson),,33,23
127,2,10:25.0,,Defensive rebound by K. Middleton,33,23
128,2,10:15.0,,R. Vaughn misses 3-pt jump shot from 24 ft,33,23
129,2,10:12.0,Defensive rebound by C. Anthony,,33,23
130,2,10:07.0,Personal foul by M. Dellavedova (drawn by C. Anthony),,33,23
131,2,10:03.0,Turnover by J. Grant (traveling),,33,23
132,2,9:45.0,,Turnover by M. Dellavedova (out of bounds lost ball),33,23
133,2,9:32.0,J. Grant makes 2-pt layup from 2 ft (assist by R. Felton),,35,23
134,2,9:11.0,,M. Teletović misses 3-pt jump shot from 25 ft,35,23
135,2,9:07.0,Defensive rebound by J. Grant,,35,23
136,2,9:04.0,Personal foul by K. Middleton (drawn by P. Patterson),,35,23
137,2,9:04.0,,D. Wilson enters the game for M. Teletović,35,23
138,2,8:48.0,J. Grant makes 2-pt layup at rim (assist by C. Anthony),,37,23
139,2,8:31.0,,R. Vaughn makes 2-pt layup from 1 ft (assist by M. Dellavedova),37,25
140,2,8:12.0,P. Patterson makes 3-pt jump shot from 22 ft (assist by R. Felton),,40,25
141,2,7:53.0,,Shooting foul by J. Grant (drawn by J. Henson),40,25
142,2,7:53.0,S. Adams enters the game for R. Felton,,40,25
143,2,7:53.0,R. Westbrook enters the game for C. Anthony,,40,25
144,2,7:53.0,P. George enters the game for J. Grant,,40,25
145,2,7:53.0,,J. Henson makes free throw 1 of 2,40,26
146,2,7:53.0,,J. Henson misses free throw 2 of 2,40,26
147,2,7:53.0,Defensive rebound by R. Westbrook,,40,26
148,2,7:53.0,Violation by P. George (lane),,40,26
149,2,7:37.0,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),,42,26
150,2,7:31.0,,Turnover by J. Henson (bad pass),42,26
151,2,7:31.0,,T. Maker enters the game for M. Dellavedova,42,26
152,2,7:31.0,,M. Brogdon enters the game for J. Henson,42,26
153,2,7:13.0,R. Westbrook misses 2-pt jump shot from 15 ft,,42,26
154,2,7:10.0,,Defensive rebound by T. Maker,42,26
155,2,7:03.0,,K. Middleton misses 3-pt jump shot from 26 ft,42,26
156,2,7:00.0,Defensive rebound by S. Adams,,42,26
157,2,6:57.0,P. George misses 3-pt jump shot from 23 ft,,42,26
158,2,6:53.0,,Defensive rebound by D. Wilson,42,26
159,2,6:47.0,,D. Wilson misses 3-pt jump shot from 27 ft,42,26
160,2,6:43.0,Defensive rebound by R. Westbrook,,42,26
161,2,6:29.0,S. Adams misses 2-pt jump shot from 1 ft,,42,26
162,2,6:26.0,,Defensive rebound by K. Middleton,42,26
163,2,6:26.0,,Shooting foul by Á. Abrines (drawn by K. Middleton),42,26
164,2,6:26.0,,Milwaukee full timeout,42,26
165,2,6:26.0,,T. Snell enters the game for R. Vaughn,42,26
166,2,6:26.0,,K. Middleton makes free throw 1 of 2,42,27
167,2,6:26.0,,K. Middleton makes free throw 2 of 2,42,28
168,2,6:11.0,P. George misses 3-pt jump shot from 23 ft,,42,28
169,2,6:08.0,Offensive rebound by P. Patterson,,42,28
170,2,6:02.0,R. Westbrook makes 2-pt layup at rim,,44,28
171,2,6:02.0,Shooting foul by T. Maker (drawn by R. Westbrook),,44,28
172,2,6:02.0,R. Westbrook makes free throw 1 of 1,,45,28
173,2,5:55.0,,Personal foul by Á. Abrines (drawn by T. Snell),45,28
174,2,5:45.0,,T. Maker misses 3-pt jump shot from 26 ft,45,28
175,2,5:41.0,Defensive rebound by P. George,,45,28
176,2,5:38.0,Turnover by P. George (bad pass),,45,28
177,2,5:38.0,A. Roberson enters the game for Á. Abrines,,45,28
178,2,5:14.0,,T. Maker misses 3-pt jump shot from 25 ft,45,28
179,2,5:11.0,Defensive rebound by R. Westbrook,,45,28
180,2,5:08.0,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,48,28
181,2,4:56.0,,Personal foul by P. George (drawn by K. Middleton),48,28
182,2,4:52.0,,M. Brogdon misses 3-pt jump shot from 26 ft,48,28
183,2,4:49.0,Defensive rebound by S. Adams,,48,28
184,2,4:29.0,P. George makes 2-pt jump shot from 20 ft,,50,28
185,2,4:02.0,,K. Middleton makes 2-pt jump shot from 12 ft (assist by M. Brogdon),50,30
186,2,3:48.0,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),,52,30
187,2,3:34.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by T. Snell),52,32
188,2,3:26.0,Oklahoma City full timeout,,52,32
189,2,3:26.0,,G. Antetokounmpo enters the game for D. Wilson,52,32
190,2,3:26.0,C. Anthony enters the game for P. Patterson,,52,32
191,2,3:17.0,R. Westbrook makes 2-pt dunk from 1 ft,,54,32
192,2,3:02.0,,K. Middleton misses 3-pt jump shot from 26 ft,54,32
193,2,2:59.0,Defensive rebound by C. Anthony,,54,32
194,2,2:41.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,56,32
195,2,2:20.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by M. Brogdon),56,35
196,2,1:55.0,C. Anthony misses 2-pt jump shot from 19 ft,,56,35
197,2,1:51.0,,Defensive rebound by K. Middleton,56,35
198,2,1:35.0,,T. Maker makes 3-pt jump shot from 26 ft (assist by M. Brogdon),56,38
199,2,1:21.0,R. Westbrook misses 3-pt jump shot from 27 ft,,56,38
200,2,1:21.0,Offensive rebound by Team,,56,38
201,2,1:21.0,Personal foul by T. Maker (drawn by S. Adams),,56,38
202,2,1:12.0,Turnover by R. Westbrook (bad pass; steal by K. Middleton),,56,38
203,2,1:11.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,56,40
204,2,1:11.0,Violation by A. Roberson (def goaltending),,56,40
205,2,1:11.0,,Shooting foul by C. Anthony (drawn by G. Antetokounmpo),56,40
206,2,1:11.0,,G. Antetokounmpo misses free throw 1 of 1,56,40
207,2,1:05.0,Defensive rebound by S. Adams,,56,40
208,2,1:04.0,R. Westbrook makes 2-pt layup from 1 ft,,58,40
209,2,0:53.0,,Shooting foul by C. Anthony (drawn by M. Brogdon),58,40
210,2,0:53.0,,M. Brogdon makes free throw 1 of 2,58,41
211,2,0:53.0,,M. Brogdon makes free throw 2 of 2,58,42
212,2,0:39.0,S. Adams makes 2-pt hook shot from 9 ft (assist by R. Westbrook),,60,42
213,2,0:19.0,,T. Maker misses 2-pt jump shot from 7 ft,60,42
214,2,0:16.0,Defensive rebound by R. Westbrook,,60,42
215,2,0:00.0,P. George misses 3-pt jump shot from 27 ft,,60,42
216,2,0:00.0,Offensive rebound by Team,,60,42
217,3,11:43.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,63,42
218,3,11:25.0,,Personal foul by C. Anthony (drawn by T. Maker),63,42
219,3,11:17.0,,Def 3 sec tech foul by S. Adams,63,42
220,3,11:17.0,,K. Middleton makes technical free throw,63,43
221,3,11:02.0,,T. Maker misses 3-pt jump shot from 23 ft,63,43
222,3,10:59.0,Defensive rebound by A. Roberson,,63,43
223,3,10:53.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,66,43
224,3,10:38.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by K. Middleton),66,45
225,3,10:20.0,Turnover by P. George (bad pass; steal by M. Brogdon),,66,45
226,3,10:05.0,,K. Middleton makes 2-pt layup from 1 ft (assist by T. Snell),66,47
227,3,10:05.0,Oklahoma City full timeout,,66,47
228,3,9:37.0,A. Roberson misses 3-pt jump shot from 23 ft,,66,47
229,3,9:34.0,Offensive rebound by R. Westbrook,,66,47
230,3,9:22.0,S. Adams misses 2-pt hook shot from 2 ft,,66,47
231,3,9:20.0,,Defensive rebound by K. Middleton,66,47
232,3,9:16.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by P. George),66,47
233,3,9:15.0,Defensive rebound by R. Westbrook,,66,47
234,3,9:15.0,Personal foul by K. Middleton (drawn by R. Westbrook),,66,47
235,3,8:59.0,C. Anthony misses 2-pt jump shot from 20 ft,,66,47
236,3,8:56.0,,Defensive rebound by T. Snell,66,47
237,3,8:47.0,,Turnover by G. Antetokounmpo (bad pass; steal by C. Anthony),66,47
238,3,8:37.0,Turnover by R. Westbrook (out of bounds lost ball),,66,47
239,3,8:24.0,,T. Maker makes 2-pt layup from 2 ft (assist by T. Snell),66,49
240,3,8:24.0,,Shooting foul by S. Adams (drawn by T. Maker),66,49
241,3,8:24.0,,T. Maker makes free throw 1 of 1,66,50
242,3,8:15.0,Shooting foul by K. Middleton (drawn by A. Roberson),,66,50
243,3,8:15.0,A. Roberson makes free throw 1 of 2,,67,50
244,3,8:15.0,A. Roberson makes free throw 2 of 2,,68,50
245,3,7:57.0,,T. Maker misses 2-pt layup from 2 ft,68,50
246,3,7:54.0,Defensive rebound by A. Roberson,,68,50
247,3,7:39.0,P. George makes 2-pt jump shot from 17 ft,,70,50
248,3,7:17.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by K. Middleton),70,53
249,3,7:08.0,A. Roberson makes 2-pt layup from 1 ft (assist by S. Adams),,72,53
250,3,6:51.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,72,53
251,3,6:47.0,Defensive rebound by S. Adams,,72,53
252,3,6:39.0,A. Roberson makes 3-pt jump shot from 26 ft (assist by S. Adams),,75,53
253,3,6:38.0,,Milwaukee full timeout,75,53
254,3,6:38.0,,J. Henson enters the game for T. Maker,75,53
255,3,6:22.0,,M. Brogdon misses 3-pt jump shot from 26 ft,75,53
256,3,6:19.0,Defensive rebound by P. George,,75,53
257,3,6:15.0,Turnover by R. Westbrook (bad pass),,75,53
258,3,5:56.0,J. Grant enters the game for C. Anthony,,75,53
259,3,5:54.0,,J. Henson misses 2-pt jump shot from 17 ft,75,53
260,3,5:51.0,Defensive rebound by R. Westbrook,,75,53
261,3,5:41.0,R. Westbrook misses 2-pt jump shot from 16 ft,,75,53
262,3,5:37.0,,Defensive rebound by J. Henson,75,53
263,3,5:30.0,,Shooting foul by R. Westbrook (drawn by J. Henson),75,53
264,3,5:30.0,,J. Henson misses free throw 1 of 2,75,53
265,3,5:30.0,,Offensive rebound by Team,75,53
266,3,5:30.0,,J. Henson misses free throw 2 of 2,75,53
267,3,5:27.0,Defensive rebound by R. Westbrook,,75,53
268,3,5:13.0,A. Roberson misses 3-pt jump shot from 23 ft,,75,53
269,3,5:09.0,Offensive rebound by S. Adams,,75,53
270,3,4:59.0,A. Roberson makes 2-pt layup at rim (assist by R. Westbrook),,77,53
271,3,4:42.0,,K. Middleton misses 2-pt jump shot from 8 ft,77,53
272,3,4:39.0,Defensive rebound by R. Westbrook,,77,53
273,3,4:39.0,Shooting foul by M. Brogdon (drawn by R. Westbrook),,77,53
274,3,4:28.0,Turnover by R. Westbrook (bad pass; steal by T. Snell),,77,53
275,3,4:26.0,,Shooting foul by A. Roberson (drawn by G. Antetokounmpo),77,53
276,3,4:26.0,,G. Antetokounmpo makes free throw 1 of 2,77,54
277,3,4:26.0,,G. Antetokounmpo makes free throw 2 of 2,77,55
278,3,4:14.0,A. Roberson misses 3-pt jump shot from 23 ft,,77,55
279,3,4:11.0,,Defensive rebound by G. Antetokounmpo,77,55
280,3,4:05.0,,Turnover by G. Antetokounmpo (lost ball; steal by J. Grant),77,55
281,3,3:56.0,P. George misses 3-pt jump shot from 27 ft,,77,55
282,3,3:56.0,,Defensive rebound by Team,77,55
283,3,3:56.0,,M. Dellavedova enters the game for M. Brogdon,77,55
284,3,3:56.0,Á. Abrines enters the game for A. Roberson,,77,55
285,3,3:45.0,,Turnover by K. Middleton (bad pass),77,55
286,3,3:32.0,R. Westbrook misses 2-pt jump shot from 15 ft,,77,55
287,3,3:28.0,,Defensive rebound by M. Dellavedova,77,55
288,3,3:17.0,,T. Snell misses 3-pt jump shot from 27 ft,77,55
289,3,3:15.0,,Offensive rebound by G. Antetokounmpo,77,55
290,3,3:12.0,,K. Middleton misses 3-pt jump shot from 26 ft,77,55
291,3,3:09.0,Defensive rebound by S. Adams,,77,55
292,3,3:00.0,P. George misses 2-pt layup from 1 ft,,77,55
293,3,2:57.0,,Defensive rebound by T. Snell,77,55
294,3,2:56.0,,Turnover by K. Middleton (traveling),77,55
295,3,2:46.0,R. Westbrook misses 2-pt layup from 4 ft (block by J. Henson),,77,55
296,3,2:41.0,,Defensive rebound by J. Henson,77,55
297,3,2:28.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by T. Snell),77,58
298,3,2:28.0,Oklahoma City full timeout,,77,58
299,3,2:28.0,R. Felton enters the game for R. Westbrook,,77,58
300,3,2:28.0,P. Patterson enters the game for S. Adams,,77,58
301,3,2:16.0,R. Felton makes 3-pt jump shot from 25 ft,,80,58
302,3,1:59.0,,Shooting foul by R. Felton (drawn by G. Antetokounmpo),80,58
303,3,1:59.0,,G. Antetokounmpo makes free throw 1 of 2,80,59
304,3,1:59.0,,G. Antetokounmpo makes free throw 2 of 2,80,60
305,3,1:44.0,P. George makes 3-pt jump shot from 22 ft (assist by R. Felton),,83,60
306,3,1:21.0,,K. Middleton misses 3-pt jump shot from 23 ft,83,60
307,3,1:15.0,,Offensive rebound by G. Antetokounmpo,83,60
308,3,1:15.0,,G. Antetokounmpo makes 2-pt layup at rim,83,62
309,3,0:56.0,P. George misses 2-pt jump shot from 12 ft,,83,62
310,3,0:54.0,Turnover by Team (shot clock),,83,62
311,3,0:54.0,C. Anthony enters the game for P. George,,83,62
312,3,0:54.0,R. Felton misses 3-pt jump shot from 27 ft,,83,62
313,3,0:54.0,Offensive rebound by Team,,83,62
314,3,0:54.0,Offensive rebound by J. Grant,,83,62
315,3,0:38.0,,T. Snell misses 2-pt jump shot from 15 ft,83,62
316,3,0:32.0,Defensive rebound by C. Anthony,,83,62
317,3,0:32.0,Shooting foul by M. Dellavedova (drawn by R. Felton),,83,62
318,3,0:32.0,R. Felton makes free throw 1 of 2,,84,62
319,3,0:32.0,R. Felton makes free throw 2 of 2,,85,62
320,3,0:14.0,,G. Antetokounmpo makes 2-pt jump shot from 13 ft (assist by M. Dellavedova),85,64
321,3,0:00.0,C. Anthony misses 2-pt jump shot from 14 ft,,85,64
322,3,0:00.0,,Defensive rebound by G. Antetokounmpo,85,64
323,4,11:51.0,,Personal foul by P. Patterson (drawn by J. Henson),85,64
324,4,11:40.0,,M. Dellavedova misses 2-pt jump shot from 11 ft,85,64
325,4,11:39.0,Defensive rebound by Team,,85,64
326,4,11:14.0,Á. Abrines misses 2-pt jump shot from 17 ft,,85,64
327,4,11:11.0,,Defensive rebound by J. Henson,85,64
328,4,10:59.0,,J. Henson misses 2-pt hook shot from 2 ft,85,64
329,4,10:57.0,Defensive rebound by C. Anthony,,85,64
330,4,10:49.0,P. Patterson makes 3-pt jump shot from 26 ft (assist by R. Felton),,88,64
331,4,10:32.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,88,64
332,4,10:28.0,Defensive rebound by Á. Abrines,,88,64
333,4,10:19.0,C. Anthony misses 2-pt layup from 14 ft (block by G. Antetokounmpo),,88,64
334,4,10:19.0,,Defensive rebound by G. Antetokounmpo,88,64
335,4,10:12.0,C. Anthony makes 2-pt jump shot from 14 ft (assist by P. Patterson),,90,64
336,4,9:53.0,,Turnover by M. Teletović (bad pass; steal by J. Grant),90,64
337,4,9:52.0,Shooting foul by G. Antetokounmpo (drawn by J. Grant),,90,64
338,4,9:52.0,J. Grant makes free throw 1 of 2,,91,64
339,4,9:52.0,,S. Brown enters the game for T. Snell,91,64
340,4,9:52.0,,R. Vaughn enters the game for G. Antetokounmpo,91,64
341,4,9:52.0,J. Grant makes free throw 2 of 2,,92,64
342,4,9:27.0,,M. Teletović misses 2-pt jump shot from 16 ft (block by C. Anthony),92,64
343,4,9:21.0,Defensive rebound by P. Patterson,,92,64
344,4,9:06.0,J. Grant misses 3-pt jump shot from 23 ft,,92,64
345,4,9:03.0,Offensive rebound by J. Grant,,92,64
346,4,9:00.0,J. Grant misses 2-pt layup from 1 ft,,92,64
347,4,9:00.0,,Defensive rebound by J. Henson,92,64
348,4,8:42.0,,M. Teletović makes 2-pt jump shot from 7 ft (assist by M. Dellavedova),92,66
349,4,8:31.0,Personal foul by M. Teletović (drawn by C. Anthony),,92,66
350,4,8:26.0,Personal foul by S. Brown (drawn by C. Anthony),,92,66
351,4,8:17.0,Shooting foul by S. Brown (drawn by C. Anthony),,92,66
352,4,8:17.0,C. Anthony makes free throw 1 of 2,,93,66
353,4,8:17.0,C. Anthony makes free throw 2 of 2,,94,66
354,4,7:58.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by S. Brown),94,69
355,4,7:44.0,C. Anthony misses 3-pt jump shot from 27 ft,,94,69
356,4,7:41.0,,Defensive rebound by S. Brown,94,69
357,4,7:35.0,,M. Dellavedova makes 3-pt jump shot from 23 ft (assist by M. Teletović),94,72
358,4,7:12.0,Á. Abrines makes 3-pt jump shot from 26 ft (assist by R. Felton),,97,72
359,4,6:53.0,,M. Teletović misses 3-pt jump shot from 27 ft,97,72
360,4,6:52.0,,Offensive rebound by Team,97,72
361,4,6:52.0,,Milwaukee full timeout,97,72
362,4,6:52.0,,D. Liggins enters the game for M. Dellavedova,97,72
363,4,6:52.0,,D. Wilson enters the game for J. Henson,97,72
364,4,6:49.0,,M. Teletović misses 3-pt jump shot from 25 ft,97,72
365,4,6:46.0,,Offensive rebound by D. Liggins,97,72
366,4,6:42.0,,S. Brown misses 3-pt jump shot from 25 ft,97,72
367,4,6:42.0,,Offensive rebound by Team,97,72
368,4,6:42.0,Loose ball foul by R. Felton (drawn by D. Liggins),,97,72
369,4,6:25.0,,D. Wilson makes 2-pt dunk from 1 ft,97,74
370,4,6:02.0,Turnover by Á. Abrines (bad pass; steal by R. Vaughn),,97,74
371,4,6:02.0,,Personal foul by Á. Abrines (drawn by R. Vaughn),97,74
372,4,6:02.0,J. Huestis enters the game for C. Anthony,,97,74
373,4,5:45.0,,R. Vaughn misses 2-pt jump shot from 7 ft (block by J. Huestis),97,74
374,4,5:45.0,,Offensive rebound by Team,97,74
375,4,5:36.0,,S. Brown makes 2-pt jump shot from 14 ft,97,76
376,4,5:16.0,J. Grant misses 2-pt layup from 2 ft,,97,76
377,4,5:14.0,,Defensive rebound by S. Brown,97,76
378,4,5:08.0,,R. Vaughn makes 3-pt jump shot from 23 ft (assist by M. Teletović),97,79
379,4,5:08.0,Oklahoma City full timeout,,97,79
