,QUARTER,TIME_REMAINING,INDIANA_ACTION,LA LAKERS_ACTION,INDIANA_SCORE,LA LAKERS_SCORE
148,2,7:43.0,C. Joseph misses 2-pt jump shot from 18 ft,,27,28
149,2,7:41.0,,Defensive rebound by B. Lopez,27,28
150,2,7:28.0,,B. Lopez makes 2-pt jump shot from 15 ft (assist by J. Clarkson),27,30
151,2,7:15.0,Turnover by D. Collison (bad pass; steal by L. Nance),,27,30
152,2,7:11.0,,J. Clarkson misses 3-pt jump shot from 25 ft,27,30
153,2,7:07.0,Defensive rebound by D. Sabonis,,27,30
154,2,6:53.0,Turnover by D. Collison (bad pass; steal by C. Brewer),,27,30
155,2,6:53.0,,Personal foul by C. Joseph (drawn by C. Brewer),27,30
156,2,6:53.0,V. Oladipo enters the game for C. Joseph,,27,30
157,2,6:48.0,,B. Lopez misses 2-pt jump shot from 19 ft,27,30
158,2,6:48.0,Defensive rebound by Team,,27,30
159,2,6:35.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,27,30
160,2,6:35.0,,Defensive rebound by Team,27,30
161,2,6:35.0,,K. Kuzma enters the game for B. Lopez,27,30
162,2,6:17.0,,A. Caruso makes 2-pt dunk at rim (assist by J. Clarkson),27,32
163,2,6:07.0,V. Oladipo misses 2-pt jump shot from 17 ft,,27,32
164,2,6:05.0,,Defensive rebound by L. Nance,27,32
165,2,5:53.0,,Turnover by K. Kuzma (bad pass; steal by B. Bogdanović),27,32
166,2,5:49.0,B. Bogdanović makes 2-pt dunk from 1 ft (assist by D. Collison),,29,32
167,2,5:36.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by A. Caruso),29,35
168,2,5:16.0,,T. Ennis enters the game for A. Caruso,29,35
169,2,5:09.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,29,35
170,2,5:07.0,,Defensive rebound by L. Nance,29,35
171,2,5:00.0,,J. Clarkson makes 2-pt jump shot from 12 ft,29,37
172,2,5:00.0,,Shooting foul by V. Oladipo (drawn by J. Clarkson),29,37
173,2,5:00.0,,J. Clarkson makes free throw 1 of 1,29,38
174,2,4:40.0,D. Collison misses 3-pt jump shot from 23 ft,,29,38
175,2,4:36.0,Offensive rebound by D. Sabonis,,29,38
176,2,4:34.0,V. Oladipo misses 3-pt jump shot from 25 ft,,29,38
177,2,4:34.0,Offensive rebound by B. Bogdanović,,29,38
178,2,4:23.0,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),,31,38
179,2,4:06.0,,Turnover by K. Kuzma (lost ball; steal by D. Collison),31,38
180,2,4:03.0,V. Oladipo makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,33,38
181,2,4:02.0,,LA Lakers full timeout,33,38
182,2,4:02.0,,J. Randle enters the game for J. Clarkson,33,38
183,2,4:02.0,,J. Hart enters the game for L. Nance,33,38
184,2,3:46.0,,K. Kuzma misses 3-pt jump shot from 26 ft,33,38
185,2,3:43.0,Defensive rebound by V. Oladipo,,33,38
186,2,3:28.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,33,38
187,2,3:26.0,,Defensive rebound by T. Ennis,33,38
188,2,3:19.0,,J. Hart misses 3-pt jump shot from 26 ft,33,38
189,2,3:16.0,Defensive rebound by B. Bogdanović,,33,38
190,2,3:01.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,33,38
191,2,3:00.0,Offensive rebound by Team,,33,38
192,2,3:00.0,,Loose ball foul by T. Ennis (drawn by D. Sabonis),33,38
193,2,3:00.0,,J. Clarkson enters the game for C. Brewer,33,38
194,2,2:51.0,V. Oladipo makes 2-pt jump shot from 17 ft (assist by D. Sabonis),,35,38
195,2,2:29.0,,J. Clarkson makes 2-pt jump shot from 3 ft (assist by T. Ennis),35,40
196,2,2:15.0,Turnover by V. Oladipo (bad pass; steal by J. Randle),,35,40
197,2,2:01.0,,J. Hart misses 3-pt jump shot from 26 ft,35,40
198,2,1:58.0,Defensive rebound by T. Young,,35,40
199,2,1:51.0,V. Oladipo makes 2-pt jump shot from 13 ft,,37,40
200,2,1:34.0,,J. Randle makes 2-pt layup from 1 ft (assist by J. Clarkson),37,42
201,2,1:28.0,C. Joseph enters the game for B. Bogdanović,,37,42
202,2,1:21.0,V. Oladipo misses 2-pt jump shot from 18 ft,,37,42
203,2,1:19.0,,Defensive rebound by J. Clarkson,37,42
204,2,1:00.0,,T. Ennis misses 2-pt jump shot from 13 ft,37,42
205,2,0:58.0,Defensive rebound by D. Sabonis,,37,42
206,2,0:54.0,Offensive foul by T. Young (drawn by K. Kuzma),,37,42
207,2,0:54.0,Turnover by T. Young (offensive foul),,37,42
208,2,0:54.0,L. Stephenson enters the game for V. Oladipo,,37,42
209,2,0:40.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by J. Clarkson),37,45
210,2,0:31.0,D. Sabonis makes 2-pt layup from 2 ft (assist by C. Joseph),,39,45
211,2,0:31.0,Shooting foul by K. Kuzma (drawn by D. Sabonis),,39,45
212,2,0:31.0,A. Poythress enters the game for T. Young,,39,45
213,2,0:31.0,D. Sabonis misses free throw 1 of 1,,39,45
214,2,0:26.0,,Defensive rebound by J. Hart,39,45
215,2,0:11.0,,J. Randle makes 2-pt layup from 1 ft (assist by T. Ennis),39,47
216,2,0:03.0,D. Collison misses 2-pt jump shot from 17 ft,,39,47
217,2,0:03.0,,Defensive rebound by K. Kuzma,39,47
218,3,11:45.0,V. Oladipo misses 2-pt layup from 2 ft,,39,47
219,3,11:43.0,,Defensive rebound by K. Kuzma,39,47
220,3,11:29.0,,Turnover by J. Hart (bad pass; steal by D. Collison),39,47
221,3,11:27.0,Shooting foul by T. Ennis (drawn by D. Collison),,39,47
222,3,11:27.0,D. Collison makes free throw 1 of 2,,40,47
223,3,11:27.0,D. Collison makes free throw 2 of 2,,41,47
224,3,11:09.0,,J. Randle makes 2-pt dunk from 2 ft (assist by T. Ennis),41,49
225,3,10:51.0,V. Oladipo makes 2-pt layup from 2 ft,,43,49
226,3,10:31.0,,K. Kuzma misses 2-pt jump shot from 21 ft,43,49
227,3,10:28.0,Defensive rebound by D. Sabonis,,43,49
228,3,10:20.0,D. Collison misses 3-pt jump shot from 25 ft,,43,49
229,3,10:20.0,Offensive rebound by Team,,43,49
230,3,10:20.0,,Loose ball foul by J. Randle (drawn by D. Sabonis),43,49
231,3,10:05.0,T. Young makes 2-pt layup from 2 ft,,45,49
232,3,9:48.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by J. Randle),45,51
233,3,9:37.0,B. Bogdanović makes 2-pt layup at rim (assist by D. Collison),,47,51
234,3,9:29.0,,Personal foul by D. Collison (drawn by T. Ennis),47,51
235,3,9:16.0,,C. Brewer misses 3-pt jump shot from 23 ft,47,51
236,3,9:13.0,Defensive rebound by V. Oladipo,,47,51
237,3,9:10.0,V. Oladipo makes 2-pt jump shot from 19 ft,,49,51
238,3,9:08.0,,LA Lakers full timeout,49,51
239,3,8:54.0,,T. Ennis makes 3-pt jump shot from 26 ft (assist by J. Hart),49,54
240,3,8:38.0,V. Oladipo makes 2-pt dunk from 2 ft,,51,54
241,3,8:26.0,,K. Kuzma misses 3-pt jump shot from 25 ft,51,54
242,3,8:19.0,,Offensive rebound by J. Randle,51,54
243,3,8:19.0,,J. Randle makes 2-pt layup at rim,51,56
244,3,8:10.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,51,56
245,3,8:07.0,,Defensive rebound by K. Kuzma,51,56
246,3,8:04.0,,Personal foul by D. Collison (drawn by T. Ennis),51,56
247,3,8:04.0,,L. Nance enters the game for J. Randle,51,56
248,3,8:01.0,,Turnover by C. Brewer (bad pass; steal by B. Bogdanović),51,56
249,3,7:54.0,V. Oladipo makes 2-pt jump shot from 14 ft,,53,56
250,3,7:29.0,,C. Brewer makes 2-pt layup from 2 ft (assist by L. Nance),53,58
251,3,7:22.0,Personal foul by J. Hart (drawn by V. Oladipo),,53,58
252,3,7:18.0,Personal foul by T. Ennis (drawn by V. Oladipo),,53,58
253,3,7:07.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by V. Oladipo),,55,58
254,3,7:07.0,Shooting foul by K. Kuzma (drawn by D. Sabonis),,55,58
255,3,7:07.0,D. Sabonis makes free throw 1 of 1,,56,58
256,3,6:50.0,,Def 3 sec tech foul by B. Bogdanović,56,58
257,3,6:50.0,,K. Kuzma misses technical free throw,56,58
258,3,6:50.0,,Offensive rebound by Team,56,58
259,3,6:36.0,,C. Brewer misses 2-pt layup from 3 ft,56,58
260,3,6:33.0,Defensive rebound by B. Bogdanović,,56,58
261,3,6:24.0,T. Young misses 2-pt jump shot from 16 ft,,56,58
262,3,6:22.0,,Defensive rebound by Team,56,58
263,3,6:05.0,,Turnover by J. Hart (bad pass; steal by D. Collison),56,58
264,3,6:02.0,Shooting foul by T. Ennis (drawn by D. Collison),,56,58
265,3,6:02.0,D. Collison misses free throw 1 of 2,,56,58
266,3,6:02.0,Offensive rebound by Team,,56,58
267,3,6:02.0,,A. Caruso enters the game for C. Brewer,56,58
268,3,6:02.0,,J. Clarkson enters the game for T. Ennis,56,58
269,3,6:02.0,D. Collison makes free throw 2 of 2,,57,58
270,3,5:45.0,,K. Kuzma makes 2-pt dunk from 2 ft (assist by J. Clarkson),57,60
271,3,5:38.0,Indiana full timeout,,57,60
272,3,5:38.0,C. Joseph enters the game for B. Bogdanović,,57,60
273,3,5:28.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by D. Collison),,59,60
274,3,5:28.0,Shooting foul by J. Hart (drawn by D. Sabonis),,59,60
275,3,5:28.0,D. Sabonis makes free throw 1 of 1,,60,60
276,3,5:13.0,,Turnover by A. Caruso (bad pass; steal by T. Young),60,60
277,3,5:02.0,Turnover by T. Young (bad pass; steal by L. Nance),,60,60
278,3,4:51.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by J. Clarkson),60,63
279,3,4:32.0,D. Collison misses 3-pt jump shot from 23 ft,,60,63
280,3,4:29.0,,Defensive rebound by L. Nance,60,63
281,3,4:14.0,,A. Caruso makes 3-pt jump shot from 26 ft,60,66
282,3,4:13.0,Indiana full timeout,,60,66
283,3,4:13.0,L. Stephenson enters the game for D. Collison,,60,66
284,3,4:01.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by L. Stephenson),,62,66
285,3,3:52.0,,Personal foul by D. Sabonis (drawn by L. Nance),62,66
286,3,3:52.0,A. Jefferson enters the game for D. Sabonis,,62,66
287,3,3:52.0,,B. Lopez enters the game for K. Kuzma,62,66
288,3,3:39.0,,J. Clarkson makes 2-pt jump shot from 8 ft (assist by B. Lopez),62,68
289,3,3:24.0,T. Young misses 2-pt jump shot from 6 ft,,62,68
290,3,3:22.0,,Defensive rebound by J. Hart,62,68
291,3,3:18.0,,J. Hart makes 2-pt layup from 1 ft,62,70
292,3,2:57.0,V. Oladipo misses 3-pt jump shot from 25 ft,,62,70
293,3,2:54.0,,Defensive rebound by L. Nance,62,70
294,3,2:39.0,,J. Hart makes 2-pt layup at rim (assist by L. Nance),62,72
295,3,2:22.0,V. Oladipo misses 2-pt jump shot from 11 ft,,62,72
296,3,2:20.0,,Defensive rebound by A. Caruso,62,72
297,3,2:17.0,,J. Clarkson misses 3-pt jump shot from 27 ft,62,72
298,3,2:14.0,Defensive rebound by C. Joseph,,62,72
299,3,2:01.0,C. Joseph misses 3-pt jump shot from 25 ft,,62,72
300,3,1:59.0,,Defensive rebound by J. Hart,62,72
301,3,1:55.0,,Turnover by J. Hart (bad pass; steal by C. Joseph),62,72
302,3,1:36.0,T. Young misses 2-pt layup from 2 ft,,62,72
303,3,1:34.0,,Defensive rebound by B. Lopez,62,72
304,3,1:30.0,,Turnover by J. Clarkson (bad pass; steal by L. Stephenson),62,72
305,3,1:17.0,A. Jefferson makes 2-pt jump shot from 5 ft (assist by L. Stephenson),,64,72
306,3,1:17.0,,LA Lakers full timeout,64,72
307,3,1:17.0,,J. Randle enters the game for J. Hart,64,72
308,3,1:17.0,,C. Brewer enters the game for L. Nance,64,72
309,3,1:17.0,T. Leaf enters the game for V. Oladipo,,64,72
310,3,1:17.0,J. Young enters the game for T. Young,,64,72
311,3,1:03.0,,Personal foul by T. Leaf (drawn by J. Randle),64,72
312,3,0:57.0,,J. Randle makes 2-pt layup from 1 ft,64,74
313,3,0:42.0,A. Jefferson misses 2-pt layup from 2 ft (block by B. Lopez),,64,74
314,3,0:39.0,Offensive rebound by A. Jefferson,,64,74
315,3,0:39.0,A. Jefferson makes 2-pt layup at rim,,66,74
316,3,0:32.0,,Shooting foul by T. Leaf (drawn by J. Randle),66,74
317,3,0:32.0,,J. Randle misses free throw 1 of 2,66,74
318,3,0:32.0,,Offensive rebound by Team,66,74
319,3,0:32.0,,J. Randle misses free throw 2 of 2,66,74
320,3,0:30.0,Defensive rebound by L. Stephenson,,66,74
321,3,0:17.0,L. Stephenson misses 3-pt jump shot from 25 ft,,66,74
322,3,0:14.0,,Defensive rebound by C. Brewer,66,74
323,3,0:01.0,,B. Lopez misses 3-pt jump shot from 27 ft,66,74
324,3,0:01.0,,Offensive rebound by Team,66,74
325,4,11:45.0,,Turnover by B. Lopez (bad pass),66,74
326,4,11:36.0,T. Leaf makes 2-pt dunk from 3 ft (assist by L. Stephenson),,68,74
327,4,11:36.0,Shooting foul by J. Randle (drawn by T. Leaf),,68,74
328,4,11:36.0,T. Leaf makes free throw 1 of 1,,69,74
329,4,11:18.0,,J. Randle makes 2-pt layup from 2 ft,69,76
330,4,10:54.0,A. Jefferson misses 2-pt layup from 2 ft (block by B. Lopez),,69,76
331,4,10:51.0,,Defensive rebound by B. Lopez,69,76
332,4,10:42.0,,J. Randle misses 2-pt hook shot from 2 ft (block by T. Leaf),69,76
333,4,10:41.0,Defensive rebound by Team,,69,76
334,4,10:40.0,Personal foul by J. Randle (drawn by A. Jefferson),,69,76
335,4,10:40.0,B. Bogdanović enters the game for T. Leaf,,69,76
336,4,10:24.0,L. Stephenson misses 2-pt jump shot from 18 ft,,69,76
337,4,10:24.0,Offensive rebound by J. Young,,69,76
338,4,10:20.0,B. Bogdanović makes 2-pt layup from 2 ft,,71,76
339,4,10:11.0,,Shooting foul by C. Joseph (drawn by B. Lopez),71,76
340,4,10:11.0,,B. Lopez misses free throw 1 of 2,71,76
341,4,10:11.0,,Offensive rebound by Team,71,76
342,4,10:11.0,,B. Lopez misses free throw 2 of 2,71,76
343,4,10:08.0,Defensive rebound by J. Young,,71,76
344,4,9:55.0,A. Jefferson misses 2-pt jump shot from 16 ft,,71,76
345,4,9:54.0,Offensive rebound by L. Stephenson,,71,76
346,4,9:54.0,Personal foul by B. Lopez (drawn by L. Stephenson),,71,76
347,4,9:38.0,L. Stephenson makes 2-pt layup from 3 ft,,73,76
348,4,9:38.0,Shooting foul by C. Brewer (drawn by L. Stephenson),,73,76
349,4,9:38.0,L. Stephenson makes free throw 1 of 1,,74,76
350,4,9:37.0,,Personal foul by J. Young (drawn by A. Caruso),74,76
351,4,9:27.0,,B. Lopez misses 3-pt jump shot from 27 ft,74,76
352,4,9:22.0,Defensive rebound by L. Stephenson,,74,76
353,4,9:10.0,L. Stephenson misses 2-pt jump shot from 16 ft,,74,76
354,4,9:07.0,,Defensive rebound by J. Clarkson,74,76
355,4,9:01.0,,J. Clarkson makes 2-pt jump shot from 16 ft,74,78
356,4,8:43.0,L. Stephenson misses 3-pt jump shot from 25 ft,,74,78
357,4,8:42.0,Offensive rebound by Team,,74,78
358,4,8:42.0,,J. Hart enters the game for C. Brewer,74,78
359,4,8:42.0,,K. Kuzma enters the game for B. Lopez,74,78
360,4,8:42.0,V. Oladipo enters the game for J. Young,,74,78
361,4,8:29.0,V. Oladipo misses 2-pt jump shot from 17 ft,,74,78
362,4,8:27.0,Offensive rebound by V. Oladipo,,74,78
363,4,8:24.0,V. Oladipo misses 2-pt layup from 2 ft,,74,78
364,4,8:22.0,,Defensive rebound by J. Clarkson,74,78
365,4,8:16.0,,Personal foul by A. Jefferson (drawn by J. Randle),74,78
366,4,8:16.0,,L. Nance enters the game for J. Randle,74,78
367,4,8:16.0,D. Sabonis enters the game for A. Jefferson,,74,78
368,4,8:03.0,,K. Kuzma misses 2-pt jump shot from 6 ft,74,78
369,4,7:55.0,Defensive rebound by D. Sabonis,,74,78
370,4,7:45.0,L. Stephenson misses 2-pt jump shot from 9 ft,,74,78
371,4,7:43.0,,Defensive rebound by J. Clarkson,74,78
372,4,7:41.0,,Personal foul by B. Bogdanović (drawn by J. Clarkson),74,78
373,4,7:41.0,T. Young enters the game for L. Stephenson,,74,78
374,4,7:30.0,,L. Nance makes 2-pt layup from 1 ft (assist by A. Caruso),74,80
375,4,7:16.0,D. Sabonis makes 2-pt dunk at rim (assist by V. Oladipo),,76,80
376,4,6:47.0,,K. Kuzma misses 3-pt jump shot from 25 ft,76,80
377,4,6:44.0,,Offensive rebound by L. Nance,76,80
378,4,6:43.0,,J. Hart misses 3-pt jump shot from 26 ft,76,80
379,4,6:40.0,Defensive rebound by B. Bogdanović,,76,80
380,4,6:31.0,B. Bogdanović makes 2-pt jump shot from 2 ft,,78,80
381,4,6:02.0,,J. Clarkson makes 2-pt layup from 1 ft,78,82
