,QUARTER,TIME_REMAINING,CHICAGO_ACTION,GOLDEN STATE_ACTION,CHICAGO_SCORE,GOLDEN STATE_SCORE
192,2,3:02.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),49,63
193,2,2:51.0,L. Markkanen misses 2-pt layup from 2 ft,,49,63
194,2,2:45.0,,Defensive rebound by Z. Pachulia,49,63
195,2,2:40.0,,S. Curry makes 2-pt layup from 2 ft,49,65
196,2,2:40.0,,Shooting foul by R. Lopez (drawn by S. Curry),49,65
197,2,2:40.0,,O. Casspi enters the game for J. Bell,49,65
198,2,2:40.0,,S. Curry makes free throw 1 of 1,49,66
199,2,2:27.0,J. Holiday misses 2-pt jump shot from 19 ft,,49,66
200,2,2:23.0,,Defensive rebound by S. Curry,49,66
201,2,2:19.0,,Shooting foul by R. Lopez (drawn by Z. Pachulia),49,66
202,2,2:19.0,,Z. Pachulia makes free throw 1 of 2,49,67
203,2,2:19.0,B. Portis enters the game for R. Lopez,,49,67
204,2,2:19.0,,Z. Pachulia makes free throw 2 of 2,49,68
205,2,2:07.0,K. Dunn misses 2-pt jump shot from 12 ft,,49,68
206,2,2:03.0,,Defensive rebound by Z. Pachulia,49,68
207,2,1:55.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Thompson),49,71
208,2,1:31.0,K. Dunn misses 2-pt jump shot from 12 ft,,49,71
209,2,1:21.0,Offensive rebound by B. Portis,,49,71
210,2,1:21.0,B. Portis makes 2-pt layup at rim,,51,71
211,2,1:12.0,,K. Thompson makes 2-pt jump shot from 11 ft,51,73
212,2,0:54.0,P. Zipser misses 2-pt jump shot from 6 ft,,51,73
213,2,0:51.0,Offensive rebound by Team,,51,73
214,2,0:51.0,Technical foul by R. Lopez,,51,73
215,2,0:51.0,,S. Curry makes technical free throw,51,74
216,2,0:36.0,P. Zipser misses 3-pt jump shot from 25 ft,,51,74
217,2,0:31.0,,Defensive rebound by N. Young,51,74
218,2,0:30.0,,S. Curry misses 3-pt jump shot from 27 ft,51,74
219,2,0:25.0,Defensive rebound by L. Markkanen,,51,74
220,2,0:25.0,Turnover by K. Dunn (bad pass; steal by K. Thompson),,51,74
221,2,0:25.0,,Turnover by K. Thompson (bad pass),51,74
222,2,0:25.0,,P. McCaw enters the game for S. Curry,51,74
223,2,0:25.0,,J. Bell enters the game for Z. Pachulia,51,74
224,2,0:04.0,L. Markkanen makes 2-pt layup from 2 ft (assist by K. Dunn),,53,74
225,2,0:02.0,,K. Thompson misses 3-pt jump shot from 30 ft,53,74
226,2,0:00.0,Defensive rebound by P. Zipser,,53,74
227,3,11:38.0,,Turnover by S. Curry (bad pass; steal by D. Valentine),53,74
228,3,11:26.0,D. Valentine misses 2-pt layup from 1 ft (block by J. Bell),,53,74
229,3,11:21.0,,Defensive rebound by S. Curry,53,74
230,3,11:17.0,,O. Casspi makes 2-pt hook shot from 5 ft (assist by Z. Pachulia),53,76
231,3,11:00.0,Turnover by J. Holiday (bad pass; steal by O. Casspi),,53,76
232,3,10:52.0,,S. Curry makes 2-pt layup from 1 ft (assist by O. Casspi),53,78
233,3,10:40.0,J. Holiday misses 3-pt jump shot from 25 ft,,53,78
234,3,10:36.0,,Defensive rebound by Z. Pachulia,53,78
235,3,10:22.0,,Turnover by K. Thompson (bad pass; steal by J. Holiday),53,78
236,3,10:17.0,K. Dunn misses 2-pt layup from 4 ft,,53,78
237,3,10:11.0,,Defensive rebound by J. Bell,53,78
238,3,10:01.0,,O. Casspi misses 2-pt jump shot from 8 ft,53,78
239,3,9:56.0,Defensive rebound by D. Valentine,,53,78
240,3,9:43.0,L. Markkanen misses 2-pt jump shot from 20 ft,,53,78
241,3,9:40.0,Offensive rebound by D. Valentine,,53,78
242,3,9:37.0,K. Dunn misses 2-pt jump shot from 16 ft,,53,78
243,3,9:33.0,,Defensive rebound by Z. Pachulia,53,78
244,3,9:28.0,,O. Casspi misses 3-pt jump shot from 28 ft,53,78
245,3,9:21.0,Defensive rebound by J. Holiday,,53,78
246,3,9:12.0,R. Lopez makes 2-pt dunk from 1 ft (assist by K. Dunn),,55,78
247,3,9:12.0,,Golden State full timeout,55,78
248,3,8:55.0,,K. Thompson makes 2-pt jump shot from 18 ft,55,80
249,3,8:42.0,Turnover by R. Lopez (bad pass),,55,80
250,3,8:25.0,,K. Thompson makes 2-pt jump shot from 10 ft (assist by Z. Pachulia),55,82
251,3,8:16.0,Personal foul by Z. Pachulia (drawn by R. Lopez),,55,82
252,3,8:10.0,L. Markkanen misses 3-pt jump shot from 25 ft,,55,82
253,3,8:05.0,Offensive rebound by D. Valentine,,55,82
254,3,8:03.0,D. Valentine misses 3-pt jump shot from 26 ft,,55,82
255,3,8:00.0,,Defensive rebound by O. Casspi,55,82
256,3,7:56.0,,K. Thompson makes 3-pt jump shot from 25 ft,55,85
257,3,7:56.0,Chicago full timeout,,55,85
258,3,7:40.0,Shooting foul by O. Casspi (drawn by R. Lopez),,55,85
259,3,7:40.0,R. Lopez makes free throw 1 of 2,,56,85
260,3,7:40.0,R. Lopez misses free throw 2 of 2,,56,85
261,3,7:37.0,Offensive rebound by R. Lopez,,56,85
262,3,7:35.0,R. Lopez misses 2-pt jump shot from 5 ft,,56,85
263,3,7:28.0,,Defensive rebound by O. Casspi,56,85
264,3,7:28.0,,Personal foul by J. Holiday (drawn by S. Curry),56,85
265,3,7:18.0,,S. Curry misses 2-pt jump shot from 13 ft,56,85
266,3,7:16.0,Defensive rebound by K. Dunn,,56,85
267,3,7:14.0,D. Valentine misses 2-pt dunk from 1 ft (block by J. Bell),,56,85
268,3,7:11.0,,Defensive rebound by K. Thompson,56,85
269,3,7:11.0,,Shooting foul by K. Dunn (drawn by O. Casspi),56,85
270,3,7:11.0,,O. Casspi makes free throw 1 of 2,56,86
271,3,7:11.0,,O. Casspi makes free throw 2 of 2,56,87
272,3,6:57.0,J. Holiday makes 3-pt jump shot from 26 ft,,59,87
273,3,6:41.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),59,90
274,3,6:25.0,,Violation by Z. Pachulia (kicked ball),59,90
275,3,6:14.0,K. Dunn makes 2-pt jump shot from 20 ft,,61,90
276,3,6:01.0,,O. Casspi makes 2-pt layup from 2 ft (assist by J. Bell),61,92
277,3,5:39.0,K. Dunn misses 3-pt jump shot from 25 ft,,61,92
278,3,5:39.0,Personal foul by O. Casspi (drawn by L. Markkanen),,61,92
279,3,5:39.0,Defensive rebound by L. Markkanen,,61,92
280,3,5:39.0,A. Blakeney enters the game for D. Valentine,,61,92
281,3,5:30.0,K. Dunn misses 3-pt jump shot from 27 ft,,61,92
282,3,5:26.0,,Defensive rebound by K. Thompson,61,92
283,3,5:16.0,,S. Curry misses 3-pt jump shot from 26 ft,61,92
284,3,5:11.0,,Offensive rebound by J. Bell,61,92
285,3,5:11.0,,J. Bell misses 2-pt dunk at rim,61,92
286,3,5:11.0,Defensive rebound by Team,,61,92
287,3,5:11.0,,A. Iguodala enters the game for O. Casspi,61,92
288,3,5:11.0,J. Grant enters the game for K. Dunn,,61,92
289,3,4:57.0,L. Markkanen misses 2-pt jump shot from 17 ft,,61,92
290,3,4:52.0,,Defensive rebound by K. Thompson,61,92
291,3,4:49.0,,K. Thompson makes 2-pt jump shot from 16 ft,61,94
292,3,4:27.0,Turnover by R. Lopez (lost ball; steal by Z. Pachulia),,61,94
293,3,4:25.0,Technical foul by R. Lopez,,61,94
294,3,4:25.0,,Z. Pachulia makes flagrant free throw 2 of 2,61,95
295,3,4:25.0,,Z. Pachulia makes flagrant free throw 1 of 2,61,96
296,3,4:25.0,,J. McGee enters the game for Z. Pachulia,61,96
297,3,4:06.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by J. McGee),61,99
298,3,3:49.0,L. Markkanen misses 3-pt jump shot from 26 ft,,61,99
299,3,3:47.0,,Defensive rebound by A. Iguodala,61,99
300,3,3:43.0,,K. Thompson misses 3-pt jump shot from 27 ft,61,99
301,3,3:37.0,Defensive rebound by J. Grant,,61,99
302,3,3:23.0,A. Blakeney misses 3-pt jump shot from 23 ft,,61,99
303,3,3:19.0,,Defensive rebound by A. Iguodala,61,99
304,3,3:16.0,,S. Curry misses 3-pt jump shot from 22 ft,61,99
305,3,3:11.0,Defensive rebound by A. Blakeney,,61,99
306,3,3:02.0,J. Grant misses 2-pt jump shot from 20 ft,,61,99
307,3,2:59.0,Offensive rebound by R. Lopez,,61,99
308,3,2:55.0,A. Blakeney misses 2-pt jump shot from 9 ft,,61,99
309,3,2:50.0,Offensive rebound by A. Blakeney,,61,99
310,3,2:49.0,A. Blakeney misses 2-pt layup from 3 ft (block by J. McGee),,61,99
311,3,2:45.0,,Defensive rebound by S. Curry,61,99
312,3,2:43.0,,K. Thompson misses 3-pt jump shot from 23 ft,61,99
313,3,2:38.0,,Offensive rebound by J. Bell,61,99
314,3,2:36.0,,S. Curry misses 3-pt jump shot from 28 ft,61,99
315,3,2:33.0,Defensive rebound by L. Markkanen,,61,99
316,3,2:29.0,Shooting foul by J. Bell (drawn by L. Markkanen),,61,99
317,3,2:29.0,L. Markkanen makes free throw 1 of 3,,62,99
318,3,2:29.0,L. Markkanen makes free throw 2 of 3,,63,99
319,3,2:29.0,,P. McCaw enters the game for J. Bell,63,99
320,3,2:29.0,,K. Looney enters the game for K. Thompson,63,99
321,3,2:29.0,,N. Young enters the game for S. Curry,63,99
322,3,2:29.0,B. Portis enters the game for R. Lopez,,63,99
323,3,2:29.0,L. Markkanen makes free throw 3 of 3,,64,99
324,3,2:13.0,,K. Looney misses 2-pt jump shot from 9 ft,64,99
325,3,2:09.0,Defensive rebound by B. Portis,,64,99
326,3,2:01.0,B. Portis misses 2-pt jump shot from 16 ft,,64,99
327,3,1:57.0,,Defensive rebound by N. Young,64,99
328,3,1:42.0,,A. Iguodala makes 3-pt jump shot from 26 ft (assist by P. McCaw),64,102
329,3,1:28.0,J. Holiday misses 3-pt jump shot from 25 ft,,64,102
330,3,1:24.0,,Defensive rebound by K. Looney,64,102
331,3,1:18.0,,Shooting foul by J. Grant (drawn by A. Iguodala),64,102
332,3,1:18.0,,A. Iguodala makes free throw 1 of 2,64,103
333,3,1:18.0,C. Felício enters the game for L. Markkanen,,64,103
334,3,1:18.0,,A. Iguodala makes free throw 2 of 2,64,104
335,3,0:58.0,B. Portis makes 2-pt hook shot from 11 ft (assist by J. Grant),,66,104
336,3,0:46.0,,P. McCaw makes 3-pt jump shot from 26 ft (assist by K. Looney),66,107
337,3,0:37.0,A. Blakeney misses 3-pt jump shot from 22 ft,,66,107
338,3,0:32.0,,Defensive rebound by J. McGee,66,107
339,3,0:20.0,,N. Young makes 3-pt jump shot from 27 ft (assist by A. Iguodala),66,110
340,3,0:01.0,B. Portis misses 3-pt jump shot from 23 ft,,66,110
341,3,0:00.0,Offensive rebound by Team,,66,110
342,4,11:51.0,Turnover by J. Grant (bad pass; steal by D. West),,66,110
343,4,11:36.0,,N. Young makes 2-pt jump shot from 13 ft (assist by D. West),66,112
344,4,11:12.0,B. Portis misses 2-pt layup from 3 ft (block by O. Casspi),,66,112
345,4,11:10.0,Offensive rebound by Team,,66,112
346,4,11:08.0,C. Felício misses 2-pt jump shot from 17 ft,,66,112
347,4,11:05.0,,Defensive rebound by N. Young,66,112
348,4,10:56.0,,N. Young makes 2-pt layup from 2 ft,66,114
349,4,10:56.0,Chicago full timeout,,66,114
350,4,10:48.0,J. Grant makes 2-pt jump shot from 12 ft,,68,114
351,4,10:32.0,,P. McCaw misses 2-pt jump shot from 21 ft,68,114
352,4,10:28.0,,Offensive rebound by D. West,68,114
353,4,10:26.0,,D. West makes 2-pt layup from 2 ft,68,116
354,4,10:10.0,C. Felício makes 2-pt layup from 2 ft,,70,116
355,4,9:57.0,,N. Young misses 3-pt jump shot from 22 ft,70,116
356,4,9:51.0,Defensive rebound by P. Zipser,,70,116
357,4,9:49.0,P. Zipser misses 3-pt jump shot from 25 ft,,70,116
358,4,9:45.0,Offensive rebound by A. Blakeney,,70,116
359,4,9:43.0,A. Blakeney makes 2-pt jump shot from 7 ft,,72,116
360,4,9:17.0,,D. West makes 2-pt layup from 2 ft (assist by P. McCaw),72,118
361,4,9:03.0,J. Grant makes 2-pt jump shot from 17 ft,,74,118
362,4,8:38.0,,N. Young misses 3-pt jump shot from 24 ft,74,118
363,4,8:37.0,,Offensive rebound by K. Looney,74,118
364,4,8:31.0,,N. Young misses 2-pt jump shot from 10 ft,74,118
365,4,8:28.0,Defensive rebound by P. Zipser,,74,118
366,4,8:21.0,B. Portis misses 2-pt jump shot from 9 ft,,74,118
367,4,8:13.0,,Defensive rebound by N. Young,74,118
368,4,8:03.0,,N. Young makes 2-pt layup from 2 ft (assist by D. West),74,120
369,4,7:47.0,A. Blakeney makes 2-pt jump shot from 19 ft,,76,120
370,4,7:32.0,,O. Casspi misses 3-pt jump shot from 25 ft,76,120
371,4,7:28.0,Defensive rebound by P. Zipser,,76,120
372,4,7:20.0,J. Grant misses 3-pt jump shot from 28 ft,,76,120
373,4,7:17.0,Offensive rebound by Team,,76,120
374,4,7:13.0,A. Blakeney makes 3-pt jump shot from 24 ft,,79,120
375,4,6:52.0,,Personal foul by C. Felício (drawn by P. McCaw),79,120
376,4,6:52.0,,Q. Cook enters the game for O. Casspi,79,120
377,4,6:46.0,,N. Young makes 2-pt jump shot from 17 ft,79,122
378,4,6:34.0,A. Blakeney misses 3-pt jump shot from 26 ft,,79,122
379,4,6:31.0,Offensive rebound by Team,,79,122
380,4,6:31.0,,J. Bell enters the game for D. West,79,122
381,4,6:29.0,A. Blakeney misses 2-pt jump shot from 18 ft,,79,122
