,QUARTER,TIME_REMAINING,DETROIT_ACTION,MIAMI_ACTION,DETROIT_SCORE,MIAMI_SCORE
0,1,11:44.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by R. Bullock),,2,0
1,1,11:26.0,,L. Babbitt misses 3-pt jump shot from 26 ft,2,0
2,1,11:23.0,Defensive rebound by R. Bullock,,2,0
3,1,11:16.0,A. Drummond makes 2-pt layup from 3 ft (assist by B. Griffin),,4,0
4,1,11:02.0,,H. Whiteside makes 2-pt layup from 3 ft (assist by J. Johnson),4,2
5,1,10:50.0,B. Griffin makes 2-pt jump shot from 17 ft,,6,2
6,1,10:34.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by G. Dragić),6,5
7,1,10:16.0,R. Bullock makes 3-pt jump shot from 26 ft,,9,5
8,1,9:59.0,,G. Dragić misses 2-pt jump shot from 5 ft,9,5
9,1,9:56.0,Defensive rebound by A. Drummond,,9,5
10,1,9:45.0,R. Bullock misses 3-pt jump shot from 26 ft,,9,5
11,1,9:42.0,Offensive rebound by Team,,9,5
12,1,9:42.0,Personal foul by H. Whiteside (drawn by A. Drummond),,9,5
13,1,9:30.0,B. Griffin makes 3-pt jump shot from 22 ft,,12,5
14,1,9:10.0,,H. Whiteside misses 2-pt jump shot from 13 ft,12,5
15,1,9:07.0,Defensive rebound by J. Ennis,,12,5
16,1,9:06.0,A. Drummond makes 2-pt layup from 1 ft (assist by J. Ennis),,14,5
17,1,8:48.0,,L. Babbitt misses 2-pt jump shot from 11 ft (block by A. Drummond),14,5
18,1,8:44.0,Defensive rebound by A. Drummond,,14,5
19,1,8:34.0,I. Smith misses 2-pt jump shot from 6 ft,,14,5
20,1,8:31.0,Offensive rebound by A. Drummond,,14,5
21,1,8:31.0,A. Drummond misses 2-pt layup from 3 ft,,14,5
22,1,8:31.0,Offensive rebound by Team,,14,5
23,1,8:31.0,,Loose ball foul by H. Whiteside (drawn by A. Drummond),14,5
24,1,8:31.0,,K. Olynyk enters the game for H. Whiteside,14,5
25,1,8:21.0,I. Smith misses 2-pt jump shot from 15 ft,,14,5
26,1,8:18.0,,Defensive rebound by J. Johnson,14,5
27,1,8:10.0,,J. Johnson makes 2-pt jump shot from 14 ft (assist by G. Dragić),14,7
28,1,7:55.0,Turnover by R. Bullock (lost ball; steal by J. Johnson),,14,7
29,1,7:53.0,,Shooting foul by I. Smith (drawn by G. Dragić),14,7
30,1,7:53.0,,G. Dragić makes free throw 1 of 2,14,8
31,1,7:53.0,,G. Dragić makes free throw 2 of 2,14,9
32,1,7:47.0,B. Griffin misses 2-pt jump shot from 19 ft,,14,9
33,1,7:43.0,,Defensive rebound by L. Babbitt,14,9
34,1,7:42.0,,G. Dragić misses 2-pt jump shot from 4 ft,14,9
35,1,7:41.0,,Offensive rebound by K. Olynyk,14,9
36,1,7:31.0,,K. Olynyk makes 2-pt layup at rim,14,11
37,1,7:18.0,A. Drummond makes 2-pt layup from 2 ft (assist by R. Bullock),,16,11
38,1,7:05.0,,K. Olynyk makes 2-pt jump shot from 12 ft (assist by G. Dragić),16,13
39,1,6:38.0,B. Griffin misses 2-pt jump shot from 20 ft,,16,13
40,1,6:36.0,Offensive rebound by J. Ennis,,16,13
41,1,6:35.0,J. Ennis misses 2-pt layup from 3 ft,,16,13
42,1,6:34.0,Offensive rebound by A. Drummond,,16,13
43,1,6:34.0,A. Drummond misses 2-pt layup from 2 ft,,16,13
44,1,6:33.0,Offensive rebound by Team,,16,13
45,1,6:31.0,,Miami full timeout,16,13
46,1,6:23.0,Turnover by A. Drummond (bad pass; steal by J. Johnson),,16,13
47,1,6:18.0,,J. Johnson makes 2-pt dunk from 1 ft,16,15
48,1,6:06.0,Personal foul by J. Johnson (drawn by B. Griffin),,16,15
49,1,6:06.0,,R. McGruder enters the game for J. Richardson,16,15
50,1,5:57.0,A. Drummond makes 2-pt dunk from 3 ft (assist by I. Smith),,18,15
51,1,5:39.0,,Turnover by G. Dragić (bad pass; steal by A. Drummond),18,15
52,1,5:35.0,Turnover by A. Drummond (lost ball; steal by G. Dragić),,18,15
53,1,5:26.0,,R. McGruder misses 2-pt jump shot from 18 ft,18,15
54,1,5:23.0,Defensive rebound by A. Drummond,,18,15
55,1,5:06.0,B. Griffin misses 2-pt hook shot from 8 ft,,18,15
56,1,5:03.0,,Defensive rebound by J. Johnson,18,15
57,1,4:52.0,,G. Dragić makes 2-pt jump shot from 17 ft,18,17
58,1,4:36.0,Turnover by I. Smith (bad pass; steal by G. Dragić),,18,17
59,1,4:31.0,,G. Dragić makes 2-pt layup from 4 ft,18,19
60,1,4:23.0,Detroit full timeout,,18,19
61,1,4:23.0,,J. Winslow enters the game for J. Johnson,18,19
62,1,4:23.0,D. Buycks enters the game for I. Smith,,18,19
63,1,4:23.0,S. Johnson enters the game for R. Bullock,,18,19
64,1,4:02.0,B. Griffin misses 2-pt jump shot from 12 ft,,18,19
65,1,3:59.0,,Defensive rebound by L. Babbitt,18,19
66,1,3:48.0,,L. Babbitt makes 3-pt jump shot from 26 ft (assist by K. Olynyk),18,22
67,1,3:33.0,Turnover by A. Drummond (lost ball; steal by L. Babbitt),,18,22
68,1,3:30.0,,Personal foul by D. Buycks (drawn by G. Dragić),18,22
69,1,3:30.0,,D. Wade enters the game for G. Dragić,18,22
70,1,3:30.0,E. Moreland enters the game for A. Drummond,,18,22
71,1,3:22.0,,D. Wade makes 2-pt jump shot from 19 ft (assist by K. Olynyk),18,24
72,1,3:14.0,Detroit full timeout,,18,24
73,1,3:07.0,B. Griffin makes 2-pt jump shot from 8 ft (assist by D. Buycks),,20,24
74,1,3:07.0,Shooting foul by J. Winslow (drawn by B. Griffin),,20,24
75,1,3:07.0,B. Griffin makes free throw 1 of 1,,21,24
76,1,3:05.0,,Turnover by D. Wade (traveling),21,24
77,1,2:57.0,D. Buycks misses 2-pt jump shot from 19 ft,,21,24
78,1,2:54.0,,Defensive rebound by K. Olynyk,21,24
79,1,2:49.0,,Personal foul by S. Johnson (drawn by R. McGruder),21,24
80,1,2:49.0,L. Galloway enters the game for J. Ennis,,21,24
81,1,2:33.0,,R. McGruder misses 3-pt jump shot from 23 ft,21,24
82,1,2:30.0,Defensive rebound by B. Griffin,,21,24
83,1,2:24.0,L. Galloway makes 2-pt jump shot from 17 ft,,23,24
84,1,2:09.0,,Turnover by D. Wade (bad pass; steal by L. Galloway),23,24
85,1,2:00.0,L. Galloway misses 3-pt jump shot from 23 ft,,23,24
86,1,1:55.0,,Defensive rebound by J. Winslow,23,24
