,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA LAKERS_ACTION,BOSTON_SCORE,LA LAKERS_SCORE
68,1,4:00.0,A. Horford misses 2-pt hook shot from 10 ft,,12,8
69,1,3:57.0,,Defensive rebound by J. Randle,12,8
70,1,3:46.0,,J. Randle misses 2-pt hook shot from 5 ft,12,8
71,1,3:44.0,Defensive rebound by A. Horford,,12,8
72,1,3:36.0,J. Brown misses 3-pt jump shot from 27 ft,,12,8
73,1,3:33.0,Offensive rebound by A. Horford,,12,8
74,1,3:31.0,M. Morris misses 3-pt jump shot from 26 ft,,12,8
75,1,3:27.0,Offensive rebound by A. Horford,,12,8
76,1,3:25.0,Turnover by A. Horford (bad pass; steal by J. Clarkson),,12,8
77,1,3:19.0,,Shooting foul by M. Smart (drawn by K. Kuzma),12,8
78,1,3:19.0,,K. Kuzma misses free throw 1 of 2,12,8
79,1,3:19.0,,Offensive rebound by Team,12,8
80,1,3:19.0,,L. Nance enters the game for J. Randle,12,8
81,1,3:19.0,D. Theis enters the game for A. Horford,,12,8
82,1,3:19.0,,K. Kuzma makes free throw 2 of 2,12,9
83,1,3:08.0,K. Irving makes 2-pt jump shot from 2 ft,,14,9
84,1,2:51.0,,B. Ingram misses 2-pt dunk from 5 ft (block by M. Morris),14,9
85,1,2:47.0,Defensive rebound by K. Irving,,14,9
86,1,2:46.0,M. Morris misses 3-pt jump shot from 22 ft,,14,9
87,1,2:46.0,,Defensive rebound by B. Ingram,14,9
88,1,2:41.0,,K. Kuzma makes 2-pt jump shot from 6 ft (assist by J. Clarkson),14,11
89,1,2:41.0,Boston full timeout,,14,11
90,1,2:41.0,T. Rozier enters the game for J. Brown,,14,11
91,1,2:23.0,K. Irving misses 2-pt jump shot from 17 ft,,14,11
92,1,2:19.0,,Defensive rebound by B. Ingram,14,11
93,1,2:02.0,,J. Clarkson misses 3-pt jump shot from 22 ft,14,11
94,1,2:00.0,Defensive rebound by T. Rozier,,14,11
95,1,1:45.0,M. Morris makes 2-pt hook shot from 4 ft (assist by D. Theis),,16,11
96,1,1:32.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by L. Nance),16,13
97,1,1:17.0,M. Smart makes 2-pt jump shot from 5 ft,,18,13
98,1,1:04.0,,J. Clarkson makes 2-pt jump shot from 4 ft,18,15
99,1,0:49.0,M. Smart misses 3-pt jump shot from 22 ft,,18,15
100,1,0:47.0,Offensive rebound by D. Theis,,18,15
101,1,0:37.0,D. Theis misses 3-pt jump shot from 24 ft,,18,15
102,1,0:37.0,Offensive rebound by D. Theis,,18,15
103,1,0:31.0,M. Smart makes 3-pt jump shot from 26 ft (assist by K. Irving),,21,15
104,1,0:06.0,,J. Clarkson misses 2-pt jump shot from 10 ft,21,15
105,1,0:06.0,Defensive rebound by M. Morris,,21,15
106,1,0:01.0,Personal take foul by A. Caruso (drawn by K. Irving),,21,15
107,1,0:00.0,K. Irving misses 3-pt jump shot from 23 ft,,21,15
108,1,0:00.0,Offensive rebound by Team,,21,15
109,2,11:43.0,M. Smart makes 2-pt jump shot from 18 ft (assist by D. Theis),,23,15
110,2,11:17.0,,Shooting foul by D. Theis (drawn by J. Clarkson),23,15
111,2,11:17.0,,J. Clarkson makes free throw 1 of 2,23,16
112,2,11:17.0,,J. Clarkson makes free throw 2 of 2,23,17
113,2,10:54.0,Shooting foul by L. Nance (drawn by M. Smart),,23,17
114,2,10:54.0,M. Smart makes free throw 1 of 2,,24,17
115,2,10:54.0,M. Smart makes free throw 2 of 2,,25,17
116,2,10:43.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by A. Caruso),25,20
117,2,10:29.0,M. Smart misses 3-pt jump shot from 25 ft,,25,20
118,2,10:28.0,,Defensive rebound by K. Kuzma,25,20
119,2,10:23.0,,K. Kuzma misses 2-pt jump shot from 21 ft,25,20
120,2,10:20.0,Defensive rebound by D. Theis,,25,20
121,2,10:01.0,M. Morris makes 2-pt layup from 1 ft,,27,20
122,2,9:49.0,,J. Clarkson misses 2-pt jump shot from 4 ft,27,20
123,2,9:48.0,Defensive rebound by M. Morris,,27,20
124,2,9:43.0,J. Eddie misses 3-pt jump shot from 25 ft,,27,20
125,2,9:38.0,,Defensive rebound by J. Clarkson,27,20
126,2,9:35.0,,K. Kuzma makes 3-pt jump shot from 24 ft (assist by J. Hart),27,23
127,2,9:13.0,M. Morris misses 3-pt jump shot from 24 ft,,27,23
128,2,9:10.0,,Defensive rebound by J. Hart,27,23
129,2,8:54.0,,K. Kuzma misses 2-pt jump shot from 2 ft,27,23
130,2,8:51.0,Defensive rebound by J. Eddie,,27,23
131,2,8:45.0,T. Rozier misses 3-pt jump shot from 27 ft,,27,23
132,2,8:43.0,,Defensive rebound by L. Nance,27,23
133,2,8:27.0,,J. Clarkson makes 2-pt hook shot from 4 ft,27,25
134,2,8:26.0,Boston full timeout,,27,25
135,2,8:26.0,J. Tatum enters the game for J. Eddie,,27,25
136,2,8:18.0,Turnover by D. Theis (traveling),,27,25
137,2,8:04.0,,L. Nance makes 2-pt layup from 2 ft (assist by K. Kuzma),27,27
138,2,7:46.0,D. Theis makes 2-pt dunk from 2 ft (assist by M. Smart),,29,27
139,2,7:30.0,,L. Nance makes 2-pt layup from 1 ft (assist by K. Kuzma),29,29
140,2,7:19.0,M. Morris makes 3-pt jump shot from 26 ft (assist by M. Smart),,32,29
141,2,7:02.0,,K. Kuzma makes 2-pt jump shot from 3 ft,32,31
142,2,7:02.0,Violation by D. Theis (def goaltending),,32,31
143,2,6:49.0,T. Rozier misses 3-pt jump shot from 26 ft,,32,31
144,2,6:47.0,,Defensive rebound by L. Nance,32,31
145,2,6:39.0,,A. Caruso misses 3-pt jump shot from 26 ft,32,31
146,2,6:37.0,Defensive rebound by Team,,32,31
147,2,6:37.0,,Loose ball foul by L. Nance (drawn by M. Smart),32,31
148,2,6:37.0,,K. Caldwell-Pope enters the game for A. Caruso,32,31
149,2,6:37.0,A. Horford enters the game for D. Theis,,32,31
150,2,6:37.0,K. Irving enters the game for M. Smart,,32,31
151,2,6:19.0,J. Tatum misses 2-pt layup from 3 ft,,32,31
152,2,6:17.0,,Defensive rebound by L. Nance,32,31
153,2,6:13.0,,J. Hart makes 2-pt layup at rim,32,33
154,2,5:55.0,M. Morris makes 2-pt layup from 1 ft,,34,33
155,2,5:45.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,34,33
156,2,5:42.0,Defensive rebound by T. Rozier,,34,33
157,2,5:33.0,Offensive foul by M. Morris (drawn by K. Kuzma),,34,33
158,2,5:33.0,Turnover by M. Morris (offensive foul),,34,33
159,2,5:18.0,,Personal foul by T. Rozier (drawn by J. Clarkson),34,33
160,2,5:18.0,,B. Ingram enters the game for J. Hart,34,33
161,2,5:18.0,J. Brown enters the game for T. Rozier,,34,33
162,2,5:02.0,,K. Kuzma misses 2-pt jump shot from 18 ft,34,33
163,2,4:59.0,Defensive rebound by A. Horford,,34,33
164,2,4:53.0,J. Brown makes 2-pt layup from 2 ft (assist by A. Horford),,36,33
165,2,4:52.0,,LA Lakers full timeout,36,33
166,2,4:52.0,,J. Randle enters the game for K. Kuzma,36,33
167,2,4:52.0,M. Smart enters the game for M. Morris,,36,33
168,2,4:33.0,,J. Clarkson misses 3-pt jump shot from 26 ft,36,33
169,2,4:29.0,,Offensive rebound by B. Ingram,36,33
170,2,4:29.0,,Offensive foul by B. Ingram (drawn by J. Brown),36,33
171,2,4:29.0,,Turnover by B. Ingram (offensive foul),36,33
172,2,4:14.0,K. Irving makes 3-pt jump shot from 28 ft (assist by M. Smart),,39,33
173,2,3:55.0,,L. Nance misses 2-pt hook shot from 4 ft,39,33
174,2,3:51.0,,Offensive rebound by J. Clarkson,39,33
175,2,3:51.0,,J. Clarkson makes 2-pt layup at rim,39,35
176,2,3:40.0,J. Brown makes 2-pt layup from 2 ft (assist by M. Smart),,41,35
177,2,3:21.0,,J. Clarkson makes 2-pt jump shot from 20 ft,41,37
178,2,3:02.0,K. Irving makes 3-pt jump shot from 28 ft,,44,37
179,2,2:34.0,,J. Clarkson misses 2-pt jump shot from 17 ft,44,37
180,2,2:34.0,,Offensive rebound by B. Ingram,44,37
181,2,2:34.0,,Turnover by J. Randle (offensive goaltending),44,37
182,2,2:33.0,,J. Hart enters the game for L. Nance,44,37
183,2,2:23.0,Shooting foul by K. Caldwell-Pope (drawn by K. Irving),,44,37
184,2,2:23.0,K. Irving makes free throw 1 of 3,,45,37
185,2,2:23.0,K. Irving makes free throw 2 of 3,,46,37
186,2,2:23.0,K. Irving makes free throw 3 of 3,,47,37
187,2,2:09.0,,B. Ingram misses 2-pt jump shot from 17 ft,47,37
188,2,2:07.0,,Offensive rebound by Team,47,37
189,2,2:07.0,Loose ball foul by J. Tatum,,47,37
190,2,2:07.0,Technical foul by J. Tatum,,47,37
191,2,2:07.0,,J. Clarkson misses technical free throw,47,37
192,2,2:07.0,,Offensive rebound by Team,47,37
193,2,1:56.0,,J. Randle misses 2-pt layup from 3 ft,47,37
194,2,1:54.0,,Offensive rebound by J. Randle,47,37
195,2,1:54.0,,Shooting foul by M. Smart (drawn by J. Randle),47,37
196,2,1:54.0,,J. Randle makes free throw 1 of 2,47,38
197,2,1:54.0,,J. Randle makes free throw 2 of 2,47,39
198,2,1:40.0,M. Smart makes 3-pt jump shot from 26 ft (assist by A. Horford),,50,39
199,2,1:19.0,,K. Caldwell-Pope misses 2-pt jump shot from 8 ft,50,39
200,2,1:17.0,Defensive rebound by K. Irving,,50,39
201,2,1:11.0,M. Smart makes 3-pt jump shot from 22 ft (assist by A. Horford),,53,39
202,2,0:54.0,,J. Randle makes 2-pt hook shot from 2 ft,53,41
203,2,0:41.0,J. Tatum misses 3-pt jump shot from 26 ft,,53,41
204,2,0:39.0,,Defensive rebound by J. Clarkson,53,41
205,2,0:35.0,,J. Hart misses 3-pt jump shot from 25 ft,53,41
206,2,0:33.0,,Offensive rebound by Team,53,41
207,2,0:33.0,Loose ball foul by J. Brown (drawn by K. Caldwell-Pope),,53,41
208,2,0:33.0,,K. Caldwell-Pope makes free throw 1 of 2,53,42
209,2,0:33.0,,K. Caldwell-Pope makes free throw 2 of 2,53,43
210,2,0:27.0,K. Irving misses 3-pt jump shot from 26 ft,,53,43
211,2,0:25.0,,Defensive rebound by J. Randle,53,43
212,2,0:03.0,,J. Clarkson makes 2-pt layup from 2 ft,53,45
213,2,0:00.0,M. Smart misses 3-pt jump shot from 30 ft,,53,45
214,2,0:00.0,Offensive rebound by Team,,53,45
215,3,11:42.0,J. Tatum misses 3-pt jump shot from 25 ft,,53,45
216,3,11:40.0,,Defensive rebound by T. Ennis,53,45
217,3,11:28.0,,B. Lopez misses 2-pt hook shot from 6 ft,53,45
218,3,11:26.0,Defensive rebound by A. Horford,,53,45
219,3,11:22.0,Turnover by J. Tatum (lost ball; steal by B. Ingram),,53,45
220,3,11:06.0,,Shooting foul by A. Horford (drawn by B. Ingram),53,45
221,3,11:06.0,,B. Ingram makes free throw 1 of 2,53,46
222,3,11:06.0,,B. Ingram makes free throw 2 of 2,53,47
223,3,10:49.0,A. Horford misses 2-pt hook shot from 7 ft,,53,47
224,3,10:48.0,,Defensive rebound by K. Caldwell-Pope,53,47
225,3,10:45.0,Offensive charge foul by J. Randle (drawn by A. Baynes),,53,47
226,3,10:45.0,,Turnover by J. Randle (offensive foul),53,47
227,3,10:29.0,A. Baynes misses 2-pt jump shot from 13 ft,,53,47
228,3,10:26.0,,Defensive rebound by Team,53,47
229,3,10:15.0,,B. Ingram misses 2-pt jump shot from 16 ft,53,47
230,3,10:11.0,,Offensive rebound by J. Randle,53,47
231,3,10:03.0,,J. Randle makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),53,49
232,3,10:03.0,,Shooting foul by A. Baynes (drawn by J. Randle),53,49
233,3,10:03.0,M. Smart enters the game for J. Tatum,,53,49
234,3,10:03.0,,J. Randle misses free throw 1 of 1,53,49
235,3,10:00.0,Defensive rebound by A. Horford,,53,49
236,3,9:45.0,K. Irving misses 2-pt jump shot from 15 ft,,53,49
237,3,9:41.0,,Defensive rebound by B. Lopez,53,49
238,3,9:34.0,,T. Ennis makes 2-pt layup at rim,53,51
239,3,9:34.0,Boston full timeout,,53,51
240,3,9:22.0,A. Horford makes 3-pt jump shot from 26 ft (assist by M. Smart),,56,51
241,3,9:09.0,,T. Ennis misses 2-pt layup from 1 ft,56,51
242,3,9:07.0,Defensive rebound by A. Baynes,,56,51
243,3,8:55.0,,Offensive charge foul by A. Baynes (drawn by K. Caldwell-Pope),56,51
244,3,8:55.0,Turnover by A. Baynes (offensive foul),,56,51
245,3,8:41.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by B. Ingram),56,54
246,3,8:22.0,A. Baynes misses 3-pt jump shot from 24 ft,,56,54
247,3,8:21.0,,Defensive rebound by Team,56,54
248,3,8:08.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,56,54
249,3,8:04.0,,Offensive rebound by B. Lopez,56,54
250,3,8:04.0,,B. Lopez makes 2-pt layup from 2 ft,56,56
251,3,8:04.0,,Shooting foul by A. Baynes (drawn by B. Lopez),56,56
252,3,8:04.0,,B. Lopez makes free throw 1 of 1,56,57
253,3,7:48.0,A. Horford misses 2-pt layup from 4 ft (block by B. Lopez),,56,57
254,3,7:48.0,,Defensive rebound by J. Randle,56,57
255,3,7:48.0,,Personal foul by A. Baynes (drawn by J. Randle),56,57
256,3,7:48.0,M. Morris enters the game for A. Baynes,,56,57
257,3,7:39.0,,B. Lopez misses 3-pt jump shot from 26 ft,56,57
258,3,7:36.0,Defensive rebound by J. Brown,,56,57
259,3,7:27.0,K. Irving makes 2-pt jump shot from 15 ft,,58,57
260,3,7:17.0,,B. Lopez makes 2-pt hook shot from 12 ft (assist by B. Ingram),58,59
261,3,7:07.0,Personal foul by T. Ennis (drawn by K. Irving),,58,59
262,3,6:53.0,K. Irving makes 2-pt jump shot from 16 ft,,60,59
263,3,6:44.0,,T. Ennis misses 2-pt layup from 1 ft,60,59
264,3,6:42.0,,Offensive rebound by J. Randle,60,59
265,3,6:42.0,,J. Randle misses 2-pt dunk from 2 ft (block by A. Horford),60,59
266,3,6:38.0,Defensive rebound by M. Smart,,60,59
267,3,6:34.0,J. Brown misses 3-pt jump shot from 27 ft,,60,59
268,3,6:32.0,,Defensive rebound by K. Caldwell-Pope,60,59
269,3,6:27.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft,60,62
270,3,6:11.0,M. Smart makes 2-pt jump shot from 9 ft (assist by A. Horford),,62,62
271,3,5:57.0,,J. Randle misses 2-pt jump shot from 18 ft,62,62
272,3,5:53.0,Defensive rebound by A. Horford,,62,62
273,3,5:47.0,J. Brown misses 3-pt jump shot from 26 ft,,62,62
274,3,5:45.0,,Defensive rebound by J. Randle,62,62
275,3,5:40.0,,Offensive foul by B. Lopez (drawn by J. Brown),62,62
276,3,5:40.0,,Turnover by B. Lopez (offensive foul),62,62
277,3,5:32.0,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),,65,62
278,3,5:09.0,,J. Randle makes 2-pt layup from 2 ft,65,64
279,3,4:51.0,K. Irving misses 2-pt jump shot from 7 ft,,65,64
280,3,4:48.0,Offensive rebound by A. Horford,,65,64
281,3,4:46.0,A. Horford misses 2-pt hook shot from 4 ft,,65,64
282,3,4:46.0,,Defensive rebound by J. Randle,65,64
283,3,4:41.0,,B. Ingram makes 2-pt layup from 2 ft (assist by J. Randle),65,66
284,3,4:32.0,M. Smart makes 3-pt jump shot from 27 ft (assist by J. Brown),,68,66
285,3,4:17.0,,B. Ingram misses 2-pt jump shot from 8 ft,68,66
286,3,4:15.0,Defensive rebound by M. Morris,,68,66
287,3,4:07.0,M. Morris misses 2-pt jump shot from 15 ft,,68,66
288,3,4:05.0,,Defensive rebound by J. Randle,68,66
289,3,3:57.0,,B. Lopez makes 2-pt jump shot from 6 ft,68,68
290,3,3:46.0,K. Irving makes 2-pt layup from 2 ft (assist by A. Horford),,70,68
291,3,3:46.0,,LA Lakers full timeout,70,68
292,3,3:46.0,,J. Clarkson enters the game for T. Ennis,70,68
293,3,3:46.0,,A. Caruso enters the game for B. Lopez,70,68
294,3,3:46.0,,L. Nance enters the game for B. Ingram,70,68
295,3,3:46.0,T. Rozier enters the game for J. Brown,,70,68
296,3,3:28.0,,J. Randle makes 2-pt layup at rim,70,70
297,3,3:10.0,A. Horford makes 2-pt layup from 1 ft,,72,70
298,3,3:10.0,,Violation by J. Randle (def goaltending),72,70
299,3,2:51.0,,J. Randle misses 2-pt jump shot from 9 ft,72,70
300,3,2:47.0,,Offensive rebound by K. Caldwell-Pope,72,70
301,3,2:40.0,,J. Randle makes 2-pt layup from 1 ft,72,72
302,3,2:21.0,K. Irving makes 2-pt layup at rim,,74,72
303,3,2:10.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,74,72
304,3,2:08.0,Defensive rebound by M. Morris,,74,72
305,3,1:58.0,A. Horford misses 3-pt jump shot from 26 ft,,74,72
306,3,1:55.0,,Defensive rebound by L. Nance,74,72
307,3,1:53.0,Violation by M. Morris (kicked ball),,74,72
308,3,1:53.0,,J. Hart enters the game for J. Randle,74,72
309,3,1:53.0,J. Tatum enters the game for K. Irving,,74,72
310,3,1:53.0,D. Theis enters the game for A. Horford,,74,72
311,3,1:53.0,,K. Kuzma enters the game for A. Caruso,74,72
312,3,1:46.0,,K. Kuzma misses 3-pt jump shot from 25 ft,74,72
313,3,1:46.0,Defensive rebound by M. Morris,,74,72
314,3,1:35.0,M. Smart misses 3-pt jump shot from 25 ft,,74,72
315,3,1:35.0,,Defensive rebound by K. Kuzma,74,72
316,3,1:16.0,,J. Clarkson makes 2-pt jump shot from 4 ft,74,74
317,3,0:53.0,Turnover by J. Tatum (turnover),,74,74
318,3,0:41.0,,J. Clarkson misses 2-pt jump shot from 3 ft,74,74
319,3,0:41.0,,Offensive rebound by Team,74,74
320,3,0:41.0,Loose ball foul by T. Rozier (drawn by L. Nance),,74,74
321,3,0:41.0,,L. Nance makes free throw 1 of 2,74,75
322,3,0:41.0,,L. Nance makes free throw 2 of 2,74,76
323,3,0:29.0,Turnover by M. Smart (bad pass; steal by L. Nance),,74,76
324,3,0:19.0,,LA Lakers full timeout,74,76
325,3,0:19.0,,A. Caruso enters the game for K. Caldwell-Pope,74,76
326,3,0:09.0,,J. Clarkson misses 2-pt jump shot from 12 ft,74,76
327,3,0:06.0,,Offensive rebound by J. Clarkson,74,76
328,3,0:02.0,,Turnover by J. Clarkson (bad pass),74,76
329,3,0:02.0,Turnover by D. Theis (bad pass; steal by A. Caruso),,74,76
330,3,0:00.0,,A. Caruso misses 3-pt jump shot from 69 ft,74,76
331,3,0:00.0,,Offensive rebound by Team,74,76
332,4,11:44.0,,L. Nance makes 2-pt layup from 2 ft (assist by J. Clarkson),74,78
333,4,11:26.0,J. Tatum makes 3-pt jump shot from 24 ft (assist by K. Irving),,77,78
334,4,11:07.0,,A. Caruso misses 2-pt layup from 1 ft (block by M. Morris),77,78
335,4,11:03.0,Defensive rebound by D. Theis,,77,78
336,4,10:59.0,M. Morris makes 2-pt layup from 2 ft,,79,78
337,4,10:59.0,Shooting foul by J. Clarkson (drawn by M. Morris),,79,78
338,4,10:59.0,M. Morris misses free throw 1 of 1,,79,78
339,4,10:56.0,,Defensive rebound by K. Kuzma,79,78
340,4,10:33.0,,Turnover by L. Nance (lost ball; steal by T. Rozier),79,78
341,4,10:28.0,T. Rozier makes 2-pt layup from 2 ft,,81,78
342,4,10:28.0,,LA Lakers full timeout,81,78
343,4,10:09.0,,K. Kuzma makes 2-pt jump shot from 15 ft,81,80
344,4,9:49.0,K. Irving makes 2-pt jump shot from 18 ft,,83,80
345,4,9:30.0,Violation by D. Theis (kicked ball),,83,80
346,4,9:20.0,,J. Clarkson misses 3-pt jump shot from 25 ft,83,80
347,4,9:18.0,Defensive rebound by M. Morris,,83,80
348,4,9:04.0,K. Irving misses 2-pt layup from 1 ft,,83,80
349,4,8:59.0,Offensive rebound by D. Theis,,83,80
350,4,8:59.0,D. Theis makes 2-pt dunk at rim,,85,80
351,4,8:53.0,,J. Clarkson makes 2-pt layup at rim,85,82
352,4,8:35.0,K. Irving makes 3-pt jump shot from 25 ft,,88,82
353,4,8:24.0,,Shooting foul by K. Irving (drawn by A. Caruso),88,82
354,4,8:24.0,,A. Caruso misses free throw 1 of 2,88,82
355,4,8:24.0,,Offensive rebound by Team,88,82
356,4,8:24.0,,A. Caruso misses free throw 2 of 2,88,82
357,4,8:22.0,Defensive rebound by M. Morris,,88,82
358,4,8:06.0,K. Irving misses 3-pt jump shot from 22 ft,,88,82
359,4,8:04.0,,Defensive rebound by L. Nance,88,82
360,4,7:59.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by J. Clarkson),88,85
361,4,7:35.0,Shooting foul by J. Hart (drawn by J. Tatum),,88,85
362,4,7:35.0,J. Tatum misses free throw 1 of 2,,88,85
363,4,7:35.0,Offensive rebound by Team,,88,85
364,4,7:35.0,,B. Ingram enters the game for A. Caruso,88,85
365,4,7:35.0,M. Smart enters the game for K. Irving,,88,85
366,4,7:35.0,J. Tatum makes free throw 2 of 2,,89,85
367,4,7:16.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by B. Ingram),89,88
368,4,6:59.0,M. Smart misses 3-pt jump shot from 26 ft,,89,88
369,4,6:56.0,,Defensive rebound by L. Nance,89,88
370,4,6:40.0,,L. Nance makes 2-pt dunk from 3 ft (assist by K. Kuzma),89,90
371,4,6:40.0,Boston full timeout,,89,90
372,4,6:40.0,J. Brown enters the game for M. Morris,,89,90
373,4,6:40.0,A. Horford enters the game for D. Theis,,89,90
374,4,6:18.0,A. Horford makes 2-pt jump shot from 4 ft (assist by M. Smart),,91,90
375,4,5:58.0,,Turnover by B. Ingram (bad pass; steal by M. Smart),91,90
376,4,5:54.0,J. Brown misses 2-pt dunk from 1 ft,,91,90
377,4,5:51.0,,Defensive rebound by B. Ingram,91,90
378,4,5:46.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. Nance),91,93
379,4,5:29.0,A. Horford misses 3-pt jump shot from 26 ft,,91,93
380,4,5:29.0,,Defensive rebound by B. Ingram,91,93
381,4,5:15.0,,Shooting foul by J. Brown (drawn by K. Kuzma),91,93
382,4,5:15.0,,K. Kuzma makes free throw 1 of 3,91,94
383,4,5:15.0,,K. Kuzma makes free throw 2 of 3,91,95
384,4,5:15.0,K. Irving enters the game for T. Rozier,,91,95
385,4,5:15.0,,K. Kuzma misses free throw 3 of 3,91,95
386,4,5:13.0,Defensive rebound by J. Tatum,,91,95
387,4,5:00.0,J. Brown misses 3-pt jump shot from 22 ft,,91,95
388,4,4:56.0,,Defensive rebound by L. Nance,91,95
