,QUARTER,TIME_REMAINING,DENVER_ACTION,PORTLAND_ACTION,DENVER_SCORE,PORTLAND_SCORE
77,1,2:42.0,W. Chandler makes 3-pt jump shot from 27 ft (assist by W. Barton),,19,23
78,1,2:20.0,,C. McCollum misses 2-pt jump shot from 13 ft,19,23
79,1,2:19.0,Defensive rebound by N. Jokić,,19,23
80,1,2:10.0,Turnover by M. Plumlee (turnover),,19,23
81,1,2:10.0,,P. Connaughton enters the game for C. McCollum,19,23
82,1,1:54.0,,Turnover by D. Lillard (bad pass; steal by W. Barton),19,23
83,1,1:50.0,W. Barton makes 2-pt layup from 1 ft,,21,23
84,1,1:27.0,,E. Davis makes 2-pt dunk at rim (assist by N. Vonleh),21,25
85,1,1:12.0,N. Jokić misses 3-pt jump shot from 26 ft,,21,25
86,1,1:10.0,Offensive rebound by Team,,21,25
87,1,1:10.0,,Loose ball foul by E. Davis (drawn by M. Plumlee),21,25
88,1,1:05.0,M. Plumlee misses 2-pt jump shot from 16 ft,,21,25
89,1,1:02.0,,Defensive rebound by N. Vonleh,21,25
90,1,0:56.0,,D. Lillard misses 2-pt jump shot from 6 ft,21,25
91,1,0:56.0,,E. Turner misses 2-pt layup from 1 ft,21,25
92,1,0:56.0,,Offensive rebound by E. Davis,21,25
93,1,0:53.0,,Offensive rebound by E. Davis,21,25
94,1,0:40.0,,E. Turner misses 2-pt jump shot from 19 ft,21,25
95,1,0:37.0,Defensive rebound by N. Jokić,,21,25
96,1,0:30.0,Turnover by E. Mudiay (bad pass; steal by N. Vonleh),,21,25
97,1,0:18.0,,Offensive foul by N. Vonleh (drawn by W. Barton),21,25
98,1,0:18.0,,Turnover by N. Vonleh (offensive foul),21,25
99,1,0:18.0,,S. Napier enters the game for D. Lillard,21,25
100,1,0:01.0,M. Plumlee misses 2-pt layup from 1 ft,,21,25
101,1,0:01.0,,Defensive rebound by E. Davis,21,25
102,2,11:41.0,P. Millsap misses 2-pt layup at rim,,21,25
103,2,11:38.0,Offensive rebound by K. Faried,,21,25
104,2,11:38.0,K. Faried makes 2-pt layup at rim,,23,25
105,2,11:17.0,,N. Vonleh makes 2-pt jump shot from 14 ft (assist by E. Turner),23,27
106,2,11:05.0,K. Faried misses 2-pt layup from 2 ft,,23,27
107,2,11:05.0,,Defensive rebound by E. Davis,23,27
108,2,10:55.0,,E. Turner makes 2-pt jump shot from 14 ft,23,29
109,2,10:45.0,Turnover by E. Mudiay (bad pass; steal by S. Napier),,23,29
110,2,10:29.0,,E. Davis misses 2-pt hook shot from 3 ft,23,29
111,2,10:27.0,Defensive rebound by P. Millsap,,23,29
112,2,10:17.0,Shooting foul by N. Vonleh (drawn by E. Mudiay),,23,29
113,2,10:17.0,E. Mudiay makes free throw 1 of 2,,24,29
114,2,10:17.0,E. Mudiay makes free throw 2 of 2,,25,29
115,2,10:02.0,,E. Turner makes 2-pt jump shot from 16 ft (assist by S. Napier),25,31
116,2,9:45.0,Turnover by E. Mudiay (out of bounds lost ball),,25,31
117,2,9:31.0,,P. Connaughton makes 2-pt layup from 3 ft (assist by E. Turner),25,33
118,2,9:31.0,Violation by P. Millsap (def goaltending),,25,33
119,2,9:18.0,M. Beasley misses 3-pt jump shot from 25 ft,,25,33
120,2,9:15.0,,Defensive rebound by N. Vonleh,25,33
121,2,9:01.0,,Turnover by N. Vonleh (out of bounds lost ball),25,33
122,2,8:41.0,M. Beasley misses 2-pt jump shot from 3 ft,,25,33
123,2,8:40.0,,Defensive rebound by E. Davis,25,33
124,2,8:33.0,Denver full timeout,,25,33
125,2,8:33.0,J. Murray enters the game for M. Beasley,,25,33
126,2,8:32.0,,S. Napier makes 2-pt jump shot from 22 ft,25,35
127,2,8:16.0,E. Mudiay makes 2-pt jump shot from 21 ft,,27,35
128,2,7:52.0,,E. Turner makes 2-pt jump shot from 15 ft,27,37
129,2,7:37.0,K. Faried makes 2-pt hook shot from 3 ft (assist by R. Jefferson),,29,37
130,2,7:18.0,,N. Vonleh makes 2-pt jump shot from 16 ft (assist by P. Connaughton),29,39
131,2,7:08.0,J. Murray misses 2-pt jump shot from 16 ft,,29,39
132,2,7:05.0,,Defensive rebound by N. Vonleh,29,39
133,2,6:53.0,,E. Davis makes 2-pt layup from 1 ft (assist by E. Turner),29,41
134,2,6:41.0,J. Murray misses 2-pt layup from 1 ft,,29,41
135,2,6:38.0,Offensive rebound by E. Mudiay,,29,41
136,2,6:29.0,Offensive foul by J. Murray (drawn by P. Connaughton),,29,41
137,2,6:29.0,Turnover by J. Murray (offensive foul),,29,41
138,2,6:29.0,W. Chandler enters the game for E. Mudiay,,29,41
139,2,6:29.0,N. Jokić enters the game for P. Millsap,,29,41
140,2,6:29.0,W. Barton enters the game for R. Jefferson,,29,41
141,2,6:09.0,,E. Turner makes 2-pt jump shot from 16 ft,29,43
142,2,5:54.0,Personal foul by N. Vonleh (drawn by N. Jokić),,29,43
143,2,5:54.0,,J. Nurkić enters the game for E. Davis,29,43
144,2,5:54.0,,C. Swanigan enters the game for N. Vonleh,29,43
145,2,5:49.0,J. Murray misses 2-pt jump shot from 17 ft,,29,43
146,2,5:46.0,Offensive rebound by K. Faried,,29,43
147,2,5:36.0,N. Jokić makes 3-pt jump shot from 22 ft (assist by W. Chandler),,32,43
148,2,5:24.0,,Shooting foul by J. Murray (drawn by S. Napier),32,43
149,2,5:24.0,,S. Napier makes free throw 1 of 1,32,44
150,2,5:24.0,,S. Napier makes free throw 1 of 2,32,45
151,2,5:24.0,,C. McCollum enters the game for P. Connaughton,32,45
152,2,5:24.0,,S. Napier makes free throw 2 of 2,32,46
153,2,5:12.0,J. Murray misses 2-pt jump shot from 18 ft,,32,46
154,2,5:09.0,,Defensive rebound by C. Swanigan,32,46
155,2,5:05.0,,D. Lillard enters the game for S. Napier,32,46
156,2,5:05.0,P. Millsap enters the game for K. Faried,,32,46
157,2,4:55.0,,E. Turner misses 3-pt jump shot from 22 ft,32,46
158,2,4:52.0,Defensive rebound by W. Barton,,32,46
159,2,4:49.0,W. Chandler makes 2-pt dunk from 1 ft (assist by W. Barton),,34,46
160,2,4:27.0,,J. Nurkić misses 2-pt jump shot from 21 ft,34,46
161,2,4:24.0,Defensive rebound by P. Millsap,,34,46
162,2,4:11.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by W. Chandler),,37,46
163,2,4:10.0,,Portland full timeout,37,46
164,2,3:55.0,,Personal foul by W. Barton (drawn by C. McCollum),37,46
165,2,3:46.0,,E. Turner misses 3-pt jump shot from 24 ft,37,46
166,2,3:44.0,,Offensive rebound by C. McCollum,37,46
167,2,3:42.0,,C. McCollum makes 2-pt jump shot from 17 ft,37,48
168,2,3:27.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by N. Jokić),,40,48
169,2,3:08.0,,J. Nurkić makes 2-pt jump shot from 21 ft (assist by E. Turner),40,50
170,2,2:51.0,P. Millsap misses 3-pt jump shot from 25 ft,,40,50
171,2,2:49.0,Offensive rebound by J. Murray,,40,50
172,2,2:47.0,J. Murray makes 2-pt jump shot from 20 ft,,42,50
173,2,2:32.0,,J. Nurkić misses 2-pt jump shot from 18 ft,42,50
174,2,2:29.0,Defensive rebound by W. Chandler,,42,50
175,2,2:17.0,W. Barton makes 3-pt jump shot from 26 ft (assist by W. Chandler),,45,50
176,2,2:00.0,,J. Nurkić misses 2-pt layup at rim,45,50
177,2,2:00.0,,Offensive rebound by Team,45,50
178,2,1:54.0,,C. McCollum misses 3-pt jump shot from 23 ft,45,50
179,2,1:51.0,Defensive rebound by P. Millsap,,45,50
180,2,1:33.0,J. Murray makes 2-pt jump shot from 17 ft,,47,50
181,2,1:13.0,,D. Lillard makes 2-pt jump shot from 12 ft,47,52
182,2,0:53.0,Turnover by J. Murray (out of bounds lost ball),,47,52
183,2,0:53.0,K. Faried enters the game for P. Millsap,,47,52
184,2,0:53.0,,P. Connaughton enters the game for C. Swanigan,47,52
185,2,0:35.0,,D. Lillard misses 3-pt jump shot from 28 ft,47,52
186,2,0:32.0,Defensive rebound by W. Barton,,47,52
187,2,0:29.0,K. Faried makes 2-pt dunk at rim (assist by W. Barton),,49,52
188,2,0:14.0,,Personal foul by W. Barton (drawn by C. McCollum),49,52
189,2,0:14.0,,S. Napier enters the game for J. Nurkić,49,52
190,2,0:14.0,E. Mudiay enters the game for N. Jokić,,49,52
191,2,0:03.0,,Shooting foul by W. Chandler (drawn by D. Lillard),49,52
192,2,0:03.0,,D. Lillard makes free throw 1 of 2,49,53
193,2,0:03.0,,D. Lillard makes free throw 2 of 2,49,54
194,2,0:00.0,J. Murray misses 3-pt jump shot from 26 ft,,49,54
195,2,0:00.0,Offensive rebound by Team,,49,54
196,3,11:46.0,W. Chandler misses 2-pt layup from 2 ft (block by M. Harkless),,49,54
197,3,11:45.0,Offensive rebound by W. Chandler,,49,54
198,3,11:45.0,Shooting foul by C. Swanigan (drawn by W. Chandler),,49,54
199,3,11:45.0,W. Chandler makes free throw 1 of 2,,50,54
200,3,11:45.0,W. Chandler makes free throw 2 of 2,,51,54
201,3,11:32.0,,C. McCollum makes 3-pt jump shot from 25 ft,51,57
202,3,11:14.0,Offensive foul by N. Jokić (drawn by M. Harkless),,51,57
203,3,11:14.0,Turnover by N. Jokić (offensive foul),,51,57
204,3,11:00.0,,D. Lillard misses 2-pt jump shot from 21 ft,51,57
205,3,10:57.0,Defensive rebound by W. Barton,,51,57
206,3,10:45.0,W. Barton misses 2-pt layup from 1 ft,,51,57
207,3,10:42.0,Offensive rebound by W. Barton,,51,57
208,3,10:42.0,W. Barton misses 2-pt layup at rim,,51,57
209,3,10:41.0,,Defensive rebound by J. Nurkić,51,57
210,3,10:35.0,,D. Lillard makes 3-pt jump shot from 28 ft (assist by C. McCollum),51,60
211,3,10:20.0,N. Jokić misses 3-pt jump shot from 24 ft,,51,60
212,3,10:18.0,,Defensive rebound by D. Lillard,51,60
213,3,10:17.0,,Offensive foul by J. Nurkić (drawn by N. Jokić),51,60
214,3,10:17.0,,Turnover by J. Nurkić (offensive foul),51,60
215,3,10:00.0,J. Murray misses 3-pt jump shot from 25 ft,,51,60
216,3,9:55.0,,Defensive rebound by C. Swanigan,51,60
217,3,9:52.0,,Turnover by D. Lillard (bad pass; steal by N. Jokić),51,60
218,3,9:47.0,W. Chandler misses 3-pt jump shot from 24 ft,,51,60
219,3,9:44.0,,Defensive rebound by C. Swanigan,51,60
220,3,9:30.0,,D. Lillard misses 3-pt jump shot from 27 ft,51,60
221,3,9:29.0,Defensive rebound by Team,,51,60
222,3,9:29.0,,Loose ball foul by C. Swanigan (drawn by P. Millsap),51,60
223,3,9:15.0,Shooting foul by C. Swanigan (drawn by P. Millsap),,51,60
224,3,9:15.0,P. Millsap misses free throw 1 of 2,,51,60
225,3,9:15.0,Offensive rebound by Team,,51,60
226,3,9:15.0,,N. Vonleh enters the game for C. Swanigan,51,60
227,3,9:15.0,P. Millsap makes free throw 2 of 2,,52,60
228,3,9:01.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by M. Harkless),52,63
229,3,8:37.0,P. Millsap misses 2-pt jump shot from 10 ft,,52,63
230,3,8:34.0,,Defensive rebound by D. Lillard,52,63
231,3,8:16.0,,Turnover by M. Harkless (turnover),52,63
232,3,7:57.0,P. Millsap misses 2-pt layup from 1 ft,,52,63
233,3,7:53.0,Offensive rebound by W. Chandler,,52,63
234,3,7:46.0,P. Millsap makes 3-pt jump shot from 23 ft,,55,63
235,3,7:33.0,,Personal foul by W. Chandler (drawn by M. Harkless),55,63
236,3,7:20.0,,J. Nurkić makes 2-pt hook shot from 7 ft (assist by M. Harkless),55,65
237,3,7:12.0,W. Chandler makes 2-pt layup from 7 ft,,57,65
238,3,7:12.0,Shooting foul by M. Harkless (drawn by W. Chandler),,57,65
239,3,7:12.0,W. Chandler makes free throw 1 of 1,,58,65
240,3,7:04.0,,C. McCollum misses 3-pt jump shot from 25 ft,58,65
241,3,7:01.0,Defensive rebound by W. Chandler,,58,65
242,3,6:52.0,J. Murray misses 3-pt jump shot from 24 ft,,58,65
243,3,6:49.0,,Defensive rebound by C. McCollum,58,65
244,3,6:42.0,,C. McCollum makes 2-pt layup from 1 ft,58,67
245,3,6:42.0,Denver full timeout,,58,67
246,3,6:22.0,N. Jokić makes 2-pt hook shot from 4 ft,,60,67
247,3,6:07.0,,C. McCollum misses 2-pt jump shot from 16 ft,60,67
248,3,6:03.0,Defensive rebound by W. Chandler,,60,67
249,3,5:59.0,Turnover by W. Chandler (lost ball; steal by M. Harkless),,60,67
250,3,5:45.0,,J. Nurkić makes 2-pt layup at rim,60,69
251,3,5:26.0,J. Murray makes 2-pt layup from 1 ft,,62,69
252,3,5:03.0,,Turnover by J. Nurkić (bad pass; steal by N. Jokić),62,69
253,3,4:59.0,W. Barton misses 2-pt layup from 1 ft,,62,69
254,3,4:57.0,,Defensive rebound by N. Vonleh,62,69
255,3,4:45.0,,D. Lillard misses 3-pt jump shot from 25 ft,62,69
256,3,4:43.0,Defensive rebound by W. Barton,,62,69
257,3,4:24.0,Turnover by P. Millsap (lost ball; steal by D. Lillard),,62,69
258,3,4:16.0,,C. McCollum makes 2-pt layup at rim,62,71
259,3,4:16.0,Denver full timeout,,62,71
260,3,4:16.0,E. Mudiay enters the game for N. Jokić,,62,71
261,3,4:16.0,K. Faried enters the game for J. Murray,,62,71
262,3,4:04.0,P. Millsap makes 2-pt layup at rim,,64,71
263,3,3:46.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),64,74
264,3,3:29.0,P. Millsap misses 3-pt jump shot from 24 ft,,64,74
265,3,3:27.0,,Defensive rebound by N. Vonleh,64,74
266,3,3:15.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),64,76
267,3,2:52.0,Offensive foul by K. Faried (drawn by M. Harkless),,64,76
268,3,2:52.0,Turnover by K. Faried (offensive foul),,64,76
269,3,2:52.0,,E. Turner enters the game for C. McCollum,64,76
270,3,2:52.0,,P. Connaughton enters the game for M. Harkless,64,76
271,3,2:41.0,,D. Lillard makes 2-pt layup at rim,64,78
272,3,2:31.0,W. Chandler misses 3-pt jump shot from 29 ft,,64,78
273,3,2:29.0,,Defensive rebound by J. Nurkić,64,78
274,3,2:16.0,Offensive charge foul by J. Nurkić (drawn by K. Faried),,64,78
275,3,2:16.0,,Turnover by J. Nurkić (offensive foul),64,78
276,3,2:16.0,N. Jokić enters the game for P. Millsap,,64,78
277,3,2:16.0,J. Murray enters the game for W. Chandler,,64,78
278,3,2:05.0,Turnover by W. Barton (lost ball; steal by E. Turner),,64,78
279,3,1:56.0,,D. Lillard misses 2-pt jump shot from 12 ft,64,78
280,3,1:53.0,Defensive rebound by K. Faried,,64,78
281,3,1:49.0,,E. Davis enters the game for J. Nurkić,64,78
282,3,1:48.0,E. Mudiay misses 2-pt layup from 2 ft (block by N. Vonleh),,64,78
283,3,1:48.0,Offensive rebound by Team,,64,78
284,3,1:40.0,K. Faried misses 2-pt hook shot from 11 ft,,64,78
285,3,1:38.0,,Defensive rebound by N. Vonleh,64,78
286,3,1:28.0,,E. Turner makes 2-pt jump shot from 11 ft,64,80
287,3,1:28.0,Denver full timeout,,64,80
288,3,1:07.0,K. Faried misses 2-pt jump shot from 14 ft,,64,80
289,3,1:05.0,Personal foul by E. Turner (drawn by J. Murray),,64,80
290,3,1:05.0,J. Murray makes free throw 1 of 2,,65,80
291,3,1:05.0,J. Murray makes free throw 2 of 2,,66,80
292,3,1:04.0,Offensive rebound by J. Murray,,66,80
293,3,0:52.0,,D. Lillard misses 2-pt jump shot from 14 ft,66,80
294,3,0:51.0,,Offensive rebound by N. Vonleh,66,80
295,3,0:51.0,,N. Vonleh makes 2-pt layup at rim,66,82
296,3,0:37.0,W. Barton misses 3-pt jump shot from 26 ft,,66,82
297,3,0:34.0,,Defensive rebound by E. Turner,66,82
298,3,0:28.0,,Turnover by E. Turner (bad pass),66,82
299,3,0:15.0,N. Jokić misses 2-pt jump shot from 18 ft,,66,82
300,3,0:12.0,,Defensive rebound by P. Connaughton,66,82
301,3,0:12.0,,Portland full timeout,66,82
302,3,0:12.0,,S. Napier enters the game for N. Vonleh,66,82
303,3,0:12.0,,C. McCollum enters the game for E. Davis,66,82
304,3,0:12.0,W. Chandler enters the game for N. Jokić,,66,82
305,3,0:02.0,,Shooting foul by W. Chandler (drawn by D. Lillard),66,82
306,3,0:02.0,,D. Lillard makes free throw 1 of 2,66,83
307,3,0:02.0,,D. Lillard makes free throw 2 of 2,66,84
308,4,11:42.0,,N. Vonleh makes 2-pt dunk from 1 ft (assist by E. Turner),66,86
309,4,11:21.0,P. Millsap misses 3-pt jump shot from 23 ft,,66,86
310,4,11:19.0,,Defensive rebound by E. Turner,66,86
311,4,11:05.0,,S. Napier misses 2-pt jump shot from 17 ft,66,86
312,4,11:03.0,Defensive rebound by P. Millsap,,66,86
313,4,10:42.0,J. Murray misses 3-pt jump shot from 24 ft,,66,86
314,4,10:39.0,,Defensive rebound by N. Vonleh,66,86
315,4,10:22.0,,P. Connaughton misses 3-pt jump shot from 27 ft,66,86
316,4,10:20.0,Defensive rebound by N. Jokić,,66,86
317,4,10:11.0,Shooting foul by E. Turner (drawn by N. Jokić),,66,86
318,4,10:11.0,N. Jokić makes free throw 1 of 2,,67,86
319,4,10:11.0,N. Jokić misses free throw 2 of 2,,67,86
320,4,10:08.0,,Defensive rebound by E. Davis,67,86
321,4,9:46.0,,Shooting block foul by E. Mudiay (drawn by S. Napier),67,86
322,4,9:46.0,,S. Napier makes free throw 1 of 2,67,87
323,4,9:46.0,,S. Napier misses free throw 2 of 2,67,87
324,4,9:43.0,,Offensive rebound by E. Davis,67,87
325,4,9:31.0,,S. Napier misses 3-pt jump shot from 22 ft,67,87
326,4,9:29.0,Defensive rebound by W. Chandler,,67,87
327,4,9:17.0,Turnover by J. Murray (lost ball; steal by S. Napier),,67,87
328,4,9:17.0,,Portland full timeout,67,87
329,4,9:17.0,,C. Swanigan enters the game for P. Connaughton,67,87
330,4,9:17.0,,C. McCollum enters the game for N. Vonleh,67,87
331,4,8:59.0,,Turnover by C. Swanigan (traveling),67,87
332,4,8:44.0,N. Jokić misses 2-pt hook shot from 4 ft,,67,87
333,4,8:42.0,,Defensive rebound by C. Swanigan,67,87
334,4,8:29.0,,E. Turner makes 2-pt jump shot from 14 ft,67,89
335,4,8:12.0,P. Millsap makes 3-pt jump shot from 24 ft (assist by W. Chandler),,70,89
336,4,7:49.0,,Shooting foul by E. Mudiay (drawn by S. Napier),70,89
337,4,7:49.0,,S. Napier makes free throw 1 of 2,70,90
338,4,7:49.0,,J. Nurkić enters the game for E. Davis,70,90
339,4,7:49.0,,S. Napier makes free throw 2 of 2,70,91
340,4,7:36.0,Offensive foul by P. Millsap,,70,91
341,4,7:36.0,Turnover by P. Millsap (offensive foul),,70,91
342,4,7:36.0,,D. Lillard enters the game for E. Turner,70,91
343,4,7:36.0,,M. Harkless enters the game for S. Napier,70,91
344,4,7:36.0,Technical foul by P. Millsap,,70,91
345,4,7:36.0,,D. Lillard makes technical free throw,70,92
346,4,7:14.0,,J. Nurkić misses 2-pt layup from 3 ft,70,92
347,4,7:10.0,Defensive rebound by N. Jokić,,70,92
348,4,6:58.0,E. Mudiay misses 3-pt jump shot from 25 ft,,70,92
349,4,6:54.0,,Defensive rebound by M. Harkless,70,92
350,4,6:33.0,,Shooting foul by P. Millsap (drawn by J. Nurkić),70,92
351,4,6:33.0,,J. Nurkić misses free throw 1 of 2,70,92
352,4,6:33.0,,Offensive rebound by Team,70,92
353,4,6:33.0,W. Barton enters the game for E. Mudiay,,70,92
354,4,6:33.0,,J. Nurkić makes free throw 2 of 2,70,93
355,4,6:24.0,P. Millsap misses 3-pt jump shot from 25 ft,,70,93
356,4,6:21.0,,Defensive rebound by M. Harkless,70,93
357,4,6:16.0,,Offensive foul by D. Lillard (drawn by J. Murray),70,93
358,4,6:16.0,,Turnover by D. Lillard (offensive foul),70,93
359,4,6:04.0,P. Millsap misses 2-pt layup from 1 ft,,70,93
360,4,6:04.0,,Defensive rebound by Team,70,93
361,4,5:49.0,,J. Nurkić misses 2-pt jump shot from 16 ft,70,93
362,4,5:45.0,Defensive rebound by P. Millsap,,70,93
363,4,5:37.0,W. Chandler misses 3-pt jump shot from 24 ft,,70,93
364,4,5:33.0,Offensive rebound by J. Murray,,70,93
365,4,5:24.0,J. Murray misses 3-pt jump shot from 24 ft,,70,93
366,4,5:20.0,Offensive rebound by W. Chandler,,70,93
367,4,5:20.0,W. Chandler makes 2-pt layup at rim,,72,93
368,4,4:51.0,,C. Swanigan misses 2-pt layup from 3 ft (block by P. Millsap),72,93
369,4,4:50.0,,Turnover by Team (shot clock),72,93
370,4,4:50.0,R. Jefferson enters the game for P. Millsap,,72,93
371,4,4:50.0,K. Faried enters the game for W. Chandler,,72,93
372,4,4:49.0,,Defensive rebound by C. Swanigan,72,93
373,4,4:49.0,,C. Swanigan misses 2-pt layup from 2 ft (block by N. Jokić),72,93
374,4,4:49.0,,Offensive rebound by Team,72,93
375,4,4:39.0,J. Murray makes 2-pt jump shot from 13 ft,,74,93
376,4,4:20.0,,C. Swanigan misses 3-pt jump shot from 24 ft,74,93
377,4,4:17.0,,Offensive rebound by D. Lillard,74,93
378,4,4:14.0,,J. Nurkić misses 2-pt layup from 1 ft,74,93
379,4,4:13.0,Defensive rebound by N. Jokić,,74,93
380,4,4:13.0,Personal foul by C. Swanigan (drawn by N. Jokić),,74,93
381,4,4:13.0,,N. Vonleh enters the game for C. Swanigan,74,93
382,4,4:13.0,T. Lyles enters the game for N. Jokić,,74,93
383,4,4:01.0,Turnover by J. Murray (lost ball; steal by D. Lillard),,74,93
384,4,3:51.0,,Turnover by J. Nurkić (out of bounds lost ball),74,93
385,4,3:41.0,W. Barton makes 2-pt layup at rim,,76,93
386,4,3:37.0,,Portland full timeout,76,93
