,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA LAKERS_ACTION,ORLANDO_SCORE,LA LAKERS_SCORE
37,1,7:27.0,Offensive rebound by Team,,9,7
38,1,7:27.0,J. Simmons makes free throw 2 of 2,,10,7
39,1,7:13.0,,B. Lopez misses 3-pt jump shot from 25 ft,10,7
40,1,7:11.0,Defensive rebound by N. Vučević,,10,7
41,1,7:01.0,A. Gordon makes 2-pt dunk from 1 ft (assist by D. Augustin),,12,7
42,1,6:48.0,,L. Ball misses 3-pt jump shot from 26 ft,12,7
43,1,6:46.0,Defensive rebound by E. Fournier,,12,7
44,1,6:36.0,Turnover by A. Gordon (traveling),,12,7
45,1,6:36.0,,LA Lakers full timeout,12,7
46,1,6:10.0,,Turnover by K. Caldwell-Pope (bad pass; steal by E. Fournier),12,7
47,1,6:05.0,A. Gordon misses 2-pt layup from 2 ft,,12,7
48,1,6:04.0,Offensive rebound by A. Gordon,,12,7
49,1,6:03.0,A. Gordon makes 2-pt layup at rim,,14,7
50,1,5:50.0,,J. Randle makes 2-pt layup from 2 ft,14,9
51,1,5:30.0,N. Vučević makes 2-pt jump shot from 5 ft (assist by D. Augustin),,16,9
52,1,5:15.0,,L. Ball misses 2-pt jump shot from 15 ft,16,9
53,1,5:13.0,Defensive rebound by A. Gordon,,16,9
54,1,5:10.0,Turnover by A. Gordon (out of bounds lost ball),,16,9
55,1,4:54.0,,J. Randle misses 2-pt layup from 2 ft,16,9
56,1,4:52.0,Defensive rebound by N. Vučević,,16,9
57,1,4:47.0,D. Augustin makes 2-pt layup from 1 ft,,18,9
58,1,4:28.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by B. Lopez),18,12
59,1,4:19.0,A. Gordon makes 3-pt jump shot from 22 ft (assist by D. Augustin),,21,12
60,1,4:17.0,,LA Lakers full timeout,21,12
61,1,4:17.0,,I. Thomas enters the game for K. Kuzma,21,12
62,1,4:17.0,,T. Bryant enters the game for J. Randle,21,12
63,1,4:17.0,W. Iwundu enters the game for J. Simmons,,21,12
64,1,4:03.0,,Turnover by L. Ball (bad pass; steal by W. Iwundu),21,12
65,1,4:00.0,W. Iwundu misses 2-pt layup from 1 ft,,21,12
66,1,3:58.0,,Defensive rebound by L. Ball,21,12
67,1,3:56.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by L. Ball),21,15
68,1,3:31.0,N. Vučević misses 2-pt layup from 3 ft (block by L. Ball),,21,15
69,1,3:28.0,,Defensive rebound by I. Thomas,21,15
70,1,3:21.0,,B. Lopez misses 2-pt layup from 1 ft,21,15
71,1,3:18.0,Defensive rebound by E. Fournier,,21,15
72,1,3:11.0,E. Fournier makes 2-pt jump shot from 4 ft,,23,15
73,1,2:59.0,,L. Ball misses 3-pt jump shot from 26 ft,23,15
74,1,2:57.0,Defensive rebound by A. Gordon,,23,15
75,1,2:41.0,W. Iwundu makes 2-pt hook shot from 14 ft (assist by D. Augustin),,25,15
76,1,2:25.0,,B. Lopez makes 2-pt jump shot from 4 ft (assist by I. Thomas),25,17
77,1,2:14.0,N. Vučević makes 2-pt layup from 1 ft (assist by D. Augustin),,27,17
78,1,2:14.0,Shooting foul by B. Lopez (drawn by N. Vučević),,27,17
79,1,2:14.0,N. Vučević makes free throw 1 of 1,,28,17
80,1,2:14.0,,I. Zubac enters the game for L. Ball,28,17
81,1,2:14.0,,A. Caruso enters the game for B. Lopez,28,17
82,1,2:14.0,J. Isaac enters the game for A. Gordon,,28,17
83,1,1:50.0,,Turnover by I. Thomas (lost ball; steal by J. Isaac),28,17
84,1,1:44.0,N. Vučević makes 2-pt layup from 1 ft (assist by D. Augustin),,30,17
85,1,1:38.0,,Turnover by I. Thomas (traveling),30,17
86,1,1:38.0,B. Biyombo enters the game for N. Vučević,,30,17
87,1,1:27.0,D. Augustin makes 2-pt layup from 2 ft,,32,17
88,1,1:18.0,,Shooting foul by J. Isaac (drawn by I. Zubac),32,17
89,1,1:18.0,,I. Zubac makes free throw 1 of 2,32,18
90,1,1:18.0,,J. Randle enters the game for T. Bryant,32,18
91,1,1:18.0,M. Hezonja enters the game for E. Fournier,,32,18
92,1,1:18.0,,I. Zubac makes free throw 2 of 2,32,19
93,1,1:11.0,Turnover by W. Iwundu (lost ball; steal by A. Caruso),,32,19
94,1,1:11.0,,Personal foul by W. Iwundu (drawn by A. Caruso),32,19
95,1,1:11.0,,A. Caruso makes free throw 1 of 2,32,20
96,1,1:11.0,,K. Kuzma enters the game for K. Caldwell-Pope,32,20
97,1,1:11.0,,A. Caruso makes free throw 2 of 2,32,21
98,1,0:56.0,D. Augustin misses 3-pt jump shot from 27 ft,,32,21
99,1,0:54.0,,Defensive rebound by J. Randle,32,21
100,1,0:43.0,,I. Thomas misses 2-pt jump shot from 4 ft,32,21
101,1,0:38.0,,Offensive rebound by I. Zubac,32,21
102,1,0:38.0,,I. Zubac misses 2-pt layup at rim,32,21
103,1,0:38.0,Defensive rebound by J. Isaac,,32,21
104,1,0:28.0,M. Hezonja misses 3-pt jump shot from 24 ft,,32,21
105,1,0:25.0,,Defensive rebound by I. Zubac,32,21
106,1,0:05.0,,J. Randle misses 2-pt layup from 3 ft,32,21
107,1,0:03.0,,Offensive rebound by J. Randle,32,21
108,1,0:03.0,,J. Randle makes 2-pt layup from 2 ft,32,23
109,1,0:03.0,,Shooting foul by J. Isaac (drawn by J. Randle),32,23
110,1,0:03.0,E. Fournier enters the game for J. Isaac,,32,23
111,1,0:03.0,,J. Randle misses free throw 1 of 1,32,23
112,1,0:02.0,Defensive rebound by M. Hezonja,,32,23
113,1,0:00.0,M. Hezonja misses 3-pt jump shot from 41 ft,,32,23
114,1,0:00.0,Offensive rebound by Team,,32,23
115,2,11:49.0,,Violation by K. Kuzma (kicked ball),32,23
116,2,11:42.0,Turnover by S. Mack (bad pass; steal by K. Kuzma),,32,23
117,2,11:37.0,,I. Thomas makes 3-pt jump shot from 26 ft,32,26
118,2,11:18.0,S. Mack misses 2-pt jump shot from 19 ft,,32,26
119,2,11:16.0,,Defensive rebound by J. Randle,32,26
120,2,11:11.0,,A. Caruso misses 3-pt jump shot from 26 ft,32,26
121,2,11:11.0,Defensive rebound by B. Biyombo,,32,26
122,2,10:59.0,B. Biyombo misses 2-pt layup from 1 ft,,32,26
123,2,10:56.0,,Defensive rebound by I. Zubac,32,26
124,2,10:54.0,,Shooting foul by W. Iwundu (drawn by I. Zubac),32,26
125,2,10:54.0,,I. Zubac makes free throw 1 of 2,32,27
126,2,10:54.0,,I. Zubac makes free throw 2 of 2,32,28
127,2,10:42.0,M. Hezonja makes 3-pt jump shot from 26 ft (assist by B. Biyombo),,35,28
128,2,10:14.0,,I. Zubac makes 2-pt layup from 3 ft (assist by I. Thomas),35,30
129,2,10:01.0,Def 3 sec tech foul by J. Randle,,35,30
130,2,10:01.0,M. Hezonja misses technical free throw,,35,30
131,2,10:01.0,Offensive rebound by Team,,35,30
132,2,10:01.0,J. Simmons enters the game for W. Iwundu,,35,30
133,2,9:53.0,Turnover by J. Isaac (traveling),,35,30
134,2,9:39.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by I. Zubac),35,33
135,2,9:33.0,Orlando full timeout,,35,33
136,2,9:23.0,J. Simmons misses 2-pt layup from 2 ft,,35,33
137,2,9:23.0,,Defensive rebound by J. Randle,35,33
138,2,9:11.0,,Personal foul by S. Mack (drawn by J. Randle),35,33
139,2,9:03.0,,I. Zubac misses 2-pt dunk from 2 ft (block by M. Hezonja),35,33
140,2,8:59.0,Defensive rebound by M. Hezonja,,35,33
141,2,8:48.0,M. Hezonja makes 2-pt jump shot from 20 ft (assist by B. Biyombo),,37,33
142,2,8:24.0,,Turnover by A. Caruso (traveling),37,33
143,2,8:12.0,,Violation by I. Zubac (kicked ball),37,33
144,2,8:12.0,,B. Lopez enters the game for A. Caruso,37,33
145,2,8:12.0,,L. Ball enters the game for I. Zubac,37,33
146,2,8:07.0,M. Hezonja misses 3-pt jump shot from 24 ft,,37,33
147,2,8:04.0,,Defensive rebound by L. Ball,37,33
148,2,7:54.0,,I. Thomas misses 2-pt jump shot from 13 ft,37,33
149,2,7:51.0,Defensive rebound by S. Mack,,37,33
150,2,7:44.0,S. Mack misses 2-pt jump shot from 11 ft,,37,33
151,2,7:42.0,,Defensive rebound by I. Thomas,37,33
152,2,7:33.0,,J. Randle makes 2-pt layup from 2 ft,37,35
153,2,7:33.0,Orlando full timeout,,37,35
154,2,7:23.0,Turnover by B. Biyombo (traveling),,37,35
155,2,7:21.0,,Personal take foul by S. Mack (drawn by I. Thomas),37,35
156,2,7:21.0,N. Vučević enters the game for B. Biyombo,,37,35
157,2,7:10.0,,J. Randle misses 2-pt layup from 2 ft (block by N. Vučević),37,35
158,2,7:06.0,Defensive rebound by Team,,37,35
159,2,7:04.0,Turnover by J. Simmons (bad pass; steal by L. Ball),,37,35
160,2,6:58.0,,I. Thomas misses 3-pt jump shot from 22 ft,37,35
161,2,6:55.0,Defensive rebound by N. Vučević,,37,35
162,2,6:45.0,N. Vučević misses 2-pt jump shot from 21 ft,,37,35
163,2,6:41.0,,Defensive rebound by J. Randle,37,35
164,2,6:33.0,,K. Kuzma misses 2-pt hook shot from 4 ft,37,35
165,2,6:31.0,,Offensive rebound by K. Kuzma,37,35
166,2,6:31.0,,K. Kuzma makes 2-pt layup at rim,37,37
167,2,6:31.0,,Shooting foul by J. Isaac (drawn by K. Kuzma),37,37
168,2,6:31.0,,K. Caldwell-Pope enters the game for I. Thomas,37,37
169,2,6:31.0,A. Gordon enters the game for J. Isaac,,37,37
170,2,6:31.0,,K. Kuzma makes free throw 1 of 1,37,38
171,2,6:14.0,Turnover by S. Mack (bad pass),,37,38
172,2,6:03.0,,K. Kuzma misses 2-pt dunk from 3 ft,37,38
173,2,6:00.0,Defensive rebound by A. Gordon,,37,38
174,2,5:58.0,S. Mack makes 3-pt jump shot from 27 ft (assist by A. Gordon),,40,38
175,2,5:36.0,,B. Lopez makes 2-pt hook shot from 3 ft,40,40
176,2,5:28.0,N. Vučević makes 2-pt jump shot from 8 ft (assist by S. Mack),,42,40
177,2,5:09.0,,K. Caldwell-Pope misses 2-pt layup from 2 ft,42,40
178,2,5:03.0,,Offensive rebound by J. Randle,42,40
179,2,5:03.0,,J. Randle makes 2-pt layup at rim,42,42
180,2,4:54.0,Turnover by S. Mack (bad pass; steal by B. Lopez),,42,42
181,2,4:51.0,,Shooting foul by M. Hezonja (drawn by K. Caldwell-Pope),42,42
182,2,4:51.0,,K. Caldwell-Pope makes free throw 1 of 2,42,43
183,2,4:51.0,E. Fournier enters the game for S. Mack,,42,43
184,2,4:51.0,D. Augustin enters the game for M. Hezonja,,42,43
185,2,4:51.0,,K. Caldwell-Pope makes free throw 2 of 2,42,44
186,2,4:43.0,Personal foul by K. Kuzma (drawn by J. Simmons),,42,44
187,2,4:38.0,N. Vučević misses 3-pt jump shot from 26 ft,,42,44
188,2,4:35.0,,Defensive rebound by J. Randle,42,44
189,2,4:27.0,,B. Lopez makes 2-pt layup from 3 ft,42,46
190,2,4:16.0,Personal foul by B. Lopez (drawn by N. Vučević),,42,46
191,2,4:06.0,Shooting foul by J. Randle (drawn by A. Gordon),,42,46
192,2,4:06.0,A. Gordon misses free throw 1 of 3,,42,46
193,2,4:06.0,Offensive rebound by Team,,42,46
194,2,4:06.0,A. Gordon makes free throw 2 of 3,,43,46
195,2,4:06.0,A. Gordon makes free throw 3 of 3,,44,46
196,2,3:53.0,,L. Ball misses 3-pt jump shot from 26 ft,44,46
197,2,3:50.0,Defensive rebound by N. Vučević,,44,46
198,2,3:43.0,E. Fournier makes 2-pt layup from 4 ft,,46,46
199,2,3:25.0,,L. Ball misses 3-pt jump shot from 25 ft,46,46
200,2,3:22.0,Defensive rebound by Team,,46,46
201,2,3:12.0,E. Fournier makes 2-pt jump shot from 13 ft (assist by N. Vučević),,48,46
202,2,3:04.0,,B. Lopez makes 2-pt layup from 2 ft (assist by L. Ball),48,48
203,2,2:46.0,Turnover by D. Augustin (bad pass; steal by L. Ball),,48,48
204,2,2:41.0,,K. Kuzma makes 2-pt dunk from 2 ft (assist by L. Ball),48,50
205,2,2:19.0,D. Augustin misses 2-pt layup from 2 ft,,48,50
206,2,2:16.0,,Defensive rebound by K. Kuzma,48,50
207,2,2:10.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,48,50
208,2,2:06.0,Defensive rebound by J. Simmons,,48,50
209,2,2:03.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by J. Simmons),,51,50
210,2,1:39.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by L. Ball),51,52
211,2,1:18.0,N. Vučević misses 2-pt hook shot from 12 ft,,51,52
212,2,1:16.0,,Defensive rebound by K. Kuzma,51,52
213,2,1:07.0,,K. Kuzma makes 2-pt hook shot from 3 ft,51,54
214,2,0:50.0,A. Gordon misses 2-pt jump shot from 16 ft,,51,54
215,2,0:48.0,,Defensive rebound by K. Kuzma,51,54
216,2,0:35.0,,B. Lopez misses 3-pt jump shot from 26 ft,51,54
217,2,0:33.0,Defensive rebound by A. Gordon,,51,54
218,2,0:28.0,A. Gordon misses 3-pt jump shot from 26 ft,,51,54
219,2,0:25.0,,Defensive rebound by K. Kuzma,51,54
220,2,0:04.0,,B. Lopez makes 2-pt jump shot from 8 ft (assist by L. Ball),51,56
221,2,0:01.0,D. Augustin misses 3-pt jump shot from 38 ft,,51,56
222,2,0:00.0,Offensive rebound by Team,,51,56
223,3,11:36.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Fournier),,54,56
224,3,11:14.0,,Personal foul by E. Fournier (drawn by K. Caldwell-Pope),54,56
225,3,11:12.0,,Offensive foul by B. Lopez (drawn by J. Simmons),54,56
226,3,11:12.0,,Turnover by B. Lopez (offensive foul),54,56
227,3,10:52.0,Shooting foul by K. Kuzma (drawn by A. Gordon),,54,56
228,3,10:52.0,A. Gordon misses free throw 1 of 2,,54,56
229,3,10:52.0,Offensive rebound by Team,,54,56
230,3,10:52.0,A. Gordon misses free throw 2 of 2,,54,56
231,3,10:49.0,,Defensive rebound by J. Randle,54,56
232,3,10:41.0,,Turnover by K. Kuzma (traveling),54,56
233,3,10:29.0,J. Simmons misses 2-pt layup from 1 ft,,54,56
234,3,10:27.0,,Defensive rebound by J. Randle,54,56
235,3,10:17.0,,L. Ball makes 2-pt jump shot from 10 ft,54,58
236,3,10:01.0,N. Vučević makes 2-pt jump shot from 9 ft (assist by D. Augustin),,56,58
237,3,9:41.0,,L. Ball makes 2-pt layup from 2 ft (assist by B. Lopez),56,60
238,3,9:19.0,E. Fournier misses 2-pt layup from 1 ft,,56,60
239,3,9:14.0,Offensive rebound by N. Vučević,,56,60
240,3,9:14.0,N. Vučević makes 2-pt layup at rim,,58,60
241,3,9:02.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by B. Lopez),58,63
242,3,8:41.0,D. Augustin misses 3-pt jump shot from 26 ft,,58,63
243,3,8:39.0,,Defensive rebound by K. Caldwell-Pope,58,63
244,3,8:33.0,Offensive charge foul by J. Randle (drawn by D. Augustin),,58,63
245,3,8:33.0,,Turnover by J. Randle (offensive foul),58,63
246,3,8:19.0,Shooting foul by K. Caldwell-Pope (drawn by D. Augustin),,58,63
247,3,8:19.0,D. Augustin makes free throw 1 of 2,,59,63
248,3,8:19.0,M. Hezonja enters the game for E. Fournier,,59,63
249,3,8:19.0,D. Augustin makes free throw 2 of 2,,60,63
250,3,8:04.0,,Turnover by L. Ball (bad pass),60,63
251,3,7:53.0,J. Simmons misses 2-pt jump shot from 17 ft,,60,63
252,3,7:50.0,Offensive rebound by J. Simmons,,60,63
253,3,7:47.0,A. Gordon makes 2-pt layup from 1 ft (assist by N. Vučević),,62,63
254,3,7:35.0,,Personal foul by J. Simmons (drawn by K. Caldwell-Pope),62,63
255,3,7:21.0,,J. Randle makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),62,65
256,3,7:04.0,Turnover by J. Simmons (discontinued dribble),,62,65
257,3,6:50.0,,L. Ball makes 3-pt jump shot from 22 ft (assist by K. Kuzma),62,68
258,3,6:39.0,D. Augustin misses 2-pt layup from 4 ft,,62,68
259,3,6:38.0,Offensive rebound by A. Gordon,,62,68
260,3,6:36.0,A. Gordon makes 2-pt dunk from 2 ft,,64,68
261,3,6:18.0,,J. Randle makes 2-pt layup from 3 ft,64,70
262,3,6:18.0,Orlando full timeout,,64,70
263,3,6:06.0,A. Gordon makes 3-pt jump shot from 27 ft (assist by J. Simmons),,67,70
264,3,5:48.0,,L. Ball makes 3-pt jump shot from 27 ft (assist by J. Randle),67,73
265,3,5:33.0,N. Vučević misses 3-pt jump shot from 26 ft,,67,73
266,3,5:31.0,,Defensive rebound by J. Randle,67,73
267,3,5:22.0,,J. Randle misses 2-pt hook shot from 3 ft,67,73
268,3,5:20.0,Defensive rebound by N. Vučević,,67,73
269,3,5:16.0,M. Hezonja misses 2-pt layup at rim,,67,73
270,3,5:16.0,,Defensive rebound by Team,67,73
271,3,5:04.0,,B. Lopez misses 3-pt jump shot from 26 ft,67,73
272,3,5:00.0,Defensive rebound by A. Gordon,,67,73
273,3,4:50.0,J. Simmons makes 3-pt jump shot from 26 ft (assist by N. Vučević),,70,73
274,3,4:28.0,,L. Ball misses 3-pt jump shot from 27 ft,70,73
275,3,4:25.0,Defensive rebound by N. Vučević,,70,73
276,3,4:14.0,J. Simmons misses 3-pt jump shot from 23 ft,,70,73
277,3,4:10.0,Offensive rebound by N. Vučević,,70,73
278,3,4:10.0,N. Vučević makes 2-pt dunk at rim,,72,73
279,3,4:10.0,,LA Lakers full timeout,72,73
280,3,4:10.0,,I. Thomas enters the game for J. Randle,72,73
281,3,3:50.0,,K. Kuzma misses 3-pt jump shot from 27 ft,72,73
282,3,3:44.0,Defensive rebound by A. Gordon,,72,73
283,3,3:31.0,M. Hezonja makes 2-pt dunk from 1 ft (assist by J. Simmons),,74,73
284,3,3:23.0,,K. Kuzma misses 2-pt layup from 3 ft (block by N. Vučević),74,73
285,3,3:20.0,,Offensive rebound by K. Kuzma,74,73
286,3,3:17.0,,B. Lopez makes 2-pt layup from 14 ft (assist by I. Thomas),74,75
287,3,2:56.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by J. Simmons),,77,75
288,3,2:37.0,,Personal foul by N. Vučević (drawn by B. Lopez),77,75
289,3,2:37.0,,A. Caruso enters the game for K. Caldwell-Pope,77,75
290,3,2:23.0,,B. Lopez makes 2-pt layup from 1 ft,77,77
291,3,2:12.0,Shooting foul by B. Lopez (drawn by A. Gordon),,77,77
292,3,2:12.0,A. Gordon misses free throw 1 of 2,,77,77
293,3,2:12.0,Offensive rebound by Team,,77,77
294,3,2:12.0,B. Biyombo enters the game for N. Vučević,,77,77
295,3,2:12.0,S. Mack enters the game for J. Simmons,,77,77
296,3,2:12.0,A. Gordon misses free throw 2 of 2,,77,77
297,3,2:10.0,,Defensive rebound by K. Kuzma,77,77
298,3,1:51.0,,Turnover by K. Kuzma (bad pass),77,77
299,3,1:51.0,,I. Zubac enters the game for B. Lopez,77,77
300,3,1:51.0,J. Isaac enters the game for A. Gordon,,77,77
301,3,1:40.0,J. Isaac makes 2-pt layup at rim (assist by D. Augustin),,79,77
302,3,1:31.0,,Turnover by L. Ball (bad pass; steal by J. Isaac),79,77
303,3,1:30.0,J. Isaac misses 2-pt layup from 5 ft (block by L. Ball),,79,77
304,3,1:29.0,Offensive rebound by Team,,79,77
305,3,1:21.0,M. Hezonja misses 3-pt jump shot from 24 ft,,79,77
306,3,1:19.0,,Defensive rebound by K. Kuzma,79,77
307,3,1:11.0,,K. Kuzma makes 2-pt jump shot from 13 ft,79,79
308,3,0:50.0,D. Augustin misses 2-pt jump shot from 19 ft,,79,79
309,3,0:45.0,,Defensive rebound by K. Kuzma,79,79
310,3,0:41.0,,Turnover by A. Caruso (bad pass),79,79
311,3,0:29.0,M. Hezonja misses 3-pt jump shot from 27 ft,,79,79
312,3,0:26.0,,Defensive rebound by K. Kuzma,79,79
313,3,0:20.0,,K. Kuzma makes 2-pt layup from 1 ft,79,81
314,3,0:04.0,Turnover by D. Augustin (bad pass),,79,81
315,3,0:02.0,,Personal take foul by J. Isaac (drawn by K. Kuzma),79,81
316,3,0:01.0,,L. Ball misses 3-pt jump shot from 32 ft,79,81
317,3,0:00.0,,Offensive rebound by Team,79,81
318,4,11:43.0,,T. Wear misses 2-pt jump shot from 19 ft,79,81
319,4,11:42.0,,Offensive rebound by Team,79,81
320,4,11:42.0,Loose ball foul by A. Afflalo (drawn by K. Caldwell-Pope),,79,81
321,4,11:33.0,,I. Thomas makes 2-pt jump shot from 8 ft (assist by I. Zubac),79,83
322,4,11:11.0,S. Mack misses 2-pt jump shot from 18 ft,,79,83
323,4,11:09.0,,Defensive rebound by I. Zubac,79,83
324,4,11:05.0,,Personal foul by S. Mack (drawn by I. Thomas),79,83
325,4,10:48.0,,T. Wear misses 2-pt jump shot from 20 ft,79,83
326,4,10:46.0,Defensive rebound by J. Isaac,,79,83
327,4,10:35.0,Shooting foul by T. Wear (drawn by M. Hezonja),,79,83
328,4,10:35.0,M. Hezonja makes free throw 1 of 2,,80,83
329,4,10:35.0,M. Hezonja makes free throw 2 of 2,,81,83
330,4,10:27.0,,Personal foul by J. Isaac (drawn by I. Thomas),81,83
331,4,10:27.0,A. Gordon enters the game for J. Isaac,,81,83
332,4,10:27.0,,J. Randle enters the game for T. Wear,81,83
333,4,10:12.0,,A. Caruso makes 2-pt jump shot from 14 ft (assist by J. Randle),81,85
334,4,9:47.0,A. Afflalo makes 2-pt jump shot from 18 ft (assist by B. Biyombo),,83,85
335,4,9:19.0,,I. Zubac misses 2-pt jump shot from 14 ft,83,85
336,4,9:16.0,Defensive rebound by B. Biyombo,,83,85
337,4,9:09.0,B. Biyombo makes 2-pt dunk at rim (assist by A. Gordon),,85,85
338,4,9:09.0,,LA Lakers full timeout,85,85
339,4,9:09.0,,K. Kuzma enters the game for J. Randle,85,85
340,4,8:58.0,,I. Thomas misses 3-pt jump shot from 26 ft,85,85
341,4,8:56.0,Defensive rebound by B. Biyombo,,85,85
342,4,8:36.0,A. Gordon misses 2-pt jump shot from 16 ft,,85,85
343,4,8:32.0,,Defensive rebound by I. Zubac,85,85
344,4,8:26.0,,K. Kuzma makes 2-pt jump shot from 2 ft (assist by I. Thomas),85,87
345,4,8:00.0,S. Mack misses 3-pt jump shot from 28 ft,,85,87
346,4,8:00.0,,Defensive rebound by A. Caruso,85,87
347,4,7:47.0,,I. Thomas makes 2-pt jump shot from 11 ft (assist by K. Caldwell-Pope),85,89
348,4,7:28.0,A. Gordon misses 2-pt jump shot from 10 ft,,85,89
349,4,7:25.0,Offensive rebound by A. Gordon,,85,89
350,4,7:20.0,A. Gordon misses 2-pt layup from 2 ft,,85,89
351,4,7:18.0,,Defensive rebound by A. Caruso,85,89
352,4,7:13.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by A. Caruso),85,91
353,4,7:13.0,Orlando full timeout,,85,91
354,4,7:13.0,,L. Ball enters the game for A. Caruso,85,91
355,4,7:13.0,N. Vučević enters the game for A. Gordon,,85,91
356,4,7:13.0,J. Simmons enters the game for S. Mack,,85,91
357,4,7:13.0,D. Augustin enters the game for B. Biyombo,,85,91
358,4,7:02.0,Offensive foul by N. Vučević (drawn by K. Caldwell-Pope),,85,91
359,4,7:02.0,Turnover by N. Vučević (offensive foul),,85,91
360,4,6:43.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by I. Thomas),85,94
361,4,6:23.0,Offensive foul by J. Simmons (drawn by L. Ball),,85,94
362,4,6:23.0,Turnover by J. Simmons (offensive foul),,85,94
363,4,6:23.0,,B. Lopez enters the game for I. Zubac,85,94
364,4,6:09.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by I. Thomas),85,96
365,4,6:09.0,Orlando full timeout,,85,96
366,4,6:09.0,A. Gordon enters the game for M. Hezonja,,85,96
367,4,5:55.0,N. Vučević makes 2-pt jump shot from 6 ft (assist by J. Simmons),,87,96
368,4,5:38.0,,I. Thomas misses 2-pt layup from 2 ft,87,96
369,4,5:36.0,Defensive rebound by A. Gordon,,87,96
370,4,5:34.0,Personal foul by L. Ball (drawn by D. Augustin),,87,96
371,4,5:29.0,Turnover by A. Gordon (bad pass; steal by K. Kuzma),,87,96
372,4,5:20.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by I. Thomas),87,99
373,4,5:17.0,Orlando full timeout,,87,99
374,4,5:17.0,S. Mack enters the game for A. Afflalo,,87,99
375,4,5:17.0,M. Hezonja enters the game for D. Augustin,,87,99
376,4,4:57.0,Personal foul by I. Thomas (drawn by N. Vučević),,87,99
377,4,4:45.0,A. Gordon makes 2-pt jump shot from 22 ft (assist by S. Mack),,89,99
