,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW YORK_ACTION,PORTLAND_SCORE,NEW YORK_SCORE
15,1,9:19.0,P. Connaughton misses 3-pt jump shot from 27 ft,,5,4
16,1,9:17.0,,Defensive rebound by K. O'Quinn,5,4
17,1,9:13.0,,T. Hardaway misses 3-pt jump shot from 25 ft,5,4
18,1,9:09.0,Defensive rebound by J. Nurkić,,5,4
19,1,9:01.0,D. Lillard makes 2-pt jump shot from 8 ft,,7,4
20,1,8:52.0,,Offensive foul by K. O'Quinn (drawn by D. Lillard),7,4
21,1,8:52.0,,Turnover by K. O'Quinn (offensive foul),7,4
22,1,8:36.0,P. Connaughton misses 2-pt jump shot from 16 ft,,7,4
23,1,8:34.0,,Defensive rebound by K. Porziņģis,7,4
24,1,8:25.0,,Def 3 sec tech foul by J. Nurkić,7,4
25,1,8:25.0,,K. Porziņģis makes technical free throw,7,5
26,1,8:09.0,,J. Jack makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),7,8
27,1,7:55.0,P. Connaughton makes 2-pt dunk from 1 ft (assist by J. Nurkić),,9,8
28,1,7:40.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by T. Hardaway),9,11
29,1,7:31.0,D. Lillard misses 3-pt jump shot from 27 ft,,9,11
30,1,7:28.0,,Defensive rebound by K. O'Quinn,9,11
31,1,7:23.0,,J. Jack misses 2-pt jump shot from 19 ft,9,11
32,1,7:21.0,Defensive rebound by N. Vonleh,,9,11
33,1,7:06.0,J. Nurkić misses 2-pt hook shot from 7 ft,,9,11
34,1,7:02.0,Offensive rebound by N. Vonleh,,9,11
35,1,7:00.0,D. Lillard misses 2-pt jump shot from 7 ft,,9,11
36,1,7:00.0,Offensive rebound by Team,,9,11
37,1,6:50.0,Shooting foul by T. Hardaway (drawn by C. McCollum),,9,11
38,1,6:50.0,,New York full timeout,9,11
39,1,6:50.0,C. McCollum makes free throw 1 of 2,,10,11
40,1,6:50.0,C. McCollum makes free throw 2 of 2,,11,11
41,1,6:37.0,,T. Hardaway misses 2-pt jump shot from 11 ft,11,11
42,1,6:35.0,,Offensive rebound by K. Porziņģis,11,11
43,1,6:33.0,,Turnover by K. Porziņģis (lost ball; steal by N. Vonleh),11,11
44,1,6:19.0,N. Vonleh misses 2-pt jump shot from 18 ft,,11,11
45,1,6:16.0,,Defensive rebound by K. O'Quinn,11,11
46,1,6:06.0,,K. Porziņģis makes 2-pt jump shot from 17 ft,11,13
47,1,5:49.0,P. Connaughton makes 2-pt layup from 1 ft (assist by J. Nurkić),,13,13
48,1,5:38.0,,Personal foul by C. McCollum (drawn by T. Hardaway),13,13
49,1,5:38.0,E. Turner enters the game for C. McCollum,,13,13
50,1,5:35.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,13,13
51,1,5:32.0,Defensive rebound by J. Nurkić,,13,13
52,1,5:25.0,N. Vonleh makes 2-pt dunk at rim (assist by J. Nurkić),,15,13
53,1,5:05.0,,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by C. Lee),15,16
54,1,4:51.0,J. Nurkić makes 2-pt jump shot from 10 ft (assist by D. Lillard),,17,16
55,1,4:35.0,,K. O'Quinn makes 2-pt jump shot from 8 ft,17,18
56,1,4:10.0,J. Nurkić misses 2-pt jump shot from 17 ft,,17,18
57,1,4:10.0,,Defensive rebound by K. O'Quinn,17,18
58,1,3:58.0,,K. O'Quinn misses 2-pt jump shot from 20 ft,17,18
59,1,3:56.0,Defensive rebound by Team,,17,18
60,1,3:56.0,,D. McDermott enters the game for C. Lee,17,18
61,1,3:56.0,J. Layman enters the game for P. Connaughton,,17,18
62,1,3:41.0,E. Turner makes 2-pt jump shot from 16 ft,,19,18
63,1,3:34.0,,T. Hardaway makes 2-pt layup from 1 ft,19,20
64,1,3:22.0,Def 3 sec tech foul by K. O'Quinn,,19,20
65,1,3:22.0,D. Lillard makes technical free throw,,20,20
66,1,3:22.0,,W. Hernangómez enters the game for K. O'Quinn,20,20
67,1,3:22.0,E. Davis enters the game for J. Nurkić,,20,20
68,1,3:15.0,D. Lillard makes 2-pt jump shot from 18 ft,,22,20
69,1,3:06.0,,Personal foul by N. Vonleh (drawn by K. Porziņģis),22,20
70,1,2:49.0,,K. Porziņģis misses 2-pt jump shot from 22 ft,22,20
71,1,2:45.0,Defensive rebound by J. Layman,,22,20
72,1,2:37.0,E. Turner misses 3-pt jump shot from 25 ft,,22,20
73,1,2:36.0,Offensive rebound by Team,,22,20
74,1,2:36.0,,Loose ball foul by K. Porziņģis (drawn by N. Vonleh),22,20
75,1,2:36.0,Portland full timeout,,22,20
76,1,2:36.0,,F. Ntilikina enters the game for J. Jack,22,20
77,1,2:30.0,J. Layman misses 3-pt jump shot from 25 ft,,22,20
78,1,2:27.0,,Defensive rebound by W. Hernangómez,22,20
