,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA LAKERS_ACTION,SAN ANTONIO_SCORE,LA LAKERS_SCORE
152,2,4:52.0,,B. Lopez misses 3-pt jump shot from 23 ft,47,45
153,2,4:47.0,,Offensive rebound by K. Kuzma,47,45
154,2,4:46.0,,K. Kuzma makes 2-pt layup from 2 ft,47,47
155,2,4:28.0,P. Mills makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,50,47
156,2,4:28.0,,LA Lakers full timeout,50,47
157,2,4:19.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Hart),50,50
158,2,4:19.0,,Shooting foul by D. Murray (drawn by K. Caldwell-Pope),50,50
159,2,4:19.0,,K. Caldwell-Pope makes free throw 1 of 1,50,51
160,2,4:07.0,D. Murray misses 2-pt jump shot from 9 ft,,50,51
161,2,4:04.0,Offensive rebound by D. Murray,,50,51
162,2,4:00.0,D. Murray makes 2-pt layup from 1 ft (assist by P. Gasol),,52,51
163,2,3:47.0,,Turnover by J. Hart (bad pass; steal by D. Murray),52,51
164,2,3:42.0,L. Aldridge makes 2-pt layup from 2 ft (assist by D. Murray),,54,51
165,2,3:24.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Randle),54,53
166,2,3:24.0,,Shooting foul by P. Gasol (drawn by B. Lopez),54,53
167,2,3:24.0,,A. Caruso enters the game for J. Hart,54,53
168,2,3:24.0,T. Parker enters the game for D. Murray,,54,53
169,2,3:24.0,,B. Lopez makes free throw 1 of 1,54,54
170,2,3:02.0,K. Anderson makes 2-pt jump shot from 14 ft,,56,54
171,2,2:48.0,,J. Randle misses 2-pt layup from 5 ft (block by L. Aldridge),56,54
172,2,2:45.0,Defensive rebound by P. Mills,,56,54
173,2,2:25.0,L. Aldridge makes 2-pt layup from 1 ft,,58,54
174,2,2:09.0,,Turnover by K. Kuzma (lost ball; steal by K. Anderson),58,54
175,2,1:58.0,P. Mills misses 3-pt jump shot from 23 ft,,58,54
176,2,1:56.0,Offensive rebound by P. Gasol,,58,54
177,2,1:41.0,L. Aldridge misses 2-pt jump shot from 15 ft,,58,54
178,2,1:39.0,,Defensive rebound by K. Caldwell-Pope,58,54
179,2,1:38.0,,Shooting foul by K. Anderson (drawn by K. Kuzma),58,54
180,2,1:38.0,,K. Kuzma makes free throw 1 of 2,58,55
181,2,1:38.0,,C. Frye enters the game for J. Randle,58,55
182,2,1:38.0,,K. Kuzma makes free throw 2 of 2,58,56
183,2,1:23.0,P. Mills makes 2-pt jump shot from 18 ft,,60,56
184,2,1:12.0,,A. Caruso makes 2-pt layup from 3 ft,60,58
185,2,0:51.0,K. Anderson misses 2-pt layup from 2 ft,,60,58
186,2,0:48.0,,Defensive rebound by C. Frye,60,58
187,2,0:44.0,,Turnover by A. Caruso (bad pass),60,58
188,2,0:44.0,D. Green enters the game for K. Anderson,,60,58
189,2,0:25.0,Turnover by D. Green (bad pass; steal by A. Caruso),,60,58
190,2,0:07.0,,K. Kuzma misses 3-pt jump shot from 28 ft,60,58
191,2,0:05.0,Defensive rebound by Team,,60,58
192,2,0:05.0,,Loose ball foul by B. Lopez (drawn by D. Green),60,58
193,2,0:05.0,D. Green misses free throw 1 of 2,,60,58
194,2,0:05.0,Offensive rebound by Team,,60,58
195,2,0:05.0,R. Gay enters the game for T. Parker,,60,58
196,2,0:05.0,D. Murray enters the game for P. Gasol,,60,58
197,2,0:05.0,D. Green makes free throw 2 of 2,,61,58
198,2,0:01.0,,K. Kuzma misses 2-pt jump shot from 7 ft,61,58
199,2,0:00.0,,Offensive rebound by Team,61,58
200,3,11:37.0,L. Aldridge misses 3-pt jump shot from 27 ft,,61,58
201,3,11:33.0,Offensive rebound by P. Mills,,61,58
202,3,11:20.0,K. Anderson misses 3-pt jump shot from 26 ft,,61,58
203,3,11:18.0,,Defensive rebound by K. Caldwell-Pope,61,58
204,3,11:13.0,,Turnover by K. Caldwell-Pope (bad pass; steal by K. Anderson),61,58
205,3,11:02.0,K. Anderson misses 2-pt layup from 2 ft,,61,58
206,3,11:01.0,Offensive rebound by L. Aldridge,,61,58
207,3,11:01.0,Shooting foul by J. Randle (drawn by L. Aldridge),,61,58
208,3,11:01.0,L. Aldridge makes free throw 1 of 2,,62,58
209,3,11:01.0,L. Aldridge makes free throw 2 of 2,,63,58
210,3,10:45.0,,J. Randle misses 2-pt jump shot from 11 ft,63,58
211,3,10:42.0,Defensive rebound by P. Gasol,,63,58
212,3,10:38.0,P. Mills makes 3-pt jump shot from 26 ft,,66,58
213,3,10:24.0,,J. Randle makes 2-pt layup from 2 ft (assist by B. Lopez),66,60
214,3,10:11.0,K. Anderson misses 2-pt layup from 1 ft,,66,60
215,3,10:08.0,,Defensive rebound by K. Caldwell-Pope,66,60
216,3,10:00.0,,J. Randle misses 2-pt layup from 2 ft,66,60
217,3,9:58.0,Defensive rebound by P. Gasol,,66,60
218,3,9:47.0,L. Aldridge misses 2-pt hook shot from 5 ft (block by B. Lopez),,66,60
219,3,9:44.0,,Defensive rebound by A. Caruso,66,60
220,3,9:36.0,,Turnover by J. Randle (lost ball; steal by K. Anderson),66,60
221,3,9:30.0,D. Murray misses 2-pt jump shot from 15 ft,,66,60
222,3,9:25.0,,Defensive rebound by B. Lopez,66,60
223,3,9:18.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by A. Caruso),66,63
224,3,9:00.0,D. Murray makes 2-pt layup at rim,,68,63
225,3,8:48.0,,A. Caruso makes 3-pt jump shot from 26 ft,68,66
226,3,8:33.0,P. Mills misses 2-pt jump shot from 21 ft,,68,66
227,3,8:31.0,,Defensive rebound by A. Caruso,68,66
228,3,8:27.0,,B. Lopez misses 3-pt jump shot from 26 ft,68,66
229,3,8:24.0,Defensive rebound by D. Murray,,68,66
230,3,8:17.0,P. Gasol misses 2-pt layup from 2 ft,,68,66
231,3,8:14.0,,Defensive rebound by K. Kuzma,68,66
232,3,8:10.0,,K. Kuzma misses 2-pt layup from 1 ft (block by K. Anderson),68,66
233,3,8:10.0,,Offensive rebound by Team,68,66
234,3,8:00.0,,B. Lopez makes 2-pt jump shot from 6 ft,68,68
235,3,8:00.0,San Antonio full timeout,,68,68
236,3,7:36.0,D. Murray misses 2-pt hook shot from 7 ft,,68,68
237,3,7:35.0,,Defensive rebound by B. Lopez,68,68
238,3,7:35.0,,Turnover by B. Lopez (bad pass),68,68
239,3,7:22.0,P. Gasol makes 2-pt jump shot from 16 ft (assist by D. Murray),,70,68
240,3,7:08.0,,Personal foul by P. Gasol (drawn by B. Lopez),70,68
241,3,7:04.0,,J. Randle makes 2-pt dunk from 2 ft (assist by A. Caruso),70,70
242,3,6:37.0,P. Mills misses 2-pt jump shot from 19 ft,,70,70
243,3,6:35.0,,Defensive rebound by K. Caldwell-Pope,70,70
244,3,6:34.0,,Shooting foul by D. Murray (drawn by K. Caldwell-Pope),70,70
245,3,6:34.0,,K. Caldwell-Pope makes free throw 1 of 2,70,71
246,3,6:34.0,B. Forbes enters the game for P. Mills,,70,71
247,3,6:34.0,D. Green enters the game for K. Anderson,,70,71
248,3,6:34.0,,K. Caldwell-Pope makes free throw 2 of 2,70,72
249,3,6:20.0,L. Aldridge makes 2-pt hook shot from 11 ft (assist by P. Gasol),,72,72
250,3,6:20.0,Shooting foul by J. Randle (drawn by L. Aldridge),,72,72
251,3,6:20.0,L. Aldridge makes free throw 1 of 1,,73,72
252,3,6:04.0,,B. Lopez misses 3-pt jump shot from 27 ft,73,72
253,3,6:02.0,Defensive rebound by D. Murray,,73,72
254,3,5:51.0,B. Forbes misses 2-pt jump shot from 14 ft,,73,72
255,3,5:49.0,,Defensive rebound by B. Lopez,73,72
256,3,5:44.0,,J. Randle misses 2-pt layup from 5 ft (block by P. Gasol),73,72
257,3,5:41.0,Defensive rebound by B. Forbes,,73,72
258,3,5:28.0,B. Forbes makes 2-pt jump shot from 17 ft (assist by L. Aldridge),,75,72
259,3,5:06.0,,B. Lopez makes 2-pt hook shot from 7 ft (assist by A. Caruso),75,74
260,3,4:46.0,L. Aldridge makes 2-pt hook shot from 5 ft,,77,74
261,3,4:36.0,,K. Kuzma misses 2-pt layup from 3 ft,77,74
262,3,4:32.0,,Offensive rebound by J. Randle,77,74
263,3,4:32.0,,J. Randle makes 2-pt layup at rim,77,76
264,3,4:22.0,Shooting foul by A. Caruso (drawn by D. Murray),,77,76
265,3,4:22.0,D. Murray misses free throw 1 of 2,,77,76
266,3,4:22.0,Offensive rebound by Team,,77,76
267,3,4:22.0,,J. Hart enters the game for K. Caldwell-Pope,77,76
268,3,4:22.0,,T. Ennis enters the game for A. Caruso,77,76
269,3,4:22.0,R. Gay enters the game for P. Gasol,,77,76
270,3,4:22.0,D. Murray misses free throw 2 of 2,,77,76
271,3,4:19.0,,Defensive rebound by K. Kuzma,77,76
272,3,4:03.0,,J. Randle misses 2-pt jump shot from 5 ft,77,76
273,3,4:01.0,Defensive rebound by R. Gay,,77,76
274,3,3:43.0,B. Forbes misses 2-pt layup from 3 ft,,77,76
275,3,3:40.0,Offensive rebound by D. Murray,,77,76
276,3,3:38.0,L. Aldridge makes 2-pt layup from 3 ft (assist by D. Murray),,79,76
277,3,3:31.0,,LA Lakers full timeout,79,76
278,3,3:31.0,,C. Frye enters the game for B. Lopez,79,76
279,3,3:31.0,T. Parker enters the game for D. Murray,,79,76
280,3,3:18.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by J. Randle),79,79
281,3,3:14.0,San Antonio full timeout,,79,79
282,3,2:51.0,D. Green misses 2-pt dunk from 2 ft,,79,79
283,3,2:51.0,,Defensive rebound by Team,79,79
284,3,2:42.0,,T. Ennis misses 3-pt jump shot from 27 ft,79,79
285,3,2:39.0,Defensive rebound by D. Green,,79,79
286,3,2:26.0,R. Gay makes 2-pt layup from 1 ft (assist by D. Green),,81,79
287,3,2:18.0,,Turnover by K. Kuzma (out of bounds lost ball),81,79
288,3,2:18.0,,I. Zubac enters the game for J. Randle,81,79
289,3,1:54.0,D. Green misses 2-pt layup from 2 ft,,81,79
290,3,1:52.0,,Defensive rebound by T. Ennis,81,79
291,3,1:34.0,,I. Zubac misses 2-pt hook shot from 11 ft,81,79
292,3,1:32.0,Defensive rebound by L. Aldridge,,81,79
293,3,1:23.0,R. Gay makes 3-pt jump shot from 26 ft (assist by T. Parker),,84,79
294,3,1:04.0,,K. Kuzma misses 2-pt jump shot from 3 ft,84,79
295,3,1:02.0,Defensive rebound by L. Aldridge,,84,79
296,3,0:44.0,L. Aldridge misses 2-pt layup from 1 ft,,84,79
297,3,0:41.0,Offensive rebound by L. Aldridge,,84,79
298,3,0:35.0,L. Aldridge makes 2-pt jump shot from 12 ft,,86,79
299,3,0:35.0,Shooting foul by I. Zubac (drawn by L. Aldridge),,86,79
300,3,0:35.0,L. Aldridge makes free throw 1 of 1,,87,79
301,3,0:26.0,,I. Zubac makes 2-pt jump shot from 3 ft (assist by T. Ennis),87,81
302,3,0:00.0,D. Green misses 2-pt layup from 2 ft (block by C. Frye),,87,81
303,3,0:00.0,,Defensive rebound by J. Hart,87,81
304,3,0:00.0,,Turnover by J. Hart (lost ball; steal by L. Aldridge),87,81
305,4,11:51.0,,Personal foul by B. Forbes (drawn by K. Caldwell-Pope),87,81
306,4,11:45.0,,J. Hart makes 2-pt layup from 3 ft (assist by C. Frye),87,83
307,4,11:26.0,T. Parker misses 2-pt jump shot from 16 ft,,87,83
308,4,11:23.0,,Defensive rebound by C. Frye,87,83
309,4,11:12.0,,C. Frye misses 2-pt dunk from 2 ft,87,83
310,4,11:09.0,Defensive rebound by K. Anderson,,87,83
311,4,11:02.0,Personal foul by K. Caldwell-Pope (drawn by R. Gay),,87,83
312,4,10:44.0,B. Forbes makes 2-pt jump shot from 21 ft (assist by K. Anderson),,89,83
313,4,10:27.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),89,86
314,4,10:13.0,Turnover by K. Anderson (traveling),,89,86
315,4,10:13.0,P. Mills enters the game for B. Forbes,,89,86
316,4,9:56.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft,89,88
317,4,9:33.0,P. Gasol misses 3-pt jump shot from 23 ft,,89,88
318,4,9:33.0,,Defensive rebound by Team,89,88
319,4,9:33.0,Loose ball foul by K. Anderson (drawn by C. Frye),,89,88
320,4,9:21.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by I. Zubac),89,90
321,4,9:21.0,San Antonio full timeout,,89,90
322,4,9:21.0,B. Forbes enters the game for K. Anderson,,89,90
323,4,9:06.0,Personal foul by K. Caldwell-Pope (drawn by P. Mills),,89,90
324,4,8:59.0,Personal foul by K. Caldwell-Pope (drawn by P. Mills),,89,90
325,4,8:51.0,R. Gay misses 3-pt jump shot from 26 ft,,89,90
326,4,8:48.0,Offensive rebound by P. Gasol,,89,90
327,4,8:41.0,P. Mills misses 2-pt jump shot from 20 ft,,89,90
328,4,8:37.0,,Defensive rebound by J. Hart,89,90
329,4,8:36.0,,Personal foul by P. Mills (drawn by I. Zubac),89,90
330,4,8:26.0,,Turnover by I. Zubac (lost ball; steal by R. Gay),89,90
331,4,8:05.0,R. Gay misses 2-pt jump shot from 11 ft,,89,90
332,4,8:00.0,Offensive rebound by P. Gasol,,89,90
333,4,8:00.0,P. Gasol misses 2-pt layup at rim,,89,90
334,4,8:00.0,,Defensive rebound by T. Ennis,89,90
335,4,7:52.0,,K. Caldwell-Pope misses 2-pt layup from 2 ft,89,90
336,4,7:51.0,Defensive rebound by Team,,89,90
337,4,7:51.0,,Loose ball foul by J. Hart (drawn by R. Gay),89,90
338,4,7:51.0,,K. Kuzma enters the game for K. Caldwell-Pope,89,90
339,4,7:51.0,L. Aldridge enters the game for P. Gasol,,89,90
340,4,7:38.0,,Offensive charge foul by P. Mills (drawn by J. Hart),89,90
341,4,7:38.0,Turnover by P. Mills (offensive foul),,89,90
342,4,7:38.0,D. Murray enters the game for T. Parker,,89,90
343,4,7:38.0,D. Green enters the game for B. Forbes,,89,90
344,4,7:25.0,,J. Hart makes 2-pt jump shot from 12 ft (assist by I. Zubac),89,92
345,4,7:03.0,R. Gay makes 3-pt jump shot from 23 ft (assist by D. Green),,92,92
346,4,6:46.0,,J. Hart misses 2-pt layup from 2 ft,92,92
347,4,6:44.0,Defensive rebound by P. Mills,,92,92
348,4,6:35.0,P. Mills misses 2-pt jump shot from 16 ft,,92,92
349,4,6:31.0,,Defensive rebound by I. Zubac,92,92
350,4,6:19.0,,K. Kuzma makes 2-pt layup from 2 ft,92,94
351,4,6:03.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by P. Mills),,94,94
352,4,5:46.0,,T. Ennis misses 2-pt jump shot from 17 ft,94,94
353,4,5:43.0,Defensive rebound by L. Aldridge,,94,94
354,4,5:36.0,P. Mills misses 3-pt jump shot from 24 ft,,94,94
355,4,5:33.0,,Defensive rebound by I. Zubac,94,94
356,4,5:20.0,,T. Ennis makes 3-pt jump shot from 22 ft,94,97
357,4,5:20.0,San Antonio full timeout,,94,97
358,4,5:00.0,Shooting foul by I. Zubac (drawn by D. Green),,94,97
359,4,5:00.0,D. Green makes free throw 1 of 3,,95,97
360,4,5:00.0,D. Green misses free throw 2 of 3,,95,97
361,4,5:00.0,Offensive rebound by Team,,95,97
362,4,5:00.0,K. Anderson enters the game for P. Mills,,95,97
363,4,5:00.0,D. Green makes free throw 3 of 3,,96,97
364,4,4:45.0,,T. Ennis makes 2-pt jump shot from 17 ft (assist by I. Zubac),96,99
365,4,4:31.0,D. Murray makes 2-pt hook shot from 11 ft,,98,99
366,4,4:14.0,,T. Ennis misses 2-pt layup from 3 ft,98,99
367,4,4:11.0,Defensive rebound by K. Anderson,,98,99
368,4,4:09.0,Shooting foul by T. Ennis (drawn by D. Murray),,98,99
369,4,4:09.0,D. Murray makes free throw 1 of 2,,99,99
370,4,4:09.0,D. Murray makes free throw 2 of 2,,100,99
371,4,3:55.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by I. Zubac),100,102
372,4,3:32.0,R. Gay misses 2-pt layup from 5 ft (block by T. Ennis),,100,102
373,4,3:31.0,Offensive rebound by R. Gay,,100,102
374,4,3:30.0,Shooting foul by C. Frye (drawn by R. Gay),,100,102
375,4,3:30.0,R. Gay makes free throw 1 of 2,,101,102
376,4,3:30.0,P. Mills enters the game for D. Green,,101,102
377,4,3:30.0,R. Gay misses free throw 2 of 2,,101,102
