,QUARTER,TIME_REMAINING,ATLANTA_ACTION,LA CLIPPERS_ACTION,ATLANTA_SCORE,LA CLIPPERS_SCORE
0,1,11:46.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Evans),0,3
1,1,11:28.0,E. İlyasova misses 2-pt layup from 1 ft (block by W. Johnson),,0,3
2,1,11:24.0,Offensive rebound by E. İlyasova,,0,3
3,1,11:22.0,E. İlyasova makes 2-pt layup at rim,,2,3
4,1,11:14.0,,C. Williams makes 2-pt jump shot from 8 ft,2,5
5,1,10:57.0,Turnover by E. İlyasova (lost ball; steal by C. Williams),,2,5
6,1,10:45.0,,L. Williams misses 2-pt jump shot from 13 ft,2,5
7,1,10:41.0,Defensive rebound by E. İlyasova,,2,5
8,1,10:29.0,D. Schröder misses 3-pt jump shot from 25 ft,,2,5
9,1,10:22.0,,Defensive rebound by D. Jordan,2,5
10,1,10:20.0,,W. Johnson misses 2-pt layup at rim,2,5
11,1,10:16.0,Defensive rebound by E. İlyasova,,2,5
12,1,10:05.0,K. Bazemore misses 2-pt jump shot from 15 ft,,2,5
13,1,10:00.0,Offensive rebound by M. Plumlee,,2,5
14,1,9:54.0,D. Schröder makes 2-pt layup from 1 ft,,4,5
15,1,9:43.0,,Personal foul by T. Prince (drawn by J. Evans),4,5
16,1,9:36.0,,J. Evans makes 2-pt layup from 1 ft,4,7
17,1,9:22.0,D. Schröder misses 2-pt jump shot from 16 ft (block by J. Evans),,4,7
18,1,9:20.0,Offensive rebound by D. Schröder,,4,7
19,1,9:16.0,E. İlyasova misses 3-pt jump shot from 25 ft,,4,7
20,1,9:13.0,,Defensive rebound by D. Jordan,4,7
21,1,9:11.0,,Shooting foul by E. İlyasova (drawn by C. Williams),4,7
22,1,9:11.0,,C. Williams makes free throw 1 of 2,4,8
23,1,9:11.0,,C. Williams makes free throw 2 of 2,4,9
24,1,8:56.0,K. Bazemore misses 2-pt jump shot from 16 ft,,4,9
25,1,8:52.0,Offensive rebound by K. Bazemore,,4,9
26,1,8:47.0,T. Prince misses 3-pt jump shot from 23 ft,,4,9
27,1,8:42.0,,Defensive rebound by D. Jordan,4,9
28,1,8:36.0,,L. Williams misses 2-pt jump shot from 13 ft,4,9
29,1,8:33.0,Defensive rebound by K. Bazemore,,4,9
30,1,8:19.0,E. İlyasova makes 3-pt jump shot from 22 ft (assist by K. Bazemore),,7,9
31,1,7:58.0,,Personal foul by M. Plumlee (drawn by D. Jordan),7,9
32,1,7:48.0,,W. Johnson misses 2-pt layup from 3 ft,7,9
33,1,7:42.0,,Offensive rebound by D. Jordan,7,9
34,1,7:42.0,,D. Jordan makes 2-pt dunk at rim,7,11
35,1,7:35.0,K. Bazemore makes 2-pt layup at rim (assist by T. Prince),,9,11
36,1,7:24.0,,L. Williams makes 2-pt jump shot from 10 ft,9,13
37,1,7:05.0,K. Bazemore misses 3-pt jump shot from 23 ft,,9,13
38,1,7:02.0,,Defensive rebound by W. Johnson,9,13
39,1,6:57.0,,L. Williams misses 2-pt layup from 1 ft,9,13
40,1,6:53.0,Defensive rebound by K. Bazemore,,9,13
41,1,6:51.0,T. Prince makes 3-pt jump shot from 24 ft (assist by K. Bazemore),,12,13
42,1,6:32.0,,LA Clippers full timeout,12,13
43,1,6:32.0,D. Dedmon enters the game for M. Plumlee,,12,13
44,1,6:22.0,,J. Evans makes 3-pt jump shot from 27 ft (assist by L. Williams),12,16
45,1,5:57.0,K. Bazemore misses 3-pt jump shot from 25 ft,,12,16
46,1,5:54.0,,Defensive rebound by J. Evans,12,16
47,1,5:45.0,,C. Williams makes 3-pt jump shot from 24 ft,12,19
48,1,5:28.0,D. Dedmon makes 2-pt dunk from 2 ft (assist by K. Bazemore),,14,19
49,1,5:09.0,,Turnover by D. Jordan (bad pass; steal by K. Bazemore),14,19
50,1,5:05.0,T. Prince makes 2-pt layup from 2 ft (assist by K. Bazemore),,16,19
51,1,4:48.0,,W. Johnson makes 2-pt jump shot from 16 ft (assist by C. Williams),16,21
52,1,4:48.0,,Loose ball foul by D. Jordan (drawn by D. Schröder),16,21
53,1,4:48.0,M. Belinelli enters the game for E. İlyasova,,16,21
54,1,4:48.0,J. Collins enters the game for K. Bazemore,,16,21
55,1,4:27.0,D. Schröder misses 2-pt layup at rim (block by W. Johnson),,16,21
56,1,4:27.0,Offensive rebound by Team,,16,21
57,1,4:24.0,Turnover by D. Schröder (bad pass; steal by J. Evans),,16,21
58,1,4:20.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Williams),16,23
59,1,4:03.0,T. Prince makes 3-pt jump shot from 26 ft (assist by J. Collins),,19,23
60,1,3:51.0,,Shooting foul by D. Schröder (drawn by J. Evans),19,23
61,1,3:51.0,,J. Evans makes free throw 1 of 2,19,24
62,1,3:51.0,,T. Wallace enters the game for L. Williams,19,24
63,1,3:51.0,M. Delaney enters the game for T. Prince,,19,24
64,1,3:51.0,,J. Evans makes free throw 2 of 2,19,25
65,1,3:34.0,,S. Dekker enters the game for W. Johnson,19,25
66,1,3:27.0,D. Schröder makes 2-pt jump shot from 10 ft,,21,25
67,1,3:03.0,,D. Jordan makes 2-pt dunk at rim (assist by T. Wallace),21,27
68,1,3:00.0,Atlanta full timeout,,21,27
69,1,2:37.0,Turnover by D. Schröder (bad pass; steal by C. Williams),,21,27
70,1,2:33.0,,T. Wallace misses 2-pt layup from 2 ft (block by D. Dedmon),21,27
71,1,2:30.0,Defensive rebound by D. Schröder,,21,27
72,1,2:21.0,J. Collins makes 2-pt dunk at rim (assist by M. Delaney),,23,27
73,1,2:01.0,,D. Jordan misses 2-pt layup from 3 ft,23,27
74,1,1:58.0,,Offensive rebound by D. Jordan,23,27
75,1,1:58.0,,D. Jordan makes 2-pt dunk at rim,23,29
76,1,1:43.0,D. Schröder misses 2-pt layup from 2 ft (block by T. Wallace),,23,29
77,1,1:43.0,,Defensive rebound by Team,23,29
78,1,1:43.0,T. Dorsey enters the game for D. Schröder,,23,29
79,1,1:34.0,,T. Wallace makes 2-pt layup from 1 ft (assist by D. Jordan),23,31
80,1,1:18.0,T. Dorsey misses 3-pt jump shot from 24 ft,,23,31
81,1,1:15.0,,Defensive rebound by D. Jordan,23,31
82,1,1:06.0,,Shooting foul by M. Delaney (drawn by S. Dekker),23,31
83,1,1:06.0,,S. Dekker misses free throw 1 of 2,23,31
84,1,1:06.0,,Offensive rebound by Team,23,31
85,1,1:06.0,,M. Harrell enters the game for D. Jordan,23,31
86,1,1:06.0,T. Cavanaugh enters the game for D. Dedmon,,23,31
87,1,1:06.0,,S. Dekker misses free throw 2 of 2,23,31
88,1,1:04.0,Defensive rebound by M. Delaney,,23,31
89,1,0:45.0,M. Delaney makes 2-pt jump shot from 15 ft,,25,31
90,1,0:33.0,,Personal block foul by T. Dorsey (drawn by T. Wallace),25,31
91,1,0:33.0,,T. Wallace misses free throw 1 of 2,25,31
92,1,0:33.0,,Offensive rebound by Team,25,31
93,1,0:33.0,,S. Thornwell enters the game for J. Evans,25,31
94,1,0:33.0,,T. Wallace makes free throw 2 of 2,25,32
95,1,0:22.0,M. Belinelli misses 2-pt jump shot from 22 ft,,25,32
96,1,0:19.0,,Defensive rebound by S. Thornwell,25,32
97,1,0:03.0,,T. Wallace misses 2-pt jump shot from 10 ft,25,32
98,1,0:01.0,Defensive rebound by J. Collins,,25,32
99,2,11:40.0,M. Delaney misses 3-pt jump shot from 24 ft,,25,32
100,2,11:38.0,,Defensive rebound by Team,25,32
101,2,11:29.0,,Turnover by M. Harrell (turnover),25,32
102,2,11:29.0,,L. Williams enters the game for C. Williams,25,32
103,2,11:13.0,Shooting foul by S. Dekker (drawn by J. Collins),,25,32
104,2,11:13.0,J. Collins misses free throw 1 of 2,,25,32
105,2,11:13.0,Offensive rebound by Team,,25,32
106,2,11:13.0,J. Collins makes free throw 2 of 2,,26,32
107,2,11:00.0,,S. Dekker misses 2-pt jump shot from 7 ft,26,32
108,2,10:56.0,Defensive rebound by J. Collins,,26,32
109,2,10:45.0,T. Dorsey misses 3-pt jump shot from 24 ft,,26,32
110,2,10:38.0,Offensive rebound by J. Collins,,26,32
111,2,10:38.0,T. Cavanaugh makes 2-pt layup at rim (assist by J. Collins),,28,32
112,2,10:30.0,,M. Harrell misses 2-pt layup from 1 ft (block by J. Collins),28,32
113,2,10:22.0,,Offensive rebound by S. Dekker,28,32
114,2,10:22.0,,S. Dekker makes 2-pt layup at rim,28,34
115,2,10:06.0,M. Delaney misses 2-pt layup from 1 ft,,28,34
116,2,10:01.0,,Defensive rebound by S. Thornwell,28,34
117,2,9:56.0,,T. Wallace makes 2-pt layup at rim (assist by L. Williams),28,36
118,2,9:46.0,Personal foul by T. Wallace (drawn by M. Delaney),,28,36
119,2,9:40.0,Shooting foul by S. Thornwell (drawn by M. Belinelli),,28,36
120,2,9:40.0,M. Belinelli misses free throw 1 of 2,,28,36
121,2,9:40.0,Offensive rebound by Team,,28,36
122,2,9:40.0,M. Belinelli makes free throw 2 of 2,,29,36
123,2,9:28.0,,T. Wallace misses 2-pt layup from 3 ft (block by J. Collins),29,36
124,2,9:25.0,Defensive rebound by T. Dorsey,,29,36
125,2,9:15.0,M. Belinelli misses 2-pt layup from 2 ft,,29,36
126,2,9:12.0,,Defensive rebound by T. Wallace,29,36
127,2,8:59.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by S. Thornwell),29,39
128,2,8:41.0,M. Belinelli misses 2-pt jump shot from 18 ft,,29,39
129,2,8:37.0,Offensive rebound by J. Collins,,29,39
130,2,8:36.0,Personal foul by M. Harrell (drawn by J. Collins),,29,39
