,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PORTLAND_ACTION,MILWAUKEE_SCORE,PORTLAND_SCORE
166,2,4:30.0,,D. Lillard misses 2-pt layup from 1 ft (block by J. Henson),46,35
167,2,4:27.0,,Offensive rebound by D. Lillard,46,35
168,2,4:25.0,,D. Lillard misses 2-pt jump shot from 10 ft,46,35
169,2,4:22.0,Defensive rebound by M. Brogdon,,46,35
170,2,4:18.0,D. Liggins misses 3-pt jump shot from 24 ft,,46,35
171,2,4:15.0,,Defensive rebound by N. Vonleh,46,35
172,2,4:08.0,,D. Lillard makes 3-pt jump shot from 26 ft,46,38
173,2,3:41.0,M. Brogdon makes 2-pt layup from 1 ft,,48,38
174,2,3:25.0,,D. Lillard misses 3-pt jump shot from 24 ft,48,38
175,2,3:23.0,,Offensive rebound by D. Lillard,48,38
176,2,3:23.0,,Turnover by D. Lillard (step out of bounds),48,38
177,2,3:23.0,T. Snell enters the game for M. Brogdon,,48,38
178,2,3:23.0,K. Middleton enters the game for D. Liggins,,48,38
179,2,3:23.0,,P. Connaughton enters the game for E. Turner,48,38
180,2,3:13.0,J. Henson makes 2-pt layup from 1 ft (assist by K. Middleton),,50,38
181,2,2:54.0,,D. Lillard misses 2-pt layup from 1 ft,50,38
182,2,2:53.0,Defensive rebound by G. Antetokounmpo,,50,38
183,2,2:48.0,E. Bledsoe makes 2-pt jump shot from 11 ft (assist by G. Antetokounmpo),,52,38
184,2,2:47.0,,Portland full timeout,52,38
185,2,2:32.0,,C. McCollum misses 2-pt layup from 1 ft,52,38
186,2,2:28.0,Defensive rebound by T. Snell,,52,38
187,2,2:18.0,Turnover by K. Middleton (bad pass; steal by J. Nurkić),,52,38
188,2,2:08.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),52,41
189,2,1:52.0,E. Bledsoe makes 2-pt jump shot from 15 ft,,54,41
190,2,1:34.0,,N. Vonleh makes 2-pt layup at rim,54,43
191,2,1:21.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,56,43
192,2,1:11.0,,C. McCollum makes 2-pt layup from 1 ft,56,45
193,2,0:57.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,58,45
194,2,0:40.0,,C. McCollum misses 3-pt jump shot from 26 ft,58,45
195,2,0:38.0,Defensive rebound by K. Middleton,,58,45
196,2,0:32.0,K. Middleton misses 2-pt jump shot from 7 ft (block by C. McCollum),,58,45
197,2,0:29.0,,Defensive rebound by C. McCollum,58,45
198,2,0:27.0,,C. McCollum misses 2-pt layup from 1 ft (block by G. Antetokounmpo),58,45
199,2,0:24.0,Defensive rebound by K. Middleton,,58,45
200,2,0:03.0,E. Bledsoe makes 2-pt jump shot from 5 ft,,60,45
201,2,0:00.0,,D. Lillard misses 2-pt layup from 2 ft (block by G. Antetokounmpo),60,45
202,2,0:00.0,,Offensive rebound by Team,60,45
203,3,11:45.0,,Turnover by J. Nurkić (lost ball; steal by G. Antetokounmpo),60,45
204,3,11:43.0,Personal foul by C. McCollum (drawn by G. Antetokounmpo),,60,45
205,3,11:34.0,J. Henson makes 2-pt layup from 9 ft (assist by K. Middleton),,62,45
206,3,11:19.0,,P. Connaughton misses 3-pt jump shot from 27 ft,62,45
207,3,11:16.0,,Offensive rebound by P. Connaughton,62,45
208,3,11:07.0,,P. Connaughton makes 2-pt jump shot from 15 ft (assist by D. Lillard),62,47
209,3,10:48.0,E. Bledsoe misses 2-pt jump shot from 10 ft,,62,47
210,3,10:45.0,,Defensive rebound by D. Lillard,62,47
211,3,10:42.0,,P. Connaughton misses 2-pt layup from 1 ft,62,47
212,3,10:39.0,Defensive rebound by G. Antetokounmpo,,62,47
213,3,10:34.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,62,47
214,3,10:34.0,Offensive rebound by Team,,62,47
215,3,10:31.0,Personal foul by N. Vonleh (drawn by T. Snell),,62,47
216,3,10:24.0,T. Snell misses 2-pt jump shot from 1 ft,,62,47
217,3,10:20.0,,Defensive rebound by C. McCollum,62,47
218,3,10:18.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by J. Nurkić),62,49
219,3,10:05.0,Shooting block foul by N. Vonleh (drawn by G. Antetokounmpo),,62,49
220,3,10:05.0,G. Antetokounmpo makes free throw 1 of 2,,63,49
221,3,10:05.0,G. Antetokounmpo makes free throw 2 of 2,,64,49
222,3,9:55.0,,Turnover by D. Lillard (bad pass; steal by J. Henson),64,49
223,3,9:55.0,Personal foul by J. Nurkić (drawn by J. Henson),,64,49
224,3,9:42.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,67,49
225,3,9:14.0,,Turnover by P. Connaughton (bad pass; steal by T. Snell),67,49
226,3,9:13.0,Turnover by E. Bledsoe (bad pass),,67,49
227,3,9:04.0,,J. Nurkić misses 2-pt jump shot from 11 ft,67,49
228,3,9:01.0,Defensive rebound by J. Henson,,67,49
229,3,8:54.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,69,49
230,3,8:53.0,,Portland full timeout,69,49
231,3,8:53.0,,A. Aminu enters the game for N. Vonleh,69,49
232,3,8:53.0,,S. Napier enters the game for P. Connaughton,69,49
233,3,8:42.0,,Turnover by J. Nurkić (lost ball; steal by E. Bledsoe),69,49
234,3,8:21.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,71,49
235,3,8:11.0,,Personal foul by G. Antetokounmpo (drawn by J. Nurkić),71,49
236,3,7:55.0,,D. Lillard makes 2-pt layup from 11 ft,71,51
237,3,7:55.0,,Shooting foul by E. Bledsoe (drawn by D. Lillard),71,51
238,3,7:55.0,,D. Lillard misses free throw 1 of 1,71,51
239,3,7:55.0,Defensive rebound by G. Antetokounmpo,,71,51
240,3,7:39.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,71,51
241,3,7:37.0,,Defensive rebound by C. McCollum,71,51
242,3,7:31.0,,C. McCollum makes 2-pt jump shot from 11 ft,71,53
243,3,7:12.0,G. Antetokounmpo misses 2-pt layup at rim,,71,53
244,3,7:06.0,,Defensive rebound by A. Aminu,71,53
245,3,6:59.0,,C. McCollum makes 2-pt jump shot from 16 ft,71,55
246,3,6:58.0,Milwaukee full timeout,,71,55
247,3,6:38.0,K. Middleton misses 2-pt jump shot from 15 ft,,71,55
248,3,6:35.0,Offensive rebound by J. Henson,,71,55
249,3,6:26.0,Shooting foul by A. Aminu (drawn by G. Antetokounmpo),,71,55
250,3,6:26.0,G. Antetokounmpo makes free throw 1 of 2,,72,55
251,3,6:26.0,G. Antetokounmpo misses free throw 2 of 2,,72,55
252,3,6:24.0,,Defensive rebound by J. Nurkić,72,55
253,3,6:11.0,,C. McCollum misses 3-pt jump shot from 27 ft,72,55
254,3,6:07.0,Defensive rebound by G. Antetokounmpo,,72,55
255,3,5:57.0,J. Henson makes 2-pt jump shot from 18 ft (assist by K. Middleton),,74,55
256,3,5:42.0,,D. Lillard misses 3-pt jump shot from 30 ft,74,55
257,3,5:37.0,,Offensive rebound by C. McCollum,74,55
258,3,5:33.0,,C. McCollum makes 2-pt jump shot from 15 ft,74,57
259,3,5:16.0,Offensive foul by E. Bledsoe (drawn by S. Napier),,74,57
260,3,5:16.0,Turnover by E. Bledsoe (offensive foul),,74,57
261,3,4:59.0,,C. McCollum misses 3-pt jump shot from 26 ft,74,57
262,3,4:56.0,Defensive rebound by Team,,74,57
263,3,4:47.0,Personal foul by S. Napier (drawn by E. Bledsoe),,74,57
264,3,4:47.0,E. Bledsoe makes free throw 1 of 2,,75,57
265,3,4:47.0,,M. Leonard enters the game for J. Nurkić,75,57
266,3,4:47.0,T. Maker enters the game for J. Henson,,75,57
267,3,4:47.0,E. Bledsoe makes free throw 2 of 2,,76,57
268,3,4:32.0,,Turnover by A. Aminu (bad pass; steal by E. Bledsoe),76,57
269,3,4:27.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,78,57
270,3,4:02.0,,D. Lillard makes 2-pt jump shot from 8 ft,78,59
271,3,3:47.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,78,59
272,3,3:47.0,,Defensive rebound by M. Leonard,78,59
273,3,3:23.0,,Turnover by C. McCollum (bad pass),78,59
274,3,3:07.0,K. Middleton makes 3-pt jump shot from 25 ft,,81,59
275,3,2:48.0,,Turnover by D. Lillard (lost ball; steal by G. Antetokounmpo),81,59
276,3,2:44.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,83,59
277,3,2:43.0,,Portland full timeout,83,59
278,3,2:43.0,,E. Turner enters the game for C. McCollum,83,59
279,3,2:35.0,,D. Lillard makes 2-pt layup from 1 ft,83,61
280,3,2:25.0,Personal foul by S. Napier (drawn by E. Bledsoe),,83,61
281,3,2:25.0,E. Bledsoe makes free throw 1 of 2,,84,61
282,3,2:25.0,,N. Vonleh enters the game for A. Aminu,84,61
283,3,2:25.0,E. Bledsoe makes free throw 2 of 2,,85,61
284,3,2:16.0,,Personal foul by E. Bledsoe (drawn by M. Leonard),85,61
285,3,2:16.0,D. Liggins enters the game for E. Bledsoe,,85,61
286,3,2:09.0,,M. Leonard misses 3-pt jump shot from 26 ft,85,61
287,3,2:08.0,,Offensive rebound by Team,85,61
288,3,2:08.0,Loose ball foul by G. Antetokounmpo (drawn by N. Vonleh),,85,61
289,3,2:00.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by S. Napier),85,64
290,3,1:31.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,85,64
291,3,1:28.0,,Defensive rebound by N. Vonleh,85,64
292,3,1:15.0,,D. Lillard misses 3-pt jump shot from 30 ft,85,64
293,3,1:11.0,Defensive rebound by K. Middleton,,85,64
294,3,1:03.0,K. Middleton makes 2-pt jump shot from 16 ft,,87,64
295,3,0:47.0,,Personal foul by K. Middleton (drawn by S. Napier),87,64
296,3,0:47.0,,S. Napier makes free throw 1 of 2,87,65
297,3,0:47.0,,C. McCollum enters the game for D. Lillard,87,65
298,3,0:47.0,M. Brogdon enters the game for T. Snell,,87,65
299,3,0:47.0,,S. Napier makes free throw 2 of 2,87,66
300,3,0:37.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,87,66
301,3,0:34.0,,Defensive rebound by N. Vonleh,87,66
302,3,0:26.0,,S. Napier misses 2-pt jump shot from 12 ft,87,66
303,3,0:23.0,Defensive rebound by G. Antetokounmpo,,87,66
304,3,0:03.0,K. Middleton misses 3-pt jump shot from 25 ft,,87,66
305,3,0:03.0,,Defensive rebound by M. Leonard,87,66
306,4,11:52.0,M. Brogdon makes 2-pt jump shot from 12 ft,,89,66
307,4,11:24.0,,C. McCollum makes 2-pt layup from 1 ft,89,68
308,4,11:10.0,M. Brogdon misses 2-pt jump shot from 12 ft,,89,68
309,4,11:08.0,,Defensive rebound by N. Vonleh,89,68
310,4,11:01.0,,Personal foul by D. Liggins (drawn by D. Lillard),89,68
311,4,10:52.0,,M. Leonard misses 2-pt jump shot from 22 ft,89,68
312,4,10:52.0,Defensive rebound by Team,,89,68
313,4,10:31.0,D. Liggins makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,92,68
314,4,10:08.0,,C. McCollum makes 2-pt jump shot from 19 ft,92,70
315,4,9:47.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,92,70
316,4,9:44.0,,Defensive rebound by D. Lillard,92,70
317,4,9:41.0,,Personal foul by D. Liggins (drawn by D. Lillard),92,70
318,4,9:41.0,,J. Nurkić enters the game for M. Leonard,92,70
319,4,9:34.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by C. McCollum),92,72
320,4,9:19.0,T. Maker misses 2-pt jump shot from 18 ft,,92,72
321,4,9:16.0,,Defensive rebound by E. Turner,92,72
322,4,9:03.0,,Turnover by N. Vonleh (lost ball; steal by D. Liggins),92,72
323,4,8:58.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,92,72
324,4,8:56.0,,Defensive rebound by E. Turner,92,72
325,4,8:54.0,,A. Aminu enters the game for N. Vonleh,92,72
326,4,8:52.0,,J. Nurkić misses 2-pt jump shot from 20 ft,92,72
327,4,8:50.0,Defensive rebound by Team,,92,72
328,4,8:37.0,D. Liggins misses 3-pt jump shot from 22 ft,,92,72
329,4,8:32.0,,Defensive rebound by A. Aminu,92,72
330,4,8:31.0,,Personal foul by M. Brogdon (drawn by E. Turner),92,72
331,4,8:23.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),92,74
332,4,8:03.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,92,74
333,4,8:00.0,,Defensive rebound by J. Nurkić,92,74
334,4,7:52.0,,Turnover by J. Nurkić (bad pass),92,74
335,4,7:52.0,Milwaukee full timeout,,92,74
336,4,7:52.0,J. Henson enters the game for T. Maker,,92,74
337,4,7:52.0,K. Middleton enters the game for G. Antetokounmpo,,92,74
338,4,7:30.0,K. Middleton misses 2-pt jump shot from 13 ft,,92,74
339,4,7:28.0,,Defensive rebound by E. Turner,92,74
340,4,7:19.0,,Shooting foul by M. Brogdon (drawn by D. Lillard),92,74
341,4,7:19.0,,D. Lillard makes free throw 1 of 2,92,75
342,4,7:19.0,,D. Lillard makes free throw 2 of 2,92,76
343,4,7:01.0,Turnover by M. Brogdon (bad pass; steal by J. Nurkić),,92,76
344,4,6:54.0,,J. Nurkić makes 2-pt hook shot from 2 ft,92,78
345,4,6:54.0,,Shooting foul by J. Henson (drawn by J. Nurkić),92,78
346,4,6:54.0,,J. Nurkić makes free throw 1 of 1,92,79
347,4,6:33.0,M. Brogdon makes 2-pt layup from 1 ft,,94,79
348,4,6:20.0,,C. McCollum misses 2-pt jump shot from 15 ft,94,79
349,4,6:18.0,Defensive rebound by J. Terry,,94,79
350,4,6:04.0,K. Middleton misses 3-pt jump shot from 26 ft,,94,79
351,4,6:00.0,,Defensive rebound by C. McCollum,94,79
352,4,5:52.0,,D. Lillard makes 2-pt layup from 1 ft (assist by C. McCollum),94,81
353,4,5:22.0,K. Middleton makes 2-pt jump shot from 10 ft,,96,81
354,4,5:09.0,,C. McCollum misses 3-pt jump shot from 23 ft,96,81
355,4,5:07.0,Defensive rebound by J. Terry,,96,81
356,4,4:46.0,D. Liggins misses 3-pt jump shot from 25 ft,,96,81
357,4,4:43.0,,Defensive rebound by E. Turner,96,81
358,4,4:29.0,,J. Nurkić misses 2-pt jump shot from 22 ft,96,81
359,4,4:25.0,Defensive rebound by K. Middleton,,96,81
360,4,4:04.0,Turnover by J. Henson (bad pass),,96,81
361,4,4:04.0,,Personal foul by M. Brogdon (drawn by J. Nurkić),96,81
362,4,4:04.0,,J. Nurkić makes free throw 1 of 2,96,82
363,4,4:04.0,E. Bledsoe enters the game for J. Terry,,96,82
364,4,4:04.0,G. Antetokounmpo enters the game for M. Brogdon,,96,82
365,4,4:04.0,T. Snell enters the game for D. Liggins,,96,82
366,4,4:04.0,,J. Nurkić makes free throw 2 of 2,96,83
367,4,3:51.0,Shooting foul by J. Nurkić,,96,83
368,4,3:51.0,,Technical foul by Team,96,83
369,4,3:51.0,,Technical foul by J. Nurkić,96,83
370,4,3:51.0,K. Middleton makes technical free throw,,97,83
371,4,3:51.0,K. Middleton makes technical free throw,,98,83
372,4,3:51.0,G. Antetokounmpo misses free throw 2 of 2,,98,83
373,4,3:51.0,,Defensive rebound by J. Nurkić,98,83
374,4,3:51.0,G. Antetokounmpo makes free throw 1 of 2,,99,83
375,4,3:43.0,,D. Lillard misses 3-pt jump shot from 26 ft,99,83
