,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHARLOTTE_ACTION,TORONTO_SCORE,CHARLOTTE_SCORE
60,1,4:12.0,,T. Graham misses 3-pt jump shot from 26 ft,16,19
61,1,4:12.0,Defensive rebound by Team,,16,19
62,1,3:56.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by O. Anunoby),,18,19
63,1,3:39.0,,M. Williams misses 3-pt jump shot from 26 ft,18,19
64,1,3:36.0,Defensive rebound by J. Valančiūnas,,18,19
65,1,3:30.0,K. Lowry makes 3-pt jump shot from 25 ft,,21,19
66,1,3:22.0,,Charlotte full timeout,21,19
67,1,3:22.0,,F. Kaminsky enters the game for M. Williams,21,19
68,1,3:22.0,J. Poeltl enters the game for O. Anunoby,,21,19
69,1,3:22.0,C. Miles enters the game for J. Valančiūnas,,21,19
70,1,3:15.0,,Turnover by D. Howard (bad pass; steal by C. Miles),21,19
71,1,3:08.0,D. DeRozan makes 2-pt jump shot from 10 ft,,23,19
72,1,2:51.0,,N. Batum misses 2-pt layup from 1 ft (block by S. Ibaka),23,19
73,1,2:47.0,Defensive rebound by K. Lowry,,23,19
74,1,2:45.0,C. Miles misses 3-pt jump shot from 26 ft,,23,19
75,1,2:40.0,,Defensive rebound by T. Graham,23,19
76,1,2:32.0,,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by K. Walker),23,22
77,1,2:11.0,S. Ibaka makes 2-pt dunk at rim (assist by J. Poeltl),,25,22
78,1,1:52.0,,D. Howard makes 2-pt hook shot from 4 ft,25,24
79,1,1:41.0,Personal foul by D. Howard (drawn by D. DeRozan),,25,24
80,1,1:41.0,,J. Lamb enters the game for N. Batum,25,24
81,1,1:41.0,,C. Zeller enters the game for D. Howard,25,24
82,1,1:41.0,,M. Carter-Williams enters the game for K. Walker,25,24
83,1,1:41.0,P. Siakam enters the game for K. Lowry,,25,24
84,1,1:41.0,F. VanVleet enters the game for S. Ibaka,,25,24
85,1,1:34.0,C. Miles misses 3-pt jump shot from 23 ft,,25,24
86,1,1:31.0,,Defensive rebound by C. Zeller,25,24
87,1,1:21.0,,Turnover by T. Graham (lost ball; steal by P. Siakam),25,24
88,1,1:16.0,Turnover by P. Siakam (bad pass; steal by M. Carter-Williams),,25,24
89,1,1:15.0,,Personal foul by D. DeRozan (drawn by M. Carter-Williams),25,24
90,1,1:00.0,,Turnover by J. Lamb (bad pass; steal by D. DeRozan),25,24
91,1,0:58.0,D. DeRozan makes 2-pt layup from 1 ft,,27,24
92,1,0:39.0,,J. Lamb misses 2-pt jump shot from 10 ft,27,24
93,1,0:37.0,,Offensive rebound by C. Zeller,27,24
94,1,0:30.0,,M. Carter-Williams makes 2-pt layup from 1 ft (assist by T. Graham),27,26
95,1,0:10.0,C. Miles makes 3-pt jump shot from 25 ft (assist by J. Poeltl),,30,26
96,1,0:00.0,,J. Lamb misses 2-pt jump shot from 4 ft,30,26
97,1,0:00.0,,Offensive rebound by Team,30,26
98,2,11:51.0,C. Miles makes 3-pt jump shot from 25 ft (assist by D. Wright),,33,26
99,2,11:51.0,Shooting foul by T. Graham (drawn by C. Miles),,33,26
100,2,11:51.0,C. Miles makes free throw 1 of 1,,34,26
101,2,11:38.0,,Shooting foul by F. VanVleet (drawn by C. Zeller),34,26
102,2,11:38.0,,C. Zeller misses free throw 1 of 2,34,26
103,2,11:38.0,,Offensive rebound by Team,34,26
104,2,11:38.0,,C. Zeller misses free throw 2 of 2,34,26
105,2,11:34.0,,Offensive rebound by F. Kaminsky,34,26
106,2,11:24.0,,J. Lamb makes 2-pt layup from 2 ft,34,28
107,2,11:08.0,Turnover by F. VanVleet (bad pass; steal by M. Carter-Williams),,34,28
108,2,11:04.0,,M. Carter-Williams misses 2-pt layup from 1 ft (block by C. Miles),34,28
109,2,11:04.0,,Offensive rebound by Team,34,28
110,2,11:03.0,,C. Zeller makes 2-pt layup from 1 ft (assist by M. Carter-Williams),34,30
111,2,11:03.0,,Shooting foul by J. Poeltl (drawn by C. Zeller),34,30
112,2,11:03.0,,C. Zeller makes free throw 1 of 1,34,31
113,2,10:54.0,C. Miles makes 2-pt jump shot from 16 ft (assist by F. VanVleet),,36,31
114,2,10:30.0,,J. Lamb misses 2-pt layup from 2 ft (block by D. Wright),36,31
115,2,10:25.0,Defensive rebound by F. VanVleet,,36,31
116,2,10:24.0,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),,38,31
117,2,10:15.0,,Personal foul by C. Miles (drawn by T. Graham),38,31
118,2,9:59.0,,T. Graham misses 2-pt jump shot from 11 ft,38,31
119,2,9:55.0,Defensive rebound by P. Siakam,,38,31
120,2,9:43.0,J. Poeltl makes 2-pt layup from 5 ft,,40,31
121,2,9:27.0,,C. Zeller misses 2-pt jump shot from 17 ft,40,31
122,2,9:24.0,Defensive rebound by P. Siakam,,40,31
123,2,9:19.0,P. Siakam misses 2-pt jump shot from 6 ft,,40,31
124,2,9:15.0,,Defensive rebound by F. Kaminsky,40,31
125,2,9:10.0,,M. Carter-Williams misses 2-pt jump shot from 16 ft,40,31
126,2,9:06.0,,Offensive rebound by J. Lamb,40,31
127,2,9:01.0,,J. Lamb makes 2-pt layup from 2 ft,40,33
128,2,8:39.0,,Offensive charge foul by P. Siakam (drawn by F. Kaminsky),40,33
129,2,8:39.0,Turnover by P. Siakam (offensive foul),,40,33
130,2,8:22.0,,F. Kaminsky misses 2-pt layup from 1 ft,40,33
131,2,8:20.0,Defensive rebound by P. Siakam,,40,33
132,2,8:18.0,Toronto full timeout,,40,33
133,2,8:18.0,,K. Walker enters the game for T. Graham,40,33
134,2,8:13.0,F. VanVleet misses 3-pt jump shot from 25 ft,,40,33
135,2,8:08.0,Offensive rebound by P. Siakam,,40,33
136,2,8:05.0,C. Miles makes 3-pt jump shot from 25 ft (assist by P. Siakam),,43,33
137,2,7:43.0,,F. Kaminsky misses 2-pt jump shot from 2 ft,43,33
138,2,7:41.0,Defensive rebound by F. VanVleet,,43,33
139,2,7:38.0,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),,45,33
140,2,7:20.0,,M. Carter-Williams makes 3-pt jump shot from 22 ft (assist by K. Walker),45,36
141,2,7:05.0,Turnover by D. Wright (traveling),,45,36
142,2,6:45.0,,Turnover by J. Lamb (bad pass; steal by D. Wright),45,36
143,2,6:33.0,F. VanVleet makes 2-pt layup from 1 ft,,47,36
144,2,6:28.0,,Turnover by M. Carter-Williams (bad pass; steal by F. VanVleet),47,36
145,2,6:28.0,F. VanVleet makes 2-pt layup from 1 ft,,49,36
146,2,6:28.0,,Charlotte full timeout,49,36
147,2,6:28.0,,D. Howard enters the game for M. Carter-Williams,49,36
148,2,6:28.0,,N. Batum enters the game for C. Zeller,49,36
149,2,6:28.0,,M. Williams enters the game for F. Kaminsky,49,36
150,2,6:28.0,K. Lowry enters the game for C. Miles,,49,36
151,2,6:08.0,,D. Howard makes 2-pt layup from 1 ft (assist by N. Batum),49,38
152,2,6:00.0,F. VanVleet misses 2-pt layup from 2 ft (block by J. Lamb),,49,38
153,2,5:59.0,,Defensive rebound by Team,49,38
154,2,5:46.0,,K. Walker misses 2-pt layup from 2 ft,49,38
155,2,5:43.0,Defensive rebound by D. Wright,,49,38
156,2,5:27.0,,M. Kidd-Gilchrist enters the game for J. Lamb,49,38
157,2,5:27.0,J. Valančiūnas enters the game for F. VanVleet,,49,38
158,2,5:27.0,D. DeRozan enters the game for J. Poeltl,,49,38
159,2,5:27.0,S. Ibaka enters the game for P. Siakam,,49,38
160,2,5:23.0,J. Valančiūnas makes 2-pt jump shot from 11 ft (assist by K. Lowry),,51,38
161,2,5:07.0,,Def 3 sec tech foul by J. Valančiūnas,51,38
162,2,5:07.0,,N. Batum misses technical free throw,51,38
163,2,5:07.0,,Offensive rebound by Team,51,38
164,2,5:04.0,,Shooting foul by D. Wright (drawn by K. Walker),51,38
165,2,5:04.0,,K. Walker makes free throw 1 of 3,51,39
166,2,5:04.0,,K. Walker makes free throw 2 of 3,51,40
167,2,5:04.0,,K. Walker makes free throw 3 of 3,51,41
168,2,4:50.0,Turnover by D. DeRozan (bad pass; steal by M. Kidd-Gilchrist),,51,41
169,2,4:31.0,,M. Williams makes 2-pt layup from 1 ft (assist by D. Howard),51,43
170,2,4:17.0,S. Ibaka misses 3-pt jump shot from 24 ft,,51,43
171,2,4:13.0,,Defensive rebound by D. Howard,51,43
172,2,4:06.0,,M. Williams misses 3-pt jump shot from 25 ft,51,43
173,2,4:03.0,Defensive rebound by J. Valančiūnas,,51,43
174,2,3:53.0,D. Wright misses 2-pt layup from 1 ft,,51,43
175,2,3:49.0,Offensive rebound by J. Valančiūnas,,51,43
176,2,3:49.0,J. Valančiūnas makes 2-pt layup at rim,,53,43
177,2,3:35.0,,D. Howard misses 2-pt hook shot from 5 ft,53,43
178,2,3:32.0,Defensive rebound by S. Ibaka,,53,43
179,2,3:31.0,,Offensive charge foul by D. Wright (drawn by K. Walker),53,43
180,2,3:31.0,Turnover by D. Wright (offensive foul),,53,43
181,2,3:31.0,O. Anunoby enters the game for D. Wright,,53,43
182,2,3:18.0,,N. Batum misses 2-pt jump shot from 17 ft,53,43
183,2,3:15.0,Defensive rebound by S. Ibaka,,53,43
184,2,3:05.0,D. DeRozan makes 3-pt jump shot from 22 ft (assist by K. Lowry),,56,43
185,2,2:43.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by D. Howard),56,45
186,2,2:26.0,Turnover by S. Ibaka (lost ball; steal by N. Batum),,56,45
187,2,2:26.0,,Personal foul by D. DeRozan (drawn by N. Batum),56,45
188,2,2:26.0,,N. Batum makes free throw 1 of 2,56,46
189,2,2:26.0,,N. Batum makes free throw 2 of 2,56,47
190,2,2:13.0,K. Lowry misses 3-pt jump shot from 25 ft,,56,47
191,2,2:07.0,,Defensive rebound by M. Kidd-Gilchrist,56,47
192,2,2:04.0,,N. Batum misses 3-pt jump shot from 25 ft,56,47
193,2,1:58.0,,Offensive rebound by M. Williams,56,47
194,2,1:58.0,,M. Williams misses 2-pt layup at rim,56,47
195,2,1:58.0,,Offensive rebound by N. Batum,56,47
196,2,1:53.0,,K. Walker misses 2-pt jump shot from 21 ft,56,47
197,2,1:51.0,Defensive rebound by D. DeRozan,,56,47
198,2,1:47.0,Shooting foul by M. Williams (drawn by D. DeRozan),,56,47
199,2,1:47.0,D. DeRozan makes free throw 1 of 2,,57,47
200,2,1:47.0,D. DeRozan makes free throw 2 of 2,,58,47
201,2,1:26.0,,K. Walker makes 2-pt jump shot from 11 ft (assist by N. Batum),58,49
202,2,1:11.0,D. DeRozan misses 2-pt layup from 8 ft,,58,49
203,2,1:08.0,,Defensive rebound by M. Kidd-Gilchrist,58,49
204,2,1:05.0,,Shooting foul by O. Anunoby (drawn by M. Kidd-Gilchrist),58,49
205,2,1:05.0,,M. Kidd-Gilchrist misses free throw 1 of 2,58,49
206,2,1:05.0,,Offensive rebound by Team,58,49
207,2,1:05.0,C. Miles enters the game for O. Anunoby,,58,49
208,2,1:05.0,,M. Kidd-Gilchrist makes free throw 2 of 2,58,50
209,2,0:53.0,K. Lowry misses 3-pt jump shot from 26 ft (block by M. Williams),,58,50
210,2,0:51.0,Offensive rebound by S. Ibaka,,58,50
211,2,0:51.0,S. Ibaka makes 2-pt hook shot from 6 ft,,60,50
212,2,0:42.0,,K. Walker makes 2-pt jump shot from 15 ft,60,52
213,2,0:31.0,D. DeRozan misses 2-pt jump shot from 17 ft,,60,52
214,2,0:27.0,Offensive rebound by S. Ibaka,,60,52
215,2,0:27.0,S. Ibaka makes 2-pt hook shot from 11 ft,,62,52
216,2,0:06.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by D. Howard),62,55
217,2,0:00.0,D. DeRozan misses 3-pt jump shot from 30 ft,,62,55
218,2,0:00.0,Offensive rebound by Team,,62,55
219,3,11:41.0,J. Valančiūnas makes 2-pt layup at rim (assist by D. DeRozan),,64,55
220,3,11:18.0,,Turnover by D. Howard (lost ball; steal by J. Valančiūnas),64,55
221,3,11:09.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,67,55
222,3,10:51.0,,M. Williams makes 2-pt jump shot from 11 ft,67,57
223,3,10:33.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Valančiūnas),,67,57
224,3,10:33.0,J. Valančiūnas misses free throw 1 of 2,,67,57
225,3,10:33.0,Offensive rebound by Team,,67,57
226,3,10:33.0,J. Valančiūnas misses free throw 2 of 2,,67,57
227,3,10:30.0,,Defensive rebound by D. Howard,67,57
228,3,10:15.0,,N. Batum misses 2-pt jump shot from 17 ft,67,57
229,3,10:15.0,,Offensive rebound by M. Williams,67,57
230,3,10:15.0,,M. Williams misses 2-pt layup at rim,67,57
231,3,10:15.0,Defensive rebound by J. Valančiūnas,,67,57
232,3,9:57.0,D. DeRozan makes 2-pt jump shot from 23 ft,,69,57
233,3,9:38.0,,K. Walker misses 2-pt jump shot from 22 ft,69,57
234,3,9:36.0,Defensive rebound by J. Valančiūnas,,69,57
235,3,9:31.0,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by D. DeRozan),,71,57
236,3,9:14.0,,Personal foul by N. Powell (drawn by N. Batum),71,57
237,3,9:03.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 14 ft,71,57
238,3,9:01.0,Defensive rebound by N. Powell,,71,57
239,3,8:51.0,D. DeRozan misses 2-pt jump shot from 4 ft (block by K. Walker),,71,57
240,3,8:51.0,,Defensive rebound by K. Walker,71,57
241,3,8:51.0,,Personal foul by N. Powell (drawn by K. Walker),71,57
242,3,8:28.0,,K. Walker misses 2-pt jump shot from 9 ft (block by J. Valančiūnas),71,57
243,3,8:25.0,Defensive rebound by J. Valančiūnas,,71,57
244,3,8:23.0,D. DeRozan misses 2-pt layup from 1 ft,,71,57
245,3,8:20.0,,Defensive rebound by N. Batum,71,57
246,3,8:14.0,,Personal foul by S. Ibaka (drawn by M. Williams),71,57
247,3,8:03.0,,Turnover by K. Walker (traveling),71,57
248,3,7:51.0,S. Ibaka misses 3-pt jump shot from 26 ft,,71,57
249,3,7:50.0,Offensive rebound by Team,,71,57
250,3,7:50.0,,Loose ball foul by M. Williams (drawn by K. Lowry),71,57
251,3,7:42.0,Offensive foul by D. DeRozan (drawn by M. Kidd-Gilchrist),,71,57
252,3,7:42.0,Turnover by D. DeRozan (offensive foul),,71,57
253,3,7:28.0,,N. Batum misses 2-pt jump shot from 21 ft,71,57
254,3,7:23.0,Defensive rebound by S. Ibaka,,71,57
255,3,7:14.0,J. Valančiūnas misses 2-pt jump shot from 4 ft,,71,57
256,3,7:12.0,,Defensive rebound by M. Williams,71,57
257,3,7:01.0,,D. Howard misses 2-pt layup from 1 ft (block by S. Ibaka),71,57
258,3,6:56.0,,Offensive rebound by N. Batum,71,57
259,3,6:56.0,,N. Batum misses 2-pt layup at rim,71,57
260,3,6:55.0,Defensive rebound by N. Powell,,71,57
261,3,6:54.0,Turnover by S. Ibaka (step out of bounds),,71,57
262,3,6:54.0,,Charlotte full timeout,71,57
263,3,6:45.0,,K. Walker misses 2-pt jump shot from 17 ft,71,57
264,3,6:42.0,,Offensive rebound by M. Williams,71,57
265,3,6:42.0,,K. Walker misses 3-pt jump shot from 25 ft,71,57
266,3,6:42.0,Defensive rebound by Team,,71,57
267,3,6:26.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,74,57
268,3,6:05.0,,D. Howard misses 2-pt hook shot from 5 ft,74,57
269,3,6:03.0,Defensive rebound by J. Valančiūnas,,74,57
270,3,5:58.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by K. Lowry),,77,57
271,3,5:42.0,,K. Walker misses 3-pt jump shot from 26 ft,77,57
272,3,5:42.0,Defensive rebound by Team,,77,57
273,3,5:42.0,,Loose ball foul by D. Howard (drawn by K. Lowry),77,57
274,3,5:27.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,80,57
275,3,5:26.0,,Charlotte full timeout,80,57
276,3,5:14.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 19 ft (assist by N. Batum),80,59
277,3,4:55.0,J. Valančiūnas misses 2-pt jump shot from 6 ft,,80,59
278,3,4:53.0,,Defensive rebound by M. Kidd-Gilchrist,80,59
279,3,4:40.0,,N. Batum misses 2-pt jump shot from 15 ft,80,59
280,3,4:38.0,Defensive rebound by S. Ibaka,,80,59
281,3,4:37.0,Personal foul by N. Batum (drawn by K. Lowry),,80,59
282,3,4:29.0,Turnover by S. Ibaka (lost ball; steal by K. Walker),,80,59
283,3,4:17.0,,M. Williams makes 2-pt jump shot from 10 ft (assist by K. Walker),80,61
284,3,3:53.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by J. Valančiūnas),,82,61
285,3,3:40.0,,D. Howard makes 2-pt layup at rim (assist by K. Walker),82,63
286,3,3:27.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by D. DeRozan),,84,63
287,3,3:13.0,,Shooting foul by J. Valančiūnas (drawn by D. Howard),84,63
288,3,3:13.0,,D. Howard makes free throw 1 of 2,84,64
289,3,3:13.0,,F. Kaminsky enters the game for M. Williams,84,64
290,3,3:13.0,,J. Lamb enters the game for N. Batum,84,64
291,3,3:13.0,,D. Howard misses free throw 2 of 2,84,64
292,3,3:10.0,Defensive rebound by S. Ibaka,,84,64
293,3,2:55.0,S. Ibaka misses 3-pt jump shot from 22 ft,,84,64
294,3,2:52.0,Offensive rebound by K. Lowry,,84,64
295,3,2:52.0,D. DeRozan makes 3-pt jump shot from 25 ft (assist by K. Lowry),,87,64
296,3,2:40.0,,Shooting foul by N. Powell (drawn by K. Walker),87,64
297,3,2:40.0,,K. Walker makes free throw 1 of 3,87,65
298,3,2:40.0,,K. Walker misses free throw 2 of 3,87,65
299,3,2:40.0,,Offensive rebound by Team,87,65
300,3,2:40.0,,K. Walker makes free throw 3 of 3,87,66
301,3,2:24.0,K. Lowry misses 3-pt jump shot from 25 ft,,87,66
302,3,2:20.0,,Defensive rebound by D. Howard,87,66
303,3,2:12.0,,D. Howard makes 2-pt layup from 2 ft (assist by K. Walker),87,68
304,3,2:12.0,,Shooting foul by K. Lowry (drawn by D. Howard),87,68
305,3,2:12.0,J. Poeltl enters the game for S. Ibaka,,87,68
306,3,2:12.0,P. Siakam enters the game for J. Valančiūnas,,87,68
307,3,2:12.0,,D. Howard makes free throw 1 of 1,87,69
308,3,1:47.0,D. DeRozan misses 3-pt jump shot from 24 ft,,87,69
309,3,1:43.0,,Defensive rebound by D. Howard,87,69
310,3,1:35.0,,J. Lamb makes 2-pt jump shot from 13 ft (assist by K. Walker),87,71
311,3,1:29.0,Toronto full timeout,,87,71
312,3,1:29.0,C. Miles enters the game for K. Lowry,,87,71
313,3,1:29.0,F. VanVleet enters the game for N. Powell,,87,71
314,3,1:15.0,J. Poeltl misses 2-pt jump shot from 12 ft,,87,71
315,3,1:11.0,,Defensive rebound by D. Howard,87,71
316,3,0:56.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,87,71
317,3,0:56.0,Defensive rebound by Team,,87,71
318,3,0:40.0,D. DeRozan makes 3-pt jump shot from 29 ft,,90,71
319,3,0:29.0,,K. Walker makes 3-pt jump shot from 25 ft,90,74
320,3,0:08.0,C. Miles misses 3-pt jump shot from 26 ft,,90,74
321,3,0:00.0,Offensive rebound by J. Poeltl,,90,74
322,3,0:00.0,J. Poeltl misses 2-pt layup at rim (block by D. Howard),,90,74
323,3,0:00.0,,Defensive rebound by K. Walker,90,74
324,3,0:00.0,,K. Walker misses 2-pt layup from 1 ft (block by D. DeRozan),90,74
325,3,0:00.0,Defensive rebound by F. VanVleet,,90,74
326,4,11:46.0,,C. Zeller misses 2-pt layup from 1 ft (block by J. Poeltl),90,74
327,4,11:43.0,Defensive rebound by J. Poeltl,,90,74
328,4,11:40.0,J. Poeltl misses 2-pt layup from 1 ft (block by J. Lamb),,90,74
329,4,11:40.0,,Defensive rebound by M. Carter-Williams,90,74
330,4,11:28.0,,J. Lamb misses 3-pt jump shot from 29 ft,90,74
331,4,11:26.0,,Offensive rebound by Team,90,74
332,4,11:22.0,,J. Lamb makes 2-pt layup at rim (assist by M. Carter-Williams),90,76
333,4,11:09.0,Personal foul by J. Lamb (drawn by D. Wright),,90,76
334,4,11:03.0,C. Miles makes 3-pt jump shot from 27 ft (assist by D. Wright),,93,76
335,4,10:42.0,,Turnover by C. Zeller (bad pass; steal by C. Miles),93,76
336,4,10:40.0,C. Miles makes 2-pt dunk from 1 ft,,95,76
337,4,10:40.0,,Charlotte full timeout,95,76
338,4,10:25.0,,J. Lamb misses 2-pt jump shot from 11 ft (block by D. Wright),95,76
339,4,10:22.0,Defensive rebound by C. Miles,,95,76
340,4,10:19.0,Shooting foul by C. Zeller (drawn by D. Wright),,95,76
341,4,10:19.0,D. Wright makes free throw 1 of 2,,96,76
342,4,10:19.0,D. Wright makes free throw 2 of 2,,97,76
343,4,10:06.0,,Turnover by J. Lamb (bad pass),97,76
344,4,9:54.0,J. Poeltl makes 2-pt layup at rim (assist by C. Miles),,99,76
345,4,9:40.0,,Turnover by T. Graham (step out of bounds),99,76
346,4,9:28.0,J. Poeltl misses 2-pt layup from 3 ft,,99,76
347,4,9:25.0,,Defensive rebound by F. Kaminsky,99,76
348,4,9:15.0,,F. Kaminsky misses 2-pt jump shot from 7 ft,99,76
349,4,9:13.0,,Offensive rebound by F. Kaminsky,99,76
350,4,9:12.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,99,76
351,4,9:11.0,,Offensive rebound by C. Zeller,99,76
352,4,9:09.0,,Turnover by C. Zeller (bad pass),99,76
353,4,8:48.0,F. VanVleet makes 3-pt jump shot from 22 ft (assist by D. Wright),,102,76
354,4,8:35.0,,C. Zeller misses 2-pt layup from 1 ft,102,76
355,4,8:33.0,Defensive rebound by J. Poeltl,,102,76
356,4,8:20.0,C. Miles makes 3-pt jump shot from 23 ft (assist by P. Siakam),,105,76
357,4,8:20.0,,Charlotte full timeout,105,76
358,4,8:20.0,,M. Monk enters the game for T. Graham,105,76
359,4,8:04.0,,Personal foul by D. Wright (drawn by J. Lamb),105,76
360,4,7:52.0,,Turnover by J. Lamb (out of bounds lost ball),105,76
361,4,7:39.0,C. Miles makes 3-pt jump shot from 27 ft (assist by D. Wright),,108,76
362,4,7:39.0,Shooting foul by M. Carter-Williams (drawn by C. Miles),,108,76
363,4,7:39.0,C. Miles makes free throw 1 of 1,,109,76
364,4,7:17.0,,J. Lamb makes 3-pt jump shot from 26 ft,109,79
365,4,6:50.0,P. Siakam makes 3-pt jump shot from 24 ft (assist by D. Wright),,112,79
366,4,6:25.0,,M. Monk misses 3-pt jump shot from 25 ft,112,79
367,4,6:22.0,Defensive rebound by D. Wright,,112,79
368,4,6:19.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by D. Wright),,115,79
369,4,5:56.0,,Shooting foul by C. Miles (drawn by F. Kaminsky),115,79
370,4,5:56.0,,F. Kaminsky makes free throw 1 of 2,115,80
